municipality,group,variable,month,Niños de 2 años a menores de 5 años con dosis comp,TOTAL
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,61,61
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,20,20
SAN RAFAEL,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,14,14
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,20,20
SAN RAMON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,16,16
SANTA ANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,182,182
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,2136,2136
SANTA ROSA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,38,38
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,39,39
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,40,40
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,85,85
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,20,20
SANTIVAÑES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,50,50
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,10,10
SAPAHAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,29,29
SENA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,37,37
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,93,93
SICAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,13,13
SIPE SIPE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,158,158
SOPACHUY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,8,8
SORACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,49,49
SORATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,110,110
SUCRE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,1643,1643
TACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,1,1
TACACOMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,3,3
TACOBAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,37,37
TACOPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,51,51
TAHUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,3,3
TAPACARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,118,118
TARABUCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,8,8
TARACO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,25,25
TARATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,14,14
TARIJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,598,598
TARVITA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,80,80
TEOPONTE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,17,17
TIAWANACU,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,54,54
TINGUIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,146,146
TIPUANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,54,54
TIQUIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,353,353
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,327,327
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,3,3
TOCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,43,43
TOLATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,30,30
TOLEDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,14,14
TOMAVE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,67,67
TOMINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,12,12
TORO TORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,49,49
TOTORA(CBBA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,34,34
TOTORA(ORR),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,36,36
TRINIDAD,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,164,164
TUPIZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,108,108
TURCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,9,9
UMALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,32,32
UNCIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,83,83
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,71,71
URUBICHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,33,33
UYUNI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,27,27
VACAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,82,82
VALLEGRANDE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,20,20
VIACHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,57,57
VILA VILA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,34,34
VILLA MONTES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,170,170
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,5,5
VILLA RIVERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,26,26
VILLA SERRANO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,26,26
VILLA TUNARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,204,204
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,38,38
VILLAZON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,238,238
VINTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,258,258
VITICHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,8,8
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,4,4
WARNES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,180,180
YACO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,25,25
YACUIBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,352,352
YAMPARAEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,2,2
YANACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,9,9
YAPACANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,125,125
YOCALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,14,14
YOTALA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,10,10
YUNCHARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,23,23
ZUDAÑEZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-10-01,7,7
ACACIO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,22,22
ACHACACHI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,302,302
ACHOCALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,4,4
AIQUILE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,58,58
ALALAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,19,19
ANCORAIMES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,36,36
ANDAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,13,13
ANTEQUERA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,24,24
ANZALDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,73,73
APOLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,22,22
ARAMPAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,12,12
ARANI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,52,52
ARBIETO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,88,88
ARQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,76,76
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,17,17
ATOCHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,41,41
AUCAPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,1,1
AYATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,29,29
AYO AYO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,21,21
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,83,83
AZURDUY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,31,31
BATALLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,58,58
BAURES,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,22,22
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,9,9
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,8,8
BELLA FLOR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,5,5
BERMEJO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,176,176
BETANZOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,146,146
BOLIVAR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,38,38
BOLPEBRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,6,6
BOYUIBE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,9,9
BUENA VISTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,62,62
CABEZAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,107,107
CAIROMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,14,14
"CAIZA ""D""",nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,81,81
CAJUATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,30,30
CALACOTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,17,17
CALAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,27,27
CAMARGO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,22,22
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,3,3
CAMIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,107,107
CAPINOTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,78,78
CAQUIAVIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,31,31
CARACOLLO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,52,52
CARANAVI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,154,154
CARAPARI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,54,54
CARIPUYO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,41,41
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,19,19
CATACORA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,1,1
CHACARILLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,7,7
CHALLAPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,133,133
CHAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,31,31
CHARAGUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,132,132
CHARAÑA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,10,10
CHAYANTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,57,57
CHIMORE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,43,43
CHIPAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,3,3
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,37,37
CHUMA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,56,56
CLIZA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,82,82
COBIJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,240,240
COCHABAMBA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,823,823
COIPASA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,1,1
COLCAPIRHUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,127,127
"COLCHA ""K""",nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,39,39
COLLANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,6,6
COLOMI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,59,59
COLPA BELGICA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,23,23
COLQUECHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,121,121
COLQUENCHA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,21,21
COLQUIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,35,35
COMANCHE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,5,5
COMARAPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,69,69
COMBAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,10,10
CONCEPCION,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,121,121
COPACABANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,28,28
CORIPATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,44,44
CORO CORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,48,48
COROICO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,52,52
CORQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,8,8
COTAGAITA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,55,55
COTOCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,128,128
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,193,193
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,28,28
CUEVO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,5,5
CULPINA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,21,21
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,15,15
CURVA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,12,12
DESAGUADERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,40,40
EL ALTO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,2938,2938
EL CHORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,4,4
EL PUENTE(STC),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,74,74
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,38,38
EL TORNO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,100,100
EL VILLAR,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,1,1
ENTRE RIOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,128,128
ENTRE RIOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,176,176
ESCARA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,7,7
EUCALIPTUS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,16,16
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,3,3
EXALTACION,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,44,44
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,46,46
FILADELFIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,57,57
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,42,42
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,73,73
GUANAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,1,1
GUAQUI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,13,13
GUAYARAMERIN,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,78,78
GUTIERREZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,48,48
HUACARETA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,75,75
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,5,5
HUACHACALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,1,1
HUANUNI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,64,64
HUARACAJE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,13,13
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,26,26
ICHOCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,13,13
ICLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,12,12
INCAHUASI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,111,111
INGAVI (HUMAITA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,5,5
INQUISIVI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,79,79
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,40,40
IXIAMAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,20,20
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,31,31
LA ASUNTA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,51,51
LA GUARDIA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,235,235
LA PAZ,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,1664,1664
LA RIVERA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,2,2
LAGUNILLAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,32,32
LAJA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,49,49
LAS CARRERAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,10,10
LICOMA PAMPA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,8,8
LLALLAGUA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,59,59
LLICA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,15,15
LORETO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,48,48
LURIBAY,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,63,63
MACHACAMARCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,25,25
MACHARETI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,7,7
MAGDALENA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,66,66
MAIRANA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,89,89
MALLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,9,9
MAPIRI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,33,33
MECAPACA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,39,39
MINEROS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,70,70
MIZQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,154,154
MOCOMOCO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,46,46
MOJINETE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,3,3
MOJOCOYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,5,5
MONTEAGUDO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,54,54
MONTERO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,415,415
MORO MORO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,7,7
MOROCHATA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,271,271
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,26,26
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,1,1
OCURI,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,145,145
OKINAWA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,27,27
OMEREQUE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,13,13
ORURO,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,461,461
PADCAYA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,85,85
PADILLA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,11,11
PAILON,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,32,32
PALCA,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,68,68
PALOS BLANCOS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,116,116
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,8,8
PAMPA GRANDE,nutricion y micronutrientes,ninos de 2 anos a menores de 5 anos con dosis comp,2008-11-01,56,56
