,group,variable,month,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR MENORES DE 5 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 5 A 13 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 14 A 19 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 20 A 59 AÑOS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR 60 AÑOS Y MAS,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR EMB,APLICACIÓN DE FLUOR POST,APLICACIÓN DE FLUOR POST,TOTALES
CHARAGUA,atencion odontologica,aplicacion de fluor,2017-10-01,19,23,0,2,1,0,0,0,0,0,0,0,0,0,45
CHARAÑA,atencion odontologica,aplicacion de fluor,2017-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
CHAYANTA,atencion odontologica,aplicacion de fluor,2017-10-01,7,8,0,0,1,4,0,5,0,0,0,0,0,0,25
CHIMORE,atencion odontologica,aplicacion de fluor,2017-10-01,6,13,17,20,0,5,0,1,0,0,0,0,0,0,62
CHUA COCANI,atencion odontologica,aplicacion de fluor,2017-10-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,aplicacion de fluor,2017-10-01,15,17,2,2,0,2,0,2,0,0,0,0,0,0,40
CHUMA,atencion odontologica,aplicacion de fluor,2017-10-01,1,2,0,0,0,0,1,2,0,0,0,0,0,0,6
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,aplicacion de fluor,2017-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
CKOCHAS,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2
CLIZA,atencion odontologica,aplicacion de fluor,2017-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,aplicacion de fluor,2017-10-01,108,120,20,23,1,0,0,2,0,0,0,0,0,0,274
COCAPATA,atencion odontologica,aplicacion de fluor,2017-10-01,10,11,9,11,1,3,0,2,0,0,0,0,0,0,47
COCHABAMBA,atencion odontologica,aplicacion de fluor,2017-10-01,264,259,127,146,31,71,43,127,19,19,0,0,0,0,1106
COLCAPIRHUA,atencion odontologica,aplicacion de fluor,2017-10-01,13,17,0,0,0,1,0,6,1,3,0,0,0,0,41
"COLCHA ""K""",atencion odontologica,aplicacion de fluor,2017-10-01,3,3,0,0,0,0,0,1,0,0,0,0,0,0,7
COLLANA,atencion odontologica,aplicacion de fluor,2017-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
COLOMI,atencion odontologica,aplicacion de fluor,2017-10-01,6,11,0,0,0,0,0,2,0,0,0,0,0,0,19
COLPA BELGICA,atencion odontologica,aplicacion de fluor,2017-10-01,21,23,90,114,33,52,30,46,0,0,0,0,0,0,409
COLQUECHACA,atencion odontologica,aplicacion de fluor,2017-10-01,4,0,1,0,0,2,0,2,2,0,0,0,0,0,11
COLQUENCHA,atencion odontologica,aplicacion de fluor,2017-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
COLQUIRI,atencion odontologica,aplicacion de fluor,2017-10-01,4,0,4,1,0,0,0,2,0,0,0,0,0,0,11
COMANCHE,atencion odontologica,aplicacion de fluor,2017-10-01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
COMARAPA,atencion odontologica,aplicacion de fluor,2017-10-01,10,13,0,0,0,2,0,5,0,0,0,0,0,0,30
COMBAYA,atencion odontologica,aplicacion de fluor,2017-10-01,3,1,0,1,0,0,0,0,0,0,0,0,0,0,5
CONCEPCION,atencion odontologica,aplicacion de fluor,2017-10-01,22,35,0,1,0,0,0,0,0,0,0,0,0,0,58
COPACABANA,atencion odontologica,aplicacion de fluor,2017-10-01,4,6,0,0,0,0,0,0,0,0,0,0,0,0,10
CORIPATA,atencion odontologica,aplicacion de fluor,2017-10-01,21,19,1,0,0,0,0,0,0,0,0,0,0,0,41
CORO CORO,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
COROICO,atencion odontologica,aplicacion de fluor,2017-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
CORQUE,atencion odontologica,aplicacion de fluor,2017-10-01,10,3,0,2,0,0,0,0,0,0,0,0,0,0,15
COTAGAITA,atencion odontologica,aplicacion de fluor,2017-10-01,2,18,14,16,0,1,0,3,0,1,0,0,0,0,55
COTOCA,atencion odontologica,aplicacion de fluor,2017-10-01,58,114,1,1,1,9,1,21,6,1,0,0,0,0,213
CUATRO CAÑADAS,atencion odontologica,aplicacion de fluor,2017-10-01,35,21,0,0,0,1,0,2,0,0,0,0,0,0,59
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,aplicacion de fluor,2017-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
CUEVO,atencion odontologica,aplicacion de fluor,2017-10-01,3,1,0,0,0,1,0,2,0,0,0,0,0,0,7
CULPINA,atencion odontologica,aplicacion de fluor,2017-10-01,2,3,0,1,0,0,0,1,0,0,0,0,0,0,7
CURAHUARA DE CARANGAS,atencion odontologica,aplicacion de fluor,2017-10-01,1,2,0,0,1,2,0,0,0,0,0,0,0,0,6
CURVA,atencion odontologica,aplicacion de fluor,2017-10-01,10,10,0,0,0,0,0,1,0,0,0,0,0,0,21
DESAGUADERO,atencion odontologica,aplicacion de fluor,2017-10-01,1,4,0,0,0,0,0,0,0,0,0,0,0,0,5
EL ALTO,atencion odontologica,aplicacion de fluor,2017-10-01,345,372,199,190,63,77,23,83,15,5,0,0,0,0,1372
EL CHORO,atencion odontologica,aplicacion de fluor,2017-10-01,2,4,0,0,0,0,0,3,3,1,0,0,0,0,13
EL PUENTE(STC),atencion odontologica,aplicacion de fluor,2017-10-01,9,9,0,0,0,2,0,5,0,0,0,0,0,0,25
EL PUENTE(TJA),atencion odontologica,aplicacion de fluor,2017-10-01,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3
EL TORNO,atencion odontologica,aplicacion de fluor,2017-10-01,175,164,662,610,323,375,27,44,2,8,0,0,0,0,2390
EL VILLAR,atencion odontologica,aplicacion de fluor,2017-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ENTRE RIOS TRJ,atencion odontologica,aplicacion de fluor,2017-10-01,2,1,5,11,0,0,0,0,0,0,0,0,0,0,19
ENTRE RIOS CBBA,atencion odontologica,aplicacion de fluor,2017-10-01,7,5,0,0,0,0,0,0,0,0,0,0,0,0,12
ESMERALDA,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
EUCALIPTUS,atencion odontologica,aplicacion de fluor,2017-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
FILADELFIA,atencion odontologica,aplicacion de fluor,2017-10-01,20,25,0,0,0,0,0,0,0,0,0,0,0,0,45
GENERAL SAAVEDRA,atencion odontologica,aplicacion de fluor,2017-10-01,2,0,0,0,0,0,0,2,1,0,0,0,0,0,5
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,aplicacion de fluor,2017-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
GUANAY,atencion odontologica,aplicacion de fluor,2017-10-01,27,15,1,2,0,7,0,27,10,7,0,0,0,0,96
GUAQUI,atencion odontologica,aplicacion de fluor,2017-10-01,8,10,0,0,0,0,0,0,0,0,0,0,0,0,18
GUAYARAMERIN,atencion odontologica,aplicacion de fluor,2017-10-01,11,5,0,0,2,0,0,1,0,0,0,0,0,0,19
GUTIERREZ,atencion odontologica,aplicacion de fluor,2017-10-01,15,30,24,39,8,13,5,14,0,0,0,0,0,0,148
HUACARETA,atencion odontologica,aplicacion de fluor,2017-10-01,4,4,0,3,0,8,3,16,1,2,0,0,0,0,41
HUACAYA (VILLA DE HUACAYA),atencion odontologica,aplicacion de fluor,2017-10-01,2,1,5,6,0,1,0,0,0,0,0,0,0,0,15
HUACHACALLA,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,0,0,0,1,0,1,1,3,0,0,0,0,6
HUANUNI,atencion odontologica,aplicacion de fluor,2017-10-01,4,3,5,2,3,9,1,13,0,2,0,0,0,0,42
HUARACAJE,atencion odontologica,aplicacion de fluor,2017-10-01,4,7,9,9,1,0,2,11,2,3,0,0,0,0,48
HUARINA,atencion odontologica,aplicacion de fluor,2017-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
HUATAJATA,atencion odontologica,aplicacion de fluor,2017-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
HUAYLLAMARCA,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,0,1,1,1,0,1,0,0,0,0,0,0,4
HUMANATA,atencion odontologica,aplicacion de fluor,2017-10-01,10,8,0,0,0,0,0,0,0,0,0,0,0,0,18
ICHOCA,atencion odontologica,aplicacion de fluor,2017-10-01,1,3,0,0,0,1,0,1,0,0,0,0,0,0,6
ICLA,atencion odontologica,aplicacion de fluor,2017-10-01,52,45,13,19,1,6,1,26,1,1,0,0,0,0,165
INCAHUASI,atencion odontologica,aplicacion de fluor,2017-10-01,4,2,0,0,0,0,0,0,0,0,0,0,0,0,6
INGAVI (HUMAITA),atencion odontologica,aplicacion de fluor,2017-10-01,2,4,7,12,0,0,0,0,0,0,0,0,0,0,25
INQUISIVI,atencion odontologica,aplicacion de fluor,2017-10-01,12,8,2,1,0,2,0,0,0,0,0,0,0,0,25
IRUPANA (VILLA DE LANZA),atencion odontologica,aplicacion de fluor,2017-10-01,21,9,0,1,0,0,0,0,0,0,0,0,0,0,31
IXIAMAS,atencion odontologica,aplicacion de fluor,2017-10-01,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2
JESUS DE MACHACA,atencion odontologica,aplicacion de fluor,2017-10-01,5,4,0,1,0,0,0,0,0,0,0,0,0,0,10
LA ASUNTA,atencion odontologica,aplicacion de fluor,2017-10-01,33,38,0,1,0,1,0,4,0,0,0,0,0,0,77
LA GUARDIA,atencion odontologica,aplicacion de fluor,2017-10-01,171,178,30,50,24,31,25,33,3,2,0,0,0,0,547
LA PAZ,atencion odontologica,aplicacion de fluor,2017-10-01,460,467,203,295,31,50,110,213,28,50,0,0,0,0,1907
LA RIVERA,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3
LAGUNILLAS,atencion odontologica,aplicacion de fluor,2017-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
LAJA,atencion odontologica,aplicacion de fluor,2017-10-01,16,7,21,13,0,2,0,6,0,0,0,0,0,0,65
LICOMA PAMPA,atencion odontologica,aplicacion de fluor,2017-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
LLALLAGUA,atencion odontologica,aplicacion de fluor,2017-10-01,5,6,2,11,2,12,3,21,2,5,0,0,0,0,69
LLICA,atencion odontologica,aplicacion de fluor,2017-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
LORETO,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4
LURIBAY,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,aplicacion de fluor,2017-10-01,0,1,0,0,0,0,0,0,1,1,0,0,0,0,3
MACHARETI,atencion odontologica,aplicacion de fluor,2017-10-01,4,3,0,1,0,0,0,0,0,0,0,0,0,0,8
MAGDALENA,atencion odontologica,aplicacion de fluor,2017-10-01,1,2,0,1,0,0,0,0,0,0,0,0,0,0,4
MAIRANA,atencion odontologica,aplicacion de fluor,2017-10-01,29,33,9,17,13,17,3,9,13,22,0,0,0,0,165
MALLA,atencion odontologica,aplicacion de fluor,2017-10-01,4,3,0,0,0,0,0,0,0,0,0,0,0,0,7
MAPIRI,atencion odontologica,aplicacion de fluor,2017-10-01,8,7,0,0,0,0,0,1,0,0,0,0,0,0,16
MECAPACA,atencion odontologica,aplicacion de fluor,2017-10-01,5,8,0,0,0,0,0,0,0,0,0,0,0,0,13
MIZQUE,atencion odontologica,aplicacion de fluor,2017-10-01,4,5,0,0,0,0,0,0,0,0,0,0,0,0,9
MOCOMOCO,atencion odontologica,aplicacion de fluor,2017-10-01,4,15,0,0,0,0,0,0,0,0,0,0,0,0,19
MOJOCOYA,atencion odontologica,aplicacion de fluor,2017-10-01,7,3,14,11,0,2,1,2,0,1,0,0,0,0,41
MONTEAGUDO,atencion odontologica,aplicacion de fluor,2017-10-01,8,9,0,0,0,1,0,6,0,0,0,0,0,0,24
MONTERO,atencion odontologica,aplicacion de fluor,2017-10-01,125,111,31,31,13,15,3,80,3,3,0,0,0,0,415
MORO MORO,atencion odontologica,aplicacion de fluor,2017-10-01,5,4,0,0,0,0,0,0,0,0,0,0,0,0,9
MOROCHATA,atencion odontologica,aplicacion de fluor,2017-10-01,4,1,25,39,0,0,0,0,0,0,0,0,0,0,69
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,aplicacion de fluor,2017-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
NUEVO MANOA (NUEVA ESPERANZA),atencion odontologica,aplicacion de fluor,2017-10-01,3,3,3,5,1,0,0,0,0,0,0,0,0,0,15
OCURI,atencion odontologica,aplicacion de fluor,2017-10-01,7,6,7,1,6,2,0,5,0,0,0,0,0,0,34
OKINAWA,atencion odontologica,aplicacion de fluor,2017-10-01,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3
OMEREQUE,atencion odontologica,aplicacion de fluor,2017-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ORURO,atencion odontologica,aplicacion de fluor,2017-10-01,33,42,76,9,14,10,29,60,13,9,0,0,0,0,295
PADCAYA,atencion odontologica,aplicacion de fluor,2017-10-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
PADILLA,atencion odontologica,aplicacion de fluor,2017-10-01,4,7,12,22,0,1,3,6,0,0,0,0,0,0,55
PAILON,atencion odontologica,aplicacion de fluor,2017-10-01,4,7,2,1,1,5,1,2,1,0,0,0,0,0,24
PALCA,atencion odontologica,aplicacion de fluor,2017-10-01,9,7,1,0,0,0,0,0,0,0,0,0,0,0,17
PALOS BLANCOS,atencion odontologica,aplicacion de fluor,2017-10-01,26,27,4,4,0,2,1,0,0,0,0,0,0,0,64
PAMPA AULLAGAS,atencion odontologica,aplicacion de fluor,2017-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
PAMPA GRANDE,atencion odontologica,aplicacion de fluor,2017-10-01,27,9,0,1,0,0,0,1,0,0,0,0,0,0,38
PAPEL PAMPA,atencion odontologica,aplicacion de fluor,2017-10-01,0,2,0,0,0,0,0,3,0,1,0,0,0,0,6
PASORAPA,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,12,7,1,2,0,0,0,0,0,0,0,0,22
PATACAMAYA,atencion odontologica,aplicacion de fluor,2017-10-01,9,11,2,0,1,0,0,1,0,0,0,0,0,0,24
PAZÑA,atencion odontologica,aplicacion de fluor,2017-10-01,3,6,0,1,0,0,0,1,0,0,0,0,0,0,11
PELECHUCO,atencion odontologica,aplicacion de fluor,2017-10-01,5,5,0,0,0,0,0,0,0,0,0,0,0,0,10
POCOATA,atencion odontologica,aplicacion de fluor,2017-10-01,4,15,42,46,2,6,2,6,1,1,0,0,0,0,125
POCONA,atencion odontologica,aplicacion de fluor,2017-10-01,3,2,3,1,0,0,0,0,0,0,0,0,0,0,9
POJO (CBBA),atencion odontologica,aplicacion de fluor,2017-10-01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3
POOPO,atencion odontologica,aplicacion de fluor,2017-10-01,2,3,18,20,2,3,1,2,0,0,0,0,0,0,51
PORCO,atencion odontologica,aplicacion de fluor,2017-10-01,1,2,0,0,0,0,0,0,0,0,0,0,0,0,3
POROMA,atencion odontologica,aplicacion de fluor,2017-10-01,16,15,36,24,8,5,0,0,0,0,0,0,0,0,104
PORONGO,atencion odontologica,aplicacion de fluor,2017-10-01,2,3,0,0,0,1,0,2,0,0,0,0,0,0,8
PORTACHUELO,atencion odontologica,aplicacion de fluor,2017-10-01,1,4,0,3,0,0,0,1,0,0,0,0,0,0,9
PORVENIR,atencion odontologica,aplicacion de fluor,2017-10-01,1,9,1,3,1,0,0,1,0,0,0,0,0,0,16
POSTRER VALLE,atencion odontologica,aplicacion de fluor,2017-10-01,11,8,0,0,0,0,0,0,0,0,0,0,0,0,19
POTOSI,atencion odontologica,aplicacion de fluor,2017-10-01,79,90,15,17,17,20,64,123,8,10,0,0,0,0,443
PRESTO,atencion odontologica,aplicacion de fluor,2017-10-01,1,1,25,26,1,1,0,2,0,0,0,0,0,0,57
PUCARANI,atencion odontologica,aplicacion de fluor,2017-10-01,10,14,0,0,0,0,0,2,4,2,0,0,0,0,32
PUERTO ACOSTA,atencion odontologica,aplicacion de fluor,2017-10-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8
PUERTO CARABUCO,atencion odontologica,aplicacion de fluor,2017-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
PUERTO GONZALO MORENO,atencion odontologica,aplicacion de fluor,2017-10-01,12,25,32,33,4,6,1,8,0,0,0,0,0,0,121
PUERTO PEREZ,atencion odontologica,aplicacion de fluor,2017-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
PUERTO QUIJARRO,atencion odontologica,aplicacion de fluor,2017-10-01,10,8,1,2,0,0,0,0,0,0,0,0,0,0,21
PUERTO RICO,atencion odontologica,aplicacion de fluor,2017-10-01,9,7,0,0,0,0,0,0,0,0,0,0,0,0,16
PUERTO SUAREZ,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,9,3,0,0,0,0,0,0,0,0,0,0,12
PUERTO VILLARROEL,atencion odontologica,aplicacion de fluor,2017-10-01,16,18,28,25,0,2,0,0,0,0,0,0,0,0,89
PUNA,atencion odontologica,aplicacion de fluor,2017-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2
PUNATA,atencion odontologica,aplicacion de fluor,2017-10-01,6,6,6,2,1,1,0,0,0,0,0,0,0,0,22
QUIABAYA,atencion odontologica,aplicacion de fluor,2017-10-01,5,8,78,53,1,0,0,0,0,0,0,0,0,0,145
QUILLACOLLO,atencion odontologica,aplicacion de fluor,2017-10-01,48,58,37,98,42,46,59,121,26,29,0,0,0,0,564
QUIME,atencion odontologica,aplicacion de fluor,2017-10-01,10,14,0,0,0,0,0,0,0,0,0,0,0,0,24
QUIRUSILLAS,atencion odontologica,aplicacion de fluor,2017-10-01,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3
RAVELO,atencion odontologica,aplicacion de fluor,2017-10-01,22,24,0,0,0,2,0,2,0,0,0,0,0,0,50
REYES,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,6,4,1,2,11,8,0,0,0,0,0,0,32
RIBERALTA,atencion odontologica,aplicacion de fluor,2017-10-01,25,24,25,30,6,27,13,83,1,0,0,0,0,0,234
ROBORE,atencion odontologica,aplicacion de fluor,2017-10-01,5,9,20,21,0,1,1,1,0,0,0,0,0,0,58
RURRENABAQUE,atencion odontologica,aplicacion de fluor,2017-10-01,8,20,10,13,6,5,6,9,2,5,0,0,0,0,84
SABAYA,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,31,30,0,1,0,0,0,0,0,0,0,0,62
SACABA,atencion odontologica,aplicacion de fluor,2017-10-01,55,78,171,179,5,17,1,17,3,2,0,0,0,0,528
SACACA,atencion odontologica,aplicacion de fluor,2017-10-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2
SALINAS DE GARCI MENDOZA,atencion odontologica,aplicacion de fluor,2017-10-01,6,4,6,2,4,0,0,10,3,1,0,0,0,0,36
SAMAIPATA,atencion odontologica,aplicacion de fluor,2017-10-01,27,17,11,7,0,0,0,0,1,1,0,0,0,0,64
SAN ANDRES,atencion odontologica,aplicacion de fluor,2017-10-01,11,9,12,11,0,1,0,0,0,0,0,0,0,0,44
SAN ANDRES DE MACHACA,atencion odontologica,aplicacion de fluor,2017-10-01,2,2,1,1,0,0,0,0,1,0,0,0,0,0,7
SAN BENITO,atencion odontologica,aplicacion de fluor,2017-10-01,0,1,0,0,0,1,0,3,2,0,0,0,0,0,7
SAN BORJA,atencion odontologica,aplicacion de fluor,2017-10-01,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4
SAN BUENA VENTURA,atencion odontologica,aplicacion de fluor,2017-10-01,2,2,2,2,0,0,0,0,0,0,0,0,0,0,8
SAN CARLOS,atencion odontologica,aplicacion de fluor,2017-10-01,3,9,10,6,0,0,0,0,0,0,0,0,0,0,28
SAN IGNACIO,atencion odontologica,aplicacion de fluor,2017-10-01,4,3,27,41,1,1,2,2,0,0,0,0,0,0,81
SAN IGNACIO DE VELASCO,atencion odontologica,aplicacion de fluor,2017-10-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
SAN JAVIER(STC),atencion odontologica,aplicacion de fluor,2017-10-01,11,12,81,88,0,1,1,4,0,0,0,0,0,0,198
SAN JUAN DE YAPACANI,atencion odontologica,aplicacion de fluor,2017-10-01,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5
SAN JULIAN,atencion odontologica,aplicacion de fluor,2017-10-01,93,52,162,153,1,5,1,15,3,1,0,0,0,0,486
SAN LORENZO(PND),atencion odontologica,aplicacion de fluor,2017-10-01,5,6,0,1,0,0,0,0,0,0,0,0,0,0,12
SAN LORENZO(TJA),atencion odontologica,aplicacion de fluor,2017-10-01,5,1,3,0,1,1,0,1,0,0,0,0,0,0,12
SAN LUCAS,atencion odontologica,aplicacion de fluor,2017-10-01,35,37,0,0,0,0,0,2,0,0,0,0,0,0,74
SAN MATIAS,atencion odontologica,aplicacion de fluor,2017-10-01,4,6,0,0,0,0,0,1,0,0,0,0,0,0,11
SAN MIGUEL DE VELASCO,atencion odontologica,aplicacion de fluor,2017-10-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
SAN PEDRO DE BUENA VISTA,atencion odontologica,aplicacion de fluor,2017-10-01,7,10,1,2,3,5,0,2,0,0,0,0,0,0,30
SAN PEDRO DE CURAHUARA,atencion odontologica,aplicacion de fluor,2017-10-01,7,3,0,0,0,0,0,0,0,0,0,0,0,0,10
SAN PEDRO DE TIQUINA,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN RAFAEL,atencion odontologica,aplicacion de fluor,2017-10-01,7,5,0,0,0,1,1,3,0,0,0,0,0,0,17
SAN RAMON BENI,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,65,65,0,0,0,0,0,0,0,0,0,0,130
SAN RAMON SCZ,atencion odontologica,aplicacion de fluor,2017-10-01,8,10,0,0,0,0,0,0,0,0,0,0,0,0,18
SANTA CRUZ DE LA SIERRA,atencion odontologica,aplicacion de fluor,2017-10-01,908,964,305,271,101,170,303,946,102,94,0,0,0,0,4164
SANTA ROSA,atencion odontologica,aplicacion de fluor,2017-10-01,1,1,2,0,0,0,0,0,0,0,0,0,0,0,4
SANTA ROSA DEL SARA,atencion odontologica,aplicacion de fluor,2017-10-01,1,1,0,0,0,0,0,3,0,0,0,0,0,0,5
SANTIAGO DE HUARI,atencion odontologica,aplicacion de fluor,2017-10-01,2,1,3,5,4,3,2,9,0,0,0,0,0,0,29
SANTIAGO DE HUATA,atencion odontologica,aplicacion de fluor,2017-10-01,1,5,0,0,0,2,0,3,0,0,0,0,0,0,11
SANTIVAÑES,atencion odontologica,aplicacion de fluor,2017-10-01,0,0,15,4,0,0,0,0,0,0,0,0,0,0,19
SANTUARIO DE QUILLACAS,atencion odontologica,aplicacion de fluor,2017-10-01,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4
SAPAHAQUI,atencion odontologica,aplicacion de fluor,2017-10-01,7,2,1,0,1,0,0,0,0,0,0,0,0,0,11
SENA,atencion odontologica,aplicacion de fluor,2017-10-01,14,19,12,20,0,0,0,0,0,0,0,0,0,0,65
SHINAOTA,atencion odontologica,aplicacion de fluor,2017-10-01,2,4,0,0,0,0,0,0,0,0,0,0,0,0,6
SICA SICA (VILLA AROMA),atencion odontologica,aplicacion de fluor,2017-10-01,2,5,0,0,0,0,0,0,0,0,0,0,0,0,7
SICAYA,atencion odontologica,aplicacion de fluor,2017-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SIPE SIPE,atencion odontologica,aplicacion de fluor,2017-10-01,13,20,6,7,0,0,0,4,1,0,0,0,0,0,51
SOPACHUY,atencion odontologica,aplicacion de fluor,2017-10-01,3,4,0,2,0,0,0,0,0,0,0,0,0,0,9
SORACACHI,atencion odontologica,aplicacion de fluor,2017-10-01,12,3,46,40,17,21,0,7,0,0,0,0,0,0,146
SORATA,atencion odontologica,aplicacion de fluor,2017-10-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8
SUCRE,atencion odontologica,aplicacion de fluor,2017-10-01,151,149,35,60,14,20,29,102,3,5,0,0,0,0,568
TACACHI,atencion odontologica,aplicacion de fluor,2017-10-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TACACOMA,atencion odontologica,aplicacion de fluor,2017-10-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
TAHUA,atencion odontologica,aplicacion de fluor,2017-10-01,2,2,0,0,0,0,0,0,3,5,0,0,0,0,12
TAPACARI,atencion odontologica,aplicacion de fluor,2017-10-01,3,9,8,9,1,3,1,3,0,0,0,0,0,0,37
TARABUCO,atencion odontologica,aplicacion de fluor,2017-10-01,38,49,8,3,2,3,0,0,0,0,0,0,0,0,103
TARACO,atencion odontologica,aplicacion de fluor,2017-10-01,4,7,2,2,0,0,0,2,0,0,0,0,0,0,17
TARIJA,atencion odontologica,aplicacion de fluor,2017-10-01,85,103,119,128,17,25,40,32,12,7,0,0,0,0,568
TARVITA,atencion odontologica,aplicacion de fluor,2017-10-01,26,22,0,0,0,2,0,1,0,0,0,0,0,0,51
TEOPONTE,atencion odontologica,aplicacion de fluor,2017-10-01,3,3,0,0,0,1,1,1,0,1,0,0,0,0,10
TIAWANACU,atencion odontologica,aplicacion de fluor,2017-10-01,4,6,0,0,0,0,0,0,0,0,0,0,0,0,10
TINGUIPAYA,atencion odontologica,aplicacion de fluor,2017-10-01,20,23,0,0,0,1,0,22,0,0,0,0,0,0,66
TIPUANI,atencion odontologica,aplicacion de fluor,2017-10-01,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3
TIQUIPAYA,atencion odontologica,aplicacion de fluor,2017-10-01,25,51,2,3,0,2,0,8,2,2,0,0,0,0,95
TIRAQUE (CBBA),atencion odontologica,aplicacion de fluor,2017-10-01,1,0,8,7,0,1,0,0,0,0,0,0,0,0,17
TOCO,atencion odontologica,aplicacion de fluor,2017-10-01,1,2,1,0,0,0,0,0,0,0,0,0,0,0,4
TOLATA,atencion odontologica,aplicacion de fluor,2017-10-01,2,0,0,1,0,2,0,5,1,14,0,0,0,0,25
TOLEDO,atencion odontologica,aplicacion de fluor,2017-10-01,3,2,0,0,0,3,1,0,6,7,0,0,0,0,22
TOMAVE,atencion odontologica,aplicacion de fluor,2017-10-01,3,5,0,0,0,0,0,0,0,0,0,0,0,0,8
TOMINA,atencion odontologica,aplicacion de fluor,2017-10-01,5,1,5,6,0,0,2,1,0,0,0,0,0,0,20
TORO TORO,atencion odontologica,aplicacion de fluor,2017-10-01,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3
