,group,variable,month,L 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,L 21.1 MUJERES DE 10 A 49 AÑOS 1RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO QUIJARRO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,48,75,48,75,123
PUERTO RICO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,41,3,41,3,44
PUERTO SILES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,2,0,2,0,2
PUERTO SUAREZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,6,1,6,1,7
PUERTO VILLARROEL,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,94,147,94,147,241
PUNA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,42,57,42,57,99
PUNATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,81,79,81,79,160
QUILLACOLLO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,66,471,66,471,537
QUIME,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,10,1,10,1,11
QUIRUSILLAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,0,4,0,4,4
RAVELO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,28,128,28,128,156
REYES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,41,130,41,130,171
RIBERALTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,108,135,108,135,243
RURRENABAQUE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,4,6,4,6,10
SABAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,6,5,6,5,11
SACABA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,283,1130,283,1130,1413
SACABAMBA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,0,1,0,1,1
SACACA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,11,36,11,36,47
SAIPINA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,8,5,8,5,13
SALINAS DE GARCI MENDOZA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,7,9,7,9,16
SAMAIPATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,5,6,5,6,11
SAN AGUSTIN,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,0,33,0,33,33
SAN ANDRES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,16,13,16,13,29
SAN ANDRES DE MACHACA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,1,29,1,29,30
SAN ANTONIO DE ESMORUCO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,1,0,1,0,1
SAN BENITO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,17,27,17,27,44
SAN BORJA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,65,172,65,172,237
SAN BUENA VENTURA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,9,0,9,0,9
SAN CARLOS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,4,0,4,0,4
SAN IGNACIO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,117,94,117,94,211
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,16,0,16,0,16
SAN JAVIER(BNI),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,1,0,1,0,1
SAN JAVIER(STC),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,6,1,6,1,7
SAN JOAQUIN,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,15,113,15,113,128
SAN JULIAN,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,7,13,7,13,20
SAN LORENZO(PND),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,2,27,2,27,29
SAN LORENZO(TJA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,43,110,43,110,153
SAN LUCAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,7,19,7,19,26
SAN MATIAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,5,10,5,10,15
SAN PABLO DE LIPEZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,39,0,39,0,39
SAN PEDRO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,2,0,2,0,2
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,68,139,68,139,207
SAN PEDRO DE CURAHUARA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,3,0,3,0,3
SAN PEDRO DE QUEMES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,0,45,0,45,45
SAN PEDRO DE TIQUINA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,4,6,4,6,10
SAN PEDRO(PND),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,2,3,2,3,5
SAN RAMON BENI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,14,57,14,57,71
SAN RAMON SCZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,12,0,12,0,12
SANTA ANA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,43,125,43,125,168
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,2598,2320,2598,2320,4918
SANTA ROSA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,20,10,20,10,30
SANTA ROSA DEL SARA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,26,9,26,9,35
SANTIAGO DE CALLAPA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,0,2,0,2,2
SANTIAGO DE HUARI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,17,8,17,8,25
SANTIAGO DE HUATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,7,0,7,0,7
SANTIAGO DE MACHACA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,6,3,6,3,9
SANTIVAÑES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,7,6,7,6,13
SANTUARIO DE QUILLACAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,1,0,1,0,1
SAPAHAQUI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,20,17,20,17,37
SHINAOTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,6,23,6,23,29
SICA SICA (VILLA AROMA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,30,9,30,9,39
SICAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,2,9,2,9,11
SIPE SIPE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,33,50,33,50,83
SOPACHUY,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,10,75,10,75,85
SORACACHI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,9,59,9,59,68
SORATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,16,19,16,19,35
SUCRE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,441,437,441,437,878
TACACHI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,1,0,1,0,1
TACOBAMBA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,15,79,15,79,94
TACOPAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,4,29,4,29,33
TAHUA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,14,24,14,24,38
TAPACARI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,95,65,95,65,160
TARABUCO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,13,10,13,10,23
TARACO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,5,0,5,0,5
TARATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,3,29,3,29,32
TARIJA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,429,160,429,160,589
TARVITA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,4,18,4,18,22
TEOPONTE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,21,19,21,19,40
TIAWANACU,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,20,2,20,2,22
TINGUIPAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,24,61,24,61,85
TIQUIPAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,77,453,77,453,530
TIRAQUE (CBBA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,31,34,31,34,65
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,0,6,0,6,6
TOCO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,5,8,5,8,13
TOLATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,1,0,1,0,1
TOLEDO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,12,8,12,8,20
TOMAVE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,30,9,30,9,39
TOMINA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,62,23,62,23,85
TORO TORO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,12,13,12,13,25
TOTORA(CBBA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,18,25,18,25,43
TOTORA(ORR),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,5,0,5,0,5
TRINIDAD,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,333,118,333,118,451
TUPIZA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,66,70,66,70,136
TURCO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,1,9,1,9,10
UMALA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,2,22,2,22,24
UNCIA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,11,33,11,33,44
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,27,117,27,117,144
URUBICHA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,6,1,6,1,7
UYUNI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,139,168,139,168,307
VACAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,2,70,2,70,72
VALLEGRANDE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,26,6,26,6,32
VIACHA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,50,26,50,26,76
VILA VILA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,2,1,2,1,3
VILLA CHARCAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,4,53,4,53,57
VILLA MONTES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,102,24,102,24,126
VILLA RIVERO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,12,142,12,142,154
VILLA SERRANO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,10,73,10,73,83
VILLA TUNARI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,131,165,131,165,296
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,8,231,8,231,239
VILLAZON,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,103,178,103,178,281
VINTO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,178,5,178,5,183
VITICHI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,13,1,13,1,14
WALDO BALLIVIAN,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,1,1,1,1,2
WARNES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,174,59,174,59,233
YACO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,2,22,2,22,24
YACUIBA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,306,293,306,293,599
YAMPARAEZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,9,6,9,6,15
YANACACHI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,2,1,2,1,3
YOCALLA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,20,24,20,24,44
YOTALA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,2,0,2,0,2
YUNCHARA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-09-01,0,21,0,21,21
ACACIO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,12,16,12,16,28
ACHACACHI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,73,194,73,194,267
ACHOCALLA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,24,113,24,113,137
AIQUILE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,19,3,19,3,22
ALALAY,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,1,6,1,6,7
ALCALA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,1,0,1,0,1
ALTO BENI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,23,15,23,15,38
ANCORAIMES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,14,608,14,608,622
ANDAMARCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,4,1,4,1,5
ANTEQUERA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,0,11,0,11,11
ANZALDO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,5,44,5,44,49
APOLO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,26,136,26,136,162
ARAMPAMPA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,4,30,4,30,34
ARANI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,18,2,18,2,20
ARBIETO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,13,22,13,22,35
ARQUE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,10,25,10,25,35
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,91,25,91,25,116
ATOCHA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,21,112,21,112,133
AUCAPATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,20,53,20,53,73
AYATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,8,50,8,50,58
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,18,51,18,51,69
AZURDUY,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,12,47,12,47,59
BATALLAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,21,135,21,135,156
BAURES,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,10,1,10,1,11
BELEN DE ANDAMARCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,1,4,1,4,5
BELEN DE URMIRI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,0,3,0,3,3
BELLA FLOR,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,0,12,0,12,12
BERMEJO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,84,114,84,114,198
BETANZOS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,22,49,22,49,71
BOLIVAR,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,2,99,2,99,101
BOLPEBRA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,2,4,2,4,6
BOYUIBE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,6,1,6,1,7
BUENA VISTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,27,22,27,22,49
CABEZAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,37,65,37,65,102
CAIROMA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,9,104,9,104,113
"CAIZA ""D""",otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,4,1,4,1,5
CAJUATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,1,0,1,0,1
CALACOTO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,2,46,2,46,48
CALAMARCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,1,13,1,13,14
CAMARGO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,11,8,11,8,19
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,1,0,1,0,1
CAMIRI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,58,40,58,40,98
CAPINOTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,18,1,18,1,19
CAQUIAVIRI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,11,0,11,0,11
CARACOLLO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,4,32,4,32,36
CARANAVI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,112,288,112,288,400
CARAPARI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,6,1,6,1,7
CARIPUYO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,3,10,3,10,13
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,8,10,8,10,18
CATACORA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,1,20,1,20,21
CHALLAPATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,65,8,65,8,73
CHAQUI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,27,129,27,129,156
CHARAGUA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,2,31,2,31,33
CHARAÑA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,0,19,0,19,19
CHIMORE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,33,6,33,6,39
CHOQUE COTA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,2,22,2,22,24
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,5,0,5,0,5
CHUMA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,3,45,3,45,48
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,8,35,8,35,43
CKOCHAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,24,23,24,23,47
CLIZA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,33,22,33,22,55
COBIJA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,168,25,168,25,193
COCAPATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,8,59,8,59,67
COCHABAMBA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,743,299,743,299,1042
COLCAPIRHUA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,51,115,51,115,166
"COLCHA ""K""",otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,9,7,9,7,16
COLOMI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,39,11,39,11,50
COLPA BELGICA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,15,5,15,5,20
COLQUECHACA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,22,34,22,34,56
COLQUENCHA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,7,0,7,0,7
COLQUIRI,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,21,48,21,48,69
COMANCHE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,5,78,5,78,83
COMARAPA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,12,58,12,58,70
COMBAYA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,0,18,0,18,18
CONCEPCION,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,42,17,42,17,59
COPACABANA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,1,210,1,210,211
CORIPATA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,10,0,10,0,10
CORO CORO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,6,28,6,28,34
COROICO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,11,0,11,0,11
CORQUE,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,4,4,4,4,8
COTAGAITA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,14,54,14,54,68
COTOCA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,73,142,73,142,215
CUATRO CAÑADAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,39,49,39,49,88
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,0,2,0,2,2
CUEVO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,1,0,1,0,1
CULPINA,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,12,40,12,40,52
CURAHUARA DE CARANGAS,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,3,2,3,2,5
DESAGUADERO,otras vacunaciones,l 21.1       mujeres de 10 a 49 anos 1ra dosis de dt,2012-10-01,6,2,6,2,8
