,group,variable,month,L 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,L 21.2 MUJERES DE 10 A 49 AÑOS 2DA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
SANTIAGO DE CALLAPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,3,6,3,6,9
SANTIAGO DE HUARI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,2,0,2,0,2
SANTIAGO DE HUATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,4,0,4,0,4
SANTIAGO DE MACHACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,3,2,3,2,5
SANTIVAÑES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,2,5,2,5,7
SANTUARIO DE QUILLACAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,5,1,5,1,6
SAPAHAQUI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,9,32,9,32,41
SHINAOTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,6,11,6,11,17
SICA SICA (VILLA AROMA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,20,33,20,33,53
SICAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,0,2,0,2,2
SIPE SIPE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,34,45,34,45,79
SOPACHUY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,2,18,2,18,20
SORACACHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,10,18,10,18,28
SORATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,11,17,11,17,28
SUCRE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,212,763,212,763,975
TACACHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,2,0,2,0,2
TACOBAMBA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,4,27,4,27,31
TACOPAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,38,32,38,32,70
TAHUA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,2,2,2,2,4
TAPACARI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,23,112,23,112,135
TARABUCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,1,0,1,0,1
TARACO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,1,0,1,0,1
TARATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,1,12,1,12,13
TARIJA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,254,183,254,183,437
TARVITA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,0,31,0,31,31
TEOPONTE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,16,22,16,22,38
TIAWANACU,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,21,2,21,2,23
TINGUIPAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,7,9,7,9,16
TIQUIPAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,20,391,20,391,411
TIRAQUE (CBBA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,28,32,28,32,60
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,0,4,0,4,4
TOCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,1,17,1,17,18
TOLATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,0,2,0,2,2
TOLEDO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,1,7,1,7,8
TOMAVE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,18,12,18,12,30
TOMINA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,9,0,9,0,9
TORO TORO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,12,36,12,36,48
TOTORA(CBBA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,18,71,18,71,89
TOTORA(ORR),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,7,0,7,0,7
TRINIDAD,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,225,33,225,33,258
TUPIZA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,39,14,39,14,53
TURCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,0,21,0,21,21
UMALA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,0,8,0,8,8
UNCIA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,3,9,3,9,12
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,9,117,9,117,126
URUBICHA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,17,31,17,31,48
UYUNI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,23,36,23,36,59
VACAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,4,4,4,4,8
VALLEGRANDE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,19,2,19,2,21
VIACHA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,37,12,37,12,49
VILA VILA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,2,7,2,7,9
VILLA CHARCAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,10,17,10,17,27
VILLA MONTES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,62,21,62,21,83
VILLA RIVERO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,12,24,12,24,36
VILLA SERRANO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,2,123,2,123,125
VILLA TUNARI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,76,325,76,325,401
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,7,102,7,102,109
VILLAZON,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,164,377,164,377,541
VINTO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,79,0,79,0,79
VITICHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,5,60,5,60,65
WALDO BALLIVIAN,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,1,8,1,8,9
WARNES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,252,287,252,287,539
YACO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,8,20,8,20,28
YACUIBA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,97,78,97,78,175
YAMPARAEZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,12,5,12,5,17
YANACACHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,3,24,3,24,27
YOCALLA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,4,65,4,65,69
YOTALA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,0,4,0,4,4
YUNCHARA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,6,21,6,21,27
ZUDAÑEZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-09-01,1,1,1,1,2
ACACIO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,3,1,3,4
ACHACACHI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,21,80,21,80,101
ACHOCALLA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,20,5,20,5,25
AIQUILE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,0,3,0,3
ALALAY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,7,0,7,7
ALTO BENI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,15,32,15,32,47
ANCORAIMES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,22,39,22,39,61
ANDAMARCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,5,10,5,10,15
ANTEQUERA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,1,1,1,2
ANZALDO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,9,68,9,68,77
APOLO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,12,57,12,57,69
ARAMPAMPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,11,37,11,37,48
ARANI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,28,6,28,6,34
ARBIETO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,5,143,5,143,148
ARQUE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,11,6,11,6,17
ASCENCION DE GUARAYOS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,32,20,32,20,52
ATOCHA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,75,4,75,79
AUCAPATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,88,1,88,89
AYATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,7,8,7,8,15
AYO AYO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,17,17,17,17,34
AZURDUY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,9,1,9,10
BATALLAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,11,31,11,31,42
BAURES,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,0,2,0,2
BELEN DE ANDAMARCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,1,0,1,1
BELEN DE URMIRI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,6,0,6,6
BELLA FLOR,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,10,0,10,10
BERMEJO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,55,174,55,174,229
BETANZOS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,24,16,24,16,40
BOLIVAR,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,5,30,5,30,35
BOLPEBRA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,5,1,5,6
BUENA VISTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,20,18,20,18,38
CABEZAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,39,108,39,108,147
CAIROMA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,12,15,12,15,27
"CAIZA ""D""",otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,20,2,20,22
CAJUATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,1,0,1,1
CALACOTO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,3,3,3,6
CALAMARCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,0,4,0,4
CAMARGO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,572,3,572,575
CAMATAQUI (C. VILLA ABECIA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,3,2,3,5
CAMIRI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,29,17,29,17,46
CAPINOTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,15,22,15,22,37
CAQUIAVIRI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,7,0,7,0,7
CARACOLLO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,21,2,21,23
CARANAVI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,142,91,142,91,233
CARAPARI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,0,3,0,3
CARIPUYO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,12,1,12,13
CARMEN RIVERO TORREZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,1,4,1,5
CHALLAPATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,28,7,28,7,35
CHAQUI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,2,1,2,3
CHARAGUA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,40,4,40,44
CHARAÑA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,3,0,3,3
CHIMORE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,39,13,39,13,52
CHIPAYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,27,2,27,29
CHOQUE COTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,21,0,21,21
CHUQUIHUTA AYLLU JUCUMANI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,0,1,0,1
CKOCHAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,43,0,43,43
CLIZA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,16,11,16,11,27
COBIJA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,83,41,83,41,124
COCAPATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,5,24,5,24,29
COCHABAMBA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,595,871,595,871,1466
COLCAPIRHUA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,73,99,73,99,172
"COLCHA ""K""",otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,11,8,11,19
COLOMI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,24,16,24,16,40
COLPA BELGICA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,14,4,14,4,18
COLQUECHACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,16,21,16,21,37
COLQUENCHA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,10,0,10,0,10
COLQUIRI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,0,3,0,3
COMANCHE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,3,2,3,5
COMARAPA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,27,8,27,35
CONCEPCION,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,102,2,102,2,104
COPACABANA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,103,1,103,104
CORIPATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,0,2,0,2
CORO CORO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,25,3,25,28
COROICO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,6,0,6,0,6
CORQUE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,2,2,2,4
COTAGAITA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,26,3,26,29
COTOCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,100,234,100,234,334
CUATRO CAÑADAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,38,32,38,32,70
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,20,8,20,28
CUEVO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,7,3,7,3,10
CULPINA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,10,7,10,7,17
CURAHUARA DE CARANGAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,7,1,7,1,8
DESAGUADERO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,42,3,42,45
EL ALTO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1423,6150,1423,6150,7573
EL CHORO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,24,0,24,24
EL PUENTE(STC),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,39,9,39,9,48
EL PUENTE(TJA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,24,0,24,0,24
EL TORNO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,61,289,61,289,350
ENTRE RIOS TRJ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,13,17,13,17,30
ENTRE RIOS CBBA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,59,244,59,244,303
ESCARA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,0,1,0,1
ESCOMA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,10,82,10,82,92
EUCALIPTUS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,4,2,4,2,6
EUREKA (SANTOS MERCADO),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,5,1,5,6
EXALTACION,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,10,0,10,0,10
FERNANDEZ ALONSO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,1,8,1,9
FILADELFIA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,0,1,0,1
GENERAL SAAVEDRA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,35,231,35,231,266
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,4,8,4,12
GUANAY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,29,14,29,14,43
GUAQUI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,5,0,5,5
GUAYARAMERIN,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,83,143,83,143,226
GUTIERREZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,10,0,10,0,10
HUACARETA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,5,2,5,7
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,10,2,10,12
HUANUNI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,25,22,25,22,47
HUARACAJE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,5,0,5,0,5
HUARINA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,132,8,132,140
HUAYLLAMARCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,3,3,3,6
HUMANATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,3,1,3,4
ICLA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,14,0,14,14
INQUISIVI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,14,3,14,17
IXIAMAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,15,23,15,23,38
JESUS DE MACHACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,6,2,6,8
LA ASUNTA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,6,6,6,6,12
LA GUARDIA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,106,198,106,198,304
LA PAZ,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,909,1082,909,1082,1991
LAGUNILLAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,7,8,7,15
LAJA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,15,78,15,78,93
LAS CARRERAS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,1,6,1,6,7
LLALLAGUA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,25,138,25,138,163
LLICA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,4,8,4,12
LORETO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,97,3,97,100
LURIBAY,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,0,2,0,2
MACHACAMARCA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,14,2,14,2,16
MACHARETI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,4,3,4,7
MAGDALENA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,69,17,69,17,86
MAIRANA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,5,7,5,7,12
MALLA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,11,0,11,11
MAPIRI,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,35,31,35,31,66
MECAPACA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,8,94,8,94,102
MINEROS,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,67,451,67,451,518
MIZQUE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,25,211,25,211,236
MOCOMOCO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,6,71,6,71,77
MOJINETE,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,1,2,1,3
MOJOCOYA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,2,4,2,4,6
MONTEAGUDO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,20,449,20,449,469
MONTERO,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,234,122,234,122,356
MOROCHATA,otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,6,86,6,86,92
NACEBE (SANTA ROSA DEL ABUNA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,3,7,3,7,10
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,l 21.2       mujeres de 10 a 49 anos 2da dosis de dt,2012-10-01,0,1,0,1,1
