,group,variable,month,L 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,L 21.3 MUJERES DE 10 A 49 AÑOS 3RA DOSIS DE DT CANTIDAD,TOTALES,TOTALES,TOTALES
"COLCHA ""K""",otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,35,0,35,0,35
COLOMI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,12,13,12,13,25
COLPA BELGICA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,8,3,8,11
COLQUECHACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,4,0,4,4
COLQUENCHA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,0,1,0,1
COLQUIRI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,6,7,6,7,13
COMARAPA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,7,66,7,66,73
CONCEPCION,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,42,8,42,8,50
COPACABANA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,15,0,15,15
CORO CORO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,95,0,95,95
COTAGAITA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,10,31,10,31,41
COTOCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,19,202,19,202,221
CUATRO CAÑADAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,3,0,3,3
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,0,1,0,1
CUEVO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,4,0,4,4
CULPINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,13,18,13,18,31
CURAHUARA DE CARANGAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,3,2,3,5
CURVA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,4,0,4,4
DESAGUADERO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,4,29,4,29,33
EL ALTO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,648,1494,648,1494,2142
EL CHORO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,2,1,2,3
EL PUENTE(STC),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,0,1,0,1
EL PUENTE(TJA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,2,2,2,4
EL TORNO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,59,17,59,17,76
ENTRE RIOS TRJ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,30,3,30,33
ENTRE RIOS CBBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,16,19,16,19,35
ESCOMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,0,1,0,1
EUCALIPTUS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,0,2,0,2
EXALTACION,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,0,1,0,1
FERNANDEZ ALONSO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,155,3,155,158
FILADELFIA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,3,0,3,3
GENERAL SAAVEDRA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,4,177,4,177,181
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,4,1,4,5
GUANAY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,5,1,5,6
GUAQUI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,96,0,96,96
GUAYARAMERIN,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,17,43,17,43,60
GUTIERREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,18,16,18,16,34
HUACARETA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,10,4,10,4,14
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,12,2,12,14
HUANUNI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,11,18,11,18,29
HUARACAJE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,0,1,0,1
HUARINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,6,26,6,26,32
HUMANATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,16,0,16,16
ICHOCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,10,1,10,11
ICLA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,5,24,5,24,29
INCAHUASI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,22,14,22,14,36
INGAVI (HUMAITA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,4,0,4,4
INQUISIVI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,62,3,62,65
IRUPANA (VILLA DE LANZA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,0,1,0,1
IXIAMAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,3,0,3,3
JESUS DE MACHACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,80,0,80,80
LA ASUNTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,4,17,4,17,21
LA GUARDIA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,51,40,51,40,91
LA PAZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,476,394,476,394,870
LAGUNILLAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,7,1,7,8
LAJA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,25,3,25,28
LAS CARRERAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,2,1,2,3
LICOMA PAMPA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,4,1,4,5
LLALLAGUA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,38,2,38,40
LORETO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,3,2,3,5
LURIBAY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,0,2,0,2
MACHARETI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,9,22,9,22,31
MAGDALENA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,9,0,9,0,9
MAIRANA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,9,43,9,43,52
MAPIRI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,2,2,2,4
MECAPACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,77,3,77,80
MINEROS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,6,8,6,8,14
MIZQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,11,20,11,20,31
MOCOMOCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,4,1,4,1,5
MOJOCOYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,52,17,52,17,69
MONTEAGUDO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,38,102,38,102,140
MONTERO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,199,92,199,92,291
MORO MORO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,12,0,12,12
MOROCHATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,3,2,3,5
OCURI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,0,1,0,1
OKINAWA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,6,32,6,32,38
OMEREQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,9,108,9,108,117
ORURO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,66,16,66,16,82
PADCAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,7,17,7,17,24
PADILLA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,256,3,256,259
PAILON,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,7,106,7,106,113
PALCA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,29,3,29,32
PALOS BLANCOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,11,96,11,96,107
PAMPA AULLAGAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,3,0,3,3
PAMPA GRANDE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,101,2,101,103
PASORAPA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,14,96,14,96,110
PATACAMAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,0,3,0,3
PAZÑA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,0,2,0,2
PELECHUCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,4,0,4,0,4
POCOATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,5,8,5,8,13
POCONA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,2,1,2,3
POJO (CBBA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,19,9,19,9,28
POOPO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,1,2,1,3
PORCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,33,1,33,34
POROMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,101,224,101,224,325
PORONGO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,3,2,3,5
PORTACHUELO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,22,52,22,52,74
POSTRER VALLE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,12,3,12,3,15
POTOSI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,81,83,81,83,164
PRESTO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,31,2,31,33
PUCARANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,18,0,18,0,18
PUERTO ACOSTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,0,1,0,1
PUERTO CARABUCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,1,3,1,4
PUERTO GONZALO MORENO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,38,0,38,38
PUERTO PEREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,0,2,0,2
PUERTO QUIJARRO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,22,30,22,30,52
PUERTO SILES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,5,0,5,5
PUERTO SUAREZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,9,296,9,296,305
PUERTO VILLARROEL,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,39,110,39,110,149
PUNA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,41,0,41,41
PUNATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,28,11,28,11,39
QUILLACOLLO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,17,45,17,45,62
QUIME,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,76,0,76,76
QUIRUSILLAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,1,0,1,1
RAVELO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,4,1,4,5
RIBERALTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,36,2,36,2,38
ROBORE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,10,0,10,10
RURRENABAQUE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,7,0,7,0,7
SACABA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,52,353,52,353,405
SACABAMBA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,7,2,7,9
SACACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,8,0,8,0,8
SAIPINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,3,0,3,3
SALINAS DE GARCI MENDOZA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,8,3,8,3,11
SAMAIPATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,4,1,4,1,5
SAN ANDRES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,8,3,8,11
SAN ANDRES DE MACHACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,25,1,25,26
SAN ANTONIO DE ESMORUCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,2,0,2,2
SAN BENITO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,4,58,4,58,62
SAN BORJA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,6,171,6,171,177
SAN BUENA VENTURA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,4,71,4,71,75
SAN CARLOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,22,3,22,3,25
SAN IGNACIO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,29,84,29,84,113
SAN IGNACIO DE VELASCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,28,8,28,8,36
SAN JAVIER(BNI),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,1,0,1,1
SAN JAVIER(STC),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,15,0,15,0,15
SAN JOAQUIN,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,1,2,1,3
SAN JOSE DE CHIQUITOS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,16,69,16,69,85
SAN JUAN DE YAPACANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,4,126,4,126,130
SAN JULIAN,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,13,42,13,42,55
SAN LORENZO(PND),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,18,0,18,18
SAN LORENZO(TJA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,5,33,5,33,38
SAN LUCAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,137,127,137,127,264
SAN MATIAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,25,76,25,76,101
SAN MIGUEL DE VELASCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,6,157,6,157,163
SAN PEDRO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,28,52,28,52,80
SAN PEDRO DE BUENA VISTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,22,3,22,25
SAN PEDRO DE TIQUINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,25,0,25,25
SAN PEDRO(PND),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,4,0,4,4
SAN RAFAEL,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,5,3,5,8
SAN RAMON BENI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,1,1,1,2
SAN RAMON SCZ,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,5,0,5,0,5
SANTA ANA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,20,0,20,20
SANTA CRUZ DE LA SIERRA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,719,1085,719,1085,1804
SANTA ROSA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,1,1,1,2
SANTA ROSA DEL SARA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,9,5,9,5,14
SANTIAGO DE CALLAPA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,2,0,2,2
SANTIAGO DE HUARI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,3,1,3,4
SANTIAGO DE HUATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,24,2,24,26
SANTIAGO DE MACHACA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,6,16,6,16,22
SHINAOTA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,148,2,148,150
SICA SICA (VILLA AROMA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,2,0,2,2
SICAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,18,1,18,19
SIPE SIPE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,9,18,9,18,27
SOPACHUY,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,4,2,4,2,6
SORACACHI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,5,0,5,5
SORATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,52,2,52,54
SUCRE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,112,968,112,968,1080
TACACOMA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,7,10,7,10,17
TAPACARI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,8,18,8,18,26
TARABUCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,13,2,13,2,15
TARATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,18,1,18,19
TARIJA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,94,280,94,280,374
TARVITA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,45,48,45,48,93
TEOPONTE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,3,3,3,6
TIAWANACU,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,7,0,7,7
TINGUIPAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,6,1,6,1,7
TIPUANI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,0,2,0,2
TIQUIPAYA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,12,188,12,188,200
TIRAQUE (CBBA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,6,8,6,8,14
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,6,1,6,1,7
TOCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,3,0,3,3
TOLATA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,2,6,2,6,8
TOLEDO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,1,0,1,1
TOMAVE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,3,0,3,3
TOMINA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,4,3,4,7
TORO TORO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,4,0,4,4
TOTORA(CBBA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,6,19,6,19,25
TOTORA(ORR),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,15,0,15,15
TRIGAL,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,3,1,3,4
TRINIDAD,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,49,241,49,241,290
TUPIZA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,20,11,20,11,31
TURCO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,1,30,1,30,31
URIONDO (A. CONCEPCION),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,5,4,5,4,9
URUBICHA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,7,18,7,18,25
UYUNI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,10,0,10,0,10
VACAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,5,70,5,70,75
VALLEGRANDE,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,8,2,8,2,10
VIACHA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,23,31,23,31,54
VILA VILA,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,2,0,2,2
VILLA CHARCAS,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,49,41,49,41,90
VILLA MONTES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,14,34,14,34,48
VILLA RIVERO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,3,0,3,0,3
VILLA SERRANO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,0,8,0,8,8
VILLA TUNARI,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,34,157,34,157,191
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,10,42,10,42,52
VILLAZON,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,5,0,5,0,5
VINTO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,29,3,29,3,32
WARNES,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,121,258,121,258,379
YACO,otras vacunaciones,l 21.3       mujeres de 10 a 49 anos 3ra dosis de dt,2012-11-01,5,6,5,6,11
