,group,variable,month,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES NUEVO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES REPETIDO,MENORES DE 6 MESES PRIMERA,MENORES DE 6 MESES PRIMERA,TOTALES,TOTALES,TOTALES
GIA-TIM,consulta externa,menores de 6 meses,2024-10-01,7,10,0,1,0,0,17,1,18
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,menores de 6 meses,2024-10-01,20,9,2,3,5,0,29,5,34
GUANAY,consulta externa,menores de 6 meses,2024-10-01,37,32,41,37,0,0,69,78,147
GUAQUI,consulta externa,menores de 6 meses,2024-10-01,3,4,0,2,1,2,7,2,9
GUAYARAMERIN,consulta externa,menores de 6 meses,2024-10-01,71,75,6,15,6,12,146,21,167
GUTIERREZ,consulta externa,menores de 6 meses,2024-10-01,37,28,1,1,0,0,65,2,67
HUACARAJE,consulta externa,menores de 6 meses,2024-10-01,1,5,3,6,0,0,6,9,15
HUACARETA,consulta externa,menores de 6 meses,2024-10-01,6,12,3,3,1,0,18,6,24
HUACAYA (VILLA DE HUACAYA),consulta externa,menores de 6 meses,2024-10-01,3,3,3,1,0,0,6,4,10
HUACHACALLA,consulta externa,menores de 6 meses,2024-10-01,0,2,0,1,0,1,2,1,3
HUANUNI,consulta externa,menores de 6 meses,2024-10-01,56,41,16,20,10,7,97,36,133
HUARINA,consulta externa,menores de 6 meses,2024-10-01,5,2,12,5,0,0,7,17,24
HUATAJATA,consulta externa,menores de 6 meses,2024-10-01,4,1,2,3,0,0,5,5,10
HUAYLLAMARCA,consulta externa,menores de 6 meses,2024-10-01,2,5,2,3,2,0,7,5,12
HUMANATA,consulta externa,menores de 6 meses,2024-10-01,6,1,3,3,0,0,7,6,13
ICHOCA,consulta externa,menores de 6 meses,2024-10-01,11,12,1,9,1,2,23,10,33
ICLA,consulta externa,menores de 6 meses,2024-10-01,15,8,3,4,0,0,23,7,30
INCAHUASI,consulta externa,menores de 6 meses,2024-10-01,38,30,0,0,7,7,68,0,68
INGAVI (HUMAITA),consulta externa,menores de 6 meses,2024-10-01,3,1,1,0,0,0,4,1,5
INQUISIVI,consulta externa,menores de 6 meses,2024-10-01,12,21,3,3,4,5,33,6,39
IRUPANA (VILLA DE LANZA),consulta externa,menores de 6 meses,2024-10-01,28,32,13,12,3,2,60,25,85
IXIAMAS,consulta externa,menores de 6 meses,2024-10-01,29,27,10,10,0,0,56,20,76
JESUS DE MACHACA,consulta externa,menores de 6 meses,2024-10-01,24,12,10,7,2,1,36,17,53
LA ASUNTA,consulta externa,menores de 6 meses,2024-10-01,91,103,24,15,26,42,194,39,233
LA GUARDIA,consulta externa,menores de 6 meses,2024-10-01,248,268,118,101,16,24,516,219,735
LA PAZ,consulta externa,menores de 6 meses,2024-10-01,2071,2723,831,922,135,115,4794,1753,6547
LAGUNILLAS,consulta externa,menores de 6 meses,2024-10-01,15,15,5,6,0,0,30,11,41
LAJA,consulta externa,menores de 6 meses,2024-10-01,19,15,10,11,0,0,34,21,55
LAS CARRERAS,consulta externa,menores de 6 meses,2024-10-01,5,2,1,1,0,0,7,2,9
LICOMA PAMPA,consulta externa,menores de 6 meses,2024-10-01,3,1,0,0,0,0,4,0,4
LLALLAGUA,consulta externa,menores de 6 meses,2024-10-01,135,136,3,3,1,0,271,6,277
LLICA,consulta externa,menores de 6 meses,2024-10-01,6,4,0,1,0,0,10,1,11
LORETO,consulta externa,menores de 6 meses,2024-10-01,4,5,5,8,2,3,9,13,22
LURIBAY,consulta externa,menores de 6 meses,2024-10-01,9,15,4,7,0,0,24,11,35
MACHACAMARCA,consulta externa,menores de 6 meses,2024-10-01,5,5,2,0,5,1,10,2,12
MACHARETI,consulta externa,menores de 6 meses,2024-10-01,13,10,5,0,2,1,23,5,28
MAGDALENA,consulta externa,menores de 6 meses,2024-10-01,17,12,5,3,0,1,29,8,37
MAIRANA,consulta externa,menores de 6 meses,2024-10-01,30,23,3,2,0,0,53,5,58
MALLA,consulta externa,menores de 6 meses,2024-10-01,6,6,0,0,0,0,12,0,12
MAPIRI,consulta externa,menores de 6 meses,2024-10-01,40,36,8,5,0,0,76,13,89
MECAPACA,consulta externa,menores de 6 meses,2024-10-01,15,18,3,9,0,0,33,12,45
MINEROS,consulta externa,menores de 6 meses,2024-10-01,43,27,5,6,5,1,70,11,81
MIZQUE,consulta externa,menores de 6 meses,2024-10-01,74,60,25,15,22,10,134,40,174
MOCOMOCO,consulta externa,menores de 6 meses,2024-10-01,20,11,4,2,0,0,31,6,37
MOJINETE,consulta externa,menores de 6 meses,2024-10-01,4,2,0,3,0,0,6,3,9
MOJOCOYA,consulta externa,menores de 6 meses,2024-10-01,6,6,0,1,0,0,12,1,13
MONTEAGUDO,consulta externa,menores de 6 meses,2024-10-01,73,71,9,16,0,3,144,25,169
MONTERO,consulta externa,menores de 6 meses,2024-10-01,656,635,123,126,12,5,1291,249,1540
MORO MORO,consulta externa,menores de 6 meses,2024-10-01,3,3,1,1,0,0,6,2,8
MOROCHATA,consulta externa,menores de 6 meses,2024-10-01,14,8,0,0,3,1,22,0,22
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,menores de 6 meses,2024-10-01,2,1,0,0,0,0,3,0,3
NAZACARA DE PACAJES,consulta externa,menores de 6 meses,2024-10-01,2,0,0,0,0,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,menores de 6 meses,2024-10-01,3,2,0,0,0,0,5,0,5
OCURI,consulta externa,menores de 6 meses,2024-10-01,27,24,0,0,1,2,51,0,51
OKINAWA,consulta externa,menores de 6 meses,2024-10-01,9,12,2,4,0,0,21,6,27
OMEREQUE,consulta externa,menores de 6 meses,2024-10-01,8,10,3,3,1,2,18,6,24
ORURO,consulta externa,menores de 6 meses,2024-10-01,1352,1293,356,402,196,189,2645,758,3403
PADCAYA,consulta externa,menores de 6 meses,2024-10-01,53,45,5,2,14,9,98,7,105
PADILLA,consulta externa,menores de 6 meses,2024-10-01,18,10,5,1,0,1,28,6,34
PAILON,consulta externa,menores de 6 meses,2024-10-01,72,112,27,32,0,0,184,59,243
PALCA,consulta externa,menores de 6 meses,2024-10-01,42,35,1,0,10,7,77,1,78
PALOS BLANCOS,consulta externa,menores de 6 meses,2024-10-01,109,93,13,25,0,0,202,38,240
PAMPA AULLAGAS,consulta externa,menores de 6 meses,2024-10-01,4,1,2,0,0,2,5,2,7
PAMPA GRANDE,consulta externa,menores de 6 meses,2024-10-01,16,7,1,0,0,0,23,1,24
PAPEL PAMPA,consulta externa,menores de 6 meses,2024-10-01,6,7,1,0,0,0,13,1,14
PASORAPA,consulta externa,menores de 6 meses,2024-10-01,2,2,2,2,0,2,4,4,8
PATACAMAYA,consulta externa,menores de 6 meses,2024-10-01,68,58,1,1,0,0,126,2,128
PAZÑA,consulta externa,menores de 6 meses,2024-10-01,14,6,1,1,0,1,20,2,22
PELECHUCO,consulta externa,menores de 6 meses,2024-10-01,17,18,1,0,5,4,35,1,36
POCOATA,consulta externa,menores de 6 meses,2024-10-01,23,11,0,0,1,0,34,0,34
POCONA,consulta externa,menores de 6 meses,2024-10-01,18,22,3,9,0,0,40,12,52
POJO (CBBA),consulta externa,menores de 6 meses,2024-10-01,11,10,2,6,3,1,21,8,29
POOPO,consulta externa,menores de 6 meses,2024-10-01,16,13,3,2,0,0,29,5,34
PORCO,consulta externa,menores de 6 meses,2024-10-01,28,28,0,0,0,0,56,0,56
POROMA,consulta externa,menores de 6 meses,2024-10-01,34,28,0,2,6,1,62,2,64
PORONGO,consulta externa,menores de 6 meses,2024-10-01,12,24,2,10,0,0,36,12,48
PORTACHUELO,consulta externa,menores de 6 meses,2024-10-01,7,17,16,26,2,0,24,42,66
PORVENIR,consulta externa,menores de 6 meses,2024-10-01,7,7,0,0,0,0,14,0,14
POSTRER VALLE,consulta externa,menores de 6 meses,2024-10-01,0,1,0,0,0,0,1,0,1
POTOSI,consulta externa,menores de 6 meses,2024-10-01,1139,960,242,230,133,95,2099,472,2571
PRESTO,consulta externa,menores de 6 meses,2024-10-01,20,28,1,0,0,0,48,1,49
PUCARA,consulta externa,menores de 6 meses,2024-10-01,0,1,0,1,0,0,1,1,2
PUCARANI,consulta externa,menores de 6 meses,2024-10-01,60,57,8,5,0,0,117,13,130
PUERTO ACOSTA,consulta externa,menores de 6 meses,2024-10-01,15,4,1,1,0,0,19,2,21
PUERTO CARABUCO,consulta externa,menores de 6 meses,2024-10-01,9,5,1,0,0,0,14,1,15
PUERTO GONZALO MORENO,consulta externa,menores de 6 meses,2024-10-01,18,14,12,9,2,2,32,21,53
PUERTO PEREZ,consulta externa,menores de 6 meses,2024-10-01,9,6,3,3,0,0,15,6,21
PUERTO QUIJARRO,consulta externa,menores de 6 meses,2024-10-01,72,60,1,2,5,8,132,3,135
PUERTO RICO,consulta externa,menores de 6 meses,2024-10-01,7,1,0,0,0,0,8,0,8
PUERTO SILES,consulta externa,menores de 6 meses,2024-10-01,1,4,0,0,0,0,5,0,5
PUERTO SUAREZ,consulta externa,menores de 6 meses,2024-10-01,24,17,1,3,2,0,41,4,45
PUERTO VILLARROEL,consulta externa,menores de 6 meses,2024-10-01,439,402,30,24,0,0,841,54,895
PUNA,consulta externa,menores de 6 meses,2024-10-01,7,23,0,2,3,6,30,2,32
PUNATA,consulta externa,menores de 6 meses,2024-10-01,134,131,129,104,1,1,265,233,498
QUIABAYA,consulta externa,menores de 6 meses,2024-10-01,3,3,1,0,0,0,6,1,7
QUILLACOLLO,consulta externa,menores de 6 meses,2024-10-01,566,560,262,269,9,7,1126,531,1657
QUIME,consulta externa,menores de 6 meses,2024-10-01,9,8,5,2,3,5,17,7,24
QUIRUSILLAS,consulta externa,menores de 6 meses,2024-10-01,1,0,0,0,0,0,1,0,1
RAQAYPAMPA(ETA),consulta externa,menores de 6 meses,2024-10-01,5,10,9,6,5,2,15,15,30
RAVELO,consulta externa,menores de 6 meses,2024-10-01,14,10,0,0,0,0,24,0,24
REYES,consulta externa,menores de 6 meses,2024-10-01,32,25,0,0,0,0,57,0,57
RIBERALTA,consulta externa,menores de 6 meses,2024-10-01,429,361,150,163,30,31,790,313,1103
ROBORE,consulta externa,menores de 6 meses,2024-10-01,22,25,2,8,6,7,47,10,57
RURRENABAQUE,consulta externa,menores de 6 meses,2024-10-01,65,28,2,2,1,0,93,4,97
SABAYA,consulta externa,menores de 6 meses,2024-10-01,13,6,2,1,3,2,19,3,22
SACABA,consulta externa,menores de 6 meses,2024-10-01,674,583,136,134,187,184,1257,270,1527
SACABAMBA,consulta externa,menores de 6 meses,2024-10-01,3,7,0,1,1,1,10,1,11
SACACA,consulta externa,menores de 6 meses,2024-10-01,32,17,0,0,2,1,49,0,49
SAIPINA,consulta externa,menores de 6 meses,2024-10-01,13,16,2,0,0,0,29,2,31
SALINAS DE GARCI MENDOZA,consulta externa,menores de 6 meses,2024-10-01,11,6,0,1,3,3,17,1,18
SAMAIPATA,consulta externa,menores de 6 meses,2024-10-01,25,12,2,3,0,0,37,5,42
SAN AGUSTIN,consulta externa,menores de 6 meses,2024-10-01,1,1,0,0,0,0,2,0,2
SAN ANDRES,consulta externa,menores de 6 meses,2024-10-01,53,26,10,12,1,1,79,22,101
SAN ANDRES DE MACHACA,consulta externa,menores de 6 meses,2024-10-01,1,3,5,3,0,0,4,8,12
SAN ANTONIO DE ESMORUCO,consulta externa,menores de 6 meses,2024-10-01,0,1,0,0,0,0,1,0,1
SAN ANTONIO DE LOMERIO,consulta externa,menores de 6 meses,2024-10-01,4,3,0,0,0,0,7,0,7
SAN BENITO,consulta externa,menores de 6 meses,2024-10-01,25,9,5,5,0,0,34,10,44
SAN BORJA,consulta externa,menores de 6 meses,2024-10-01,80,64,23,24,32,30,144,47,191
SAN BUENA VENTURA,consulta externa,menores de 6 meses,2024-10-01,21,12,2,7,0,0,33,9,42
SAN CARLOS,consulta externa,menores de 6 meses,2024-10-01,28,29,6,5,0,0,57,11,68
SAN IGNACIO,consulta externa,menores de 6 meses,2024-10-01,51,27,1,1,15,12,78,2,80
SAN IGNACIO DE VELASCO,consulta externa,menores de 6 meses,2024-10-01,86,67,22,16,1,4,153,38,191
SAN JAVIER(BNI),consulta externa,menores de 6 meses,2024-10-01,9,3,0,1,0,0,12,1,13
SAN JAVIER(STC),consulta externa,menores de 6 meses,2024-10-01,15,15,0,0,0,0,30,0,30
SAN JOAQUIN,consulta externa,menores de 6 meses,2024-10-01,13,10,0,4,0,0,23,4,27
SAN JOSE DE CHIQUITOS,consulta externa,menores de 6 meses,2024-10-01,29,26,0,0,4,0,55,0,55
SAN JUAN DE YAPACANI,consulta externa,menores de 6 meses,2024-10-01,19,20,0,0,0,0,39,0,39
SAN JULIAN,consulta externa,menores de 6 meses,2024-10-01,143,112,21,31,2,4,255,52,307
SAN LORENZO(PND),consulta externa,menores de 6 meses,2024-10-01,16,12,0,0,3,2,28,0,28
SAN LORENZO(TJA),consulta externa,menores de 6 meses,2024-10-01,74,85,7,10,0,0,159,17,176
SAN LUCAS,consulta externa,menores de 6 meses,2024-10-01,66,59,4,5,3,2,125,9,134
SAN MATIAS,consulta externa,menores de 6 meses,2024-10-01,18,12,4,2,5,2,30,6,36
SAN MIGUEL DE VELASCO,consulta externa,menores de 6 meses,2024-10-01,13,14,0,0,0,0,27,0,27
SAN PABLO DE LIPEZ,consulta externa,menores de 6 meses,2024-10-01,1,3,0,0,0,0,4,0,4
SAN PEDRO,consulta externa,menores de 6 meses,2024-10-01,50,66,4,8,0,0,116,12,128
SAN PEDRO DE BUENA VISTA,consulta externa,menores de 6 meses,2024-10-01,34,26,0,0,0,5,60,0,60
SAN PEDRO DE CURAHUARA,consulta externa,menores de 6 meses,2024-10-01,6,8,0,0,0,0,14,0,14
SAN PEDRO DE MACHA,consulta externa,menores de 6 meses,2024-10-01,14,22,0,0,0,0,36,0,36
SAN PEDRO DE TIQUINA,consulta externa,menores de 6 meses,2024-10-01,1,2,0,3,0,0,3,3,6
SAN PEDRO(PND),consulta externa,menores de 6 meses,2024-10-01,1,3,0,0,0,0,4,0,4
SAN RAFAEL,consulta externa,menores de 6 meses,2024-10-01,15,15,14,8,0,0,30,22,52
SAN RAMON BENI,consulta externa,menores de 6 meses,2024-10-01,2,3,1,0,12,6,5,1,6
SAN RAMON SCZ,consulta externa,menores de 6 meses,2024-10-01,14,10,1,0,0,0,24,1,25
SANTA ANA,consulta externa,menores de 6 meses,2024-10-01,32,30,59,48,0,0,62,107,169
SANTA CRUZ DE LA SIERRA,consulta externa,menores de 6 meses,2024-10-01,3706,3320,1880,1752,402,367,7026,3632,10658
SANTA ROSA,consulta externa,menores de 6 meses,2024-10-01,20,19,0,0,1,0,39,0,39
SANTA ROSA DEL SARA,consulta externa,menores de 6 meses,2024-10-01,29,15,1,0,7,1,44,1,45
SANTIAGO DE CALLAPA,consulta externa,menores de 6 meses,2024-10-01,5,5,1,5,0,0,10,6,16
SANTIAGO DE HUARI,consulta externa,menores de 6 meses,2024-10-01,12,15,1,1,0,0,27,2,29
SANTIAGO DE HUATA,consulta externa,menores de 6 meses,2024-10-01,4,2,0,1,0,1,6,1,7
SANTIAGO DE MACHACA,consulta externa,menores de 6 meses,2024-10-01,4,5,1,0,0,0,9,1,10
SANTIVAÑES,consulta externa,menores de 6 meses,2024-10-01,24,13,3,1,0,0,37,4,41
SANTUARIO DE QUILLACAS,consulta externa,menores de 6 meses,2024-10-01,0,4,0,0,5,6,4,0,4
SAPAHAQUI,consulta externa,menores de 6 meses,2024-10-01,19,16,3,1,7,4,35,4,39
SENA,consulta externa,menores de 6 meses,2024-10-01,13,11,0,0,0,0,24,0,24
SHINAOTA,consulta externa,menores de 6 meses,2024-10-01,85,109,8,4,9,4,194,12,206
SICA SICA (VILLA AROMA),consulta externa,menores de 6 meses,2024-10-01,22,21,2,5,3,2,43,7,50
SICAYA,consulta externa,menores de 6 meses,2024-10-01,8,9,6,4,0,0,17,10,27
SIPE SIPE,consulta externa,menores de 6 meses,2024-10-01,144,134,66,52,0,0,278,118,396
SOPACHUY,consulta externa,menores de 6 meses,2024-10-01,16,7,5,10,0,0,23,15,38
SORACACHI,consulta externa,menores de 6 meses,2024-10-01,7,4,1,1,0,0,11,2,13
SORATA,consulta externa,menores de 6 meses,2024-10-01,48,23,10,5,4,4,71,15,86
SUCRE,consulta externa,menores de 6 meses,2024-10-01,1068,921,259,228,29,24,1989,487,2476
TACACHI,consulta externa,menores de 6 meses,2024-10-01,0,3,0,0,0,0,3,0,3
TACACOMA,consulta externa,menores de 6 meses,2024-10-01,33,16,4,3,0,0,49,7,56
TACOBAMBA,consulta externa,menores de 6 meses,2024-10-01,6,8,0,0,0,0,14,0,14
TACOPAYA,consulta externa,menores de 6 meses,2024-10-01,7,13,0,2,0,0,20,2,22
TAHUA,consulta externa,menores de 6 meses,2024-10-01,0,3,0,0,0,0,3,0,3
TAPACARI,consulta externa,menores de 6 meses,2024-10-01,37,30,3,3,0,0,67,6,73
TARABUCO,consulta externa,menores de 6 meses,2024-10-01,47,28,0,1,1,0,75,1,76
TARACO,consulta externa,menores de 6 meses,2024-10-01,7,2,3,0,0,0,9,3,12
TARATA,consulta externa,menores de 6 meses,2024-10-01,24,27,1,0,0,0,51,1,52
TARIJA,consulta externa,menores de 6 meses,2024-10-01,845,858,244,261,46,51,1703,505,2208
TARVITA,consulta externa,menores de 6 meses,2024-10-01,40,43,1,3,0,2,83,4,87
TEOPONTE,consulta externa,menores de 6 meses,2024-10-01,29,16,1,6,0,0,45,7,52
TIAHUANACU,consulta externa,menores de 6 meses,2024-10-01,9,8,10,15,0,0,17,25,42
TINGUIPAYA,consulta externa,menores de 6 meses,2024-10-01,16,8,0,0,1,2,24,0,24
TIPUANI,consulta externa,menores de 6 meses,2024-10-01,36,12,7,7,0,0,48,14,62
TIQUIPAYA,consulta externa,menores de 6 meses,2024-10-01,251,241,40,31,0,0,492,71,563
TIRAQUE (CBBA),consulta externa,menores de 6 meses,2024-10-01,18,30,24,29,0,0,48,53,101
TOCO,consulta externa,menores de 6 meses,2024-10-01,7,11,3,4,0,0,18,7,25
TODOS SANTOS,consulta externa,menores de 6 meses,2024-10-01,1,0,0,0,0,0,1,0,1
TOLATA,consulta externa,menores de 6 meses,2024-10-01,20,27,8,14,0,0,47,22,69
TOLEDO,consulta externa,menores de 6 meses,2024-10-01,8,3,0,0,2,0,11,0,11
TOMAVE,consulta externa,menores de 6 meses,2024-10-01,10,14,0,0,0,0,24,0,24
TOMINA,consulta externa,menores de 6 meses,2024-10-01,20,13,0,0,0,0,33,0,33
TORO TORO,consulta externa,menores de 6 meses,2024-10-01,18,17,1,0,0,0,35,1,36
TOTORA(CBBA),consulta externa,menores de 6 meses,2024-10-01,48,33,5,5,3,4,81,10,91
TOTORA(ORR),consulta externa,menores de 6 meses,2024-10-01,0,1,0,0,0,1,1,0,1
TRIGAL,consulta externa,menores de 6 meses,2024-10-01,3,0,0,0,0,0,3,0,3
TRINIDAD,consulta externa,menores de 6 meses,2024-10-01,279,174,35,13,40,26,453,48,501
TUPIZA,consulta externa,menores de 6 meses,2024-10-01,50,65,20,12,11,8,115,32,147
TURCO,consulta externa,menores de 6 meses,2024-10-01,5,1,1,0,0,0,6,1,7
UMALA,consulta externa,menores de 6 meses,2024-10-01,6,5,4,4,0,0,11,8,19
UNCIA,consulta externa,menores de 6 meses,2024-10-01,55,55,4,6,2,1,110,10,120
URIONDO (A. CONCEPCION),consulta externa,menores de 6 meses,2024-10-01,85,54,9,16,37,15,139,25,164
URUBICHA,consulta externa,menores de 6 meses,2024-10-01,7,5,1,0,1,3,12,1,13
UYUNI,consulta externa,menores de 6 meses,2024-10-01,90,76,9,21,26,20,166,30,196
VACAS,consulta externa,menores de 6 meses,2024-10-01,11,12,1,0,0,1,23,1,24
VALLEGRANDE,consulta externa,menores de 6 meses,2024-10-01,20,28,19,18,0,1,48,37,85
VIACHA,consulta externa,menores de 6 meses,2024-10-01,275,241,54,56,17,12,516,110,626
VILA VILA,consulta externa,menores de 6 meses,2024-10-01,1,4,1,1,3,3,5,2,7
VILLA CHARCAS,consulta externa,menores de 6 meses,2024-10-01,26,28,0,0,8,5,54,0,54
VILLA MONTES,consulta externa,menores de 6 meses,2024-10-01,128,99,7,12,2,3,227,19,246
VILLA NUEVA (LOMA ALTA),consulta externa,menores de 6 meses,2024-10-01,0,9,0,0,0,3,9,0,9
VILLA RIVERO,consulta externa,menores de 6 meses,2024-10-01,30,14,4,5,0,0,44,9,53
VILLA SERRANO,consulta externa,menores de 6 meses,2024-10-01,23,20,7,6,0,0,43,13,56
VILLA TUNARI,consulta externa,menores de 6 meses,2024-10-01,506,459,73,73,112,96,965,146,1111
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,menores de 6 meses,2024-10-01,21,13,8,3,1,2,34,11,45
VILLAZON,consulta externa,menores de 6 meses,2024-10-01,73,47,40,27,56,39,120,67,187
VINTO,consulta externa,menores de 6 meses,2024-10-01,237,223,52,50,0,0,460,102,562
VITICHI,consulta externa,menores de 6 meses,2024-10-01,5,5,0,0,3,1,10,0,10
WALDO BALLIVIAN,consulta externa,menores de 6 meses,2024-10-01,2,0,7,3,0,0,2,10,12
WARNES,consulta externa,menores de 6 meses,2024-10-01,223,198,36,27,10,3,421,63,484
YACO,consulta externa,menores de 6 meses,2024-10-01,13,15,4,5,3,5,28,9,37
YACUIBA,consulta externa,menores de 6 meses,2024-10-01,248,253,50,52,44,40,501,102,603
YAMPARAEZ,consulta externa,menores de 6 meses,2024-10-01,6,19,1,1,0,0,25,2,27
YANACACHI,consulta externa,menores de 6 meses,2024-10-01,5,10,1,1,1,1,15,2,17
YAPACANI,consulta externa,menores de 6 meses,2024-10-01,153,138,33,34,9,4,291,67,358
YOCALLA,consulta externa,menores de 6 meses,2024-10-01,7,7,0,0,0,0,14,0,14
YOTALA,consulta externa,menores de 6 meses,2024-10-01,36,11,11,3,8,3,47,14,61
YUNCHARA,consulta externa,menores de 6 meses,2024-10-01,13,13,2,1,0,0,26,3,29
ZUDAÑEZ,consulta externa,menores de 6 meses,2024-10-01,15,21,4,7,0,0,36,11,47
ACACIO,consulta externa,menores de 6 meses,2024-11-01,10,4,0,0,0,0,14,0,14
ACHACACHI,consulta externa,menores de 6 meses,2024-11-01,65,65,20,8,4,4,130,28,158
ACHOCALLA,consulta externa,menores de 6 meses,2024-11-01,56,33,33,27,0,0,89,60,149
AIQUILE,consulta externa,menores de 6 meses,2024-11-01,37,25,32,32,11,13,62,64,126
ALALAY,consulta externa,menores de 6 meses,2024-11-01,1,3,0,5,1,2,4,5,9
ALCALA,consulta externa,menores de 6 meses,2024-11-01,8,4,0,1,2,1,12,1,13
ALTO BENI,consulta externa,menores de 6 meses,2024-11-01,55,32,2,1,0,0,87,3,90
ANCORAIMES,consulta externa,menores de 6 meses,2024-11-01,4,9,2,5,1,0,13,7,20
ANDAMARCA,consulta externa,menores de 6 meses,2024-11-01,3,2,1,0,0,0,5,1,6
ANTEQUERA,consulta externa,menores de 6 meses,2024-11-01,14,2,5,0,0,0,16,5,21
ANZALDO,consulta externa,menores de 6 meses,2024-11-01,13,14,0,2,0,0,27,2,29
APOLO,consulta externa,menores de 6 meses,2024-11-01,47,45,18,17,3,1,92,35,127
ARAMPAMPA,consulta externa,menores de 6 meses,2024-11-01,5,1,1,0,0,0,6,1,7
ARANI,consulta externa,menores de 6 meses,2024-11-01,15,13,3,1,0,0,28,4,32
ARBIETO,consulta externa,menores de 6 meses,2024-11-01,76,73,15,17,0,0,149,32,181
ARQUE,consulta externa,menores de 6 meses,2024-11-01,31,22,0,0,0,0,53,0,53
ASCENCION DE GUARAYOS,consulta externa,menores de 6 meses,2024-11-01,28,30,1,3,28,36,58,4,62
ATOCHA,consulta externa,menores de 6 meses,2024-11-01,53,14,2,1,0,0,67,3,70
AUCAPATA,consulta externa,menores de 6 meses,2024-11-01,16,21,1,0,2,4,37,1,38
AYATA,consulta externa,menores de 6 meses,2024-11-01,14,8,0,0,1,0,22,0,22
AYO AYO,consulta externa,menores de 6 meses,2024-11-01,15,8,17,6,0,0,23,23,46
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,menores de 6 meses,2024-11-01,62,43,11,7,8,2,105,18,123
AZURDUY,consulta externa,menores de 6 meses,2024-11-01,31,46,5,8,3,3,77,13,90
BATALLAS,consulta externa,menores de 6 meses,2024-11-01,10,13,3,4,0,0,23,7,30
BAURES,consulta externa,menores de 6 meses,2024-11-01,11,3,0,0,0,0,14,0,14
BELEN DE ANDAMARCA,consulta externa,menores de 6 meses,2024-11-01,2,0,0,0,0,0,2,0,2
BELEN DE URMIRI,consulta externa,menores de 6 meses,2024-11-01,2,2,0,0,0,0,4,0,4
BELLA FLOR,consulta externa,menores de 6 meses,2024-11-01,7,6,2,3,0,1,13,5,18
BERMEJO,consulta externa,menores de 6 meses,2024-11-01,121,117,28,23,15,11,238,51,289
BETANZOS,consulta externa,menores de 6 meses,2024-11-01,37,21,1,2,0,0,58,3,61
BOLIVAR,consulta externa,menores de 6 meses,2024-11-01,9,15,3,1,0,0,24,4,28
BOLPEBRA,consulta externa,menores de 6 meses,2024-11-01,1,1,0,0,0,0,2,0,2
BOYUIBE,consulta externa,menores de 6 meses,2024-11-01,8,1,0,0,0,0,9,0,9
BUENA VISTA,consulta externa,menores de 6 meses,2024-11-01,18,5,0,0,1,0,23,0,23
CABEZAS,consulta externa,menores de 6 meses,2024-11-01,66,53,3,0,4,0,119,3,122
CAIROMA,consulta externa,menores de 6 meses,2024-11-01,20,13,0,1,0,0,33,1,34
"CAIZA ""D""",consulta externa,menores de 6 meses,2024-11-01,19,19,2,3,0,1,38,5,43
CAJUATA,consulta externa,menores de 6 meses,2024-11-01,30,28,3,5,10,13,58,8,66
CALACOTO,consulta externa,menores de 6 meses,2024-11-01,12,5,0,0,0,0,17,0,17
CALAMARCA,consulta externa,menores de 6 meses,2024-11-01,18,21,1,1,0,0,39,2,41
CAMARGO,consulta externa,menores de 6 meses,2024-11-01,60,36,21,11,0,0,96,32,128
CAMATAQUI (C. VILLA ABECIA),consulta externa,menores de 6 meses,2024-11-01,1,2,0,0,0,0,3,0,3
CAMIRI,consulta externa,menores de 6 meses,2024-11-01,40,36,9,6,2,1,76,15,91
CAPINOTA,consulta externa,menores de 6 meses,2024-11-01,49,56,19,15,0,0,105,34,139
CAQUIAVIRI,consulta externa,menores de 6 meses,2024-11-01,34,19,3,0,0,0,53,3,56
CARACOLLO,consulta externa,menores de 6 meses,2024-11-01,84,66,16,9,7,3,150,25,175
CARANAVI,consulta externa,menores de 6 meses,2024-11-01,123,125,17,16,3,1,248,33,281
CARAPARI,consulta externa,menores de 6 meses,2024-11-01,38,34,5,2,3,2,72,7,79
CARIPUYO,consulta externa,menores de 6 meses,2024-11-01,4,6,0,0,0,0,10,0,10
CARMEN RIVERO TORREZ,consulta externa,menores de 6 meses,2024-11-01,11,8,5,1,2,0,19,6,25
CATACORA,consulta externa,menores de 6 meses,2024-11-01,2,3,1,0,0,0,5,1,6
CHALLAPATA,consulta externa,menores de 6 meses,2024-11-01,88,62,35,20,13,6,150,55,205
CHAQUI,consulta externa,menores de 6 meses,2024-11-01,7,11,0,0,0,0,18,0,18
CHARAGUA,consulta externa,menores de 6 meses,2024-11-01,41,52,8,13,7,8,93,21,114
CHARAÑA,consulta externa,menores de 6 meses,2024-11-01,5,3,3,0,0,0,8,3,11
CHAYANTA,consulta externa,menores de 6 meses,2024-11-01,30,24,2,1,1,0,54,3,57
CHIMORE,consulta externa,menores de 6 meses,2024-11-01,93,106,5,14,6,2,199,19,218
CHIPAYA,consulta externa,menores de 6 meses,2024-11-01,3,1,0,0,0,2,4,0,4
