,group,variable,month,PERSONAS DE 40 A 49 AÑOS NUEVO,PERSONAS DE 40 A 49 AÑOS NUEVO,PERSONAS DE 40 A 49 AÑOS REPETIDO,PERSONAS DE 40 A 49 AÑOS REPETIDO,PERSONAS DE 40 A 49 AÑOS PRIMERA,PERSONAS DE 40 A 49 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
SAN JUAN DE YAPACANI,consulta externa,personas de 40 a 49 anos,2024-10-01,47,99,1,4,0,0,146,5,151
SAN JULIAN,consulta externa,personas de 40 a 49 anos,2024-10-01,385,769,41,73,4,2,1154,114,1268
SAN LORENZO(PND),consulta externa,personas de 40 a 49 anos,2024-10-01,63,111,10,27,0,0,174,37,211
SAN LORENZO(TJA),consulta externa,personas de 40 a 49 anos,2024-10-01,188,515,17,33,0,0,703,50,753
SAN LUCAS,consulta externa,personas de 40 a 49 anos,2024-10-01,153,349,36,27,3,5,502,63,565
SAN MATIAS,consulta externa,personas de 40 a 49 anos,2024-10-01,55,98,44,66,13,19,153,110,263
SAN MIGUEL DE VELASCO,consulta externa,personas de 40 a 49 anos,2024-10-01,69,148,29,89,0,0,217,118,335
SAN PABLO DE LIPEZ,consulta externa,personas de 40 a 49 anos,2024-10-01,30,41,1,0,0,0,71,1,72
SAN PEDRO,consulta externa,personas de 40 a 49 anos,2024-10-01,156,301,21,40,0,0,457,61,518
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 40 a 49 anos,2024-10-01,87,184,0,0,2,2,271,0,271
SAN PEDRO DE CURAHUARA,consulta externa,personas de 40 a 49 anos,2024-10-01,19,18,0,0,4,11,37,0,37
SAN PEDRO DE MACHA,consulta externa,personas de 40 a 49 anos,2024-10-01,87,137,1,1,0,0,224,2,226
SAN PEDRO DE QUEMES,consulta externa,personas de 40 a 49 anos,2024-10-01,9,10,3,3,0,0,19,6,25
SAN PEDRO DE TIQUINA,consulta externa,personas de 40 a 49 anos,2024-10-01,14,29,21,38,0,0,43,59,102
SAN PEDRO(PND),consulta externa,personas de 40 a 49 anos,2024-10-01,19,17,1,0,0,0,36,1,37
SAN RAFAEL,consulta externa,personas de 40 a 49 anos,2024-10-01,40,82,13,30,0,0,122,43,165
SAN RAMON BENI,consulta externa,personas de 40 a 49 anos,2024-10-01,15,34,7,25,25,49,49,32,81
SAN RAMON SCZ,consulta externa,personas de 40 a 49 anos,2024-10-01,46,107,7,11,0,0,153,18,171
SANTA ANA,consulta externa,personas de 40 a 49 anos,2024-10-01,65,147,5,26,0,0,212,31,243
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 40 a 49 anos,2024-10-01,7990,16541,3494,8245,1170,1616,24531,11739,36270
SANTA ROSA,consulta externa,personas de 40 a 49 anos,2024-10-01,102,192,2,6,0,0,294,8,302
SANTA ROSA DEL SARA,consulta externa,personas de 40 a 49 anos,2024-10-01,125,240,4,9,12,19,365,13,378
SANTIAGO DE CALLAPA,consulta externa,personas de 40 a 49 anos,2024-10-01,15,24,1,0,0,0,39,1,40
SANTIAGO DE HUARI,consulta externa,personas de 40 a 49 anos,2024-10-01,24,62,11,12,0,0,86,23,109
SANTIAGO DE HUATA,consulta externa,personas de 40 a 49 anos,2024-10-01,13,24,12,9,0,0,37,21,58
SANTIAGO DE MACHACA,consulta externa,personas de 40 a 49 anos,2024-10-01,20,23,2,2,0,0,43,4,47
SANTIVAÑES,consulta externa,personas de 40 a 49 anos,2024-10-01,36,93,5,11,0,0,129,16,145
SANTUARIO DE QUILLACAS,consulta externa,personas de 40 a 49 anos,2024-10-01,17,30,2,2,23,34,47,4,51
SAPAHAQUI,consulta externa,personas de 40 a 49 anos,2024-10-01,34,58,2,8,5,8,92,10,102
SENA,consulta externa,personas de 40 a 49 anos,2024-10-01,47,77,4,14,0,0,124,18,142
SHINAOTA,consulta externa,personas de 40 a 49 anos,2024-10-01,158,292,28,42,15,6,450,70,520
SICA SICA (VILLA AROMA),consulta externa,personas de 40 a 49 anos,2024-10-01,73,137,15,28,5,6,210,43,253
SICAYA,consulta externa,personas de 40 a 49 anos,2024-10-01,15,19,1,1,0,0,34,2,36
SIPE SIPE,consulta externa,personas de 40 a 49 anos,2024-10-01,117,334,49,115,0,0,451,164,615
SOPACHUY,consulta externa,personas de 40 a 49 anos,2024-10-01,48,99,16,49,0,0,147,65,212
SORACACHI,consulta externa,personas de 40 a 49 anos,2024-10-01,56,79,8,3,1,5,135,11,146
SORATA,consulta externa,personas de 40 a 49 anos,2024-10-01,100,134,19,34,11,18,234,53,287
SUCRE,consulta externa,personas de 40 a 49 anos,2024-10-01,2976,6803,1187,2620,312,275,9779,3807,13586
TACACHI,consulta externa,personas de 40 a 49 anos,2024-10-01,6,15,0,0,0,0,21,0,21
TACACOMA,consulta externa,personas de 40 a 49 anos,2024-10-01,67,81,14,18,0,0,148,32,180
TACOBAMBA,consulta externa,personas de 40 a 49 anos,2024-10-01,45,87,0,0,0,0,132,0,132
TACOPAYA,consulta externa,personas de 40 a 49 anos,2024-10-01,23,74,3,3,0,0,97,6,103
TAHUA,consulta externa,personas de 40 a 49 anos,2024-10-01,13,11,0,0,0,0,24,0,24
TAPACARI,consulta externa,personas de 40 a 49 anos,2024-10-01,72,160,0,1,0,0,232,1,233
TARABUCO,consulta externa,personas de 40 a 49 anos,2024-10-01,93,232,7,22,0,0,325,29,354
TARACO,consulta externa,personas de 40 a 49 anos,2024-10-01,30,42,13,14,0,0,72,27,99
TARATA,consulta externa,personas de 40 a 49 anos,2024-10-01,31,74,6,34,0,0,105,40,145
TARIJA,consulta externa,personas de 40 a 49 anos,2024-10-01,1995,4798,890,2211,274,402,6793,3101,9894
TARVITA,consulta externa,personas de 40 a 49 anos,2024-10-01,110,225,7,25,9,5,335,32,367
TEOPONTE,consulta externa,personas de 40 a 49 anos,2024-10-01,39,75,2,7,0,0,114,9,123
TIAHUANACU,consulta externa,personas de 40 a 49 anos,2024-10-01,51,81,11,36,0,0,132,47,179
TINGUIPAYA,consulta externa,personas de 40 a 49 anos,2024-10-01,71,169,0,0,2,1,240,0,240
TIPUANI,consulta externa,personas de 40 a 49 anos,2024-10-01,49,71,3,5,0,0,120,8,128
TIQUIPAYA,consulta externa,personas de 40 a 49 anos,2024-10-01,249,646,70,233,0,0,895,303,1198
TIRAQUE (CBBA),consulta externa,personas de 40 a 49 anos,2024-10-01,42,106,5,28,0,0,148,33,181
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 40 a 49 anos,2024-10-01,16,24,1,5,0,0,40,6,46
TOCO,consulta externa,personas de 40 a 49 anos,2024-10-01,22,37,10,36,1,1,59,46,105
TODOS SANTOS,consulta externa,personas de 40 a 49 anos,2024-10-01,1,4,0,0,2,0,5,0,5
TOLATA,consulta externa,personas de 40 a 49 anos,2024-10-01,26,55,11,42,0,0,81,53,134
TOLEDO,consulta externa,personas de 40 a 49 anos,2024-10-01,16,45,0,4,0,0,61,4,65
TOMAVE,consulta externa,personas de 40 a 49 anos,2024-10-01,50,69,2,5,0,0,119,7,126
TOMINA,consulta externa,personas de 40 a 49 anos,2024-10-01,71,153,14,45,0,0,224,59,283
TORO TORO,consulta externa,personas de 40 a 49 anos,2024-10-01,96,131,0,0,0,0,227,0,227
TOTORA(CBBA),consulta externa,personas de 40 a 49 anos,2024-10-01,38,114,14,31,15,16,152,45,197
TOTORA(ORR),consulta externa,personas de 40 a 49 anos,2024-10-01,18,28,0,0,1,1,46,0,46
TRIGAL,consulta externa,personas de 40 a 49 anos,2024-10-01,12,13,8,3,0,0,25,11,36
TRINIDAD,consulta externa,personas de 40 a 49 anos,2024-10-01,1052,1821,463,867,191,360,2873,1330,4203
TUPIZA,consulta externa,personas de 40 a 49 anos,2024-10-01,279,466,44,71,12,15,745,115,860
TURCO,consulta externa,personas de 40 a 49 anos,2024-10-01,24,34,3,3,0,0,58,6,64
UMALA,consulta externa,personas de 40 a 49 anos,2024-10-01,17,36,2,3,0,0,53,5,58
UNCIA,consulta externa,personas de 40 a 49 anos,2024-10-01,174,237,69,84,4,6,411,153,564
URIONDO (A. CONCEPCION),consulta externa,personas de 40 a 49 anos,2024-10-01,113,280,22,50,36,123,393,72,465
URUBICHA,consulta externa,personas de 40 a 49 anos,2024-10-01,7,24,0,0,19,35,31,0,31
UYUNI,consulta externa,personas de 40 a 49 anos,2024-10-01,330,536,55,162,17,26,866,217,1083
VACAS,consulta externa,personas de 40 a 49 anos,2024-10-01,26,52,2,1,0,2,78,3,81
VALLEGRANDE,consulta externa,personas de 40 a 49 anos,2024-10-01,149,282,70,191,6,20,431,261,692
VIACHA,consulta externa,personas de 40 a 49 anos,2024-10-01,359,819,146,371,33,90,1178,517,1695
VILA VILA,consulta externa,personas de 40 a 49 anos,2024-10-01,54,69,0,1,0,0,123,1,124
VILLA CHARCAS,consulta externa,personas de 40 a 49 anos,2024-10-01,65,180,6,8,5,13,245,14,259
VILLA MONTES,consulta externa,personas de 40 a 49 anos,2024-10-01,420,880,64,137,39,50,1300,201,1501
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 40 a 49 anos,2024-10-01,19,27,6,5,2,1,46,11,57
VILLA RIVERO,consulta externa,personas de 40 a 49 anos,2024-10-01,28,62,6,10,0,0,90,16,106
VILLA SERRANO,consulta externa,personas de 40 a 49 anos,2024-10-01,94,162,26,51,0,0,256,77,333
VILLA TUNARI,consulta externa,personas de 40 a 49 anos,2024-10-01,686,1054,88,155,17,23,1740,243,1983
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 40 a 49 anos,2024-10-01,84,170,9,39,2,5,254,48,302
VILLAZON,consulta externa,personas de 40 a 49 anos,2024-10-01,248,665,58,222,82,104,913,280,1193
VINTO,consulta externa,personas de 40 a 49 anos,2024-10-01,208,588,44,159,0,0,796,203,999
VITICHI,consulta externa,personas de 40 a 49 anos,2024-10-01,57,101,0,2,8,12,158,2,160
WALDO BALLIVIAN,consulta externa,personas de 40 a 49 anos,2024-10-01,7,21,0,0,0,0,28,0,28
WARNES,consulta externa,personas de 40 a 49 anos,2024-10-01,778,1373,192,451,7,18,2151,643,2794
YACO,consulta externa,personas de 40 a 49 anos,2024-10-01,11,37,2,0,14,13,48,2,50
YACUIBA,consulta externa,personas de 40 a 49 anos,2024-10-01,853,1693,389,634,139,184,2546,1023,3569
YAMPARAEZ,consulta externa,personas de 40 a 49 anos,2024-10-01,58,99,2,7,0,1,157,9,166
YANACACHI,consulta externa,personas de 40 a 49 anos,2024-10-01,59,63,5,2,15,12,122,7,129
YAPACANI,consulta externa,personas de 40 a 49 anos,2024-10-01,296,491,38,65,8,17,787,103,890
YOCALLA,consulta externa,personas de 40 a 49 anos,2024-10-01,20,39,0,0,0,0,59,0,59
YOTALA,consulta externa,personas de 40 a 49 anos,2024-10-01,54,116,6,25,11,16,170,31,201
YUNCHARA,consulta externa,personas de 40 a 49 anos,2024-10-01,38,97,8,12,0,0,135,20,155
YUNGUYO DE LITORAL,consulta externa,personas de 40 a 49 anos,2024-10-01,4,6,0,0,0,0,10,0,10
ZUDAÑEZ,consulta externa,personas de 40 a 49 anos,2024-10-01,57,132,18,56,0,0,189,74,263
ACACIO,consulta externa,personas de 40 a 49 anos,2024-11-01,31,56,0,1,0,0,87,1,88
ACHACACHI,consulta externa,personas de 40 a 49 anos,2024-11-01,164,260,14,43,8,7,424,57,481
ACHOCALLA,consulta externa,personas de 40 a 49 anos,2024-11-01,67,209,3,27,0,0,276,30,306
AIQUILE,consulta externa,personas de 40 a 49 anos,2024-11-01,108,180,41,82,20,42,288,123,411
ALALAY,consulta externa,personas de 40 a 49 anos,2024-11-01,8,13,2,4,3,2,21,6,27
ALCALA,consulta externa,personas de 40 a 49 anos,2024-11-01,33,57,12,23,3,3,90,35,125
ALTO BENI,consulta externa,personas de 40 a 49 anos,2024-11-01,82,120,8,15,0,0,202,23,225
ANCORAIMES,consulta externa,personas de 40 a 49 anos,2024-11-01,40,52,6,12,5,6,92,18,110
ANDAMARCA,consulta externa,personas de 40 a 49 anos,2024-11-01,22,23,3,5,0,0,45,8,53
ANTEQUERA,consulta externa,personas de 40 a 49 anos,2024-11-01,10,23,1,2,0,0,33,3,36
ANZALDO,consulta externa,personas de 40 a 49 anos,2024-11-01,27,48,2,5,7,8,75,7,82
APOLO,consulta externa,personas de 40 a 49 anos,2024-11-01,69,112,8,17,4,2,181,25,206
ARAMPAMPA,consulta externa,personas de 40 a 49 anos,2024-11-01,14,28,0,2,0,0,42,2,44
ARANI,consulta externa,personas de 40 a 49 anos,2024-11-01,17,29,9,19,0,0,46,28,74
ARBIETO,consulta externa,personas de 40 a 49 anos,2024-11-01,48,162,10,26,0,0,210,36,246
ARQUE,consulta externa,personas de 40 a 49 anos,2024-11-01,40,72,0,0,0,0,112,0,112
ASCENCION DE GUARAYOS,consulta externa,personas de 40 a 49 anos,2024-11-01,66,121,11,27,5,14,187,38,225
ATOCHA,consulta externa,personas de 40 a 49 anos,2024-11-01,262,245,69,67,25,24,507,136,643
AUCAPATA,consulta externa,personas de 40 a 49 anos,2024-11-01,42,37,5,4,8,6,79,9,88
AYATA,consulta externa,personas de 40 a 49 anos,2024-11-01,48,94,0,1,7,6,142,1,143
AYO AYO,consulta externa,personas de 40 a 49 anos,2024-11-01,30,57,2,3,0,0,87,5,92
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 40 a 49 anos,2024-11-01,123,196,33,18,6,6,319,51,370
AZURDUY,consulta externa,personas de 40 a 49 anos,2024-11-01,45,136,5,34,3,12,181,39,220
BATALLAS,consulta externa,personas de 40 a 49 anos,2024-11-01,28,57,12,23,0,0,85,35,120
BAURES,consulta externa,personas de 40 a 49 anos,2024-11-01,98,82,5,8,0,0,180,13,193
BELEN DE ANDAMARCA,consulta externa,personas de 40 a 49 anos,2024-11-01,11,7,0,1,0,0,18,1,19
BELEN DE URMIRI,consulta externa,personas de 40 a 49 anos,2024-11-01,10,8,0,0,0,1,18,0,18
BELLA FLOR,consulta externa,personas de 40 a 49 anos,2024-11-01,25,39,4,19,0,0,64,23,87
BERMEJO,consulta externa,personas de 40 a 49 anos,2024-11-01,409,728,96,191,49,83,1137,287,1424
BETANZOS,consulta externa,personas de 40 a 49 anos,2024-11-01,142,319,5,18,2,0,461,23,484
BOLIVAR,consulta externa,personas de 40 a 49 anos,2024-11-01,10,28,0,0,0,0,38,0,38
BOLPEBRA,consulta externa,personas de 40 a 49 anos,2024-11-01,18,17,2,7,0,0,35,9,44
BOYUIBE,consulta externa,personas de 40 a 49 anos,2024-11-01,27,40,3,11,0,0,67,14,81
BUENA VISTA,consulta externa,personas de 40 a 49 anos,2024-11-01,84,151,6,15,0,4,235,21,256
CABEZAS,consulta externa,personas de 40 a 49 anos,2024-11-01,215,306,30,37,6,4,521,67,588
CAIROMA,consulta externa,personas de 40 a 49 anos,2024-11-01,59,80,0,1,0,0,139,1,140
"CAIZA ""D""",consulta externa,personas de 40 a 49 anos,2024-11-01,67,122,1,3,3,0,189,4,193
CAJUATA,consulta externa,personas de 40 a 49 anos,2024-11-01,36,36,15,28,21,17,72,43,115
CALACOTO,consulta externa,personas de 40 a 49 anos,2024-11-01,19,41,0,5,0,0,60,5,65
CALAMARCA,consulta externa,personas de 40 a 49 anos,2024-11-01,27,75,2,3,0,0,102,5,107
CAMARGO,consulta externa,personas de 40 a 49 anos,2024-11-01,155,293,38,75,0,1,448,113,561
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 40 a 49 anos,2024-11-01,27,37,5,6,0,0,64,11,75
CAMIRI,consulta externa,personas de 40 a 49 anos,2024-11-01,140,262,78,128,1,0,402,206,608
CAPINOTA,consulta externa,personas de 40 a 49 anos,2024-11-01,106,182,17,35,0,0,288,52,340
CAQUIAVIRI,consulta externa,personas de 40 a 49 anos,2024-11-01,38,62,1,2,0,0,100,3,103
CARACOLLO,consulta externa,personas de 40 a 49 anos,2024-11-01,106,183,29,28,1,5,289,57,346
CARANAVI,consulta externa,personas de 40 a 49 anos,2024-11-01,270,474,73,100,6,24,744,173,917
CARANGAS,consulta externa,personas de 40 a 49 anos,2024-11-01,2,6,0,1,0,0,8,1,9
CARAPARI,consulta externa,personas de 40 a 49 anos,2024-11-01,166,295,9,35,1,1,461,44,505
CARIPUYO,consulta externa,personas de 40 a 49 anos,2024-11-01,37,51,0,1,0,0,88,1,89
CARMEN RIVERO TORREZ,consulta externa,personas de 40 a 49 anos,2024-11-01,35,54,2,2,1,1,89,4,93
CATACORA,consulta externa,personas de 40 a 49 anos,2024-11-01,10,12,1,1,0,0,22,2,24
CHACARILLA,consulta externa,personas de 40 a 49 anos,2024-11-01,16,6,1,2,3,9,22,3,25
CHALLAPATA,consulta externa,personas de 40 a 49 anos,2024-11-01,80,219,11,39,13,37,299,50,349
CHAQUI,consulta externa,personas de 40 a 49 anos,2024-11-01,24,41,0,1,0,0,65,1,66
CHARAGUA,consulta externa,personas de 40 a 49 anos,2024-11-01,159,313,9,50,10,14,472,59,531
CHARAÑA,consulta externa,personas de 40 a 49 anos,2024-11-01,30,24,7,5,0,0,54,12,66
CHAYANTA,consulta externa,personas de 40 a 49 anos,2024-11-01,75,93,19,12,0,0,168,31,199
CHIMORE,consulta externa,personas de 40 a 49 anos,2024-11-01,178,261,34,43,10,14,439,77,516
CHIPAYA,consulta externa,personas de 40 a 49 anos,2024-11-01,9,12,0,1,5,9,21,1,22
CHOQUE COTA,consulta externa,personas de 40 a 49 anos,2024-11-01,10,27,0,0,0,0,37,0,37
CHUA COCANI,consulta externa,personas de 40 a 49 anos,2024-11-01,3,10,6,10,0,0,13,16,29
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 40 a 49 anos,2024-11-01,86,160,14,40,10,3,246,54,300
CHUMA,consulta externa,personas de 40 a 49 anos,2024-11-01,60,90,9,9,14,7,150,18,168
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 40 a 49 anos,2024-11-01,77,79,15,9,1,0,156,24,180
CKOCHAS,consulta externa,personas de 40 a 49 anos,2024-11-01,75,143,0,0,1,0,218,0,218
CLIZA,consulta externa,personas de 40 a 49 anos,2024-11-01,83,143,35,72,0,0,226,107,333
COBIJA,consulta externa,personas de 40 a 49 anos,2024-11-01,472,774,196,410,2,5,1246,606,1852
COCAPATA,consulta externa,personas de 40 a 49 anos,2024-11-01,72,106,1,5,0,0,178,6,184
COCHABAMBA,consulta externa,personas de 40 a 49 anos,2024-11-01,6953,11309,4264,8472,323,608,18262,12736,30998
COIPASA,consulta externa,personas de 40 a 49 anos,2024-11-01,9,9,0,0,1,1,18,0,18
COLCAPIRHUA,consulta externa,personas de 40 a 49 anos,2024-11-01,225,541,170,230,5,1,766,400,1166
"COLCHA ""K""",consulta externa,personas de 40 a 49 anos,2024-11-01,321,276,18,12,20,8,597,30,627
COLLANA,consulta externa,personas de 40 a 49 anos,2024-11-01,14,34,7,6,0,0,48,13,61
COLOMI,consulta externa,personas de 40 a 49 anos,2024-11-01,43,110,8,13,13,20,153,21,174
COLPA BELGICA,consulta externa,personas de 40 a 49 anos,2024-11-01,45,76,16,44,5,3,121,60,181
COLQUECHACA,consulta externa,personas de 40 a 49 anos,2024-11-01,81,107,10,2,0,0,188,12,200
COLQUENCHA,consulta externa,personas de 40 a 49 anos,2024-11-01,16,75,0,7,0,0,91,7,98
COLQUIRI,consulta externa,personas de 40 a 49 anos,2024-11-01,104,98,3,1,1,0,202,4,206
COMANCHE,consulta externa,personas de 40 a 49 anos,2024-11-01,12,10,1,1,0,0,22,2,24
COMARAPA,consulta externa,personas de 40 a 49 anos,2024-11-01,99,220,14,47,0,0,319,61,380
COMBAYA,consulta externa,personas de 40 a 49 anos,2024-11-01,21,23,3,4,0,0,44,7,51
CONCEPCION,consulta externa,personas de 40 a 49 anos,2024-11-01,65,65,5,6,0,0,130,11,141
COPACABANA,consulta externa,personas de 40 a 49 anos,2024-11-01,41,88,1,0,0,0,129,1,130
CORIPATA,consulta externa,personas de 40 a 49 anos,2024-11-01,91,136,6,18,8,8,227,24,251
CORO CORO,consulta externa,personas de 40 a 49 anos,2024-11-01,47,102,14,16,0,0,149,30,179
COROICO,consulta externa,personas de 40 a 49 anos,2024-11-01,112,168,39,71,15,17,280,110,390
CORQUE,consulta externa,personas de 40 a 49 anos,2024-11-01,30,43,3,3,2,6,73,6,79
COTAGAITA,consulta externa,personas de 40 a 49 anos,2024-11-01,208,363,22,24,3,2,571,46,617
COTOCA,consulta externa,personas de 40 a 49 anos,2024-11-01,355,790,83,134,91,141,1145,217,1362
CRUZ DE MACHACAMARCA,consulta externa,personas de 40 a 49 anos,2024-11-01,0,3,0,0,0,0,3,0,3
CUATRO CAÑADAS,consulta externa,personas de 40 a 49 anos,2024-11-01,101,178,21,93,12,15,279,114,393
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 40 a 49 anos,2024-11-01,13,12,1,3,0,0,25,4,29
CUEVO,consulta externa,personas de 40 a 49 anos,2024-11-01,38,56,7,14,0,0,94,21,115
CULPINA,consulta externa,personas de 40 a 49 anos,2024-11-01,83,219,11,22,0,0,302,33,335
CURAHUARA DE CARANGAS,consulta externa,personas de 40 a 49 anos,2024-11-01,11,54,0,4,6,9,65,4,69
CURVA,consulta externa,personas de 40 a 49 anos,2024-11-01,23,15,2,2,3,2,38,4,42
DESAGUADERO,consulta externa,personas de 40 a 49 anos,2024-11-01,18,24,1,8,4,6,42,9,51
EL ALTO,consulta externa,personas de 40 a 49 anos,2024-11-01,2746,6295,1751,3611,441,815,9041,5362,14403
EL CHORO,consulta externa,personas de 40 a 49 anos,2024-11-01,10,36,1,1,0,0,46,2,48
EL PUENTE(STC),consulta externa,personas de 40 a 49 anos,2024-11-01,86,165,5,8,4,1,251,13,264
EL PUENTE(TJA),consulta externa,personas de 40 a 49 anos,2024-11-01,54,151,7,10,3,9,205,17,222
EL TORNO,consulta externa,personas de 40 a 49 anos,2024-11-01,309,564,237,295,0,0,873,532,1405
EL VILLAR,consulta externa,personas de 40 a 49 anos,2024-11-01,43,105,2,12,0,0,148,14,162
ENTRE RIOS TRJ,consulta externa,personas de 40 a 49 anos,2024-11-01,134,335,13,42,0,0,469,55,524
ENTRE RIOS CBBA,consulta externa,personas de 40 a 49 anos,2024-11-01,182,309,29,31,0,0,491,60,551
ESCARA,consulta externa,personas de 40 a 49 anos,2024-11-01,4,11,0,0,0,0,15,0,15
ESCOMA,consulta externa,personas de 40 a 49 anos,2024-11-01,17,22,0,0,0,0,39,0,39
ESMERALDA,consulta externa,personas de 40 a 49 anos,2024-11-01,10,20,0,0,1,5,30,0,30
EUCALIPTUS,consulta externa,personas de 40 a 49 anos,2024-11-01,13,37,1,3,5,6,50,4,54
EUREKA (SANTOS MERCADO),consulta externa,personas de 40 a 49 anos,2024-11-01,12,15,2,5,0,0,27,7,34
EXALTACION,consulta externa,personas de 40 a 49 anos,2024-11-01,14,31,0,0,4,6,45,0,45
FERNANDEZ ALONSO,consulta externa,personas de 40 a 49 anos,2024-11-01,75,170,5,36,0,0,245,41,286
FILADELFIA,consulta externa,personas de 40 a 49 anos,2024-11-01,83,91,7,15,0,0,174,22,196
GAIOC JATUN AYLLU YURA,consulta externa,personas de 40 a 49 anos,2024-11-01,38,68,2,0,0,0,106,2,108
GENERAL SAAVEDRA,consulta externa,personas de 40 a 49 anos,2024-11-01,132,269,40,46,0,0,401,86,487
GIA-TIM,consulta externa,personas de 40 a 49 anos,2024-11-01,26,32,0,2,3,2,58,2,60
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 40 a 49 anos,2024-11-01,66,67,6,6,0,0,133,12,145
GUANAY,consulta externa,personas de 40 a 49 anos,2024-11-01,58,90,33,48,0,0,148,81,229
GUAQUI,consulta externa,personas de 40 a 49 anos,2024-11-01,36,55,1,4,3,6,91,5,96
GUAYARAMERIN,consulta externa,personas de 40 a 49 anos,2024-11-01,194,438,97,198,32,24,632,295,927
GUTIERREZ,consulta externa,personas de 40 a 49 anos,2024-11-01,92,201,10,35,0,0,293,45,338
HUACARAJE,consulta externa,personas de 40 a 49 anos,2024-11-01,9,34,3,6,2,1,43,9,52
HUACARETA,consulta externa,personas de 40 a 49 anos,2024-11-01,62,87,15,23,29,63,149,38,187
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 40 a 49 anos,2024-11-01,39,53,9,12,0,0,92,21,113
HUACHACALLA,consulta externa,personas de 40 a 49 anos,2024-11-01,12,21,0,2,2,2,33,2,35
HUANUNI,consulta externa,personas de 40 a 49 anos,2024-11-01,592,380,299,136,1,7,972,435,1407
HUARINA,consulta externa,personas de 40 a 49 anos,2024-11-01,18,53,11,30,0,0,71,41,112
HUATAJATA,consulta externa,personas de 40 a 49 anos,2024-11-01,6,13,2,5,0,0,19,7,26
HUAYLLAMARCA,consulta externa,personas de 40 a 49 anos,2024-11-01,16,22,1,2,0,0,38,3,41
HUMANATA,consulta externa,personas de 40 a 49 anos,2024-11-01,7,7,1,0,0,0,14,1,15
ICHOCA,consulta externa,personas de 40 a 49 anos,2024-11-01,29,31,2,2,8,5,60,4,64
ICLA,consulta externa,personas de 40 a 49 anos,2024-11-01,40,123,19,38,0,0,163,57,220
INCAHUASI,consulta externa,personas de 40 a 49 anos,2024-11-01,67,147,11,11,14,20,214,22,236
INGAVI (HUMAITA),consulta externa,personas de 40 a 49 anos,2024-11-01,16,11,0,1,0,0,27,1,28
INQUISIVI,consulta externa,personas de 40 a 49 anos,2024-11-01,65,72,4,10,0,2,137,14,151
IRUPANA (VILLA DE LANZA),consulta externa,personas de 40 a 49 anos,2024-11-01,103,139,28,44,0,0,242,72,314
IXIAMAS,consulta externa,personas de 40 a 49 anos,2024-11-01,73,96,7,10,0,0,169,17,186
JESUS DE MACHACA,consulta externa,personas de 40 a 49 anos,2024-11-01,49,79,7,19,5,5,128,26,154
LA ASUNTA,consulta externa,personas de 40 a 49 anos,2024-11-01,179,273,17,45,61,78,452,62,514
LA GUARDIA,consulta externa,personas de 40 a 49 anos,2024-11-01,553,1212,122,315,40,56,1765,437,2202
LA PAZ,consulta externa,personas de 40 a 49 anos,2024-11-01,5963,13582,4135,9769,532,598,19545,13904,33449
LA RIVERA,consulta externa,personas de 40 a 49 anos,2024-11-01,6,0,1,0,0,0,6,1,7
LAGUNILLAS,consulta externa,personas de 40 a 49 anos,2024-11-01,61,140,8,13,0,0,201,21,222
LAJA,consulta externa,personas de 40 a 49 anos,2024-11-01,38,93,9,29,0,0,131,38,169
LAS CARRERAS,consulta externa,personas de 40 a 49 anos,2024-11-01,37,74,4,13,0,0,111,17,128
LICOMA PAMPA,consulta externa,personas de 40 a 49 anos,2024-11-01,15,23,1,1,1,0,38,2,40
LLALLAGUA,consulta externa,personas de 40 a 49 anos,2024-11-01,212,471,37,69,3,4,683,106,789
LLICA,consulta externa,personas de 40 a 49 anos,2024-11-01,26,50,1,3,1,1,76,4,80
LORETO,consulta externa,personas de 40 a 49 anos,2024-11-01,21,44,6,5,8,5,65,11,76
LURIBAY,consulta externa,personas de 40 a 49 anos,2024-11-01,60,93,3,3,0,0,153,6,159
MACHACAMARCA,consulta externa,personas de 40 a 49 anos,2024-11-01,21,48,5,5,6,4,69,10,79
MACHARETI,consulta externa,personas de 40 a 49 anos,2024-11-01,48,116,8,30,7,9,164,38,202
MAGDALENA,consulta externa,personas de 40 a 49 anos,2024-11-01,55,95,6,19,9,24,150,25,175
MAIRANA,consulta externa,personas de 40 a 49 anos,2024-11-01,42,79,18,52,0,0,121,70,191
MALLA,consulta externa,personas de 40 a 49 anos,2024-11-01,14,12,0,1,0,0,26,1,27
MAPIRI,consulta externa,personas de 40 a 49 anos,2024-11-01,80,164,12,13,0,0,244,25,269
