,group,variable,month,PERSONAS DE 10 A 14 AÑOS NUEVO,PERSONAS DE 10 A 14 AÑOS NUEVO,PERSONAS DE 10 A 14 AÑOS REPETIDO,PERSONAS DE 10 A 14 AÑOS REPETIDO,PERSONAS DE 10 A 14 AÑOS PRIMERA,PERSONAS DE 10 A 14 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
SAN RAFAEL,consulta externa,personas de 10 a 14 anos,2024-09-01,43,35,1,4,0,0,78,5,83
SAN RAMON BENI,consulta externa,personas de 10 a 14 anos,2024-09-01,31,40,5,7,0,0,71,12,83
SAN RAMON SCZ,consulta externa,personas de 10 a 14 anos,2024-09-01,34,35,0,0,0,0,69,0,69
SANTA ANA,consulta externa,personas de 10 a 14 anos,2024-09-01,78,81,2,2,0,0,159,4,163
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 10 a 14 anos,2024-09-01,4342,4214,1393,1327,434,421,8556,2720,11276
SANTA ROSA,consulta externa,personas de 10 a 14 anos,2024-09-01,93,79,2,7,0,2,172,9,181
SANTA ROSA DEL SARA,consulta externa,personas de 10 a 14 anos,2024-09-01,96,151,5,10,12,15,247,15,262
SANTIAGO DE CALLAPA,consulta externa,personas de 10 a 14 anos,2024-09-01,25,20,1,0,0,0,45,1,46
SANTIAGO DE HUARI,consulta externa,personas de 10 a 14 anos,2024-09-01,46,44,2,0,1,0,90,2,92
SANTIAGO DE HUATA,consulta externa,personas de 10 a 14 anos,2024-09-01,27,27,9,8,0,0,54,17,71
SANTIAGO DE MACHACA,consulta externa,personas de 10 a 14 anos,2024-09-01,24,38,0,0,0,0,62,0,62
SANTIVAÑES,consulta externa,personas de 10 a 14 anos,2024-09-01,41,38,2,1,0,0,79,3,82
SANTUARIO DE QUILLACAS,consulta externa,personas de 10 a 14 anos,2024-09-01,28,25,1,5,25,39,53,6,59
SAPAHAQUI,consulta externa,personas de 10 a 14 anos,2024-09-01,30,33,3,1,3,4,63,4,67
SENA,consulta externa,personas de 10 a 14 anos,2024-09-01,68,93,1,0,0,0,161,1,162
SHINAOTA,consulta externa,personas de 10 a 14 anos,2024-09-01,135,104,25,9,10,10,239,34,273
SICA SICA (VILLA AROMA),consulta externa,personas de 10 a 14 anos,2024-09-01,79,84,2,8,30,34,163,10,173
SICAYA,consulta externa,personas de 10 a 14 anos,2024-09-01,16,16,0,0,0,0,32,0,32
SIPE SIPE,consulta externa,personas de 10 a 14 anos,2024-09-01,155,167,39,23,0,0,322,62,384
SOPACHUY,consulta externa,personas de 10 a 14 anos,2024-09-01,65,84,5,11,0,0,149,16,165
SORACACHI,consulta externa,personas de 10 a 14 anos,2024-09-01,59,73,3,4,2,0,132,7,139
SORATA,consulta externa,personas de 10 a 14 anos,2024-09-01,47,53,4,7,15,16,100,11,111
SUCRE,consulta externa,personas de 10 a 14 anos,2024-09-01,1911,1856,667,509,173,157,3767,1176,4943
TACACHI,consulta externa,personas de 10 a 14 anos,2024-09-01,6,8,0,1,0,0,14,1,15
TACACOMA,consulta externa,personas de 10 a 14 anos,2024-09-01,40,45,3,1,0,0,85,4,89
TACOBAMBA,consulta externa,personas de 10 a 14 anos,2024-09-01,42,54,0,0,0,0,96,0,96
TACOPAYA,consulta externa,personas de 10 a 14 anos,2024-09-01,28,37,1,0,3,2,65,1,66
TAHUA,consulta externa,personas de 10 a 14 anos,2024-09-01,6,7,0,2,0,0,13,2,15
TAPACARI,consulta externa,personas de 10 a 14 anos,2024-09-01,83,84,0,0,0,0,167,0,167
TARABUCO,consulta externa,personas de 10 a 14 anos,2024-09-01,51,78,4,3,0,0,129,7,136
TARACO,consulta externa,personas de 10 a 14 anos,2024-09-01,40,27,10,10,0,0,67,20,87
TARATA,consulta externa,personas de 10 a 14 anos,2024-09-01,23,20,2,2,0,0,43,4,47
TARIJA,consulta externa,personas de 10 a 14 anos,2024-09-01,1813,1722,295,261,148,174,3535,556,4091
TARVITA,consulta externa,personas de 10 a 14 anos,2024-09-01,134,145,5,4,6,10,279,9,288
TEOPONTE,consulta externa,personas de 10 a 14 anos,2024-09-01,51,55,0,0,0,0,106,0,106
TIAHUANACU,consulta externa,personas de 10 a 14 anos,2024-09-01,54,57,20,26,0,0,111,46,157
TINGUIPAYA,consulta externa,personas de 10 a 14 anos,2024-09-01,144,145,0,0,2,0,289,0,289
TIPUANI,consulta externa,personas de 10 a 14 anos,2024-09-01,40,33,1,1,0,0,73,2,75
TIQUIPAYA,consulta externa,personas de 10 a 14 anos,2024-09-01,213,234,14,21,0,0,447,35,482
TIRAQUE (CBBA),consulta externa,personas de 10 a 14 anos,2024-09-01,54,59,7,9,0,0,113,16,129
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 10 a 14 anos,2024-09-01,21,7,3,0,0,0,28,3,31
TOCO,consulta externa,personas de 10 a 14 anos,2024-09-01,18,16,2,2,0,1,34,4,38
TODOS SANTOS,consulta externa,personas de 10 a 14 anos,2024-09-01,1,3,0,0,0,0,4,0,4
TOLATA,consulta externa,personas de 10 a 14 anos,2024-09-01,17,16,2,8,0,0,33,10,43
TOLEDO,consulta externa,personas de 10 a 14 anos,2024-09-01,12,29,0,0,0,0,41,0,41
TOMAVE,consulta externa,personas de 10 a 14 anos,2024-09-01,39,56,0,0,0,0,95,0,95
TOMINA,consulta externa,personas de 10 a 14 anos,2024-09-01,70,81,5,7,0,0,151,12,163
TORO TORO,consulta externa,personas de 10 a 14 anos,2024-09-01,65,76,2,0,0,0,141,2,143
TOTORA(CBBA),consulta externa,personas de 10 a 14 anos,2024-09-01,55,59,0,6,5,2,114,6,120
TOTORA(ORR),consulta externa,personas de 10 a 14 anos,2024-09-01,21,14,0,0,3,0,35,0,35
TRIGAL,consulta externa,personas de 10 a 14 anos,2024-09-01,10,12,1,0,0,0,22,1,23
TRINIDAD,consulta externa,personas de 10 a 14 anos,2024-09-01,446,482,89,105,129,104,928,194,1122
TUPIZA,consulta externa,personas de 10 a 14 anos,2024-09-01,465,471,52,37,22,26,936,89,1025
TURCO,consulta externa,personas de 10 a 14 anos,2024-09-01,28,34,2,1,0,0,62,3,65
UMALA,consulta externa,personas de 10 a 14 anos,2024-09-01,34,38,4,1,5,4,72,5,77
UNCIA,consulta externa,personas de 10 a 14 anos,2024-09-01,129,108,10,14,9,10,237,24,261
URIONDO (A. CONCEPCION),consulta externa,personas de 10 a 14 anos,2024-09-01,102,117,3,8,51,47,219,11,230
URUBICHA,consulta externa,personas de 10 a 14 anos,2024-09-01,28,37,0,0,0,0,65,0,65
UYUNI,consulta externa,personas de 10 a 14 anos,2024-09-01,205,225,14,13,9,6,430,27,457
VACAS,consulta externa,personas de 10 a 14 anos,2024-09-01,26,45,0,3,0,0,71,3,74
VALLEGRANDE,consulta externa,personas de 10 a 14 anos,2024-09-01,118,98,13,20,10,20,216,33,249
VIACHA,consulta externa,personas de 10 a 14 anos,2024-09-01,387,367,86,92,48,41,754,178,932
VILA VILA,consulta externa,personas de 10 a 14 anos,2024-09-01,18,41,0,0,0,1,59,0,59
VILLA CHARCAS,consulta externa,personas de 10 a 14 anos,2024-09-01,186,218,0,2,6,9,404,2,406
VILLA MONTES,consulta externa,personas de 10 a 14 anos,2024-09-01,328,390,17,21,22,17,718,38,756
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 10 a 14 anos,2024-09-01,30,42,5,3,0,0,72,8,80
VILLA RIVERO,consulta externa,personas de 10 a 14 anos,2024-09-01,23,25,3,1,0,1,48,4,52
VILLA SERRANO,consulta externa,personas de 10 a 14 anos,2024-09-01,100,101,9,6,0,0,201,15,216
VILLA TUNARI,consulta externa,personas de 10 a 14 anos,2024-09-01,489,449,49,29,24,23,938,78,1016
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 10 a 14 anos,2024-09-01,94,88,0,5,0,0,182,5,187
VILLAZON,consulta externa,personas de 10 a 14 anos,2024-09-01,224,275,20,21,55,58,499,41,540
VINTO,consulta externa,personas de 10 a 14 anos,2024-09-01,214,199,27,26,0,0,413,53,466
VITICHI,consulta externa,personas de 10 a 14 anos,2024-09-01,55,47,0,0,11,7,102,0,102
WALDO BALLIVIAN,consulta externa,personas de 10 a 14 anos,2024-09-01,12,12,1,0,0,0,24,1,25
WARNES,consulta externa,personas de 10 a 14 anos,2024-09-01,633,656,78,101,9,11,1289,179,1468
YACO,consulta externa,personas de 10 a 14 anos,2024-09-01,42,47,0,3,0,0,89,3,92
YACUIBA,consulta externa,personas de 10 a 14 anos,2024-09-01,778,694,123,148,135,112,1472,271,1743
YAMPARAEZ,consulta externa,personas de 10 a 14 anos,2024-09-01,47,42,0,1,3,3,89,1,90
YANACACHI,consulta externa,personas de 10 a 14 anos,2024-09-01,26,42,1,0,5,11,68,1,69
YAPACANI,consulta externa,personas de 10 a 14 anos,2024-09-01,251,198,40,253,2,2,449,293,742
YOCALLA,consulta externa,personas de 10 a 14 anos,2024-09-01,20,26,0,1,1,1,46,1,47
YOTALA,consulta externa,personas de 10 a 14 anos,2024-09-01,50,57,10,6,14,11,107,16,123
YUNCHARA,consulta externa,personas de 10 a 14 anos,2024-09-01,73,70,2,1,4,7,143,3,146
YUNGUYO DE LITORAL,consulta externa,personas de 10 a 14 anos,2024-09-01,1,1,0,0,0,0,2,0,2
ZUDAÑEZ,consulta externa,personas de 10 a 14 anos,2024-09-01,56,78,3,10,0,0,134,13,147
ACACIO,consulta externa,personas de 10 a 14 anos,2024-10-01,31,35,0,0,0,0,66,0,66
ACHACACHI,consulta externa,personas de 10 a 14 anos,2024-10-01,119,113,19,16,5,4,232,35,267
ACHOCALLA,consulta externa,personas de 10 a 14 anos,2024-10-01,84,110,4,8,0,0,194,12,206
AIQUILE,consulta externa,personas de 10 a 14 anos,2024-10-01,90,86,16,20,25,31,176,36,212
ALALAY,consulta externa,personas de 10 a 14 anos,2024-10-01,5,7,1,1,2,1,12,2,14
ALCALA,consulta externa,personas de 10 a 14 anos,2024-10-01,31,39,5,3,8,7,70,8,78
ALTO BENI,consulta externa,personas de 10 a 14 anos,2024-10-01,62,76,0,0,0,0,138,0,138
ANCORAIMES,consulta externa,personas de 10 a 14 anos,2024-10-01,29,28,7,4,8,14,57,11,68
ANDAMARCA,consulta externa,personas de 10 a 14 anos,2024-10-01,39,39,1,3,0,0,78,4,82
ANTEQUERA,consulta externa,personas de 10 a 14 anos,2024-10-01,18,14,0,1,0,0,32,1,33
ANZALDO,consulta externa,personas de 10 a 14 anos,2024-10-01,32,48,1,2,6,5,80,3,83
APOLO,consulta externa,personas de 10 a 14 anos,2024-10-01,59,79,2,3,2,2,138,5,143
ARAMPAMPA,consulta externa,personas de 10 a 14 anos,2024-10-01,21,21,0,2,0,0,42,2,44
ARANI,consulta externa,personas de 10 a 14 anos,2024-10-01,19,20,3,6,0,0,39,9,48
ARBIETO,consulta externa,personas de 10 a 14 anos,2024-10-01,91,92,6,7,0,0,183,13,196
ARQUE,consulta externa,personas de 10 a 14 anos,2024-10-01,38,51,1,0,0,0,89,1,90
ASCENCION DE GUARAYOS,consulta externa,personas de 10 a 14 anos,2024-10-01,95,85,7,9,62,58,180,16,196
ATOCHA,consulta externa,personas de 10 a 14 anos,2024-10-01,143,140,14,14,11,14,283,28,311
AUCAPATA,consulta externa,personas de 10 a 14 anos,2024-10-01,14,32,0,0,4,4,46,0,46
AYATA,consulta externa,personas de 10 a 14 anos,2024-10-01,39,64,0,1,12,27,103,1,104
AYO AYO,consulta externa,personas de 10 a 14 anos,2024-10-01,92,102,0,2,0,0,194,2,196
AYOPAYA (V. DE INDEPENDENCIA),consulta externa,personas de 10 a 14 anos,2024-10-01,115,125,22,15,19,14,240,37,277
AZURDUY,consulta externa,personas de 10 a 14 anos,2024-10-01,73,57,6,5,0,0,130,11,141
BATALLAS,consulta externa,personas de 10 a 14 anos,2024-10-01,36,52,14,15,0,1,88,29,117
BAURES,consulta externa,personas de 10 a 14 anos,2024-10-01,82,90,2,4,0,0,172,6,178
BELEN DE ANDAMARCA,consulta externa,personas de 10 a 14 anos,2024-10-01,8,19,0,0,0,0,27,0,27
BELEN DE URMIRI,consulta externa,personas de 10 a 14 anos,2024-10-01,4,11,0,1,0,0,15,1,16
BELLA FLOR,consulta externa,personas de 10 a 14 anos,2024-10-01,31,39,4,1,0,0,70,5,75
BERMEJO,consulta externa,personas de 10 a 14 anos,2024-10-01,264,261,32,19,5,7,525,51,576
BETANZOS,consulta externa,personas de 10 a 14 anos,2024-10-01,166,201,3,8,0,0,367,11,378
BOLIVAR,consulta externa,personas de 10 a 14 anos,2024-10-01,17,19,0,0,0,0,36,0,36
BOLPEBRA,consulta externa,personas de 10 a 14 anos,2024-10-01,17,20,1,0,0,0,37,1,38
BOYUIBE,consulta externa,personas de 10 a 14 anos,2024-10-01,122,107,41,41,0,0,229,82,311
BUENA VISTA,consulta externa,personas de 10 a 14 anos,2024-10-01,86,72,0,5,7,0,158,5,163
CABEZAS,consulta externa,personas de 10 a 14 anos,2024-10-01,303,345,2,6,9,10,648,8,656
CAIROMA,consulta externa,personas de 10 a 14 anos,2024-10-01,16,24,0,1,16,11,40,1,41
"CAIZA ""D""",consulta externa,personas de 10 a 14 anos,2024-10-01,94,106,3,0,0,0,200,3,203
CAJUATA,consulta externa,personas de 10 a 14 anos,2024-10-01,36,39,57,44,5,8,75,101,176
CALACOTO,consulta externa,personas de 10 a 14 anos,2024-10-01,27,24,1,0,0,0,51,1,52
CALAMARCA,consulta externa,personas de 10 a 14 anos,2024-10-01,62,69,2,5,0,0,131,7,138
CAMARGO,consulta externa,personas de 10 a 14 anos,2024-10-01,156,146,16,18,0,0,302,34,336
CAMATAQUI (C. VILLA ABECIA),consulta externa,personas de 10 a 14 anos,2024-10-01,25,21,1,0,0,0,46,1,47
CAMIRI,consulta externa,personas de 10 a 14 anos,2024-10-01,90,97,26,28,13,9,187,54,241
CAPINOTA,consulta externa,personas de 10 a 14 anos,2024-10-01,81,106,4,5,0,0,187,9,196
CAQUIAVIRI,consulta externa,personas de 10 a 14 anos,2024-10-01,49,51,0,0,0,0,100,0,100
CARACOLLO,consulta externa,personas de 10 a 14 anos,2024-10-01,141,131,12,9,19,10,272,21,293
CARANAVI,consulta externa,personas de 10 a 14 anos,2024-10-01,256,251,46,17,2,3,507,63,570
CARANGAS,consulta externa,personas de 10 a 14 anos,2024-10-01,3,1,1,0,1,0,4,1,5
CARAPARI,consulta externa,personas de 10 a 14 anos,2024-10-01,193,157,3,5,0,1,350,8,358
CARIPUYO,consulta externa,personas de 10 a 14 anos,2024-10-01,42,57,1,1,0,0,99,2,101
CARMEN RIVERO TORREZ,consulta externa,personas de 10 a 14 anos,2024-10-01,27,41,0,1,2,0,68,1,69
CATACORA,consulta externa,personas de 10 a 14 anos,2024-10-01,13,8,1,0,0,0,21,1,22
CHACARILLA,consulta externa,personas de 10 a 14 anos,2024-10-01,9,6,0,0,2,7,15,0,15
CHALLAPATA,consulta externa,personas de 10 a 14 anos,2024-10-01,104,137,14,11,12,15,241,25,266
CHAQUI,consulta externa,personas de 10 a 14 anos,2024-10-01,58,42,1,0,0,0,100,1,101
CHARAGUA,consulta externa,personas de 10 a 14 anos,2024-10-01,300,266,13,13,2,2,566,26,592
CHARAÑA,consulta externa,personas de 10 a 14 anos,2024-10-01,19,18,1,0,0,0,37,1,38
CHAYANTA,consulta externa,personas de 10 a 14 anos,2024-10-01,86,88,4,2,0,0,174,6,180
CHIMORE,consulta externa,personas de 10 a 14 anos,2024-10-01,183,215,7,18,12,7,398,25,423
CHIPAYA,consulta externa,personas de 10 a 14 anos,2024-10-01,7,6,1,0,0,0,13,1,14
CHOQUE COTA,consulta externa,personas de 10 a 14 anos,2024-10-01,9,7,0,0,0,0,16,0,16
CHUA COCANI,consulta externa,personas de 10 a 14 anos,2024-10-01,11,6,4,5,0,0,17,9,26
CHULUMANI (V. DE LA LIBERTAD),consulta externa,personas de 10 a 14 anos,2024-10-01,82,76,8,6,6,8,158,14,172
CHUMA,consulta externa,personas de 10 a 14 anos,2024-10-01,41,46,2,0,7,6,87,2,89
CHUQUIHUTA AYLLU JUCUMANI,consulta externa,personas de 10 a 14 anos,2024-10-01,37,47,4,2,0,0,84,6,90
CKOCHAS,consulta externa,personas de 10 a 14 anos,2024-10-01,110,101,0,0,3,4,211,0,211
CLIZA,consulta externa,personas de 10 a 14 anos,2024-10-01,88,72,16,17,0,0,160,33,193
COBIJA,consulta externa,personas de 10 a 14 anos,2024-10-01,345,371,63,84,4,0,716,147,863
COCAPATA,consulta externa,personas de 10 a 14 anos,2024-10-01,63,62,0,1,0,0,125,1,126
COCHABAMBA,consulta externa,personas de 10 a 14 anos,2024-10-01,4071,3825,1794,1546,159,159,7896,3340,11236
COIPASA,consulta externa,personas de 10 a 14 anos,2024-10-01,0,3,0,0,0,0,3,0,3
COLCAPIRHUA,consulta externa,personas de 10 a 14 anos,2024-10-01,181,213,70,54,0,0,394,124,518
"COLCHA ""K""",consulta externa,personas de 10 a 14 anos,2024-10-01,196,230,19,6,9,9,426,25,451
COLLANA,consulta externa,personas de 10 a 14 anos,2024-10-01,12,8,0,0,0,0,20,0,20
COLOMI,consulta externa,personas de 10 a 14 anos,2024-10-01,63,67,4,3,24,27,130,7,137
COLPA BELGICA,consulta externa,personas de 10 a 14 anos,2024-10-01,63,47,13,10,10,3,110,23,133
COLQUECHACA,consulta externa,personas de 10 a 14 anos,2024-10-01,50,54,1,0,0,0,104,1,105
COLQUENCHA,consulta externa,personas de 10 a 14 anos,2024-10-01,37,29,9,2,0,0,66,11,77
COLQUIRI,consulta externa,personas de 10 a 14 anos,2024-10-01,124,118,28,28,1,2,242,56,298
COMANCHE,consulta externa,personas de 10 a 14 anos,2024-10-01,16,19,0,3,0,0,35,3,38
COMARAPA,consulta externa,personas de 10 a 14 anos,2024-10-01,81,82,27,8,0,0,163,35,198
COMBAYA,consulta externa,personas de 10 a 14 anos,2024-10-01,19,16,4,1,0,0,35,5,40
CONCEPCION,consulta externa,personas de 10 a 14 anos,2024-10-01,57,60,2,1,0,0,117,3,120
COPACABANA,consulta externa,personas de 10 a 14 anos,2024-10-01,29,30,1,3,0,0,59,4,63
CORIPATA,consulta externa,personas de 10 a 14 anos,2024-10-01,67,61,6,5,5,2,128,11,139
CORO CORO,consulta externa,personas de 10 a 14 anos,2024-10-01,43,74,4,5,4,11,117,9,126
COROICO,consulta externa,personas de 10 a 14 anos,2024-10-01,103,97,7,17,11,13,200,24,224
CORQUE,consulta externa,personas de 10 a 14 anos,2024-10-01,81,57,5,2,1,0,138,7,145
COTAGAITA,consulta externa,personas de 10 a 14 anos,2024-10-01,205,195,10,9,5,5,400,19,419
COTOCA,consulta externa,personas de 10 a 14 anos,2024-10-01,429,444,62,58,73,81,873,120,993
CUATRO CAÑADAS,consulta externa,personas de 10 a 14 anos,2024-10-01,96,125,6,20,8,7,221,26,247
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 10 a 14 anos,2024-10-01,13,12,1,0,0,0,25,1,26
CUEVO,consulta externa,personas de 10 a 14 anos,2024-10-01,39,57,0,1,0,0,96,1,97
CULPINA,consulta externa,personas de 10 a 14 anos,2024-10-01,73,89,25,28,10,12,162,53,215
CURAHUARA DE CARANGAS,consulta externa,personas de 10 a 14 anos,2024-10-01,22,17,1,1,1,6,39,2,41
CURVA,consulta externa,personas de 10 a 14 anos,2024-10-01,13,17,1,0,6,7,30,1,31
DESAGUADERO,consulta externa,personas de 10 a 14 anos,2024-10-01,20,16,1,0,3,4,36,1,37
EL ALTO,consulta externa,personas de 10 a 14 anos,2024-10-01,2581,2501,721,708,352,277,5082,1429,6511
EL CHORO,consulta externa,personas de 10 a 14 anos,2024-10-01,14,32,1,2,0,0,46,3,49
EL PUENTE(STC),consulta externa,personas de 10 a 14 anos,2024-10-01,71,99,1,2,3,0,170,3,173
EL PUENTE(TJA),consulta externa,personas de 10 a 14 anos,2024-10-01,65,54,1,0,8,10,119,1,120
EL TORNO,consulta externa,personas de 10 a 14 anos,2024-10-01,297,329,319,313,0,0,626,632,1258
EL VILLAR,consulta externa,personas de 10 a 14 anos,2024-10-01,91,63,1,0,0,0,154,1,155
ENTRE RIOS TRJ,consulta externa,personas de 10 a 14 anos,2024-10-01,168,227,2,1,0,0,395,3,398
ENTRE RIOS CBBA,consulta externa,personas de 10 a 14 anos,2024-10-01,179,150,16,10,0,0,329,26,355
ESCARA,consulta externa,personas de 10 a 14 anos,2024-10-01,6,3,0,0,0,0,9,0,9
ESCOMA,consulta externa,personas de 10 a 14 anos,2024-10-01,15,24,0,0,0,0,39,0,39
ESMERALDA,consulta externa,personas de 10 a 14 anos,2024-10-01,0,3,1,0,0,0,3,1,4
EUCALIPTUS,consulta externa,personas de 10 a 14 anos,2024-10-01,27,14,0,1,4,3,41,1,42
EUREKA (SANTOS MERCADO),consulta externa,personas de 10 a 14 anos,2024-10-01,5,8,0,0,0,0,13,0,13
EXALTACION,consulta externa,personas de 10 a 14 anos,2024-10-01,33,42,0,0,6,3,75,0,75
FERNANDEZ ALONSO,consulta externa,personas de 10 a 14 anos,2024-10-01,94,100,8,10,0,0,194,18,212
FILADELFIA,consulta externa,personas de 10 a 14 anos,2024-10-01,69,90,0,0,0,0,159,0,159
GAIOC JATUN AYLLU YURA,consulta externa,personas de 10 a 14 anos,2024-10-01,30,39,0,0,0,0,69,0,69
GENERAL SAAVEDRA,consulta externa,personas de 10 a 14 anos,2024-10-01,148,172,9,7,0,0,320,16,336
GIA-TIM,consulta externa,personas de 10 a 14 anos,2024-10-01,40,30,2,0,1,0,70,2,72
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 10 a 14 anos,2024-10-01,39,37,1,1,0,0,76,2,78
GUANAY,consulta externa,personas de 10 a 14 anos,2024-10-01,43,54,13,11,0,0,97,24,121
GUAQUI,consulta externa,personas de 10 a 14 anos,2024-10-01,23,44,0,4,4,10,67,4,71
GUAYARAMERIN,consulta externa,personas de 10 a 14 anos,2024-10-01,236,235,52,54,21,18,471,106,577
GUTIERREZ,consulta externa,personas de 10 a 14 anos,2024-10-01,103,140,5,4,0,0,243,9,252
HUACARAJE,consulta externa,personas de 10 a 14 anos,2024-10-01,21,32,2,8,0,1,53,10,63
HUACARETA,consulta externa,personas de 10 a 14 anos,2024-10-01,102,83,4,2,14,2,185,6,191
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 10 a 14 anos,2024-10-01,25,36,0,1,0,0,61,1,62
HUACHACALLA,consulta externa,personas de 10 a 14 anos,2024-10-01,18,17,0,1,0,1,35,1,36
HUANUNI,consulta externa,personas de 10 a 14 anos,2024-10-01,114,108,42,20,1,1,222,62,284
HUARINA,consulta externa,personas de 10 a 14 anos,2024-10-01,24,38,7,10,0,0,62,17,79
HUATAJATA,consulta externa,personas de 10 a 14 anos,2024-10-01,4,9,3,0,0,0,13,3,16
HUAYLLAMARCA,consulta externa,personas de 10 a 14 anos,2024-10-01,15,20,0,1,0,1,35,1,36
HUMANATA,consulta externa,personas de 10 a 14 anos,2024-10-01,9,3,0,0,0,0,12,0,12
ICHOCA,consulta externa,personas de 10 a 14 anos,2024-10-01,33,25,0,0,3,1,58,0,58
ICLA,consulta externa,personas de 10 a 14 anos,2024-10-01,41,55,0,1,0,0,96,1,97
INCAHUASI,consulta externa,personas de 10 a 14 anos,2024-10-01,86,95,1,0,17,15,181,1,182
INGAVI (HUMAITA),consulta externa,personas de 10 a 14 anos,2024-10-01,6,6,2,0,0,0,12,2,14
INQUISIVI,consulta externa,personas de 10 a 14 anos,2024-10-01,44,49,1,1,2,0,93,2,95
IRUPANA (VILLA DE LANZA),consulta externa,personas de 10 a 14 anos,2024-10-01,67,95,12,23,5,1,162,35,197
IXIAMAS,consulta externa,personas de 10 a 14 anos,2024-10-01,65,85,1,4,0,1,150,5,155
JESUS DE MACHACA,consulta externa,personas de 10 a 14 anos,2024-10-01,48,84,1,12,3,7,132,13,145
LA ASUNTA,consulta externa,personas de 10 a 14 anos,2024-10-01,171,185,18,9,74,91,356,27,383
LA GUARDIA,consulta externa,personas de 10 a 14 anos,2024-10-01,471,509,95,100,15,20,980,195,1175
LA PAZ,consulta externa,personas de 10 a 14 anos,2024-10-01,4044,3664,1940,1620,178,163,7708,3560,11268
LA RIVERA,consulta externa,personas de 10 a 14 anos,2024-10-01,11,14,0,0,0,0,25,0,25
LAGUNILLAS,consulta externa,personas de 10 a 14 anos,2024-10-01,62,81,2,2,0,0,143,4,147
LAJA,consulta externa,personas de 10 a 14 anos,2024-10-01,37,58,7,7,0,0,95,14,109
LAS CARRERAS,consulta externa,personas de 10 a 14 anos,2024-10-01,24,48,0,2,0,0,72,2,74
LICOMA PAMPA,consulta externa,personas de 10 a 14 anos,2024-10-01,12,14,0,0,0,0,26,0,26
LLALLAGUA,consulta externa,personas de 10 a 14 anos,2024-10-01,196,210,13,3,4,2,406,16,422
LLICA,consulta externa,personas de 10 a 14 anos,2024-10-01,12,23,0,0,0,6,35,0,35
LORETO,consulta externa,personas de 10 a 14 anos,2024-10-01,69,70,1,3,9,8,139,4,143
LURIBAY,consulta externa,personas de 10 a 14 anos,2024-10-01,61,44,3,0,0,0,105,3,108
MACHACAMARCA,consulta externa,personas de 10 a 14 anos,2024-10-01,26,33,1,4,6,5,59,5,64
MACHARETI,consulta externa,personas de 10 a 14 anos,2024-10-01,150,168,3,3,1,2,318,6,324
MAGDALENA,consulta externa,personas de 10 a 14 anos,2024-10-01,58,67,12,14,25,17,125,26,151
MAIRANA,consulta externa,personas de 10 a 14 anos,2024-10-01,47,57,14,9,0,0,104,23,127
MALLA,consulta externa,personas de 10 a 14 anos,2024-10-01,9,6,0,0,0,0,15,0,15
MAPIRI,consulta externa,personas de 10 a 14 anos,2024-10-01,59,59,2,3,0,0,118,5,123
MECAPACA,consulta externa,personas de 10 a 14 anos,2024-10-01,33,26,8,9,0,0,59,17,76
MINEROS,consulta externa,personas de 10 a 14 anos,2024-10-01,90,121,3,17,4,5,211,20,231
MIZQUE,consulta externa,personas de 10 a 14 anos,2024-10-01,116,111,7,9,31,19,227,16,243
MOCOMOCO,consulta externa,personas de 10 a 14 anos,2024-10-01,41,54,2,4,0,0,95,6,101
MOJINETE,consulta externa,personas de 10 a 14 anos,2024-10-01,12,21,2,1,0,0,33,3,36
MOJOCOYA,consulta externa,personas de 10 a 14 anos,2024-10-01,71,82,0,0,0,0,153,0,153
MONTEAGUDO,consulta externa,personas de 10 a 14 anos,2024-10-01,267,244,18,27,2,2,511,45,556
MONTERO,consulta externa,personas de 10 a 14 anos,2024-10-01,1037,1083,231,260,6,2,2120,491,2611
MORO MORO,consulta externa,personas de 10 a 14 anos,2024-10-01,12,16,0,2,0,0,28,2,30
MOROCHATA,consulta externa,personas de 10 a 14 anos,2024-10-01,26,22,0,0,1,4,48,0,48
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 10 a 14 anos,2024-10-01,27,23,1,0,0,0,50,1,51
NAZACARA DE PACAJES,consulta externa,personas de 10 a 14 anos,2024-10-01,5,1,0,0,0,0,6,0,6
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 10 a 14 anos,2024-10-01,15,8,0,0,0,0,23,0,23
OCURI,consulta externa,personas de 10 a 14 anos,2024-10-01,86,66,2,2,0,0,152,4,156
OKINAWA,consulta externa,personas de 10 a 14 anos,2024-10-01,57,76,10,24,0,0,133,34,167
OMEREQUE,consulta externa,personas de 10 a 14 anos,2024-10-01,19,20,0,1,0,0,39,1,40
ORURO,consulta externa,personas de 10 a 14 anos,2024-10-01,2194,2074,450,409,291,284,4268,859,5127
PADCAYA,consulta externa,personas de 10 a 14 anos,2024-10-01,154,190,6,4,22,26,344,10,354
