,group,variable,month,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS NUEVO,PERSONAS DE 5 A 9 AÑOS REPETIDO,PERSONAS DE 5 A 9 AÑOS REPETIDO,PERSONAS DE 5 A 9 AÑOS PRIMERA,PERSONAS DE 5 A 9 AÑOS PRIMERA,TOTALES,TOTALES,TOTALES
COLQUIRI,consulta externa,personas de 5 a 9 anos,2024-10-01,115,128,36,16,0,3,243,52,295
COMANCHE,consulta externa,personas de 5 a 9 anos,2024-10-01,5,13,1,3,0,0,18,4,22
COMARAPA,consulta externa,personas de 5 a 9 anos,2024-10-01,131,148,20,28,0,0,279,48,327
COMBAYA,consulta externa,personas de 5 a 9 anos,2024-10-01,17,13,0,2,0,0,30,2,32
CONCEPCION,consulta externa,personas de 5 a 9 anos,2024-10-01,101,76,9,4,0,2,177,13,190
COPACABANA,consulta externa,personas de 5 a 9 anos,2024-10-01,43,33,1,0,0,0,76,1,77
CORIPATA,consulta externa,personas de 5 a 9 anos,2024-10-01,109,83,12,6,5,3,192,18,210
CORO CORO,consulta externa,personas de 5 a 9 anos,2024-10-01,46,49,3,3,6,5,95,6,101
COROICO,consulta externa,personas de 5 a 9 anos,2024-10-01,132,123,29,15,21,4,255,44,299
CORQUE,consulta externa,personas de 5 a 9 anos,2024-10-01,38,36,2,7,0,2,74,9,83
COTAGAITA,consulta externa,personas de 5 a 9 anos,2024-10-01,173,189,4,3,7,2,362,7,369
COTOCA,consulta externa,personas de 5 a 9 anos,2024-10-01,647,591,82,43,101,79,1238,125,1363
CUATRO CAÑADAS,consulta externa,personas de 5 a 9 anos,2024-10-01,141,169,17,31,11,8,310,48,358
CUCHUMUELA (V. G. VILLARROEL),consulta externa,personas de 5 a 9 anos,2024-10-01,16,8,2,0,0,0,24,2,26
CUEVO,consulta externa,personas de 5 a 9 anos,2024-10-01,47,34,0,2,0,0,81,2,83
CULPINA,consulta externa,personas de 5 a 9 anos,2024-10-01,104,92,24,23,17,13,196,47,243
CURAHUARA DE CARANGAS,consulta externa,personas de 5 a 9 anos,2024-10-01,24,15,3,0,7,1,39,3,42
CURVA,consulta externa,personas de 5 a 9 anos,2024-10-01,31,23,0,1,1,1,54,1,55
DESAGUADERO,consulta externa,personas de 5 a 9 anos,2024-10-01,29,25,3,6,1,0,54,9,63
EL ALTO,consulta externa,personas de 5 a 9 anos,2024-10-01,4058,3780,1156,925,390,328,7838,2081,9919
EL CHORO,consulta externa,personas de 5 a 9 anos,2024-10-01,31,29,0,0,0,0,60,0,60
EL PUENTE(STC),consulta externa,personas de 5 a 9 anos,2024-10-01,96,96,0,0,0,11,192,0,192
EL PUENTE(TJA),consulta externa,personas de 5 a 9 anos,2024-10-01,82,56,2,1,6,4,138,3,141
EL TORNO,consulta externa,personas de 5 a 9 anos,2024-10-01,487,456,413,403,0,0,943,816,1759
EL VILLAR,consulta externa,personas de 5 a 9 anos,2024-10-01,49,47,0,0,0,0,96,0,96
ENTRE RIOS TRJ,consulta externa,personas de 5 a 9 anos,2024-10-01,205,177,3,1,0,0,382,4,386
ENTRE RIOS CBBA,consulta externa,personas de 5 a 9 anos,2024-10-01,316,290,21,13,0,0,606,34,640
ESCARA,consulta externa,personas de 5 a 9 anos,2024-10-01,4,4,0,0,0,0,8,0,8
ESCOMA,consulta externa,personas de 5 a 9 anos,2024-10-01,14,23,0,0,0,0,37,0,37
ESMERALDA,consulta externa,personas de 5 a 9 anos,2024-10-01,2,4,0,0,1,0,6,0,6
EUCALIPTUS,consulta externa,personas de 5 a 9 anos,2024-10-01,21,26,1,2,6,8,47,3,50
EUREKA (SANTOS MERCADO),consulta externa,personas de 5 a 9 anos,2024-10-01,14,13,0,0,0,0,27,0,27
EXALTACION,consulta externa,personas de 5 a 9 anos,2024-10-01,21,28,0,1,2,2,49,1,50
FERNANDEZ ALONSO,consulta externa,personas de 5 a 9 anos,2024-10-01,138,134,7,13,0,0,272,20,292
FILADELFIA,consulta externa,personas de 5 a 9 anos,2024-10-01,72,106,1,3,0,0,178,4,182
GAIOC JATUN AYLLU YURA,consulta externa,personas de 5 a 9 anos,2024-10-01,36,29,1,1,0,0,65,2,67
GENERAL SAAVEDRA,consulta externa,personas de 5 a 9 anos,2024-10-01,200,210,5,4,0,0,410,9,419
GIA-TIM,consulta externa,personas de 5 a 9 anos,2024-10-01,29,29,0,1,0,1,58,1,59
GRAL. J.J. PEREZ (CHARAZANI),consulta externa,personas de 5 a 9 anos,2024-10-01,36,53,2,1,0,1,89,3,92
GUANAY,consulta externa,personas de 5 a 9 anos,2024-10-01,93,66,15,20,0,0,159,35,194
GUAQUI,consulta externa,personas de 5 a 9 anos,2024-10-01,34,25,0,1,3,7,59,1,60
GUAYARAMERIN,consulta externa,personas de 5 a 9 anos,2024-10-01,292,307,40,67,17,23,599,107,706
GUTIERREZ,consulta externa,personas de 5 a 9 anos,2024-10-01,151,181,3,5,0,0,332,8,340
HUACARAJE,consulta externa,personas de 5 a 9 anos,2024-10-01,36,35,5,4,1,2,71,9,80
HUACARETA,consulta externa,personas de 5 a 9 anos,2024-10-01,81,131,5,6,5,7,212,11,223
HUACAYA (VILLA DE HUACAYA),consulta externa,personas de 5 a 9 anos,2024-10-01,43,25,0,0,0,0,68,0,68
HUACHACALLA,consulta externa,personas de 5 a 9 anos,2024-10-01,4,9,0,1,1,1,13,1,14
HUANUNI,consulta externa,personas de 5 a 9 anos,2024-10-01,129,127,47,18,3,3,256,65,321
HUARINA,consulta externa,personas de 5 a 9 anos,2024-10-01,27,31,10,15,0,0,58,25,83
HUATAJATA,consulta externa,personas de 5 a 9 anos,2024-10-01,9,10,0,1,0,0,19,1,20
HUAYLLAMARCA,consulta externa,personas de 5 a 9 anos,2024-10-01,13,8,1,1,3,3,21,2,23
HUMANATA,consulta externa,personas de 5 a 9 anos,2024-10-01,5,3,0,2,0,0,8,2,10
ICHOCA,consulta externa,personas de 5 a 9 anos,2024-10-01,28,36,0,1,3,5,64,1,65
ICLA,consulta externa,personas de 5 a 9 anos,2024-10-01,31,37,3,1,0,0,68,4,72
INCAHUASI,consulta externa,personas de 5 a 9 anos,2024-10-01,77,91,3,0,12,14,168,3,171
INGAVI (HUMAITA),consulta externa,personas de 5 a 9 anos,2024-10-01,4,5,0,0,0,0,9,0,9
INQUISIVI,consulta externa,personas de 5 a 9 anos,2024-10-01,48,55,0,2,1,0,103,2,105
IRUPANA (VILLA DE LANZA),consulta externa,personas de 5 a 9 anos,2024-10-01,119,102,13,22,3,8,221,35,256
IXIAMAS,consulta externa,personas de 5 a 9 anos,2024-10-01,54,57,8,4,1,1,111,12,123
JESUS DE MACHACA,consulta externa,personas de 5 a 9 anos,2024-10-01,46,47,7,13,3,4,93,20,113
LA ASUNTA,consulta externa,personas de 5 a 9 anos,2024-10-01,257,286,15,14,73,67,543,29,572
LA GUARDIA,consulta externa,personas de 5 a 9 anos,2024-10-01,709,672,150,165,24,17,1381,315,1696
LA PAZ,consulta externa,personas de 5 a 9 anos,2024-10-01,5271,4885,2037,1837,185,183,10156,3874,14030
LA RIVERA,consulta externa,personas de 5 a 9 anos,2024-10-01,6,3,0,1,0,0,9,1,10
LAGUNILLAS,consulta externa,personas de 5 a 9 anos,2024-10-01,54,41,0,0,0,0,95,0,95
LAJA,consulta externa,personas de 5 a 9 anos,2024-10-01,62,71,7,27,0,0,133,34,167
LAS CARRERAS,consulta externa,personas de 5 a 9 anos,2024-10-01,42,56,1,0,0,0,98,1,99
LICOMA PAMPA,consulta externa,personas de 5 a 9 anos,2024-10-01,11,14,2,2,0,0,25,4,29
LLALLAGUA,consulta externa,personas de 5 a 9 anos,2024-10-01,271,265,9,10,2,1,536,19,555
LLICA,consulta externa,personas de 5 a 9 anos,2024-10-01,14,12,0,0,5,4,26,0,26
LORETO,consulta externa,personas de 5 a 9 anos,2024-10-01,56,50,5,3,13,17,106,8,114
LURIBAY,consulta externa,personas de 5 a 9 anos,2024-10-01,55,53,0,1,0,0,108,1,109
MACHACAMARCA,consulta externa,personas de 5 a 9 anos,2024-10-01,21,20,2,0,5,1,41,2,43
MACHARETI,consulta externa,personas de 5 a 9 anos,2024-10-01,139,137,2,5,4,2,276,7,283
MAGDALENA,consulta externa,personas de 5 a 9 anos,2024-10-01,75,69,29,12,19,16,144,41,185
MAIRANA,consulta externa,personas de 5 a 9 anos,2024-10-01,82,85,23,20,0,0,167,43,210
MALLA,consulta externa,personas de 5 a 9 anos,2024-10-01,9,13,0,0,0,0,22,0,22
MAPIRI,consulta externa,personas de 5 a 9 anos,2024-10-01,87,111,4,7,0,0,198,11,209
MECAPACA,consulta externa,personas de 5 a 9 anos,2024-10-01,52,58,8,11,0,0,110,19,129
MINEROS,consulta externa,personas de 5 a 9 anos,2024-10-01,143,130,16,21,10,14,273,37,310
MIZQUE,consulta externa,personas de 5 a 9 anos,2024-10-01,107,85,7,5,14,21,192,12,204
MOCOMOCO,consulta externa,personas de 5 a 9 anos,2024-10-01,35,47,0,1,0,0,82,1,83
MOJINETE,consulta externa,personas de 5 a 9 anos,2024-10-01,5,8,0,0,0,0,13,0,13
MOJOCOYA,consulta externa,personas de 5 a 9 anos,2024-10-01,33,55,1,0,0,0,88,1,89
MONTEAGUDO,consulta externa,personas de 5 a 9 anos,2024-10-01,265,308,27,25,3,4,573,52,625
MONTERO,consulta externa,personas de 5 a 9 anos,2024-10-01,1188,1170,231,195,7,10,2358,426,2784
MORO MORO,consulta externa,personas de 5 a 9 anos,2024-10-01,10,27,1,3,0,0,37,4,41
MOROCHATA,consulta externa,personas de 5 a 9 anos,2024-10-01,42,31,0,0,0,1,73,0,73
NACEBE (SANTA ROSA DEL ABUNA),consulta externa,personas de 5 a 9 anos,2024-10-01,15,32,0,0,0,0,47,0,47
NAZACARA DE PACAJES,consulta externa,personas de 5 a 9 anos,2024-10-01,4,4,0,0,0,0,8,0,8
NUEVO MANOA (NUEVA ESPERANZA),consulta externa,personas de 5 a 9 anos,2024-10-01,15,18,0,0,0,0,33,0,33
OCURI,consulta externa,personas de 5 a 9 anos,2024-10-01,56,41,0,2,0,0,97,2,99
OKINAWA,consulta externa,personas de 5 a 9 anos,2024-10-01,85,92,15,20,0,0,177,35,212
OMEREQUE,consulta externa,personas de 5 a 9 anos,2024-10-01,25,33,2,1,0,0,58,3,61
ORURO,consulta externa,personas de 5 a 9 anos,2024-10-01,3327,3181,632,553,349,339,6508,1185,7693
PADCAYA,consulta externa,personas de 5 a 9 anos,2024-10-01,166,147,4,0,17,10,313,4,317
PADILLA,consulta externa,personas de 5 a 9 anos,2024-10-01,79,83,13,14,0,0,162,27,189
PAILON,consulta externa,personas de 5 a 9 anos,2024-10-01,193,178,30,26,1,1,371,56,427
PALCA,consulta externa,personas de 5 a 9 anos,2024-10-01,144,132,1,2,16,21,276,3,279
PALOS BLANCOS,consulta externa,personas de 5 a 9 anos,2024-10-01,310,380,8,8,0,0,690,16,706
PAMPA AULLAGAS,consulta externa,personas de 5 a 9 anos,2024-10-01,9,12,0,0,5,4,21,0,21
PAMPA GRANDE,consulta externa,personas de 5 a 9 anos,2024-10-01,58,51,1,0,0,0,109,1,110
PAPEL PAMPA,consulta externa,personas de 5 a 9 anos,2024-10-01,38,32,2,0,3,7,70,2,72
PASORAPA,consulta externa,personas de 5 a 9 anos,2024-10-01,25,26,0,0,0,0,51,0,51
PATACAMAYA,consulta externa,personas de 5 a 9 anos,2024-10-01,83,111,2,2,0,0,194,4,198
PAZÑA,consulta externa,personas de 5 a 9 anos,2024-10-01,19,29,2,2,0,0,48,4,52
PELECHUCO,consulta externa,personas de 5 a 9 anos,2024-10-01,92,104,1,4,0,0,196,5,201
POCOATA,consulta externa,personas de 5 a 9 anos,2024-10-01,109,117,0,1,0,0,226,1,227
POCONA,consulta externa,personas de 5 a 9 anos,2024-10-01,69,82,1,0,0,0,151,1,152
POJO (CBBA),consulta externa,personas de 5 a 9 anos,2024-10-01,42,60,16,9,9,8,102,25,127
POOPO,consulta externa,personas de 5 a 9 anos,2024-10-01,27,47,13,3,1,2,74,16,90
PORCO,consulta externa,personas de 5 a 9 anos,2024-10-01,62,65,1,1,0,0,127,2,129
POROMA,consulta externa,personas de 5 a 9 anos,2024-10-01,118,100,2,1,1,4,218,3,221
PORONGO,consulta externa,personas de 5 a 9 anos,2024-10-01,145,111,21,27,0,0,256,48,304
PORTACHUELO,consulta externa,personas de 5 a 9 anos,2024-10-01,75,80,50,56,6,10,155,106,261
PORVENIR,consulta externa,personas de 5 a 9 anos,2024-10-01,67,71,10,12,0,0,138,22,160
POSTRER VALLE,consulta externa,personas de 5 a 9 anos,2024-10-01,9,5,1,3,0,0,14,4,18
POTOSI,consulta externa,personas de 5 a 9 anos,2024-10-01,1979,1701,282,168,275,212,3680,450,4130
PRESTO,consulta externa,personas de 5 a 9 anos,2024-10-01,68,50,1,1,0,0,118,2,120
PUCARA,consulta externa,personas de 5 a 9 anos,2024-10-01,9,9,6,0,0,0,18,6,24
PUCARANI,consulta externa,personas de 5 a 9 anos,2024-10-01,167,190,9,6,0,0,357,15,372
PUERTO ACOSTA,consulta externa,personas de 5 a 9 anos,2024-10-01,25,20,2,1,0,0,45,3,48
PUERTO CARABUCO,consulta externa,personas de 5 a 9 anos,2024-10-01,46,37,1,2,0,0,83,3,86
PUERTO GONZALO MORENO,consulta externa,personas de 5 a 9 anos,2024-10-01,44,72,4,2,8,7,116,6,122
PUERTO PEREZ,consulta externa,personas de 5 a 9 anos,2024-10-01,22,24,0,0,0,0,46,0,46
PUERTO QUIJARRO,consulta externa,personas de 5 a 9 anos,2024-10-01,72,70,9,16,13,8,142,25,167
PUERTO RICO,consulta externa,personas de 5 a 9 anos,2024-10-01,33,26,0,0,0,0,59,0,59
PUERTO SILES,consulta externa,personas de 5 a 9 anos,2024-10-01,3,3,0,0,0,0,6,0,6
PUERTO SUAREZ,consulta externa,personas de 5 a 9 anos,2024-10-01,89,74,3,1,11,5,163,4,167
PUERTO VILLARROEL,consulta externa,personas de 5 a 9 anos,2024-10-01,702,579,66,37,0,0,1281,103,1384
PUNA,consulta externa,personas de 5 a 9 anos,2024-10-01,89,97,0,0,22,26,186,0,186
PUNATA,consulta externa,personas de 5 a 9 anos,2024-10-01,251,232,239,202,0,0,483,441,924
QUIABAYA,consulta externa,personas de 5 a 9 anos,2024-10-01,17,29,0,0,0,0,46,0,46
QUILLACOLLO,consulta externa,personas de 5 a 9 anos,2024-10-01,965,980,302,288,5,11,1945,590,2535
QUIME,consulta externa,personas de 5 a 9 anos,2024-10-01,42,40,5,10,1,0,82,15,97
QUIRUSILLAS,consulta externa,personas de 5 a 9 anos,2024-10-01,17,21,2,6,0,0,38,8,46
RAQAYPAMPA(ETA),consulta externa,personas de 5 a 9 anos,2024-10-01,36,27,1,0,14,7,63,1,64
RAVELO,consulta externa,personas de 5 a 9 anos,2024-10-01,54,42,0,0,0,0,96,0,96
REYES,consulta externa,personas de 5 a 9 anos,2024-10-01,106,107,0,0,0,0,213,0,213
RIBERALTA,consulta externa,personas de 5 a 9 anos,2024-10-01,895,875,118,92,155,183,1770,210,1980
ROBORE,consulta externa,personas de 5 a 9 anos,2024-10-01,133,106,13,19,6,9,239,32,271
RURRENABAQUE,consulta externa,personas de 5 a 9 anos,2024-10-01,193,233,18,12,19,11,426,30,456
SABAYA,consulta externa,personas de 5 a 9 anos,2024-10-01,24,24,2,2,2,3,48,4,52
SACABA,consulta externa,personas de 5 a 9 anos,2024-10-01,1044,997,240,153,253,216,2041,393,2434
SACABAMBA,consulta externa,personas de 5 a 9 anos,2024-10-01,26,25,7,13,0,0,51,20,71
SACACA,consulta externa,personas de 5 a 9 anos,2024-10-01,42,44,0,0,4,2,86,0,86
SAIPINA,consulta externa,personas de 5 a 9 anos,2024-10-01,45,79,6,6,0,0,124,12,136
SALINAS DE GARCI MENDOZA,consulta externa,personas de 5 a 9 anos,2024-10-01,57,59,5,2,7,11,116,7,123
SAMAIPATA,consulta externa,personas de 5 a 9 anos,2024-10-01,108,108,15,13,0,0,216,28,244
SAN AGUSTIN,consulta externa,personas de 5 a 9 anos,2024-10-01,11,11,0,0,2,3,22,0,22
SAN ANDRES,consulta externa,personas de 5 a 9 anos,2024-10-01,120,109,6,3,10,5,229,9,238
SAN ANDRES DE MACHACA,consulta externa,personas de 5 a 9 anos,2024-10-01,26,16,3,3,0,0,42,6,48
SAN ANTONIO DE ESMORUCO,consulta externa,personas de 5 a 9 anos,2024-10-01,18,16,0,3,0,0,34,3,37
SAN ANTONIO DE LOMERIO,consulta externa,personas de 5 a 9 anos,2024-10-01,30,18,5,2,0,0,48,7,55
SAN BENITO,consulta externa,personas de 5 a 9 anos,2024-10-01,89,80,12,15,0,0,169,27,196
SAN BORJA,consulta externa,personas de 5 a 9 anos,2024-10-01,326,326,101,118,88,100,652,219,871
SAN BUENA VENTURA,consulta externa,personas de 5 a 9 anos,2024-10-01,91,86,9,6,0,0,177,15,192
SAN CARLOS,consulta externa,personas de 5 a 9 anos,2024-10-01,112,83,0,3,0,0,195,3,198
SAN IGNACIO,consulta externa,personas de 5 a 9 anos,2024-10-01,202,175,7,17,55,52,377,24,401
SAN IGNACIO DE VELASCO,consulta externa,personas de 5 a 9 anos,2024-10-01,242,183,15,8,0,0,425,23,448
SAN JAVIER(BNI),consulta externa,personas de 5 a 9 anos,2024-10-01,24,32,6,7,0,0,56,13,69
SAN JAVIER(STC),consulta externa,personas de 5 a 9 anos,2024-10-01,59,63,0,0,0,0,122,0,122
SAN JOAQUIN,consulta externa,personas de 5 a 9 anos,2024-10-01,41,27,3,2,0,0,68,5,73
SAN JOSE DE CHIQUITOS,consulta externa,personas de 5 a 9 anos,2024-10-01,126,121,0,0,8,14,247,0,247
SAN JUAN DE YAPACANI,consulta externa,personas de 5 a 9 anos,2024-10-01,67,58,3,0,0,0,125,3,128
SAN JULIAN,consulta externa,personas de 5 a 9 anos,2024-10-01,304,290,25,39,11,10,594,64,658
SAN LORENZO(PND),consulta externa,personas de 5 a 9 anos,2024-10-01,81,83,5,8,0,0,164,13,177
SAN LORENZO(TJA),consulta externa,personas de 5 a 9 anos,2024-10-01,249,225,8,9,0,0,474,17,491
SAN LUCAS,consulta externa,personas de 5 a 9 anos,2024-10-01,173,183,10,2,1,2,356,12,368
SAN MATIAS,consulta externa,personas de 5 a 9 anos,2024-10-01,69,74,4,11,22,19,143,15,158
SAN MIGUEL DE VELASCO,consulta externa,personas de 5 a 9 anos,2024-10-01,101,101,17,10,0,0,202,27,229
SAN PABLO DE LIPEZ,consulta externa,personas de 5 a 9 anos,2024-10-01,25,34,0,0,0,0,59,0,59
SAN PEDRO,consulta externa,personas de 5 a 9 anos,2024-10-01,232,197,29,24,0,0,429,53,482
SAN PEDRO DE BUENA VISTA,consulta externa,personas de 5 a 9 anos,2024-10-01,71,81,0,0,3,2,152,0,152
SAN PEDRO DE CURAHUARA,consulta externa,personas de 5 a 9 anos,2024-10-01,27,24,5,0,9,2,51,5,56
SAN PEDRO DE MACHA,consulta externa,personas de 5 a 9 anos,2024-10-01,89,82,0,0,0,0,171,0,171
SAN PEDRO DE QUEMES,consulta externa,personas de 5 a 9 anos,2024-10-01,5,8,0,0,0,0,13,0,13
SAN PEDRO DE TIQUINA,consulta externa,personas de 5 a 9 anos,2024-10-01,43,28,16,5,0,0,71,21,92
SAN PEDRO(PND),consulta externa,personas de 5 a 9 anos,2024-10-01,8,11,0,0,0,0,19,0,19
SAN RAFAEL,consulta externa,personas de 5 a 9 anos,2024-10-01,23,41,6,6,0,0,64,12,76
SAN RAMON BENI,consulta externa,personas de 5 a 9 anos,2024-10-01,8,10,9,5,29,31,18,14,32
SAN RAMON SCZ,consulta externa,personas de 5 a 9 anos,2024-10-01,58,53,3,1,0,0,111,4,115
SANTA ANA,consulta externa,personas de 5 a 9 anos,2024-10-01,102,79,9,1,0,0,181,10,191
SANTA CRUZ DE LA SIERRA,consulta externa,personas de 5 a 9 anos,2024-10-01,7670,7059,2337,2066,614,628,14729,4403,19132
SANTA ROSA,consulta externa,personas de 5 a 9 anos,2024-10-01,144,107,5,2,3,3,251,7,258
SANTA ROSA DEL SARA,consulta externa,personas de 5 a 9 anos,2024-10-01,168,166,3,2,10,14,334,5,339
SANTIAGO DE CALLAPA,consulta externa,personas de 5 a 9 anos,2024-10-01,15,13,0,0,0,0,28,0,28
SANTIAGO DE HUARI,consulta externa,personas de 5 a 9 anos,2024-10-01,38,46,1,0,0,0,84,1,85
SANTIAGO DE HUATA,consulta externa,personas de 5 a 9 anos,2024-10-01,29,25,7,6,0,0,54,13,67
SANTIAGO DE MACHACA,consulta externa,personas de 5 a 9 anos,2024-10-01,17,18,0,0,0,0,35,0,35
SANTIVAÑES,consulta externa,personas de 5 a 9 anos,2024-10-01,75,74,3,1,0,0,149,4,153
SANTUARIO DE QUILLACAS,consulta externa,personas de 5 a 9 anos,2024-10-01,18,16,0,1,16,41,34,1,35
SAPAHAQUI,consulta externa,personas de 5 a 9 anos,2024-10-01,44,35,1,2,7,6,79,3,82
SENA,consulta externa,personas de 5 a 9 anos,2024-10-01,71,66,1,0,0,0,137,1,138
SHINAOTA,consulta externa,personas de 5 a 9 anos,2024-10-01,182,210,34,24,7,8,392,58,450
SICA SICA (VILLA AROMA),consulta externa,personas de 5 a 9 anos,2024-10-01,102,107,1,0,1,6,209,1,210
SICAYA,consulta externa,personas de 5 a 9 anos,2024-10-01,11,16,4,1,0,0,27,5,32
SIPE SIPE,consulta externa,personas de 5 a 9 anos,2024-10-01,238,237,64,75,0,0,475,139,614
SOPACHUY,consulta externa,personas de 5 a 9 anos,2024-10-01,36,45,6,4,0,0,81,10,91
SORACACHI,consulta externa,personas de 5 a 9 anos,2024-10-01,48,57,0,0,0,0,105,0,105
SORATA,consulta externa,personas de 5 a 9 anos,2024-10-01,96,92,28,16,15,14,188,44,232
SUCRE,consulta externa,personas de 5 a 9 anos,2024-10-01,2828,2580,903,549,95,76,5408,1452,6860
TACACHI,consulta externa,personas de 5 a 9 anos,2024-10-01,7,2,0,1,0,0,9,1,10
TACACOMA,consulta externa,personas de 5 a 9 anos,2024-10-01,61,67,9,9,0,0,128,18,146
TACOBAMBA,consulta externa,personas de 5 a 9 anos,2024-10-01,50,31,0,0,0,0,81,0,81
TACOPAYA,consulta externa,personas de 5 a 9 anos,2024-10-01,20,13,10,3,0,0,33,13,46
TAHUA,consulta externa,personas de 5 a 9 anos,2024-10-01,10,18,0,0,0,0,28,0,28
TAPACARI,consulta externa,personas de 5 a 9 anos,2024-10-01,91,91,0,0,0,0,182,0,182
TARABUCO,consulta externa,personas de 5 a 9 anos,2024-10-01,74,47,2,1,0,0,121,3,124
TARACO,consulta externa,personas de 5 a 9 anos,2024-10-01,15,24,2,4,0,0,39,6,45
TARATA,consulta externa,personas de 5 a 9 anos,2024-10-01,42,43,1,6,0,0,85,7,92
TARIJA,consulta externa,personas de 5 a 9 anos,2024-10-01,1979,1787,385,349,97,107,3766,734,4500
TARVITA,consulta externa,personas de 5 a 9 anos,2024-10-01,76,109,11,20,4,1,185,31,216
TEOPONTE,consulta externa,personas de 5 a 9 anos,2024-10-01,63,50,1,0,0,0,113,1,114
TIAHUANACU,consulta externa,personas de 5 a 9 anos,2024-10-01,66,78,12,11,0,0,144,23,167
TINGUIPAYA,consulta externa,personas de 5 a 9 anos,2024-10-01,69,48,0,1,0,0,117,1,118
TIPUANI,consulta externa,personas de 5 a 9 anos,2024-10-01,56,36,0,1,0,0,92,1,93
TIQUIPAYA,consulta externa,personas de 5 a 9 anos,2024-10-01,508,489,85,66,0,0,997,151,1148
TIRAQUE (CBBA),consulta externa,personas de 5 a 9 anos,2024-10-01,69,66,21,21,0,0,135,42,177
TITO YUPANQUI (PARQUIPUJIO),consulta externa,personas de 5 a 9 anos,2024-10-01,8,20,0,0,0,0,28,0,28
TOCO,consulta externa,personas de 5 a 9 anos,2024-10-01,41,39,18,12,0,2,80,30,110
TODOS SANTOS,consulta externa,personas de 5 a 9 anos,2024-10-01,3,1,0,0,0,0,4,0,4
TOLATA,consulta externa,personas de 5 a 9 anos,2024-10-01,27,30,19,14,0,0,57,33,90
TOLEDO,consulta externa,personas de 5 a 9 anos,2024-10-01,30,33,1,0,0,0,63,1,64
TOMAVE,consulta externa,personas de 5 a 9 anos,2024-10-01,41,41,0,1,0,0,82,1,83
TOMINA,consulta externa,personas de 5 a 9 anos,2024-10-01,71,60,5,5,0,0,131,10,141
TORO TORO,consulta externa,personas de 5 a 9 anos,2024-10-01,57,54,2,0,0,0,111,2,113
TOTORA(CBBA),consulta externa,personas de 5 a 9 anos,2024-10-01,65,66,7,5,5,2,131,12,143
TOTORA(ORR),consulta externa,personas de 5 a 9 anos,2024-10-01,25,24,0,0,5,1,49,0,49
TRIGAL,consulta externa,personas de 5 a 9 anos,2024-10-01,18,10,1,0,0,0,28,1,29
TRINIDAD,consulta externa,personas de 5 a 9 anos,2024-10-01,788,725,134,106,72,64,1513,240,1753
TUPIZA,consulta externa,personas de 5 a 9 anos,2024-10-01,242,291,21,19,14,12,533,40,573
TURCO,consulta externa,personas de 5 a 9 anos,2024-10-01,29,20,4,1,0,0,49,5,54
UMALA,consulta externa,personas de 5 a 9 anos,2024-10-01,39,31,12,10,0,0,70,22,92
UNCIA,consulta externa,personas de 5 a 9 anos,2024-10-01,131,147,5,10,5,7,278,15,293
URIONDO (A. CONCEPCION),consulta externa,personas de 5 a 9 anos,2024-10-01,138,118,21,6,53,41,256,27,283
URUBICHA,consulta externa,personas de 5 a 9 anos,2024-10-01,18,30,0,0,17,20,48,0,48
UYUNI,consulta externa,personas de 5 a 9 anos,2024-10-01,225,202,26,13,5,1,427,39,466
VACAS,consulta externa,personas de 5 a 9 anos,2024-10-01,31,24,1,1,1,1,55,2,57
VALLEGRANDE,consulta externa,personas de 5 a 9 anos,2024-10-01,115,142,17,18,7,5,257,35,292
VIACHA,consulta externa,personas de 5 a 9 anos,2024-10-01,434,421,98,84,62,50,855,182,1037
VILA VILA,consulta externa,personas de 5 a 9 anos,2024-10-01,28,32,0,0,1,6,60,0,60
VILLA CHARCAS,consulta externa,personas de 5 a 9 anos,2024-10-01,113,97,2,0,8,5,210,2,212
VILLA MONTES,consulta externa,personas de 5 a 9 anos,2024-10-01,427,446,20,17,29,20,873,37,910
VILLA NUEVA (LOMA ALTA),consulta externa,personas de 5 a 9 anos,2024-10-01,17,17,0,3,0,4,34,3,37
VILLA RIVERO,consulta externa,personas de 5 a 9 anos,2024-10-01,19,44,5,8,0,0,63,13,76
VILLA SERRANO,consulta externa,personas de 5 a 9 anos,2024-10-01,94,93,5,4,0,0,187,9,196
VILLA TUNARI,consulta externa,personas de 5 a 9 anos,2024-10-01,846,832,56,56,14,32,1678,112,1790
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa,personas de 5 a 9 anos,2024-10-01,70,47,5,4,0,1,117,9,126
VILLAZON,consulta externa,personas de 5 a 9 anos,2024-10-01,314,286,21,35,82,79,600,56,656
VINTO,consulta externa,personas de 5 a 9 anos,2024-10-01,357,326,30,41,0,0,683,71,754
VITICHI,consulta externa,personas de 5 a 9 anos,2024-10-01,47,56,0,0,7,8,103,0,103
WALDO BALLIVIAN,consulta externa,personas de 5 a 9 anos,2024-10-01,10,7,0,0,0,0,17,0,17
WARNES,consulta externa,personas de 5 a 9 anos,2024-10-01,1094,1095,125,150,9,5,2189,275,2464
YACO,consulta externa,personas de 5 a 9 anos,2024-10-01,19,14,0,0,7,11,33,0,33
YACUIBA,consulta externa,personas de 5 a 9 anos,2024-10-01,1142,1050,196,158,152,162,2192,354,2546
