municipality,group,variable,month,12.2 Nacidos vivos atendidos por personal de salud,TOTAL
PELECHUCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,6,6
POCOATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,28,28
POCONA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
POOPO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
PORCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
POROMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,14,14
PORVENIR,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
POTOSI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,4,4
PRESTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,5,5
PUCARANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,20,20
PUERTO ACOSTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,9,9
PUERTO CARABUCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,15,15
PUERTO GONZALO MORENO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
PUERTO PEREZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,6,6
PUERTO QUIJARRO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
PUERTO RICO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
PUERTO SILES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
PUERTO VILLARROEL,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,3,3
PUNA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,9,9
QUILLACOLLO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,12,12
QUIME,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,3,3
RAVELO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,13,13
REYES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,4,4
RIBERALTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
RURRENABAQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,3,3
SABAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
SACABA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,3,3
SACACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,8,8
SAIPINA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
SAN AGUSTIN,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,3,3
SAN ANTONIO DE LOMERIO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
SAN BENITO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
SAN BORJA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,11,11
SAN BUENA VENTURA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,3,3
SAN CARLOS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
SAN IGNACIO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,3,3
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,10,10
SAN JULIAN,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
SAN LORENZO(PND),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
SAN LUCAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,27,27
SAN MATIAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
SAN PABLO DE LIPEZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,3,3
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,20,20
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,8,8
SAN PEDRO DE QUEMES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
SAN PEDRO DE TIQUINA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
SAN PEDRO(PND),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
SANTA ANA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
SANTA ROSA DEL SARA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
SANTIAGO DE HUARI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
SANTIAGO DE HUATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,4,4
SANTIAGO DE MACHACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
SANTIVAÑES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
SANTUARIO DE QUILLACAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,4,4
SAPAHAQUI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,5,5
SENA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
SICA SICA (VILLA AROMA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,8,8
SICAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
SIPE SIPE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
SOPACHUY,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,5,5
SORACACHI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,5,5
SORATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,9,9
SUCRE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,4,4
TACOBAMBA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,12,12
TACOPAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,7,7
TAPACARI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,26,26
TARABUCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,4,4
TARVITA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,5,5
TEOPONTE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,3,3
TIAWANACU,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,11,11
TINGUIPAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,22,22
TIQUIPAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
TOLATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
TOLEDO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,5,5
TOMAVE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,13,13
TOMINA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,3,3
TORO TORO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,10,10
TOTORA(CBBA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
TOTORA(ORR),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,5,5
TUPIZA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,15,15
TURCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
UMALA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,9,9
UNCIA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,5,5
URUBICHA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
UYUNI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,8,8
VACAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,4,4
VIACHA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,6,6
VILA VILA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
VILLA CHARCAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,12,12
VILLA MONTES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
VILLA RIVERO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
VILLA SERRANO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,8,8
VILLA TUNARI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,10,10
VILLA VACA GUZMAN (MUYUPAMPA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,4,4
VITICHI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,7,7
WALDO BALLIVIAN,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,3,3
WARNES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,3,3
YACO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,7,7
YACUIBA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,5,5
YAMPARAEZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
YANACACHI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,2,2
YAPACANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,1,1
YUNCHARA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,3,3
ZUDAÑEZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-09-01,4,4
ACACIO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
ACHACACHI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,10,10
ACHOCALLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
AIQUILE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
ALCALA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
ALTO BENI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
ANCORAIMES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,6,6
ANDAMARCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
ANZALDO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
APOLO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,8,8
ARAMPAMPA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,6,6
ARANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
ARBIETO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,7,7
ARQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,8,8
ASCENCION DE GUARAYOS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,7,7
AUCAPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
AYATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,8,8
AYO AYO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
AYOPAYA (V. DE INDEPENDENCIA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,9,9
AZURDUY,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,9,9
BATALLAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,8,8
BELEN DE ANDAMARCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
BELEN DE URMIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
BETANZOS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,12,12
BOLIVAR,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,16,16
CAIROMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
"CAIZA ""D""",atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
CALACOTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
CALAMARCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
CAMARGO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
CAMATAQUI (C. VILLA ABECIA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
CAPINOTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
CAQUIAVIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
CARACOLLO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
CARANAVI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
CARIPUYO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,10,10
CATACORA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
CHACARILLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
CHALLAPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,12,12
CHAQUI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
CHARAGUA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
CHAYANTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,13,13
CHIMORE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
CHIPAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
CHOQUE COTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
CHUA COCANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
CHULUMANI (V. DE LA LIBERTAD),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
CHUMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,6,6
CHUQUIHUTA AYLLU JUCUMANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
CKOCHAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,8,8
COCAPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,18,18
COCHABAMBA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
"COLCHA ""K""",atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,7,7
COLLANA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
COLQUECHACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,28,28
COLQUENCHA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,13,13
COLQUIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,12,12
COMANCHE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
COMARAPA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
COMBAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
CONCEPCION,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,6,6
CORIPATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
CORO CORO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
CORQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,7,7
COTAGAITA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,6,6
COTOCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
CULPINA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,6,6
CURVA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
EL ALTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
EL CHORO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
EL PUENTE(TJA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
ENTRE RIOS TRJ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
ENTRE RIOS CBBA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
ESCOMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
EXALTACION,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
FILADELFIA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
GENERAL SAAVEDRA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
GRAL. J.J. PEREZ (CHARAZANI),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,7,7
GUAQUI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
GUAYARAMERIN,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
GUTIERREZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
HUACARETA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
HUACAYA (VILLA DE HUACAYA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
HUANUNI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
HUARINA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
HUAYLLAMARCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
HUMANATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
ICHOCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
ICLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
INCAHUASI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,6,6
INGAVI (HUMAITA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
INQUISIVI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,6,6
IRUPANA (VILLA DE LANZA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,6,6
IXIAMAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
JESUS DE MACHACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,9,9
LA ASUNTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,15,15
LA GUARDIA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
LA PAZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
LAGUNILLAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
LAJA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,6,6
LLALLAGUA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
LURIBAY,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,13,13
MALLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
MAPIRI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
MECAPACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
MINEROS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
MIZQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
MOCOMOCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,10,10
MOJINETE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
MOJOCOYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
MONTEAGUDO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
MORO MORO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
MOROCHATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
NACEBE (SANTA ROSA DEL ABUNA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
OCURI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,11,11
ORURO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
PADCAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
PADILLA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
PALCA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,4,4
PALOS BLANCOS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,11,11
PAMPA AULLAGAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
PAPEL PAMPA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
PELECHUCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,9,9
POCOATA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,28,28
POJO (CBBA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
POOPO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
POROMA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,13,13
POTOSI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,10,10
PRESTO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,11,11
PUCARANI,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,20,20
PUERTO ACOSTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,10,10
PUERTO CARABUCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,8,8
PUERTO GONZALO MORENO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
PUERTO PEREZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,6,6
PUERTO RICO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
PUERTO VILLARROEL,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
PUNA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
QUIABAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
QUILLACOLLO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,7,7
QUIME,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,8,8
RAVELO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,12,12
REYES,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
RIBERALTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
ROBORE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
RURRENABAQUE,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
SABAYA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
SACABA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,7,7
SACACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,7,7
SALINAS DE GARCI MENDOZA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,5,5
SAN AGUSTIN,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
SAN ANDRES DE MACHACA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
SAN ANTONIO DE ESMORUCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
SAN BORJA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,7,7
SAN BUENA VENTURA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
SAN CARLOS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
SAN IGNACIO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,7,7
SAN IGNACIO DE VELASCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,9,9
SAN LORENZO(PND),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
SAN LORENZO(TJA),atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,2,2
SAN LUCAS,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,13,13
SAN MIGUEL DE VELASCO,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
SAN PABLO DE LIPEZ,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,1,1
SAN PEDRO DE BUENA VISTA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,19,19
SAN PEDRO DE CURAHUARA,atencion de partos en domicilio,      nacidos vivos atendidos por personal de salud,2014-10-01,3,3
