,group,variable,month,SRP DOSIS ÚNICA,SRP DOSIS ÚNICA,TOTALES,TOTALES,TOTALES
ACACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,3,6,3,6,9
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,37,73,37,73,110
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,12,14,12,14,26
AIQUILE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,26,15,26,15,41
ALALAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,7,0,7,7
ALCALA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,3,6,3,6,9
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,13,1,13,1,14
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,16,2,16,2,18
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,4,1,4,5
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,5,1,5,6
ANZALDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,5,7,5,7,12
APOLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,21,25,21,25,46
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,5,4,5,9
ARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,23,2,23,2,25
ARBIETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,15,9,15,9,24
ARQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,21,5,21,5,26
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,41,6,41,6,47
ATOCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,27,12,27,12,39
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,2,6,2,6,8
AYATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,7,5,7,5,12
AYO AYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,8,8,8,8,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,24,41,24,41,65
AZURDUY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,5,8,5,8,13
BATALLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,15,21,15,21,36
BAURES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,14,0,14,0,14
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,3,1,3,4
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,13,0,13,13
BERMEJO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,24,44,24,44,68
BETANZOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,28,41,28,41,69
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,23,0,23,23
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,2,4,2,6
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,6,1,6,7
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,12,10,12,10,22
CABEZAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,18,75,18,75,93
CAIROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,14,5,14,5,19
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,17,4,17,4,21
CAJUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,14,4,14,4,18
CALACOTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,2,5,2,5,7
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,15,10,15,10,25
CAMARGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,18,6,18,6,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,1,1,1,2
CAMIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,60,20,60,20,80
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,26,6,26,6,32
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,12,8,12,8,20
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,6,19,6,19,25
CARANAVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,68,43,68,43,111
CARAPARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,9,14,9,14,23
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,21,0,21,21
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,15,0,15,15
CATACORA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,1,1,1,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,30,28,30,28,58
CHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,6,10,6,10,16
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,31,63,31,63,94
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,2,0,2,2
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,6,23,6,23,29
CHIMORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,29,7,29,7,36
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,21,12,21,12,33
CHUMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,6,11,6,11,17
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,8,10,8,10,18
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,19,21,19,21,40
CLIZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,19,28,19,28,47
COBIJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,109,34,109,34,143
COCAPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,11,17,11,17,28
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1120,71,1120,71,1191
COIPASA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,1,0,1,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,80,5,80,5,85
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,23,8,23,8,31
COLLANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,3,0,3,0,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,22,40,22,40,62
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,9,10,9,10,19
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,27,48,27,48,75
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,10,4,10,14
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,27,4,27,31
COMANCHE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,8,5,8,5,13
COMARAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,19,5,19,5,24
COMBAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,6,4,6,10
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,27,13,27,13,40
COPACABANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,17,7,17,7,24
CORIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,9,7,9,7,16
CORO CORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,8,3,8,3,11
COROICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,16,19,16,19,35
CORQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,10,1,10,11
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,9,41,9,41,50
COTOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,71,34,71,34,105
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,24,23,24,23,47
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,3,0,3,0,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,9,0,9,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,24,10,24,10,34
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,6,2,6,2,8
CURVA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,7,0,7,7
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,3,0,3,0,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1401,285,1401,285,1686
EL CHORO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,16,3,16,3,19
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,20,6,20,6,26
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,8,6,8,6,14
EL TORNO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,92,14,92,14,106
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,7,1,7,1,8
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,13,24,13,24,37
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,58,5,58,5,63
ESCOMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,9,2,9,2,11
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,3,3,3,3,6
EXALTACION,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,2,0,2,0,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,13,10,13,10,23
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,13,0,13,13
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,20,21,20,21,41
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,13,4,13,17
GUANAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,17,18,17,18,35
GUAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,4,4,4,8
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,68,63,68,63,131
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,12,22,12,22,34
HUACARETA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,12,3,12,3,15
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,1,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,48,29,48,29,77
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,8,0,8,8
HUARINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,6,9,6,9,15
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,5,0,5,0,5
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,10,0,10,10
HUMANATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,3,1,3,4
ICHOCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,6,0,6,0,6
ICLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,11,4,11,15
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,16,16,16,16,32
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,23,14,23,14,37
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,12,9,12,9,21
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,16,11,16,11,27
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,10,9,10,9,19
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,62,26,62,26,88
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,145,13,145,13,158
LA PAZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1035,55,1035,55,1090
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,3,19,3,19,22
LAJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,12,5,12,5,17
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,1,1,1,2
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,2,3,2,3,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,28,58,28,58,86
LLICA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,6,2,6,2,8
LORETO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,55,0,55,55
LURIBAY,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,8,5,8,5,13
MACHARETI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,6,6,6,6,12
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,15,5,15,5,20
MAIRANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,15,2,15,2,17
MALLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,1,0,1,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,27,3,27,3,30
MECAPACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,19,6,19,6,25
MINEROS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,33,22,33,22,55
MIZQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,34,39,34,39,73
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,8,7,8,7,15
MOJINETE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,1,0,1,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,9,5,9,5,14
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,38,14,38,14,52
MONTERO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,224,17,224,17,241
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,6,15,6,15,21
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,3,5,3,5,8
OCURI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,12,32,12,32,44
OKINAWA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,19,9,19,9,28
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,3,5,3,5,8
ORURO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,442,6,442,6,448
PADCAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,16,8,16,8,24
PADILLA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,11,2,11,2,13
PAILON,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,39,102,39,102,141
PALCA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,12,5,12,5,17
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,24,24,24,24,48
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,5,4,5,9
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,19,0,19,0,19
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,4,4,4,8
PASORAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,30,50,30,50,80
PAZÑA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,8,5,8,5,13
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,17,4,17,21
POCOATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,5,42,5,42,47
POCONA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,5,18,5,18,23
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,14,10,14,10,24
POOPO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,5,7,5,7,12
PORCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,8,11,8,11,19
POROMA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,12,10,12,10,22
PORONGO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,9,32,9,32,41
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,38,2,38,2,40
PORVENIR,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,12,3,12,3,15
POTOSI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,370,16,370,16,386
PRESTO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,2,11,2,11,13
PUCARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,2,1,2,1,3
PUCARANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,25,39,25,39,64
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,5,24,5,24,29
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,29,1,29,30
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,2,12,2,12,14
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,6,2,6,2,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,25,16,25,16,41
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,12,4,12,16
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,29,2,29,2,31
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,68,14,68,14,82
PUNA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,13,17,13,17,30
PUNATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,35,0,35,0,35
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,6,0,6,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,183,49,183,49,232
QUIME,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,14,1,14,15
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,0,1,0,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,7,26,7,26,33
REYES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,14,13,14,13,27
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,170,132,170,132,302
ROBORE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,3,5,3,5,8
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,24,15,24,15,39
SABAYA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,2,1,2,1,3
SACABA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,261,8,261,8,269
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,10,0,10,0,10
SACACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,35,30,35,30,65
SAIPINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,3,11,3,11,14
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,13,1,13,14
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,8,9,8,9,17
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,2,4,2,6
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,13,6,13,6,19
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,3,1,3,1,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,6,4,6,4,10
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,7,10,7,10,17
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,59,38,59,38,97
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,14,12,14,12,26
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,32,11,32,11,43
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,29,14,29,14,43
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,103,27,103,27,130
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,8,7,8,7,15
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,31,0,31,0,31
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,7,6,7,6,13
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,28,5,28,5,33
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,17,4,17,4,21
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,57,42,57,42,99
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,2,11,2,11,13
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,29,3,29,3,32
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,34,28,34,28,62
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,14,7,14,7,21
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,12,0,12,0,12
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,0,1,0,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,9,7,9,7,16
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,33,40,33,40,73
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,5,4,5,9
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,1,4,1,5
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,5,0,5,5
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,7,4,7,11
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,11,4,11,15
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,9,0,9,0,9
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,30,12,30,12,42
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,2411,164,2411,164,2575
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,18,9,18,9,27
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,18,2,18,2,20
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,1,3,1,3,4
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,2,16,2,16,18
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,2,9,2,9,11
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,0,5,0,5,5
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,6,3,6,3,9
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,4,2,4,2,6
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,8,4,8,4,12
SENA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,7,12,7,12,19
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,srp dosis unica,2013-11-01,34,8,34,8,42
