,group,variable,month,ANTIPOLIOMIELÍTICA 4TA DOSIS,ANTIPOLIOMIELÍTICA 4TA DOSIS,TOTALES,TOTALES,TOTALES
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,13,2,13,2,15
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,16,1,16,1,17
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,73,6,73,6,79
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,4,7,4,7,11
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,22,0,22,0,22
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,73,41,73,41,114
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1,0,1,0,1
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1,1,1,1,2
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,16,0,16,0,16
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,41,8,41,8,49
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,4,3,4,3,7
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,18,6,18,6,24
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,132,5,132,5,137
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1,4,1,4,5
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1,15,1,15,16
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,9,2,9,2,11
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,28,2,28,2,30
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,2,1,2,1,3
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,4,8,4,8,12
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,6,0,6,0,6
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,58,40,58,40,98
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,43,11,43,11,54
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1,1,1,1,2
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,33,16,33,16,49
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,7,0,7,0,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,13,8,13,8,21
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,16,5,16,5,21
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,0,16,0,16,16
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,29,2,29,2,31
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,12,23,12,23,35
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,20,25,20,25,45
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,8,0,8,0,8
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1,0,1,0,1
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1,2,1,2,3
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,0,4,0,4,4
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,6,0,6,0,6
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,20,0,20,0,20
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1119,123,1119,123,1242
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,10,0,10,0,10
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,29,1,29,1,30
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,3,19,3,19,22
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,2,0,2,0,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,13,1,13,1,14
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,35,0,35,0,35
SORATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,6,54,6,54,60
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,156,20,156,20,176
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,2,2,2,2,4
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1,1,1,1,2
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,0,2,0,2,2
TARABUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1,1,1,1,2
TARACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,0,1,0,1,1
TARATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,15,5,15,5,20
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,242,15,242,15,257
TARVITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,5,10,5,10,15
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,19,6,19,6,25
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,10,5,10,5,15
TOCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,3,2,3,2,5
TOLATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,8,9,8,9,17
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1,6,1,6,7
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,18,5,18,5,23
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1,0,1,0,1
TRIGAL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1,2,1,2,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,85,0,85,0,85
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,31,16,31,16,47
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,10,5,10,5,15
URUBICHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,7,0,7,0,7
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,6,0,6,0,6
VACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,3,6,3,6,9
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,31,2,31,2,33
VILA VILA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,1,4,1,4,5
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,18,20,18,20,38
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,52,16,52,16,68
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,6,1,6,1,7
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,3,10,3,10,13
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,23,6,23,6,29
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,4,1,4,1,5
VILLAZON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,50,3,50,3,53
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,132,49,132,49,181
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,130,39,130,39,169
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,3,8,3,8,11
YOTALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,5,4,5,4,9
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,2,4,2,4,6
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-10-01,6,2,6,2,8
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,0,3,0,3,3
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,9,0,9,0,9
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,15,7,15,7,22
ALALAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,4,1,4,1,5
ALCALA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,6,1,6,7
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,1,1,1,2
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,3,1,3,4
ANZALDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,3,10,3,10,13
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,8,0,8,0,8
ARBIETO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,11,11,11,11,22
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,10,1,10,1,11
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,42,0,42,0,42
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,7,4,7,4,11
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,5,18,5,18,23
AZURDUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,45,53,45,53,98
BAURES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,12,1,12,1,13
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,0,1,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,0,3,0,3,3
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,22,14,22,14,36
BETANZOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,13,0,13,0,13
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,0,2,0,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,4,1,4,5
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,3,0,3,0,3
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,0,1,0,1
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,4,7,4,7,11
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,0,2,0,2
CAMARGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,17,10,17,10,27
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,13,6,13,6,19
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,11,0,11,0,11
CARAPARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,10,2,10,2,12
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,14,18,14,18,32
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,26,2,26,28
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,19,9,19,9,28
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,0,1,0,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,4,2,4,6
CLIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,17,12,17,12,29
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,47,33,47,33,80
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,7,16,7,16,23
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,329,32,329,32,361
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,38,2,38,2,40
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,12,0,12,0,12
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,17,9,17,9,26
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,4,2,4,6
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,0,1,0,1,1
COMARAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,15,1,15,1,16
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,3,0,3,0,3
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,12,1,12,1,13
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,0,1,0,1
CORQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,0,1,0,1,1
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,10,12,10,12,22
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,1,1,1,2
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,24,6,24,6,30
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,1,2,1,3
CULPINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,0,1,0,1
CURVA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,0,5,0,5,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,423,88,423,88,511
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,8,0,8,0,8
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,1,2,1,3
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,107,14,107,14,121
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,5,0,5,0,5
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,15,6,15,6,21
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,43,12,43,12,55
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,8,2,8,2,10
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,6,1,6,1,7
GUAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,0,2,0,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,35,79,35,79,114
HUACARETA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,5,0,5,0,5
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,2,1,2,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,19,9,19,9,28
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,0,2,0,2
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,2,1,2,3
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,10,7,10,7,17
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,6,6,6,6,12
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,0,1,0,1
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,5,0,5,0,5
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,28,0,28,0,28
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,197,10,197,10,207
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,7,6,7,6,13
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,3,0,3,0,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,4,2,4,2,6
MACHARETI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,4,3,4,3,7
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,18,2,18,2,20
MAIRANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,19,0,19,0,19
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,34,7,34,7,41
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,23,8,23,8,31
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,26,3,26,3,29
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,120,8,120,8,128
MORO MORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,3,1,3,1,4
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,1,2,1,3
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,0,2,0,2
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,5,2,5,2,7
OKINAWA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,17,15,17,15,32
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,3,5,3,5,8
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,214,6,214,6,220
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,7,0,7,0,7
PADILLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,16,1,16,1,17
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,5,40,5,40,45
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,1,2,1,3
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,0,1,0,1,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,1,2,1,3
POCOATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,0,22,0,22,22
POCONA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,5,6,5,6,11
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,11,3,11,3,14
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,13,4,13,4,17
PORONGO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,1,1,1,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,12,0,12,0,12
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,5,7,5,7,12
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,202,19,202,19,221
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,7,1,7,8
PUCARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,0,1,0,1
PUCARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,24,61,24,61,85
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,6,1,6,1,7
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,0,12,0,12,12
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,28,0,28,0,28
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,81,7,81,7,88
PUNA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,7,2,7,9
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,8,2,8,2,10
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,88,71,88,71,159
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,1,1,1,2
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,16,13,16,13,29
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,13,3,13,3,16
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,18,0,18,0,18
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,22,11,22,11,33
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,101,5,101,5,106
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,0,2,0,2
SACACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,8,0,8,0,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,9,9,9,9,18
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,2,1,2,1,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,9,1,9,1,10
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,0,1,0,1,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,1,8,1,8,9
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,10,5,10,5,15
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,26,14,26,14,40
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,4,0,4,0,4
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,34,7,34,7,41
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 4ta dosis,2013-11-01,8,0,8,0,8
