,group,variable,month,ANTIPOLIOMIELÍTICA 1RA DOSIS,ANTIPOLIOMIELÍTICA 1RA DOSIS,TOTALES,TOTALES,TOTALES
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,0,1,0,1,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,2,0,2,0,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,0,2,0,2,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,5,0,5,0,5
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,5,7,5,7,12
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,3,0,3,0,3
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,2,0,2,0,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,9,0,9,0,9
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,0,1,0,1,1
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,3,1,3,1,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,26,4,26,4,30
TACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,0,19,0,19,19
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,0,4,0,4,4
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,1,0,1,0,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,1,2,1,2,3
TARACO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,4,0,4,0,4
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,0,16,0,16,16
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,7,1,7,1,8
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,17,15,17,15,32
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,12,5,12,5,17
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,1,2,1,2,3
UYUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,3,0,3,0,3
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,1,2,1,2,3
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,0,1,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,3,0,3,0,3
WARNES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,2,1,2,1,3
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,2,1,2,1,3
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,2,1,2,1,3
YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-06-01,1,0,1,0,1
ACACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,2,1,2,1,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,3,2,3,2,5
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,5,1,5,1,6
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,7,0,7,0,7
ARANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,3,2,3,2,5
ATOCHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,13,0,13,13
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,2,1,2,1,3
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,2,0,2,0,2
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,1,0,1,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,3,0,3,0,3
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,3,1,3,1,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,12,0,12,0,12
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,2,0,2,0,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,2,0,2,2
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,2,1,2,3
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,3,1,3,1,4
COCAPATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,5,0,5,5
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,147,2,147,2,149
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,3,0,3,0,3
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,8,0,8,0,8
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,1,0,1,1
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,2,0,2,0,2
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,4,4,4,4,8
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,11,4,11,4,15
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,2,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,64,10,64,10,74
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,1,0,1,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,1,1,1,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,2,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,1,1,1,2
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,2,1,2,1,3
HUARINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,2,2,2,2,4
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,8,1,8,1,9
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,114,0,114,0,114
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,3,0,3,0,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,5,0,5,5
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,1,0,1,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,3,0,3,0,3
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,4,2,4,2,6
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,45,9,45,9,54
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,6,0,6,6
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,4,0,4,0,4
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,3,2,3,2,5
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,1,0,1,1
PASORAPA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,2,0,2,0,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,1,0,1,1
POROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,3,1,3,1,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,4,0,4,0,4
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,5,0,5,5
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,5,0,5,0,5
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,2,0,2,0,2
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,9,1,9,1,10
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,9,0,9,0,9
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,9,2,9,2,11
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,2,0,2,2
REYES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,46,8,46,8,54
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,4,0,4,0,4
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,11,7,11,7,18
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,3,0,3,3
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,7,1,7,1,8
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,42,54,42,54,96
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,16,6,16,6,22
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,7,8,7,8,15
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,2,0,2,0,2
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,6,0,6,0,6
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,3,0,3,0,3
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,2,1,2,1,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,339,11,339,11,350
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,1,0,1,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,4,2,4,2,6
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,12,2,12,2,14
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,3,0,3,0,3
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,2,0,2,0,2
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,18,1,18,1,19
TAPACARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,7,15,7,15,22
TARIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,5,1,5,1,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,4,1,4,1,5
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,1,0,1,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,8,1,8,9
TORO TORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,0,3,0,3,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,8,0,8,0,8
TUPIZA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,5,0,5,0,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,2,1,2,3
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,6,0,6,0,6
VINTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,11,0,11,0,11
YACUIBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,5,3,5,3,8
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,1,1,1,1,2
YOCALLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-07-01,3,3,3,3,6
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,6,8,6,8,14
AIQUILE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,1,2,1,3
APOLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,0,2,0,2
ARQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,4,0,4,0,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,5,0,5,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,10,2,10,12
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,1,2,1,3
CAIROMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,9,11,9,11,20
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
CALACOTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,2,2,2,4
CAMIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,5,0,5,0,5
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,0,2,0,2
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,3,6,3,6,9
CARANAVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,31,13,31,13,44
CHIMORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
CHUMA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,5,1,5,1,6
COBIJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,3,0,3,0,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,203,15,203,15,218
COLOMI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,0,2,0,2
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,21,13,21,13,34
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,3,6,3,6,9
COMANCHE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,0,2,0,2
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,2,0,2,2
CORO CORO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,3,0,3,3
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,2,2,2,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,78,33,78,33,111
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,7,2,7,2,9
EL TORNO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,3,1,3,1,4
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,9,3,9,3,12
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,10,0,10,0,10
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,3,0,3,0,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,0,2,0,2
HUARINA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
HUMANATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,3,0,3,3
ICLA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,3,1,3,1,4
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,5,1,5,6
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,121,1,121,1,122
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
LURIBAY,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,6,2,6,8
MINEROS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,4,2,4,2,6
MONTERO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,44,6,44,6,50
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,3,2,3,5
ORURO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,18,0,18,0,18
PADCAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,4,0,4,0,4
PAILON,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,16,0,16,16
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,5,0,5,5
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,2,0,2,2
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,0,2,0,2
PORVENIR,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,13,1,13,1,14
POTOSI,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,5,0,5,0,5
PRESTO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,0,1,0,1,1
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,2,2,2,4
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,3,5,3,5,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,14,0,14,0,14
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,8,3,8,3,11
PUNATA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,16,9,16,9,25
RAVELO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,6,14,6,14,20
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,47,9,47,9,56
ROBORE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,3,1,3,1,4
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,2,0,2,0,2
SACABA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,22,3,22,3,25
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,6,0,6,0,6
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,antipoliomielitica 1ra dosis,2013-08-01,1,2,1,2,3
