,group,variable,month,ANTI AMARÍLICA,ANTI AMARÍLICA,TOTALES,TOTALES,TOTALES
COTOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,122,60,122,60,182
CRUZ DE MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,1,0,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,31,16,31,16,47
CUEVO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,5,4,5,4,9
CULPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,18,3,18,21
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,4,4,4,4,8
CURVA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,4,0,4,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,5,6,5,6,11
EL ALTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,1200,189,1200,189,1389
EL CHORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,9,0,9,9
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,17,23,17,23,40
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,29,3,29,32
EL TORNO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,83,21,83,21,104
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,1,3,1,4
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,12,31,12,31,43
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,60,1,60,1,61
ESCOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,8,1,8,1,9
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,3,0,3,3
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,6,0,6,0,6
EXALTACION,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,1,0,1,0,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,6,16,6,16,22
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,5,0,5,5
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,26,24,26,24,50
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,4,19,4,19,23
GUANAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,13,25,13,25,38
GUAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,1,4,1,4,5
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,41,61,41,61,102
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,24,21,24,21,45
HUACARETA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,14,5,14,5,19
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,1,2,1,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,28,6,28,6,34
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,4,7,4,7,11
HUARINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,7,2,7,9
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,3,3,3,6
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,1,3,1,4
HUMANATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,1,0,1,1
ICHOCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,2,0,2,2
ICLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,13,2,13,15
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,7,2,7,2,9
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,13,13,13,13,26
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,25,12,25,12,37
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,10,5,10,5,15
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,9,5,9,5,14
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,82,33,82,33,115
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,186,17,186,17,203
LA PAZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,1106,50,1106,50,1156
LAJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,6,11,6,11,17
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,4,5,4,5,9
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,3,0,3,3
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,27,45,27,45,72
LLICA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,11,5,11,5,16
LORETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,8,6,8,6,14
LURIBAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,9,13,9,13,22
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,5,3,5,8
MACHARETI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,7,7,7,7,14
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,17,16,17,16,33
MAIRANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,13,0,13,0,13
MALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,2,0,2,2
MAPIRI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,25,3,25,3,28
MECAPACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,6,23,6,23,29
MINEROS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,34,13,34,13,47
MIZQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,42,29,42,29,71
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,14,18,14,18,32
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,5,3,5,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,32,13,32,13,45
MONTERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,220,27,220,27,247
MORO MORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,10,2,10,12
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,8,3,8,11
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,7,0,7,7
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,0,3,0,3
OCURI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,6,22,6,22,28
OKINAWA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,24,19,24,19,43
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,1,6,1,6,7
ORURO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,425,7,425,7,432
PADCAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,7,20,7,20,27
PADILLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,13,2,13,2,15
PAILON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,45,21,45,21,66
PALCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,9,14,9,14,23
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,55,20,55,20,75
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,1,3,1,4
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,10,2,10,2,12
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,1,10,1,10,11
PASORAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,1,8,1,8,9
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,38,8,38,8,46
PAZÑA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,4,6,4,6,10
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,8,3,8,11
POCOATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,48,3,48,51
POCONA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,6,0,6,6
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,16,8,16,8,24
POOPO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,5,5,5,5,10
PORCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,19,17,19,17,36
POROMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,12,21,12,21,33
PORONGO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,11,2,11,13
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,38,14,38,14,52
PORVENIR,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,1,1,1,1,2
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,1,3,1,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,463,18,463,18,481
PRESTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,9,0,9,9
PUCARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,0,2,0,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,29,63,29,63,92
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,12,3,12,15
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,6,22,6,22,28
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,7,3,7,10
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,6,3,6,3,9
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,20,21,20,21,41
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,4,6,4,6,10
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,17,3,17,3,20
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,49,20,49,20,69
PUNA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,16,18,16,18,34
PUNATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,56,4,56,4,60
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,209,28,209,28,237
QUIME,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,4,19,4,19,23
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,0,3,0,3
RAVELO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,4,35,4,35,39
REYES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,15,12,15,12,27
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,116,63,116,63,179
ROBORE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,5,24,5,24,29
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,16,30,16,30,46
SABAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,2,3,2,5
SACABA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,258,12,258,12,270
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,6,0,6,6
SACACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,18,21,18,21,39
SAIPINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,6,2,6,8
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,6,16,6,16,22
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,7,19,7,19,26
SAN AGUSTIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,5,0,5,0,5
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,8,11,8,11,19
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,2,2,2,4
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,1,0,1,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,9,2,9,11
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,1,11,1,11,12
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,31,81,31,81,112
SAN BUENA VENTURA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,7,3,7,3,10
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,21,18,21,18,39
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,52,62,52,62,114
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,101,50,101,50,151
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,5,0,5,5
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,42,0,42,0,42
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,12,2,12,14
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,27,14,27,14,41
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,9,6,9,6,15
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,63,45,63,45,108
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,5,23,5,23,28
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,20,10,20,10,30
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,17,32,17,32,49
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,23,8,23,8,31
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,21,11,21,11,32
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,7,0,7,0,7
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,27,9,27,9,36
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,19,72,19,72,91
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,1,2,1,3
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,8,5,8,5,13
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,14,0,14,14
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,26,0,26,0,26
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,28,3,28,3,31
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2508,154,2508,154,2662
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,19,14,19,14,33
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,19,27,19,27,46
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,9,2,9,11
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,8,12,8,12,20
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,4,15,4,15,19
SANTIAGO DE MACHACA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,2,0,2,2
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,5,3,5,8
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,2,0,2,2
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,6,10,6,10,16
SENA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,6,3,6,9
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,40,5,40,5,45
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,15,24,15,24,39
SICAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,6,3,6,9
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,78,16,78,16,94
SOPACHUY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,5,4,5,4,9
SORACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,12,10,12,10,22
SORATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,6,19,6,19,25
SUCRE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,482,49,482,49,531
TACACOMA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,9,18,9,18,27
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,8,1,8,1,9
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,10,4,10,4,14
TAHUA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,5,0,5,5
TAPACARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,21,25,21,25,46
TARABUCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,11,15,11,15,26
TARACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,4,0,4,4
TARATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,9,4,9,4,13
TARIJA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,337,31,337,31,368
TARVITA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,6,7,6,7,13
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,8,3,8,3,11
TIAWANACU,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,12,5,12,5,17
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,19,13,19,13,32
TIPUANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,9,2,9,11
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,106,36,106,36,142
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,16,17,16,17,33
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,0,2,0,2
TOCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,6,3,6,9
TOLATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,4,12,4,12,16
TOLEDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,4,1,4,1,5
TOMAVE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,8,11,8,11,19
TOMINA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,10,3,10,3,13
TORO TORO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,6,14,6,14,20
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,7,4,7,4,11
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,2,0,2,0,2
TRIGAL,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,170,11,170,11,181
TUPIZA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,47,23,47,23,70
TURCO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,0,3,0,3
UMALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,10,12,10,12,22
UNCIA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,19,14,19,14,33
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,11,13,11,13,24
URUBICHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,9,5,9,5,14
UYUNI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,27,0,27,0,27
VACAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,14,0,14,14
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,22,0,22,0,22
VIACHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,77,56,77,56,133
VILA VILA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,5,0,5,5
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,5,16,5,16,21
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,53,54,53,54,107
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,4,4,4,4,8
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,4,19,4,19,23
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,11,4,11,4,15
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,78,18,78,18,96
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,19,5,19,5,24
VILLAZON,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,42,10,42,10,52
VINTO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,81,4,81,4,85
VITICHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,1,10,1,10,11
WALDO BALLIVIAN,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,5,0,5,0,5
WARNES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,199,44,199,44,243
YACO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,8,3,8,11
YACUIBA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,101,102,101,102,203
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,9,8,9,8,17
YANACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,11,3,11,14
YAPACANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,81,18,81,18,99
YOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,0,3,0,3,3
YOTALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,5,7,5,7,12
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,4,3,4,3,7
ZUDAÑEZ,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-10-01,3,1,3,1,4
ACACIO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,3,8,3,8,11
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,31,54,31,54,85
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,12,17,12,17,29
AIQUILE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,26,15,26,15,41
ALALAY,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,0,8,0,8,8
ALCALA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,3,6,3,6,9
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,11,1,11,1,12
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,15,1,15,1,16
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,1,4,1,4,5
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,1,5,1,5,6
ANZALDO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,4,20,4,20,24
APOLO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,18,28,18,28,46
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,1,4,1,4,5
ARANI,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,21,1,21,1,22
ARBIETO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,14,11,14,11,25
ARQUE,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,18,8,18,8,26
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,45,0,45,0,45
ATOCHA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,8,36,8,36,44
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,2,6,2,6,8
AYATA,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,7,4,7,4,11
AYO AYO,vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,8,8,8,8,16
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,anti amarilica,2013-11-01,12,51,12,51,63
