,group,variable,month,DPT 3RA DOSIS,DPT 3RA DOSIS,TOTALES,TOTALES,TOTALES
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,0,1,0,1,1
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,7,0,7,0,7
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,4,0,4,0,4
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,10,0,10,0,10
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,0,2,0,2,2
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,2,0,2,0,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,2,0,2,0,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,10,0,10,0,10
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,0,1,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,0,2,0,2,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,2,0,2,0,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,25,5,25,5,30
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,0,1,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,5,1,5,1,6
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,10,9,10,9,19
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,4,0,4,0,4
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,0,1,0,1,1
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,9,0,9,0,9
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,2,3,2,3,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,2,0,2,0,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,2,0,2,0,2
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,0,1,0,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,1,1,1,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,5,0,5,0,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,40,16,40,16,56
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,2,0,2,0,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,4,1,4,1,5
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,7,0,7,0,7
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,6,1,6,1,7
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,5,0,5,0,5
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,0,1,0,1
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,0,1,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,1,1,1,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,2,0,2,0,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,1,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,4,0,4,0,4
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,3,4,3,4,7
YAPACANI,vacunaciones en ninos de 12 a 23 meses,dpt 3ra dosis,2013-12-01,0,1,0,1,1
