,group,variable,month,DPT 4TA DOSIS,DPT 4TA DOSIS,TOTALES,TOTALES,TOTALES
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,24,22,24,22,46
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,11,0,11,0,11
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,37,0,37,0,37
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,9,80,9,80,89
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,4,0,4,0,4
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,4,1,4,5
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,7,10,7,10,17
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,7,8,7,8,15
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,6,0,6,0,6
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,4,5,4,5,9
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,6,7,6,7,13
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,4,2,4,6
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,12,0,12,0,12
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,426,268,426,268,694
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,2,2,2,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,13,63,13,63,76
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,7,0,7,0,7
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,129,41,129,41,170
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,10,2,10,12
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,7,1,7,1,8
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,20,12,20,12,32
TARATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,7,4,7,4,11
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,171,23,171,23,194
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,7,7,7,7,14
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,24,6,24,6,30
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,9,24,9,24,33
TOCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,0,1,0,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,5,0,5,0,5
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,5,2,5,7
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,21,0,21,0,21
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,12,8,12,8,20
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,18,31,18,31,49
TRIGAL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,1,2,1,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,39,6,39,6,45
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,5,0,5,0,5
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,12,9,12,9,21
URUBICHA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,9,39,9,39,48
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,3,1,3,1,4
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,2,1,2,1,3
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,18,8,18,8,26
VILA VILA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,0,1,0,1
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,4,0,4,0,4
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,30,12,30,12,42
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,4,2,4,2,6
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,5,1,5,1,6
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,41,3,41,3,44
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,3,2,3,2,5
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,36,0,36,0,36
VITICHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,3,1,3,1,4
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,79,136,79,136,215
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,64,16,64,16,80
YAMPARAEZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,1,2,1,2,3
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,5,1,5,1,6
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-05-01,0,8,0,8,8
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,19,8,19,8,27
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,2,1,2,1,3
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,4,0,4,0,4
ANTEQUERA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,2,0,2,0,2
ANZALDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,2,6,2,6,8
ARBIETO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,7,10,7,10,17
ARQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,2,1,2,1,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,26,3,26,3,29
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,4,10,4,10,14
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,5,0,5,5
AZURDUY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,2,9,2,9,11
BATALLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,8,0,8,0,8
BAURES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,5,0,5,0,5
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,28,26,28,26,54
BETANZOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,3,2,3,2,5
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,3,0,3,0,3
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,3,0,3,0,3
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,1,0,1,1
CAMARGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,6,5,6,5,11
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,3,0,3,0,3
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,2,0,2,2
CARAPARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,6,9,6,9,15
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,0,1,0,1
CHAQUI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,1,0,1,1
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,0,1,0,1
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,2,0,2,2
CHIMORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,24,6,24,6,30
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,15,0,15,0,15
CLIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,15,0,15,0,15
COBIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,49,10,49,10,59
COCAPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,3,10,3,10,13
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,385,37,385,37,422
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,5,2,5,2,7
COLOMI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,22,3,22,3,25
COMARAPA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,5,0,5,0,5
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,2,0,2,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,4,5,4,5,9
CORO CORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,0,1,0,1
CORQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,3,1,3,4
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,7,5,7,5,12
COTOCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,7,0,7,0,7
CUEVO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,3,0,3,3
CULPINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,0,1,0,1
CURVA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,1,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,130,40,130,40,170
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,15,1,15,1,16
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,5,1,5,6
EL TORNO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,85,0,85,0,85
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,9,1,9,1,10
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,18,16,18,16,34
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,38,7,38,7,45
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,7,0,7,0,7
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,2,1,2,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,40,21,40,21,61
HUACARETA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,2,0,2,0,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,13,0,13,0,13
ICLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,5,0,5,5
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,4,2,4,2,6
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,3,0,3,3
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,0,1,0,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,33,2,33,2,35
LA PAZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,159,24,159,24,183
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,6,6,6,6,12
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,3,0,3,3
LORETO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,0,1,0,1
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,10,2,10,2,12
MACHARETI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,10,2,10,2,12
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,14,4,14,4,18
MAIRANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,3,2,3,2,5
MINEROS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,19,2,19,2,21
MIZQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,14,8,14,8,22
MOJINETE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,30,7,30,7,37
MONTERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,112,0,112,0,112
MORO MORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,3,4,3,4,7
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,4,11,4,11,15
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,1,1,1,2
OKINAWA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,38,15,38,15,53
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,7,0,7,7
ORURO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,165,2,165,2,167
PADCAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,4,2,4,2,6
PADILLA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,6,9,6,9,15
PAILON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,6,32,6,32,38
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,6,5,6,5,11
PAZÑA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,1,1,1,2
POCOATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,4,0,4,4
POCONA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,6,7,6,7,13
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,5,2,5,2,7
POROMA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,13,10,13,10,23
PORONGO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,11,0,11,11
PORVENIR,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,0,1,0,1
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,1,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,152,55,152,55,207
PRESTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,2,0,2,0,2
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,2,0,2,0,2
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,1,0,1,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,4,10,4,10,14
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,20,23,20,23,43
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,61,12,61,12,73
PUNA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,12,15,12,15,27
PUNATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,8,1,8,1,9
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,102,15,102,15,117
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,0,1,0,1
REYES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,16,0,16,0,16
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,18,14,18,14,32
ROBORE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,3,3,3,3,6
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,18,9,18,9,27
SACABA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,98,19,98,19,117
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,3,0,3,3
SACACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,2,0,2,0,2
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,7,3,7,3,10
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,2,0,2,0,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,2,5,2,5,7
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,2,0,2,0,2
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,11,17,11,17,28
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,17,5,17,5,22
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,51,14,51,14,65
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,14,2,14,2,16
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,4,1,4,1,5
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,19,4,19,4,23
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,61,0,61,61
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,7,1,7,8
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,10,8,10,8,18
SAN LUCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,21,9,21,9,30
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,9,6,9,6,15
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,0,1,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,35,43,35,43,78
SAN PEDRO(PND),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,8,0,8,8
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,9,6,9,6,15
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,28,10,28,10,38
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,502,53,502,53,555
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,6,3,6,3,9
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,10,2,10,2,12
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,0,1,0,1
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,1,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,8,0,8,0,8
SORATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,4,0,4,4
SUCRE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,95,15,95,15,110
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,6,1,6,7
TACOPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,4,0,4,4
TARABUCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,3,11,3,11,14
TARATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,7,1,7,1,8
TARIJA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,172,55,172,55,227
TARVITA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,6,10,6,10,16
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,6,1,6,1,7
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,3,5,3,5,8
TOCO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,0,1,0,1
TOLATA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,0,1,0,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,3,7,3,7,10
TORO TORO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,13,1,13,1,14
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,1,1,1,2
TRIGAL,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,55,76,55,76,131
TUPIZA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,28,11,28,11,39
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,7,7,7,7,14
URUBICHA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,4,0,4,0,4
UYUNI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,7,5,7,5,12
VACAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,3,5,3,5,8
VALLEGRANDE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,27,1,27,1,28
VILLA CHARCAS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,7,4,7,4,11
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,35,23,35,23,58
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,5,1,5,6
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,5,3,5,3,8
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,53,8,53,8,61
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,4,0,4,0,4
VILLAZON,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,44,5,44,5,49
VINTO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,34,1,34,1,35
VITICHI,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,8,2,8,2,10
WARNES,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,67,55,67,55,122
YACUIBA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,73,49,73,49,122
YOTALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,1,1,1,1,2
YUNCHARA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-06-01,0,6,0,6,6
ACACIO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,5,1,5,6
AIQUILE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,15,12,15,12,27
ALALAY,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,0,1,0,1
ALCALA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,2,2,2,4
ANZALDO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,0,1,0,1
ARBIETO,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,6,1,6,1,7
ARQUE,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,5,2,5,2,7
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,2,0,2,0,2
ATOCHA,vacunaciones en ninos de 12 a 23 meses,dpt 4ta dosis,2013-07-01,1,1,1,1,2
