,group,variable,month,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO MENORES DE 5 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 5 A 13 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 14 A 19 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 20 A 59 AÑOS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO 60 AÑOS Y MAS,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TRAT. ODONTOLÓGICO INTEGRAL TERMINADO EMB,TOTALES
CAMARGO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,1,0,6,2,1,2,3,3,0,0,0,0,0,0,18
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,0,0,2,1,1,0,0,0,0,0,0,4
CAPINOTA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,1,2,1,0,1,0,1,1,0,0,0,0,0,7
CARACOLLO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,1,0,2,0,2,0,0,0,0,0,0,5
CARANAVI,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2
CARAPARI,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
CHARAGUA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
CHIMORE,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3
CHUMA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
COBIJA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3
COCHABAMBA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,14,19,45,40,16,27,27,63,18,15,0,0,0,0,284
COLCAPIRHUA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,2,0,2,1,2,0,0,0,0,0,0,7
"COLCHA ""K""",atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
COLOMI,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
COLQUIRI,atencion odontologica,trat. odontologico integral terminado,2021-12-01,4,6,27,26,7,7,3,13,1,6,0,0,0,0,100
COMARAPA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,1,1,0,1,1,1,0,0,0,0,0,0,5
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,1,1,2,2,0,1,0,0,0,0,0,0,7
CULPINA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,2,0,2,0,0,0,0,0,0,0,0,4
EL ALTO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,6,2,7,4,0,1,1,0,0,2,0,0,0,0,23
EL TORNO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,6,7,1,2,4,6,3,7,2,4,0,0,0,0,42
EL VILLAR,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
ENTRE RIOS CBBA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
HUANUNI,atencion odontologica,trat. odontologico integral terminado,2021-12-01,2,2,1,2,3,0,0,0,1,0,0,0,0,0,11
ICLA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,1,0,2,1,1,0,0,0,0,0,0,5
LA PAZ,atencion odontologica,trat. odontologico integral terminado,2021-12-01,27,37,52,58,8,9,17,22,1,10,0,0,0,0,241
LICOMA PAMPA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
MACHACAMARCA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MALLA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3
MOJOCOYA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
MONTEAGUDO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,2,1,7,2,4,10,6,15,0,0,0,0,0,0,47
ORURO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,4,8,14,15,12,8,16,21,0,2,0,0,0,0,100
PADCAYA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,0,0,1,0,5,0,0,0,0,0,0,6
PADILLA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,2,0,2,1,2,0,0,0,0,0,0,7
PALOS BLANCOS,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PAZÑA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3
POCONA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,2,17,12,3,10,20,0,0,0,0,0,0,64
PORCO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,2,0,0,0,0,0,0,3,0,0,0,0,0,0,5
POROMA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5
PORVENIR,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
POTOSI,atencion odontologica,trat. odontologico integral terminado,2021-12-01,18,40,33,51,14,63,53,152,2,0,0,0,0,0,426
PRESTO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,1,0,1,3,0,0,0,0,0,0,0,5
PUERTO VILLARROEL,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3
PUNATA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,1,0,2,4,0,2,1,0,0,0,0,0,0,0,10
QUILLACOLLO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,3,8,9,13,1,4,1,8,0,0,0,0,0,0,47
RAVELO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,1,0,0,1,1,10,6,7,0,0,0,0,26
SACABA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,4,3,21,25,6,8,8,21,3,1,0,0,0,0,100
SALINAS DE GARCI MENDOZA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
SAN BENITO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,1,2,0,0,0,0,2,0,0,0,0,0,0,5
SAN BORJA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,1,2,0,2,0,1,0,0,0,0,0,0,6
SAN LORENZO(TJA),atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,1,0,1,0,4,7,1,1,0,0,0,0,15
SAN LUCAS,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
SAN PEDRO DE BUENA VISTA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,1,59,111,5,10,7,10,2,0,0,0,0,0,205
SAN PEDRO DE QUEMES,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,1,1,0,1,1,0,7,0,0,0,0,0,0,11
SANTA CRUZ DE LA SIERRA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,36,43,11,23,3,8,4,20,12,12,0,0,0,0,172
SAPAHAQUI,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
SORATA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2
SUCRE,atencion odontologica,trat. odontologico integral terminado,2021-12-01,19,11,10,10,1,3,3,14,1,2,0,0,0,0,74
TACOBAMBA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,1,3,2,1,4,3,3,1,1,0,0,0,0,19
TAPACARI,atencion odontologica,trat. odontologico integral terminado,2021-12-01,1,1,1,0,1,1,0,0,0,0,0,0,0,0,5
TARABUCO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
TARIJA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,1,4,37,25,2,5,28,69,2,0,0,0,0,0,173
TEOPONTE,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
TIQUIPAYA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,1,1,7,3,1,0,1,1,0,0,0,0,0,0,15
TOCO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,5,1,0,0,0,0,0,0,0,0,0,0,6
TOMINA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,1,0,3,0,1,0,0,0,0,0,0,5
TOTORA(ORR),atencion odontologica,trat. odontologico integral terminado,2021-12-01,2,2,7,11,9,13,4,24,2,2,0,0,0,0,76
URIONDO (A. CONCEPCION),atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
VIACHA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,1,0,0,1,1,0,0,1,0,0,0,0,0,0,4
VILLA MONTES,atencion odontologica,trat. odontologico integral terminado,2021-12-01,2,0,1,0,0,3,1,6,0,1,0,0,0,0,14
VILLA RIVERO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,1,1,0,0,2,0,0,0,0,0,0,4
VILLA SERRANO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3
VILLA TUNARI,atencion odontologica,trat. odontologico integral terminado,2021-12-01,1,0,1,1,2,0,1,0,0,0,0,0,0,0,6
VILLAZON,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,5,12,2,1,2,2,3,0,1,0,0,0,0,28
VINTO,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,0,0,1,1,3,0,0,0,0,0,0,5
YACUIBA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,3,3,24,11,1,20,7,35,1,0,0,0,0,0,105
YOCALLA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
YOTALA,atencion odontologica,trat. odontologico integral terminado,2021-12-01,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2
