municipality,group,variable,month,DPT (1ra o 2da o 3ra o refuerzos),TOTAL
SAN JAVIER(BNI),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,43,43
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,12,12
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,1,1
SAN JULIAN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,21,21
SAN LORENZO(PND),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,8,8
SAN LORENZO(TJA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,6,6
SAN MATIAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,2,2
SAN PEDRO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,28,28
SAN RAFAEL,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,10,10
SAN RAMON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,2,2
SAN RAMON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,3,3
SANTA ANA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,12,12
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,2536,2536
SANTA ROSA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,2,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,8,8
SANTIAGO DE HUARI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,2,2
SORACACHI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,1,1
SUCRE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,11,11
TARIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,103,103
TIQUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,26,26
TOCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,10,10
TODOS SANTOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,1,1
TOLATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,10,10
TOLEDO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,2,2
TORO TORO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,2,2
TOTORA(CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,12,12
TRINIDAD,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,139,139
TUPIZA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,9,9
TURCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,1,1
UMALA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,1,1
UNCIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,1,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,2,2
VILLA MONTES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,4,4
VILLAZON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,1,1
VINTO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,10,10
WARNES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,7,7
YACO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,1,1
YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-05-01,106,106
AIQUILE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,4,4
ANZALDO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
ARBIETO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,2,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,6,6
BELLA FLOR,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,27,27
BUENA VISTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,2,2
CABEZAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
CALAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,2,2
CARACOLLO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
CARANAVI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
CARAPARI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
CHALLAPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,3,3
CHOQUE COTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
COBIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,50,50
COCHABAMBA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,103,103
COLCAPIRHUA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,2,2
COLQUECHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,2,2
COLQUIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
COROICO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
CUATRO CAÑADAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,16,16
CULPINA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
EL ALTO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,40,40
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,3,3
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
EXALTACION,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,3,3
FILADELFIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
HUACARETA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,2,2
HUANUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
IXIAMAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
JESUS DE MACHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
LA PAZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,106,106
LORETO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,10,10
MACHACAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,2,2
MAGDALENA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,2,2
MECAPACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
MINEROS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,3,3
MONTERO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,38,38
MORO MORO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,8,8
MOROCHATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,5,5
ORURO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,89,89
PALOS BLANCOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
POCONA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,6,6
POTOSI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,20,20
PUERTO QUIJARRO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,2,2
PUERTO SILES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
PUNA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,2,2
REYES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,6,6
RIBERALTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,4,4
RURRENABAQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
SACABA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,3,3
SAN ANDRES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,3,3
SAN ANDRES DE MACHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
SAN BORJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,9,9
SAN IGNACIO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,29,29
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,4,4
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
SAN JULIAN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,11,11
SAN LORENZO(PND),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,3,3
SAN LORENZO(TJA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
SAN PEDRO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,26,26
SAN RAMON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,20,20
SANTA ANA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,8,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1005,1005
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,5,5
SENA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,12,12
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
SUCRE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,45,45
TARIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,10,10
TINGUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,2,2
TIQUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,11,11
TIRAQUE (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,5,5
TOLEDO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
TOTORA(ORR),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
TRINIDAD,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,26,26
TUPIZA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,6,6
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,3,3
UYUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,4,4
VIACHA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,1,1
VILLA MONTES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,3,3
VINTO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,33,33
WARNES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,5,5
YACO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,3,3
YACUIBA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,5,5
YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-06-01,23,23
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,8,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
BAURES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,8,8
BOLPEBRA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
BUENA VISTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
CAMIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
CARACOLLO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
CARAPARI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
CARIPUYO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
COBIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,93,93
COCHABAMBA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,112,112
COLCAPIRHUA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
"COLCHA ""K""",vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
COLPA BELGICA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
COLQUIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
COMARAPA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,3,3
CORIPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
COTOCA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
CULPINA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,4,4
DESAGUADERO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
EL ALTO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,143,143
EL PUENTE(STC),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
EL PUENTE(TJA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
EL TORNO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,4,4
EL VILLAR,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,16,16
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
FILADELFIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,11,11
GUAYARAMERIN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
INGAVI (HUMAITA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
JESUS DE MACHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
LA GUARDIA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
LA PAZ,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,43,43
LAGUNILLAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,34,34
LORETO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,15,15
MAGDALENA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
MAIRANA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
MINEROS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
MOCOMOCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
MONTEAGUDO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
MONTERO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,33,33
MOROCHATA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,3,3
OKINAWA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
ORURO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,167,167
PAILON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,85,85
PELECHUCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
POCONA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
PORTACHUELO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
POTOSI,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,23,23
PUERTO QUIJARRO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
PUERTO RICO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,15,15
PUERTO SILES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
REYES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,5,5
RIBERALTA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,29,29
RURRENABAQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,15,15
SACABA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,7,7
SAN ANDRES,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,8,8
SAN BORJA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,15,15
SAN CARLOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
SAN IGNACIO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,3,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,6,6
SAN JULIAN,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,12,12
SAN LORENZO(PND),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,12,12
SAN MATIAS,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,13,13
SAN PEDRO,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
SAN PEDRO(PND),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,12,12
SAN RAMON,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1,1
SANTA ANA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,1157,1157
SENA,vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,9,9
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 meses a menores de 5 anos,dpt (1ra o 2da o 3ra o refuerzos),2007-07-01,2,2
