municipality,group,variable,month,Polio (1ra o 2da o 3ra o refuerzos),TOTAL
EL TORNO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,696,696
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,26,26
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,4,4
EXALTACION,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,2,2
FERNANDEZ ALONSO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,2,2
FILADELFIA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
GENERAL SAAVEDRA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,52,52
GUAQUI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,4,4
GUAYARAMERIN,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1084,1084
HUACARETA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,14,14
HUACHACALLA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
HUANUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,10,10
HUARACAJE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,2,2
HUAYLLAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,8,8
INQUISIVI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,2,2
JESUS DE MACHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,130,130
LA ASUNTA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,10,10
LA GUARDIA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,74,74
LA PAZ,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,2271,2271
LAS CARRERAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,28,28
LLALLAGUA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,3,3
LORETO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,13,13
MACHACAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
MAGDALENA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,23,23
MAIRANA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
MINEROS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,4,4
MIZQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,93,93
MOCOMOCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,52,52
MOJOCOYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
MONTERO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,284,284
MOROCHATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,38,38
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,5,5
ORURO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,283,283
PAILON,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,38,38
POCOATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,15,15
POCONA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,34,34
POJO (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,6,6
PORCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,2,2
POROMA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,8,8
PORTACHUELO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,4,4
PORVENIR,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,3,3
POTOSI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,36,36
PRESTO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,7,7
PUCARANI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,2,2
PUERTO ACOSTA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,8,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,5,5
PUERTO SILES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
PUERTO SUAREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,10,10
PUERTO VILLARROEL,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,53,53
PUNA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
PUNATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,17,17
QUILLACOLLO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,184,184
QUIME,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,4,4
RAVELO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,3,3
REYES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,15,15
RIBERALTA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,128,128
RURRENABAQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,58,58
SACABA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,77,77
SACABAMBA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,56,56
SAIPINA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,6,6
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,3,3
SAMAIPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,2,2
SAN ANDRES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,11,11
SAN BENITO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,7,7
SAN BORJA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,67,67
SAN CARLOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,5,5
SAN IGNACIO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,71,71
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,678,678
SAN JAVIER(BNI),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,24,24
SAN JAVIER(STC),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
SAN JOAQUIN,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,2,2
SAN JULIAN,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,166,166
SAN LORENZO(PND),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,27,27
SAN LUCAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
SAN MATIAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,17,17
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,2,2
SAN PEDRO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,29,29
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,3,3
SAN RAMON,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,3,3
SANTA ANA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,13,13
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,4122,4122
SANTA ROSA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,4,4
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,2,2
SANTIAGO DE HUARI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,4,4
SANTIVAÑES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
SUCRE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,659,659
TACOBAMBA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,5,5
TACOPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,20,20
TAPACARI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,10,10
TARACO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,2,2
TARATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,17,17
TARIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,161,161
TIAWANACU,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,3,3
TINGUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,16,16
TIPUANI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,7,7
TIQUIPAYA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,7,7
TIRAQUE (CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,17,17
TOCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,73,73
TOLATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,92,92
TOMINA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,3,3
TORO TORO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,30,30
TOTORA(CBBA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
TRINIDAD,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,198,198
TUPIZA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,8,8
TURCO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,25,25
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,14,14
UYUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
VACAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,5,5
VALLEGRANDE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,3,3
VIACHA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,200,200
VILLA MONTES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,4,4
VILLA NUEVA (LOMA ALTA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
VILLA RIVERO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
VILLA TUNARI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,109,109
VILLAZON,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,1,1
VINTO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,2,2
WARNES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,72,72
YACUIBA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,88,88
YANACACHI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,25,25
YAPACANI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-10-01,171,171
ACACIO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,40,40
ACHACACHI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,723,723
ACHOCALLA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,3,3
AIQUILE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,14,14
ALCALA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,4,4
ANCORAIMES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,203,203
ANDAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,38,38
ANTEQUERA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,2,2
ANZALDO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,1,1
APOLO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,149,149
ARAMPAMPA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,233,233
ARANI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,83,83
ARBIETO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,24,24
ARQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,260,260
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,36,36
ATOCHA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,1,1
AUCAPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,9,9
AYATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,13,13
AYO AYO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,10,10
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,24,24
BAURES,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,3,3
BERMEJO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,241,241
BETANZOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,2,2
BOLIVAR,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,66,66
BUENA VISTA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,23,23
CABEZAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,4,4
CAIROMA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,40,40
"CAIZA ""D""",vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,4,4
CAJUATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,61,61
CALAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,13,13
CAMARGO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,174,174
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,15,15
CAMIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,6,6
CAPINOTA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,49,49
CAQUIAVIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,9,9
CARACOLLO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,3,3
CARANAVI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,1,1
CARAPARI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,19,19
CARIPUYO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,3,3
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,57,57
CHALLAPATA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,10,10
CHARAGUA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,1,1
CHUMA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,40,40
CLIZA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,17,17
COBIJA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,57,57
COCHABAMBA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,787,787
COLOMI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,187,187
COLPA BELGICA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,19,19
COLQUECHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,1,1
COLQUIRI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,338,338
COMANCHE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,22,22
COMARAPA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,130,130
CONCEPCION,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,1,1
COPACABANA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,1,1
COROICO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,1,1
CORQUE,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,19,19
COTAGAITA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,116,116
COTOCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,155,155
CUATRO CAÑADAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,69,69
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,22,22
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,13,13
EL ALTO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,2299,2299
EL PUENTE(STC),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,6,6
EL PUENTE(TJA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,1,1
EL TORNO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,83,83
EL VILLAR,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,81,81
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,30,30
ENTRE RIOS,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,74,74
EXALTACION,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,2,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,77,77
HUACARETA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,1,1
HUANUNI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,9,9
HUAYLLAMARCA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,6,6
ICLA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,50,50
INCAHUASI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,190,190
INQUISIVI,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,81,81
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,1,1
JESUS DE MACHACA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,137,137
LA ASUNTA,vacunaciones en ninos de 12 meses a menores de 5 anos,polio (1ra o 2da o 3ra o refuerzos),2007-11-01,66,66
