,group,variable,month,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS NUEVO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS NUEVO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS REPETIDO,TOTAL 1.4 PERSONAS DE 21 A 59 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
CORQUE,consulta externa, personas de 21 a 59 anos,2014-10-01,77,114,6,3,83,117,200
COTAGAITA,consulta externa, personas de 21 a 59 anos,2014-10-01,449,768,16,16,465,784,1249
COTOCA,consulta externa, personas de 21 a 59 anos,2014-10-01,237,898,5,19,242,917,1159
CRUZ DE MACHACAMARCA,consulta externa, personas de 21 a 59 anos,2014-10-01,6,11,0,1,6,12,18
CUATRO CAÑADAS,consulta externa, personas de 21 a 59 anos,2014-10-01,183,419,10,15,193,434,627
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 21 a 59 anos,2014-10-01,20,39,0,1,20,40,60
CUEVO,consulta externa, personas de 21 a 59 anos,2014-10-01,129,207,11,22,140,229,369
CULPINA,consulta externa, personas de 21 a 59 anos,2014-10-01,117,364,3,12,120,376,496
CURAHUARA DE CARANGAS,consulta externa, personas de 21 a 59 anos,2014-10-01,44,75,0,0,44,75,119
CURVA,consulta externa, personas de 21 a 59 anos,2014-10-01,25,59,0,3,25,62,87
DESAGUADERO,consulta externa, personas de 21 a 59 anos,2014-10-01,48,102,3,7,51,109,160
EL ALTO,consulta externa, personas de 21 a 59 anos,2014-10-01,12583,28037,4837,12219,17420,40256,57676
EL CHORO,consulta externa, personas de 21 a 59 anos,2014-10-01,38,59,3,1,41,60,101
EL PUENTE(STC),consulta externa, personas de 21 a 59 anos,2014-10-01,228,340,3,3,231,343,574
EL PUENTE(TJA),consulta externa, personas de 21 a 59 anos,2014-10-01,297,677,11,19,308,696,1004
EL TORNO,consulta externa, personas de 21 a 59 anos,2014-10-01,947,1828,246,367,1193,2195,3388
EL VILLAR,consulta externa, personas de 21 a 59 anos,2014-10-01,196,297,10,13,206,310,516
ENTRE RIOS TRJ,consulta externa, personas de 21 a 59 anos,2014-10-01,689,1364,44,27,733,1391,2124
ENTRE RIOS CBBA,consulta externa, personas de 21 a 59 anos,2014-10-01,123,429,21,17,144,446,590
ESCARA,consulta externa, personas de 21 a 59 anos,2014-10-01,18,9,4,2,22,11,33
ESCOMA,consulta externa, personas de 21 a 59 anos,2014-10-01,48,53,2,8,50,61,111
ESMERALDA,consulta externa, personas de 21 a 59 anos,2014-10-01,3,7,0,0,3,7,10
EUCALIPTUS,consulta externa, personas de 21 a 59 anos,2014-10-01,59,92,2,2,61,94,155
EUREKA (SANTOS MERCADO),consulta externa, personas de 21 a 59 anos,2014-10-01,11,17,0,2,11,19,30
EXALTACION,consulta externa, personas de 21 a 59 anos,2014-10-01,70,100,4,5,74,105,179
FERNANDEZ ALONSO,consulta externa, personas de 21 a 59 anos,2014-10-01,71,170,5,18,76,188,264
FILADELFIA,consulta externa, personas de 21 a 59 anos,2014-10-01,71,105,0,1,71,106,177
GENERAL SAAVEDRA,consulta externa, personas de 21 a 59 anos,2014-10-01,17,90,0,1,17,91,108
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 21 a 59 anos,2014-10-01,132,159,3,2,135,161,296
GUANAY,consulta externa, personas de 21 a 59 anos,2014-10-01,67,225,7,10,74,235,309
GUAQUI,consulta externa, personas de 21 a 59 anos,2014-10-01,48,105,4,14,52,119,171
GUAYARAMERIN,consulta externa, personas de 21 a 59 anos,2014-10-01,830,1840,382,631,1212,2471,3683
GUTIERREZ,consulta externa, personas de 21 a 59 anos,2014-10-01,117,283,1,2,118,285,403
HUACARETA,consulta externa, personas de 21 a 59 anos,2014-10-01,195,334,5,6,200,340,540
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 21 a 59 anos,2014-10-01,86,188,2,3,88,191,279
HUACHACALLA,consulta externa, personas de 21 a 59 anos,2014-10-01,39,26,11,7,50,33,83
HUANUNI,consulta externa, personas de 21 a 59 anos,2014-10-01,774,707,320,314,1094,1021,2115
HUARACAJE,consulta externa, personas de 21 a 59 anos,2014-10-01,60,133,6,5,66,138,204
HUARINA,consulta externa, personas de 21 a 59 anos,2014-10-01,43,79,3,8,46,87,133
HUATAJATA,consulta externa, personas de 21 a 59 anos,2014-10-01,19,29,23,35,42,64,106
HUAYLLAMARCA,consulta externa, personas de 21 a 59 anos,2014-10-01,101,112,0,2,101,114,215
HUMANATA,consulta externa, personas de 21 a 59 anos,2014-10-01,28,42,5,2,33,44,77
ICHOCA,consulta externa, personas de 21 a 59 anos,2014-10-01,24,63,0,0,24,63,87
ICLA,consulta externa, personas de 21 a 59 anos,2014-10-01,118,264,10,10,128,274,402
INCAHUASI,consulta externa, personas de 21 a 59 anos,2014-10-01,61,275,3,12,64,287,351
INGAVI (HUMAITA),consulta externa, personas de 21 a 59 anos,2014-10-01,34,44,4,2,38,46,84
INQUISIVI,consulta externa, personas de 21 a 59 anos,2014-10-01,82,112,1,3,83,115,198
IRUPANA (VILLA DE LANZA),consulta externa, personas de 21 a 59 anos,2014-10-01,254,530,27,59,281,589,870
IXIAMAS,consulta externa, personas de 21 a 59 anos,2014-10-01,121,199,5,1,126,200,326
JESUS DE MACHACA,consulta externa, personas de 21 a 59 anos,2014-10-01,176,330,32,28,208,358,566
LA ASUNTA,consulta externa, personas de 21 a 59 anos,2014-10-01,397,746,21,41,418,787,1205
LA GUARDIA,consulta externa, personas de 21 a 59 anos,2014-10-01,601,1525,23,363,624,1888,2512
LA PAZ,consulta externa, personas de 21 a 59 anos,2014-10-01,19767,40024,12625,30442,32392,70466,102858
LA RIVERA,consulta externa, personas de 21 a 59 anos,2014-10-01,10,11,3,0,13,11,24
LAGUNILLAS,consulta externa, personas de 21 a 59 anos,2014-10-01,118,306,0,4,118,310,428
LAJA,consulta externa, personas de 21 a 59 anos,2014-10-01,102,239,35,26,137,265,402
LAS CARRERAS,consulta externa, personas de 21 a 59 anos,2014-10-01,66,145,0,0,66,145,211
LICOMA PAMPA,consulta externa, personas de 21 a 59 anos,2014-10-01,40,43,2,0,42,43,85
LLALLAGUA,consulta externa, personas de 21 a 59 anos,2014-10-01,574,1133,55,44,629,1177,1806
LLICA,consulta externa, personas de 21 a 59 anos,2014-10-01,64,125,1,8,65,133,198
LORETO,consulta externa, personas de 21 a 59 anos,2014-10-01,94,175,2,6,96,181,277
LURIBAY,consulta externa, personas de 21 a 59 anos,2014-10-01,126,210,4,4,130,214,344
MACHACAMARCA,consulta externa, personas de 21 a 59 anos,2014-10-01,102,111,9,21,111,132,243
MACHARETI,consulta externa, personas de 21 a 59 anos,2014-10-01,212,474,11,25,223,499,722
MAGDALENA,consulta externa, personas de 21 a 59 anos,2014-10-01,156,289,60,119,216,408,624
MAIRANA,consulta externa, personas de 21 a 59 anos,2014-10-01,117,405,18,42,135,447,582
MALLA,consulta externa, personas de 21 a 59 anos,2014-10-01,17,28,4,1,21,29,50
MAPIRI,consulta externa, personas de 21 a 59 anos,2014-10-01,151,367,2,4,153,371,524
MECAPACA,consulta externa, personas de 21 a 59 anos,2014-10-01,112,187,5,9,117,196,313
MINEROS,consulta externa, personas de 21 a 59 anos,2014-10-01,103,264,0,14,103,278,381
MIZQUE,consulta externa, personas de 21 a 59 anos,2014-10-01,87,261,15,21,102,282,384
MOCOMOCO,consulta externa, personas de 21 a 59 anos,2014-10-01,140,185,14,12,154,197,351
MOJINETE,consulta externa, personas de 21 a 59 anos,2014-10-01,22,48,2,6,24,54,78
MOJOCOYA,consulta externa, personas de 21 a 59 anos,2014-10-01,121,218,5,14,126,232,358
MONTEAGUDO,consulta externa, personas de 21 a 59 anos,2014-10-01,1008,1845,96,234,1104,2079,3183
MONTERO,consulta externa, personas de 21 a 59 anos,2014-10-01,865,2920,98,366,963,3286,4249
MORO MORO,consulta externa, personas de 21 a 59 anos,2014-10-01,37,64,8,11,45,75,120
MOROCHATA,consulta externa, personas de 21 a 59 anos,2014-10-01,78,166,5,9,83,175,258
NACEBE (SANTA ROSA DEL ABUNA),consulta externa, personas de 21 a 59 anos,2014-10-01,83,78,14,6,97,84,181
NAZACARA DE PACAJES,consulta externa, personas de 21 a 59 anos,2014-10-01,14,20,0,0,14,20,34
NUEVO MANOA (NUEVA ESPERANZA),consulta externa, personas de 21 a 59 anos,2014-10-01,54,71,2,2,56,73,129
OCURI,consulta externa, personas de 21 a 59 anos,2014-10-01,101,272,1,2,102,274,376
OKINAWA,consulta externa, personas de 21 a 59 anos,2014-10-01,165,336,7,71,172,407,579
OMEREQUE,consulta externa, personas de 21 a 59 anos,2014-10-01,124,223,18,13,142,236,378
ORURO,consulta externa, personas de 21 a 59 anos,2014-10-01,7962,14604,2810,5880,10772,20484,31256
PADCAYA,consulta externa, personas de 21 a 59 anos,2014-10-01,745,1347,13,28,758,1375,2133
PADILLA,consulta externa, personas de 21 a 59 anos,2014-10-01,438,935,8,14,446,949,1395
PAILON,consulta externa, personas de 21 a 59 anos,2014-10-01,285,466,14,19,299,485,784
PALCA,consulta externa, personas de 21 a 59 anos,2014-10-01,122,252,7,7,129,259,388
PALOS BLANCOS,consulta externa, personas de 21 a 59 anos,2014-10-01,416,726,6,12,422,738,1160
PAMPA AULLAGAS,consulta externa, personas de 21 a 59 anos,2014-10-01,20,55,0,0,20,55,75
PAMPA GRANDE,consulta externa, personas de 21 a 59 anos,2014-10-01,73,175,6,2,79,177,256
PAPEL PAMPA,consulta externa, personas de 21 a 59 anos,2014-10-01,76,131,11,8,87,139,226
PASORAPA,consulta externa, personas de 21 a 59 anos,2014-10-01,80,144,18,17,98,161,259
PATACAMAYA,consulta externa, personas de 21 a 59 anos,2014-10-01,154,334,15,28,169,362,531
PAZÑA,consulta externa, personas de 21 a 59 anos,2014-10-01,42,111,2,5,44,116,160
PELECHUCO,consulta externa, personas de 21 a 59 anos,2014-10-01,155,214,0,1,155,215,370
POCOATA,consulta externa, personas de 21 a 59 anos,2014-10-01,185,307,3,3,188,310,498
POCONA,consulta externa, personas de 21 a 59 anos,2014-10-01,132,227,3,4,135,231,366
POJO (CBBA),consulta externa, personas de 21 a 59 anos,2014-10-01,149,222,1,9,150,231,381
POOPO,consulta externa, personas de 21 a 59 anos,2014-10-01,150,152,9,15,159,167,326
PORCO,consulta externa, personas de 21 a 59 anos,2014-10-01,59,140,3,1,62,141,203
POROMA,consulta externa, personas de 21 a 59 anos,2014-10-01,149,483,7,11,156,494,650
PORONGO,consulta externa, personas de 21 a 59 anos,2014-10-01,134,282,2,5,136,287,423
PORTACHUELO,consulta externa, personas de 21 a 59 anos,2014-10-01,194,677,24,114,218,791,1009
PORVENIR,consulta externa, personas de 21 a 59 anos,2014-10-01,69,131,33,51,102,182,284
POSTRER VALLE,consulta externa, personas de 21 a 59 anos,2014-10-01,32,62,1,2,33,64,97
POTOSI,consulta externa, personas de 21 a 59 anos,2014-10-01,6846,11335,2052,3294,8898,14629,23527
PRESTO,consulta externa, personas de 21 a 59 anos,2014-10-01,103,256,0,2,103,258,361
PUCARA,consulta externa, personas de 21 a 59 anos,2014-10-01,56,111,12,28,68,139,207
PUCARANI,consulta externa, personas de 21 a 59 anos,2014-10-01,168,318,14,28,182,346,528
PUERTO ACOSTA,consulta externa, personas de 21 a 59 anos,2014-10-01,73,109,2,4,75,113,188
PUERTO CARABUCO,consulta externa, personas de 21 a 59 anos,2014-10-01,117,162,13,8,130,170,300
PUERTO GONZALO MORENO,consulta externa, personas de 21 a 59 anos,2014-10-01,184,273,13,17,197,290,487
PUERTO PEREZ,consulta externa, personas de 21 a 59 anos,2014-10-01,70,104,12,17,82,121,203
PUERTO QUIJARRO,consulta externa, personas de 21 a 59 anos,2014-10-01,184,342,1,10,185,352,537
PUERTO RICO,consulta externa, personas de 21 a 59 anos,2014-10-01,185,299,23,27,208,326,534
PUERTO SILES,consulta externa, personas de 21 a 59 anos,2014-10-01,42,55,1,0,43,55,98
PUERTO VILLARROEL,consulta externa, personas de 21 a 59 anos,2014-10-01,742,1131,41,82,783,1213,1996
PUNA,consulta externa, personas de 21 a 59 anos,2014-10-01,204,603,6,25,210,628,838
PUNATA,consulta externa, personas de 21 a 59 anos,2014-10-01,245,837,155,650,400,1487,1887
QUIABAYA,consulta externa, personas de 21 a 59 anos,2014-10-01,40,50,11,5,51,55,106
QUILLACOLLO,consulta externa, personas de 21 a 59 anos,2014-10-01,1541,4031,813,1907,2354,5938,8292
QUIME,consulta externa, personas de 21 a 59 anos,2014-10-01,328,179,98,23,426,202,628
QUIRUSILLAS,consulta externa, personas de 21 a 59 anos,2014-10-01,27,34,0,0,27,34,61
RAVELO,consulta externa, personas de 21 a 59 anos,2014-10-01,198,497,3,0,201,497,698
REYES,consulta externa, personas de 21 a 59 anos,2014-10-01,163,395,21,46,184,441,625
RIBERALTA,consulta externa, personas de 21 a 59 anos,2014-10-01,1271,3386,95,398,1366,3784,5150
ROBORE,consulta externa, personas de 21 a 59 anos,2014-10-01,264,588,39,41,303,629,932
RURRENABAQUE,consulta externa, personas de 21 a 59 anos,2014-10-01,207,438,4,5,211,443,654
SABAYA,consulta externa, personas de 21 a 59 anos,2014-10-01,121,112,6,10,127,122,249
SACABA,consulta externa, personas de 21 a 59 anos,2014-10-01,1205,2462,317,672,1522,3134,4656
SACABAMBA,consulta externa, personas de 21 a 59 anos,2014-10-01,22,54,1,1,23,55,78
SACACA,consulta externa, personas de 21 a 59 anos,2014-10-01,133,377,4,3,137,380,517
SAIPINA,consulta externa, personas de 21 a 59 anos,2014-10-01,74,171,3,14,77,185,262
SALINAS DE GARCI MENDOZA,consulta externa, personas de 21 a 59 anos,2014-10-01,140,291,3,7,143,298,441
SAMAIPATA,consulta externa, personas de 21 a 59 anos,2014-10-01,162,303,13,21,175,324,499
SAN AGUSTIN,consulta externa, personas de 21 a 59 anos,2014-10-01,72,148,20,15,92,163,255
SAN ANDRES,consulta externa, personas de 21 a 59 anos,2014-10-01,253,442,19,53,272,495,767
SAN ANDRES DE MACHACA,consulta externa, personas de 21 a 59 anos,2014-10-01,67,96,10,13,77,109,186
SAN ANTONIO DE ESMORUCO,consulta externa, personas de 21 a 59 anos,2014-10-01,20,58,0,1,20,59,79
SAN ANTONIO DE LOMERIO,consulta externa, personas de 21 a 59 anos,2014-10-01,73,88,3,4,76,92,168
SAN BENITO,consulta externa, personas de 21 a 59 anos,2014-10-01,59,170,15,35,74,205,279
SAN BORJA,consulta externa, personas de 21 a 59 anos,2014-10-01,288,924,9,192,297,1116,1413
SAN BUENA VENTURA,consulta externa, personas de 21 a 59 anos,2014-10-01,148,288,8,11,156,299,455
SAN CARLOS,consulta externa, personas de 21 a 59 anos,2014-10-01,187,568,6,34,193,602,795
SAN IGNACIO,consulta externa, personas de 21 a 59 anos,2014-10-01,588,890,159,147,747,1037,1784
SAN IGNACIO DE VELASCO,consulta externa, personas de 21 a 59 anos,2014-10-01,365,918,26,118,391,1036,1427
SAN JAVIER(BNI),consulta externa, personas de 21 a 59 anos,2014-10-01,53,119,3,3,56,122,178
SAN JAVIER(STC),consulta externa, personas de 21 a 59 anos,2014-10-01,99,155,3,6,102,161,263
SAN JOAQUIN,consulta externa, personas de 21 a 59 anos,2014-10-01,43,52,5,2,48,54,102
SAN JOSE DE CHIQUITOS,consulta externa, personas de 21 a 59 anos,2014-10-01,257,618,16,34,273,652,925
SAN JUAN DE YAPACANI,consulta externa, personas de 21 a 59 anos,2014-10-01,128,357,15,68,143,425,568
SAN JULIAN,consulta externa, personas de 21 a 59 anos,2014-10-01,566,844,9,144,575,988,1563
SAN LORENZO(PND),consulta externa, personas de 21 a 59 anos,2014-10-01,44,127,0,0,44,127,171
SAN LORENZO(TJA),consulta externa, personas de 21 a 59 anos,2014-10-01,463,1151,6,17,469,1168,1637
SAN LUCAS,consulta externa, personas de 21 a 59 anos,2014-10-01,401,895,4,21,405,916,1321
SAN MATIAS,consulta externa, personas de 21 a 59 anos,2014-10-01,116,198,26,13,142,211,353
SAN MIGUEL DE VELASCO,consulta externa, personas de 21 a 59 anos,2014-10-01,62,154,13,41,75,195,270
SAN PABLO DE LIPEZ,consulta externa, personas de 21 a 59 anos,2014-10-01,100,136,0,5,100,141,241
SAN PEDRO,consulta externa, personas de 21 a 59 anos,2014-10-01,273,502,15,48,288,550,838
SAN PEDRO DE BUENA VISTA,consulta externa, personas de 21 a 59 anos,2014-10-01,176,417,2,2,178,419,597
SAN PEDRO DE CURAHUARA,consulta externa, personas de 21 a 59 anos,2014-10-01,96,125,12,5,108,130,238
SAN PEDRO DE QUEMES,consulta externa, personas de 21 a 59 anos,2014-10-01,26,27,0,3,26,30,56
SAN PEDRO DE TIQUINA,consulta externa, personas de 21 a 59 anos,2014-10-01,47,63,11,9,58,72,130
SAN PEDRO(PND),consulta externa, personas de 21 a 59 anos,2014-10-01,36,46,1,0,37,46,83
SAN RAFAEL,consulta externa, personas de 21 a 59 anos,2014-10-01,84,122,8,32,92,154,246
SAN RAMON BENI,consulta externa, personas de 21 a 59 anos,2014-10-01,81,210,0,0,81,210,291
SAN RAMON SCZ,consulta externa, personas de 21 a 59 anos,2014-10-01,148,253,7,58,155,311,466
SANTA ANA,consulta externa, personas de 21 a 59 anos,2014-10-01,176,340,147,211,323,551,874
SANTA CRUZ DE LA SIERRA,consulta externa, personas de 21 a 59 anos,2014-10-01,20496,41267,7535,18028,28031,59295,87326
SANTA ROSA,consulta externa, personas de 21 a 59 anos,2014-10-01,171,426,9,39,180,465,645
SANTA ROSA DEL SARA,consulta externa, personas de 21 a 59 anos,2014-10-01,223,424,13,21,236,445,681
SANTIAGO DE CALLAPA,consulta externa, personas de 21 a 59 anos,2014-10-01,12,34,0,1,12,35,47
SANTIAGO DE HUARI,consulta externa, personas de 21 a 59 anos,2014-10-01,73,152,1,11,74,163,237
SANTIAGO DE HUATA,consulta externa, personas de 21 a 59 anos,2014-10-01,73,105,6,7,79,112,191
SANTIAGO DE MACHACA,consulta externa, personas de 21 a 59 anos,2014-10-01,20,40,6,0,26,40,66
SANTIVAÑES,consulta externa, personas de 21 a 59 anos,2014-10-01,87,176,14,29,101,205,306
SANTUARIO DE QUILLACAS,consulta externa, personas de 21 a 59 anos,2014-10-01,28,44,0,0,28,44,72
SAPAHAQUI,consulta externa, personas de 21 a 59 anos,2014-10-01,92,193,2,0,94,193,287
SENA,consulta externa, personas de 21 a 59 anos,2014-10-01,83,163,5,10,88,173,261
SHINAOTA,consulta externa, personas de 21 a 59 anos,2014-10-01,371,419,46,40,417,459,876
SICA SICA (VILLA AROMA),consulta externa, personas de 21 a 59 anos,2014-10-01,199,404,13,20,212,424,636
SICAYA,consulta externa, personas de 21 a 59 anos,2014-10-01,29,58,2,2,31,60,91
SIPE SIPE,consulta externa, personas de 21 a 59 anos,2014-10-01,204,563,15,43,219,606,825
SOPACHUY,consulta externa, personas de 21 a 59 anos,2014-10-01,149,366,3,8,152,374,526
SORACACHI,consulta externa, personas de 21 a 59 anos,2014-10-01,58,122,1,5,59,127,186
SORATA,consulta externa, personas de 21 a 59 anos,2014-10-01,143,237,25,26,168,263,431
SUCRE,consulta externa, personas de 21 a 59 anos,2014-10-01,9127,21154,3313,8585,12440,29739,42179
TACACHI,consulta externa, personas de 21 a 59 anos,2014-10-01,21,49,0,0,21,49,70
TACACOMA,consulta externa, personas de 21 a 59 anos,2014-10-01,125,71,6,2,131,73,204
TACOBAMBA,consulta externa, personas de 21 a 59 anos,2014-10-01,136,231,7,0,143,231,374
TACOPAYA,consulta externa, personas de 21 a 59 anos,2014-10-01,70,129,7,1,77,130,207
TAHUA,consulta externa, personas de 21 a 59 anos,2014-10-01,31,46,1,1,32,47,79
TAPACARI,consulta externa, personas de 21 a 59 anos,2014-10-01,93,229,2,4,95,233,328
TARABUCO,consulta externa, personas de 21 a 59 anos,2014-10-01,141,343,8,16,149,359,508
TARACO,consulta externa, personas de 21 a 59 anos,2014-10-01,39,63,12,14,51,77,128
TARATA,consulta externa, personas de 21 a 59 anos,2014-10-01,39,92,4,5,43,97,140
TARIJA,consulta externa, personas de 21 a 59 anos,2014-10-01,7773,18136,2626,8399,10399,26535,36934
TARVITA,consulta externa, personas de 21 a 59 anos,2014-10-01,231,661,1,9,232,670,902
TEOPONTE,consulta externa, personas de 21 a 59 anos,2014-10-01,70,201,3,4,73,205,278
TIAWANACU,consulta externa, personas de 21 a 59 anos,2014-10-01,85,179,2,6,87,185,272
TINGUIPAYA,consulta externa, personas de 21 a 59 anos,2014-10-01,161,351,4,12,165,363,528
TIPUANI,consulta externa, personas de 21 a 59 anos,2014-10-01,124,280,6,6,130,286,416
TIQUIPAYA,consulta externa, personas de 21 a 59 anos,2014-10-01,209,571,9,102,218,673,891
TIRAQUE (CBBA),consulta externa, personas de 21 a 59 anos,2014-10-01,86,245,6,12,92,257,349
TITO YUPANQUI (PARQUIPUJIO),consulta externa, personas de 21 a 59 anos,2014-10-01,22,22,2,1,24,23,47
TOCO,consulta externa, personas de 21 a 59 anos,2014-10-01,45,137,7,20,52,157,209
TODOS SANTOS,consulta externa, personas de 21 a 59 anos,2014-10-01,2,4,0,1,2,5,7
TOLATA,consulta externa, personas de 21 a 59 anos,2014-10-01,61,165,14,32,75,197,272
TOLEDO,consulta externa, personas de 21 a 59 anos,2014-10-01,42,86,1,4,43,90,133
TOMAVE,consulta externa, personas de 21 a 59 anos,2014-10-01,196,325,5,9,201,334,535
TOMINA,consulta externa, personas de 21 a 59 anos,2014-10-01,180,354,1,1,181,355,536
TORO TORO,consulta externa, personas de 21 a 59 anos,2014-10-01,151,263,0,1,151,264,415
TOTORA(CBBA),consulta externa, personas de 21 a 59 anos,2014-10-01,100,174,17,18,117,192,309
TOTORA(ORR),consulta externa, personas de 21 a 59 anos,2014-10-01,50,67,3,5,53,72,125
TRIGAL,consulta externa, personas de 21 a 59 anos,2014-10-01,37,52,3,11,40,63,103
TRINIDAD,consulta externa, personas de 21 a 59 anos,2014-10-01,2965,6662,731,1916,3696,8578,12274
TUPIZA,consulta externa, personas de 21 a 59 anos,2014-10-01,1421,2321,121,122,1542,2443,3985
TURCO,consulta externa, personas de 21 a 59 anos,2014-10-01,78,69,0,3,78,72,150
UMALA,consulta externa, personas de 21 a 59 anos,2014-10-01,37,87,1,9,38,96,134
UNCIA,consulta externa, personas de 21 a 59 anos,2014-10-01,379,745,116,255,495,1000,1495
URIONDO (A. CONCEPCION),consulta externa, personas de 21 a 59 anos,2014-10-01,491,1100,28,80,519,1180,1699
URUBICHA,consulta externa, personas de 21 a 59 anos,2014-10-01,40,134,3,9,43,143,186
UYUNI,consulta externa, personas de 21 a 59 anos,2014-10-01,717,1162,53,257,770,1419,2189
VACAS,consulta externa, personas de 21 a 59 anos,2014-10-01,46,139,3,20,49,159,208
VALLEGRANDE,consulta externa, personas de 21 a 59 anos,2014-10-01,157,461,76,699,233,1160,1393
VIACHA,consulta externa, personas de 21 a 59 anos,2014-10-01,562,1428,188,504,750,1932,2682
VILA VILA,consulta externa, personas de 21 a 59 anos,2014-10-01,17,51,0,1,17,52,69
VILLA CHARCAS,consulta externa, personas de 21 a 59 anos,2014-10-01,143,398,6,6,149,404,553
VILLA MONTES,consulta externa, personas de 21 a 59 anos,2014-10-01,2187,3120,158,208,2345,3328,5673
VILLA NUEVA (LOMA ALTA),consulta externa, personas de 21 a 59 anos,2014-10-01,36,41,0,2,36,43,79
VILLA RIVERO,consulta externa, personas de 21 a 59 anos,2014-10-01,61,152,5,8,66,160,226
VILLA SERRANO,consulta externa, personas de 21 a 59 anos,2014-10-01,163,388,6,3,169,391,560
VILLA TUNARI,consulta externa, personas de 21 a 59 anos,2014-10-01,1097,1503,74,91,1171,1594,2765
VILLA VACA GUZMAN (MUYUPAMPA),consulta externa, personas de 21 a 59 anos,2014-10-01,225,458,37,84,262,542,804
VILLAZON,consulta externa, personas de 21 a 59 anos,2014-10-01,612,2022,106,402,718,2424,3142
VINTO,consulta externa, personas de 21 a 59 anos,2014-10-01,175,369,40,90,215,459,674
VITICHI,consulta externa, personas de 21 a 59 anos,2014-10-01,86,175,0,1,86,176,262
WALDO BALLIVIAN,consulta externa, personas de 21 a 59 anos,2014-10-01,20,47,7,5,27,52,79
WARNES,consulta externa, personas de 21 a 59 anos,2014-10-01,463,1229,30,56,493,1285,1778
YACO,consulta externa, personas de 21 a 59 anos,2014-10-01,62,94,6,1,68,95,163
YACUIBA,consulta externa, personas de 21 a 59 anos,2014-10-01,3433,5664,884,1803,4317,7467,11784
YAMPARAEZ,consulta externa, personas de 21 a 59 anos,2014-10-01,101,207,8,6,109,213,322
YANACACHI,consulta externa, personas de 21 a 59 anos,2014-10-01,147,123,16,6,163,129,292
YAPACANI,consulta externa, personas de 21 a 59 anos,2014-10-01,567,920,70,150,637,1070,1707
YOCALLA,consulta externa, personas de 21 a 59 anos,2014-10-01,106,219,0,1,106,220,326
YOTALA,consulta externa, personas de 21 a 59 anos,2014-10-01,129,231,14,31,143,262,405
YUNCHARA,consulta externa, personas de 21 a 59 anos,2014-10-01,148,352,8,2,156,354,510
YUNGUYO DE LITORAL,consulta externa, personas de 21 a 59 anos,2014-10-01,1,0,0,0,1,0,1
ZUDAÑEZ,consulta externa, personas de 21 a 59 anos,2014-10-01,106,241,2,18,108,259,367
ACACIO,consulta externa, personas de 21 a 59 anos,2014-11-01,76,146,2,2,78,148,226
ACHACACHI,consulta externa, personas de 21 a 59 anos,2014-11-01,231,523,65,275,296,798,1094
ACHOCALLA,consulta externa, personas de 21 a 59 anos,2014-11-01,45,149,1,2,46,151,197
AIQUILE,consulta externa, personas de 21 a 59 anos,2014-11-01,230,449,49,209,279,658,937
ALALAY,consulta externa, personas de 21 a 59 anos,2014-11-01,12,28,0,1,12,29,41
ALCALA,consulta externa, personas de 21 a 59 anos,2014-11-01,56,143,2,2,58,145,203
ALTO BENI,consulta externa, personas de 21 a 59 anos,2014-11-01,185,299,14,16,199,315,514
ANCORAIMES,consulta externa, personas de 21 a 59 anos,2014-11-01,75,151,6,10,81,161,242
ANDAMARCA,consulta externa, personas de 21 a 59 anos,2014-11-01,53,67,6,6,59,73,132
ANTEQUERA,consulta externa, personas de 21 a 59 anos,2014-11-01,66,71,8,8,74,79,153
ANZALDO,consulta externa, personas de 21 a 59 anos,2014-11-01,88,163,24,36,112,199,311
APOLO,consulta externa, personas de 21 a 59 anos,2014-11-01,129,242,12,21,141,263,404
ARAMPAMPA,consulta externa, personas de 21 a 59 anos,2014-11-01,46,81,1,0,47,81,128
ARANI,consulta externa, personas de 21 a 59 anos,2014-11-01,45,82,2,10,47,92,139
ARBIETO,consulta externa, personas de 21 a 59 anos,2014-11-01,67,243,25,66,92,309,401
ARQUE,consulta externa, personas de 21 a 59 anos,2014-11-01,97,199,7,6,104,205,309
ASCENCION DE GUARAYOS,consulta externa, personas de 21 a 59 anos,2014-11-01,107,388,8,11,115,399,514
ATOCHA,consulta externa, personas de 21 a 59 anos,2014-11-01,638,749,95,65,733,814,1547
AUCAPATA,consulta externa, personas de 21 a 59 anos,2014-11-01,144,174,13,7,157,181,338
AYATA,consulta externa, personas de 21 a 59 anos,2014-11-01,119,225,12,14,131,239,370
AYO AYO,consulta externa, personas de 21 a 59 anos,2014-11-01,72,116,1,0,73,116,189
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 21 a 59 anos,2014-11-01,405,456,28,15,433,471,904
AZURDUY,consulta externa, personas de 21 a 59 anos,2014-11-01,128,293,2,8,130,301,431
BATALLAS,consulta externa, personas de 21 a 59 anos,2014-11-01,94,237,3,2,97,239,336
BAURES,consulta externa, personas de 21 a 59 anos,2014-11-01,142,211,3,5,145,216,361
