,group,variable,month,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS NUEVO,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS NUEVO,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS REPETIDO,TOTAL 1.2 PERSONAS DE 5 A 9 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 5 a 9 anos,2014-11-01,65,65,1,10,66,75,141
AZURDUY,consulta externa, personas de 5 a 9 anos,2014-11-01,16,18,0,0,16,18,34
BATALLAS,consulta externa, personas de 5 a 9 anos,2014-11-01,24,17,0,0,24,17,41
BAURES,consulta externa, personas de 5 a 9 anos,2014-11-01,25,22,0,0,25,22,47
BELEN DE ANDAMARCA,consulta externa, personas de 5 a 9 anos,2014-11-01,1,4,0,0,1,4,5
BELEN DE URMIRI,consulta externa, personas de 5 a 9 anos,2014-11-01,0,4,0,0,0,4,4
BELLA FLOR,consulta externa, personas de 5 a 9 anos,2014-11-01,12,16,0,1,12,17,29
BERMEJO,consulta externa, personas de 5 a 9 anos,2014-11-01,316,289,8,7,324,296,620
BETANZOS,consulta externa, personas de 5 a 9 anos,2014-11-01,93,70,0,2,93,72,165
BOLIVAR,consulta externa, personas de 5 a 9 anos,2014-11-01,7,5,0,1,7,6,13
BOLPEBRA,consulta externa, personas de 5 a 9 anos,2014-11-01,14,5,0,0,14,5,19
BOYUIBE,consulta externa, personas de 5 a 9 anos,2014-11-01,7,10,3,4,10,14,24
BUENA VISTA,consulta externa, personas de 5 a 9 anos,2014-11-01,16,19,2,0,18,19,37
CABEZAS,consulta externa, personas de 5 a 9 anos,2014-11-01,156,135,2,3,158,138,296
CAIROMA,consulta externa, personas de 5 a 9 anos,2014-11-01,29,44,3,4,32,48,80
CAJUATA,consulta externa, personas de 5 a 9 anos,2014-11-01,41,44,0,0,41,44,85
CALACOTO,consulta externa, personas de 5 a 9 anos,2014-11-01,8,12,0,0,8,12,20
CALAMARCA,consulta externa, personas de 5 a 9 anos,2014-11-01,41,56,6,5,47,61,108
CAMARGO,consulta externa, personas de 5 a 9 anos,2014-11-01,49,36,2,2,51,38,89
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 5 a 9 anos,2014-11-01,7,9,1,0,8,9,17
CAMIRI,consulta externa, personas de 5 a 9 anos,2014-11-01,445,382,2,2,447,384,831
CAPINOTA,consulta externa, personas de 5 a 9 anos,2014-11-01,97,61,17,14,114,75,189
CAQUIAVIRI,consulta externa, personas de 5 a 9 anos,2014-11-01,18,18,0,0,18,18,36
CARACOLLO,consulta externa, personas de 5 a 9 anos,2014-11-01,58,66,0,3,58,69,127
CARANAVI,consulta externa, personas de 5 a 9 anos,2014-11-01,102,106,8,4,110,110,220
CARAPARI,consulta externa, personas de 5 a 9 anos,2014-11-01,111,116,3,0,114,116,230
CARIPUYO,consulta externa, personas de 5 a 9 anos,2014-11-01,6,8,0,0,6,8,14
CARMEN RIVERO TORREZ,consulta externa, personas de 5 a 9 anos,2014-11-01,11,14,3,5,14,19,33
CATACORA,consulta externa, personas de 5 a 9 anos,2014-11-01,4,3,1,0,5,3,8
CHACARILLA,consulta externa, personas de 5 a 9 anos,2014-11-01,2,2,1,1,3,3,6
CHALLAPATA,consulta externa, personas de 5 a 9 anos,2014-11-01,50,54,1,0,51,54,105
CHAQUI,consulta externa, personas de 5 a 9 anos,2014-11-01,14,12,0,0,14,12,26
CHARAGUA,consulta externa, personas de 5 a 9 anos,2014-11-01,88,107,9,4,97,111,208
CHARAÑA,consulta externa, personas de 5 a 9 anos,2014-11-01,10,7,1,0,11,7,18
CHAYANTA,consulta externa, personas de 5 a 9 anos,2014-11-01,28,39,0,0,28,39,67
CHIMORE,consulta externa, personas de 5 a 9 anos,2014-11-01,72,71,4,2,76,73,149
CHIPAYA,consulta externa, personas de 5 a 9 anos,2014-11-01,5,3,0,0,5,3,8
CHOQUE COTA,consulta externa, personas de 5 a 9 anos,2014-11-01,4,4,0,0,4,4,8
CHUA COCANI,consulta externa, personas de 5 a 9 anos,2014-11-01,2,2,0,0,2,2,4
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 5 a 9 anos,2014-11-01,58,34,3,0,61,34,95
CHUMA,consulta externa, personas de 5 a 9 anos,2014-11-01,22,15,2,1,24,16,40
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 5 a 9 anos,2014-11-01,5,10,0,0,5,10,15
CKOCHAS,consulta externa, personas de 5 a 9 anos,2014-11-01,19,20,0,0,19,20,39
CLIZA,consulta externa, personas de 5 a 9 anos,2014-11-01,44,22,19,11,63,33,96
COBIJA,consulta externa, personas de 5 a 9 anos,2014-11-01,195,154,11,7,206,161,367
COCAPATA,consulta externa, personas de 5 a 9 anos,2014-11-01,16,15,0,0,16,15,31
COCHABAMBA,consulta externa, personas de 5 a 9 anos,2014-11-01,2274,2129,1234,1228,3508,3357,6865
COIPASA,consulta externa, personas de 5 a 9 anos,2014-11-01,13,4,0,0,13,4,17
COLCAPIRHUA,consulta externa, personas de 5 a 9 anos,2014-11-01,103,106,34,38,137,144,281
"COLCHA ""K""",consulta externa, personas de 5 a 9 anos,2014-11-01,34,38,0,0,34,38,72
COLLANA,consulta externa, personas de 5 a 9 anos,2014-11-01,8,5,0,0,8,5,13
COLOMI,consulta externa, personas de 5 a 9 anos,2014-11-01,25,23,1,0,26,23,49
COLPA BELGICA,consulta externa, personas de 5 a 9 anos,2014-11-01,41,41,5,3,46,44,90
COLQUECHACA,consulta externa, personas de 5 a 9 anos,2014-11-01,25,29,1,3,26,32,58
COLQUENCHA,consulta externa, personas de 5 a 9 anos,2014-11-01,12,21,1,3,13,24,37
COLQUIRI,consulta externa, personas de 5 a 9 anos,2014-11-01,38,16,9,4,47,20,67
COMANCHE,consulta externa, personas de 5 a 9 anos,2014-11-01,2,1,1,0,3,1,4
COMARAPA,consulta externa, personas de 5 a 9 anos,2014-11-01,57,40,13,10,70,50,120
CONCEPCION,consulta externa, personas de 5 a 9 anos,2014-11-01,40,32,5,6,45,38,83
COPACABANA,consulta externa, personas de 5 a 9 anos,2014-11-01,13,15,0,0,13,15,28
CORIPATA,consulta externa, personas de 5 a 9 anos,2014-11-01,35,40,3,1,38,41,79
CORO CORO,consulta externa, personas de 5 a 9 anos,2014-11-01,22,16,1,0,23,16,39
COROICO,consulta externa, personas de 5 a 9 anos,2014-11-01,40,54,11,8,51,62,113
CORQUE,consulta externa, personas de 5 a 9 anos,2014-11-01,10,10,0,0,10,10,20
COTAGAITA,consulta externa, personas de 5 a 9 anos,2014-11-01,66,91,1,2,67,93,160
COTOCA,consulta externa, personas de 5 a 9 anos,2014-11-01,116,106,3,3,119,109,228
CRUZ DE MACHACAMARCA,consulta externa, personas de 5 a 9 anos,2014-11-01,0,3,0,1,0,4,4
CUATRO CAÑADAS,consulta externa, personas de 5 a 9 anos,2014-11-01,70,62,2,2,72,64,136
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 5 a 9 anos,2014-11-01,9,10,0,0,9,10,19
CUEVO,consulta externa, personas de 5 a 9 anos,2014-11-01,25,32,0,0,25,32,57
CULPINA,consulta externa, personas de 5 a 9 anos,2014-11-01,39,40,4,1,43,41,84
CURAHUARA DE CARANGAS,consulta externa, personas de 5 a 9 anos,2014-11-01,11,6,0,0,11,6,17
CURVA,consulta externa, personas de 5 a 9 anos,2014-11-01,4,5,1,0,5,5,10
DESAGUADERO,consulta externa, personas de 5 a 9 anos,2014-11-01,13,13,0,0,13,13,26
EL ALTO,consulta externa, personas de 5 a 9 anos,2014-11-01,3965,4114,592,757,4557,4871,9428
EL CHORO,consulta externa, personas de 5 a 9 anos,2014-11-01,1,2,0,0,1,2,3
EL PUENTE(STC),consulta externa, personas de 5 a 9 anos,2014-11-01,36,57,0,0,36,57,93
EL PUENTE(TJA),consulta externa, personas de 5 a 9 anos,2014-11-01,54,64,0,0,54,64,118
EL TORNO,consulta externa, personas de 5 a 9 anos,2014-11-01,235,166,20,12,255,178,433
EL VILLAR,consulta externa, personas de 5 a 9 anos,2014-11-01,45,49,1,2,46,51,97
ENTRE RIOS TRJ,consulta externa, personas de 5 a 9 anos,2014-11-01,139,160,0,2,139,162,301
ENTRE RIOS CBBA,consulta externa, personas de 5 a 9 anos,2014-11-01,41,39,9,2,50,41,91
ESCARA,consulta externa, personas de 5 a 9 anos,2014-11-01,3,3,0,0,3,3,6
ESCOMA,consulta externa, personas de 5 a 9 anos,2014-11-01,27,13,15,8,42,21,63
ESMERALDA,consulta externa, personas de 5 a 9 anos,2014-11-01,5,0,0,0,5,0,5
EUCALIPTUS,consulta externa, personas de 5 a 9 anos,2014-11-01,20,13,1,1,21,14,35
EUREKA (SANTOS MERCADO),consulta externa, personas de 5 a 9 anos,2014-11-01,0,2,0,1,0,3,3
EXALTACION,consulta externa, personas de 5 a 9 anos,2014-11-01,11,13,0,0,11,13,24
FERNANDEZ ALONSO,consulta externa, personas de 5 a 9 anos,2014-11-01,111,91,4,2,115,93,208
FILADELFIA,consulta externa, personas de 5 a 9 anos,2014-11-01,19,8,0,0,19,8,27
GENERAL SAAVEDRA,consulta externa, personas de 5 a 9 anos,2014-11-01,35,32,0,1,35,33,68
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 5 a 9 anos,2014-11-01,17,12,0,0,17,12,29
GUANAY,consulta externa, personas de 5 a 9 anos,2014-11-01,10,21,3,4,13,25,38
GUAQUI,consulta externa, personas de 5 a 9 anos,2014-11-01,8,9,0,0,8,9,17
GUAYARAMERIN,consulta externa, personas de 5 a 9 anos,2014-11-01,210,202,17,11,227,213,440
GUTIERREZ,consulta externa, personas de 5 a 9 anos,2014-11-01,19,25,0,0,19,25,44
HUACARETA,consulta externa, personas de 5 a 9 anos,2014-11-01,24,36,0,1,24,37,61
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 5 a 9 anos,2014-11-01,10,18,0,0,10,18,28
HUACHACALLA,consulta externa, personas de 5 a 9 anos,2014-11-01,6,6,1,3,7,9,16
HUANUNI,consulta externa, personas de 5 a 9 anos,2014-11-01,142,154,36,29,178,183,361
HUARACAJE,consulta externa, personas de 5 a 9 anos,2014-11-01,16,19,0,0,16,19,35
HUARINA,consulta externa, personas de 5 a 9 anos,2014-11-01,8,14,2,0,10,14,24
HUATAJATA,consulta externa, personas de 5 a 9 anos,2014-11-01,2,1,0,0,2,1,3
HUAYLLAMARCA,consulta externa, personas de 5 a 9 anos,2014-11-01,9,5,0,0,9,5,14
HUMANATA,consulta externa, personas de 5 a 9 anos,2014-11-01,2,2,0,0,2,2,4
ICHOCA,consulta externa, personas de 5 a 9 anos,2014-11-01,1,4,0,0,1,4,5
ICLA,consulta externa, personas de 5 a 9 anos,2014-11-01,39,35,2,1,41,36,77
INCAHUASI,consulta externa, personas de 5 a 9 anos,2014-11-01,7,6,0,0,7,6,13
INGAVI (HUMAITA),consulta externa, personas de 5 a 9 anos,2014-11-01,6,5,0,0,6,5,11
INQUISIVI,consulta externa, personas de 5 a 9 anos,2014-11-01,48,21,0,1,48,22,70
IRUPANA (VILLA DE LANZA),consulta externa, personas de 5 a 9 anos,2014-11-01,60,47,1,0,61,47,108
IXIAMAS,consulta externa, personas de 5 a 9 anos,2014-11-01,44,42,1,0,45,42,87
JESUS DE MACHACA,consulta externa, personas de 5 a 9 anos,2014-11-01,26,28,0,0,26,28,54
LA ASUNTA,consulta externa, personas de 5 a 9 anos,2014-11-01,94,127,0,2,94,129,223
LA GUARDIA,consulta externa, personas de 5 a 9 anos,2014-11-01,225,198,11,9,236,207,443
LA PAZ,consulta externa, personas de 5 a 9 anos,2014-11-01,2643,2621,1200,1241,3843,3862,7705
LA RIVERA,consulta externa, personas de 5 a 9 anos,2014-11-01,1,3,0,0,1,3,4
LAGUNILLAS,consulta externa, personas de 5 a 9 anos,2014-11-01,35,55,3,1,38,56,94
LAJA,consulta externa, personas de 5 a 9 anos,2014-11-01,12,19,1,1,13,20,33
LAS CARRERAS,consulta externa, personas de 5 a 9 anos,2014-11-01,7,12,0,0,7,12,19
LICOMA PAMPA,consulta externa, personas de 5 a 9 anos,2014-11-01,2,6,0,0,2,6,8
LLALLAGUA,consulta externa, personas de 5 a 9 anos,2014-11-01,86,83,6,1,92,84,176
LLICA,consulta externa, personas de 5 a 9 anos,2014-11-01,12,20,1,0,13,20,33
LORETO,consulta externa, personas de 5 a 9 anos,2014-11-01,17,26,21,11,38,37,75
LURIBAY,consulta externa, personas de 5 a 9 anos,2014-11-01,15,15,7,0,22,15,37
MACHACAMARCA,consulta externa, personas de 5 a 9 anos,2014-11-01,10,11,0,0,10,11,21
MACHARETI,consulta externa, personas de 5 a 9 anos,2014-11-01,22,33,1,1,23,34,57
MAGDALENA,consulta externa, personas de 5 a 9 anos,2014-11-01,67,59,9,8,76,67,143
MAIRANA,consulta externa, personas de 5 a 9 anos,2014-11-01,30,29,1,0,31,29,60
MALLA,consulta externa, personas de 5 a 9 anos,2014-11-01,9,5,0,0,9,5,14
MAPIRI,consulta externa, personas de 5 a 9 anos,2014-11-01,31,33,0,1,31,34,65
MECAPACA,consulta externa, personas de 5 a 9 anos,2014-11-01,18,21,1,1,19,22,41
MINEROS,consulta externa, personas de 5 a 9 anos,2014-11-01,29,41,0,1,29,42,71
MIZQUE,consulta externa, personas de 5 a 9 anos,2014-11-01,16,17,3,1,19,18,37
MOCOMOCO,consulta externa, personas de 5 a 9 anos,2014-11-01,17,16,2,0,19,16,35
MOJINETE,consulta externa, personas de 5 a 9 anos,2014-11-01,3,6,1,0,4,6,10
MOJOCOYA,consulta externa, personas de 5 a 9 anos,2014-11-01,29,19,1,0,30,19,49
MONTEAGUDO,consulta externa, personas de 5 a 9 anos,2014-11-01,112,135,23,18,135,153,288
MONTERO,consulta externa, personas de 5 a 9 anos,2014-11-01,346,338,72,44,418,382,800
MORO MORO,consulta externa, personas de 5 a 9 anos,2014-11-01,11,8,0,0,11,8,19
MOROCHATA,consulta externa, personas de 5 a 9 anos,2014-11-01,10,7,0,0,10,7,17
NACEBE (SANTA ROSA DEL ABUNA),consulta externa, personas de 5 a 9 anos,2014-11-01,14,8,8,0,22,8,30
NAZACARA DE PACAJES,consulta externa, personas de 5 a 9 anos,2014-11-01,2,2,0,0,2,2,4
NUEVO MANOA (NUEVA ESPERANZA),consulta externa, personas de 5 a 9 anos,2014-11-01,11,5,0,1,11,6,17
OCURI,consulta externa, personas de 5 a 9 anos,2014-11-01,27,19,1,1,28,20,48
OKINAWA,consulta externa, personas de 5 a 9 anos,2014-11-01,22,17,2,1,24,18,42
OMEREQUE,consulta externa, personas de 5 a 9 anos,2014-11-01,14,22,0,0,14,22,36
ORURO,consulta externa, personas de 5 a 9 anos,2014-11-01,1110,1160,295,296,1405,1456,2861
PADCAYA,consulta externa, personas de 5 a 9 anos,2014-11-01,162,153,6,2,168,155,323
PADILLA,consulta externa, personas de 5 a 9 anos,2014-11-01,63,58,0,1,63,59,122
PAILON,consulta externa, personas de 5 a 9 anos,2014-11-01,45,64,2,1,47,65,112
PALCA,consulta externa, personas de 5 a 9 anos,2014-11-01,40,44,1,2,41,46,87
PALOS BLANCOS,consulta externa, personas de 5 a 9 anos,2014-11-01,66,64,4,3,70,67,137
PAMPA AULLAGAS,consulta externa, personas de 5 a 9 anos,2014-11-01,8,4,0,0,8,4,12
PAMPA GRANDE,consulta externa, personas de 5 a 9 anos,2014-11-01,20,16,0,1,20,17,37
PAPEL PAMPA,consulta externa, personas de 5 a 9 anos,2014-11-01,14,13,1,0,15,13,28
PASORAPA,consulta externa, personas de 5 a 9 anos,2014-11-01,20,12,0,0,20,12,32
PATACAMAYA,consulta externa, personas de 5 a 9 anos,2014-11-01,30,23,1,0,31,23,54
PAZÑA,consulta externa, personas de 5 a 9 anos,2014-11-01,20,17,1,0,21,17,38
PELECHUCO,consulta externa, personas de 5 a 9 anos,2014-11-01,17,18,0,0,17,18,35
POCOATA,consulta externa, personas de 5 a 9 anos,2014-11-01,32,20,1,0,33,20,53
POCONA,consulta externa, personas de 5 a 9 anos,2014-11-01,22,13,0,0,22,13,35
POJO (CBBA),consulta externa, personas de 5 a 9 anos,2014-11-01,26,18,1,0,27,18,45
POOPO,consulta externa, personas de 5 a 9 anos,2014-11-01,42,43,1,0,43,43,86
PORCO,consulta externa, personas de 5 a 9 anos,2014-11-01,17,22,0,0,17,22,39
POROMA,consulta externa, personas de 5 a 9 anos,2014-11-01,26,22,2,0,28,22,50
PORONGO,consulta externa, personas de 5 a 9 anos,2014-11-01,38,22,0,2,38,24,62
PORTACHUELO,consulta externa, personas de 5 a 9 anos,2014-11-01,72,52,11,15,83,67,150
PORVENIR,consulta externa, personas de 5 a 9 anos,2014-11-01,33,33,0,0,33,33,66
POSTRER VALLE,consulta externa, personas de 5 a 9 anos,2014-11-01,3,9,0,1,3,10,13
POTOSI,consulta externa, personas de 5 a 9 anos,2014-11-01,1053,1027,137,99,1190,1126,2316
PRESTO,consulta externa, personas de 5 a 9 anos,2014-11-01,73,63,0,0,73,63,136
PUCARA,consulta externa, personas de 5 a 9 anos,2014-11-01,8,11,1,0,9,11,20
PUCARANI,consulta externa, personas de 5 a 9 anos,2014-11-01,37,18,1,0,38,18,56
PUERTO ACOSTA,consulta externa, personas de 5 a 9 anos,2014-11-01,13,14,2,0,15,14,29
PUERTO CARABUCO,consulta externa, personas de 5 a 9 anos,2014-11-01,18,17,0,1,18,18,36
PUERTO GONZALO MORENO,consulta externa, personas de 5 a 9 anos,2014-11-01,20,13,1,0,21,13,34
PUERTO PEREZ,consulta externa, personas de 5 a 9 anos,2014-11-01,4,4,17,0,21,4,25
PUERTO QUIJARRO,consulta externa, personas de 5 a 9 anos,2014-11-01,62,64,4,3,66,67,133
PUERTO RICO,consulta externa, personas de 5 a 9 anos,2014-11-01,92,77,3,1,95,78,173
PUERTO SILES,consulta externa, personas de 5 a 9 anos,2014-11-01,11,16,4,4,15,20,35
PUERTO SUAREZ,consulta externa, personas de 5 a 9 anos,2014-11-01,35,52,6,9,41,61,102
PUERTO VILLARROEL,consulta externa, personas de 5 a 9 anos,2014-11-01,133,131,13,8,146,139,285
PUNA,consulta externa, personas de 5 a 9 anos,2014-11-01,64,37,1,1,65,38,103
PUNATA,consulta externa, personas de 5 a 9 anos,2014-11-01,103,104,13,18,116,122,238
QUIABAYA,consulta externa, personas de 5 a 9 anos,2014-11-01,38,22,0,0,38,22,60
QUILLACOLLO,consulta externa, personas de 5 a 9 anos,2014-11-01,537,476,232,201,769,677,1446
QUIME,consulta externa, personas de 5 a 9 anos,2014-11-01,21,18,5,2,26,20,46
QUIRUSILLAS,consulta externa, personas de 5 a 9 anos,2014-11-01,2,3,0,0,2,3,5
RAVELO,consulta externa, personas de 5 a 9 anos,2014-11-01,29,34,0,0,29,34,63
REYES,consulta externa, personas de 5 a 9 anos,2014-11-01,51,48,4,3,55,51,106
RIBERALTA,consulta externa, personas de 5 a 9 anos,2014-11-01,369,410,32,6,401,416,817
ROBORE,consulta externa, personas de 5 a 9 anos,2014-11-01,54,67,4,2,58,69,127
RURRENABAQUE,consulta externa, personas de 5 a 9 anos,2014-11-01,43,48,3,2,46,50,96
SABAYA,consulta externa, personas de 5 a 9 anos,2014-11-01,13,3,4,0,17,3,20
SACABA,consulta externa, personas de 5 a 9 anos,2014-11-01,309,249,52,42,361,291,652
SACABAMBA,consulta externa, personas de 5 a 9 anos,2014-11-01,17,12,0,0,17,12,29
SACACA,consulta externa, personas de 5 a 9 anos,2014-11-01,23,30,0,0,23,30,53
SAIPINA,consulta externa, personas de 5 a 9 anos,2014-11-01,16,31,1,3,17,34,51
SALINAS DE GARCI MENDOZA,consulta externa, personas de 5 a 9 anos,2014-11-01,24,25,0,0,24,25,49
SAMAIPATA,consulta externa, personas de 5 a 9 anos,2014-11-01,39,22,2,0,41,22,63
SAN AGUSTIN,consulta externa, personas de 5 a 9 anos,2014-11-01,15,8,0,0,15,8,23
SAN ANDRES,consulta externa, personas de 5 a 9 anos,2014-11-01,50,56,16,9,66,65,131
SAN ANDRES DE MACHACA,consulta externa, personas de 5 a 9 anos,2014-11-01,11,10,4,1,15,11,26
SAN ANTONIO DE ESMORUCO,consulta externa, personas de 5 a 9 anos,2014-11-01,11,10,1,0,12,10,22
SAN ANTONIO DE LOMERIO,consulta externa, personas de 5 a 9 anos,2014-11-01,11,14,0,0,11,14,25
SAN BENITO,consulta externa, personas de 5 a 9 anos,2014-11-01,26,19,7,5,33,24,57
SAN BORJA,consulta externa, personas de 5 a 9 anos,2014-11-01,128,152,5,1,133,153,286
SAN BUENA VENTURA,consulta externa, personas de 5 a 9 anos,2014-11-01,34,35,0,1,34,36,70
SAN CARLOS,consulta externa, personas de 5 a 9 anos,2014-11-01,37,50,2,1,39,51,90
SAN IGNACIO,consulta externa, personas de 5 a 9 anos,2014-11-01,119,106,5,8,124,114,238
SAN IGNACIO DE VELASCO,consulta externa, personas de 5 a 9 anos,2014-11-01,46,43,2,3,48,46,94
SAN JAVIER(BNI),consulta externa, personas de 5 a 9 anos,2014-11-01,16,8,0,0,16,8,24
SAN JAVIER(STC),consulta externa, personas de 5 a 9 anos,2014-11-01,23,22,0,0,23,22,45
SAN JOAQUIN,consulta externa, personas de 5 a 9 anos,2014-11-01,37,19,0,0,37,19,56
SAN JOSE DE CHIQUITOS,consulta externa, personas de 5 a 9 anos,2014-11-01,50,73,1,0,51,73,124
SAN JUAN DE YAPACANI,consulta externa, personas de 5 a 9 anos,2014-11-01,30,133,1,2,31,135,166
SAN JULIAN,consulta externa, personas de 5 a 9 anos,2014-11-01,142,104,5,11,147,115,262
SAN LORENZO(PND),consulta externa, personas de 5 a 9 anos,2014-11-01,3,5,0,0,3,5,8
SAN LORENZO(TJA),consulta externa, personas de 5 a 9 anos,2014-11-01,145,133,4,2,149,135,284
SAN LUCAS,consulta externa, personas de 5 a 9 anos,2014-11-01,96,90,1,1,97,91,188
SAN MATIAS,consulta externa, personas de 5 a 9 anos,2014-11-01,26,26,3,9,29,35,64
SAN MIGUEL DE VELASCO,consulta externa, personas de 5 a 9 anos,2014-11-01,13,9,2,2,15,11,26
SAN PABLO DE LIPEZ,consulta externa, personas de 5 a 9 anos,2014-11-01,6,15,0,0,6,15,21
SAN PEDRO,consulta externa, personas de 5 a 9 anos,2014-11-01,130,143,7,12,137,155,292
SAN PEDRO DE BUENA VISTA,consulta externa, personas de 5 a 9 anos,2014-11-01,25,31,0,0,25,31,56
SAN PEDRO DE CURAHUARA,consulta externa, personas de 5 a 9 anos,2014-11-01,15,14,0,0,15,14,29
SAN PEDRO DE QUEMES,consulta externa, personas de 5 a 9 anos,2014-11-01,3,0,0,0,3,0,3
SAN PEDRO DE TIQUINA,consulta externa, personas de 5 a 9 anos,2014-11-01,7,14,0,3,7,17,24
SAN PEDRO(PND),consulta externa, personas de 5 a 9 anos,2014-11-01,10,10,0,0,10,10,20
SAN RAFAEL,consulta externa, personas de 5 a 9 anos,2014-11-01,27,17,0,2,27,19,46
SAN RAMON BENI,consulta externa, personas de 5 a 9 anos,2014-11-01,21,30,0,0,21,30,51
SAN RAMON SCZ,consulta externa, personas de 5 a 9 anos,2014-11-01,24,21,0,0,24,21,45
SANTA ANA,consulta externa, personas de 5 a 9 anos,2014-11-01,36,41,7,18,43,59,102
SANTA CRUZ DE LA SIERRA,consulta externa, personas de 5 a 9 anos,2014-11-01,6957,6460,1769,1792,8726,8252,16978
SANTA ROSA,consulta externa, personas de 5 a 9 anos,2014-11-01,40,36,0,0,40,36,76
SANTA ROSA DEL SARA,consulta externa, personas de 5 a 9 anos,2014-11-01,45,52,1,0,46,52,98
SANTIAGO DE CALLAPA,consulta externa, personas de 5 a 9 anos,2014-11-01,2,5,0,0,2,5,7
SANTIAGO DE HUARI,consulta externa, personas de 5 a 9 anos,2014-11-01,40,48,2,3,42,51,93
SANTIAGO DE HUATA,consulta externa, personas de 5 a 9 anos,2014-11-01,7,6,4,0,11,6,17
SANTIAGO DE MACHACA,consulta externa, personas de 5 a 9 anos,2014-11-01,5,1,3,0,8,1,9
SANTIVAÑES,consulta externa, personas de 5 a 9 anos,2014-11-01,21,23,0,1,21,24,45
SANTUARIO DE QUILLACAS,consulta externa, personas de 5 a 9 anos,2014-11-01,6,2,0,0,6,2,8
SAPAHAQUI,consulta externa, personas de 5 a 9 anos,2014-11-01,17,10,2,1,19,11,30
SENA,consulta externa, personas de 5 a 9 anos,2014-11-01,32,32,0,0,32,32,64
SHINAOTA,consulta externa, personas de 5 a 9 anos,2014-11-01,100,83,5,11,105,94,199
SICA SICA (VILLA AROMA),consulta externa, personas de 5 a 9 anos,2014-11-01,27,28,1,0,28,28,56
SICAYA,consulta externa, personas de 5 a 9 anos,2014-11-01,5,12,0,1,5,13,18
SIPE SIPE,consulta externa, personas de 5 a 9 anos,2014-11-01,127,107,7,8,134,115,249
SOPACHUY,consulta externa, personas de 5 a 9 anos,2014-11-01,42,37,1,1,43,38,81
SORACACHI,consulta externa, personas de 5 a 9 anos,2014-11-01,8,22,0,0,8,22,30
SORATA,consulta externa, personas de 5 a 9 anos,2014-11-01,25,24,0,3,25,27,52
SUCRE,consulta externa, personas de 5 a 9 anos,2014-11-01,1182,1193,561,443,1743,1636,3379
TACACHI,consulta externa, personas de 5 a 9 anos,2014-11-01,17,10,0,1,17,11,28
TACACOMA,consulta externa, personas de 5 a 9 anos,2014-11-01,11,9,1,0,12,9,21
TACOBAMBA,consulta externa, personas de 5 a 9 anos,2014-11-01,13,16,0,0,13,16,29
TACOPAYA,consulta externa, personas de 5 a 9 anos,2014-11-01,31,16,1,0,32,16,48
TAHUA,consulta externa, personas de 5 a 9 anos,2014-11-01,5,4,0,0,5,4,9
TAPACARI,consulta externa, personas de 5 a 9 anos,2014-11-01,15,12,0,0,15,12,27
TARABUCO,consulta externa, personas de 5 a 9 anos,2014-11-01,23,24,0,0,23,24,47
TARACO,consulta externa, personas de 5 a 9 anos,2014-11-01,4,3,1,0,5,3,8
TARATA,consulta externa, personas de 5 a 9 anos,2014-11-01,18,17,1,0,19,17,36
TARIJA,consulta externa, personas de 5 a 9 anos,2014-11-01,1136,1077,333,216,1469,1293,2762
TARVITA,consulta externa, personas de 5 a 9 anos,2014-11-01,43,55,1,0,44,55,99
TEOPONTE,consulta externa, personas de 5 a 9 anos,2014-11-01,35,37,2,0,37,37,74
TIAWANACU,consulta externa, personas de 5 a 9 anos,2014-11-01,16,25,1,1,17,26,43
TINGUIPAYA,consulta externa, personas de 5 a 9 anos,2014-11-01,23,8,0,0,23,8,31
TIPUANI,consulta externa, personas de 5 a 9 anos,2014-11-01,19,21,0,0,19,21,40
TIQUIPAYA,consulta externa, personas de 5 a 9 anos,2014-11-01,126,95,18,2,144,97,241
TIRAQUE (CBBA),consulta externa, personas de 5 a 9 anos,2014-11-01,35,30,2,0,37,30,67
TITO YUPANQUI (PARQUIPUJIO),consulta externa, personas de 5 a 9 anos,2014-11-01,2,5,0,0,2,5,7
TOCO,consulta externa, personas de 5 a 9 anos,2014-11-01,14,19,0,0,14,19,33
TOLATA,consulta externa, personas de 5 a 9 anos,2014-11-01,18,23,5,4,23,27,50
TOLEDO,consulta externa, personas de 5 a 9 anos,2014-11-01,11,14,0,0,11,14,25
TOMAVE,consulta externa, personas de 5 a 9 anos,2014-11-01,20,21,3,0,23,21,44
TOMINA,consulta externa, personas de 5 a 9 anos,2014-11-01,76,94,2,1,78,95,173
TORO TORO,consulta externa, personas de 5 a 9 anos,2014-11-01,30,26,0,0,30,26,56
TOTORA(CBBA),consulta externa, personas de 5 a 9 anos,2014-11-01,19,19,2,0,21,19,40
