,group,variable,month,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS NUEVO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS NUEVO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS REPETIDO,TOTAL 1.3 PERSONAS DE 10 A 20 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
AUCAPATA,consulta externa, personas de 10 a 20 anos,2014-10-01,21,47,0,3,21,50,71
AYATA,consulta externa, personas de 10 a 20 anos,2014-10-01,34,50,2,3,36,53,89
AYO AYO,consulta externa, personas de 10 a 20 anos,2014-10-01,25,42,0,2,25,44,69
AYOPAYA (V. DE INDEPENDENCIA),consulta externa, personas de 10 a 20 anos,2014-10-01,69,60,5,5,74,65,139
AZURDUY,consulta externa, personas de 10 a 20 anos,2014-10-01,46,72,1,1,47,73,120
BATALLAS,consulta externa, personas de 10 a 20 anos,2014-10-01,44,59,0,1,44,60,104
BAURES,consulta externa, personas de 10 a 20 anos,2014-10-01,51,77,1,0,52,77,129
BELEN DE ANDAMARCA,consulta externa, personas de 10 a 20 anos,2014-10-01,2,7,0,0,2,7,9
BELEN DE URMIRI,consulta externa, personas de 10 a 20 anos,2014-10-01,4,1,0,0,4,1,5
BELLA FLOR,consulta externa, personas de 10 a 20 anos,2014-10-01,30,16,0,0,30,16,46
BERMEJO,consulta externa, personas de 10 a 20 anos,2014-10-01,744,882,55,57,799,939,1738
BETANZOS,consulta externa, personas de 10 a 20 anos,2014-10-01,176,274,5,4,181,278,459
BOLIVAR,consulta externa, personas de 10 a 20 anos,2014-10-01,6,15,1,0,7,15,22
BOLPEBRA,consulta externa, personas de 10 a 20 anos,2014-10-01,12,20,0,26,12,46,58
BOYUIBE,consulta externa, personas de 10 a 20 anos,2014-10-01,32,35,2,12,34,47,81
BUENA VISTA,consulta externa, personas de 10 a 20 anos,2014-10-01,61,74,0,1,61,75,136
CABEZAS,consulta externa, personas de 10 a 20 anos,2014-10-01,228,392,2,4,230,396,626
CAIROMA,consulta externa, personas de 10 a 20 anos,2014-10-01,60,121,6,10,66,131,197
"CAIZA ""D""",consulta externa, personas de 10 a 20 anos,2014-10-01,16,21,0,0,16,21,37
CAJUATA,consulta externa, personas de 10 a 20 anos,2014-10-01,38,40,0,1,38,41,79
CALACOTO,consulta externa, personas de 10 a 20 anos,2014-10-01,21,26,0,6,21,32,53
CALAMARCA,consulta externa, personas de 10 a 20 anos,2014-10-01,59,112,17,5,76,117,193
CAMARGO,consulta externa, personas de 10 a 20 anos,2014-10-01,91,133,5,17,96,150,246
CAMATAQUI (C. VILLA ABECIA),consulta externa, personas de 10 a 20 anos,2014-10-01,11,25,1,0,12,25,37
CAMIRI,consulta externa, personas de 10 a 20 anos,2014-10-01,185,316,22,50,207,366,573
CAPINOTA,consulta externa, personas de 10 a 20 anos,2014-10-01,122,124,17,35,139,159,298
CAQUIAVIRI,consulta externa, personas de 10 a 20 anos,2014-10-01,26,46,3,0,29,46,75
CARACOLLO,consulta externa, personas de 10 a 20 anos,2014-10-01,83,120,2,5,85,125,210
CARANAVI,consulta externa, personas de 10 a 20 anos,2014-10-01,141,192,7,6,148,198,346
CARANGAS,consulta externa, personas de 10 a 20 anos,2014-10-01,1,1,0,0,1,1,2
CARAPARI,consulta externa, personas de 10 a 20 anos,2014-10-01,236,321,5,3,241,324,565
CARIPUYO,consulta externa, personas de 10 a 20 anos,2014-10-01,22,29,0,0,22,29,51
CARMEN RIVERO TORREZ,consulta externa, personas de 10 a 20 anos,2014-10-01,21,29,1,5,22,34,56
CATACORA,consulta externa, personas de 10 a 20 anos,2014-10-01,11,15,0,0,11,15,26
CHACARILLA,consulta externa, personas de 10 a 20 anos,2014-10-01,9,17,0,1,9,18,27
CHALLAPATA,consulta externa, personas de 10 a 20 anos,2014-10-01,80,173,7,55,87,228,315
CHAQUI,consulta externa, personas de 10 a 20 anos,2014-10-01,79,109,3,0,82,109,191
CHARAGUA,consulta externa, personas de 10 a 20 anos,2014-10-01,101,145,0,4,101,149,250
CHARAÑA,consulta externa, personas de 10 a 20 anos,2014-10-01,8,12,2,0,10,12,22
CHAYANTA,consulta externa, personas de 10 a 20 anos,2014-10-01,57,98,1,1,58,99,157
CHIMORE,consulta externa, personas de 10 a 20 anos,2014-10-01,103,188,8,5,111,193,304
CHIPAYA,consulta externa, personas de 10 a 20 anos,2014-10-01,4,4,0,0,4,4,8
CHOQUE COTA,consulta externa, personas de 10 a 20 anos,2014-10-01,1,8,0,0,1,8,9
CHUA COCANI,consulta externa, personas de 10 a 20 anos,2014-10-01,6,21,2,0,8,21,29
CHULUMANI (V. DE LA LIBERTAD),consulta externa, personas de 10 a 20 anos,2014-10-01,77,79,6,7,83,86,169
CHUMA,consulta externa, personas de 10 a 20 anos,2014-10-01,31,64,4,0,35,64,99
CHUQUIHUTA AYLLU JUCUMANI,consulta externa, personas de 10 a 20 anos,2014-10-01,22,36,0,0,22,36,58
CKOCHAS,consulta externa, personas de 10 a 20 anos,2014-10-01,31,42,1,3,32,45,77
CLIZA,consulta externa, personas de 10 a 20 anos,2014-10-01,46,64,2,4,48,68,116
COBIJA,consulta externa, personas de 10 a 20 anos,2014-10-01,418,556,162,106,580,662,1242
COCAPATA,consulta externa, personas de 10 a 20 anos,2014-10-01,31,56,1,0,32,56,88
COCHABAMBA,consulta externa, personas de 10 a 20 anos,2014-10-01,4291,6669,2377,4299,6668,10968,17636
COIPASA,consulta externa, personas de 10 a 20 anos,2014-10-01,2,6,0,0,2,6,8
COLCAPIRHUA,consulta externa, personas de 10 a 20 anos,2014-10-01,205,235,66,61,271,296,567
"COLCHA ""K""",consulta externa, personas de 10 a 20 anos,2014-10-01,55,104,1,4,56,108,164
COLLANA,consulta externa, personas de 10 a 20 anos,2014-10-01,9,18,1,1,10,19,29
COLOMI,consulta externa, personas de 10 a 20 anos,2014-10-01,39,64,5,2,44,66,110
COLPA BELGICA,consulta externa, personas de 10 a 20 anos,2014-10-01,50,119,5,11,55,130,185
COLQUECHACA,consulta externa, personas de 10 a 20 anos,2014-10-01,40,105,1,1,41,106,147
COLQUENCHA,consulta externa, personas de 10 a 20 anos,2014-10-01,34,59,6,8,40,67,107
COLQUIRI,consulta externa, personas de 10 a 20 anos,2014-10-01,43,67,10,13,53,80,133
COMANCHE,consulta externa, personas de 10 a 20 anos,2014-10-01,6,20,0,0,6,20,26
COMARAPA,consulta externa, personas de 10 a 20 anos,2014-10-01,89,146,23,24,112,170,282
COMBAYA,consulta externa, personas de 10 a 20 anos,2014-10-01,1,1,0,0,1,1,2
CONCEPCION,consulta externa, personas de 10 a 20 anos,2014-10-01,27,86,7,31,34,117,151
COPACABANA,consulta externa, personas de 10 a 20 anos,2014-10-01,26,42,0,0,26,42,68
CORIPATA,consulta externa, personas de 10 a 20 anos,2014-10-01,41,55,4,17,45,72,117
CORO CORO,consulta externa, personas de 10 a 20 anos,2014-10-01,24,56,2,1,26,57,83
COROICO,consulta externa, personas de 10 a 20 anos,2014-10-01,78,111,23,9,101,120,221
CORQUE,consulta externa, personas de 10 a 20 anos,2014-10-01,14,56,0,0,14,56,70
COTAGAITA,consulta externa, personas de 10 a 20 anos,2014-10-01,164,230,8,7,172,237,409
COTOCA,consulta externa, personas de 10 a 20 anos,2014-10-01,118,392,4,9,122,401,523
CRUZ DE MACHACAMARCA,consulta externa, personas de 10 a 20 anos,2014-10-01,2,3,0,0,2,3,5
CUATRO CAÑADAS,consulta externa, personas de 10 a 20 anos,2014-10-01,110,137,5,5,115,142,257
CUCHUMUELA (V. G. VILLARROEL),consulta externa, personas de 10 a 20 anos,2014-10-01,8,8,1,0,9,8,17
CUEVO,consulta externa, personas de 10 a 20 anos,2014-10-01,50,62,1,5,51,67,118
CULPINA,consulta externa, personas de 10 a 20 anos,2014-10-01,64,94,3,3,67,97,164
CURAHUARA DE CARANGAS,consulta externa, personas de 10 a 20 anos,2014-10-01,15,23,0,0,15,23,38
CURVA,consulta externa, personas de 10 a 20 anos,2014-10-01,3,11,0,1,3,12,15
DESAGUADERO,consulta externa, personas de 10 a 20 anos,2014-10-01,16,15,0,0,16,15,31
EL ALTO,consulta externa, personas de 10 a 20 anos,2014-10-01,6349,7584,2034,2252,8383,9836,18219
EL CHORO,consulta externa, personas de 10 a 20 anos,2014-10-01,4,20,0,1,4,21,25
EL PUENTE(STC),consulta externa, personas de 10 a 20 anos,2014-10-01,73,130,0,0,73,130,203
EL PUENTE(TJA),consulta externa, personas de 10 a 20 anos,2014-10-01,83,177,1,1,84,178,262
EL TORNO,consulta externa, personas de 10 a 20 anos,2014-10-01,431,526,56,60,487,586,1073
EL VILLAR,consulta externa, personas de 10 a 20 anos,2014-10-01,84,92,0,2,84,94,178
ENTRE RIOS TRJ,consulta externa, personas de 10 a 20 anos,2014-10-01,292,490,14,6,306,496,802
ENTRE RIOS CBBA,consulta externa, personas de 10 a 20 anos,2014-10-01,56,161,5,6,61,167,228
ESCARA,consulta externa, personas de 10 a 20 anos,2014-10-01,4,6,0,0,4,6,10
ESCOMA,consulta externa, personas de 10 a 20 anos,2014-10-01,25,23,1,0,26,23,49
ESMERALDA,consulta externa, personas de 10 a 20 anos,2014-10-01,1,3,0,0,1,3,4
EUCALIPTUS,consulta externa, personas de 10 a 20 anos,2014-10-01,20,27,0,0,20,27,47
EUREKA (SANTOS MERCADO),consulta externa, personas de 10 a 20 anos,2014-10-01,3,6,0,0,3,6,9
EXALTACION,consulta externa, personas de 10 a 20 anos,2014-10-01,18,29,1,1,19,30,49
FERNANDEZ ALONSO,consulta externa, personas de 10 a 20 anos,2014-10-01,55,99,0,8,55,107,162
FILADELFIA,consulta externa, personas de 10 a 20 anos,2014-10-01,26,35,1,0,27,35,62
GENERAL SAAVEDRA,consulta externa, personas de 10 a 20 anos,2014-10-01,7,25,0,0,7,25,32
GRAL. J.J. PEREZ (CHARAZANI),consulta externa, personas de 10 a 20 anos,2014-10-01,36,32,2,1,38,33,71
GUANAY,consulta externa, personas de 10 a 20 anos,2014-10-01,18,60,1,1,19,61,80
GUAQUI,consulta externa, personas de 10 a 20 anos,2014-10-01,25,28,4,1,29,29,58
GUAYARAMERIN,consulta externa, personas de 10 a 20 anos,2014-10-01,418,576,87,162,505,738,1243
GUTIERREZ,consulta externa, personas de 10 a 20 anos,2014-10-01,49,85,0,1,49,86,135
HUACARETA,consulta externa, personas de 10 a 20 anos,2014-10-01,38,84,0,3,38,87,125
HUACAYA (VILLA DE HUACAYA),consulta externa, personas de 10 a 20 anos,2014-10-01,22,30,0,1,22,31,53
HUACHACALLA,consulta externa, personas de 10 a 20 anos,2014-10-01,3,7,3,1,6,8,14
HUANUNI,consulta externa, personas de 10 a 20 anos,2014-10-01,62,111,23,20,85,131,216
HUARACAJE,consulta externa, personas de 10 a 20 anos,2014-10-01,35,46,5,0,40,46,86
HUARINA,consulta externa, personas de 10 a 20 anos,2014-10-01,18,21,1,0,19,21,40
HUATAJATA,consulta externa, personas de 10 a 20 anos,2014-10-01,6,5,10,7,16,12,28
HUAYLLAMARCA,consulta externa, personas de 10 a 20 anos,2014-10-01,17,21,0,0,17,21,38
HUMANATA,consulta externa, personas de 10 a 20 anos,2014-10-01,13,7,0,0,13,7,20
ICHOCA,consulta externa, personas de 10 a 20 anos,2014-10-01,11,11,0,0,11,11,22
ICLA,consulta externa, personas de 10 a 20 anos,2014-10-01,118,134,0,7,118,141,259
INCAHUASI,consulta externa, personas de 10 a 20 anos,2014-10-01,22,69,1,6,23,75,98
INGAVI (HUMAITA),consulta externa, personas de 10 a 20 anos,2014-10-01,9,10,0,0,9,10,19
INQUISIVI,consulta externa, personas de 10 a 20 anos,2014-10-01,17,28,1,0,18,28,46
IRUPANA (VILLA DE LANZA),consulta externa, personas de 10 a 20 anos,2014-10-01,58,121,3,4,61,125,186
IXIAMAS,consulta externa, personas de 10 a 20 anos,2014-10-01,45,62,0,0,45,62,107
JESUS DE MACHACA,consulta externa, personas de 10 a 20 anos,2014-10-01,62,102,7,3,69,105,174
LA ASUNTA,consulta externa, personas de 10 a 20 anos,2014-10-01,110,227,2,15,112,242,354
LA GUARDIA,consulta externa, personas de 10 a 20 anos,2014-10-01,381,535,19,118,400,653,1053
LA PAZ,consulta externa, personas de 10 a 20 anos,2014-10-01,4665,6122,2467,3315,7132,9437,16569
LA RIVERA,consulta externa, personas de 10 a 20 anos,2014-10-01,5,2,0,0,5,2,7
LAGUNILLAS,consulta externa, personas de 10 a 20 anos,2014-10-01,73,107,0,0,73,107,180
LAJA,consulta externa, personas de 10 a 20 anos,2014-10-01,44,68,5,10,49,78,127
LAS CARRERAS,consulta externa, personas de 10 a 20 anos,2014-10-01,18,34,3,1,21,35,56
LICOMA PAMPA,consulta externa, personas de 10 a 20 anos,2014-10-01,11,12,0,0,11,12,23
LLALLAGUA,consulta externa, personas de 10 a 20 anos,2014-10-01,207,339,14,10,221,349,570
LLICA,consulta externa, personas de 10 a 20 anos,2014-10-01,25,45,0,1,25,46,71
LORETO,consulta externa, personas de 10 a 20 anos,2014-10-01,48,71,0,1,48,72,120
LURIBAY,consulta externa, personas de 10 a 20 anos,2014-10-01,59,68,6,2,65,70,135
MACHACAMARCA,consulta externa, personas de 10 a 20 anos,2014-10-01,12,25,0,2,12,27,39
MACHARETI,consulta externa, personas de 10 a 20 anos,2014-10-01,68,127,3,4,71,131,202
MAGDALENA,consulta externa, personas de 10 a 20 anos,2014-10-01,51,90,17,28,68,118,186
MAIRANA,consulta externa, personas de 10 a 20 anos,2014-10-01,40,90,1,7,41,97,138
MALLA,consulta externa, personas de 10 a 20 anos,2014-10-01,8,11,0,0,8,11,19
MAPIRI,consulta externa, personas de 10 a 20 anos,2014-10-01,60,83,0,1,60,84,144
MECAPACA,consulta externa, personas de 10 a 20 anos,2014-10-01,38,71,1,5,39,76,115
MINEROS,consulta externa, personas de 10 a 20 anos,2014-10-01,27,111,0,4,27,115,142
MIZQUE,consulta externa, personas de 10 a 20 anos,2014-10-01,21,57,0,6,21,63,84
MOCOMOCO,consulta externa, personas de 10 a 20 anos,2014-10-01,41,66,8,4,49,70,119
MOJINETE,consulta externa, personas de 10 a 20 anos,2014-10-01,9,7,3,0,12,7,19
MOJOCOYA,consulta externa, personas de 10 a 20 anos,2014-10-01,65,87,0,5,65,92,157
MONTEAGUDO,consulta externa, personas de 10 a 20 anos,2014-10-01,263,429,16,37,279,466,745
MONTERO,consulta externa, personas de 10 a 20 anos,2014-10-01,510,971,47,116,557,1087,1644
MORO MORO,consulta externa, personas de 10 a 20 anos,2014-10-01,19,12,0,0,19,12,31
MOROCHATA,consulta externa, personas de 10 a 20 anos,2014-10-01,23,43,4,2,27,45,72
NACEBE (SANTA ROSA DEL ABUNA),consulta externa, personas de 10 a 20 anos,2014-10-01,31,43,0,0,31,43,74
NAZACARA DE PACAJES,consulta externa, personas de 10 a 20 anos,2014-10-01,2,3,0,0,2,3,5
NUEVO MANOA (NUEVA ESPERANZA),consulta externa, personas de 10 a 20 anos,2014-10-01,24,16,1,0,25,16,41
OCURI,consulta externa, personas de 10 a 20 anos,2014-10-01,42,49,2,1,44,50,94
OKINAWA,consulta externa, personas de 10 a 20 anos,2014-10-01,56,86,2,29,58,115,173
OMEREQUE,consulta externa, personas de 10 a 20 anos,2014-10-01,39,52,1,2,40,54,94
ORURO,consulta externa, personas de 10 a 20 anos,2014-10-01,2003,2922,576,803,2579,3725,6304
PADCAYA,consulta externa, personas de 10 a 20 anos,2014-10-01,319,418,7,28,326,446,772
PADILLA,consulta externa, personas de 10 a 20 anos,2014-10-01,100,189,2,1,102,190,292
PAILON,consulta externa, personas de 10 a 20 anos,2014-10-01,96,298,2,4,98,302,400
PALCA,consulta externa, personas de 10 a 20 anos,2014-10-01,44,112,2,5,46,117,163
PALOS BLANCOS,consulta externa, personas de 10 a 20 anos,2014-10-01,161,208,2,1,163,209,372
PAMPA AULLAGAS,consulta externa, personas de 10 a 20 anos,2014-10-01,21,20,0,0,21,20,41
PAMPA GRANDE,consulta externa, personas de 10 a 20 anos,2014-10-01,18,64,1,3,19,67,86
PAPEL PAMPA,consulta externa, personas de 10 a 20 anos,2014-10-01,13,55,8,3,21,58,79
PASORAPA,consulta externa, personas de 10 a 20 anos,2014-10-01,35,53,1,1,36,54,90
PATACAMAYA,consulta externa, personas de 10 a 20 anos,2014-10-01,52,68,3,5,55,73,128
PAZÑA,consulta externa, personas de 10 a 20 anos,2014-10-01,13,28,2,0,15,28,43
PELECHUCO,consulta externa, personas de 10 a 20 anos,2014-10-01,19,47,0,0,19,47,66
POCOATA,consulta externa, personas de 10 a 20 anos,2014-10-01,54,108,0,0,54,108,162
POCONA,consulta externa, personas de 10 a 20 anos,2014-10-01,42,71,1,1,43,72,115
POJO (CBBA),consulta externa, personas de 10 a 20 anos,2014-10-01,64,74,5,3,69,77,146
POOPO,consulta externa, personas de 10 a 20 anos,2014-10-01,35,36,0,4,35,40,75
PORCO,consulta externa, personas de 10 a 20 anos,2014-10-01,43,79,1,0,44,79,123
POROMA,consulta externa, personas de 10 a 20 anos,2014-10-01,85,137,5,1,90,138,228
PORONGO,consulta externa, personas de 10 a 20 anos,2014-10-01,59,99,2,0,61,99,160
PORTACHUELO,consulta externa, personas de 10 a 20 anos,2014-10-01,91,212,1,28,92,240,332
PORVENIR,consulta externa, personas de 10 a 20 anos,2014-10-01,31,57,30,26,61,83,144
POSTRER VALLE,consulta externa, personas de 10 a 20 anos,2014-10-01,12,17,0,0,12,17,29
POTOSI,consulta externa, personas de 10 a 20 anos,2014-10-01,2040,2792,285,446,2325,3238,5563
PRESTO,consulta externa, personas de 10 a 20 anos,2014-10-01,96,101,0,0,96,101,197
PUCARA,consulta externa, personas de 10 a 20 anos,2014-10-01,5,23,0,1,5,24,29
PUCARANI,consulta externa, personas de 10 a 20 anos,2014-10-01,46,82,4,4,50,86,136
PUERTO ACOSTA,consulta externa, personas de 10 a 20 anos,2014-10-01,23,30,1,1,24,31,55
PUERTO CARABUCO,consulta externa, personas de 10 a 20 anos,2014-10-01,49,58,2,0,51,58,109
PUERTO GONZALO MORENO,consulta externa, personas de 10 a 20 anos,2014-10-01,73,87,4,2,77,89,166
PUERTO PEREZ,consulta externa, personas de 10 a 20 anos,2014-10-01,20,39,2,1,22,40,62
PUERTO QUIJARRO,consulta externa, personas de 10 a 20 anos,2014-10-01,98,182,5,6,103,188,291
PUERTO RICO,consulta externa, personas de 10 a 20 anos,2014-10-01,86,104,21,4,107,108,215
PUERTO SILES,consulta externa, personas de 10 a 20 anos,2014-10-01,14,20,0,0,14,20,34
PUERTO VILLARROEL,consulta externa, personas de 10 a 20 anos,2014-10-01,312,402,11,18,323,420,743
PUNA,consulta externa, personas de 10 a 20 anos,2014-10-01,100,135,0,1,100,136,236
PUNATA,consulta externa, personas de 10 a 20 anos,2014-10-01,94,152,22,72,116,224,340
QUIABAYA,consulta externa, personas de 10 a 20 anos,2014-10-01,26,28,1,1,27,29,56
QUILLACOLLO,consulta externa, personas de 10 a 20 anos,2014-10-01,780,1006,136,253,916,1259,2175
QUIME,consulta externa, personas de 10 a 20 anos,2014-10-01,21,39,9,4,30,43,73
QUIRUSILLAS,consulta externa, personas de 10 a 20 anos,2014-10-01,5,13,0,1,5,14,19
RAVELO,consulta externa, personas de 10 a 20 anos,2014-10-01,51,84,0,1,51,85,136
REYES,consulta externa, personas de 10 a 20 anos,2014-10-01,75,126,2,3,77,129,206
RIBERALTA,consulta externa, personas de 10 a 20 anos,2014-10-01,583,1277,5,643,588,1920,2508
ROBORE,consulta externa, personas de 10 a 20 anos,2014-10-01,86,181,6,4,92,185,277
RURRENABAQUE,consulta externa, personas de 10 a 20 anos,2014-10-01,24,43,1,2,25,45,70
SABAYA,consulta externa, personas de 10 a 20 anos,2014-10-01,7,21,2,2,9,23,32
SACABA,consulta externa, personas de 10 a 20 anos,2014-10-01,574,631,115,142,689,773,1462
SACABAMBA,consulta externa, personas de 10 a 20 anos,2014-10-01,68,58,2,1,70,59,129
SACACA,consulta externa, personas de 10 a 20 anos,2014-10-01,50,72,0,0,50,72,122
SAIPINA,consulta externa, personas de 10 a 20 anos,2014-10-01,51,63,4,3,55,66,121
SALINAS DE GARCI MENDOZA,consulta externa, personas de 10 a 20 anos,2014-10-01,49,84,1,2,50,86,136
SAMAIPATA,consulta externa, personas de 10 a 20 anos,2014-10-01,53,76,2,2,55,78,133
SAN AGUSTIN,consulta externa, personas de 10 a 20 anos,2014-10-01,15,27,0,2,15,29,44
SAN ANDRES,consulta externa, personas de 10 a 20 anos,2014-10-01,139,174,12,11,151,185,336
SAN ANDRES DE MACHACA,consulta externa, personas de 10 a 20 anos,2014-10-01,27,36,2,4,29,40,69
SAN ANTONIO DE ESMORUCO,consulta externa, personas de 10 a 20 anos,2014-10-01,13,17,0,0,13,17,30
SAN ANTONIO DE LOMERIO,consulta externa, personas de 10 a 20 anos,2014-10-01,24,50,1,0,25,50,75
SAN BENITO,consulta externa, personas de 10 a 20 anos,2014-10-01,51,47,14,3,65,50,115
SAN BORJA,consulta externa, personas de 10 a 20 anos,2014-10-01,94,371,4,75,98,446,544
SAN BUENA VENTURA,consulta externa, personas de 10 a 20 anos,2014-10-01,37,95,2,0,39,95,134
SAN CARLOS,consulta externa, personas de 10 a 20 anos,2014-10-01,88,185,1,5,89,190,279
SAN IGNACIO,consulta externa, personas de 10 a 20 anos,2014-10-01,311,393,6779,28,7090,421,7511
SAN IGNACIO DE VELASCO,consulta externa, personas de 10 a 20 anos,2014-10-01,116,273,8,24,124,297,421
SAN JAVIER(BNI),consulta externa, personas de 10 a 20 anos,2014-10-01,19,25,2,1,21,26,47
SAN JAVIER(STC),consulta externa, personas de 10 a 20 anos,2014-10-01,35,55,0,0,35,55,90
SAN JOAQUIN,consulta externa, personas de 10 a 20 anos,2014-10-01,12,21,0,0,12,21,33
SAN JOSE DE CHIQUITOS,consulta externa, personas de 10 a 20 anos,2014-10-01,103,206,9,14,112,220,332
SAN JUAN DE YAPACANI,consulta externa, personas de 10 a 20 anos,2014-10-01,58,125,6,15,64,140,204
SAN JULIAN,consulta externa, personas de 10 a 20 anos,2014-10-01,186,312,1,37,187,349,536
SAN LORENZO(PND),consulta externa, personas de 10 a 20 anos,2014-10-01,29,46,0,0,29,46,75
SAN LORENZO(TJA),consulta externa, personas de 10 a 20 anos,2014-10-01,207,329,3,7,210,336,546
SAN LUCAS,consulta externa, personas de 10 a 20 anos,2014-10-01,125,239,1,2,126,241,367
SAN MATIAS,consulta externa, personas de 10 a 20 anos,2014-10-01,49,93,5,6,54,99,153
SAN MIGUEL DE VELASCO,consulta externa, personas de 10 a 20 anos,2014-10-01,35,38,2,5,37,43,80
SAN PABLO DE LIPEZ,consulta externa, personas de 10 a 20 anos,2014-10-01,26,50,0,0,26,50,76
SAN PEDRO,consulta externa, personas de 10 a 20 anos,2014-10-01,155,211,12,10,167,221,388
SAN PEDRO DE BUENA VISTA,consulta externa, personas de 10 a 20 anos,2014-10-01,63,110,0,1,63,111,174
SAN PEDRO DE CURAHUARA,consulta externa, personas de 10 a 20 anos,2014-10-01,31,54,4,3,35,57,92
SAN PEDRO DE QUEMES,consulta externa, personas de 10 a 20 anos,2014-10-01,4,2,0,0,4,2,6
SAN PEDRO DE TIQUINA,consulta externa, personas de 10 a 20 anos,2014-10-01,9,24,1,1,10,25,35
SAN PEDRO(PND),consulta externa, personas de 10 a 20 anos,2014-10-01,26,20,0,0,26,20,46
SAN RAFAEL,consulta externa, personas de 10 a 20 anos,2014-10-01,31,52,3,12,34,64,98
SAN RAMON BENI,consulta externa, personas de 10 a 20 anos,2014-10-01,30,58,0,0,30,58,88
SAN RAMON SCZ,consulta externa, personas de 10 a 20 anos,2014-10-01,53,97,0,0,53,97,150
SANTA ANA,consulta externa, personas de 10 a 20 anos,2014-10-01,56,61,16,41,72,102,174
SANTA CRUZ DE LA SIERRA,consulta externa, personas de 10 a 20 anos,2014-10-01,6026,9783,2234,3537,8260,13320,21580
SANTA ROSA,consulta externa, personas de 10 a 20 anos,2014-10-01,73,102,2,5,75,107,182
SANTA ROSA DEL SARA,consulta externa, personas de 10 a 20 anos,2014-10-01,87,170,11,10,98,180,278
SANTIAGO DE CALLAPA,consulta externa, personas de 10 a 20 anos,2014-10-01,5,10,0,1,5,11,16
SANTIAGO DE HUARI,consulta externa, personas de 10 a 20 anos,2014-10-01,33,78,2,2,35,80,115
SANTIAGO DE HUATA,consulta externa, personas de 10 a 20 anos,2014-10-01,12,35,4,1,16,36,52
SANTIAGO DE MACHACA,consulta externa, personas de 10 a 20 anos,2014-10-01,12,20,0,1,12,21,33
SANTIVAÑES,consulta externa, personas de 10 a 20 anos,2014-10-01,32,57,3,3,35,60,95
SANTUARIO DE QUILLACAS,consulta externa, personas de 10 a 20 anos,2014-10-01,10,8,1,0,11,8,19
SAPAHAQUI,consulta externa, personas de 10 a 20 anos,2014-10-01,32,40,2,1,34,41,75
SENA,consulta externa, personas de 10 a 20 anos,2014-10-01,26,53,0,1,26,54,80
SHINAOTA,consulta externa, personas de 10 a 20 anos,2014-10-01,193,191,18,8,211,199,410
SICA SICA (VILLA AROMA),consulta externa, personas de 10 a 20 anos,2014-10-01,76,102,4,9,80,111,191
SICAYA,consulta externa, personas de 10 a 20 anos,2014-10-01,17,25,0,2,17,27,44
SIPE SIPE,consulta externa, personas de 10 a 20 anos,2014-10-01,115,200,15,14,130,214,344
SOPACHUY,consulta externa, personas de 10 a 20 anos,2014-10-01,67,97,5,10,72,107,179
SORACACHI,consulta externa, personas de 10 a 20 anos,2014-10-01,19,37,1,1,20,38,58
SORATA,consulta externa, personas de 10 a 20 anos,2014-10-01,36,73,0,5,36,78,114
SUCRE,consulta externa, personas de 10 a 20 anos,2014-10-01,2509,3785,1145,1187,3654,4972,8626
TACACHI,consulta externa, personas de 10 a 20 anos,2014-10-01,9,14,0,0,9,14,23
TACACOMA,consulta externa, personas de 10 a 20 anos,2014-10-01,16,19,1,0,17,19,36
TACOBAMBA,consulta externa, personas de 10 a 20 anos,2014-10-01,15,32,0,0,15,32,47
TACOPAYA,consulta externa, personas de 10 a 20 anos,2014-10-01,43,57,3,2,46,59,105
TAHUA,consulta externa, personas de 10 a 20 anos,2014-10-01,5,3,0,0,5,3,8
TAPACARI,consulta externa, personas de 10 a 20 anos,2014-10-01,65,68,0,2,65,70,135
TARABUCO,consulta externa, personas de 10 a 20 anos,2014-10-01,31,59,1,1,32,60,92
TARACO,consulta externa, personas de 10 a 20 anos,2014-10-01,18,31,6,5,24,36,60
TARATA,consulta externa, personas de 10 a 20 anos,2014-10-01,11,27,0,3,11,30,41
TARIJA,consulta externa, personas de 10 a 20 anos,2014-10-01,2411,3843,585,1085,2996,4928,7924
TARVITA,consulta externa, personas de 10 a 20 anos,2014-10-01,64,122,0,0,64,122,186
TEOPONTE,consulta externa, personas de 10 a 20 anos,2014-10-01,22,91,0,0,22,91,113
TIAWANACU,consulta externa, personas de 10 a 20 anos,2014-10-01,26,50,0,0,26,50,76
TINGUIPAYA,consulta externa, personas de 10 a 20 anos,2014-10-01,63,87,1,1,64,88,152
TIPUANI,consulta externa, personas de 10 a 20 anos,2014-10-01,26,61,0,4,26,65,91
TIQUIPAYA,consulta externa, personas de 10 a 20 anos,2014-10-01,150,229,5,23,155,252,407
TIRAQUE (CBBA),consulta externa, personas de 10 a 20 anos,2014-10-01,92,102,4,5,96,107,203
TITO YUPANQUI (PARQUIPUJIO),consulta externa, personas de 10 a 20 anos,2014-10-01,8,14,0,6,8,20,28
TOCO,consulta externa, personas de 10 a 20 anos,2014-10-01,34,49,2,8,36,57,93
TODOS SANTOS,consulta externa, personas de 10 a 20 anos,2014-10-01,1,0,0,0,1,0,1
