,group,variable,month,RESTAURACIONES CANTIDAD,RESTAURACIONES CANTIDAD,TOTALES,TOTALES,TOTALES
CABEZAS,atencion odontologica,restauraciones,2012-10-01,14,32,14,32,46
CAIROMA,atencion odontologica,restauraciones,2012-10-01,16,36,16,36,52
"CAIZA ""D""",atencion odontologica,restauraciones,2012-10-01,7,16,7,16,23
CAJUATA,atencion odontologica,restauraciones,2012-10-01,42,50,42,50,92
CALACOTO,atencion odontologica,restauraciones,2012-10-01,26,17,26,17,43
CALAMARCA,atencion odontologica,restauraciones,2012-10-01,18,63,18,63,81
CAMARGO,atencion odontologica,restauraciones,2012-10-01,61,122,61,122,183
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2012-10-01,10,26,10,26,36
CAMIRI,atencion odontologica,restauraciones,2012-10-01,136,227,136,227,363
CAPINOTA,atencion odontologica,restauraciones,2012-10-01,192,213,192,213,405
CAQUIAVIRI,atencion odontologica,restauraciones,2012-10-01,25,27,25,27,52
CARACOLLO,atencion odontologica,restauraciones,2012-10-01,24,79,24,79,103
CARANAVI,atencion odontologica,restauraciones,2012-10-01,52,83,52,83,135
CARAPARI,atencion odontologica,restauraciones,2012-10-01,110,204,110,204,314
CARIPUYO,atencion odontologica,restauraciones,2012-10-01,25,30,25,30,55
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2012-10-01,5,10,5,10,15
CATACORA,atencion odontologica,restauraciones,2012-10-01,24,42,24,42,66
CHALLAPATA,atencion odontologica,restauraciones,2012-10-01,338,320,338,320,658
CHAQUI,atencion odontologica,restauraciones,2012-10-01,2,4,2,4,6
CHARAGUA,atencion odontologica,restauraciones,2012-10-01,37,88,37,88,125
CHARAÑA,atencion odontologica,restauraciones,2012-10-01,54,121,54,121,175
CHAYANTA,atencion odontologica,restauraciones,2012-10-01,17,68,17,68,85
CHIMORE,atencion odontologica,restauraciones,2012-10-01,27,89,27,89,116
CHIPAYA,atencion odontologica,restauraciones,2012-10-01,10,17,10,17,27
CHOQUE COTA,atencion odontologica,restauraciones,2012-10-01,3,6,3,6,9
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2012-10-01,28,80,28,80,108
CHUMA,atencion odontologica,restauraciones,2012-10-01,27,36,27,36,63
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,restauraciones,2012-10-01,18,16,18,16,34
CKOCHAS,atencion odontologica,restauraciones,2012-10-01,8,26,8,26,34
CLIZA,atencion odontologica,restauraciones,2012-10-01,126,95,126,95,221
COBIJA,atencion odontologica,restauraciones,2012-10-01,117,208,117,208,325
COCAPATA,atencion odontologica,restauraciones,2012-10-01,34,47,34,47,81
COCHABAMBA,atencion odontologica,restauraciones,2012-10-01,3319,4712,3319,4712,8031
COIPASA,atencion odontologica,restauraciones,2012-10-01,22,27,22,27,49
COLCAPIRHUA,atencion odontologica,restauraciones,2012-10-01,201,264,201,264,465
"COLCHA ""K""",atencion odontologica,restauraciones,2012-10-01,15,41,15,41,56
COLLANA,atencion odontologica,restauraciones,2012-10-01,5,21,5,21,26
COLOMI,atencion odontologica,restauraciones,2012-10-01,28,56,28,56,84
COLPA BELGICA,atencion odontologica,restauraciones,2012-10-01,34,68,34,68,102
COLQUECHACA,atencion odontologica,restauraciones,2012-10-01,24,88,24,88,112
COLQUENCHA,atencion odontologica,restauraciones,2012-10-01,12,21,12,21,33
COLQUIRI,atencion odontologica,restauraciones,2012-10-01,31,61,31,61,92
COMANCHE,atencion odontologica,restauraciones,2012-10-01,63,56,63,56,119
COMARAPA,atencion odontologica,restauraciones,2012-10-01,57,169,57,169,226
CONCEPCION,atencion odontologica,restauraciones,2012-10-01,24,35,24,35,59
COPACABANA,atencion odontologica,restauraciones,2012-10-01,15,12,15,12,27
CORIPATA,atencion odontologica,restauraciones,2012-10-01,2,4,2,4,6
CORO CORO,atencion odontologica,restauraciones,2012-10-01,59,79,59,79,138
COROICO,atencion odontologica,restauraciones,2012-10-01,75,122,75,122,197
CORQUE,atencion odontologica,restauraciones,2012-10-01,4,17,4,17,21
COTAGAITA,atencion odontologica,restauraciones,2012-10-01,38,93,38,93,131
COTOCA,atencion odontologica,restauraciones,2012-10-01,23,93,23,93,116
CUATRO CAÑADAS,atencion odontologica,restauraciones,2012-10-01,30,93,30,93,123
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,restauraciones,2012-10-01,0,10,0,10,10
CUEVO,atencion odontologica,restauraciones,2012-10-01,0,9,0,9,9
CULPINA,atencion odontologica,restauraciones,2012-10-01,8,21,8,21,29
CURAHUARA DE CARANGAS,atencion odontologica,restauraciones,2012-10-01,0,3,0,3,3
CURVA,atencion odontologica,restauraciones,2012-10-01,14,5,14,5,19
DESAGUADERO,atencion odontologica,restauraciones,2012-10-01,28,30,28,30,58
EL ALTO,atencion odontologica,restauraciones,2012-10-01,2732,3720,2732,3720,6452
EL PUENTE(STC),atencion odontologica,restauraciones,2012-10-01,25,50,25,50,75
EL PUENTE(TJA),atencion odontologica,restauraciones,2012-10-01,38,99,38,99,137
EL TORNO,atencion odontologica,restauraciones,2012-10-01,77,216,77,216,293
EL VILLAR,atencion odontologica,restauraciones,2012-10-01,36,26,36,26,62
ENTRE RIOS TRJ,atencion odontologica,restauraciones,2012-10-01,44,62,44,62,106
ENTRE RIOS CBBA,atencion odontologica,restauraciones,2012-10-01,61,79,61,79,140
ESCOMA,atencion odontologica,restauraciones,2012-10-01,8,22,8,22,30
EUCALIPTUS,atencion odontologica,restauraciones,2012-10-01,37,51,37,51,88
FERNANDEZ ALONSO,atencion odontologica,restauraciones,2012-10-01,9,21,9,21,30
FILADELFIA,atencion odontologica,restauraciones,2012-10-01,39,39,39,39,78
GENERAL SAAVEDRA,atencion odontologica,restauraciones,2012-10-01,8,20,8,20,28
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,restauraciones,2012-10-01,8,21,8,21,29
GUANAY,atencion odontologica,restauraciones,2012-10-01,11,28,11,28,39
GUAQUI,atencion odontologica,restauraciones,2012-10-01,18,26,18,26,44
GUAYARAMERIN,atencion odontologica,restauraciones,2012-10-01,181,405,181,405,586
GUTIERREZ,atencion odontologica,restauraciones,2012-10-01,18,37,18,37,55
HUACARETA,atencion odontologica,restauraciones,2012-10-01,11,50,11,50,61
HUACAYA (VILLA DE HUACAYA),atencion odontologica,restauraciones,2012-10-01,19,34,19,34,53
HUACHACALLA,atencion odontologica,restauraciones,2012-10-01,12,30,12,30,42
HUANUNI,atencion odontologica,restauraciones,2012-10-01,55,106,55,106,161
HUARACAJE,atencion odontologica,restauraciones,2012-10-01,7,18,7,18,25
HUARINA,atencion odontologica,restauraciones,2012-10-01,2,4,2,4,6
HUAYLLAMARCA,atencion odontologica,restauraciones,2012-10-01,25,59,25,59,84
HUMANATA,atencion odontologica,restauraciones,2012-10-01,0,7,0,7,7
ICHOCA,atencion odontologica,restauraciones,2012-10-01,4,1,4,1,5
ICLA,atencion odontologica,restauraciones,2012-10-01,9,29,9,29,38
INCAHUASI,atencion odontologica,restauraciones,2012-10-01,23,56,23,56,79
INQUISIVI,atencion odontologica,restauraciones,2012-10-01,5,10,5,10,15
IRUPANA (VILLA DE LANZA),atencion odontologica,restauraciones,2012-10-01,30,74,30,74,104
JESUS DE MACHACA,atencion odontologica,restauraciones,2012-10-01,29,50,29,50,79
LA ASUNTA,atencion odontologica,restauraciones,2012-10-01,18,31,18,31,49
LA GUARDIA,atencion odontologica,restauraciones,2012-10-01,78,127,78,127,205
LA PAZ,atencion odontologica,restauraciones,2012-10-01,4434,6579,4434,6579,11013
LAGUNILLAS,atencion odontologica,restauraciones,2012-10-01,1,3,1,3,4
LAJA,atencion odontologica,restauraciones,2012-10-01,4,38,4,38,42
LAS CARRERAS,atencion odontologica,restauraciones,2012-10-01,12,16,12,16,28
LICOMA PAMPA,atencion odontologica,restauraciones,2012-10-01,4,26,4,26,30
LLALLAGUA,atencion odontologica,restauraciones,2012-10-01,64,194,64,194,258
LLICA,atencion odontologica,restauraciones,2012-10-01,6,16,6,16,22
LURIBAY,atencion odontologica,restauraciones,2012-10-01,13,19,13,19,32
MACHACAMARCA,atencion odontologica,restauraciones,2012-10-01,11,24,11,24,35
MACHARETI,atencion odontologica,restauraciones,2012-10-01,11,24,11,24,35
MAGDALENA,atencion odontologica,restauraciones,2012-10-01,45,84,45,84,129
MAIRANA,atencion odontologica,restauraciones,2012-10-01,9,23,9,23,32
MALLA,atencion odontologica,restauraciones,2012-10-01,3,7,3,7,10
MAPIRI,atencion odontologica,restauraciones,2012-10-01,18,41,18,41,59
MECAPACA,atencion odontologica,restauraciones,2012-10-01,3,12,3,12,15
MINEROS,atencion odontologica,restauraciones,2012-10-01,20,55,20,55,75
MIZQUE,atencion odontologica,restauraciones,2012-10-01,39,44,39,44,83
MOCOMOCO,atencion odontologica,restauraciones,2012-10-01,8,15,8,15,23
MOJOCOYA,atencion odontologica,restauraciones,2012-10-01,23,29,23,29,52
MONTEAGUDO,atencion odontologica,restauraciones,2012-10-01,108,295,108,295,403
MONTERO,atencion odontologica,restauraciones,2012-10-01,152,274,152,274,426
MORO MORO,atencion odontologica,restauraciones,2012-10-01,4,19,4,19,23
MOROCHATA,atencion odontologica,restauraciones,2012-10-01,27,31,27,31,58
OCURI,atencion odontologica,restauraciones,2012-10-01,6,8,6,8,14
OKINAWA,atencion odontologica,restauraciones,2012-10-01,6,19,6,19,25
OMEREQUE,atencion odontologica,restauraciones,2012-10-01,2,13,2,13,15
ORURO,atencion odontologica,restauraciones,2012-10-01,1276,2026,1276,2026,3302
PADCAYA,atencion odontologica,restauraciones,2012-10-01,81,110,81,110,191
PADILLA,atencion odontologica,restauraciones,2012-10-01,44,102,44,102,146
PAILON,atencion odontologica,restauraciones,2012-10-01,12,25,12,25,37
PALCA,atencion odontologica,restauraciones,2012-10-01,6,23,6,23,29
PALOS BLANCOS,atencion odontologica,restauraciones,2012-10-01,27,47,27,47,74
PAMPA AULLAGAS,atencion odontologica,restauraciones,2012-10-01,42,34,42,34,76
PAMPA GRANDE,atencion odontologica,restauraciones,2012-10-01,5,25,5,25,30
PAPEL PAMPA,atencion odontologica,restauraciones,2012-10-01,20,28,20,28,48
PASORAPA,atencion odontologica,restauraciones,2012-10-01,9,14,9,14,23
PATACAMAYA,atencion odontologica,restauraciones,2012-10-01,30,68,30,68,98
PAZÑA,atencion odontologica,restauraciones,2012-10-01,19,19,19,19,38
PELECHUCO,atencion odontologica,restauraciones,2012-10-01,22,45,22,45,67
POCOATA,atencion odontologica,restauraciones,2012-10-01,31,67,31,67,98
POCONA,atencion odontologica,restauraciones,2012-10-01,50,95,50,95,145
POJO (CBBA),atencion odontologica,restauraciones,2012-10-01,93,125,93,125,218
POOPO,atencion odontologica,restauraciones,2012-10-01,57,79,57,79,136
PORCO,atencion odontologica,restauraciones,2012-10-01,17,33,17,33,50
POROMA,atencion odontologica,restauraciones,2012-10-01,12,68,12,68,80
PORONGO,atencion odontologica,restauraciones,2012-10-01,5,26,5,26,31
PORTACHUELO,atencion odontologica,restauraciones,2012-10-01,45,117,45,117,162
PORVENIR,atencion odontologica,restauraciones,2012-10-01,8,26,8,26,34
POSTRER VALLE,atencion odontologica,restauraciones,2012-10-01,11,12,11,12,23
POTOSI,atencion odontologica,restauraciones,2012-10-01,569,1004,569,1004,1573
PRESTO,atencion odontologica,restauraciones,2012-10-01,0,11,0,11,11
PUCARA,atencion odontologica,restauraciones,2012-10-01,5,11,5,11,16
PUCARANI,atencion odontologica,restauraciones,2012-10-01,24,33,24,33,57
PUERTO ACOSTA,atencion odontologica,restauraciones,2012-10-01,7,16,7,16,23
PUERTO CARABUCO,atencion odontologica,restauraciones,2012-10-01,17,28,17,28,45
PUERTO GONZALO MORENO,atencion odontologica,restauraciones,2012-10-01,54,77,54,77,131
PUERTO PEREZ,atencion odontologica,restauraciones,2012-10-01,6,8,6,8,14
PUERTO QUIJARRO,atencion odontologica,restauraciones,2012-10-01,5,7,5,7,12
PUERTO RICO,atencion odontologica,restauraciones,2012-10-01,11,20,11,20,31
PUERTO SUAREZ,atencion odontologica,restauraciones,2012-10-01,116,132,116,132,248
PUERTO VILLARROEL,atencion odontologica,restauraciones,2012-10-01,107,241,107,241,348
PUNA,atencion odontologica,restauraciones,2012-10-01,26,44,26,44,70
PUNATA,atencion odontologica,restauraciones,2012-10-01,150,372,150,372,522
QUILLACOLLO,atencion odontologica,restauraciones,2012-10-01,250,427,250,427,677
QUIME,atencion odontologica,restauraciones,2012-10-01,74,58,74,58,132
QUIRUSILLAS,atencion odontologica,restauraciones,2012-10-01,3,12,3,12,15
RAVELO,atencion odontologica,restauraciones,2012-10-01,23,41,23,41,64
REYES,atencion odontologica,restauraciones,2012-10-01,3,3,3,3,6
RIBERALTA,atencion odontologica,restauraciones,2012-10-01,57,202,57,202,259
ROBORE,atencion odontologica,restauraciones,2012-10-01,27,42,27,42,69
RURRENABAQUE,atencion odontologica,restauraciones,2012-10-01,44,75,44,75,119
SABAYA,atencion odontologica,restauraciones,2012-10-01,24,58,24,58,82
SACABA,atencion odontologica,restauraciones,2012-10-01,726,1081,726,1081,1807
SACABAMBA,atencion odontologica,restauraciones,2012-10-01,10,11,10,11,21
SACACA,atencion odontologica,restauraciones,2012-10-01,7,37,7,37,44
SAIPINA,atencion odontologica,restauraciones,2012-10-01,35,47,35,47,82
SALINAS DE GARCI MENDOZA,atencion odontologica,restauraciones,2012-10-01,184,295,184,295,479
SAMAIPATA,atencion odontologica,restauraciones,2012-10-01,46,98,46,98,144
SAN AGUSTIN,atencion odontologica,restauraciones,2012-10-01,3,4,3,4,7
SAN ANDRES,atencion odontologica,restauraciones,2012-10-01,3,9,3,9,12
SAN ANDRES DE MACHACA,atencion odontologica,restauraciones,2012-10-01,66,54,66,54,120
SAN ANTONIO DE ESMORUCO,atencion odontologica,restauraciones,2012-10-01,9,9,9,9,18
SAN ANTONIO DE LOMERIO,atencion odontologica,restauraciones,2012-10-01,14,30,14,30,44
SAN BENITO,atencion odontologica,restauraciones,2012-10-01,27,34,27,34,61
SAN BORJA,atencion odontologica,restauraciones,2012-10-01,39,155,39,155,194
SAN BUENA VENTURA,atencion odontologica,restauraciones,2012-10-01,36,30,36,30,66
SAN CARLOS,atencion odontologica,restauraciones,2012-10-01,52,87,52,87,139
SAN IGNACIO,atencion odontologica,restauraciones,2012-10-01,139,368,139,368,507
SAN IGNACIO DE VELASCO,atencion odontologica,restauraciones,2012-10-01,47,68,47,68,115
SAN JAVIER(BNI),atencion odontologica,restauraciones,2012-10-01,1,0,1,0,1
SAN JAVIER(STC),atencion odontologica,restauraciones,2012-10-01,15,36,15,36,51
SAN JOAQUIN,atencion odontologica,restauraciones,2012-10-01,7,30,7,30,37
SAN JOSE DE CHIQUITOS,atencion odontologica,restauraciones,2012-10-01,163,201,163,201,364
SAN JUAN DE YAPACANI,atencion odontologica,restauraciones,2012-10-01,8,32,8,32,40
SAN JULIAN,atencion odontologica,restauraciones,2012-10-01,6,31,6,31,37
SAN LORENZO(TJA),atencion odontologica,restauraciones,2012-10-01,110,287,110,287,397
SAN LUCAS,atencion odontologica,restauraciones,2012-10-01,59,83,59,83,142
SAN MATIAS,atencion odontologica,restauraciones,2012-10-01,20,46,20,46,66
SAN MIGUEL DE VELASCO,atencion odontologica,restauraciones,2012-10-01,33,33,33,33,66
SAN PABLO DE LIPEZ,atencion odontologica,restauraciones,2012-10-01,4,21,4,21,25
SAN PEDRO,atencion odontologica,restauraciones,2012-10-01,33,63,33,63,96
SAN PEDRO DE BUENA VISTA,atencion odontologica,restauraciones,2012-10-01,14,43,14,43,57
SAN PEDRO DE CURAHUARA,atencion odontologica,restauraciones,2012-10-01,10,17,10,17,27
SAN PEDRO DE TIQUINA,atencion odontologica,restauraciones,2012-10-01,3,2,3,2,5
SAN RAFAEL,atencion odontologica,restauraciones,2012-10-01,4,30,4,30,34
SAN RAMON BENI,atencion odontologica,restauraciones,2012-10-01,17,47,17,47,64
SAN RAMON SCZ,atencion odontologica,restauraciones,2012-10-01,31,38,31,38,69
SANTA ANA,atencion odontologica,restauraciones,2012-10-01,0,231,0,231,231
SANTA CRUZ DE LA SIERRA,atencion odontologica,restauraciones,2012-10-01,2382,4247,2382,4247,6629
SANTA ROSA,atencion odontologica,restauraciones,2012-10-01,15,16,15,16,31
SANTA ROSA DEL SARA,atencion odontologica,restauraciones,2012-10-01,24,91,24,91,115
SANTIAGO DE CALLAPA,atencion odontologica,restauraciones,2012-10-01,0,7,0,7,7
SANTIAGO DE HUARI,atencion odontologica,restauraciones,2012-10-01,126,206,126,206,332
SANTIAGO DE HUATA,atencion odontologica,restauraciones,2012-10-01,26,29,26,29,55
SANTIAGO DE MACHACA,atencion odontologica,restauraciones,2012-10-01,20,55,20,55,75
SANTIVAÑES,atencion odontologica,restauraciones,2012-10-01,21,34,21,34,55
SANTUARIO DE QUILLACAS,atencion odontologica,restauraciones,2012-10-01,7,11,7,11,18
SAPAHAQUI,atencion odontologica,restauraciones,2012-10-01,11,7,11,7,18
SHINAOTA,atencion odontologica,restauraciones,2012-10-01,43,64,43,64,107
SICA SICA (VILLA AROMA),atencion odontologica,restauraciones,2012-10-01,13,11,13,11,24
SICAYA,atencion odontologica,restauraciones,2012-10-01,1,14,1,14,15
SIPE SIPE,atencion odontologica,restauraciones,2012-10-01,125,267,125,267,392
SOPACHUY,atencion odontologica,restauraciones,2012-10-01,34,82,34,82,116
SORACACHI,atencion odontologica,restauraciones,2012-10-01,13,22,13,22,35
SORATA,atencion odontologica,restauraciones,2012-10-01,28,28,28,28,56
SUCRE,atencion odontologica,restauraciones,2012-10-01,2647,3687,2647,3687,6334
TACACOMA,atencion odontologica,restauraciones,2012-10-01,18,34,18,34,52
TACOPAYA,atencion odontologica,restauraciones,2012-10-01,2,6,2,6,8
TAHUA,atencion odontologica,restauraciones,2012-10-01,2,2,2,2,4
TAPACARI,atencion odontologica,restauraciones,2012-10-01,73,145,73,145,218
TARABUCO,atencion odontologica,restauraciones,2012-10-01,13,52,13,52,65
TARACO,atencion odontologica,restauraciones,2012-10-01,32,40,32,40,72
TARATA,atencion odontologica,restauraciones,2012-10-01,27,67,27,67,94
TARIJA,atencion odontologica,restauraciones,2012-10-01,2098,3103,2098,3103,5201
TARVITA,atencion odontologica,restauraciones,2012-10-01,48,50,48,50,98
TEOPONTE,atencion odontologica,restauraciones,2012-10-01,14,45,14,45,59
TIAWANACU,atencion odontologica,restauraciones,2012-10-01,17,24,17,24,41
TINGUIPAYA,atencion odontologica,restauraciones,2012-10-01,3,10,3,10,13
TIPUANI,atencion odontologica,restauraciones,2012-10-01,23,28,23,28,51
TIQUIPAYA,atencion odontologica,restauraciones,2012-10-01,411,667,411,667,1078
TIRAQUE (CBBA),atencion odontologica,restauraciones,2012-10-01,16,56,16,56,72
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,restauraciones,2012-10-01,3,5,3,5,8
TOCO,atencion odontologica,restauraciones,2012-10-01,20,46,20,46,66
TOLATA,atencion odontologica,restauraciones,2012-10-01,7,26,7,26,33
TOLEDO,atencion odontologica,restauraciones,2012-10-01,26,35,26,35,61
TOMAVE,atencion odontologica,restauraciones,2012-10-01,19,13,19,13,32
TOMINA,atencion odontologica,restauraciones,2012-10-01,56,120,56,120,176
TORO TORO,atencion odontologica,restauraciones,2012-10-01,14,33,14,33,47
TOTORA(CBBA),atencion odontologica,restauraciones,2012-10-01,150,174,150,174,324
TOTORA(ORR),atencion odontologica,restauraciones,2012-10-01,0,7,0,7,7
TRIGAL,atencion odontologica,restauraciones,2012-10-01,12,6,12,6,18
TRINIDAD,atencion odontologica,restauraciones,2012-10-01,229,446,229,446,675
TUPIZA,atencion odontologica,restauraciones,2012-10-01,61,104,61,104,165
TURCO,atencion odontologica,restauraciones,2012-10-01,22,40,22,40,62
UMALA,atencion odontologica,restauraciones,2012-10-01,0,1,0,1,1
UNCIA,atencion odontologica,restauraciones,2012-10-01,41,89,41,89,130
URIONDO (A. CONCEPCION),atencion odontologica,restauraciones,2012-10-01,129,239,129,239,368
URUBICHA,atencion odontologica,restauraciones,2012-10-01,3,2,3,2,5
UYUNI,atencion odontologica,restauraciones,2012-10-01,41,55,41,55,96
VACAS,atencion odontologica,restauraciones,2012-10-01,31,38,31,38,69
VALLEGRANDE,atencion odontologica,restauraciones,2012-10-01,77,215,77,215,292
VIACHA,atencion odontologica,restauraciones,2012-10-01,93,127,93,127,220
VILA VILA,atencion odontologica,restauraciones,2012-10-01,4,19,4,19,23
VILLA CHARCAS,atencion odontologica,restauraciones,2012-10-01,2,8,2,8,10
VILLA MONTES,atencion odontologica,restauraciones,2012-10-01,252,414,252,414,666
VILLA NUEVA (LOMA ALTA),atencion odontologica,restauraciones,2012-10-01,9,20,9,20,29
VILLA RIVERO,atencion odontologica,restauraciones,2012-10-01,8,45,8,45,53
VILLA SERRANO,atencion odontologica,restauraciones,2012-10-01,134,133,134,133,267
VILLA TUNARI,atencion odontologica,restauraciones,2012-10-01,192,492,192,492,684
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,restauraciones,2012-10-01,48,62,48,62,110
VILLAZON,atencion odontologica,restauraciones,2012-10-01,67,180,67,180,247
VINTO,atencion odontologica,restauraciones,2012-10-01,53,127,53,127,180
VITICHI,atencion odontologica,restauraciones,2012-10-01,34,68,34,68,102
WALDO BALLIVIAN,atencion odontologica,restauraciones,2012-10-01,8,17,8,17,25
WARNES,atencion odontologica,restauraciones,2012-10-01,34,70,34,70,104
YACO,atencion odontologica,restauraciones,2012-10-01,2,8,2,8,10
YACUIBA,atencion odontologica,restauraciones,2012-10-01,346,416,346,416,762
YAMPARAEZ,atencion odontologica,restauraciones,2012-10-01,16,44,16,44,60
YAPACANI,atencion odontologica,restauraciones,2012-10-01,105,139,105,139,244
YOCALLA,atencion odontologica,restauraciones,2012-10-01,3,3,3,3,6
YOTALA,atencion odontologica,restauraciones,2012-10-01,7,44,7,44,51
YUNCHARA,atencion odontologica,restauraciones,2012-10-01,20,65,20,65,85
ZUDAÑEZ,atencion odontologica,restauraciones,2012-10-01,31,41,31,41,72
ACACIO,atencion odontologica,restauraciones,2012-11-01,3,7,3,7,10
ACHACACHI,atencion odontologica,restauraciones,2012-11-01,113,184,113,184,297
ACHOCALLA,atencion odontologica,restauraciones,2012-11-01,26,26,26,26,52
AIQUILE,atencion odontologica,restauraciones,2012-11-01,52,108,52,108,160
ALALAY,atencion odontologica,restauraciones,2012-11-01,6,6,6,6,12
ALCALA,atencion odontologica,restauraciones,2012-11-01,44,63,44,63,107
ALTO BENI,atencion odontologica,restauraciones,2012-11-01,13,22,13,22,35
ANCORAIMES,atencion odontologica,restauraciones,2012-11-01,4,3,4,3,7
ANDAMARCA,atencion odontologica,restauraciones,2012-11-01,14,18,14,18,32
ANTEQUERA,atencion odontologica,restauraciones,2012-11-01,10,27,10,27,37
ANZALDO,atencion odontologica,restauraciones,2012-11-01,19,53,19,53,72
APOLO,atencion odontologica,restauraciones,2012-11-01,36,46,36,46,82
ARAMPAMPA,atencion odontologica,restauraciones,2012-11-01,8,2,8,2,10
ARANI,atencion odontologica,restauraciones,2012-11-01,43,47,43,47,90
ARBIETO,atencion odontologica,restauraciones,2012-11-01,54,61,54,61,115
ARQUE,atencion odontologica,restauraciones,2012-11-01,36,63,36,63,99
ASCENCION DE GUARAYOS,atencion odontologica,restauraciones,2012-11-01,2,0,2,0,2
ATOCHA,atencion odontologica,restauraciones,2012-11-01,183,132,183,132,315
AUCAPATA,atencion odontologica,restauraciones,2012-11-01,0,7,0,7,7
AYATA,atencion odontologica,restauraciones,2012-11-01,8,26,8,26,34
AYO AYO,atencion odontologica,restauraciones,2012-11-01,6,19,6,19,25
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,restauraciones,2012-11-01,114,96,114,96,210
AZURDUY,atencion odontologica,restauraciones,2012-11-01,8,14,8,14,22
BATALLAS,atencion odontologica,restauraciones,2012-11-01,34,52,34,52,86
BAURES,atencion odontologica,restauraciones,2012-11-01,14,23,14,23,37
BELEN DE ANDAMARCA,atencion odontologica,restauraciones,2012-11-01,6,17,6,17,23
BELEN DE URMIRI,atencion odontologica,restauraciones,2012-11-01,0,2,0,2,2
BELLA FLOR,atencion odontologica,restauraciones,2012-11-01,1,0,1,0,1
BERMEJO,atencion odontologica,restauraciones,2012-11-01,138,307,138,307,445
BETANZOS,atencion odontologica,restauraciones,2012-11-01,32,54,32,54,86
BOLIVAR,atencion odontologica,restauraciones,2012-11-01,16,45,16,45,61
BOLPEBRA,atencion odontologica,restauraciones,2012-11-01,2,0,2,0,2
BOYUIBE,atencion odontologica,restauraciones,2012-11-01,23,41,23,41,64
BUENA VISTA,atencion odontologica,restauraciones,2012-11-01,6,43,6,43,49
CABEZAS,atencion odontologica,restauraciones,2012-11-01,21,59,21,59,80
CAIROMA,atencion odontologica,restauraciones,2012-11-01,11,28,11,28,39
"CAIZA ""D""",atencion odontologica,restauraciones,2012-11-01,7,20,7,20,27
CAJUATA,atencion odontologica,restauraciones,2012-11-01,30,38,30,38,68
CALACOTO,atencion odontologica,restauraciones,2012-11-01,11,15,11,15,26
CALAMARCA,atencion odontologica,restauraciones,2012-11-01,25,39,25,39,64
CAMARGO,atencion odontologica,restauraciones,2012-11-01,89,64,89,64,153
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,restauraciones,2012-11-01,17,34,17,34,51
CAMIRI,atencion odontologica,restauraciones,2012-11-01,87,197,87,197,284
CAPINOTA,atencion odontologica,restauraciones,2012-11-01,179,220,179,220,399
CAQUIAVIRI,atencion odontologica,restauraciones,2012-11-01,32,17,32,17,49
CARACOLLO,atencion odontologica,restauraciones,2012-11-01,25,32,25,32,57
CARANAVI,atencion odontologica,restauraciones,2012-11-01,61,67,61,67,128
CARAPARI,atencion odontologica,restauraciones,2012-11-01,85,122,85,122,207
CARIPUYO,atencion odontologica,restauraciones,2012-11-01,13,14,13,14,27
CARMEN RIVERO TORREZ,atencion odontologica,restauraciones,2012-11-01,4,10,4,10,14
CATACORA,atencion odontologica,restauraciones,2012-11-01,46,51,46,51,97
CHALLAPATA,atencion odontologica,restauraciones,2012-11-01,131,192,131,192,323
CHAQUI,atencion odontologica,restauraciones,2012-11-01,1,8,1,8,9
CHARAGUA,atencion odontologica,restauraciones,2012-11-01,23,81,23,81,104
CHARAÑA,atencion odontologica,restauraciones,2012-11-01,5,6,5,6,11
CHAYANTA,atencion odontologica,restauraciones,2012-11-01,26,58,26,58,84
CHIMORE,atencion odontologica,restauraciones,2012-11-01,16,55,16,55,71
CHIPAYA,atencion odontologica,restauraciones,2012-11-01,8,6,8,6,14
CHOQUE COTA,atencion odontologica,restauraciones,2012-11-01,4,4,4,4,8
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,restauraciones,2012-11-01,24,64,24,64,88
CHUMA,atencion odontologica,restauraciones,2012-11-01,24,55,24,55,79
CKOCHAS,atencion odontologica,restauraciones,2012-11-01,6,17,6,17,23
CLIZA,atencion odontologica,restauraciones,2012-11-01,88,65,88,65,153
COBIJA,atencion odontologica,restauraciones,2012-11-01,108,251,108,251,359
COCAPATA,atencion odontologica,restauraciones,2012-11-01,68,78,68,78,146
COCHABAMBA,atencion odontologica,restauraciones,2012-11-01,3169,4170,3169,4170,7339
COIPASA,atencion odontologica,restauraciones,2012-11-01,12,16,12,16,28
COLCAPIRHUA,atencion odontologica,restauraciones,2012-11-01,162,335,162,335,497
"COLCHA ""K""",atencion odontologica,restauraciones,2012-11-01,9,21,9,21,30
COLLANA,atencion odontologica,restauraciones,2012-11-01,9,33,9,33,42
COLOMI,atencion odontologica,restauraciones,2012-11-01,43,78,43,78,121
