,group,variable,month,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS DENTRO DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
SANTA ROSA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,12,22,12,22,34
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,15,63,15,63,78
SANTIAGO DE CALLAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,5,3,5,3,8
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,124,153,124,153,277
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,12,6,12,6,18
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,5,9,5,9,14
SANTIVAÑES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,0,9,0,9,9
SANTUARIO DE QUILLACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,119,109,119,109,228
SAPAHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,15,10,15,10,25
SENA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,4,16,4,16,20
SHINAOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,81,121,81,121,202
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,8,14,8,14,22
SICAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,7,3,7,3,10
SIPE SIPE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,249,263,249,263,512
SOPACHUY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,704,719,704,719,1423
SORACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,254,229,254,229,483
SORATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,10,20,10,20,30
SUCRE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,1443,1040,1443,1040,2483
TACACOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,4,2,4,2,6
TACOPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,8,22,8,22,30
TAHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,2,5,2,5,7
TAPACARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,68,94,68,94,162
TARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,4,5,4,5,9
TARACO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,16,25,16,25,41
TARATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,30,35,30,35,65
TARIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,447,829,447,829,1276
TARVITA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,40,55,40,55,95
TEOPONTE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,14,19,14,19,33
TIAWANACU,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,10,12,10,12,22
TINGUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,10,4,10,4,14
TIPUANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,18,21,18,21,39
TIQUIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,599,661,599,661,1260
TIRAQUE (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,10,39,10,39,49
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,3,3,3,3,6
TOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,20,51,20,51,71
TOLATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,23,24,23,24,47
TOLEDO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,171,203,171,203,374
TOMAVE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,6,2,6,2,8
TOMINA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,3,17,3,17,20
TORO TORO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,89,99,89,99,188
TOTORA(CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,161,148,161,148,309
TOTORA(ORR),atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,1,0,1,0,1
TRIGAL,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,8,13,8,13,21
TRINIDAD,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,254,225,254,225,479
TUPIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,47,34,47,34,81
TURCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,8,9,8,9,17
UNCIA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,7,13,7,13,20
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,45,58,45,58,103
UYUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,21,13,21,13,34
VACAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,25,36,25,36,61
VALLEGRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,151,163,151,163,314
VIACHA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,104,150,104,150,254
VILA VILA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,3,4,3,4,7
VILLA CHARCAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,1,5,1,5,6
VILLA MONTES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,146,149,146,149,295
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,6,8,6,8,14
VILLA RIVERO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,6,9,6,9,15
VILLA SERRANO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,16,11,16,11,27
VILLA TUNARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,126,327,126,327,453
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,307,262,307,262,569
VILLAZON,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,69,94,69,94,163
VINTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,47,54,47,54,101
VITICHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,6,23,6,23,29
WALDO BALLIVIAN,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,1,0,1,0,1
WARNES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,21,27,21,27,48
YACO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,6,7,6,7,13
YACUIBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,185,280,185,280,465
YAMPARAEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,215,190,215,190,405
YAPACANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,34,39,34,39,73
YOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,4,6,4,6,10
YOTALA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,67,80,67,80,147
YUNCHARA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,15,31,15,31,46
ZUDAÑEZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-10-01,151,128,151,128,279
ACACIO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,10,17,10,17,27
ACHACACHI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,167,235,167,235,402
ACHOCALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,54,35,54,35,89
AIQUILE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,41,37,41,37,78
ALALAY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,0,4,0,4,4
ALCALA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,20,20,20,20,40
ALTO BENI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,18,21,18,21,39
ANCORAIMES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,2,2,2,2,4
ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,5,3,5,3,8
ANTEQUERA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,70,59,70,59,129
ANZALDO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1,21,1,21,22
APOLO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,0,9,0,9,9
ARAMPAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,32,4,32,4,36
ARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,23,48,23,48,71
ARBIETO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,14,20,14,20,34
ARQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,6,6,6,6,12
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,2,7,2,7,9
ATOCHA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,20,2,20,2,22
AYATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1,11,1,11,12
AYO AYO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1,2,1,2,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,119,148,119,148,267
AZURDUY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,5,6,5,6,11
BATALLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,18,24,18,24,42
BAURES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,24,16,24,16,40
BELEN DE ANDAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,0,3,0,3,3
BELEN DE URMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,0,3,0,3,3
BELLA FLOR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,26,25,26,25,51
BERMEJO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,170,299,170,299,469
BETANZOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,27,43,27,43,70
BOLIVAR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,5,5,5,5,10
BOLPEBRA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,5,15,5,15,20
BOYUIBE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,6,4,6,4,10
BUENA VISTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1,3,1,3,4
CABEZAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,96,116,96,116,212
CAIROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,6,12,6,12,18
"CAIZA ""D""",atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,13,11,13,11,24
CAJUATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,11,11,11,11,22
CALAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,47,44,47,44,91
CAMARGO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,34,26,34,26,60
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,0,3,0,3,3
CAMIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,116,111,116,111,227
CAPINOTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,198,244,198,244,442
CAQUIAVIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,20,24,20,24,44
CARACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,14,23,14,23,37
CARANAVI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,80,56,80,56,136
CARAPARI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,26,32,26,32,58
CARIPUYO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,26,22,26,22,48
CARMEN RIVERO TORREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,69,86,69,86,155
CATACORA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,14,1,14,1,15
CHALLAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,78,94,78,94,172
CHAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,4,1,4,1,5
CHARAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,5,21,5,21,26
CHARAÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,4,17,4,17,21
CHAYANTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1,3,1,3,4
CHIMORE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,18,21,18,21,39
CHIPAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,10,4,10,4,14
CHOQUE COTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,5,0,5,0,5
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,28,6,28,6,34
CHUMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,4,6,4,6,10
CKOCHAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1,4,1,4,5
CLIZA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,37,70,37,70,107
COBIJA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,176,200,176,200,376
COCAPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,30,42,30,42,72
COCHABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,3119,3523,3119,3523,6642
COIPASA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,5,17,5,17,22
COLCAPIRHUA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,91,187,91,187,278
"COLCHA ""K""",atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,6,19,6,19,25
COLLANA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,7,12,7,12,19
COLOMI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,50,74,50,74,124
COLPA BELGICA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,221,247,221,247,468
COLQUECHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,14,40,14,40,54
COLQUIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,5,4,5,4,9
COMANCHE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,7,3,7,3,10
COMARAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,147,220,147,220,367
COMBAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,2,7,2,7,9
CONCEPCION,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,6,9,6,9,15
COPACABANA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,19,21,19,21,40
CORIPATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,16,44,16,44,60
CORO CORO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1,4,1,4,5
COTAGAITA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,22,38,22,38,60
COTOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,69,85,69,85,154
CUATRO CAÑADAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,25,37,25,37,62
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,19,29,19,29,48
CUEVO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,5,2,5,2,7
CULPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,17,31,17,31,48
CURAHUARA DE CARANGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1,1,1,1,2
CURVA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,25,17,25,17,42
DESAGUADERO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,10,18,10,18,28
EL ALTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1728,1875,1728,1875,3603
EL PUENTE(STC),atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,6,6,6,6,12
EL PUENTE(TJA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,6,8,6,8,14
EL TORNO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,124,106,124,106,230
EL VILLAR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,9,7,9,7,16
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,41,67,41,67,108
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,106,156,106,156,262
ESCOMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1,0,1,0,1
EUCALIPTUS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,81,78,81,78,159
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,14,28,14,28,42
FILADELFIA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,20,22,20,22,42
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,9,7,9,7,16
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,13,23,13,23,36
GUANAY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,16,19,16,19,35
GUAQUI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,13,14,13,14,27
GUAYARAMERIN,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,100,255,100,255,355
GUTIERREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,12,24,12,24,36
HUACARETA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,66,90,66,90,156
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,16,16,16,16,32
HUACHACALLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,7,6,7,6,13
HUANUNI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,22,11,22,11,33
HUARACAJE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,18,21,18,21,39
HUAYLLAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,18,32,18,32,50
HUMANATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1,5,1,5,6
ICHOCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,3,7,3,7,10
ICLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,8,7,8,7,15
INCAHUASI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,10,23,10,23,33
INGAVI (HUMAITA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1,0,1,0,1
INQUISIVI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,0,6,0,6,6
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,11,6,11,6,17
IXIAMAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,9,9,9,9,18
JESUS DE MACHACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,5,4,5,4,9
LA ASUNTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,14,8,14,8,22
LA GUARDIA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,124,169,124,169,293
LA PAZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,3595,2870,3595,2870,6465
LAGUNILLAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,26,15,26,15,41
LAJA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,0,17,0,17,17
LAS CARRERAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,25,18,25,18,43
LICOMA PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,68,73,68,73,141
LLICA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,10,9,10,9,19
LURIBAY,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,14,13,14,13,27
MACHACAMARCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,16,24,16,24,40
MACHARETI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,27,32,27,32,59
MAGDALENA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,11,59,11,59,70
MAIRANA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,17,16,17,16,33
MAPIRI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,30,68,30,68,98
MECAPACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,26,18,26,18,44
MINEROS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,4,4,4,4,8
MIZQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,20,14,20,14,34
MOCOMOCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,9,5,9,5,14
MOJOCOYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,7,5,7,5,12
MONTEAGUDO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,116,135,116,135,251
MONTERO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,230,330,230,330,560
MORO MORO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,31,45,31,45,76
MOROCHATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,80,108,80,108,188
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,6,19,6,19,25
OCURI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,10,16,10,16,26
OKINAWA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,2,7,2,7,9
OMEREQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,20,22,20,22,42
ORURO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1762,1916,1762,1916,3678
PADCAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,30,31,30,31,61
PADILLA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,13,11,13,11,24
PAILON,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,25,19,25,19,44
PALCA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,16,26,16,26,42
PALOS BLANCOS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,12,24,12,24,36
PAMPA AULLAGAS,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,15,19,15,19,34
PAMPA GRANDE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,7,9,7,9,16
PAPEL PAMPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,2,6,2,6,8
PASORAPA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,4,21,4,21,25
PATACAMAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,170,154,170,154,324
PAZÑA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,54,80,54,80,134
PELECHUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,6,4,6,4,10
POCOATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,22,32,22,32,54
POCONA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,194,167,194,167,361
POJO (CBBA),atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,23,20,23,20,43
POOPO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,46,59,46,59,105
PORCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1,8,1,8,9
POROMA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,12,25,12,25,37
PORONGO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,25,23,25,23,48
PORTACHUELO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,10,13,10,13,23
PORVENIR,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,45,35,45,35,80
POSTRER VALLE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,10,6,10,6,16
POTOSI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,175,236,175,236,411
PRESTO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,173,124,173,124,297
PUCARA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,8,8,8,8,16
PUCARANI,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,2,9,2,9,11
PUERTO ACOSTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,0,2,0,2,2
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,10,6,10,6,16
PUERTO PEREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,5,0,5,0,5
PUERTO QUIJARRO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,49,33,49,33,82
PUERTO RICO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,17,16,17,16,33
PUERTO SUAREZ,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,3,20,3,20,23
PUERTO VILLARROEL,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,40,72,40,72,112
PUNA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,0,5,0,5,5
PUNATA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,717,915,717,915,1632
QUIABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,4,2,4,2,6
QUILLACOLLO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,299,424,299,424,723
QUIME,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,92,61,92,61,153
RAVELO,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,51,54,51,54,105
REYES,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,7,7,7,7,14
RIBERALTA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,223,461,223,461,684
ROBORE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,5,15,5,15,20
RURRENABAQUE,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,78,86,78,86,164
SABAYA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,3,9,3,9,12
SACABA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,1981,2385,1981,2385,4366
SACABAMBA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,5,3,5,3,8
SACACA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,2,6,2,6,8
SAIPINA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,4,8,4,8,12
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas dentro del establecimiento,2012-11-01,73,144,73,144,217
