,group,variable,month,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,ACCIONES PREVENTIVAS FUERA DEL ESTABLECIMIENTO CANTIDAD,TOTALES,TOTALES,TOTALES
ICHOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,31,39,31,39,70
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,686,666,686,666,1352
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,6,2,6,2,8
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,25,23,25,23,48
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,0,6,0,6,6
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,265,366,265,366,631
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,293,286,293,286,579
LAGUNILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,8,10,8,10,18
LAS CARRERAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,2,3,2,3,5
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,21,20,21,20,41
MAGDALENA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,33,44,33,44,77
MAIRANA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,5,8,5,8,13
MINEROS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,100,103,100,103,203
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,143,181,143,181,324
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,22,21,22,21,43
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,38,42,38,42,80
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,20,23,20,23,43
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,215,246,215,246,461
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,13,9,13,9,22
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,548,538,548,538,1086
OCURI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,9,20,9,20,29
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,501,568,501,568,1069
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,141,161,141,161,302
PADILLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,65,103,65,103,168
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,26,8,26,8,34
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,63,51,63,51,114
PAPEL PAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,0,1,0,1,1
PASORAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,8,10,8,10,18
PATACAMAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,5,6,5,6,11
PAZÑA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,65,51,65,51,116
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,46,59,46,59,105
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,255,225,255,225,480
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,24,29,24,29,53
PORCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,2,2,2,2,4
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,63,76,63,76,139
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,120,113,120,113,233
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,61,54,61,54,115
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,36,68,36,68,104
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,4,3,4,3,7
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,17,27,17,27,44
PRESTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,162,138,162,138,300
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,24,43,24,43,67
PUCARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,0,3,0,3,3
PUERTO CARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,98,101,98,101,199
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,23,25,23,25,48
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,135,134,135,134,269
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,36,48,36,48,84
PUERTO SUAREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,98,60,98,60,158
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,72,136,72,136,208
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,3,6,3,6,9
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,680,863,680,863,1543
QUIRUSILLAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,0,3,0,3,3
RAVELO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,50,45,50,45,95
REYES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,92,63,92,63,155
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,492,482,492,482,974
ROBORE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,56,56,56,56,112
RURRENABAQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,22,21,22,21,43
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,24,21,24,21,45
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,0,5,0,5,5
SAIPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,410,510,410,510,920
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,6,12,6,12,18
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,45,91,45,91,136
SAN ANDRES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,14,10,14,10,24
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,67,52,67,52,119
SAN ANTONIO DE ESMORUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,14,11,14,11,25
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,12,20,12,20,32
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,2,0,2,0,2
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,131,121,131,121,252
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,302,315,302,315,617
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,241,326,241,326,567
SAN JOAQUIN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,15,8,15,8,23
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,29,25,29,25,54
SAN JUAN DE YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,59,65,59,65,124
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,25,29,25,29,54
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,13,15,13,15,28
SAN LORENZO(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,17,38,17,38,55
SAN LUCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,280,347,280,347,627
SAN MATIAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,1,8,1,8,9
SAN MIGUEL DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,128,119,128,119,247
SAN RAFAEL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,43,45,43,45,88
SAN RAMON SCZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,59,68,59,68,127
SANTA CRUZ DE LA SIERRA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,2234,2313,2234,2313,4547
SANTA ROSA DEL SARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,113,81,113,81,194
SANTIAGO DE HUARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,0,20,0,20,20
SANTIAGO DE HUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,1,0,1,0,1
SANTIAGO DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,32,42,32,42,74
SANTIVAÑES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,0,2,0,2,2
SENA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,331,394,331,394,725
SHINAOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,25,25,25,25,50
SICA SICA (VILLA AROMA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,6,5,6,5,11
SICAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,17,34,17,34,51
SIPE SIPE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,1535,1277,1535,1277,2812
SOPACHUY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,241,214,241,214,455
SORACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,45,46,45,46,91
SUCRE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,71,67,71,67,138
TACACOMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,1,1,1,1,2
TACOPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,102,91,102,91,193
TAPACARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,92,132,92,132,224
TARABUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,107,146,107,146,253
TARATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,103,134,103,134,237
TARIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,192,200,192,200,392
TIAWANACU,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,32,21,32,21,53
TINGUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,641,507,641,507,1148
TIQUIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,299,316,299,316,615
TIRAQUE (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,1,9,1,9,10
TOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,75,75,75,75,150
TOLEDO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,36,23,36,23,59
TOMAVE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,5,5,5,5,10
TOMINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,28,37,28,37,65
TORO TORO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,13,19,13,19,32
TOTORA(CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,60,36,60,36,96
TRINIDAD,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,109,139,109,139,248
TUPIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,35,59,35,59,94
URIONDO (A. CONCEPCION),atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,22,25,22,25,47
URUBICHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,35,31,35,31,66
VACAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,2,1,2,1,3
VALLEGRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,56,66,56,66,122
VIACHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,37,19,37,19,56
VILLA CHARCAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,48,44,48,44,92
VILLA MONTES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,11,17,11,17,28
VILLA NUEVA (LOMA ALTA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,16,22,16,22,38
VILLA SERRANO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,76,76,76,76,152
VILLA TUNARI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,97,87,97,87,184
VILLAZON,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,28,27,28,27,55
VINTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,32,41,32,41,73
VITICHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,57,66,57,66,123
WARNES,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,41,53,41,53,94
YACUIBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,47,67,47,67,114
YAMPARAEZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,84,121,84,121,205
YAPACANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,280,312,280,312,592
YOCALLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,38,24,38,24,62
YOTALA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,24,29,24,29,53
YUNCHARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-10-01,4,2,4,2,6
ACACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,0,3,0,3,3
ACHACACHI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,21,22,21,22,43
AIQUILE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,200,231,200,231,431
ALALAY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,80,34,80,34,114
ALCALA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,11,19,11,19,30
ALTO BENI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,0,1,0,1,1
ANTEQUERA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,372,367,372,367,739
APOLO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,1,2,1,2,3
ARAMPAMPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,21,23,21,23,44
ARANI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,29,39,29,39,68
ARBIETO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,372,380,372,380,752
ARQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,182,193,182,193,375
ASCENCION DE GUARAYOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,0,2,0,2,2
ATOCHA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,420,80,420,80,500
AYATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,2,1,2,1,3
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,33,49,33,49,82
AZURDUY,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,12,8,12,8,20
BELLA FLOR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,30,26,30,26,56
BERMEJO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,19,37,19,37,56
BETANZOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,4,41,4,41,45
BOLIVAR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,10,4,10,4,14
BOLPEBRA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,16,17,16,17,33
BOYUIBE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,13,27,13,27,40
CABEZAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,415,607,415,607,1022
CAJUATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,10,25,10,25,35
CAMARGO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,4,5,4,5,9
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,8,6,8,6,14
CAMIRI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,80,75,80,75,155
CAPINOTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,5,0,5,0,5
CARANAVI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,40,68,40,68,108
CARIPUYO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,12,11,12,11,23
CATACORA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,6,2,6,2,8
CHALLAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,67,68,67,68,135
CHAQUI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,9,4,9,4,13
CHARAGUA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,17,27,17,27,44
CHAYANTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,33,17,33,17,50
CHIPAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,2,0,2,0,2
CHOQUE COTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,12,15,12,15,27
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,89,70,89,70,159
CKOCHAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,4,3,4,3,7
CLIZA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,0,16,0,16,16
COBIJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,206,148,206,148,354
COCAPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,15,25,15,25,40
COCHABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,103,84,103,84,187
"COLCHA ""K""",atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,3,5,3,5,8
COLOMI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,6,2,6,2,8
COLPA BELGICA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,91,75,91,75,166
COLQUECHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,11,16,11,16,27
COMANCHE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,33,45,33,45,78
COMARAPA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,44,47,44,47,91
CORQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,618,596,618,596,1214
COTAGAITA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,20,27,20,27,47
CUATRO CAÑADAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,4,10,4,10,14
CUEVO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,147,170,147,170,317
CULPINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,11,12,11,12,23
EL ALTO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,1916,1952,1916,1952,3868
EL PUENTE(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,210,211,210,211,421
EL PUENTE(TJA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,2,3,2,3,5
EL TORNO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,95,48,95,48,143
ENTRE RIOS TRJ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,33,44,33,44,77
ENTRE RIOS CBBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,10,15,10,15,25
FERNANDEZ ALONSO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,0,13,0,13,13
FILADELFIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,10,15,10,15,25
GENERAL SAAVEDRA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,1,1,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,1,2,1,2,3
GUAYARAMERIN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,162,149,162,149,311
GUTIERREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,71,57,71,57,128
HUACARETA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,145,137,145,137,282
HUACAYA (VILLA DE HUACAYA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,3,4,3,4,7
HUANUNI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,5,4,5,4,9
HUARINA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,10,10,10,10,20
HUMANATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,3,2,3,2,5
ICHOCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,24,27,24,27,51
ICLA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,758,596,758,596,1354
INCAHUASI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,2,2,2,2,4
INGAVI (HUMAITA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,1,0,1,0,1
IRUPANA (VILLA DE LANZA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,10,11,10,11,21
JESUS DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,3,7,3,7,10
LA ASUNTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,33,54,33,54,87
LA GUARDIA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,69,40,69,40,109
LA PAZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,328,300,328,300,628
LAS CARRERAS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,0,1,0,1,1
LORETO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,3,3,3,3,6
MACHARETI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,40,39,40,39,79
MINEROS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,772,402,772,402,1174
MIZQUE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,33,36,33,36,69
MOCOMOCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,0,1,0,1,1
MOJOCOYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,41,37,41,37,78
MONTEAGUDO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,48,43,48,43,91
MONTERO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,28,58,28,58,86
MORO MORO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,6,5,6,5,11
MOROCHATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,245,200,245,200,445
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,44,29,44,29,73
OCURI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,2,0,2,0,2
ORURO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,2,26,2,26,28
PADCAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,26,18,26,18,44
PALCA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,37,33,37,33,70
PALOS BLANCOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,4,4,4,4,8
PAMPA GRANDE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,20,22,20,22,42
POCOATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,143,150,143,150,293
POCONA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,138,149,138,149,287
POJO (CBBA),atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,110,113,110,113,223
POROMA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,91,118,91,118,209
PORONGO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,2,13,2,13,15
PORTACHUELO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,58,86,58,86,144
PORVENIR,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,234,201,234,201,435
POSTRER VALLE,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,0,2,0,2,2
POTOSI,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,470,480,470,480,950
PUCARA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,59,71,59,71,130
PUERTO GONZALO MORENO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,238,250,238,250,488
PUERTO QUIJARRO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,252,222,252,222,474
PUERTO RICO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,78,88,78,88,166
PUERTO SUAREZ,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,204,241,204,241,445
PUERTO VILLARROEL,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,109,164,109,164,273
PUNA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,24,13,24,13,37
PUNATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,282,371,282,371,653
QUILLACOLLO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,537,769,537,769,1306
RAVELO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,31,35,31,35,66
RIBERALTA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,194,208,194,208,402
SABAYA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,2,1,2,1,3
SACABA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,69,48,69,48,117
SACABAMBA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,155,146,155,146,301
SACACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,0,8,0,8,8
SALINAS DE GARCI MENDOZA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,5,4,5,4,9
SAMAIPATA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,8,0,8,0,8
SAN ANDRES DE MACHACA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,43,49,43,49,92
SAN ANTONIO DE ESMORUCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,11,9,11,9,20
SAN ANTONIO DE LOMERIO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,1,0,1,0,1
SAN BENITO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,15,10,15,10,25
SAN BORJA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,9,10,9,10,19
SAN BUENA VENTURA,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,0,67,0,67,67
SAN CARLOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,91,91,91,91,182
SAN IGNACIO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,127,131,127,131,258
SAN IGNACIO DE VELASCO,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,342,272,342,272,614
SAN JAVIER(STC),atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,53,79,53,79,132
SAN JOSE DE CHIQUITOS,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,46,42,46,42,88
SAN JULIAN,atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,28,36,28,36,64
SAN LORENZO(PND),atencion odontologica,acciones preventivas fuera del establecimiento,2012-11-01,15,14,15,14,29
