,group,variable,month,CIRUGIA BUCAL MENOR CANTIDAD,CIRUGIA BUCAL MENOR CANTIDAD,TOTALES,TOTALES,TOTALES
TORO TORO,atencion odontologica,cirugia bucal menor,2012-10-01,13,38,13,38,51
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2012-10-01,19,48,19,48,67
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2012-10-01,3,5,3,5,8
TRIGAL,atencion odontologica,cirugia bucal menor,2012-10-01,4,2,4,2,6
TRINIDAD,atencion odontologica,cirugia bucal menor,2012-10-01,208,290,208,290,498
TUPIZA,atencion odontologica,cirugia bucal menor,2012-10-01,87,111,87,111,198
TURCO,atencion odontologica,cirugia bucal menor,2012-10-01,12,10,12,10,22
UMALA,atencion odontologica,cirugia bucal menor,2012-10-01,3,2,3,2,5
UNCIA,atencion odontologica,cirugia bucal menor,2012-10-01,18,21,18,21,39
URIONDO (A. CONCEPCION),atencion odontologica,cirugia bucal menor,2012-10-01,67,172,67,172,239
URUBICHA,atencion odontologica,cirugia bucal menor,2012-10-01,5,11,5,11,16
UYUNI,atencion odontologica,cirugia bucal menor,2012-10-01,33,65,33,65,98
VACAS,atencion odontologica,cirugia bucal menor,2012-10-01,20,27,20,27,47
VALLEGRANDE,atencion odontologica,cirugia bucal menor,2012-10-01,25,65,25,65,90
VIACHA,atencion odontologica,cirugia bucal menor,2012-10-01,75,129,75,129,204
VILA VILA,atencion odontologica,cirugia bucal menor,2012-10-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica,cirugia bucal menor,2012-10-01,14,29,14,29,43
VILLA MONTES,atencion odontologica,cirugia bucal menor,2012-10-01,290,408,290,408,698
VILLA NUEVA (LOMA ALTA),atencion odontologica,cirugia bucal menor,2012-10-01,0,10,0,10,10
VILLA RIVERO,atencion odontologica,cirugia bucal menor,2012-10-01,8,8,8,8,16
VILLA SERRANO,atencion odontologica,cirugia bucal menor,2012-10-01,21,27,21,27,48
VILLA TUNARI,atencion odontologica,cirugia bucal menor,2012-10-01,73,93,73,93,166
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,cirugia bucal menor,2012-10-01,12,11,12,11,23
VILLAZON,atencion odontologica,cirugia bucal menor,2012-10-01,48,126,48,126,174
VINTO,atencion odontologica,cirugia bucal menor,2012-10-01,5,61,5,61,66
VITICHI,atencion odontologica,cirugia bucal menor,2012-10-01,32,60,32,60,92
WALDO BALLIVIAN,atencion odontologica,cirugia bucal menor,2012-10-01,4,11,4,11,15
WARNES,atencion odontologica,cirugia bucal menor,2012-10-01,26,27,26,27,53
YACO,atencion odontologica,cirugia bucal menor,2012-10-01,16,27,16,27,43
YACUIBA,atencion odontologica,cirugia bucal menor,2012-10-01,131,243,131,243,374
YAMPARAEZ,atencion odontologica,cirugia bucal menor,2012-10-01,24,57,24,57,81
YAPACANI,atencion odontologica,cirugia bucal menor,2012-10-01,101,147,101,147,248
YOCALLA,atencion odontologica,cirugia bucal menor,2012-10-01,12,18,12,18,30
YOTALA,atencion odontologica,cirugia bucal menor,2012-10-01,39,40,39,40,79
YUNCHARA,atencion odontologica,cirugia bucal menor,2012-10-01,29,69,29,69,98
ZUDAÑEZ,atencion odontologica,cirugia bucal menor,2012-10-01,13,33,13,33,46
ACACIO,atencion odontologica,cirugia bucal menor,2012-11-01,1,7,1,7,8
ACHACACHI,atencion odontologica,cirugia bucal menor,2012-11-01,78,126,78,126,204
ACHOCALLA,atencion odontologica,cirugia bucal menor,2012-11-01,19,36,19,36,55
AIQUILE,atencion odontologica,cirugia bucal menor,2012-11-01,4,11,4,11,15
ALALAY,atencion odontologica,cirugia bucal menor,2012-11-01,0,1,0,1,1
ALCALA,atencion odontologica,cirugia bucal menor,2012-11-01,12,49,12,49,61
ALTO BENI,atencion odontologica,cirugia bucal menor,2012-11-01,16,24,16,24,40
ANCORAIMES,atencion odontologica,cirugia bucal menor,2012-11-01,15,31,15,31,46
ANDAMARCA,atencion odontologica,cirugia bucal menor,2012-11-01,15,11,15,11,26
ANTEQUERA,atencion odontologica,cirugia bucal menor,2012-11-01,16,18,16,18,34
ANZALDO,atencion odontologica,cirugia bucal menor,2012-11-01,24,13,24,13,37
APOLO,atencion odontologica,cirugia bucal menor,2012-11-01,18,47,18,47,65
ARAMPAMPA,atencion odontologica,cirugia bucal menor,2012-11-01,4,4,4,4,8
ARANI,atencion odontologica,cirugia bucal menor,2012-11-01,35,47,35,47,82
ARBIETO,atencion odontologica,cirugia bucal menor,2012-11-01,14,20,14,20,34
ARQUE,atencion odontologica,cirugia bucal menor,2012-11-01,15,36,15,36,51
ASCENCION DE GUARAYOS,atencion odontologica,cirugia bucal menor,2012-11-01,11,38,11,38,49
ATOCHA,atencion odontologica,cirugia bucal menor,2012-11-01,97,79,97,79,176
AUCAPATA,atencion odontologica,cirugia bucal menor,2012-11-01,13,17,13,17,30
AYATA,atencion odontologica,cirugia bucal menor,2012-11-01,16,31,16,31,47
AYO AYO,atencion odontologica,cirugia bucal menor,2012-11-01,17,20,17,20,37
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,cirugia bucal menor,2012-11-01,52,61,52,61,113
AZURDUY,atencion odontologica,cirugia bucal menor,2012-11-01,6,31,6,31,37
BATALLAS,atencion odontologica,cirugia bucal menor,2012-11-01,50,49,50,49,99
BAURES,atencion odontologica,cirugia bucal menor,2012-11-01,3,7,3,7,10
BELEN DE ANDAMARCA,atencion odontologica,cirugia bucal menor,2012-11-01,4,6,4,6,10
BELEN DE URMIRI,atencion odontologica,cirugia bucal menor,2012-11-01,8,13,8,13,21
BELLA FLOR,atencion odontologica,cirugia bucal menor,2012-11-01,1,2,1,2,3
BERMEJO,atencion odontologica,cirugia bucal menor,2012-11-01,141,216,141,216,357
BETANZOS,atencion odontologica,cirugia bucal menor,2012-11-01,28,71,28,71,99
BOLIVAR,atencion odontologica,cirugia bucal menor,2012-11-01,10,19,10,19,29
BOLPEBRA,atencion odontologica,cirugia bucal menor,2012-11-01,8,13,8,13,21
BOYUIBE,atencion odontologica,cirugia bucal menor,2012-11-01,11,32,11,32,43
BUENA VISTA,atencion odontologica,cirugia bucal menor,2012-11-01,1,10,1,10,11
CABEZAS,atencion odontologica,cirugia bucal menor,2012-11-01,53,67,53,67,120
CAIROMA,atencion odontologica,cirugia bucal menor,2012-11-01,34,69,34,69,103
"CAIZA ""D""",atencion odontologica,cirugia bucal menor,2012-11-01,14,16,14,16,30
CAJUATA,atencion odontologica,cirugia bucal menor,2012-11-01,26,31,26,31,57
CALACOTO,atencion odontologica,cirugia bucal menor,2012-11-01,15,18,15,18,33
CALAMARCA,atencion odontologica,cirugia bucal menor,2012-11-01,30,62,30,62,92
CAMARGO,atencion odontologica,cirugia bucal menor,2012-11-01,32,54,32,54,86
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,cirugia bucal menor,2012-11-01,2,5,2,5,7
CAMIRI,atencion odontologica,cirugia bucal menor,2012-11-01,89,116,89,116,205
CAPINOTA,atencion odontologica,cirugia bucal menor,2012-11-01,19,27,19,27,46
CAQUIAVIRI,atencion odontologica,cirugia bucal menor,2012-11-01,13,29,13,29,42
CARACOLLO,atencion odontologica,cirugia bucal menor,2012-11-01,30,46,30,46,76
CARANAVI,atencion odontologica,cirugia bucal menor,2012-11-01,28,21,28,21,49
CARAPARI,atencion odontologica,cirugia bucal menor,2012-11-01,68,96,68,96,164
CARIPUYO,atencion odontologica,cirugia bucal menor,2012-11-01,15,17,15,17,32
CARMEN RIVERO TORREZ,atencion odontologica,cirugia bucal menor,2012-11-01,66,88,66,88,154
CATACORA,atencion odontologica,cirugia bucal menor,2012-11-01,32,21,32,21,53
CHALLAPATA,atencion odontologica,cirugia bucal menor,2012-11-01,106,135,106,135,241
CHAQUI,atencion odontologica,cirugia bucal menor,2012-11-01,10,21,10,21,31
CHARAGUA,atencion odontologica,cirugia bucal menor,2012-11-01,53,127,53,127,180
CHARAÑA,atencion odontologica,cirugia bucal menor,2012-11-01,8,14,8,14,22
CHAYANTA,atencion odontologica,cirugia bucal menor,2012-11-01,28,44,28,44,72
CHIMORE,atencion odontologica,cirugia bucal menor,2012-11-01,19,35,19,35,54
CHIPAYA,atencion odontologica,cirugia bucal menor,2012-11-01,0,3,0,3,3
CHOQUE COTA,atencion odontologica,cirugia bucal menor,2012-11-01,3,7,3,7,10
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,cirugia bucal menor,2012-11-01,38,26,38,26,64
CHUMA,atencion odontologica,cirugia bucal menor,2012-11-01,66,95,66,95,161
CKOCHAS,atencion odontologica,cirugia bucal menor,2012-11-01,4,14,4,14,18
CLIZA,atencion odontologica,cirugia bucal menor,2012-11-01,17,46,17,46,63
COBIJA,atencion odontologica,cirugia bucal menor,2012-11-01,53,74,53,74,127
COCAPATA,atencion odontologica,cirugia bucal menor,2012-11-01,23,40,23,40,63
COCHABAMBA,atencion odontologica,cirugia bucal menor,2012-11-01,536,623,536,623,1159
COIPASA,atencion odontologica,cirugia bucal menor,2012-11-01,6,5,6,5,11
COLCAPIRHUA,atencion odontologica,cirugia bucal menor,2012-11-01,20,58,20,58,78
"COLCHA ""K""",atencion odontologica,cirugia bucal menor,2012-11-01,12,20,12,20,32
COLLANA,atencion odontologica,cirugia bucal menor,2012-11-01,8,11,8,11,19
COLOMI,atencion odontologica,cirugia bucal menor,2012-11-01,26,25,26,25,51
COLPA BELGICA,atencion odontologica,cirugia bucal menor,2012-11-01,7,16,7,16,23
COLQUECHACA,atencion odontologica,cirugia bucal menor,2012-11-01,35,103,35,103,138
COLQUENCHA,atencion odontologica,cirugia bucal menor,2012-11-01,19,31,19,31,50
COLQUIRI,atencion odontologica,cirugia bucal menor,2012-11-01,34,41,34,41,75
COMANCHE,atencion odontologica,cirugia bucal menor,2012-11-01,36,68,36,68,104
COMARAPA,atencion odontologica,cirugia bucal menor,2012-11-01,36,47,36,47,83
CONCEPCION,atencion odontologica,cirugia bucal menor,2012-11-01,6,22,6,22,28
COPACABANA,atencion odontologica,cirugia bucal menor,2012-11-01,10,25,10,25,35
CORIPATA,atencion odontologica,cirugia bucal menor,2012-11-01,13,5,13,5,18
CORO CORO,atencion odontologica,cirugia bucal menor,2012-11-01,30,22,30,22,52
COROICO,atencion odontologica,cirugia bucal menor,2012-11-01,38,49,38,49,87
CORQUE,atencion odontologica,cirugia bucal menor,2012-11-01,3,1,3,1,4
COTAGAITA,atencion odontologica,cirugia bucal menor,2012-11-01,13,44,13,44,57
COTOCA,atencion odontologica,cirugia bucal menor,2012-11-01,23,28,23,28,51
CUATRO CAÑADAS,atencion odontologica,cirugia bucal menor,2012-11-01,29,34,29,34,63
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,cirugia bucal menor,2012-11-01,15,8,15,8,23
CUEVO,atencion odontologica,cirugia bucal menor,2012-11-01,8,8,8,8,16
CULPINA,atencion odontologica,cirugia bucal menor,2012-11-01,19,45,19,45,64
CURAHUARA DE CARANGAS,atencion odontologica,cirugia bucal menor,2012-11-01,1,4,1,4,5
CURVA,atencion odontologica,cirugia bucal menor,2012-11-01,4,6,4,6,10
DESAGUADERO,atencion odontologica,cirugia bucal menor,2012-11-01,15,12,15,12,27
EL ALTO,atencion odontologica,cirugia bucal menor,2012-11-01,992,1447,992,1447,2439
EL PUENTE(STC),atencion odontologica,cirugia bucal menor,2012-11-01,15,27,15,27,42
EL PUENTE(TJA),atencion odontologica,cirugia bucal menor,2012-11-01,33,70,33,70,103
EL TORNO,atencion odontologica,cirugia bucal menor,2012-11-01,86,95,86,95,181
EL VILLAR,atencion odontologica,cirugia bucal menor,2012-11-01,4,9,4,9,13
ENTRE RIOS TRJ,atencion odontologica,cirugia bucal menor,2012-11-01,70,129,70,129,199
ENTRE RIOS CBBA,atencion odontologica,cirugia bucal menor,2012-11-01,9,16,9,16,25
ESCOMA,atencion odontologica,cirugia bucal menor,2012-11-01,33,32,33,32,65
EUCALIPTUS,atencion odontologica,cirugia bucal menor,2012-11-01,10,22,10,22,32
FERNANDEZ ALONSO,atencion odontologica,cirugia bucal menor,2012-11-01,17,31,17,31,48
FILADELFIA,atencion odontologica,cirugia bucal menor,2012-11-01,6,7,6,7,13
GENERAL SAAVEDRA,atencion odontologica,cirugia bucal menor,2012-11-01,7,16,7,16,23
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,cirugia bucal menor,2012-11-01,35,26,35,26,61
GUANAY,atencion odontologica,cirugia bucal menor,2012-11-01,8,16,8,16,24
GUAQUI,atencion odontologica,cirugia bucal menor,2012-11-01,32,41,32,41,73
GUAYARAMERIN,atencion odontologica,cirugia bucal menor,2012-11-01,54,59,54,59,113
GUTIERREZ,atencion odontologica,cirugia bucal menor,2012-11-01,33,169,33,169,202
HUACARETA,atencion odontologica,cirugia bucal menor,2012-11-01,54,137,54,137,191
HUACAYA (VILLA DE HUACAYA),atencion odontologica,cirugia bucal menor,2012-11-01,11,12,11,12,23
HUACHACALLA,atencion odontologica,cirugia bucal menor,2012-11-01,13,8,13,8,21
HUANUNI,atencion odontologica,cirugia bucal menor,2012-11-01,21,33,21,33,54
HUARACAJE,atencion odontologica,cirugia bucal menor,2012-11-01,5,7,5,7,12
HUARINA,atencion odontologica,cirugia bucal menor,2012-11-01,12,25,12,25,37
HUAYLLAMARCA,atencion odontologica,cirugia bucal menor,2012-11-01,21,27,21,27,48
HUMANATA,atencion odontologica,cirugia bucal menor,2012-11-01,19,32,19,32,51
ICHOCA,atencion odontologica,cirugia bucal menor,2012-11-01,8,8,8,8,16
ICLA,atencion odontologica,cirugia bucal menor,2012-11-01,19,48,19,48,67
INCAHUASI,atencion odontologica,cirugia bucal menor,2012-11-01,22,26,22,26,48
INGAVI (HUMAITA),atencion odontologica,cirugia bucal menor,2012-11-01,8,7,8,7,15
INQUISIVI,atencion odontologica,cirugia bucal menor,2012-11-01,65,110,65,110,175
IRUPANA (VILLA DE LANZA),atencion odontologica,cirugia bucal menor,2012-11-01,11,20,11,20,31
IXIAMAS,atencion odontologica,cirugia bucal menor,2012-11-01,33,40,33,40,73
JESUS DE MACHACA,atencion odontologica,cirugia bucal menor,2012-11-01,42,77,42,77,119
LA ASUNTA,atencion odontologica,cirugia bucal menor,2012-11-01,45,84,45,84,129
LA GUARDIA,atencion odontologica,cirugia bucal menor,2012-11-01,19,28,19,28,47
LA PAZ,atencion odontologica,cirugia bucal menor,2012-11-01,612,837,612,837,1449
LAGUNILLAS,atencion odontologica,cirugia bucal menor,2012-11-01,7,28,7,28,35
LAJA,atencion odontologica,cirugia bucal menor,2012-11-01,59,71,59,71,130
LAS CARRERAS,atencion odontologica,cirugia bucal menor,2012-11-01,8,7,8,7,15
LICOMA PAMPA,atencion odontologica,cirugia bucal menor,2012-11-01,4,4,4,4,8
LLALLAGUA,atencion odontologica,cirugia bucal menor,2012-11-01,36,67,36,67,103
LLICA,atencion odontologica,cirugia bucal menor,2012-11-01,17,32,17,32,49
LURIBAY,atencion odontologica,cirugia bucal menor,2012-11-01,15,24,15,24,39
MACHACAMARCA,atencion odontologica,cirugia bucal menor,2012-11-01,4,9,4,9,13
MACHARETI,atencion odontologica,cirugia bucal menor,2012-11-01,7,14,7,14,21
MAGDALENA,atencion odontologica,cirugia bucal menor,2012-11-01,32,39,32,39,71
MAIRANA,atencion odontologica,cirugia bucal menor,2012-11-01,1,5,1,5,6
MALLA,atencion odontologica,cirugia bucal menor,2012-11-01,3,12,3,12,15
MAPIRI,atencion odontologica,cirugia bucal menor,2012-11-01,15,29,15,29,44
MECAPACA,atencion odontologica,cirugia bucal menor,2012-11-01,13,10,13,10,23
MINEROS,atencion odontologica,cirugia bucal menor,2012-11-01,15,34,15,34,49
MIZQUE,atencion odontologica,cirugia bucal menor,2012-11-01,19,34,19,34,53
MOCOMOCO,atencion odontologica,cirugia bucal menor,2012-11-01,39,70,39,70,109
MOJOCOYA,atencion odontologica,cirugia bucal menor,2012-11-01,23,26,23,26,49
MONTEAGUDO,atencion odontologica,cirugia bucal menor,2012-11-01,32,50,32,50,82
MONTERO,atencion odontologica,cirugia bucal menor,2012-11-01,86,100,86,100,186
MORO MORO,atencion odontologica,cirugia bucal menor,2012-11-01,5,8,5,8,13
MOROCHATA,atencion odontologica,cirugia bucal menor,2012-11-01,12,25,12,25,37
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,cirugia bucal menor,2012-11-01,11,2,11,2,13
OCURI,atencion odontologica,cirugia bucal menor,2012-11-01,33,71,33,71,104
OKINAWA,atencion odontologica,cirugia bucal menor,2012-11-01,17,16,17,16,33
OMEREQUE,atencion odontologica,cirugia bucal menor,2012-11-01,4,11,4,11,15
ORURO,atencion odontologica,cirugia bucal menor,2012-11-01,422,573,422,573,995
PADCAYA,atencion odontologica,cirugia bucal menor,2012-11-01,61,120,61,120,181
PADILLA,atencion odontologica,cirugia bucal menor,2012-11-01,23,29,23,29,52
PAILON,atencion odontologica,cirugia bucal menor,2012-11-01,9,13,9,13,22
PALCA,atencion odontologica,cirugia bucal menor,2012-11-01,38,32,38,32,70
PALOS BLANCOS,atencion odontologica,cirugia bucal menor,2012-11-01,11,23,11,23,34
PAMPA AULLAGAS,atencion odontologica,cirugia bucal menor,2012-11-01,8,11,8,11,19
PAMPA GRANDE,atencion odontologica,cirugia bucal menor,2012-11-01,6,1,6,1,7
PAPEL PAMPA,atencion odontologica,cirugia bucal menor,2012-11-01,12,13,12,13,25
PASORAPA,atencion odontologica,cirugia bucal menor,2012-11-01,11,9,11,9,20
PATACAMAYA,atencion odontologica,cirugia bucal menor,2012-11-01,35,38,35,38,73
PAZÑA,atencion odontologica,cirugia bucal menor,2012-11-01,10,21,10,21,31
PELECHUCO,atencion odontologica,cirugia bucal menor,2012-11-01,11,16,11,16,27
POCOATA,atencion odontologica,cirugia bucal menor,2012-11-01,22,48,22,48,70
POCONA,atencion odontologica,cirugia bucal menor,2012-11-01,23,41,23,41,64
POJO (CBBA),atencion odontologica,cirugia bucal menor,2012-11-01,14,9,14,9,23
POOPO,atencion odontologica,cirugia bucal menor,2012-11-01,12,18,12,18,30
PORCO,atencion odontologica,cirugia bucal menor,2012-11-01,2,12,2,12,14
POROMA,atencion odontologica,cirugia bucal menor,2012-11-01,15,57,15,57,72
PORONGO,atencion odontologica,cirugia bucal menor,2012-11-01,9,7,9,7,16
PORTACHUELO,atencion odontologica,cirugia bucal menor,2012-11-01,36,26,36,26,62
PORVENIR,atencion odontologica,cirugia bucal menor,2012-11-01,26,31,26,31,57
POSTRER VALLE,atencion odontologica,cirugia bucal menor,2012-11-01,0,9,0,9,9
POTOSI,atencion odontologica,cirugia bucal menor,2012-11-01,191,387,191,387,578
PRESTO,atencion odontologica,cirugia bucal menor,2012-11-01,11,28,11,28,39
PUCARA,atencion odontologica,cirugia bucal menor,2012-11-01,4,6,4,6,10
PUCARANI,atencion odontologica,cirugia bucal menor,2012-11-01,54,120,54,120,174
PUERTO ACOSTA,atencion odontologica,cirugia bucal menor,2012-11-01,29,58,29,58,87
PUERTO CARABUCO,atencion odontologica,cirugia bucal menor,2012-11-01,20,26,20,26,46
PUERTO GONZALO MORENO,atencion odontologica,cirugia bucal menor,2012-11-01,40,33,40,33,73
PUERTO PEREZ,atencion odontologica,cirugia bucal menor,2012-11-01,7,1,7,1,8
PUERTO QUIJARRO,atencion odontologica,cirugia bucal menor,2012-11-01,49,13,49,13,62
PUERTO RICO,atencion odontologica,cirugia bucal menor,2012-11-01,75,44,75,44,119
PUERTO SUAREZ,atencion odontologica,cirugia bucal menor,2012-11-01,8,13,8,13,21
PUERTO VILLARROEL,atencion odontologica,cirugia bucal menor,2012-11-01,25,123,25,123,148
PUNA,atencion odontologica,cirugia bucal menor,2012-11-01,30,36,30,36,66
PUNATA,atencion odontologica,cirugia bucal menor,2012-11-01,33,33,33,33,66
QUIABAYA,atencion odontologica,cirugia bucal menor,2012-11-01,14,25,14,25,39
QUILLACOLLO,atencion odontologica,cirugia bucal menor,2012-11-01,92,162,92,162,254
QUIME,atencion odontologica,cirugia bucal menor,2012-11-01,30,37,30,37,67
RAVELO,atencion odontologica,cirugia bucal menor,2012-11-01,19,19,19,19,38
REYES,atencion odontologica,cirugia bucal menor,2012-11-01,11,18,11,18,29
RIBERALTA,atencion odontologica,cirugia bucal menor,2012-11-01,151,246,151,246,397
ROBORE,atencion odontologica,cirugia bucal menor,2012-11-01,7,16,7,16,23
RURRENABAQUE,atencion odontologica,cirugia bucal menor,2012-11-01,16,38,16,38,54
SABAYA,atencion odontologica,cirugia bucal menor,2012-11-01,23,17,23,17,40
SACABA,atencion odontologica,cirugia bucal menor,2012-11-01,213,305,213,305,518
SACABAMBA,atencion odontologica,cirugia bucal menor,2012-11-01,7,13,7,13,20
SACACA,atencion odontologica,cirugia bucal menor,2012-11-01,30,35,30,35,65
SAIPINA,atencion odontologica,cirugia bucal menor,2012-11-01,9,16,9,16,25
SALINAS DE GARCI MENDOZA,atencion odontologica,cirugia bucal menor,2012-11-01,23,35,23,35,58
SAMAIPATA,atencion odontologica,cirugia bucal menor,2012-11-01,14,10,14,10,24
SAN AGUSTIN,atencion odontologica,cirugia bucal menor,2012-11-01,5,2,5,2,7
SAN ANDRES,atencion odontologica,cirugia bucal menor,2012-11-01,17,28,17,28,45
SAN ANDRES DE MACHACA,atencion odontologica,cirugia bucal menor,2012-11-01,37,54,37,54,91
SAN ANTONIO DE ESMORUCO,atencion odontologica,cirugia bucal menor,2012-11-01,3,14,3,14,17
SAN ANTONIO DE LOMERIO,atencion odontologica,cirugia bucal menor,2012-11-01,12,19,12,19,31
SAN BENITO,atencion odontologica,cirugia bucal menor,2012-11-01,5,9,5,9,14
SAN BORJA,atencion odontologica,cirugia bucal menor,2012-11-01,11,42,11,42,53
SAN BUENA VENTURA,atencion odontologica,cirugia bucal menor,2012-11-01,10,27,10,27,37
SAN CARLOS,atencion odontologica,cirugia bucal menor,2012-11-01,26,59,26,59,85
SAN IGNACIO,atencion odontologica,cirugia bucal menor,2012-11-01,45,110,45,110,155
SAN IGNACIO DE VELASCO,atencion odontologica,cirugia bucal menor,2012-11-01,27,57,27,57,84
SAN JAVIER(STC),atencion odontologica,cirugia bucal menor,2012-11-01,6,12,6,12,18
SAN JOAQUIN,atencion odontologica,cirugia bucal menor,2012-11-01,24,16,24,16,40
SAN JOSE DE CHIQUITOS,atencion odontologica,cirugia bucal menor,2012-11-01,37,102,37,102,139
SAN JUAN DE YAPACANI,atencion odontologica,cirugia bucal menor,2012-11-01,1,5,1,5,6
SAN JULIAN,atencion odontologica,cirugia bucal menor,2012-11-01,7,10,7,10,17
SAN LORENZO(PND),atencion odontologica,cirugia bucal menor,2012-11-01,6,10,6,10,16
SAN LORENZO(TJA),atencion odontologica,cirugia bucal menor,2012-11-01,101,147,101,147,248
SAN LUCAS,atencion odontologica,cirugia bucal menor,2012-11-01,20,60,20,60,80
SAN MATIAS,atencion odontologica,cirugia bucal menor,2012-11-01,13,5,13,5,18
SAN MIGUEL DE VELASCO,atencion odontologica,cirugia bucal menor,2012-11-01,19,46,19,46,65
SAN PABLO DE LIPEZ,atencion odontologica,cirugia bucal menor,2012-11-01,14,28,14,28,42
SAN PEDRO,atencion odontologica,cirugia bucal menor,2012-11-01,10,27,10,27,37
SAN PEDRO DE BUENA VISTA,atencion odontologica,cirugia bucal menor,2012-11-01,22,45,22,45,67
SAN PEDRO DE CURAHUARA,atencion odontologica,cirugia bucal menor,2012-11-01,11,24,11,24,35
SAN PEDRO DE TIQUINA,atencion odontologica,cirugia bucal menor,2012-11-01,13,28,13,28,41
SAN RAFAEL,atencion odontologica,cirugia bucal menor,2012-11-01,18,26,18,26,44
SAN RAMON BENI,atencion odontologica,cirugia bucal menor,2012-11-01,16,39,16,39,55
SAN RAMON SCZ,atencion odontologica,cirugia bucal menor,2012-11-01,6,8,6,8,14
SANTA ANA,atencion odontologica,cirugia bucal menor,2012-11-01,43,68,43,68,111
SANTA CRUZ DE LA SIERRA,atencion odontologica,cirugia bucal menor,2012-11-01,392,814,392,814,1206
SANTA ROSA,atencion odontologica,cirugia bucal menor,2012-11-01,33,67,33,67,100
SANTA ROSA DEL SARA,atencion odontologica,cirugia bucal menor,2012-11-01,33,67,33,67,100
SANTIAGO DE CALLAPA,atencion odontologica,cirugia bucal menor,2012-11-01,6,5,6,5,11
SANTIAGO DE HUARI,atencion odontologica,cirugia bucal menor,2012-11-01,49,22,49,22,71
SANTIAGO DE HUATA,atencion odontologica,cirugia bucal menor,2012-11-01,14,30,14,30,44
SANTIAGO DE MACHACA,atencion odontologica,cirugia bucal menor,2012-11-01,8,24,8,24,32
SANTIVAÑES,atencion odontologica,cirugia bucal menor,2012-11-01,11,15,11,15,26
SANTUARIO DE QUILLACAS,atencion odontologica,cirugia bucal menor,2012-11-01,2,8,2,8,10
SAPAHAQUI,atencion odontologica,cirugia bucal menor,2012-11-01,13,17,13,17,30
SENA,atencion odontologica,cirugia bucal menor,2012-11-01,20,29,20,29,49
SICA SICA (VILLA AROMA),atencion odontologica,cirugia bucal menor,2012-11-01,37,32,37,32,69
SICAYA,atencion odontologica,cirugia bucal menor,2012-11-01,1,1,1,1,2
SIPE SIPE,atencion odontologica,cirugia bucal menor,2012-11-01,31,62,31,62,93
SOPACHUY,atencion odontologica,cirugia bucal menor,2012-11-01,13,28,13,28,41
SORACACHI,atencion odontologica,cirugia bucal menor,2012-11-01,25,18,25,18,43
SORATA,atencion odontologica,cirugia bucal menor,2012-11-01,12,7,12,7,19
SUCRE,atencion odontologica,cirugia bucal menor,2012-11-01,514,742,514,742,1256
TACACHI,atencion odontologica,cirugia bucal menor,2012-11-01,0,8,0,8,8
TACACOMA,atencion odontologica,cirugia bucal menor,2012-11-01,36,43,36,43,79
TACOPAYA,atencion odontologica,cirugia bucal menor,2012-11-01,5,30,5,30,35
TAHUA,atencion odontologica,cirugia bucal menor,2012-11-01,3,5,3,5,8
TAPACARI,atencion odontologica,cirugia bucal menor,2012-11-01,50,86,50,86,136
TARABUCO,atencion odontologica,cirugia bucal menor,2012-11-01,32,62,32,62,94
TARACO,atencion odontologica,cirugia bucal menor,2012-11-01,30,20,30,20,50
TARATA,atencion odontologica,cirugia bucal menor,2012-11-01,12,7,12,7,19
TARIJA,atencion odontologica,cirugia bucal menor,2012-11-01,504,709,504,709,1213
TARVITA,atencion odontologica,cirugia bucal menor,2012-11-01,24,81,24,81,105
TEOPONTE,atencion odontologica,cirugia bucal menor,2012-11-01,2,7,2,7,9
TIAWANACU,atencion odontologica,cirugia bucal menor,2012-11-01,35,55,35,55,90
TINGUIPAYA,atencion odontologica,cirugia bucal menor,2012-11-01,14,46,14,46,60
TIPUANI,atencion odontologica,cirugia bucal menor,2012-11-01,6,12,6,12,18
TIQUIPAYA,atencion odontologica,cirugia bucal menor,2012-11-01,63,116,63,116,179
TIRAQUE (CBBA),atencion odontologica,cirugia bucal menor,2012-11-01,11,24,11,24,35
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,cirugia bucal menor,2012-11-01,12,13,12,13,25
TOCO,atencion odontologica,cirugia bucal menor,2012-11-01,5,4,5,4,9
TOLATA,atencion odontologica,cirugia bucal menor,2012-11-01,3,10,3,10,13
TOLEDO,atencion odontologica,cirugia bucal menor,2012-11-01,16,10,16,10,26
TOMAVE,atencion odontologica,cirugia bucal menor,2012-11-01,39,63,39,63,102
TOMINA,atencion odontologica,cirugia bucal menor,2012-11-01,17,42,17,42,59
TORO TORO,atencion odontologica,cirugia bucal menor,2012-11-01,21,43,21,43,64
TOTORA(CBBA),atencion odontologica,cirugia bucal menor,2012-11-01,35,34,35,34,69
TOTORA(ORR),atencion odontologica,cirugia bucal menor,2012-11-01,7,11,7,11,18
