,group,variable,month,PRIMERA CONSULTA CANTIDAD,PRIMERA CONSULTA CANTIDAD,TOTALES,TOTALES,TOTALES
RURRENABAQUE,atencion odontologica,primera consulta,2012-10-01,50,84,50,84,134
SABAYA,atencion odontologica,primera consulta,2012-10-01,15,23,15,23,38
SACABA,atencion odontologica,primera consulta,2012-10-01,343,584,343,584,927
SACABAMBA,atencion odontologica,primera consulta,2012-10-01,6,12,6,12,18
SACACA,atencion odontologica,primera consulta,2012-10-01,39,82,39,82,121
SAIPINA,atencion odontologica,primera consulta,2012-10-01,55,91,55,91,146
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2012-10-01,59,77,59,77,136
SAMAIPATA,atencion odontologica,primera consulta,2012-10-01,23,65,23,65,88
SAN AGUSTIN,atencion odontologica,primera consulta,2012-10-01,10,4,10,4,14
SAN ANDRES,atencion odontologica,primera consulta,2012-10-01,28,49,28,49,77
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2012-10-01,70,50,70,50,120
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2012-10-01,8,7,8,7,15
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2012-10-01,16,27,16,27,43
SAN BENITO,atencion odontologica,primera consulta,2012-10-01,7,12,7,12,19
SAN BORJA,atencion odontologica,primera consulta,2012-10-01,281,134,281,134,415
SAN BUENA VENTURA,atencion odontologica,primera consulta,2012-10-01,66,46,66,46,112
SAN CARLOS,atencion odontologica,primera consulta,2012-10-01,40,94,40,94,134
SAN IGNACIO,atencion odontologica,primera consulta,2012-10-01,250,297,250,297,547
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2012-10-01,198,235,198,235,433
SAN JAVIER(STC),atencion odontologica,primera consulta,2012-10-01,55,85,55,85,140
SAN JOAQUIN,atencion odontologica,primera consulta,2012-10-01,34,54,34,54,88
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2012-10-01,219,247,219,247,466
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2012-10-01,11,24,11,24,35
SAN JULIAN,atencion odontologica,primera consulta,2012-10-01,60,69,60,69,129
SAN LORENZO(PND),atencion odontologica,primera consulta,2012-10-01,17,23,17,23,40
SAN LORENZO(TJA),atencion odontologica,primera consulta,2012-10-01,188,296,188,296,484
SAN LUCAS,atencion odontologica,primera consulta,2012-10-01,479,661,479,661,1140
SAN MATIAS,atencion odontologica,primera consulta,2012-10-01,26,65,26,65,91
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2012-10-01,72,104,72,104,176
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2012-10-01,17,66,17,66,83
SAN PEDRO,atencion odontologica,primera consulta,2012-10-01,40,49,40,49,89
SAN PEDRO DE BUENA VISTA,atencion odontologica,primera consulta,2012-10-01,31,54,31,54,85
SAN PEDRO DE CURAHUARA,atencion odontologica,primera consulta,2012-10-01,14,23,14,23,37
SAN PEDRO DE TIQUINA,atencion odontologica,primera consulta,2012-10-01,28,33,28,33,61
SAN RAFAEL,atencion odontologica,primera consulta,2012-10-01,117,149,117,149,266
SAN RAMON BENI,atencion odontologica,primera consulta,2012-10-01,31,93,31,93,124
SAN RAMON SCZ,atencion odontologica,primera consulta,2012-10-01,93,137,93,137,230
SANTA ANA,atencion odontologica,primera consulta,2012-10-01,84,170,84,170,254
SANTA CRUZ DE LA SIERRA,atencion odontologica,primera consulta,2012-10-01,3961,5075,3961,5075,9036
SANTA ROSA,atencion odontologica,primera consulta,2012-10-01,38,45,38,45,83
SANTA ROSA DEL SARA,atencion odontologica,primera consulta,2012-10-01,80,93,80,93,173
SANTIAGO DE CALLAPA,atencion odontologica,primera consulta,2012-10-01,9,30,9,30,39
SANTIAGO DE HUARI,atencion odontologica,primera consulta,2012-10-01,70,96,70,96,166
SANTIAGO DE HUATA,atencion odontologica,primera consulta,2012-10-01,29,53,29,53,82
SANTIAGO DE MACHACA,atencion odontologica,primera consulta,2012-10-01,59,124,59,124,183
SANTIVAÑES,atencion odontologica,primera consulta,2012-10-01,6,13,6,13,19
SANTUARIO DE QUILLACAS,atencion odontologica,primera consulta,2012-10-01,53,41,53,41,94
SAPAHAQUI,atencion odontologica,primera consulta,2012-10-01,29,29,29,29,58
SENA,atencion odontologica,primera consulta,2012-10-01,19,39,19,39,58
SHINAOTA,atencion odontologica,primera consulta,2012-10-01,27,16,27,16,43
SICA SICA (VILLA AROMA),atencion odontologica,primera consulta,2012-10-01,28,37,28,37,65
SICAYA,atencion odontologica,primera consulta,2012-10-01,18,23,18,23,41
SIPE SIPE,atencion odontologica,primera consulta,2012-10-01,218,394,218,394,612
SOPACHUY,atencion odontologica,primera consulta,2012-10-01,311,315,311,315,626
SORACACHI,atencion odontologica,primera consulta,2012-10-01,71,65,71,65,136
SORATA,atencion odontologica,primera consulta,2012-10-01,17,22,17,22,39
SUCRE,atencion odontologica,primera consulta,2012-10-01,2238,3108,2238,3108,5346
TACACOMA,atencion odontologica,primera consulta,2012-10-01,10,8,10,8,18
TACOPAYA,atencion odontologica,primera consulta,2012-10-01,15,55,15,55,70
TAHUA,atencion odontologica,primera consulta,2012-10-01,5,5,5,5,10
TAPACARI,atencion odontologica,primera consulta,2012-10-01,101,144,101,144,245
TARABUCO,atencion odontologica,primera consulta,2012-10-01,220,213,220,213,433
TARACO,atencion odontologica,primera consulta,2012-10-01,20,13,20,13,33
TARATA,atencion odontologica,primera consulta,2012-10-01,17,31,17,31,48
TARIJA,atencion odontologica,primera consulta,2012-10-01,1508,2041,1508,2041,3549
TARVITA,atencion odontologica,primera consulta,2012-10-01,108,183,108,183,291
TEOPONTE,atencion odontologica,primera consulta,2012-10-01,15,27,15,27,42
TIAWANACU,atencion odontologica,primera consulta,2012-10-01,100,190,100,190,290
TINGUIPAYA,atencion odontologica,primera consulta,2012-10-01,601,501,601,501,1102
TIPUANI,atencion odontologica,primera consulta,2012-10-01,26,37,26,37,63
TIQUIPAYA,atencion odontologica,primera consulta,2012-10-01,173,301,173,301,474
TIRAQUE (CBBA),atencion odontologica,primera consulta,2012-10-01,24,44,24,44,68
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,primera consulta,2012-10-01,6,8,6,8,14
TOCO,atencion odontologica,primera consulta,2012-10-01,23,35,23,35,58
TOLATA,atencion odontologica,primera consulta,2012-10-01,11,22,11,22,33
TOLEDO,atencion odontologica,primera consulta,2012-10-01,48,80,48,80,128
TOMAVE,atencion odontologica,primera consulta,2012-10-01,37,33,37,33,70
TOMINA,atencion odontologica,primera consulta,2012-10-01,56,103,56,103,159
TORO TORO,atencion odontologica,primera consulta,2012-10-01,106,171,106,171,277
TOTORA(CBBA),atencion odontologica,primera consulta,2012-10-01,99,96,99,96,195
TOTORA(ORR),atencion odontologica,primera consulta,2012-10-01,0,2,0,2,2
TRIGAL,atencion odontologica,primera consulta,2012-10-01,10,6,10,6,16
TRINIDAD,atencion odontologica,primera consulta,2012-10-01,403,788,403,788,1191
TUPIZA,atencion odontologica,primera consulta,2012-10-01,111,207,111,207,318
TURCO,atencion odontologica,primera consulta,2012-10-01,21,24,21,24,45
UMALA,atencion odontologica,primera consulta,2012-10-01,1,0,1,0,1
UNCIA,atencion odontologica,primera consulta,2012-10-01,43,84,43,84,127
URIONDO (A. CONCEPCION),atencion odontologica,primera consulta,2012-10-01,215,280,215,280,495
URUBICHA,atencion odontologica,primera consulta,2012-10-01,38,42,38,42,80
UYUNI,atencion odontologica,primera consulta,2012-10-01,60,106,60,106,166
VACAS,atencion odontologica,primera consulta,2012-10-01,60,94,60,94,154
VALLEGRANDE,atencion odontologica,primera consulta,2012-10-01,120,164,120,164,284
VIACHA,atencion odontologica,primera consulta,2012-10-01,111,175,111,175,286
VILA VILA,atencion odontologica,primera consulta,2012-10-01,5,8,5,8,13
VILLA CHARCAS,atencion odontologica,primera consulta,2012-10-01,96,113,96,113,209
VILLA MONTES,atencion odontologica,primera consulta,2012-10-01,314,471,314,471,785
VILLA NUEVA (LOMA ALTA),atencion odontologica,primera consulta,2012-10-01,23,29,23,29,52
VILLA RIVERO,atencion odontologica,primera consulta,2012-10-01,10,20,10,20,30
VILLA SERRANO,atencion odontologica,primera consulta,2012-10-01,43,65,43,65,108
VILLA TUNARI,atencion odontologica,primera consulta,2012-10-01,230,298,230,298,528
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,primera consulta,2012-10-01,284,261,284,261,545
VILLAZON,atencion odontologica,primera consulta,2012-10-01,152,259,152,259,411
VINTO,atencion odontologica,primera consulta,2012-10-01,29,83,29,83,112
VITICHI,atencion odontologica,primera consulta,2012-10-01,44,47,44,47,91
WALDO BALLIVIAN,atencion odontologica,primera consulta,2012-10-01,6,6,6,6,12
WARNES,atencion odontologica,primera consulta,2012-10-01,30,45,30,45,75
YACO,atencion odontologica,primera consulta,2012-10-01,16,20,16,20,36
YACUIBA,atencion odontologica,primera consulta,2012-10-01,475,636,475,636,1111
YAMPARAEZ,atencion odontologica,primera consulta,2012-10-01,145,173,145,173,318
YAPACANI,atencion odontologica,primera consulta,2012-10-01,71,132,71,132,203
YOCALLA,atencion odontologica,primera consulta,2012-10-01,87,63,87,63,150
YOTALA,atencion odontologica,primera consulta,2012-10-01,160,182,160,182,342
YUNCHARA,atencion odontologica,primera consulta,2012-10-01,41,70,41,70,111
ZUDAÑEZ,atencion odontologica,primera consulta,2012-10-01,153,136,153,136,289
ACACIO,atencion odontologica,primera consulta,2012-11-01,14,9,14,9,23
ACHACACHI,atencion odontologica,primera consulta,2012-11-01,95,124,95,124,219
ACHOCALLA,atencion odontologica,primera consulta,2012-11-01,19,25,19,25,44
AIQUILE,atencion odontologica,primera consulta,2012-11-01,36,71,36,71,107
ALALAY,atencion odontologica,primera consulta,2012-11-01,1,4,1,4,5
ALCALA,atencion odontologica,primera consulta,2012-11-01,27,66,27,66,93
ALTO BENI,atencion odontologica,primera consulta,2012-11-01,41,51,41,51,92
ANCORAIMES,atencion odontologica,primera consulta,2012-11-01,0,1,0,1,1
ANDAMARCA,atencion odontologica,primera consulta,2012-11-01,18,19,18,19,37
ANTEQUERA,atencion odontologica,primera consulta,2012-11-01,28,25,28,25,53
ANZALDO,atencion odontologica,primera consulta,2012-11-01,3,8,3,8,11
APOLO,atencion odontologica,primera consulta,2012-11-01,19,35,19,35,54
ARAMPAMPA,atencion odontologica,primera consulta,2012-11-01,15,6,15,6,21
ARANI,atencion odontologica,primera consulta,2012-11-01,15,35,15,35,50
ARBIETO,atencion odontologica,primera consulta,2012-11-01,10,25,10,25,35
ARQUE,atencion odontologica,primera consulta,2012-11-01,186,196,186,196,382
ASCENCION DE GUARAYOS,atencion odontologica,primera consulta,2012-11-01,10,59,10,59,69
ATOCHA,atencion odontologica,primera consulta,2012-11-01,309,298,309,298,607
AUCAPATA,atencion odontologica,primera consulta,2012-11-01,0,5,0,5,5
AYATA,atencion odontologica,primera consulta,2012-11-01,19,36,19,36,55
AYO AYO,atencion odontologica,primera consulta,2012-11-01,18,19,18,19,37
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,primera consulta,2012-11-01,81,80,81,80,161
AZURDUY,atencion odontologica,primera consulta,2012-11-01,31,23,31,23,54
BATALLAS,atencion odontologica,primera consulta,2012-11-01,88,93,88,93,181
BAURES,atencion odontologica,primera consulta,2012-11-01,6,11,6,11,17
BELEN DE ANDAMARCA,atencion odontologica,primera consulta,2012-11-01,12,16,12,16,28
BELEN DE URMIRI,atencion odontologica,primera consulta,2012-11-01,5,9,5,9,14
BELLA FLOR,atencion odontologica,primera consulta,2012-11-01,26,30,26,30,56
BERMEJO,atencion odontologica,primera consulta,2012-11-01,505,705,505,705,1210
BETANZOS,atencion odontologica,primera consulta,2012-11-01,71,124,71,124,195
BOLIVAR,atencion odontologica,primera consulta,2012-11-01,3,10,3,10,13
BOLPEBRA,atencion odontologica,primera consulta,2012-11-01,12,16,12,16,28
BOYUIBE,atencion odontologica,primera consulta,2012-11-01,22,34,22,34,56
BUENA VISTA,atencion odontologica,primera consulta,2012-11-01,17,44,17,44,61
CABEZAS,atencion odontologica,primera consulta,2012-11-01,99,178,99,178,277
CAIROMA,atencion odontologica,primera consulta,2012-11-01,46,70,46,70,116
"CAIZA ""D""",atencion odontologica,primera consulta,2012-11-01,43,45,43,45,88
CAJUATA,atencion odontologica,primera consulta,2012-11-01,35,46,35,46,81
CALACOTO,atencion odontologica,primera consulta,2012-11-01,24,23,24,23,47
CALAMARCA,atencion odontologica,primera consulta,2012-11-01,66,81,66,81,147
CAMARGO,atencion odontologica,primera consulta,2012-11-01,49,57,49,57,106
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,primera consulta,2012-11-01,54,97,54,97,151
CAMIRI,atencion odontologica,primera consulta,2012-11-01,208,276,208,276,484
CAPINOTA,atencion odontologica,primera consulta,2012-11-01,164,242,164,242,406
CAQUIAVIRI,atencion odontologica,primera consulta,2012-11-01,29,35,29,35,64
CARACOLLO,atencion odontologica,primera consulta,2012-11-01,43,46,43,46,89
CARANAVI,atencion odontologica,primera consulta,2012-11-01,73,82,73,82,155
CARAPARI,atencion odontologica,primera consulta,2012-11-01,84,78,84,78,162
CARIPUYO,atencion odontologica,primera consulta,2012-11-01,27,31,27,31,58
CARMEN RIVERO TORREZ,atencion odontologica,primera consulta,2012-11-01,69,102,69,102,171
CATACORA,atencion odontologica,primera consulta,2012-11-01,29,17,29,17,46
CHALLAPATA,atencion odontologica,primera consulta,2012-11-01,158,186,158,186,344
CHAQUI,atencion odontologica,primera consulta,2012-11-01,20,23,20,23,43
CHARAGUA,atencion odontologica,primera consulta,2012-11-01,70,141,70,141,211
CHAYANTA,atencion odontologica,primera consulta,2012-11-01,51,57,51,57,108
CHIMORE,atencion odontologica,primera consulta,2012-11-01,56,94,56,94,150
CHIPAYA,atencion odontologica,primera consulta,2012-11-01,14,28,14,28,42
CHOQUE COTA,atencion odontologica,primera consulta,2012-11-01,14,20,14,20,34
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,primera consulta,2012-11-01,38,20,38,20,58
CHUMA,atencion odontologica,primera consulta,2012-11-01,44,66,44,66,110
CKOCHAS,atencion odontologica,primera consulta,2012-11-01,7,25,7,25,32
CLIZA,atencion odontologica,primera consulta,2012-11-01,30,45,30,45,75
COBIJA,atencion odontologica,primera consulta,2012-11-01,167,240,167,240,407
COCAPATA,atencion odontologica,primera consulta,2012-11-01,30,47,30,47,77
COCHABAMBA,atencion odontologica,primera consulta,2012-11-01,2010,2734,2010,2734,4744
COIPASA,atencion odontologica,primera consulta,2012-11-01,1,4,1,4,5
COLCAPIRHUA,atencion odontologica,primera consulta,2012-11-01,56,95,56,95,151
"COLCHA ""K""",atencion odontologica,primera consulta,2012-11-01,40,48,40,48,88
COLLANA,atencion odontologica,primera consulta,2012-11-01,16,32,16,32,48
COLOMI,atencion odontologica,primera consulta,2012-11-01,71,101,71,101,172
COLPA BELGICA,atencion odontologica,primera consulta,2012-11-01,8,12,8,12,20
COLQUECHACA,atencion odontologica,primera consulta,2012-11-01,76,137,76,137,213
COLQUENCHA,atencion odontologica,primera consulta,2012-11-01,11,20,11,20,31
COLQUIRI,atencion odontologica,primera consulta,2012-11-01,19,15,19,15,34
COMANCHE,atencion odontologica,primera consulta,2012-11-01,9,21,9,21,30
COMARAPA,atencion odontologica,primera consulta,2012-11-01,71,117,71,117,188
COMBAYA,atencion odontologica,primera consulta,2012-11-01,29,46,29,46,75
CONCEPCION,atencion odontologica,primera consulta,2012-11-01,20,48,20,48,68
CORIPATA,atencion odontologica,primera consulta,2012-11-01,12,18,12,18,30
CORO CORO,atencion odontologica,primera consulta,2012-11-01,28,29,28,29,57
COROICO,atencion odontologica,primera consulta,2012-11-01,4,4,4,4,8
CORQUE,atencion odontologica,primera consulta,2012-11-01,311,303,311,303,614
COTAGAITA,atencion odontologica,primera consulta,2012-11-01,62,105,62,105,167
COTOCA,atencion odontologica,primera consulta,2012-11-01,59,109,59,109,168
CUATRO CAÑADAS,atencion odontologica,primera consulta,2012-11-01,52,62,52,62,114
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,primera consulta,2012-11-01,34,27,34,27,61
CUEVO,atencion odontologica,primera consulta,2012-11-01,27,37,27,37,64
CULPINA,atencion odontologica,primera consulta,2012-11-01,26,35,26,35,61
CURAHUARA DE CARANGAS,atencion odontologica,primera consulta,2012-11-01,13,20,13,20,33
CURVA,atencion odontologica,primera consulta,2012-11-01,12,11,12,11,23
DESAGUADERO,atencion odontologica,primera consulta,2012-11-01,60,93,60,93,153
EL ALTO,atencion odontologica,primera consulta,2012-11-01,1855,2792,1855,2792,4647
EL PUENTE(STC),atencion odontologica,primera consulta,2012-11-01,38,84,38,84,122
EL PUENTE(TJA),atencion odontologica,primera consulta,2012-11-01,55,94,55,94,149
EL TORNO,atencion odontologica,primera consulta,2012-11-01,161,220,161,220,381
EL VILLAR,atencion odontologica,primera consulta,2012-11-01,2,2,2,2,4
ENTRE RIOS TRJ,atencion odontologica,primera consulta,2012-11-01,85,129,85,129,214
ENTRE RIOS CBBA,atencion odontologica,primera consulta,2012-11-01,31,74,31,74,105
ESCOMA,atencion odontologica,primera consulta,2012-11-01,56,40,56,40,96
EUCALIPTUS,atencion odontologica,primera consulta,2012-11-01,57,59,57,59,116
FERNANDEZ ALONSO,atencion odontologica,primera consulta,2012-11-01,31,71,31,71,102
FILADELFIA,atencion odontologica,primera consulta,2012-11-01,24,25,24,25,49
GENERAL SAAVEDRA,atencion odontologica,primera consulta,2012-11-01,30,52,30,52,82
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,primera consulta,2012-11-01,20,22,20,22,42
GUANAY,atencion odontologica,primera consulta,2012-11-01,21,27,21,27,48
GUAQUI,atencion odontologica,primera consulta,2012-11-01,22,43,22,43,65
GUAYARAMERIN,atencion odontologica,primera consulta,2012-11-01,149,461,149,461,610
GUTIERREZ,atencion odontologica,primera consulta,2012-11-01,48,160,48,160,208
HUACARETA,atencion odontologica,primera consulta,2012-11-01,173,254,173,254,427
HUACAYA (VILLA DE HUACAYA),atencion odontologica,primera consulta,2012-11-01,41,22,41,22,63
HUACHACALLA,atencion odontologica,primera consulta,2012-11-01,5,5,5,5,10
HUANUNI,atencion odontologica,primera consulta,2012-11-01,55,72,55,72,127
HUARACAJE,atencion odontologica,primera consulta,2012-11-01,8,9,8,9,17
HUARINA,atencion odontologica,primera consulta,2012-11-01,4,5,4,5,9
HUAYLLAMARCA,atencion odontologica,primera consulta,2012-11-01,18,25,18,25,43
HUMANATA,atencion odontologica,primera consulta,2012-11-01,3,5,3,5,8
ICHOCA,atencion odontologica,primera consulta,2012-11-01,12,8,12,8,20
ICLA,atencion odontologica,primera consulta,2012-11-01,362,308,362,308,670
INCAHUASI,atencion odontologica,primera consulta,2012-11-01,13,35,13,35,48
INGAVI (HUMAITA),atencion odontologica,primera consulta,2012-11-01,26,71,26,71,97
INQUISIVI,atencion odontologica,primera consulta,2012-11-01,52,89,52,89,141
IRUPANA (VILLA DE LANZA),atencion odontologica,primera consulta,2012-11-01,28,43,28,43,71
IXIAMAS,atencion odontologica,primera consulta,2012-11-01,3,31,3,31,34
JESUS DE MACHACA,atencion odontologica,primera consulta,2012-11-01,55,74,55,74,129
LA ASUNTA,atencion odontologica,primera consulta,2012-11-01,86,131,86,131,217
LA GUARDIA,atencion odontologica,primera consulta,2012-11-01,82,185,82,185,267
LA PAZ,atencion odontologica,primera consulta,2012-11-01,3121,3528,3121,3528,6649
LAGUNILLAS,atencion odontologica,primera consulta,2012-11-01,26,41,26,41,67
LAJA,atencion odontologica,primera consulta,2012-11-01,39,102,39,102,141
LAS CARRERAS,atencion odontologica,primera consulta,2012-11-01,54,47,54,47,101
LICOMA PAMPA,atencion odontologica,primera consulta,2012-11-01,11,9,11,9,20
LLALLAGUA,atencion odontologica,primera consulta,2012-11-01,40,91,40,91,131
LLICA,atencion odontologica,primera consulta,2012-11-01,21,30,21,30,51
LORETO,atencion odontologica,primera consulta,2012-11-01,3,3,3,3,6
LURIBAY,atencion odontologica,primera consulta,2012-11-01,22,25,22,25,47
MACHACAMARCA,atencion odontologica,primera consulta,2012-11-01,26,33,26,33,59
MACHARETI,atencion odontologica,primera consulta,2012-11-01,43,54,43,54,97
MAGDALENA,atencion odontologica,primera consulta,2012-11-01,15,35,15,35,50
MAIRANA,atencion odontologica,primera consulta,2012-11-01,13,53,13,53,66
MALLA,atencion odontologica,primera consulta,2012-11-01,5,8,5,8,13
MAPIRI,atencion odontologica,primera consulta,2012-11-01,70,110,70,110,180
MECAPACA,atencion odontologica,primera consulta,2012-11-01,19,18,19,18,37
MINEROS,atencion odontologica,primera consulta,2012-11-01,678,665,678,665,1343
MIZQUE,atencion odontologica,primera consulta,2012-11-01,40,41,40,41,81
MOCOMOCO,atencion odontologica,primera consulta,2012-11-01,56,75,56,75,131
MOJOCOYA,atencion odontologica,primera consulta,2012-11-01,67,53,67,53,120
MONTEAGUDO,atencion odontologica,primera consulta,2012-11-01,122,149,122,149,271
MONTERO,atencion odontologica,primera consulta,2012-11-01,367,749,367,749,1116
MORO MORO,atencion odontologica,primera consulta,2012-11-01,17,26,17,26,43
MOROCHATA,atencion odontologica,primera consulta,2012-11-01,126,144,126,144,270
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,primera consulta,2012-11-01,28,12,28,12,40
OCURI,atencion odontologica,primera consulta,2012-11-01,53,91,53,91,144
OKINAWA,atencion odontologica,primera consulta,2012-11-01,23,13,23,13,36
OMEREQUE,atencion odontologica,primera consulta,2012-11-01,1,1,1,1,2
ORURO,atencion odontologica,primera consulta,2012-11-01,709,1030,709,1030,1739
PADCAYA,atencion odontologica,primera consulta,2012-11-01,55,92,55,92,147
PADILLA,atencion odontologica,primera consulta,2012-11-01,148,190,148,190,338
PAILON,atencion odontologica,primera consulta,2012-11-01,20,36,20,36,56
PALCA,atencion odontologica,primera consulta,2012-11-01,73,93,73,93,166
PALOS BLANCOS,atencion odontologica,primera consulta,2012-11-01,35,49,35,49,84
PAMPA AULLAGAS,atencion odontologica,primera consulta,2012-11-01,3,7,3,7,10
PAMPA GRANDE,atencion odontologica,primera consulta,2012-11-01,22,24,22,24,46
PAPEL PAMPA,atencion odontologica,primera consulta,2012-11-01,11,14,11,14,25
PASORAPA,atencion odontologica,primera consulta,2012-11-01,0,2,0,2,2
PATACAMAYA,atencion odontologica,primera consulta,2012-11-01,216,130,216,130,346
PAZÑA,atencion odontologica,primera consulta,2012-11-01,8,21,8,21,29
PELECHUCO,atencion odontologica,primera consulta,2012-11-01,9,9,9,9,18
POCOATA,atencion odontologica,primera consulta,2012-11-01,63,75,63,75,138
POCONA,atencion odontologica,primera consulta,2012-11-01,290,359,290,359,649
POJO (CBBA),atencion odontologica,primera consulta,2012-11-01,102,116,102,116,218
POOPO,atencion odontologica,primera consulta,2012-11-01,30,26,30,26,56
PORCO,atencion odontologica,primera consulta,2012-11-01,22,41,22,41,63
POROMA,atencion odontologica,primera consulta,2012-11-01,27,32,27,32,59
PORONGO,atencion odontologica,primera consulta,2012-11-01,44,26,44,26,70
PORTACHUELO,atencion odontologica,primera consulta,2012-11-01,46,65,46,65,111
PORVENIR,atencion odontologica,primera consulta,2012-11-01,105,91,105,91,196
POSTRER VALLE,atencion odontologica,primera consulta,2012-11-01,6,16,6,16,22
POTOSI,atencion odontologica,primera consulta,2012-11-01,695,1137,695,1137,1832
PRESTO,atencion odontologica,primera consulta,2012-11-01,174,149,174,149,323
PUCARA,atencion odontologica,primera consulta,2012-11-01,9,16,9,16,25
PUCARANI,atencion odontologica,primera consulta,2012-11-01,72,111,72,111,183
PUERTO ACOSTA,atencion odontologica,primera consulta,2012-11-01,3,3,3,3,6
PUERTO CARABUCO,atencion odontologica,primera consulta,2012-11-01,5,6,5,6,11
PUERTO GONZALO MORENO,atencion odontologica,primera consulta,2012-11-01,246,243,246,243,489
PUERTO PEREZ,atencion odontologica,primera consulta,2012-11-01,2,1,2,1,3
PUERTO QUIJARRO,atencion odontologica,primera consulta,2012-11-01,351,276,351,276,627
PUERTO RICO,atencion odontologica,primera consulta,2012-11-01,53,49,53,49,102
PUERTO SUAREZ,atencion odontologica,primera consulta,2012-11-01,52,40,52,40,92
PUERTO VILLARROEL,atencion odontologica,primera consulta,2012-11-01,46,93,46,93,139
PUNA,atencion odontologica,primera consulta,2012-11-01,57,59,57,59,116
PUNATA,atencion odontologica,primera consulta,2012-11-01,354,439,354,439,793
QUIABAYA,atencion odontologica,primera consulta,2012-11-01,11,12,11,12,23
QUILLACOLLO,atencion odontologica,primera consulta,2012-11-01,77,162,77,162,239
QUIME,atencion odontologica,primera consulta,2012-11-01,40,29,40,29,69
QUIRUSILLAS,atencion odontologica,primera consulta,2012-11-01,0,3,0,3,3
RAVELO,atencion odontologica,primera consulta,2012-11-01,114,110,114,110,224
REYES,atencion odontologica,primera consulta,2012-11-01,7,5,7,5,12
RIBERALTA,atencion odontologica,primera consulta,2012-11-01,318,728,318,728,1046
ROBORE,atencion odontologica,primera consulta,2012-11-01,27,70,27,70,97
RURRENABAQUE,atencion odontologica,primera consulta,2012-11-01,21,94,21,94,115
SABAYA,atencion odontologica,primera consulta,2012-11-01,34,22,34,22,56
SACABA,atencion odontologica,primera consulta,2012-11-01,346,471,346,471,817
SACABAMBA,atencion odontologica,primera consulta,2012-11-01,7,15,7,15,22
SACACA,atencion odontologica,primera consulta,2012-11-01,46,66,46,66,112
SAIPINA,atencion odontologica,primera consulta,2012-11-01,21,44,21,44,65
SALINAS DE GARCI MENDOZA,atencion odontologica,primera consulta,2012-11-01,38,65,38,65,103
SAMAIPATA,atencion odontologica,primera consulta,2012-11-01,22,34,22,34,56
SAN AGUSTIN,atencion odontologica,primera consulta,2012-11-01,4,1,4,1,5
SAN ANDRES,atencion odontologica,primera consulta,2012-11-01,7,20,7,20,27
SAN ANDRES DE MACHACA,atencion odontologica,primera consulta,2012-11-01,58,68,58,68,126
SAN ANTONIO DE ESMORUCO,atencion odontologica,primera consulta,2012-11-01,11,11,11,11,22
SAN ANTONIO DE LOMERIO,atencion odontologica,primera consulta,2012-11-01,11,20,11,20,31
SAN BENITO,atencion odontologica,primera consulta,2012-11-01,72,58,72,58,130
SAN BORJA,atencion odontologica,primera consulta,2012-11-01,56,75,56,75,131
SAN BUENA VENTURA,atencion odontologica,primera consulta,2012-11-01,34,74,34,74,108
SAN CARLOS,atencion odontologica,primera consulta,2012-11-01,36,85,36,85,121
SAN IGNACIO,atencion odontologica,primera consulta,2012-11-01,257,315,257,315,572
SAN IGNACIO DE VELASCO,atencion odontologica,primera consulta,2012-11-01,443,410,443,410,853
SAN JAVIER(STC),atencion odontologica,primera consulta,2012-11-01,63,109,63,109,172
SAN JOAQUIN,atencion odontologica,primera consulta,2012-11-01,12,19,12,19,31
SAN JOSE DE CHIQUITOS,atencion odontologica,primera consulta,2012-11-01,178,244,178,244,422
SAN JUAN DE YAPACANI,atencion odontologica,primera consulta,2012-11-01,9,28,9,28,37
SAN JULIAN,atencion odontologica,primera consulta,2012-11-01,75,113,75,113,188
SAN LORENZO(PND),atencion odontologica,primera consulta,2012-11-01,26,38,26,38,64
SAN LORENZO(TJA),atencion odontologica,primera consulta,2012-11-01,178,309,178,309,487
SAN LUCAS,atencion odontologica,primera consulta,2012-11-01,147,180,147,180,327
SAN MATIAS,atencion odontologica,primera consulta,2012-11-01,18,19,18,19,37
SAN MIGUEL DE VELASCO,atencion odontologica,primera consulta,2012-11-01,44,76,44,76,120
SAN PABLO DE LIPEZ,atencion odontologica,primera consulta,2012-11-01,37,74,37,74,111
SAN PEDRO,atencion odontologica,primera consulta,2012-11-01,41,58,41,58,99
