,group,variable,month,OTRAS ACCIONES CANTIDAD,OTRAS ACCIONES CANTIDAD,TOTALES,TOTALES,TOTALES
COLOMI,atencion odontologica,otras acciones,2012-10-01,7,9,7,9,16
COLPA BELGICA,atencion odontologica,otras acciones,2012-10-01,4,0,4,0,4
COLQUECHACA,atencion odontologica,otras acciones,2012-10-01,45,128,45,128,173
COLQUENCHA,atencion odontologica,otras acciones,2012-10-01,1,0,1,0,1
COLQUIRI,atencion odontologica,otras acciones,2012-10-01,34,63,34,63,97
COMANCHE,atencion odontologica,otras acciones,2012-10-01,5,10,5,10,15
COMARAPA,atencion odontologica,otras acciones,2012-10-01,69,151,69,151,220
COPACABANA,atencion odontologica,otras acciones,2012-10-01,22,19,22,19,41
CORIPATA,atencion odontologica,otras acciones,2012-10-01,7,10,7,10,17
CORO CORO,atencion odontologica,otras acciones,2012-10-01,32,32,32,32,64
CORQUE,atencion odontologica,otras acciones,2012-10-01,8,18,8,18,26
COTAGAITA,atencion odontologica,otras acciones,2012-10-01,64,146,64,146,210
COTOCA,atencion odontologica,otras acciones,2012-10-01,4,2,4,2,6
CUATRO CAÑADAS,atencion odontologica,otras acciones,2012-10-01,22,61,22,61,83
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,otras acciones,2012-10-01,2,2,2,2,4
CUEVO,atencion odontologica,otras acciones,2012-10-01,13,28,13,28,41
CULPINA,atencion odontologica,otras acciones,2012-10-01,131,203,131,203,334
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2012-10-01,9,33,9,33,42
DESAGUADERO,atencion odontologica,otras acciones,2012-10-01,13,10,13,10,23
EL ALTO,atencion odontologica,otras acciones,2012-10-01,1703,2424,1703,2424,4127
EL PUENTE(STC),atencion odontologica,otras acciones,2012-10-01,11,35,11,35,46
EL PUENTE(TJA),atencion odontologica,otras acciones,2012-10-01,11,49,11,49,60
EL TORNO,atencion odontologica,otras acciones,2012-10-01,4,13,4,13,17
EL VILLAR,atencion odontologica,otras acciones,2012-10-01,0,2,0,2,2
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2012-10-01,26,65,26,65,91
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2012-10-01,35,44,35,44,79
ESCOMA,atencion odontologica,otras acciones,2012-10-01,4,9,4,9,13
EUCALIPTUS,atencion odontologica,otras acciones,2012-10-01,9,21,9,21,30
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2012-10-01,4,8,4,8,12
FILADELFIA,atencion odontologica,otras acciones,2012-10-01,17,20,17,20,37
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2012-10-01,5,13,5,13,18
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2012-10-01,10,13,10,13,23
GUANAY,atencion odontologica,otras acciones,2012-10-01,1,0,1,0,1
GUAQUI,atencion odontologica,otras acciones,2012-10-01,6,14,6,14,20
GUAYARAMERIN,atencion odontologica,otras acciones,2012-10-01,123,156,123,156,279
GUTIERREZ,atencion odontologica,otras acciones,2012-10-01,32,29,32,29,61
HUACARETA,atencion odontologica,otras acciones,2012-10-01,60,45,60,45,105
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2012-10-01,2,3,2,3,5
HUACHACALLA,atencion odontologica,otras acciones,2012-10-01,14,18,14,18,32
HUANUNI,atencion odontologica,otras acciones,2012-10-01,108,143,108,143,251
HUARACAJE,atencion odontologica,otras acciones,2012-10-01,1,0,1,0,1
HUARINA,atencion odontologica,otras acciones,2012-10-01,7,2,7,2,9
HUAYLLAMARCA,atencion odontologica,otras acciones,2012-10-01,31,65,31,65,96
HUMANATA,atencion odontologica,otras acciones,2012-10-01,7,6,7,6,13
ICHOCA,atencion odontologica,otras acciones,2012-10-01,22,35,22,35,57
ICLA,atencion odontologica,otras acciones,2012-10-01,9,3,9,3,12
INCAHUASI,atencion odontologica,otras acciones,2012-10-01,4,18,4,18,22
INQUISIVI,atencion odontologica,otras acciones,2012-10-01,2,2,2,2,4
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2012-10-01,36,39,36,39,75
JESUS DE MACHACA,atencion odontologica,otras acciones,2012-10-01,19,46,19,46,65
LA ASUNTA,atencion odontologica,otras acciones,2012-10-01,9,27,9,27,36
LA GUARDIA,atencion odontologica,otras acciones,2012-10-01,9,25,9,25,34
LA PAZ,atencion odontologica,otras acciones,2012-10-01,3470,4750,3470,4750,8220
LAGUNILLAS,atencion odontologica,otras acciones,2012-10-01,0,20,0,20,20
LAJA,atencion odontologica,otras acciones,2012-10-01,6,7,6,7,13
LICOMA PAMPA,atencion odontologica,otras acciones,2012-10-01,3,0,3,0,3
LLALLAGUA,atencion odontologica,otras acciones,2012-10-01,62,194,62,194,256
LLICA,atencion odontologica,otras acciones,2012-10-01,40,82,40,82,122
LORETO,atencion odontologica,otras acciones,2012-10-01,0,2,0,2,2
LURIBAY,atencion odontologica,otras acciones,2012-10-01,15,17,15,17,32
MACHACAMARCA,atencion odontologica,otras acciones,2012-10-01,8,17,8,17,25
MACHARETI,atencion odontologica,otras acciones,2012-10-01,4,8,4,8,12
MAGDALENA,atencion odontologica,otras acciones,2012-10-01,4,11,4,11,15
MAIRANA,atencion odontologica,otras acciones,2012-10-01,26,56,26,56,82
MALLA,atencion odontologica,otras acciones,2012-10-01,6,5,6,5,11
MAPIRI,atencion odontologica,otras acciones,2012-10-01,0,8,0,8,8
MECAPACA,atencion odontologica,otras acciones,2012-10-01,1,1,1,1,2
MINEROS,atencion odontologica,otras acciones,2012-10-01,121,129,121,129,250
MIZQUE,atencion odontologica,otras acciones,2012-10-01,13,20,13,20,33
MOCOMOCO,atencion odontologica,otras acciones,2012-10-01,10,12,10,12,22
MOJOCOYA,atencion odontologica,otras acciones,2012-10-01,47,55,47,55,102
MONTEAGUDO,atencion odontologica,otras acciones,2012-10-01,64,103,64,103,167
MONTERO,atencion odontologica,otras acciones,2012-10-01,265,358,265,358,623
MOROCHATA,atencion odontologica,otras acciones,2012-10-01,4,15,4,15,19
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,otras acciones,2012-10-01,11,20,11,20,31
OCURI,atencion odontologica,otras acciones,2012-10-01,8,19,8,19,27
OMEREQUE,atencion odontologica,otras acciones,2012-10-01,4,21,4,21,25
ORURO,atencion odontologica,otras acciones,2012-10-01,1043,1653,1043,1653,2696
PADCAYA,atencion odontologica,otras acciones,2012-10-01,45,105,45,105,150
PADILLA,atencion odontologica,otras acciones,2012-10-01,18,38,18,38,56
PAILON,atencion odontologica,otras acciones,2012-10-01,3,18,3,18,21
PALCA,atencion odontologica,otras acciones,2012-10-01,13,9,13,9,22
PALOS BLANCOS,atencion odontologica,otras acciones,2012-10-01,7,4,7,4,11
PAMPA AULLAGAS,atencion odontologica,otras acciones,2012-10-01,7,35,7,35,42
PAMPA GRANDE,atencion odontologica,otras acciones,2012-10-01,12,11,12,11,23
PAPEL PAMPA,atencion odontologica,otras acciones,2012-10-01,16,16,16,16,32
PASORAPA,atencion odontologica,otras acciones,2012-10-01,6,3,6,3,9
PATACAMAYA,atencion odontologica,otras acciones,2012-10-01,62,147,62,147,209
PAZÑA,atencion odontologica,otras acciones,2012-10-01,22,34,22,34,56
PELECHUCO,atencion odontologica,otras acciones,2012-10-01,0,1,0,1,1
POCOATA,atencion odontologica,otras acciones,2012-10-01,37,69,37,69,106
POCONA,atencion odontologica,otras acciones,2012-10-01,35,29,35,29,64
POJO (CBBA),atencion odontologica,otras acciones,2012-10-01,25,26,25,26,51
POOPO,atencion odontologica,otras acciones,2012-10-01,38,48,38,48,86
PORCO,atencion odontologica,otras acciones,2012-10-01,28,43,28,43,71
POROMA,atencion odontologica,otras acciones,2012-10-01,101,96,101,96,197
PORTACHUELO,atencion odontologica,otras acciones,2012-10-01,36,66,36,66,102
PORVENIR,atencion odontologica,otras acciones,2012-10-01,8,9,8,9,17
POSTRER VALLE,atencion odontologica,otras acciones,2012-10-01,0,11,0,11,11
POTOSI,atencion odontologica,otras acciones,2012-10-01,173,395,173,395,568
PUCARANI,atencion odontologica,otras acciones,2012-10-01,57,76,57,76,133
PUERTO ACOSTA,atencion odontologica,otras acciones,2012-10-01,3,6,3,6,9
PUERTO CARABUCO,atencion odontologica,otras acciones,2012-10-01,4,4,4,4,8
PUERTO QUIJARRO,atencion odontologica,otras acciones,2012-10-01,17,21,17,21,38
PUERTO RICO,atencion odontologica,otras acciones,2012-10-01,13,18,13,18,31
PUERTO SUAREZ,atencion odontologica,otras acciones,2012-10-01,57,110,57,110,167
PUERTO VILLARROEL,atencion odontologica,otras acciones,2012-10-01,24,102,24,102,126
PUNA,atencion odontologica,otras acciones,2012-10-01,56,87,56,87,143
PUNATA,atencion odontologica,otras acciones,2012-10-01,11,29,11,29,40
QUILLACOLLO,atencion odontologica,otras acciones,2012-10-01,74,78,74,78,152
QUIME,atencion odontologica,otras acciones,2012-10-01,103,50,103,50,153
QUIRUSILLAS,atencion odontologica,otras acciones,2012-10-01,1,4,1,4,5
RAVELO,atencion odontologica,otras acciones,2012-10-01,0,1,0,1,1
REYES,atencion odontologica,otras acciones,2012-10-01,4,2,4,2,6
RIBERALTA,atencion odontologica,otras acciones,2012-10-01,5,16,5,16,21
RURRENABAQUE,atencion odontologica,otras acciones,2012-10-01,15,12,15,12,27
SABAYA,atencion odontologica,otras acciones,2012-10-01,51,70,51,70,121
SACABA,atencion odontologica,otras acciones,2012-10-01,428,752,428,752,1180
SACABAMBA,atencion odontologica,otras acciones,2012-10-01,10,6,10,6,16
SACACA,atencion odontologica,otras acciones,2012-10-01,15,26,15,26,41
SAIPINA,atencion odontologica,otras acciones,2012-10-01,5,36,5,36,41
SALINAS DE GARCI MENDOZA,atencion odontologica,otras acciones,2012-10-01,38,62,38,62,100
SAMAIPATA,atencion odontologica,otras acciones,2012-10-01,16,35,16,35,51
SAN AGUSTIN,atencion odontologica,otras acciones,2012-10-01,2,5,2,5,7
SAN ANDRES,atencion odontologica,otras acciones,2012-10-01,1,12,1,12,13
SAN ANDRES DE MACHACA,atencion odontologica,otras acciones,2012-10-01,14,16,14,16,30
SAN ANTONIO DE ESMORUCO,atencion odontologica,otras acciones,2012-10-01,12,15,12,15,27
SAN ANTONIO DE LOMERIO,atencion odontologica,otras acciones,2012-10-01,4,14,4,14,18
SAN BENITO,atencion odontologica,otras acciones,2012-10-01,17,9,17,9,26
SAN BORJA,atencion odontologica,otras acciones,2012-10-01,2,3,2,3,5
SAN BUENA VENTURA,atencion odontologica,otras acciones,2012-10-01,12,0,12,0,12
SAN CARLOS,atencion odontologica,otras acciones,2012-10-01,11,18,11,18,29
SAN IGNACIO,atencion odontologica,otras acciones,2012-10-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,atencion odontologica,otras acciones,2012-10-01,95,157,95,157,252
SAN JAVIER(STC),atencion odontologica,otras acciones,2012-10-01,15,20,15,20,35
SAN JOSE DE CHIQUITOS,atencion odontologica,otras acciones,2012-10-01,1,3,1,3,4
SAN JUAN DE YAPACANI,atencion odontologica,otras acciones,2012-10-01,1,2,1,2,3
SAN LORENZO(TJA),atencion odontologica,otras acciones,2012-10-01,153,293,153,293,446
SAN LUCAS,atencion odontologica,otras acciones,2012-10-01,13,25,13,25,38
SAN MATIAS,atencion odontologica,otras acciones,2012-10-01,2,9,2,9,11
SAN MIGUEL DE VELASCO,atencion odontologica,otras acciones,2012-10-01,49,62,49,62,111
SAN PEDRO,atencion odontologica,otras acciones,2012-10-01,4,2,4,2,6
SAN PEDRO DE BUENA VISTA,atencion odontologica,otras acciones,2012-10-01,24,16,24,16,40
SAN PEDRO DE CURAHUARA,atencion odontologica,otras acciones,2012-10-01,4,4,4,4,8
SAN PEDRO DE TIQUINA,atencion odontologica,otras acciones,2012-10-01,3,7,3,7,10
SAN RAFAEL,atencion odontologica,otras acciones,2012-10-01,69,71,69,71,140
SANTA ANA,atencion odontologica,otras acciones,2012-10-01,30,38,30,38,68
SANTA CRUZ DE LA SIERRA,atencion odontologica,otras acciones,2012-10-01,1123,1629,1123,1629,2752
SANTA ROSA,atencion odontologica,otras acciones,2012-10-01,2,2,2,2,4
SANTA ROSA DEL SARA,atencion odontologica,otras acciones,2012-10-01,4,33,4,33,37
SANTIAGO DE CALLAPA,atencion odontologica,otras acciones,2012-10-01,0,11,0,11,11
SANTIAGO DE HUARI,atencion odontologica,otras acciones,2012-10-01,66,126,66,126,192
SANTIAGO DE HUATA,atencion odontologica,otras acciones,2012-10-01,5,5,5,5,10
SANTIAGO DE MACHACA,atencion odontologica,otras acciones,2012-10-01,0,6,0,6,6
SANTIVAÑES,atencion odontologica,otras acciones,2012-10-01,19,34,19,34,53
SANTUARIO DE QUILLACAS,atencion odontologica,otras acciones,2012-10-01,4,4,4,4,8
SAPAHAQUI,atencion odontologica,otras acciones,2012-10-01,15,23,15,23,38
SHINAOTA,atencion odontologica,otras acciones,2012-10-01,56,54,56,54,110
SICA SICA (VILLA AROMA),atencion odontologica,otras acciones,2012-10-01,4,5,4,5,9
SICAYA,atencion odontologica,otras acciones,2012-10-01,8,8,8,8,16
SIPE SIPE,atencion odontologica,otras acciones,2012-10-01,55,59,55,59,114
SOPACHUY,atencion odontologica,otras acciones,2012-10-01,16,66,16,66,82
SORACACHI,atencion odontologica,otras acciones,2012-10-01,18,11,18,11,29
SORATA,atencion odontologica,otras acciones,2012-10-01,14,13,14,13,27
SUCRE,atencion odontologica,otras acciones,2012-10-01,914,1421,914,1421,2335
TACOPAYA,atencion odontologica,otras acciones,2012-10-01,2,8,2,8,10
TAHUA,atencion odontologica,otras acciones,2012-10-01,2,3,2,3,5
TAPACARI,atencion odontologica,otras acciones,2012-10-01,39,61,39,61,100
TARABUCO,atencion odontologica,otras acciones,2012-10-01,25,36,25,36,61
TARACO,atencion odontologica,otras acciones,2012-10-01,29,25,29,25,54
TARATA,atencion odontologica,otras acciones,2012-10-01,14,25,14,25,39
TARIJA,atencion odontologica,otras acciones,2012-10-01,1707,1746,1707,1746,3453
TARVITA,atencion odontologica,otras acciones,2012-10-01,20,26,20,26,46
TIAWANACU,atencion odontologica,otras acciones,2012-10-01,40,69,40,69,109
TINGUIPAYA,atencion odontologica,otras acciones,2012-10-01,4,19,4,19,23
TIPUANI,atencion odontologica,otras acciones,2012-10-01,2,1,2,1,3
TIQUIPAYA,atencion odontologica,otras acciones,2012-10-01,88,230,88,230,318
TIRAQUE (CBBA),atencion odontologica,otras acciones,2012-10-01,28,27,28,27,55
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,otras acciones,2012-10-01,0,1,0,1,1
TOCO,atencion odontologica,otras acciones,2012-10-01,9,19,9,19,28
TOLATA,atencion odontologica,otras acciones,2012-10-01,43,100,43,100,143
TOLEDO,atencion odontologica,otras acciones,2012-10-01,8,18,8,18,26
TOMAVE,atencion odontologica,otras acciones,2012-10-01,27,29,27,29,56
TOMINA,atencion odontologica,otras acciones,2012-10-01,423,509,423,509,932
TORO TORO,atencion odontologica,otras acciones,2012-10-01,40,82,40,82,122
TOTORA(CBBA),atencion odontologica,otras acciones,2012-10-01,32,51,32,51,83
TOTORA(ORR),atencion odontologica,otras acciones,2012-10-01,5,12,5,12,17
TRINIDAD,atencion odontologica,otras acciones,2012-10-01,63,126,63,126,189
TUPIZA,atencion odontologica,otras acciones,2012-10-01,27,127,27,127,154
TURCO,atencion odontologica,otras acciones,2012-10-01,9,29,9,29,38
UMALA,atencion odontologica,otras acciones,2012-10-01,3,1,3,1,4
UNCIA,atencion odontologica,otras acciones,2012-10-01,10,17,10,17,27
URIONDO (A. CONCEPCION),atencion odontologica,otras acciones,2012-10-01,54,121,54,121,175
UYUNI,atencion odontologica,otras acciones,2012-10-01,12,11,12,11,23
VACAS,atencion odontologica,otras acciones,2012-10-01,27,49,27,49,76
VALLEGRANDE,atencion odontologica,otras acciones,2012-10-01,22,44,22,44,66
VIACHA,atencion odontologica,otras acciones,2012-10-01,130,156,130,156,286
VILA VILA,atencion odontologica,otras acciones,2012-10-01,0,3,0,3,3
VILLA CHARCAS,atencion odontologica,otras acciones,2012-10-01,9,14,9,14,23
VILLA MONTES,atencion odontologica,otras acciones,2012-10-01,130,228,130,228,358
VILLA RIVERO,atencion odontologica,otras acciones,2012-10-01,8,12,8,12,20
VILLA SERRANO,atencion odontologica,otras acciones,2012-10-01,35,39,35,39,74
VILLA TUNARI,atencion odontologica,otras acciones,2012-10-01,35,61,35,61,96
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,otras acciones,2012-10-01,2,2,2,2,4
VILLAZON,atencion odontologica,otras acciones,2012-10-01,87,184,87,184,271
VINTO,atencion odontologica,otras acciones,2012-10-01,6,18,6,18,24
VITICHI,atencion odontologica,otras acciones,2012-10-01,69,81,69,81,150
WARNES,atencion odontologica,otras acciones,2012-10-01,19,14,19,14,33
YACO,atencion odontologica,otras acciones,2012-10-01,9,12,9,12,21
YACUIBA,atencion odontologica,otras acciones,2012-10-01,70,99,70,99,169
YAMPARAEZ,atencion odontologica,otras acciones,2012-10-01,33,69,33,69,102
YAPACANI,atencion odontologica,otras acciones,2012-10-01,3,17,3,17,20
YOCALLA,atencion odontologica,otras acciones,2012-10-01,57,41,57,41,98
YOTALA,atencion odontologica,otras acciones,2012-10-01,19,38,19,38,57
YUNCHARA,atencion odontologica,otras acciones,2012-10-01,9,9,9,9,18
ZUDAÑEZ,atencion odontologica,otras acciones,2012-10-01,7,6,7,6,13
ACHACACHI,atencion odontologica,otras acciones,2012-11-01,29,72,29,72,101
ACHOCALLA,atencion odontologica,otras acciones,2012-11-01,15,17,15,17,32
ALALAY,atencion odontologica,otras acciones,2012-11-01,1,1,1,1,2
ALCALA,atencion odontologica,otras acciones,2012-11-01,14,28,14,28,42
ALTO BENI,atencion odontologica,otras acciones,2012-11-01,5,7,5,7,12
ANCORAIMES,atencion odontologica,otras acciones,2012-11-01,5,2,5,2,7
ANDAMARCA,atencion odontologica,otras acciones,2012-11-01,14,22,14,22,36
ANTEQUERA,atencion odontologica,otras acciones,2012-11-01,26,38,26,38,64
ANZALDO,atencion odontologica,otras acciones,2012-11-01,3,7,3,7,10
APOLO,atencion odontologica,otras acciones,2012-11-01,5,3,5,3,8
ARAMPAMPA,atencion odontologica,otras acciones,2012-11-01,3,1,3,1,4
ARANI,atencion odontologica,otras acciones,2012-11-01,19,24,19,24,43
ARBIETO,atencion odontologica,otras acciones,2012-11-01,1,4,1,4,5
ARQUE,atencion odontologica,otras acciones,2012-11-01,9,6,9,6,15
ASCENCION DE GUARAYOS,atencion odontologica,otras acciones,2012-11-01,6,13,6,13,19
ATOCHA,atencion odontologica,otras acciones,2012-11-01,113,124,113,124,237
AYATA,atencion odontologica,otras acciones,2012-11-01,5,20,5,20,25
AYO AYO,atencion odontologica,otras acciones,2012-11-01,2,2,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,otras acciones,2012-11-01,32,35,32,35,67
AZURDUY,atencion odontologica,otras acciones,2012-11-01,23,54,23,54,77
BAURES,atencion odontologica,otras acciones,2012-11-01,20,11,20,11,31
BELEN DE URMIRI,atencion odontologica,otras acciones,2012-11-01,1,3,1,3,4
BELLA FLOR,atencion odontologica,otras acciones,2012-11-01,0,1,0,1,1
BERMEJO,atencion odontologica,otras acciones,2012-11-01,51,31,51,31,82
BETANZOS,atencion odontologica,otras acciones,2012-11-01,17,18,17,18,35
BOLIVAR,atencion odontologica,otras acciones,2012-11-01,8,37,8,37,45
BOYUIBE,atencion odontologica,otras acciones,2012-11-01,1,3,1,3,4
BUENA VISTA,atencion odontologica,otras acciones,2012-11-01,5,24,5,24,29
CABEZAS,atencion odontologica,otras acciones,2012-11-01,30,60,30,60,90
CAIROMA,atencion odontologica,otras acciones,2012-11-01,15,31,15,31,46
"CAIZA ""D""",atencion odontologica,otras acciones,2012-11-01,22,30,22,30,52
CAJUATA,atencion odontologica,otras acciones,2012-11-01,2,1,2,1,3
CALACOTO,atencion odontologica,otras acciones,2012-11-01,10,4,10,4,14
CALAMARCA,atencion odontologica,otras acciones,2012-11-01,18,23,18,23,41
CAMARGO,atencion odontologica,otras acciones,2012-11-01,84,157,84,157,241
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,otras acciones,2012-11-01,60,121,60,121,181
CAMIRI,atencion odontologica,otras acciones,2012-11-01,132,201,132,201,333
CAPINOTA,atencion odontologica,otras acciones,2012-11-01,12,14,12,14,26
CAQUIAVIRI,atencion odontologica,otras acciones,2012-11-01,8,8,8,8,16
CARACOLLO,atencion odontologica,otras acciones,2012-11-01,56,79,56,79,135
CARANAVI,atencion odontologica,otras acciones,2012-11-01,38,38,38,38,76
CARAPARI,atencion odontologica,otras acciones,2012-11-01,35,34,35,34,69
CARIPUYO,atencion odontologica,otras acciones,2012-11-01,18,20,18,20,38
CARMEN RIVERO TORREZ,atencion odontologica,otras acciones,2012-11-01,31,51,31,51,82
CHALLAPATA,atencion odontologica,otras acciones,2012-11-01,68,76,68,76,144
CHAQUI,atencion odontologica,otras acciones,2012-11-01,11,7,11,7,18
CHARAGUA,atencion odontologica,otras acciones,2012-11-01,1,2,1,2,3
CHARAÑA,atencion odontologica,otras acciones,2012-11-01,0,2,0,2,2
CHAYANTA,atencion odontologica,otras acciones,2012-11-01,27,44,27,44,71
CHIMORE,atencion odontologica,otras acciones,2012-11-01,10,8,10,8,18
CHIPAYA,atencion odontologica,otras acciones,2012-11-01,11,12,11,12,23
CHOQUE COTA,atencion odontologica,otras acciones,2012-11-01,9,19,9,19,28
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,otras acciones,2012-11-01,14,24,14,24,38
CHUMA,atencion odontologica,otras acciones,2012-11-01,11,15,11,15,26
CKOCHAS,atencion odontologica,otras acciones,2012-11-01,11,20,11,20,31
CLIZA,atencion odontologica,otras acciones,2012-11-01,60,76,60,76,136
COBIJA,atencion odontologica,otras acciones,2012-11-01,50,147,50,147,197
COCAPATA,atencion odontologica,otras acciones,2012-11-01,5,0,5,0,5
COCHABAMBA,atencion odontologica,otras acciones,2012-11-01,798,1008,798,1008,1806
COIPASA,atencion odontologica,otras acciones,2012-11-01,5,4,5,4,9
COLCAPIRHUA,atencion odontologica,otras acciones,2012-11-01,72,120,72,120,192
"COLCHA ""K""",atencion odontologica,otras acciones,2012-11-01,9,20,9,20,29
COLLANA,atencion odontologica,otras acciones,2012-11-01,14,18,14,18,32
COLOMI,atencion odontologica,otras acciones,2012-11-01,2,11,2,11,13
COLQUECHACA,atencion odontologica,otras acciones,2012-11-01,59,154,59,154,213
COLQUIRI,atencion odontologica,otras acciones,2012-11-01,38,65,38,65,103
COMANCHE,atencion odontologica,otras acciones,2012-11-01,7,20,7,20,27
COMARAPA,atencion odontologica,otras acciones,2012-11-01,54,101,54,101,155
COPACABANA,atencion odontologica,otras acciones,2012-11-01,6,11,6,11,17
CORIPATA,atencion odontologica,otras acciones,2012-11-01,5,17,5,17,22
CORO CORO,atencion odontologica,otras acciones,2012-11-01,1,6,1,6,7
COROICO,atencion odontologica,otras acciones,2012-11-01,9,7,9,7,16
CORQUE,atencion odontologica,otras acciones,2012-11-01,2,12,2,12,14
COTAGAITA,atencion odontologica,otras acciones,2012-11-01,61,147,61,147,208
COTOCA,atencion odontologica,otras acciones,2012-11-01,2,1,2,1,3
CUATRO CAÑADAS,atencion odontologica,otras acciones,2012-11-01,35,51,35,51,86
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,otras acciones,2012-11-01,0,1,0,1,1
CUEVO,atencion odontologica,otras acciones,2012-11-01,31,31,31,31,62
CULPINA,atencion odontologica,otras acciones,2012-11-01,40,45,40,45,85
CURAHUARA DE CARANGAS,atencion odontologica,otras acciones,2012-11-01,12,18,12,18,30
CURVA,atencion odontologica,otras acciones,2012-11-01,10,11,10,11,21
DESAGUADERO,atencion odontologica,otras acciones,2012-11-01,25,32,25,32,57
EL ALTO,atencion odontologica,otras acciones,2012-11-01,1330,1924,1330,1924,3254
EL PUENTE(STC),atencion odontologica,otras acciones,2012-11-01,23,17,23,17,40
EL PUENTE(TJA),atencion odontologica,otras acciones,2012-11-01,11,17,11,17,28
EL TORNO,atencion odontologica,otras acciones,2012-11-01,11,19,11,19,30
ENTRE RIOS TRJ,atencion odontologica,otras acciones,2012-11-01,10,33,10,33,43
ENTRE RIOS CBBA,atencion odontologica,otras acciones,2012-11-01,61,74,61,74,135
ESCOMA,atencion odontologica,otras acciones,2012-11-01,6,2,6,2,8
EUCALIPTUS,atencion odontologica,otras acciones,2012-11-01,3,14,3,14,17
FERNANDEZ ALONSO,atencion odontologica,otras acciones,2012-11-01,14,36,14,36,50
FILADELFIA,atencion odontologica,otras acciones,2012-11-01,3,9,3,9,12
GENERAL SAAVEDRA,atencion odontologica,otras acciones,2012-11-01,5,8,5,8,13
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,otras acciones,2012-11-01,18,16,18,16,34
GUAQUI,atencion odontologica,otras acciones,2012-11-01,22,33,22,33,55
GUAYARAMERIN,atencion odontologica,otras acciones,2012-11-01,4,38,4,38,42
GUTIERREZ,atencion odontologica,otras acciones,2012-11-01,15,46,15,46,61
HUACARETA,atencion odontologica,otras acciones,2012-11-01,123,190,123,190,313
HUACAYA (VILLA DE HUACAYA),atencion odontologica,otras acciones,2012-11-01,11,20,11,20,31
HUACHACALLA,atencion odontologica,otras acciones,2012-11-01,20,30,20,30,50
HUANUNI,atencion odontologica,otras acciones,2012-11-01,17,42,17,42,59
HUARACAJE,atencion odontologica,otras acciones,2012-11-01,2,1,2,1,3
HUARINA,atencion odontologica,otras acciones,2012-11-01,4,5,4,5,9
HUAYLLAMARCA,atencion odontologica,otras acciones,2012-11-01,21,37,21,37,58
HUMANATA,atencion odontologica,otras acciones,2012-11-01,7,5,7,5,12
ICHOCA,atencion odontologica,otras acciones,2012-11-01,3,1,3,1,4
ICLA,atencion odontologica,otras acciones,2012-11-01,2,11,2,11,13
INCAHUASI,atencion odontologica,otras acciones,2012-11-01,4,11,4,11,15
INGAVI (HUMAITA),atencion odontologica,otras acciones,2012-11-01,7,10,7,10,17
INQUISIVI,atencion odontologica,otras acciones,2012-11-01,1,1,1,1,2
IRUPANA (VILLA DE LANZA),atencion odontologica,otras acciones,2012-11-01,36,37,36,37,73
IXIAMAS,atencion odontologica,otras acciones,2012-11-01,22,23,22,23,45
JESUS DE MACHACA,atencion odontologica,otras acciones,2012-11-01,30,41,30,41,71
LA ASUNTA,atencion odontologica,otras acciones,2012-11-01,16,35,16,35,51
LA GUARDIA,atencion odontologica,otras acciones,2012-11-01,65,165,65,165,230
LA PAZ,atencion odontologica,otras acciones,2012-11-01,2781,3705,2781,3705,6486
LAJA,atencion odontologica,otras acciones,2012-11-01,5,6,5,6,11
LICOMA PAMPA,atencion odontologica,otras acciones,2012-11-01,3,1,3,1,4
LLALLAGUA,atencion odontologica,otras acciones,2012-11-01,68,190,68,190,258
LLICA,atencion odontologica,otras acciones,2012-11-01,35,64,35,64,99
LORETO,atencion odontologica,otras acciones,2012-11-01,3,3,3,3,6
LURIBAY,atencion odontologica,otras acciones,2012-11-01,11,11,11,11,22
MACHACAMARCA,atencion odontologica,otras acciones,2012-11-01,9,19,9,19,28
MACHARETI,atencion odontologica,otras acciones,2012-11-01,1,1,1,1,2
MAGDALENA,atencion odontologica,otras acciones,2012-11-01,7,5,7,5,12
MAIRANA,atencion odontologica,otras acciones,2012-11-01,23,60,23,60,83
MALLA,atencion odontologica,otras acciones,2012-11-01,1,2,1,2,3
MAPIRI,atencion odontologica,otras acciones,2012-11-01,4,28,4,28,32
MECAPACA,atencion odontologica,otras acciones,2012-11-01,0,4,0,4,4
MINEROS,atencion odontologica,otras acciones,2012-11-01,8,25,8,25,33
