,group,variable,month,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,CONSULTAS NUEVAS MENORES DE 5 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
EL TORNO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,82,75,82,75,157
EL VILLAR,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,14,10,14,10,24
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,20,19,20,19,39
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,66,142,66,142,208
ESCOMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,3,0,3,0,3
EUCALIPTUS,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,30,19,30,19,49
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,25,81,25,81,106
FILADELFIA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,30,24,30,24,54
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,29,24,29,24,53
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,18,26,18,26,44
GUANAY,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,15,20,15,20,35
GUAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,6,9,6,9,15
GUAYARAMERIN,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,25,28,25,28,53
GUTIERREZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,44,41,44,41,85
HUACARETA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,154,148,154,148,302
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,9,15,9,15,24
HUACHACALLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,8,11,8,11,19
HUANUNI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,39,45,39,45,84
HUARACAJE,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,16,25,16,25,41
HUARINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,1,2,1,2,3
HUAYLLAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,11,15,11,15,26
HUMANATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,1,7,1,7,8
ICHOCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,28,33,28,33,61
ICLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,88,80,88,80,168
INCAHUASI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,8,8,8,8,16
INGAVI (HUMAITA),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,5,16,5,16,21
INQUISIVI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,9,17,9,17,26
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,41,52,41,52,93
IXIAMAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,10,13,10,13,23
JESUS DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,24,14,24,14,38
LA ASUNTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,25,13,25,13,38
LA GUARDIA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,103,101,103,101,204
LA PAZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,2875,2963,2875,2963,5838
LAGUNILLAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,16,9,16,9,25
LAJA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,20,53,20,53,73
LAS CARRERAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,4,4,4,4,8
LICOMA PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,11,0,11,0,11
LLALLAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,179,129,179,129,308
LLICA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,17,10,17,10,27
LORETO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,0,1,0,1,1
LURIBAY,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,31,24,31,24,55
MACHACAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,7,6,7,6,13
MACHARETI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,70,73,70,73,143
MAGDALENA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,3,5,3,5,8
MAIRANA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,34,43,34,43,77
MALLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,3,5,3,5,8
MAPIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,24,56,24,56,80
MECAPACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,5,6,5,6,11
MINEROS,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,34,24,34,24,58
MIZQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,49,43,49,43,92
MOCOMOCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,11,2,11,2,13
MOJOCOYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,6,6,6,6,12
MONTEAGUDO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,207,166,207,166,373
MONTERO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,261,313,261,313,574
MORO MORO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,33,27,33,27,60
MOROCHATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,48,46,48,46,94
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,17,11,17,11,28
OCURI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,20,10,20,10,30
OKINAWA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,12,17,12,17,29
OMEREQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,14,15,14,15,29
ORURO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,824,835,824,835,1659
PADCAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,22,6,22,6,28
PADILLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,15,16,15,16,31
PAILON,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,56,32,56,32,88
PALCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,42,55,42,55,97
PALOS BLANCOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,32,20,32,20,52
PAMPA AULLAGAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,20,27,20,27,47
PAMPA GRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,36,37,36,37,73
PAPEL PAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,21,29,21,29,50
PASORAPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,17,24,17,24,41
PATACAMAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,106,104,106,104,210
PAZÑA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,1,13,1,13,14
PELECHUCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,22,15,22,15,37
POCOATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,125,123,125,123,248
POCONA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,36,63,36,63,99
POJO (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,91,111,91,111,202
POOPO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,26,34,26,34,60
PORCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,14,15,14,15,29
POROMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,58,68,58,68,126
PORONGO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,3,5,3,5,8
PORTACHUELO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,66,45,66,45,111
PORVENIR,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,107,72,107,72,179
POSTRER VALLE,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,14,7,14,7,21
POTOSI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,477,465,477,465,942
PRESTO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,43,23,43,23,66
PUCARA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,38,56,38,56,94
PUCARANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,27,53,27,53,80
PUERTO ACOSTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,1,7,1,7,8
PUERTO CARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,10,5,10,5,15
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,95,86,95,86,181
PUERTO PEREZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,5,3,5,3,8
PUERTO QUIJARRO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,84,62,84,62,146
PUERTO RICO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,69,68,69,68,137
PUERTO SUAREZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,73,63,73,63,136
PUERTO VILLARROEL,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,181,231,181,231,412
PUNA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,22,14,22,14,36
PUNATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,94,82,94,82,176
QUIABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,6,0,6,0,6
QUILLACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,566,554,566,554,1120
QUIME,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,55,48,55,48,103
RAVELO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,6,4,6,4,10
REYES,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,2,4,2,4,6
RIBERALTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,78,114,78,114,192
ROBORE,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,2,11,2,11,13
RURRENABAQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,20,27,20,27,47
SABAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,6,6,6,6,12
SACABA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,412,298,412,298,710
SACABAMBA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,13,10,13,10,23
SACACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,8,23,8,23,31
SAIPINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,8,15,8,15,23
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,86,67,86,67,153
SAMAIPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,31,60,31,60,91
SAN ANDRES,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,12,13,12,13,25
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,20,13,20,13,33
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,6,6,6,6,12
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,2,1,2,1,3
SAN BENITO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,316,143,316,143,459
SAN BORJA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,29,14,29,14,43
SAN BUENA VENTURA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,26,23,26,23,49
SAN CARLOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,33,37,33,37,70
SAN IGNACIO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,90,97,90,97,187
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,83,92,83,92,175
SAN JAVIER(STC),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,20,26,20,26,46
SAN JOAQUIN,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,1,0,1,0,1
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,48,61,48,61,109
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,4,11,4,11,15
SAN JULIAN,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,28,24,28,24,52
SAN LORENZO(PND),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,20,13,20,13,33
SAN LORENZO(TJA),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,58,59,58,59,117
SAN LUCAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,29,46,29,46,75
SAN MATIAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,5,10,5,10,15
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,87,84,87,84,171
SAN PEDRO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,28,34,28,34,62
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,34,21,34,21,55
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,2,6,2,6,8
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,9,10,9,10,19
SAN RAFAEL,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,56,50,56,50,106
SAN RAMON BENI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,0,2,0,2,2
SAN RAMON SCZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,45,67,45,67,112
SANTA ANA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,41,18,41,18,59
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,1947,2197,1947,2197,4144
SANTA ROSA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,3,5,3,5,8
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,61,65,61,65,126
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,1,0,1,0,1
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,78,40,78,40,118
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,32,24,32,24,56
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,17,20,17,20,37
SANTIVAÑES,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,6,8,6,8,14
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,28,45,28,45,73
SAPAHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,21,10,21,10,31
SENA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,34,51,34,51,85
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,33,37,33,37,70
SICAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,17,10,17,10,27
SIPE SIPE,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,138,142,138,142,280
SOPACHUY,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,36,33,36,33,69
SORACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,20,26,20,26,46
SORATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,17,25,17,25,42
SUCRE,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,1625,1470,1625,1470,3095
TACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,0,2,0,2,2
TACACOMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,6,8,6,8,14
TACOPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,0,2,0,2,2
TAHUA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,4,0,4,0,4
TAPACARI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,30,57,30,57,87
TARABUCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,185,389,185,389,574
TARACO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,23,7,23,7,30
TARATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,50,50,50,50,100
TARIJA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,167,137,167,137,304
TARVITA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,79,58,79,58,137
TEOPONTE,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,9,7,9,7,16
TIAWANACU,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,26,15,26,15,41
TINGUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,36,25,36,25,61
TIPUANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,3,3,3,3,6
TIQUIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,789,857,789,857,1646
TIRAQUE (CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,11,31,11,31,42
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,2,0,2,0,2
TOCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,20,17,20,17,37
TOLATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,0,1,0,1,1
TOLEDO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,3,4,3,4,7
TOMAVE,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,29,33,29,33,62
TOMINA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,54,94,54,94,148
TORO TORO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,14,8,14,8,22
TOTORA(CBBA),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,23,21,23,21,44
TOTORA(ORR),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,1,3,1,3,4
TRIGAL,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,10,14,10,14,24
TRINIDAD,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,116,153,116,153,269
TUPIZA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,91,68,91,68,159
TURCO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,9,10,9,10,19
UMALA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,50,64,50,64,114
UNCIA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,35,18,35,18,53
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,18,17,18,17,35
URUBICHA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,11,11,11,11,22
UYUNI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,25,38,25,38,63
VACAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,20,24,20,24,44
VALLEGRANDE,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,198,233,198,233,431
VIACHA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,364,303,364,303,667
VILA VILA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,9,6,9,6,15
VILLA CHARCAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,17,10,17,10,27
VILLA MONTES,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,38,32,38,32,70
VILLA RIVERO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,23,15,23,15,38
VILLA SERRANO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,72,52,72,52,124
VILLA TUNARI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,171,280,171,280,451
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,140,110,140,110,250
VILLAZON,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,185,159,185,159,344
VINTO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,78,94,78,94,172
VITICHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,10,10,10,10,20
WALDO BALLIVIAN,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,1,17,1,17,18
WARNES,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,41,53,41,53,94
YACO,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,7,2,7,2,9
YACUIBA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,23,18,23,18,41
YAMPARAEZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,99,125,99,125,224
YANACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,8,2,8,2,10
YAPACANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,64,70,64,70,134
YOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,29,24,29,24,53
YOTALA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,18,58,18,58,76
YUNCHARA,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,10,4,10,4,14
ZUDAÑEZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-11-01,24,15,24,15,39
ACACIO,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,3,8,3,8,11
ACHACACHI,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,286,254,286,254,540
ACHOCALLA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,51,22,51,22,73
AIQUILE,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,103,59,103,59,162
ALCALA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,86,74,86,74,160
ALTO BENI,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,11,23,11,23,34
ANCORAIMES,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,4,5,4,5,9
ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,10,5,10,5,15
ANTEQUERA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,10,10,10,10,20
ANZALDO,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,2,1,2,1,3
APOLO,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,37,39,37,39,76
ARAMPAMPA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,1,3,1,3,4
ARANI,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,85,30,85,30,115
ARBIETO,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,45,83,45,83,128
ARQUE,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,5,22,5,22,27
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,12,51,12,51,63
ATOCHA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,13,12,13,12,25
AUCAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,6,7,6,7,13
AYATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,22,2,22,2,24
AYO AYO,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,7,2,7,2,9
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,75,83,75,83,158
AZURDUY,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,25,33,25,33,58
BATALLAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,32,37,32,37,69
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,19,14,19,14,33
BELEN DE URMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,6,1,6,1,7
BELLA FLOR,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,39,23,39,23,62
BERMEJO,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,15,14,15,14,29
BETANZOS,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,30,19,30,19,49
BOLIVAR,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,2,6,2,6,8
BOLPEBRA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,43,38,43,38,81
BOYUIBE,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,6,3,6,3,9
BUENA VISTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,1,0,1,0,1
CABEZAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,26,30,26,30,56
CAIROMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,1,5,1,5,6
"CAIZA ""D""",atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,3,15,3,15,18
CAJUATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,14,32,14,32,46
CALACOTO,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,9,2,9,2,11
CALAMARCA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,49,52,49,52,101
CAMARGO,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,31,69,31,69,100
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,14,8,14,8,22
CAMIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,68,78,68,78,146
CAPINOTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,75,68,75,68,143
CAQUIAVIRI,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,13,11,13,11,24
CARACOLLO,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,19,34,19,34,53
CARANAVI,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,53,49,53,49,102
CARAPARI,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,10,9,10,9,19
CARIPUYO,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,27,25,27,25,52
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,12,21,12,21,33
CATACORA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,2,0,2,0,2
CHALLAPATA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,121,116,121,116,237
CHAQUI,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,10,13,10,13,23
CHARAGUA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,16,19,16,19,35
CHARAÑA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,0,1,0,1,1
CHAYANTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,17,11,17,11,28
CHIMORE,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,55,42,55,42,97
CHIPAYA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,1,8,1,8,9
CHOQUE COTA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,4,3,4,3,7
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,52,40,52,40,92
CHUMA,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,11,12,11,12,23
CKOCHAS,atencion odontologica,consultas nuevas menores de 5 anos,2012-12-01,0,3,0,3,3
