,group,variable,month,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,CONSULTAS NUEVAS A MUJER EMBARAZADA O PUÉRPERA CANTIDAD,TOTALES,TOTALES,TOTALES
COPACABANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,28,0,28,28
CORIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,4,0,4,4
CORO CORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,5,0,5,5
COROICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,19,0,19,19
CORQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,14,0,14,14
COTAGAITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,13,0,13,13
COTOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,116,0,116,116
CUATRO CAÑADAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,51,0,51,51
CUEVO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,15,0,15,15
CULPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,33,0,33,33
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,5,0,5,5
CURVA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,11,0,11,11
DESAGUADERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,10,0,10,10
EL ALTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,1203,0,1203,1203
EL PUENTE(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,48,0,48,48
EL PUENTE(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,4,0,4,4
EL TORNO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,42,0,42,42
EL VILLAR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,9,0,9,9
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,12,0,12,12
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,149,0,149,149
EUCALIPTUS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,28,0,28,28
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,6,0,6,6
FILADELFIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,23,0,23,23
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,19,0,19,19
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,13,0,13,13
GUANAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,9,0,9,9
GUAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,11,0,11,11
GUAYARAMERIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,177,0,177,177
GUTIERREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,36,0,36,36
HUACARETA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,49,0,49,49
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,39,0,39,39
HUACHACALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,1,0,1,1
HUANUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,18,0,18,18
HUARACAJE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,17,0,17,17
HUAYLLAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,7,0,7,7
HUMANATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,4,0,4,4
ICHOCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,24,0,24,24
ICLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,27,0,27,27
INCAHUASI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,31,0,31,31
INQUISIVI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,13,0,13,13
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,15,0,15,15
JESUS DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,10,0,10,10
LA ASUNTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,41,0,41,41
LA GUARDIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,100,0,100,100
LA PAZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,1811,0,1811,1811
LAGUNILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,5,0,5,5
LAJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,10,0,10,10
LAS CARRERAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,5,0,5,5
LLALLAGUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,162,0,162,162
LLICA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,1,0,1,1
LURIBAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,16,0,16,16
MACHACAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,8,0,8,8
MACHARETI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,20,0,20,20
MAGDALENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,17,0,17,17
MAIRANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,47,0,47,47
MALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,2,0,2,2
MECAPACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,7,0,7,7
MINEROS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,9,0,9,9
MIZQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,49,0,49,49
MOCOMOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,10,0,10,10
MOJOCOYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,11,0,11,11
MONTEAGUDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,204,0,204,204
MONTERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,167,0,167,167
MORO MORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,9,0,9,9
MOROCHATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,27,0,27,27
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,4,0,4,4
OCURI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,29,0,29,29
OKINAWA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,13,0,13,13
OMEREQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,8,0,8,8
ORURO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,558,0,558,558
PADCAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,1,0,1,1
PADILLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,41,0,41,41
PAILON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,12,0,12,12
PALCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,26,0,26,26
PALOS BLANCOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,30,0,30,30
PAMPA AULLAGAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,7,0,7,7
PAMPA GRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,22,0,22,22
PAPEL PAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,10,0,10,10
PATACAMAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,60,0,60,60
PAZÑA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,4,0,4,4
PELECHUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,42,0,42,42
POCOATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,82,0,82,82
POCONA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,80,0,80,80
POJO (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,96,0,96,96
POOPO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,10,0,10,10
PORCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,24,0,24,24
POROMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,76,0,76,76
PORONGO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,16,0,16,16
PORTACHUELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,63,0,63,63
PORVENIR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,13,0,13,13
POSTRER VALLE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,12,0,12,12
POTOSI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,300,0,300,300
PRESTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,15,0,15,15
PUCARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,13,0,13,13
PUCARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,46,0,46,46
PUERTO ACOSTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,6,0,6,6
PUERTO CARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,1,0,1,1
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,14,0,14,14
PUERTO PEREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,11,0,11,11
PUERTO QUIJARRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,20,0,20,20
PUERTO RICO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,26,0,26,26
PUERTO SUAREZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,148,0,148,148
PUERTO VILLARROEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,140,0,140,140
PUNA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,16,0,16,16
PUNATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,218,0,218,218
QUILLACOLLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,305,0,305,305
QUIME,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,27,0,27,27
QUIRUSILLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,8,0,8,8
RAVELO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,14,0,14,14
REYES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,13,0,13,13
RIBERALTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,324,0,324,324
ROBORE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,12,0,12,12
RURRENABAQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,33,0,33,33
SABAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,2,0,2,2
SACABA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,380,0,380,380
SACACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,32,0,32,32
SAIPINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,67,0,67,67
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,63,0,63,63
SAMAIPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,103,0,103,103
SAN ANDRES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,1,0,1,1
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,16,0,16,16
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,5,0,5,5
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,8,0,8,8
SAN BENITO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,26,0,26,26
SAN BORJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,55,0,55,55
SAN BUENA VENTURA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,10,0,10,10
SAN CARLOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,60,0,60,60
SAN IGNACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,132,0,132,132
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,36,0,36,36
SAN JAVIER(BNI),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,9,0,9,9
SAN JAVIER(STC),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,14,0,14,14
SAN JOAQUIN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,15,0,15,15
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,15,0,15,15
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,12,0,12,12
SAN JULIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,9,0,9,9
SAN LORENZO(TJA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,18,0,18,18
SAN LUCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,50,0,50,50
SAN MATIAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,17,0,17,17
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,21,0,21,21
SAN PEDRO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,17,0,17,17
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,81,0,81,81
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,2,0,2,2
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,6,0,6,6
SAN RAFAEL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,49,0,49,49
SAN RAMON BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,8,0,8,8
SAN RAMON SCZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,50,0,50,50
SANTA ANA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,143,0,143,143
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,2177,0,2177,2177
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,66,0,66,66
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,6,0,6,6
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,11,0,11,11
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,11,0,11,11
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,8,0,8,8
SANTIVAÑES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,4,0,4,4
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,18,0,18,18
SAPAHAQUI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,7,0,7,7
SENA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,18,0,18,18
SHINAOTA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,106,0,106,106
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,14,0,14,14
SICAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,18,0,18,18
SIPE SIPE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,139,0,139,139
SOPACHUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,38,0,38,38
SORACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,9,0,9,9
SORATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,17,0,17,17
SUCRE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,1141,0,1141,1141
TACACOMA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,21,0,21,21
TACOPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,22,0,22,22
TAHUA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,2,0,2,2
TAPACARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,76,0,76,76
TARABUCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,74,0,74,74
TARACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,30,0,30,30
TARATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,24,0,24,24
TARIJA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,292,0,292,292
TARVITA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,68,0,68,68
TEOPONTE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,42,0,42,42
TIAWANACU,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,30,0,30,30
TINGUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,7,0,7,7
TIPUANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,6,0,6,6
TIQUIPAYA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,552,0,552,552
TIRAQUE (CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,68,0,68,68
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,2,0,2,2
TOCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,22,0,22,22
TOLATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,10,0,10,10
TOLEDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,12,0,12,12
TOMAVE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,12,0,12,12
TOMINA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,101,0,101,101
TORO TORO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,40,0,40,40
TOTORA(CBBA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,27,0,27,27
TOTORA(ORR),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,1,0,1,1
TRIGAL,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,4,0,4,4
TRINIDAD,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,208,0,208,208
TUPIZA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,101,0,101,101
TURCO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,17,0,17,17
UMALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,1,0,1,1
UNCIA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,55,0,55,55
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,16,0,16,16
URUBICHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,7,0,7,7
UYUNI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,23,0,23,23
VACAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,16,0,16,16
VALLEGRANDE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,106,0,106,106
VIACHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,60,0,60,60
VILA VILA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,1,0,1,1
VILLA CHARCAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,23,0,23,23
VILLA MONTES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,51,0,51,51
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,1,0,1,1
VILLA RIVERO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,61,0,61,61
VILLA SERRANO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,33,0,33,33
VILLA TUNARI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,313,0,313,313
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,39,0,39,39
VILLAZON,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,122,0,122,122
VINTO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,65,0,65,65
VITICHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,20,0,20,20
WALDO BALLIVIAN,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,4,0,4,4
WARNES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,58,0,58,58
YACO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,15,0,15,15
YACUIBA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,54,0,54,54
YAMPARAEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,279,0,279,279
YAPACANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,125,0,125,125
YOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,2,0,2,2
YOTALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,29,0,29,29
YUNCHARA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,4,0,4,4
ZUDAÑEZ,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-10-01,0,17,0,17,17
ACACIO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,4,0,4,4
ACHACACHI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,117,0,117,117
ACHOCALLA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,43,0,43,43
AIQUILE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,62,0,62,62
ALALAY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,6,0,6,6
ALCALA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,36,0,36,36
ALTO BENI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,9,0,9,9
ANCORAIMES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,4,0,4,4
ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,2,0,2,2
ANZALDO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,22,0,22,22
APOLO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,36,0,36,36
ARAMPAMPA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,6,0,6,6
ARANI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,34,0,34,34
ARBIETO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,41,0,41,41
ARQUE,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,52,0,52,52
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,27,0,27,27
ATOCHA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,14,0,14,14
AUCAPATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,18,0,18,18
AYATA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,18,0,18,18
AYO AYO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,6,0,6,6
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,46,0,46,46
AZURDUY,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,14,0,14,14
BATALLAS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,27,0,27,27
BAURES,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,12,0,12,12
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,4,0,4,4
BELEN DE URMIRI,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,6,0,6,6
BELLA FLOR,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,7,0,7,7
BERMEJO,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,57,0,57,57
BETANZOS,atencion odontologica,consultas nuevas a mujer embarazada o puerpera,2012-11-01,0,33,0,33,33
