,group,variable,month,ENDODONCIAS CANTIDAD,ENDODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
VILLA RIVERO,atencion odontologica,endodoncias,2012-09-01,2,1,2,1,3
VILLA SERRANO,atencion odontologica,endodoncias,2012-09-01,7,5,7,5,12
VILLA TUNARI,atencion odontologica,endodoncias,2012-09-01,20,45,20,45,65
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2012-09-01,5,7,5,7,12
VILLAZON,atencion odontologica,endodoncias,2012-09-01,47,55,47,55,102
VINTO,atencion odontologica,endodoncias,2012-09-01,8,16,8,16,24
VITICHI,atencion odontologica,endodoncias,2012-09-01,5,6,5,6,11
WARNES,atencion odontologica,endodoncias,2012-09-01,0,6,0,6,6
YACUIBA,atencion odontologica,endodoncias,2012-09-01,39,72,39,72,111
YAMPARAEZ,atencion odontologica,endodoncias,2012-09-01,4,10,4,10,14
YANACACHI,atencion odontologica,endodoncias,2012-09-01,2,2,2,2,4
YAPACANI,atencion odontologica,endodoncias,2012-09-01,6,35,6,35,41
YOTALA,atencion odontologica,endodoncias,2012-09-01,4,25,4,25,29
YUNCHARA,atencion odontologica,endodoncias,2012-09-01,8,9,8,9,17
ACACIO,atencion odontologica,endodoncias,2012-10-01,2,2,2,2,4
ACHACACHI,atencion odontologica,endodoncias,2012-10-01,38,49,38,49,87
ACHOCALLA,atencion odontologica,endodoncias,2012-10-01,0,6,0,6,6
AIQUILE,atencion odontologica,endodoncias,2012-10-01,6,23,6,23,29
ALCALA,atencion odontologica,endodoncias,2012-10-01,5,10,5,10,15
ALTO BENI,atencion odontologica,endodoncias,2012-10-01,3,1,3,1,4
ANCORAIMES,atencion odontologica,endodoncias,2012-10-01,1,5,1,5,6
ANDAMARCA,atencion odontologica,endodoncias,2012-10-01,1,2,1,2,3
ANTEQUERA,atencion odontologica,endodoncias,2012-10-01,2,6,2,6,8
ANZALDO,atencion odontologica,endodoncias,2012-10-01,0,4,0,4,4
ARAMPAMPA,atencion odontologica,endodoncias,2012-10-01,4,3,4,3,7
ARANI,atencion odontologica,endodoncias,2012-10-01,19,29,19,29,48
ARBIETO,atencion odontologica,endodoncias,2012-10-01,2,0,2,0,2
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2012-10-01,1,6,1,6,7
ATOCHA,atencion odontologica,endodoncias,2012-10-01,144,145,144,145,289
AYATA,atencion odontologica,endodoncias,2012-10-01,2,1,2,1,3
AYO AYO,atencion odontologica,endodoncias,2012-10-01,3,1,3,1,4
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2012-10-01,32,33,32,33,65
AZURDUY,atencion odontologica,endodoncias,2012-10-01,6,1,6,1,7
BATALLAS,atencion odontologica,endodoncias,2012-10-01,2,0,2,0,2
BAURES,atencion odontologica,endodoncias,2012-10-01,3,15,3,15,18
BELEN DE ANDAMARCA,atencion odontologica,endodoncias,2012-10-01,4,7,4,7,11
BERMEJO,atencion odontologica,endodoncias,2012-10-01,24,63,24,63,87
BETANZOS,atencion odontologica,endodoncias,2012-10-01,2,8,2,8,10
BOLIVAR,atencion odontologica,endodoncias,2012-10-01,7,8,7,8,15
BOYUIBE,atencion odontologica,endodoncias,2012-10-01,3,7,3,7,10
BUENA VISTA,atencion odontologica,endodoncias,2012-10-01,0,4,0,4,4
CABEZAS,atencion odontologica,endodoncias,2012-10-01,2,1,2,1,3
CAIROMA,atencion odontologica,endodoncias,2012-10-01,3,6,3,6,9
"CAIZA ""D""",atencion odontologica,endodoncias,2012-10-01,3,1,3,1,4
CAJUATA,atencion odontologica,endodoncias,2012-10-01,1,2,1,2,3
CALAMARCA,atencion odontologica,endodoncias,2012-10-01,4,15,4,15,19
CAMARGO,atencion odontologica,endodoncias,2012-10-01,17,34,17,34,51
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2012-10-01,2,4,2,4,6
CAMIRI,atencion odontologica,endodoncias,2012-10-01,39,53,39,53,92
CAPINOTA,atencion odontologica,endodoncias,2012-10-01,30,22,30,22,52
CARACOLLO,atencion odontologica,endodoncias,2012-10-01,7,20,7,20,27
CARANAVI,atencion odontologica,endodoncias,2012-10-01,10,5,10,5,15
CARAPARI,atencion odontologica,endodoncias,2012-10-01,26,27,26,27,53
CARIPUYO,atencion odontologica,endodoncias,2012-10-01,5,1,5,1,6
CHALLAPATA,atencion odontologica,endodoncias,2012-10-01,12,10,12,10,22
CHAQUI,atencion odontologica,endodoncias,2012-10-01,2,3,2,3,5
CHARAGUA,atencion odontologica,endodoncias,2012-10-01,7,18,7,18,25
CHARAÑA,atencion odontologica,endodoncias,2012-10-01,3,4,3,4,7
CHAYANTA,atencion odontologica,endodoncias,2012-10-01,3,8,3,8,11
CHIMORE,atencion odontologica,endodoncias,2012-10-01,5,20,5,20,25
CHIPAYA,atencion odontologica,endodoncias,2012-10-01,0,1,0,1,1
CHOQUE COTA,atencion odontologica,endodoncias,2012-10-01,3,6,3,6,9
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2012-10-01,6,15,6,15,21
CHUMA,atencion odontologica,endodoncias,2012-10-01,7,7,7,7,14
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,endodoncias,2012-10-01,0,2,0,2,2
CKOCHAS,atencion odontologica,endodoncias,2012-10-01,2,1,2,1,3
CLIZA,atencion odontologica,endodoncias,2012-10-01,10,17,10,17,27
COBIJA,atencion odontologica,endodoncias,2012-10-01,14,22,14,22,36
COCAPATA,atencion odontologica,endodoncias,2012-10-01,3,3,3,3,6
COCHABAMBA,atencion odontologica,endodoncias,2012-10-01,955,1129,955,1129,2084
COIPASA,atencion odontologica,endodoncias,2012-10-01,2,2,2,2,4
COLCAPIRHUA,atencion odontologica,endodoncias,2012-10-01,23,34,23,34,57
"COLCHA ""K""",atencion odontologica,endodoncias,2012-10-01,1,1,1,1,2
COLLANA,atencion odontologica,endodoncias,2012-10-01,4,4,4,4,8
COLOMI,atencion odontologica,endodoncias,2012-10-01,10,1,10,1,11
COLPA BELGICA,atencion odontologica,endodoncias,2012-10-01,0,1,0,1,1
COLQUECHACA,atencion odontologica,endodoncias,2012-10-01,4,6,4,6,10
COLQUENCHA,atencion odontologica,endodoncias,2012-10-01,6,11,6,11,17
COLQUIRI,atencion odontologica,endodoncias,2012-10-01,7,11,7,11,18
COMANCHE,atencion odontologica,endodoncias,2012-10-01,3,1,3,1,4
COMARAPA,atencion odontologica,endodoncias,2012-10-01,16,75,16,75,91
CONCEPCION,atencion odontologica,endodoncias,2012-10-01,2,3,2,3,5
CORO CORO,atencion odontologica,endodoncias,2012-10-01,16,43,16,43,59
COROICO,atencion odontologica,endodoncias,2012-10-01,19,31,19,31,50
CORQUE,atencion odontologica,endodoncias,2012-10-01,0,2,0,2,2
COTAGAITA,atencion odontologica,endodoncias,2012-10-01,12,21,12,21,33
COTOCA,atencion odontologica,endodoncias,2012-10-01,4,6,4,6,10
CUATRO CAÑADAS,atencion odontologica,endodoncias,2012-10-01,4,7,4,7,11
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,endodoncias,2012-10-01,2,1,2,1,3
CUEVO,atencion odontologica,endodoncias,2012-10-01,0,3,0,3,3
CULPINA,atencion odontologica,endodoncias,2012-10-01,5,5,5,5,10
CURVA,atencion odontologica,endodoncias,2012-10-01,0,1,0,1,1
DESAGUADERO,atencion odontologica,endodoncias,2012-10-01,4,7,4,7,11
EL ALTO,atencion odontologica,endodoncias,2012-10-01,389,509,389,509,898
EL PUENTE(STC),atencion odontologica,endodoncias,2012-10-01,2,4,2,4,6
EL PUENTE(TJA),atencion odontologica,endodoncias,2012-10-01,7,17,7,17,24
EL TORNO,atencion odontologica,endodoncias,2012-10-01,11,28,11,28,39
EL VILLAR,atencion odontologica,endodoncias,2012-10-01,10,18,10,18,28
ENTRE RIOS TRJ,atencion odontologica,endodoncias,2012-10-01,11,20,11,20,31
ENTRE RIOS CBBA,atencion odontologica,endodoncias,2012-10-01,2,7,2,7,9
ESCOMA,atencion odontologica,endodoncias,2012-10-01,3,4,3,4,7
EUCALIPTUS,atencion odontologica,endodoncias,2012-10-01,2,2,2,2,4
FERNANDEZ ALONSO,atencion odontologica,endodoncias,2012-10-01,5,15,5,15,20
FILADELFIA,atencion odontologica,endodoncias,2012-10-01,3,3,3,3,6
GENERAL SAAVEDRA,atencion odontologica,endodoncias,2012-10-01,0,3,0,3,3
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,endodoncias,2012-10-01,1,2,1,2,3
GUANAY,atencion odontologica,endodoncias,2012-10-01,10,9,10,9,19
GUAQUI,atencion odontologica,endodoncias,2012-10-01,8,1,8,1,9
GUAYARAMERIN,atencion odontologica,endodoncias,2012-10-01,7,19,7,19,26
GUTIERREZ,atencion odontologica,endodoncias,2012-10-01,3,16,3,16,19
HUACARETA,atencion odontologica,endodoncias,2012-10-01,2,4,2,4,6
HUACAYA (VILLA DE HUACAYA),atencion odontologica,endodoncias,2012-10-01,7,4,7,4,11
HUACHACALLA,atencion odontologica,endodoncias,2012-10-01,1,2,1,2,3
HUANUNI,atencion odontologica,endodoncias,2012-10-01,6,14,6,14,20
HUARACAJE,atencion odontologica,endodoncias,2012-10-01,0,1,0,1,1
HUARINA,atencion odontologica,endodoncias,2012-10-01,1,2,1,2,3
HUAYLLAMARCA,atencion odontologica,endodoncias,2012-10-01,2,11,2,11,13
HUMANATA,atencion odontologica,endodoncias,2012-10-01,1,3,1,3,4
ICLA,atencion odontologica,endodoncias,2012-10-01,4,11,4,11,15
INCAHUASI,atencion odontologica,endodoncias,2012-10-01,8,6,8,6,14
IRUPANA (VILLA DE LANZA),atencion odontologica,endodoncias,2012-10-01,2,1,2,1,3
JESUS DE MACHACA,atencion odontologica,endodoncias,2012-10-01,8,9,8,9,17
LA ASUNTA,atencion odontologica,endodoncias,2012-10-01,3,12,3,12,15
LA GUARDIA,atencion odontologica,endodoncias,2012-10-01,16,27,16,27,43
LA PAZ,atencion odontologica,endodoncias,2012-10-01,785,873,785,873,1658
LAGUNILLAS,atencion odontologica,endodoncias,2012-10-01,0,3,0,3,3
LAS CARRERAS,atencion odontologica,endodoncias,2012-10-01,5,6,5,6,11
LICOMA PAMPA,atencion odontologica,endodoncias,2012-10-01,2,0,2,0,2
LLALLAGUA,atencion odontologica,endodoncias,2012-10-01,14,19,14,19,33
LLICA,atencion odontologica,endodoncias,2012-10-01,2,1,2,1,3
LURIBAY,atencion odontologica,endodoncias,2012-10-01,3,2,3,2,5
MACHACAMARCA,atencion odontologica,endodoncias,2012-10-01,1,7,1,7,8
MACHARETI,atencion odontologica,endodoncias,2012-10-01,1,4,1,4,5
MAGDALENA,atencion odontologica,endodoncias,2012-10-01,2,7,2,7,9
MAIRANA,atencion odontologica,endodoncias,2012-10-01,4,8,4,8,12
MALLA,atencion odontologica,endodoncias,2012-10-01,1,1,1,1,2
MAPIRI,atencion odontologica,endodoncias,2012-10-01,4,14,4,14,18
MECAPACA,atencion odontologica,endodoncias,2012-10-01,1,4,1,4,5
MINEROS,atencion odontologica,endodoncias,2012-10-01,4,8,4,8,12
MIZQUE,atencion odontologica,endodoncias,2012-10-01,6,6,6,6,12
MOCOMOCO,atencion odontologica,endodoncias,2012-10-01,1,0,1,0,1
MOJOCOYA,atencion odontologica,endodoncias,2012-10-01,6,12,6,12,18
MONTEAGUDO,atencion odontologica,endodoncias,2012-10-01,28,35,28,35,63
MONTERO,atencion odontologica,endodoncias,2012-10-01,54,91,54,91,145
MOROCHATA,atencion odontologica,endodoncias,2012-10-01,0,3,0,3,3
OCURI,atencion odontologica,endodoncias,2012-10-01,0,6,0,6,6
OKINAWA,atencion odontologica,endodoncias,2012-10-01,1,3,1,3,4
OMEREQUE,atencion odontologica,endodoncias,2012-10-01,4,8,4,8,12
ORURO,atencion odontologica,endodoncias,2012-10-01,348,376,348,376,724
PADCAYA,atencion odontologica,endodoncias,2012-10-01,12,19,12,19,31
PADILLA,atencion odontologica,endodoncias,2012-10-01,3,7,3,7,10
PAILON,atencion odontologica,endodoncias,2012-10-01,1,1,1,1,2
PALOS BLANCOS,atencion odontologica,endodoncias,2012-10-01,1,13,1,13,14
PAMPA AULLAGAS,atencion odontologica,endodoncias,2012-10-01,2,5,2,5,7
PAPEL PAMPA,atencion odontologica,endodoncias,2012-10-01,1,5,1,5,6
PASORAPA,atencion odontologica,endodoncias,2012-10-01,0,2,0,2,2
PATACAMAYA,atencion odontologica,endodoncias,2012-10-01,5,6,5,6,11
PAZÑA,atencion odontologica,endodoncias,2012-10-01,4,4,4,4,8
PELECHUCO,atencion odontologica,endodoncias,2012-10-01,1,1,1,1,2
POCOATA,atencion odontologica,endodoncias,2012-10-01,1,2,1,2,3
POCONA,atencion odontologica,endodoncias,2012-10-01,5,11,5,11,16
POJO (CBBA),atencion odontologica,endodoncias,2012-10-01,10,15,10,15,25
POOPO,atencion odontologica,endodoncias,2012-10-01,15,10,15,10,25
PORCO,atencion odontologica,endodoncias,2012-10-01,1,9,1,9,10
POROMA,atencion odontologica,endodoncias,2012-10-01,2,9,2,9,11
PORONGO,atencion odontologica,endodoncias,2012-10-01,0,1,0,1,1
PORTACHUELO,atencion odontologica,endodoncias,2012-10-01,3,5,3,5,8
PORVENIR,atencion odontologica,endodoncias,2012-10-01,2,0,2,0,2
POTOSI,atencion odontologica,endodoncias,2012-10-01,232,344,232,344,576
PRESTO,atencion odontologica,endodoncias,2012-10-01,0,1,0,1,1
PUERTO ACOSTA,atencion odontologica,endodoncias,2012-10-01,0,1,0,1,1
PUERTO GONZALO MORENO,atencion odontologica,endodoncias,2012-10-01,2,5,2,5,7
PUERTO QUIJARRO,atencion odontologica,endodoncias,2012-10-01,2,1,2,1,3
PUERTO RICO,atencion odontologica,endodoncias,2012-10-01,1,1,1,1,2
PUERTO SUAREZ,atencion odontologica,endodoncias,2012-10-01,1,4,1,4,5
PUERTO VILLARROEL,atencion odontologica,endodoncias,2012-10-01,71,91,71,91,162
PUNA,atencion odontologica,endodoncias,2012-10-01,0,5,0,5,5
PUNATA,atencion odontologica,endodoncias,2012-10-01,24,26,24,26,50
QUILLACOLLO,atencion odontologica,endodoncias,2012-10-01,77,46,77,46,123
QUIME,atencion odontologica,endodoncias,2012-10-01,19,7,19,7,26
QUIRUSILLAS,atencion odontologica,endodoncias,2012-10-01,0,5,0,5,5
RAVELO,atencion odontologica,endodoncias,2012-10-01,2,11,2,11,13
REYES,atencion odontologica,endodoncias,2012-10-01,1,0,1,0,1
RIBERALTA,atencion odontologica,endodoncias,2012-10-01,7,43,7,43,50
SABAYA,atencion odontologica,endodoncias,2012-10-01,3,5,3,5,8
SACABA,atencion odontologica,endodoncias,2012-10-01,73,124,73,124,197
SACABAMBA,atencion odontologica,endodoncias,2012-10-01,3,0,3,0,3
SACACA,atencion odontologica,endodoncias,2012-10-01,1,1,1,1,2
SAIPINA,atencion odontologica,endodoncias,2012-10-01,6,11,6,11,17
SALINAS DE GARCI MENDOZA,atencion odontologica,endodoncias,2012-10-01,7,13,7,13,20
SAMAIPATA,atencion odontologica,endodoncias,2012-10-01,1,3,1,3,4
SAN AGUSTIN,atencion odontologica,endodoncias,2012-10-01,2,2,2,2,4
SAN ANDRES DE MACHACA,atencion odontologica,endodoncias,2012-10-01,0,5,0,5,5
SAN ANTONIO DE ESMORUCO,atencion odontologica,endodoncias,2012-10-01,0,2,0,2,2
SAN BENITO,atencion odontologica,endodoncias,2012-10-01,7,8,7,8,15
SAN BORJA,atencion odontologica,endodoncias,2012-10-01,22,73,22,73,95
SAN BUENA VENTURA,atencion odontologica,endodoncias,2012-10-01,12,6,12,6,18
SAN CARLOS,atencion odontologica,endodoncias,2012-10-01,16,31,16,31,47
SAN IGNACIO,atencion odontologica,endodoncias,2012-10-01,12,24,12,24,36
SAN IGNACIO DE VELASCO,atencion odontologica,endodoncias,2012-10-01,3,8,3,8,11
SAN JAVIER(STC),atencion odontologica,endodoncias,2012-10-01,3,4,3,4,7
SAN JOAQUIN,atencion odontologica,endodoncias,2012-10-01,1,7,1,7,8
SAN JOSE DE CHIQUITOS,atencion odontologica,endodoncias,2012-10-01,1,2,1,2,3
SAN JULIAN,atencion odontologica,endodoncias,2012-10-01,1,11,1,11,12
SAN LORENZO(TJA),atencion odontologica,endodoncias,2012-10-01,32,59,32,59,91
SAN LUCAS,atencion odontologica,endodoncias,2012-10-01,4,25,4,25,29
SAN MATIAS,atencion odontologica,endodoncias,2012-10-01,2,11,2,11,13
SAN MIGUEL DE VELASCO,atencion odontologica,endodoncias,2012-10-01,19,21,19,21,40
SAN PABLO DE LIPEZ,atencion odontologica,endodoncias,2012-10-01,3,13,3,13,16
SAN PEDRO,atencion odontologica,endodoncias,2012-10-01,3,15,3,15,18
SAN PEDRO DE BUENA VISTA,atencion odontologica,endodoncias,2012-10-01,4,7,4,7,11
SAN PEDRO DE TIQUINA,atencion odontologica,endodoncias,2012-10-01,0,1,0,1,1
SAN RAFAEL,atencion odontologica,endodoncias,2012-10-01,2,4,2,4,6
SAN RAMON BENI,atencion odontologica,endodoncias,2012-10-01,3,12,3,12,15
SAN RAMON SCZ,atencion odontologica,endodoncias,2012-10-01,6,7,6,7,13
SANTA ANA,atencion odontologica,endodoncias,2012-10-01,3,21,3,21,24
SANTA CRUZ DE LA SIERRA,atencion odontologica,endodoncias,2012-10-01,446,625,446,625,1071
SANTA ROSA DEL SARA,atencion odontologica,endodoncias,2012-10-01,0,7,0,7,7
SANTIAGO DE HUARI,atencion odontologica,endodoncias,2012-10-01,3,7,3,7,10
SANTIAGO DE HUATA,atencion odontologica,endodoncias,2012-10-01,8,19,8,19,27
SANTIAGO DE MACHACA,atencion odontologica,endodoncias,2012-10-01,8,17,8,17,25
SANTIVAÑES,atencion odontologica,endodoncias,2012-10-01,6,11,6,11,17
SAPAHAQUI,atencion odontologica,endodoncias,2012-10-01,1,1,1,1,2
SHINAOTA,atencion odontologica,endodoncias,2012-10-01,8,13,8,13,21
SIPE SIPE,atencion odontologica,endodoncias,2012-10-01,24,40,24,40,64
SOPACHUY,atencion odontologica,endodoncias,2012-10-01,2,5,2,5,7
SORACACHI,atencion odontologica,endodoncias,2012-10-01,0,2,0,2,2
SORATA,atencion odontologica,endodoncias,2012-10-01,16,11,16,11,27
SUCRE,atencion odontologica,endodoncias,2012-10-01,471,613,471,613,1084
TACACOMA,atencion odontologica,endodoncias,2012-10-01,1,5,1,5,6
TACOPAYA,atencion odontologica,endodoncias,2012-10-01,1,3,1,3,4
TAPACARI,atencion odontologica,endodoncias,2012-10-01,5,10,5,10,15
TARABUCO,atencion odontologica,endodoncias,2012-10-01,3,6,3,6,9
TARATA,atencion odontologica,endodoncias,2012-10-01,1,5,1,5,6
TARIJA,atencion odontologica,endodoncias,2012-10-01,600,761,600,761,1361
TARVITA,atencion odontologica,endodoncias,2012-10-01,4,5,4,5,9
TEOPONTE,atencion odontologica,endodoncias,2012-10-01,2,3,2,3,5
TIAWANACU,atencion odontologica,endodoncias,2012-10-01,4,6,4,6,10
TINGUIPAYA,atencion odontologica,endodoncias,2012-10-01,1,1,1,1,2
TIPUANI,atencion odontologica,endodoncias,2012-10-01,1,0,1,0,1
TIQUIPAYA,atencion odontologica,endodoncias,2012-10-01,20,40,20,40,60
TIRAQUE (CBBA),atencion odontologica,endodoncias,2012-10-01,5,10,5,10,15
TOCO,atencion odontologica,endodoncias,2012-10-01,2,3,2,3,5
TOLATA,atencion odontologica,endodoncias,2012-10-01,2,1,2,1,3
TOLEDO,atencion odontologica,endodoncias,2012-10-01,3,8,3,8,11
TOMINA,atencion odontologica,endodoncias,2012-10-01,10,27,10,27,37
TORO TORO,atencion odontologica,endodoncias,2012-10-01,6,2,6,2,8
TOTORA(CBBA),atencion odontologica,endodoncias,2012-10-01,7,2,7,2,9
TOTORA(ORR),atencion odontologica,endodoncias,2012-10-01,0,2,0,2,2
TRINIDAD,atencion odontologica,endodoncias,2012-10-01,76,51,76,51,127
TUPIZA,atencion odontologica,endodoncias,2012-10-01,19,19,19,19,38
TURCO,atencion odontologica,endodoncias,2012-10-01,10,11,10,11,21
UMALA,atencion odontologica,endodoncias,2012-10-01,0,2,0,2,2
UNCIA,atencion odontologica,endodoncias,2012-10-01,11,20,11,20,31
URIONDO (A. CONCEPCION),atencion odontologica,endodoncias,2012-10-01,30,46,30,46,76
UYUNI,atencion odontologica,endodoncias,2012-10-01,6,13,6,13,19
VACAS,atencion odontologica,endodoncias,2012-10-01,8,16,8,16,24
VALLEGRANDE,atencion odontologica,endodoncias,2012-10-01,20,62,20,62,82
VIACHA,atencion odontologica,endodoncias,2012-10-01,9,16,9,16,25
VILLA MONTES,atencion odontologica,endodoncias,2012-10-01,50,80,50,80,130
VILLA RIVERO,atencion odontologica,endodoncias,2012-10-01,2,2,2,2,4
VILLA SERRANO,atencion odontologica,endodoncias,2012-10-01,15,15,15,15,30
VILLA TUNARI,atencion odontologica,endodoncias,2012-10-01,25,65,25,65,90
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,endodoncias,2012-10-01,4,1,4,1,5
VILLAZON,atencion odontologica,endodoncias,2012-10-01,56,75,56,75,131
VINTO,atencion odontologica,endodoncias,2012-10-01,14,48,14,48,62
VITICHI,atencion odontologica,endodoncias,2012-10-01,7,11,7,11,18
WALDO BALLIVIAN,atencion odontologica,endodoncias,2012-10-01,1,0,1,0,1
WARNES,atencion odontologica,endodoncias,2012-10-01,2,2,2,2,4
YACUIBA,atencion odontologica,endodoncias,2012-10-01,55,95,55,95,150
YAMPARAEZ,atencion odontologica,endodoncias,2012-10-01,6,11,6,11,17
YAPACANI,atencion odontologica,endodoncias,2012-10-01,5,17,5,17,22
YOTALA,atencion odontologica,endodoncias,2012-10-01,21,11,21,11,32
YUNCHARA,atencion odontologica,endodoncias,2012-10-01,4,13,4,13,17
ZUDAÑEZ,atencion odontologica,endodoncias,2012-10-01,2,0,2,0,2
ACHACACHI,atencion odontologica,endodoncias,2012-11-01,20,40,20,40,60
ACHOCALLA,atencion odontologica,endodoncias,2012-11-01,6,2,6,2,8
AIQUILE,atencion odontologica,endodoncias,2012-11-01,6,18,6,18,24
ALALAY,atencion odontologica,endodoncias,2012-11-01,1,0,1,0,1
ALCALA,atencion odontologica,endodoncias,2012-11-01,3,8,3,8,11
ALTO BENI,atencion odontologica,endodoncias,2012-11-01,0,2,0,2,2
ANDAMARCA,atencion odontologica,endodoncias,2012-11-01,0,2,0,2,2
ANTEQUERA,atencion odontologica,endodoncias,2012-11-01,0,7,0,7,7
ANZALDO,atencion odontologica,endodoncias,2012-11-01,2,6,2,6,8
ARAMPAMPA,atencion odontologica,endodoncias,2012-11-01,2,0,2,0,2
ARANI,atencion odontologica,endodoncias,2012-11-01,3,2,3,2,5
ARBIETO,atencion odontologica,endodoncias,2012-11-01,2,3,2,3,5
ARQUE,atencion odontologica,endodoncias,2012-11-01,0,3,0,3,3
ASCENCION DE GUARAYOS,atencion odontologica,endodoncias,2012-11-01,1,2,1,2,3
ATOCHA,atencion odontologica,endodoncias,2012-11-01,97,103,97,103,200
AUCAPATA,atencion odontologica,endodoncias,2012-11-01,0,3,0,3,3
AYATA,atencion odontologica,endodoncias,2012-11-01,2,8,2,8,10
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,endodoncias,2012-11-01,17,23,17,23,40
AZURDUY,atencion odontologica,endodoncias,2012-11-01,1,4,1,4,5
BAURES,atencion odontologica,endodoncias,2012-11-01,4,7,4,7,11
BELEN DE ANDAMARCA,atencion odontologica,endodoncias,2012-11-01,4,7,4,7,11
BELEN DE URMIRI,atencion odontologica,endodoncias,2012-11-01,1,0,1,0,1
BERMEJO,atencion odontologica,endodoncias,2012-11-01,32,41,32,41,73
BETANZOS,atencion odontologica,endodoncias,2012-11-01,1,8,1,8,9
BOLIVAR,atencion odontologica,endodoncias,2012-11-01,4,9,4,9,13
BOYUIBE,atencion odontologica,endodoncias,2012-11-01,3,3,3,3,6
BUENA VISTA,atencion odontologica,endodoncias,2012-11-01,1,2,1,2,3
CABEZAS,atencion odontologica,endodoncias,2012-11-01,1,0,1,0,1
CAIROMA,atencion odontologica,endodoncias,2012-11-01,3,6,3,6,9
"CAIZA ""D""",atencion odontologica,endodoncias,2012-11-01,2,0,2,0,2
CAJUATA,atencion odontologica,endodoncias,2012-11-01,3,2,3,2,5
CALAMARCA,atencion odontologica,endodoncias,2012-11-01,8,11,8,11,19
CAMARGO,atencion odontologica,endodoncias,2012-11-01,10,25,10,25,35
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,endodoncias,2012-11-01,0,2,0,2,2
CAMIRI,atencion odontologica,endodoncias,2012-11-01,21,36,21,36,57
CAPINOTA,atencion odontologica,endodoncias,2012-11-01,28,61,28,61,89
CARACOLLO,atencion odontologica,endodoncias,2012-11-01,1,5,1,5,6
CARANAVI,atencion odontologica,endodoncias,2012-11-01,6,9,6,9,15
CARAPARI,atencion odontologica,endodoncias,2012-11-01,8,10,8,10,18
CARIPUYO,atencion odontologica,endodoncias,2012-11-01,0,2,0,2,2
CHALLAPATA,atencion odontologica,endodoncias,2012-11-01,14,20,14,20,34
CHAQUI,atencion odontologica,endodoncias,2012-11-01,5,0,5,0,5
CHARAGUA,atencion odontologica,endodoncias,2012-11-01,6,12,6,12,18
CHARAÑA,atencion odontologica,endodoncias,2012-11-01,0,2,0,2,2
CHAYANTA,atencion odontologica,endodoncias,2012-11-01,3,11,3,11,14
CHIMORE,atencion odontologica,endodoncias,2012-11-01,5,25,5,25,30
CHIPAYA,atencion odontologica,endodoncias,2012-11-01,1,1,1,1,2
CHOQUE COTA,atencion odontologica,endodoncias,2012-11-01,1,1,1,1,2
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,endodoncias,2012-11-01,5,17,5,17,22
CHUMA,atencion odontologica,endodoncias,2012-11-01,5,11,5,11,16
CKOCHAS,atencion odontologica,endodoncias,2012-11-01,0,4,0,4,4
CLIZA,atencion odontologica,endodoncias,2012-11-01,1,5,1,5,6
COBIJA,atencion odontologica,endodoncias,2012-11-01,18,26,18,26,44
COCAPATA,atencion odontologica,endodoncias,2012-11-01,0,5,0,5,5
COCHABAMBA,atencion odontologica,endodoncias,2012-11-01,871,943,871,943,1814
COIPASA,atencion odontologica,endodoncias,2012-11-01,1,0,1,0,1
COLCAPIRHUA,atencion odontologica,endodoncias,2012-11-01,18,26,18,26,44
"COLCHA ""K""",atencion odontologica,endodoncias,2012-11-01,1,4,1,4,5
COLLANA,atencion odontologica,endodoncias,2012-11-01,2,3,2,3,5
COLOMI,atencion odontologica,endodoncias,2012-11-01,3,9,3,9,12
COLPA BELGICA,atencion odontologica,endodoncias,2012-11-01,0,1,0,1,1
COLQUECHACA,atencion odontologica,endodoncias,2012-11-01,6,10,6,10,16
COLQUENCHA,atencion odontologica,endodoncias,2012-11-01,16,10,16,10,26
COLQUIRI,atencion odontologica,endodoncias,2012-11-01,2,8,2,8,10
COMANCHE,atencion odontologica,endodoncias,2012-11-01,2,0,2,0,2
COMARAPA,atencion odontologica,endodoncias,2012-11-01,15,27,15,27,42
COMBAYA,atencion odontologica,endodoncias,2012-11-01,20,6,20,6,26
CONCEPCION,atencion odontologica,endodoncias,2012-11-01,1,3,1,3,4
COPACABANA,atencion odontologica,endodoncias,2012-11-01,0,1,0,1,1
CORO CORO,atencion odontologica,endodoncias,2012-11-01,25,26,25,26,51
COROICO,atencion odontologica,endodoncias,2012-11-01,23,19,23,19,42
CORQUE,atencion odontologica,endodoncias,2012-11-01,0,2,0,2,2
COTAGAITA,atencion odontologica,endodoncias,2012-11-01,14,30,14,30,44
COTOCA,atencion odontologica,endodoncias,2012-11-01,2,2,2,2,4
