,group,variable,month,PERIODONCIAS CANTIDAD,PERIODONCIAS CANTIDAD,TOTALES,TOTALES,TOTALES
"CAIZA ""D""",atencion odontologica,periodoncias,2012-10-01,1,1,1,1,2
CAJUATA,atencion odontologica,periodoncias,2012-10-01,1,1,1,1,2
CAMARGO,atencion odontologica,periodoncias,2012-10-01,9,24,9,24,33
CAMIRI,atencion odontologica,periodoncias,2012-10-01,24,43,24,43,67
CAPINOTA,atencion odontologica,periodoncias,2012-10-01,10,20,10,20,30
CARACOLLO,atencion odontologica,periodoncias,2012-10-01,0,2,0,2,2
CARANAVI,atencion odontologica,periodoncias,2012-10-01,33,48,33,48,81
CARAPARI,atencion odontologica,periodoncias,2012-10-01,5,15,5,15,20
CARIPUYO,atencion odontologica,periodoncias,2012-10-01,1,0,1,0,1
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2012-10-01,2,7,2,7,9
CHALLAPATA,atencion odontologica,periodoncias,2012-10-01,4,4,4,4,8
CHARAGUA,atencion odontologica,periodoncias,2012-10-01,4,5,4,5,9
CHARAÑA,atencion odontologica,periodoncias,2012-10-01,3,2,3,2,5
CHIMORE,atencion odontologica,periodoncias,2012-10-01,0,5,0,5,5
CHOQUE COTA,atencion odontologica,periodoncias,2012-10-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2012-10-01,1,22,1,22,23
CHUMA,atencion odontologica,periodoncias,2012-10-01,2,5,2,5,7
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,periodoncias,2012-10-01,8,4,8,4,12
CKOCHAS,atencion odontologica,periodoncias,2012-10-01,1,1,1,1,2
CLIZA,atencion odontologica,periodoncias,2012-10-01,7,7,7,7,14
COBIJA,atencion odontologica,periodoncias,2012-10-01,36,20,36,20,56
COCAPATA,atencion odontologica,periodoncias,2012-10-01,3,10,3,10,13
COCHABAMBA,atencion odontologica,periodoncias,2012-10-01,755,1144,755,1144,1899
COIPASA,atencion odontologica,periodoncias,2012-10-01,1,2,1,2,3
COLCAPIRHUA,atencion odontologica,periodoncias,2012-10-01,9,14,9,14,23
COLOMI,atencion odontologica,periodoncias,2012-10-01,0,5,0,5,5
COLPA BELGICA,atencion odontologica,periodoncias,2012-10-01,0,13,0,13,13
COLQUECHACA,atencion odontologica,periodoncias,2012-10-01,4,9,4,9,13
COLQUENCHA,atencion odontologica,periodoncias,2012-10-01,0,1,0,1,1
COMANCHE,atencion odontologica,periodoncias,2012-10-01,1,3,1,3,4
COMARAPA,atencion odontologica,periodoncias,2012-10-01,3,1,3,1,4
CONCEPCION,atencion odontologica,periodoncias,2012-10-01,4,2,4,2,6
COPACABANA,atencion odontologica,periodoncias,2012-10-01,2,5,2,5,7
CORO CORO,atencion odontologica,periodoncias,2012-10-01,10,17,10,17,27
COROICO,atencion odontologica,periodoncias,2012-10-01,2,0,2,0,2
CORQUE,atencion odontologica,periodoncias,2012-10-01,0,3,0,3,3
COTAGAITA,atencion odontologica,periodoncias,2012-10-01,6,5,6,5,11
COTOCA,atencion odontologica,periodoncias,2012-10-01,1,4,1,4,5
CUATRO CAÑADAS,atencion odontologica,periodoncias,2012-10-01,2,9,2,9,11
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2012-10-01,4,1,4,1,5
CULPINA,atencion odontologica,periodoncias,2012-10-01,0,1,0,1,1
DESAGUADERO,atencion odontologica,periodoncias,2012-10-01,8,5,8,5,13
EL ALTO,atencion odontologica,periodoncias,2012-10-01,140,274,140,274,414
EL PUENTE(STC),atencion odontologica,periodoncias,2012-10-01,0,3,0,3,3
EL PUENTE(TJA),atencion odontologica,periodoncias,2012-10-01,2,7,2,7,9
EL TORNO,atencion odontologica,periodoncias,2012-10-01,18,38,18,38,56
EL VILLAR,atencion odontologica,periodoncias,2012-10-01,3,3,3,3,6
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2012-10-01,8,29,8,29,37
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2012-10-01,0,13,0,13,13
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2012-10-01,1,3,1,3,4
FILADELFIA,atencion odontologica,periodoncias,2012-10-01,1,2,1,2,3
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2012-10-01,0,2,0,2,2
GUANAY,atencion odontologica,periodoncias,2012-10-01,0,2,0,2,2
GUAYARAMERIN,atencion odontologica,periodoncias,2012-10-01,19,35,19,35,54
GUTIERREZ,atencion odontologica,periodoncias,2012-10-01,2,6,2,6,8
HUACARETA,atencion odontologica,periodoncias,2012-10-01,2,6,2,6,8
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2012-10-01,3,2,3,2,5
HUACHACALLA,atencion odontologica,periodoncias,2012-10-01,3,1,3,1,4
HUANUNI,atencion odontologica,periodoncias,2012-10-01,0,1,0,1,1
HUARACAJE,atencion odontologica,periodoncias,2012-10-01,0,4,0,4,4
HUAYLLAMARCA,atencion odontologica,periodoncias,2012-10-01,4,6,4,6,10
HUMANATA,atencion odontologica,periodoncias,2012-10-01,0,1,0,1,1
ICHOCA,atencion odontologica,periodoncias,2012-10-01,0,1,0,1,1
INCAHUASI,atencion odontologica,periodoncias,2012-10-01,1,1,1,1,2
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2012-10-01,3,3,3,3,6
JESUS DE MACHACA,atencion odontologica,periodoncias,2012-10-01,1,6,1,6,7
LA ASUNTA,atencion odontologica,periodoncias,2012-10-01,1,3,1,3,4
LA GUARDIA,atencion odontologica,periodoncias,2012-10-01,6,32,6,32,38
LA PAZ,atencion odontologica,periodoncias,2012-10-01,412,574,412,574,986
LAGUNILLAS,atencion odontologica,periodoncias,2012-10-01,0,5,0,5,5
LAJA,atencion odontologica,periodoncias,2012-10-01,5,17,5,17,22
LAS CARRERAS,atencion odontologica,periodoncias,2012-10-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,periodoncias,2012-10-01,0,8,0,8,8
LLICA,atencion odontologica,periodoncias,2012-10-01,0,4,0,4,4
LURIBAY,atencion odontologica,periodoncias,2012-10-01,0,1,0,1,1
MAGDALENA,atencion odontologica,periodoncias,2012-10-01,3,4,3,4,7
MAIRANA,atencion odontologica,periodoncias,2012-10-01,1,8,1,8,9
MAPIRI,atencion odontologica,periodoncias,2012-10-01,1,1,1,1,2
MECAPACA,atencion odontologica,periodoncias,2012-10-01,1,3,1,3,4
MIZQUE,atencion odontologica,periodoncias,2012-10-01,4,2,4,2,6
MOCOMOCO,atencion odontologica,periodoncias,2012-10-01,0,2,0,2,2
MOJOCOYA,atencion odontologica,periodoncias,2012-10-01,1,0,1,0,1
MONTEAGUDO,atencion odontologica,periodoncias,2012-10-01,1,11,1,11,12
MONTERO,atencion odontologica,periodoncias,2012-10-01,181,223,181,223,404
MOROCHATA,atencion odontologica,periodoncias,2012-10-01,0,9,0,9,9
OCURI,atencion odontologica,periodoncias,2012-10-01,0,1,0,1,1
OKINAWA,atencion odontologica,periodoncias,2012-10-01,4,5,4,5,9
ORURO,atencion odontologica,periodoncias,2012-10-01,223,285,223,285,508
PADCAYA,atencion odontologica,periodoncias,2012-10-01,8,9,8,9,17
PADILLA,atencion odontologica,periodoncias,2012-10-01,4,12,4,12,16
PAILON,atencion odontologica,periodoncias,2012-10-01,1,2,1,2,3
PAPEL PAMPA,atencion odontologica,periodoncias,2012-10-01,2,4,2,4,6
PATACAMAYA,atencion odontologica,periodoncias,2012-10-01,1,1,1,1,2
POCOATA,atencion odontologica,periodoncias,2012-10-01,0,9,0,9,9
POCONA,atencion odontologica,periodoncias,2012-10-01,6,11,6,11,17
POJO (CBBA),atencion odontologica,periodoncias,2012-10-01,13,50,13,50,63
POOPO,atencion odontologica,periodoncias,2012-10-01,4,0,4,0,4
POROMA,atencion odontologica,periodoncias,2012-10-01,11,23,11,23,34
PORONGO,atencion odontologica,periodoncias,2012-10-01,6,2,6,2,8
PORTACHUELO,atencion odontologica,periodoncias,2012-10-01,3,3,3,3,6
PORVENIR,atencion odontologica,periodoncias,2012-10-01,1,0,1,0,1
POTOSI,atencion odontologica,periodoncias,2012-10-01,40,73,40,73,113
PUCARA,atencion odontologica,periodoncias,2012-10-01,1,1,1,1,2
PUERTO ACOSTA,atencion odontologica,periodoncias,2012-10-01,0,1,0,1,1
PUERTO CARABUCO,atencion odontologica,periodoncias,2012-10-01,6,1,6,1,7
PUERTO QUIJARRO,atencion odontologica,periodoncias,2012-10-01,0,7,0,7,7
PUERTO RICO,atencion odontologica,periodoncias,2012-10-01,7,13,7,13,20
PUERTO SUAREZ,atencion odontologica,periodoncias,2012-10-01,9,9,9,9,18
PUERTO VILLARROEL,atencion odontologica,periodoncias,2012-10-01,3,68,3,68,71
PUNA,atencion odontologica,periodoncias,2012-10-01,3,0,3,0,3
PUNATA,atencion odontologica,periodoncias,2012-10-01,27,50,27,50,77
QUILLACOLLO,atencion odontologica,periodoncias,2012-10-01,7,65,7,65,72
QUIRUSILLAS,atencion odontologica,periodoncias,2012-10-01,1,0,1,0,1
REYES,atencion odontologica,periodoncias,2012-10-01,2,5,2,5,7
RIBERALTA,atencion odontologica,periodoncias,2012-10-01,76,129,76,129,205
ROBORE,atencion odontologica,periodoncias,2012-10-01,1,4,1,4,5
RURRENABAQUE,atencion odontologica,periodoncias,2012-10-01,5,8,5,8,13
SABAYA,atencion odontologica,periodoncias,2012-10-01,6,16,6,16,22
SACABA,atencion odontologica,periodoncias,2012-10-01,82,110,82,110,192
SACABAMBA,atencion odontologica,periodoncias,2012-10-01,1,3,1,3,4
SACACA,atencion odontologica,periodoncias,2012-10-01,0,5,0,5,5
SAIPINA,atencion odontologica,periodoncias,2012-10-01,0,4,0,4,4
SALINAS DE GARCI MENDOZA,atencion odontologica,periodoncias,2012-10-01,1,4,1,4,5
SAMAIPATA,atencion odontologica,periodoncias,2012-10-01,1,1,1,1,2
SAN AGUSTIN,atencion odontologica,periodoncias,2012-10-01,4,1,4,1,5
SAN ANDRES DE MACHACA,atencion odontologica,periodoncias,2012-10-01,22,20,22,20,42
SAN BENITO,atencion odontologica,periodoncias,2012-10-01,0,5,0,5,5
SAN BORJA,atencion odontologica,periodoncias,2012-10-01,9,25,9,25,34
SAN BUENA VENTURA,atencion odontologica,periodoncias,2012-10-01,6,4,6,4,10
SAN CARLOS,atencion odontologica,periodoncias,2012-10-01,6,11,6,11,17
SAN IGNACIO,atencion odontologica,periodoncias,2012-10-01,7,12,7,12,19
SAN IGNACIO DE VELASCO,atencion odontologica,periodoncias,2012-10-01,2,3,2,3,5
SAN JAVIER(STC),atencion odontologica,periodoncias,2012-10-01,1,3,1,3,4
SAN JOSE DE CHIQUITOS,atencion odontologica,periodoncias,2012-10-01,4,0,4,0,4
SAN JULIAN,atencion odontologica,periodoncias,2012-10-01,0,5,0,5,5
SAN LORENZO(PND),atencion odontologica,periodoncias,2012-10-01,0,1,0,1,1
SAN LORENZO(TJA),atencion odontologica,periodoncias,2012-10-01,6,6,6,6,12
SAN LUCAS,atencion odontologica,periodoncias,2012-10-01,0,4,0,4,4
SAN MATIAS,atencion odontologica,periodoncias,2012-10-01,4,5,4,5,9
SAN MIGUEL DE VELASCO,atencion odontologica,periodoncias,2012-10-01,4,5,4,5,9
SAN PABLO DE LIPEZ,atencion odontologica,periodoncias,2012-10-01,2,0,2,0,2
SAN PEDRO,atencion odontologica,periodoncias,2012-10-01,3,3,3,3,6
SAN PEDRO DE BUENA VISTA,atencion odontologica,periodoncias,2012-10-01,1,0,1,0,1
SAN RAFAEL,atencion odontologica,periodoncias,2012-10-01,4,36,4,36,40
SAN RAMON SCZ,atencion odontologica,periodoncias,2012-10-01,3,6,3,6,9
SANTA CRUZ DE LA SIERRA,atencion odontologica,periodoncias,2012-10-01,541,959,541,959,1500
SANTA ROSA,atencion odontologica,periodoncias,2012-10-01,1,1,1,1,2
SANTA ROSA DEL SARA,atencion odontologica,periodoncias,2012-10-01,1,17,1,17,18
SANTIAGO DE HUARI,atencion odontologica,periodoncias,2012-10-01,0,7,0,7,7
SANTIAGO DE HUATA,atencion odontologica,periodoncias,2012-10-01,1,4,1,4,5
SANTIAGO DE MACHACA,atencion odontologica,periodoncias,2012-10-01,4,20,4,20,24
SANTIVAÑES,atencion odontologica,periodoncias,2012-10-01,0,2,0,2,2
SHINAOTA,atencion odontologica,periodoncias,2012-10-01,0,13,0,13,13
SICAYA,atencion odontologica,periodoncias,2012-10-01,2,3,2,3,5
SIPE SIPE,atencion odontologica,periodoncias,2012-10-01,77,140,77,140,217
SOPACHUY,atencion odontologica,periodoncias,2012-10-01,1,3,1,3,4
SORACACHI,atencion odontologica,periodoncias,2012-10-01,1,2,1,2,3
SORATA,atencion odontologica,periodoncias,2012-10-01,1,4,1,4,5
SUCRE,atencion odontologica,periodoncias,2012-10-01,224,298,224,298,522
TACACOMA,atencion odontologica,periodoncias,2012-10-01,1,0,1,0,1
TACOPAYA,atencion odontologica,periodoncias,2012-10-01,1,13,1,13,14
TAPACARI,atencion odontologica,periodoncias,2012-10-01,7,7,7,7,14
TARABUCO,atencion odontologica,periodoncias,2012-10-01,1,13,1,13,14
TARATA,atencion odontologica,periodoncias,2012-10-01,5,7,5,7,12
TARIJA,atencion odontologica,periodoncias,2012-10-01,239,417,239,417,656
TARVITA,atencion odontologica,periodoncias,2012-10-01,7,18,7,18,25
TEOPONTE,atencion odontologica,periodoncias,2012-10-01,0,2,0,2,2
TIAWANACU,atencion odontologica,periodoncias,2012-10-01,2,2,2,2,4
TINGUIPAYA,atencion odontologica,periodoncias,2012-10-01,0,1,0,1,1
TIPUANI,atencion odontologica,periodoncias,2012-10-01,2,0,2,0,2
TIQUIPAYA,atencion odontologica,periodoncias,2012-10-01,19,136,19,136,155
TIRAQUE (CBBA),atencion odontologica,periodoncias,2012-10-01,2,7,2,7,9
TOCO,atencion odontologica,periodoncias,2012-10-01,1,3,1,3,4
TOLATA,atencion odontologica,periodoncias,2012-10-01,12,16,12,16,28
TOLEDO,atencion odontologica,periodoncias,2012-10-01,7,6,7,6,13
TOMINA,atencion odontologica,periodoncias,2012-10-01,7,33,7,33,40
TORO TORO,atencion odontologica,periodoncias,2012-10-01,1,4,1,4,5
TOTORA(CBBA),atencion odontologica,periodoncias,2012-10-01,1,8,1,8,9
TOTORA(ORR),atencion odontologica,periodoncias,2012-10-01,0,3,0,3,3
TRIGAL,atencion odontologica,periodoncias,2012-10-01,1,3,1,3,4
TRINIDAD,atencion odontologica,periodoncias,2012-10-01,42,85,42,85,127
TUPIZA,atencion odontologica,periodoncias,2012-10-01,15,34,15,34,49
TURCO,atencion odontologica,periodoncias,2012-10-01,0,2,0,2,2
UMALA,atencion odontologica,periodoncias,2012-10-01,0,6,0,6,6
URIONDO (A. CONCEPCION),atencion odontologica,periodoncias,2012-10-01,13,21,13,21,34
UYUNI,atencion odontologica,periodoncias,2012-10-01,2,2,2,2,4
VACAS,atencion odontologica,periodoncias,2012-10-01,6,7,6,7,13
VALLEGRANDE,atencion odontologica,periodoncias,2012-10-01,0,7,0,7,7
VIACHA,atencion odontologica,periodoncias,2012-10-01,11,27,11,27,38
VILLA CHARCAS,atencion odontologica,periodoncias,2012-10-01,0,7,0,7,7
VILLA MONTES,atencion odontologica,periodoncias,2012-10-01,39,36,39,36,75
VILLA RIVERO,atencion odontologica,periodoncias,2012-10-01,1,6,1,6,7
VILLA SERRANO,atencion odontologica,periodoncias,2012-10-01,2,2,2,2,4
VILLA TUNARI,atencion odontologica,periodoncias,2012-10-01,29,80,29,80,109
VILLAZON,atencion odontologica,periodoncias,2012-10-01,6,24,6,24,30
VINTO,atencion odontologica,periodoncias,2012-10-01,10,13,10,13,23
VITICHI,atencion odontologica,periodoncias,2012-10-01,2,4,2,4,6
WARNES,atencion odontologica,periodoncias,2012-10-01,2,9,2,9,11
YACUIBA,atencion odontologica,periodoncias,2012-10-01,59,150,59,150,209
YAMPARAEZ,atencion odontologica,periodoncias,2012-10-01,8,18,8,18,26
YAPACANI,atencion odontologica,periodoncias,2012-10-01,4,14,4,14,18
YOCALLA,atencion odontologica,periodoncias,2012-10-01,1,4,1,4,5
YOTALA,atencion odontologica,periodoncias,2012-10-01,6,3,6,3,9
YUNCHARA,atencion odontologica,periodoncias,2012-10-01,2,3,2,3,5
ACACIO,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
ACHACACHI,atencion odontologica,periodoncias,2012-11-01,6,15,6,15,21
ACHOCALLA,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
AIQUILE,atencion odontologica,periodoncias,2012-11-01,5,24,5,24,29
ALALAY,atencion odontologica,periodoncias,2012-11-01,0,2,0,2,2
ALCALA,atencion odontologica,periodoncias,2012-11-01,2,4,2,4,6
ALTO BENI,atencion odontologica,periodoncias,2012-11-01,1,10,1,10,11
ANCORAIMES,atencion odontologica,periodoncias,2012-11-01,2,0,2,0,2
ANDAMARCA,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
ANTEQUERA,atencion odontologica,periodoncias,2012-11-01,1,1,1,1,2
ANZALDO,atencion odontologica,periodoncias,2012-11-01,19,53,19,53,72
APOLO,atencion odontologica,periodoncias,2012-11-01,1,2,1,2,3
ARAMPAMPA,atencion odontologica,periodoncias,2012-11-01,1,0,1,0,1
ARANI,atencion odontologica,periodoncias,2012-11-01,14,26,14,26,40
ARBIETO,atencion odontologica,periodoncias,2012-11-01,1,22,1,22,23
ARQUE,atencion odontologica,periodoncias,2012-11-01,3,4,3,4,7
ASCENCION DE GUARAYOS,atencion odontologica,periodoncias,2012-11-01,0,6,0,6,6
ATOCHA,atencion odontologica,periodoncias,2012-11-01,24,10,24,10,34
AYATA,atencion odontologica,periodoncias,2012-11-01,1,1,1,1,2
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,periodoncias,2012-11-01,6,16,6,16,22
AZURDUY,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
BAURES,atencion odontologica,periodoncias,2012-11-01,1,0,1,0,1
BELEN DE ANDAMARCA,atencion odontologica,periodoncias,2012-11-01,0,4,0,4,4
BELLA FLOR,atencion odontologica,periodoncias,2012-11-01,0,6,0,6,6
BERMEJO,atencion odontologica,periodoncias,2012-11-01,29,38,29,38,67
BETANZOS,atencion odontologica,periodoncias,2012-11-01,2,7,2,7,9
BOLIVAR,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
BOLPEBRA,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
BOYUIBE,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
BUENA VISTA,atencion odontologica,periodoncias,2012-11-01,0,2,0,2,2
CABEZAS,atencion odontologica,periodoncias,2012-11-01,18,57,18,57,75
CAIROMA,atencion odontologica,periodoncias,2012-11-01,2,1,2,1,3
"CAIZA ""D""",atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
CAJUATA,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
CAMARGO,atencion odontologica,periodoncias,2012-11-01,2,11,2,11,13
CAMIRI,atencion odontologica,periodoncias,2012-11-01,13,17,13,17,30
CAPINOTA,atencion odontologica,periodoncias,2012-11-01,7,24,7,24,31
CARACOLLO,atencion odontologica,periodoncias,2012-11-01,4,7,4,7,11
CARANAVI,atencion odontologica,periodoncias,2012-11-01,50,56,50,56,106
CARAPARI,atencion odontologica,periodoncias,2012-11-01,13,8,13,8,21
CARIPUYO,atencion odontologica,periodoncias,2012-11-01,2,1,2,1,3
CARMEN RIVERO TORREZ,atencion odontologica,periodoncias,2012-11-01,6,12,6,12,18
CHALLAPATA,atencion odontologica,periodoncias,2012-11-01,3,5,3,5,8
CHAQUI,atencion odontologica,periodoncias,2012-11-01,1,1,1,1,2
CHARAGUA,atencion odontologica,periodoncias,2012-11-01,2,6,2,6,8
CHARAÑA,atencion odontologica,periodoncias,2012-11-01,1,0,1,0,1
CHAYANTA,atencion odontologica,periodoncias,2012-11-01,0,2,0,2,2
CHIMORE,atencion odontologica,periodoncias,2012-11-01,0,4,0,4,4
CHIPAYA,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,periodoncias,2012-11-01,4,11,4,11,15
CHUMA,atencion odontologica,periodoncias,2012-11-01,2,5,2,5,7
CLIZA,atencion odontologica,periodoncias,2012-11-01,8,16,8,16,24
COBIJA,atencion odontologica,periodoncias,2012-11-01,10,29,10,29,39
COCAPATA,atencion odontologica,periodoncias,2012-11-01,0,8,0,8,8
COCHABAMBA,atencion odontologica,periodoncias,2012-11-01,787,999,787,999,1786
COIPASA,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
COLCAPIRHUA,atencion odontologica,periodoncias,2012-11-01,5,15,5,15,20
COLOMI,atencion odontologica,periodoncias,2012-11-01,7,22,7,22,29
COLPA BELGICA,atencion odontologica,periodoncias,2012-11-01,0,10,0,10,10
COLQUECHACA,atencion odontologica,periodoncias,2012-11-01,1,17,1,17,18
COLQUENCHA,atencion odontologica,periodoncias,2012-11-01,2,0,2,0,2
COMANCHE,atencion odontologica,periodoncias,2012-11-01,2,1,2,1,3
COMARAPA,atencion odontologica,periodoncias,2012-11-01,6,8,6,8,14
CONCEPCION,atencion odontologica,periodoncias,2012-11-01,1,1,1,1,2
COPACABANA,atencion odontologica,periodoncias,2012-11-01,0,8,0,8,8
CORO CORO,atencion odontologica,periodoncias,2012-11-01,5,6,5,6,11
COROICO,atencion odontologica,periodoncias,2012-11-01,3,1,3,1,4
CORQUE,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
COTAGAITA,atencion odontologica,periodoncias,2012-11-01,3,5,3,5,8
COTOCA,atencion odontologica,periodoncias,2012-11-01,2,6,2,6,8
CUATRO CAÑADAS,atencion odontologica,periodoncias,2012-11-01,1,8,1,8,9
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,periodoncias,2012-11-01,0,4,0,4,4
CULPINA,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
DESAGUADERO,atencion odontologica,periodoncias,2012-11-01,1,5,1,5,6
EL ALTO,atencion odontologica,periodoncias,2012-11-01,142,267,142,267,409
EL PUENTE(STC),atencion odontologica,periodoncias,2012-11-01,1,0,1,0,1
EL PUENTE(TJA),atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
EL TORNO,atencion odontologica,periodoncias,2012-11-01,10,39,10,39,49
EL VILLAR,atencion odontologica,periodoncias,2012-11-01,9,20,9,20,29
ENTRE RIOS TRJ,atencion odontologica,periodoncias,2012-11-01,3,1,3,1,4
ENTRE RIOS CBBA,atencion odontologica,periodoncias,2012-11-01,0,19,0,19,19
ESCOMA,atencion odontologica,periodoncias,2012-11-01,1,0,1,0,1
EUCALIPTUS,atencion odontologica,periodoncias,2012-11-01,0,2,0,2,2
FERNANDEZ ALONSO,atencion odontologica,periodoncias,2012-11-01,5,10,5,10,15
FILADELFIA,atencion odontologica,periodoncias,2012-11-01,2,4,2,4,6
GENERAL SAAVEDRA,atencion odontologica,periodoncias,2012-11-01,0,4,0,4,4
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,periodoncias,2012-11-01,1,0,1,0,1
GUAYARAMERIN,atencion odontologica,periodoncias,2012-11-01,20,66,20,66,86
GUTIERREZ,atencion odontologica,periodoncias,2012-11-01,1,5,1,5,6
HUACARETA,atencion odontologica,periodoncias,2012-11-01,1,2,1,2,3
HUACAYA (VILLA DE HUACAYA),atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
HUACHACALLA,atencion odontologica,periodoncias,2012-11-01,1,0,1,0,1
HUANUNI,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
HUARACAJE,atencion odontologica,periodoncias,2012-11-01,0,2,0,2,2
HUARINA,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
HUAYLLAMARCA,atencion odontologica,periodoncias,2012-11-01,1,2,1,2,3
HUMANATA,atencion odontologica,periodoncias,2012-11-01,0,2,0,2,2
INCAHUASI,atencion odontologica,periodoncias,2012-11-01,1,7,1,7,8
INGAVI (HUMAITA),atencion odontologica,periodoncias,2012-11-01,2,8,2,8,10
IRUPANA (VILLA DE LANZA),atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
JESUS DE MACHACA,atencion odontologica,periodoncias,2012-11-01,3,0,3,0,3
LA ASUNTA,atencion odontologica,periodoncias,2012-11-01,3,14,3,14,17
LA GUARDIA,atencion odontologica,periodoncias,2012-11-01,3,49,3,49,52
LA PAZ,atencion odontologica,periodoncias,2012-11-01,321,591,321,591,912
LAGUNILLAS,atencion odontologica,periodoncias,2012-11-01,0,5,0,5,5
LAS CARRERAS,atencion odontologica,periodoncias,2012-11-01,0,1,0,1,1
LICOMA PAMPA,atencion odontologica,periodoncias,2012-11-01,0,2,0,2,2
LLALLAGUA,atencion odontologica,periodoncias,2012-11-01,1,12,1,12,13
LURIBAY,atencion odontologica,periodoncias,2012-11-01,20,24,20,24,44
MACHACAMARCA,atencion odontologica,periodoncias,2012-11-01,1,3,1,3,4
MAGDALENA,atencion odontologica,periodoncias,2012-11-01,4,1,4,1,5
MAIRANA,atencion odontologica,periodoncias,2012-11-01,1,1,1,1,2
MAPIRI,atencion odontologica,periodoncias,2012-11-01,2,3,2,3,5
MINEROS,atencion odontologica,periodoncias,2012-11-01,0,3,0,3,3
MIZQUE,atencion odontologica,periodoncias,2012-11-01,4,5,4,5,9
MOCOMOCO,atencion odontologica,periodoncias,2012-11-01,1,0,1,0,1
MONTEAGUDO,atencion odontologica,periodoncias,2012-11-01,2,7,2,7,9
MONTERO,atencion odontologica,periodoncias,2012-11-01,18,28,18,28,46
MOROCHATA,atencion odontologica,periodoncias,2012-11-01,0,19,0,19,19
OKINAWA,atencion odontologica,periodoncias,2012-11-01,3,5,3,5,8
OMEREQUE,atencion odontologica,periodoncias,2012-11-01,8,4,8,4,12
ORURO,atencion odontologica,periodoncias,2012-11-01,269,343,269,343,612
PADCAYA,atencion odontologica,periodoncias,2012-11-01,4,19,4,19,23
PADILLA,atencion odontologica,periodoncias,2012-11-01,3,3,3,3,6
PAILON,atencion odontologica,periodoncias,2012-11-01,0,6,0,6,6
PALOS BLANCOS,atencion odontologica,periodoncias,2012-11-01,3,3,3,3,6
PAMPA GRANDE,atencion odontologica,periodoncias,2012-11-01,1,3,1,3,4
PAPEL PAMPA,atencion odontologica,periodoncias,2012-11-01,5,0,5,0,5
PATACAMAYA,atencion odontologica,periodoncias,2012-11-01,0,8,0,8,8
POCOATA,atencion odontologica,periodoncias,2012-11-01,0,2,0,2,2
POCONA,atencion odontologica,periodoncias,2012-11-01,4,12,4,12,16
POJO (CBBA),atencion odontologica,periodoncias,2012-11-01,3,12,3,12,15
POOPO,atencion odontologica,periodoncias,2012-11-01,1,4,1,4,5
POROMA,atencion odontologica,periodoncias,2012-11-01,1,3,1,3,4
PORTACHUELO,atencion odontologica,periodoncias,2012-11-01,0,7,0,7,7
PORVENIR,atencion odontologica,periodoncias,2012-11-01,8,4,8,4,12
POTOSI,atencion odontologica,periodoncias,2012-11-01,40,59,40,59,99
PRESTO,atencion odontologica,periodoncias,2012-11-01,2,3,2,3,5
PUCARA,atencion odontologica,periodoncias,2012-11-01,1,2,1,2,3
PUERTO CARABUCO,atencion odontologica,periodoncias,2012-11-01,1,2,1,2,3
PUERTO QUIJARRO,atencion odontologica,periodoncias,2012-11-01,0,3,0,3,3
PUERTO RICO,atencion odontologica,periodoncias,2012-11-01,3,9,3,9,12
PUERTO SUAREZ,atencion odontologica,periodoncias,2012-11-01,0,5,0,5,5
PUERTO VILLARROEL,atencion odontologica,periodoncias,2012-11-01,0,116,0,116,116
PUNA,atencion odontologica,periodoncias,2012-11-01,2,1,2,1,3
