,group,variable,month,CONSULTAS NUEVAS DE 5 A 60 AÑOS CANTIDAD,CONSULTAS NUEVAS DE 5 A 60 AÑOS CANTIDAD,TOTALES,TOTALES,TOTALES
CHIPAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,9,25,9,25,34
CHOQUE COTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,16,27,16,27,43
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,36,147,36,147,183
CHUMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,109,159,109,159,268
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,18,21,18,21,39
CKOCHAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,23,46,23,46,69
CLIZA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,109,158,109,158,267
COBIJA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,250,402,250,402,652
COCAPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,48,71,48,71,119
COCHABAMBA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,1999,3055,1999,3055,5054
COIPASA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,48,68,48,68,116
COLCAPIRHUA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,87,145,87,145,232
"COLCHA ""K""",atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,36,43,36,43,79
COLLANA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,19,36,19,36,55
COLOMI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,34,77,34,77,111
COLPA BELGICA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,140,212,140,212,352
COLQUECHACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,110,170,110,170,280
COLQUENCHA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,39,77,39,77,116
COLQUIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,76,106,76,106,182
COMANCHE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,87,96,87,96,183
COMARAPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,83,153,83,153,236
CONCEPCION,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,8,10,8,10,18
COPACABANA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,60,76,60,76,136
CORIPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,14,22,14,22,36
CORO CORO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,80,104,80,104,184
COROICO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,105,164,105,164,269
CORQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,444,397,444,397,841
COTAGAITA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,67,129,67,129,196
COTOCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,17,121,17,121,138
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,51,121,51,121,172
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,7,11,7,11,18
CUEVO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,11,30,11,30,41
CULPINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,317,424,317,424,741
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,6,12,6,12,18
CURVA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,0,15,0,15,15
DESAGUADERO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,102,85,102,85,187
EL ALTO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,3830,5284,3830,5284,9114
EL PUENTE(STC),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,277,302,277,302,579
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,86,234,86,234,320
EL TORNO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,279,425,279,425,704
EL VILLAR,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,44,46,44,46,90
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,214,368,214,368,582
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,12,26,12,26,38
ESCOMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,40,69,40,69,109
EUCALIPTUS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,131,147,131,147,278
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,15,27,15,27,42
FILADELFIA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,81,86,81,86,167
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,32,58,32,58,90
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,45,81,45,81,126
GUANAY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,7,16,7,16,23
GUAQUI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,37,56,37,56,93
GUAYARAMERIN,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,345,502,345,502,847
GUTIERREZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,98,147,98,147,245
HUACARETA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,78,133,78,133,211
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,141,189,141,189,330
HUACHACALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,104,104,104,104,208
HUANUNI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,26,44,26,44,70
HUARACAJE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,15,10,15,10,25
HUARINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,9,10,9,10,19
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,113,209,113,209,322
HUMANATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,19,25,19,25,44
ICHOCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,15,106,15,106,121
ICLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,340,330,340,330,670
INCAHUASI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,84,161,84,161,245
INQUISIVI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,20,36,20,36,56
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,90,38,90,38,128
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,57,110,57,110,167
LA ASUNTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,31,91,31,91,122
LA GUARDIA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,84,143,84,143,227
LA PAZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,3805,7097,3805,7097,10902
LAGUNILLAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,13,43,13,43,56
LAJA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,33,69,33,69,102
LAS CARRERAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,50,37,50,37,87
LICOMA PAMPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,14,20,14,20,34
LLALLAGUA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,74,161,74,161,235
LLICA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,49,92,49,92,141
LORETO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,1,3,1,3,4
LURIBAY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,25,48,25,48,73
MACHACAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,31,31,31,31,62
MACHARETI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,24,58,24,58,82
MAGDALENA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,93,144,93,144,237
MAIRANA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,37,49,37,49,86
MALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,13,18,13,18,31
MAPIRI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,30,66,30,66,96
MECAPACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,8,18,8,18,26
MINEROS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,259,252,259,252,511
MIZQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,56,56,56,56,112
MOCOMOCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,72,118,72,118,190
MOJOCOYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,82,119,82,119,201
MONTEAGUDO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,170,425,170,425,595
MONTERO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,547,743,547,743,1290
MORO MORO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,13,32,13,32,45
MOROCHATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,349,353,349,353,702
NACEBE (SANTA ROSA DEL ABUNA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,70,93,70,93,163
OCURI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,29,89,29,89,118
OKINAWA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,22,37,22,37,59
OMEREQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,9,26,9,26,35
ORURO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,1664,2808,1664,2808,4472
PADCAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,184,284,184,284,468
PADILLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,148,277,148,277,425
PAILON,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,9,21,9,21,30
PALCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,42,40,42,40,82
PALOS BLANCOS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,48,79,48,79,127
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,282,252,282,252,534
PAMPA GRANDE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,14,36,14,36,50
PAPEL PAMPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,12,26,12,26,38
PASORAPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,15,27,15,27,42
PATACAMAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,41,145,41,145,186
PAZÑA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,38,34,38,34,72
PELECHUCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,22,67,22,67,89
POCOATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,64,63,64,63,127
POCONA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,316,343,316,343,659
POJO (CBBA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,125,97,125,97,222
POOPO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,92,103,92,103,195
PORCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,32,54,32,54,86
POROMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,226,218,226,218,444
PORONGO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,99,88,99,88,187
PORTACHUELO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,68,160,68,160,228
PORVENIR,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,111,162,111,162,273
POSTRER VALLE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,7,19,7,19,26
POTOSI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,968,1812,968,1812,2780
PRESTO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,311,277,311,277,588
PUCARA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,120,92,120,92,212
PUCARANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,85,158,85,158,243
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,25,46,25,46,71
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,199,190,199,190,389
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,73,101,73,101,174
PUERTO PEREZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,3,11,3,11,14
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,85,97,85,97,182
PUERTO RICO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,81,111,81,111,192
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,114,119,114,119,233
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,81,229,81,229,310
PUNA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,91,130,91,130,221
PUNATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,150,271,150,271,421
QUILLACOLLO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,118,220,118,220,338
QUIME,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,53,106,53,106,159
QUIRUSILLAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,8,21,8,21,29
RAVELO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,85,129,85,129,214
REYES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,24,42,24,42,66
RIBERALTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,721,826,721,826,1547
ROBORE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,142,138,142,138,280
RURRENABAQUE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,78,133,78,133,211
SABAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,71,112,71,112,183
SACABA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,2535,3606,2535,3606,6141
SACABAMBA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,14,31,14,31,45
SACACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,37,66,37,66,103
SAIPINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,32,32,32,32,64
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,190,257,190,257,447
SAMAIPATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,51,62,51,62,113
SAN AGUSTIN,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,21,29,21,29,50
SAN ANDRES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,56,105,56,105,161
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,145,156,145,156,301
SAN ANTONIO DE ESMORUCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,2,5,2,5,7
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,15,23,15,23,38
SAN BENITO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,25,28,25,28,53
SAN BORJA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,55,54,55,54,109
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,21,33,21,33,54
SAN CARLOS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,55,113,55,113,168
SAN IGNACIO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,400,540,400,540,940
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,145,144,145,144,289
SAN JAVIER(BNI),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,24,49,24,49,73
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,20,37,20,37,57
SAN JOAQUIN,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,28,31,28,31,59
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,119,158,119,158,277
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,2,17,2,17,19
SAN JULIAN,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,36,107,36,107,143
SAN LORENZO(PND),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,1,9,1,9,10
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,428,925,428,925,1353
SAN LUCAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,468,503,468,503,971
SAN MATIAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,19,56,19,56,75
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,60,88,60,88,148
SAN PABLO DE LIPEZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,13,62,13,62,75
SAN PEDRO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,33,48,33,48,81
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,59,56,59,56,115
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,10,9,10,9,19
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,99,145,99,145,244
SAN RAFAEL,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,55,103,55,103,158
SAN RAMON BENI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,29,79,29,79,108
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,32,47,32,47,79
SANTA ANA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,389,712,389,712,1101
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,2455,4292,2455,4292,6747
SANTA ROSA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,31,27,31,27,58
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,108,130,108,130,238
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,7,15,7,15,22
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,195,290,195,290,485
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,14,47,14,47,61
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,67,173,67,173,240
SANTIVAÑES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,36,58,36,58,94
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,106,118,106,118,224
SAPAHAQUI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,26,43,26,43,69
SENA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,316,382,316,382,698
SICA SICA (VILLA AROMA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,19,37,19,37,56
SICAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,26,56,26,56,82
SIPE SIPE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,316,515,316,515,831
SOPACHUY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,695,714,695,714,1409
SORACACHI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,323,293,323,293,616
SORATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,22,52,22,52,74
SUCRE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,3837,5275,3837,5275,9112
TACACOMA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,55,71,55,71,126
TACOPAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,16,31,16,31,47
TAHUA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,8,5,8,5,13
TAPACARI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,194,353,194,353,547
TARABUCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,225,199,225,199,424
TARACO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,27,52,27,52,79
TARATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,52,137,52,137,189
TARIJA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,4212,4869,4212,4869,9081
TARVITA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,139,276,139,276,415
TEOPONTE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,10,31,10,31,41
TIAWANACU,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,83,136,83,136,219
TINGUIPAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,626,538,626,538,1164
TIPUANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,31,55,31,55,86
TIQUIPAYA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,578,757,578,757,1335
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,35,74,35,74,109
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,10,11,10,11,21
TOCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,34,46,34,46,80
TOLATA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,28,27,28,27,55
TOLEDO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,205,263,205,263,468
TOMAVE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,32,42,32,42,74
TOMINA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,488,572,488,572,1060
TORO TORO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,154,206,154,206,360
TOTORA(CBBA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,411,376,411,376,787
TOTORA(ORR),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,8,11,8,11,19
TRIGAL,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,28,4,28,4,32
TRINIDAD,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,463,977,463,977,1440
TUPIZA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,121,157,121,157,278
TURCO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,29,54,29,54,83
UMALA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,6,10,6,10,16
UNCIA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,44,51,44,51,95
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,394,641,394,641,1035
URUBICHA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,38,42,38,42,80
UYUNI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,50,106,50,106,156
VACAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,77,87,77,87,164
VALLEGRANDE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,187,301,187,301,488
VIACHA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,103,227,103,227,330
VILA VILA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,7,26,7,26,33
VILLA CHARCAS,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,75,105,75,105,180
VILLA MONTES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,622,1103,622,1103,1725
VILLA NUEVA (LOMA ALTA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,21,25,21,25,46
VILLA RIVERO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,22,16,22,16,38
VILLA SERRANO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,57,73,57,73,130
VILLA TUNARI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,274,330,274,330,604
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,353,318,353,318,671
VILLAZON,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,140,266,140,266,406
VINTO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,20,40,20,40,60
VITICHI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,98,154,98,154,252
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,4,19,4,19,23
WARNES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,58,110,58,110,168
YACO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,14,32,14,32,46
YACUIBA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,744,1131,744,1131,1875
YAMPARAEZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,244,871,244,871,1115
YAPACANI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,54,180,54,180,234
YOCALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,98,72,98,72,170
YOTALA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,174,164,174,164,338
YUNCHARA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,69,166,69,166,235
ZUDAÑEZ,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-10-01,251,256,251,256,507
ACACIO,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-11-01,14,18,14,18,32
ACHACACHI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-11-01,103,245,103,245,348
ACHOCALLA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-11-01,8,62,8,62,70
AIQUILE,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-11-01,34,73,34,73,107
ALALAY,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-11-01,41,22,41,22,63
ALCALA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-11-01,49,117,49,117,166
ALTO BENI,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-11-01,29,51,29,51,80
ANCORAIMES,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-11-01,16,22,16,22,38
ANDAMARCA,atencion odontologica,consultas nuevas de 5 a 60 anos,2012-11-01,35,26,35,26,61
