,group,variable,month,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,CONSULTAS NUEVAS DE 60 AÑOS Y MÁS CANTIDAD,TOTALES,TOTALES,TOTALES
TARIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,78,44,78,44,122
TARVITA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,8,15,8,15,23
TEOPONTE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,3,1,3,1,4
TIAWANACU,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,13,22,13,22,35
TINGUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,3,1,3,1,4
TIPUANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,6,0,6,0,6
TIQUIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,7,8,7,8,15
TIRAQUE (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,0,3,0,3,3
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,3,1,3,1,4
TOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,8,11,8,11,19
TOLATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,1,3,1,3,4
TOLEDO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,3,2,3,2,5
TOMAVE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,7,21,7,21,28
TOMINA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,8,18,8,18,26
TORO TORO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,4,9,4,9,13
TOTORA(CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,2,5,2,5,7
TOTORA(ORR),atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,3,2,3,2,5
TRIGAL,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,2,0,2,0,2
TRINIDAD,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,61,47,61,47,108
TUPIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,20,15,20,15,35
TURCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,2,7,2,7,9
UMALA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,0,9,0,9,9
UNCIA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,6,20,6,20,26
URIONDO (A. CONCEPCION),atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,11,10,11,10,21
URUBICHA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,0,1,0,1,1
UYUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,22,15,22,15,37
VACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,1,5,1,5,6
VALLEGRANDE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,12,26,12,26,38
VIACHA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,47,32,47,32,79
VILA VILA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,1,0,1,0,1
VILLA CHARCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,3,6,3,6,9
VILLA MONTES,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,52,43,52,43,95
VILLA SERRANO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,15,9,15,9,24
VILLA TUNARI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,16,9,16,9,25
VILLA VACA GUZMAN (MUYUPAMPA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,31,23,31,23,54
VILLAZON,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,37,30,37,30,67
VINTO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,3,1,3,1,4
VITICHI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,4,16,4,16,20
WALDO BALLIVIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,1,0,1,0,1
WARNES,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,15,1,15,1,16
YACO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,8,2,8,2,10
YACUIBA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,12,17,12,17,29
YAMPARAEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,14,48,14,48,62
YANACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,3,4,3,4,7
YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,32,11,32,11,43
YOCALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,1,3,1,3,4
YOTALA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,1,4,1,4,5
YUNCHARA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,9,4,9,4,13
ZUDAÑEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-09-01,4,1,4,1,5
ACACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,9,1,9,10
ACHACACHI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,58,49,58,49,107
AIQUILE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,1,8,1,9
ALCALA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,7,4,7,4,11
ALTO BENI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,2,0,2,2
ANCORAIMES,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,7,11,7,11,18
ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,8,1,8,9
ANTEQUERA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,1,4,1,5
ANZALDO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,2,0,2,2
APOLO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,3,2,3,5
ARAMPAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,1,0,1,1
ARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,6,0,6,6
ARBIETO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,8,8,8,16
ASCENCION DE GUARAYOS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,28,17,28,17,45
ATOCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,7,5,7,5,12
AYATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,6,4,6,4,10
AYO AYO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,2,4,2,6
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,5,4,5,4,9
AZURDUY,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,3,2,3,5
BATALLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,16,18,16,18,34
BELEN DE ANDAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,4,0,4,4
BELEN DE URMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,1,2,1,3
BERMEJO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,27,34,27,34,61
BETANZOS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,16,8,16,24
BOLIVAR,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,7,2,7,2,9
BOLPEBRA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,1,1,1,2
BOYUIBE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,3,5,3,5,8
CABEZAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,7,4,7,11
CAIROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,5,2,5,2,7
"CAIZA ""D""",atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,2,1,2,3
CAJUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,14,9,14,9,23
CALACOTO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,5,8,5,13
CALAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,5,7,5,7,12
CAMARGO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,14,0,14,14
CAMATAQUI (C. VILLA ABECIA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,20,4,20,24
CAMIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,30,12,30,12,42
CAPINOTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,48,13,48,13,61
CAQUIAVIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,14,6,14,6,20
CARACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,4,4,4,8
CARANAVI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,7,4,7,11
CARAPARI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,22,7,22,7,29
CARIPUYO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,0,4,0,4
CARMEN RIVERO TORREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,2,1,2,3
CATACORA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,6,2,6,2,8
CHALLAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,13,18,13,18,31
CHAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,3,4,3,4,7
CHARAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,35,40,35,40,75
CHARAÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,5,7,5,7,12
CHAYANTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,3,26,3,26,29
CHIMORE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,5,3,5,3,8
CHIPAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,1,2,1,3
CHOQUE COTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,3,1,3,1,4
CHULUMANI (V. DE LA LIBERTAD),atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,0,1,0,1
CHUMA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,22,19,22,19,41
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,2,8,2,10
CKOCHAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,2,2,2,4
CLIZA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,3,30,3,30,33
COBIJA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,12,5,12,5,17
COCAPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,2,4,2,6
COCHABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,289,412,289,412,701
COIPASA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,2,2,2,4
COLCAPIRHUA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,11,6,11,6,17
COLLANA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,4,8,4,12
COLOMI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,3,4,3,7
COLPA BELGICA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,1,2,1,3
COLQUECHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,7,15,7,15,22
COLQUENCHA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,1,0,1,1
COLQUIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,4,1,4,5
COMANCHE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,2,4,2,6
COMARAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,17,29,17,29,46
CONCEPCION,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,4,0,4,4
COPACABANA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,6,20,6,20,26
CORIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,0,2,0,2
CORO CORO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,11,11,11,11,22
COROICO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,7,19,7,19,26
CORQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,2,2,2,4
COTAGAITA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,7,2,7,2,9
COTOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,21,7,21,7,28
CUATRO CAÑADAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,25,15,25,15,40
CUCHUMUELA (V. G. VILLARROEL),atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,1,0,1,1
CUEVO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,3,5,3,5,8
CULPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,16,8,16,24
CURAHUARA DE CARANGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,1,0,1,1
CURVA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,0,1,0,1
DESAGUADERO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,15,20,15,20,35
EL ALTO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,167,118,167,118,285
EL PUENTE(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,6,5,6,5,11
EL PUENTE(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,15,4,15,19
EL TORNO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,27,15,27,15,42
EL VILLAR,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,3,2,3,5
ENTRE RIOS TRJ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,12,8,12,20
ENTRE RIOS CBBA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,3,2,3,5
ESCOMA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,1,2,1,3
EUCALIPTUS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,2,4,2,6
FERNANDEZ ALONSO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,0,2,0,2
FILADELFIA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,1,8,1,9
GENERAL SAAVEDRA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,4,2,4,6
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,5,3,5,3,8
GUANAY,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,3,2,3,2,5
GUAQUI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,32,18,32,18,50
GUAYARAMERIN,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,12,2,12,14
GUTIERREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,12,41,12,41,53
HUACARETA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,23,8,23,8,31
HUACAYA (VILLA DE HUACAYA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,3,2,3,2,5
HUACHACALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,5,2,5,7
HUANUNI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,2,4,2,6
HUARACAJE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,0,1,0,1
HUARINA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,6,2,6,2,8
HUAYLLAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,17,21,17,21,38
HUMANATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,9,1,9,1,10
ICHOCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,37,19,37,19,56
ICLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,10,12,10,12,22
INCAHUASI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,9,4,9,4,13
INQUISIVI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,4,2,4,6
IRUPANA (VILLA DE LANZA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,4,8,4,12
JESUS DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,21,36,21,36,57
LA ASUNTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,1,2,1,3
LA GUARDIA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,19,5,19,5,24
LA PAZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,699,561,699,561,1260
LAGUNILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,2,0,2,2
LAJA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,13,12,13,12,25
LAS CARRERAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,4,4,4,8
LICOMA PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,1,0,1,1
LLALLAGUA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,10,0,10,10
LLICA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,6,33,6,33,39
LURIBAY,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,3,2,3,5
MACHACAMARCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,14,4,14,18
MACHARETI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,0,1,0,1
MAGDALENA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,7,1,7,1,8
MAIRANA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,0,1,0,1
MALLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,0,4,0,4
MAPIRI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,2,1,2,3
MINEROS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,25,2,25,2,27
MIZQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,16,9,16,9,25
MOCOMOCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,9,9,9,9,18
MOJOCOYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,17,8,17,25
MONTEAGUDO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,7,11,7,11,18
MONTERO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,47,28,47,28,75
MORO MORO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,3,0,3,3
MOROCHATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,0,1,0,1
OCURI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,9,4,9,13
OKINAWA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,16,10,16,10,26
ORURO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,220,215,220,215,435
PADCAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,6,4,6,10
PADILLA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,25,14,25,14,39
PAILON,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,0,1,0,1
PALCA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,3,1,3,4
PALOS BLANCOS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,7,3,7,3,10
PAMPA AULLAGAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,5,0,5,5
PAPEL PAMPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,25,19,25,19,44
PASORAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,15,0,15,0,15
PATACAMAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,5,7,5,7,12
PAZÑA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,11,10,11,10,21
PELECHUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,0,1,0,1
POCOATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,3,4,3,7
POCONA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,3,16,3,16,19
POJO (CBBA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,9,6,9,6,15
POOPO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,9,7,9,7,16
PORCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,8,2,8,10
POROMA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,17,6,17,6,23
PORONGO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,1,2,1,3
PORTACHUELO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,21,5,21,5,26
POTOSI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,80,92,80,92,172
PRESTO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,10,8,10,18
PUCARA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,1,1,1,2
PUCARANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,27,13,27,13,40
PUERTO ACOSTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,6,16,6,16,22
PUERTO CARABUCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,2,4,2,6
PUERTO GONZALO MORENO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,5,1,5,6
PUERTO PEREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,5,6,5,6,11
PUERTO QUIJARRO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,5,0,5,0,5
PUERTO RICO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,14,0,14,0,14
PUERTO SUAREZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,128,74,128,74,202
PUERTO VILLARROEL,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,1,4,1,5
PUNA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,17,18,17,18,35
PUNATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,34,22,34,22,56
QUILLACOLLO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,1,1,1,2
QUIME,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,9,23,9,23,32
QUIRUSILLAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,0,1,0,1
RAVELO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,6,4,6,4,10
RIBERALTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,46,23,46,23,69
ROBORE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,15,8,15,23
RURRENABAQUE,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,1,1,1,2
SABAYA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,10,9,10,9,19
SACABA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,17,38,17,38,55
SACABAMBA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,7,8,7,8,15
SACACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,5,3,5,3,8
SAIPINA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,4,0,4,4
SALINAS DE GARCI MENDOZA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,111,114,111,114,225
SAMAIPATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,0,1,0,1
SAN ANDRES DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,66,42,66,42,108
SAN ANTONIO DE LOMERIO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,2,4,2,6
SAN BENITO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,3,27,3,27,30
SAN BORJA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,21,0,21,0,21
SAN BUENA VENTURA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,6,12,6,12,18
SAN CARLOS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,18,3,18,3,21
SAN IGNACIO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,26,19,26,19,45
SAN JAVIER(STC),atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,53,58,53,58,111
SAN JOSE DE CHIQUITOS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,13,8,13,21
SAN JUAN DE YAPACANI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,3,2,3,2,5
SAN JULIAN,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,8,15,8,15,23
SAN LORENZO(TJA),atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,26,52,26,52,78
SAN LUCAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,11,12,11,12,23
SAN MATIAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,18,8,18,8,26
SAN MIGUEL DE VELASCO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,11,12,11,12,23
SAN PABLO DE LIPEZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,4,3,4,3,7
SAN PEDRO,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,3,7,3,7,10
SAN PEDRO DE BUENA VISTA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,12,5,12,5,17
SAN PEDRO DE CURAHUARA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,3,12,3,12,15
SAN PEDRO DE TIQUINA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,13,3,13,3,16
SAN RAMON SCZ,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,3,4,3,4,7
SANTA ANA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,2,1,2,3
SANTA CRUZ DE LA SIERRA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,251,271,251,271,522
SANTA ROSA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,0,1,0,1
SANTA ROSA DEL SARA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,6,4,6,4,10
SANTIAGO DE CALLAPA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,1,16,1,16,17
SANTIAGO DE HUARI,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,28,40,28,40,68
SANTIAGO DE HUATA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,20,20,20,20,40
SANTIAGO DE MACHACA,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,6,26,6,26,32
SANTIVAÑES,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,0,2,0,2,2
SANTUARIO DE QUILLACAS,atencion odontologica,consultas nuevas de 60 anos y mas,2012-10-01,2,4,2,4,6
