,group,variable,month,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
COBIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,32,21,0,0,32,21,53
COIPASA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,9,6,0,0,9,6,15
COROICO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,10,14,11,7,21,21,42
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,1,0,0,1,1,2
EXALTACION,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,1,1,0,2,1,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,0,1,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,1,0,2,0,2
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,0,1,1,1,1,2
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,2,1,2,3
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,2,2,0,2,2,4,6
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,3,4,1,1,4,5,9
MALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,1,2,0,2,1,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,0,0,1,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,4,1,0,0,4,1,5
PAILON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,8,6,22,14,30,20,50
PALCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,7,3,0,0,7,3,10
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,1,0,0,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,4,1,0,2,4,6
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,2,1,0,1,2,2,4
SACABA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,2,0,0,1,2,3
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,1,0,0,1,1,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,2,0,0,1,2,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,1,1,4,1,5,6
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,0,2,0,2,0,2
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,0,1,3,1,3,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,27,23,2,1,29,24,53
SENA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,0,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,0,0,1,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,1,0,1,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,3,7,0,0,3,7,10
TACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,6,1,1,1,7,2,9
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,1,2,1,2,2,4
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,1,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,3,4,1,0,4,4,8
UNCIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,0,1,0,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,0,2,0,2,0,2
UYUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,2,1,0,0,2,1,3
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,0,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,1,0,1,0,2,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1,0,1
YAPACANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-10-01,0,3,0,0,0,3,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,2,9,0,2,2,11,13
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,5,3,5,3,8
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,3,0,3,0,3
CAJUATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,3,0,0,0,3,3
CARANAVI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,1,1,1,1,2,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,30,22,0,0,30,22,52
CORIPATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,1,0,0,2,1,2,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,1,3,1,3,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,18,11,8,7,26,18,44
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,0,1,1
GUANAY,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,1,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,0,1,1
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,3,1,0,0,3,1,4
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,5,3,0,0,5,3,8
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,1,1,0,0,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,3,2,2,3,5,5,10
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,2,0,0,0,2,2
MALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,2,0,0,0,2,0,2
MAPIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,1,0,1,0,2,0,2
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,1,1,0,0,1,1,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,2,0,0,0,2,0,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,1,0,0,1,1,1,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,1,0,1,0,2,0,2
ORURO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,2,0,2,3,4,3,7
PAILON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,5,3,11,7,16,10,26
PALCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,2,0,0,0,2,0,2
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,2,2,3,6,5,8,13
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,2,1,1,0,3,1,4
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,1,2,3,2,4,4,8
ROBORE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,1,2,1,2,2,4
SACABA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,1,1,0,0,1,1,2
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,1,1,0,0,1,1,2
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,0,1,0,1,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,1,1,0,0,1,1,2
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,4,5,4,5,9
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,2,3,2,3,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,46,32,10,4,56,36,92
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,4,0,4,0,4
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,1,0,1,0,1
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,1,2,1,2,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,1,0,1,0,2,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,1,0,1,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,4,2,2,0,6,2,8
TARIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,1,1,1,1,2,3
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,1,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,3,0,0,0,3,0,3
UNCIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,0,1,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,1,0,0,0,1,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,1,1,0,1,1,2
VINTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,2,0,1,2,3,2,5
YOCALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-11-01,0,0,1,1,1,1,2
ACACIO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,2,2,2,2,4
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,2,2,2,2,4
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1,0,1
BAURES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,1,0,0,1,1,2
BETANZOS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,0,1,0,1,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,1,1,1,1,2
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,2,2,0,0,2,2,4
CARAPARI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1,0,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,1,2,0,2,1,3
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,1,2,2,2,4
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,1,0,1,0,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,1,0,0,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,2,0,0,0,2,2
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,34,46,0,0,34,46,80
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,1,0,0,0,1,1
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,2,0,0,0,2,2
COROICO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,2,0,0,0,2,0,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,18,16,1,1,19,17,36
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,0,1,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,1,0,0,1,1,2
EXALTACION,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,3,0,0,0,3,3
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,7,1,0,0,7,1,8
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1,0,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,2,1,1,1,3,2,5
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,0,1,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,12,20,0,1,12,21,33
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,1,0,0,0,1,1
MALLA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,0,2,0,2,2
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,0,1,1,1,2
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,1,2,1,2,3
OKINAWA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,1,0,1,0,1
ORURO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,3,5,5,4,8,9,17
PALCA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,0,1,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,1,1,0,1,1,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,2,1,2,1,3
REYES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,1,1,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,2,1,0,1,2,2,4
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,3,0,4,0,4
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,3,0,0,0,3,0,3
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,5,1,0,0,5,1,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,1,0,0,0,1,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,1,0,1,0,2,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,1,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,30,29,1,0,31,29,60
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,1,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,2,1,0,0,2,1,3
SORATA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,3,0,0,0,3,0,3
TARVITA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,1,0,0,0,1,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,1,2,2,2,4
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,3,3,2,4,5,7,12
TUPIZA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,3,1,4,1,7,2,9
UNCIA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,0,1,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,1,0,0,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,total pentavalente 1ra dosis,2015-12-01,0,0,1,1,1,1,2
