,group,variable,month,TOTAL ANTIPOLIOMIELÍTICA 3RA DOSIS DENTRO,TOTAL ANTIPOLIOMIELÍTICA 3RA DOSIS DENTRO,TOTAL ANTIPOLIOMIELÍTICA 3RA DOSIS FUERA,TOTAL ANTIPOLIOMIELÍTICA 3RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,0,0,1,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,5,4,3,5,8,9,17
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,3,3,2,1,5,4,9
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,1,1,0,0,1,1,2
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,2,0,0,0,2,0,2
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,5,2,0,0,5,2,7
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,0,5,7,5,7,12
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,1,0,0,0,1,0,1
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,0,2,0,2,0,2
SAN PEDRO DE CURAHUARA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,1,0,0,0,1,1
SAN RAFAEL,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,1,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,47,46,6,2,53,48,101
SENA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,1,1,0,0,1,1,2
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,2,0,1,0,3,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,3,1,0,0,3,1,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,1,2,0,0,1,2,3
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,1,0,0,0,1,0,1
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,0,0,1,0,1,1
TIPUANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,1,0,0,0,1,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,1,1,0,0,1,1,2
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,0,1,0,1,0,1
TOLEDO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,1,0,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,3,3,1,2,4,5,9
TUPIZA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,1,0,0,0,1,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,1,0,1,0,2,0,2
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,2,0,0,0,2,2
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,1,0,0,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,2,0,1,0,3,0,3
VINTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,1,1,0,0,1,1,2
WARNES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,1,0,0,0,1,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,1,1,1,1,2,3
YOCALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-08-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,0,0,1,1,1,2
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,4,1,0,0,4,1,5
ATOCHA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,0,1,0,1,1
AYO AYO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,1,0,0,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,1,0,1,0,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,0,0,0,1,0,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,1,0,1,0,2,2
CARAPARI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,2,1,2,3,4,4,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,2,0,0,1,2,3
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,0,3,1,4,1,5
COBIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,1,2,3,2,4,6
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,20,9,1,2,21,11,32
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,2,0,0,0,2,0,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,3,0,0,1,3,4
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,1,1,1,1,2
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,18,14,13,11,31,25,56
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,2,0,0,0,2,2
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,2,1,0,0,2,1,3
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,2,0,0,0,2,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,3,1,0,2,3,5
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,1,1,1,1,2,3
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,1,0,0,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,1,0,0,0,1,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,7,16,1,0,8,16,24
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,1,0,1,1,2,3
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,2,0,0,0,2,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,1,0,2,0,3,3
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,2,0,0,0,2,2
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,1,0,0,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,1,0,0,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,5,8,4,7,9,15,24
PADILLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,1,0,1,0,1
PAILON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,1,0,1,0,1
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,1,0,1,0,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,1,1,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,8,7,5,3,13,10,23
PUCARANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,1,0,0,1,1,2
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,1,0,0,0,1,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,2,0,0,0,2,0,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,3,0,0,0,3,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,6,3,0,0,6,3,9
PUNATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,4,0,2,3,6,3,9
REYES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,1,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,4,1,0,0,4,1,5
SACABA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,4,3,0,1,4,4,8
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,1,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,2,1,1,3,3,4,7
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,3,3,0,0,3,3,6
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,2,3,0,0,2,3,5
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,0,0,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,1,0,1,1,2,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,0,2,0,2,2
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,2,0,2,0,2
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,0,1,0,1,1
SAN PEDRO DE QUEMES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,0,0,0,1,0,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,4,1,0,0,4,1,5
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,40,37,10,3,50,40,90
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,2,0,0,0,2,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,0,0,0,1,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,0,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,2,1,2,1,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,2,0,0,1,2,1,3
SUCRE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,2,0,0,0,2,2
TACOBAMBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,0,1,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,2,2,1,1,3,3,6
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,1,0,1,0,2,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,2,0,0,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,6,0,0,1,6,7
TUPIZA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,0,1,0,1,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,2,0,0,0,2,2
VIACHA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,0,0,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,1,0,1,0,2,2
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,1,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,2,2,0,1,2,3,5
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,0,1,0,1,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,3,0,0,0,3,3
VINTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,1,0,0,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,1,0,0,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,0,0,0,2,0,2,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-09-01,10,0,1,11,11,11,22
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,1,0,2,1,3,4
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
ARQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,6,4,1,0,7,4,11
ATOCHA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,0,1,1
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,0,1,1
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,0,1,0,1
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,0,1,0,1
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,1,1,1,2,2,4
CARAPARI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,1,0,0,1,1,2
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,1,2,0,3,1,4
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,2,2,2,3,5
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,2,3,3,4,5,9
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,7,16,7,3,14,19,33
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,2,0,0,0,2,2
COLLANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,0,1,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,2,0,2,0,2
COPACABANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,1,1,1,2
COTOCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,7,4,1,0,8,4,12
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,1,1,1,2
CUEVO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,0,3,0,3,3
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,21,15,7,7,28,22,50
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,3,1,1,1,4,2,6
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,0,1,0,1,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,0,1,0,1
GUAQUI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,3,1,0,2,3,3,6
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,1,1,1,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,0,1,1
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,1,0,0,1,1,2
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,11,15,0,0,11,15,26
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,2,0,2,1,3
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,0,1,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,1,0,2,2
MONTERO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,3,3,2,1,5,4,9
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,0,1,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,5,10,2,1,7,11,18
PAILON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,0,1,0,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,0,1,0,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,1,1,1,2
PORCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,0,0,0,1,1
PORVENIR,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,4,4,2,0,6,4,10
PUCARANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,1,0,0,1,1,2
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,3,0,3,1,4
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,8,2,2,1,10,3,13
PUNATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,2,0,1,0,3,3
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,2,4,4,1,6,5,11
REYES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,1,0,0,1,1,2
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,3,6,1,1,4,7,11
SACABA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,5,6,1,1,6,7,13
SAIPINA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,0,1,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,1,0,1,1,2
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,2,2,3,6,5,8,13
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,1,6,8,6,9,15
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
SAN JAVIER(BNI),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,2,3,0,3,2,5
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,2,1,0,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,41,34,5,4,46,38,84
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,0,1,0,1
SANTIAGO DE CALLAPA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,0,0,1,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,4,1,1,2,5,7
SUCRE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,2,7,1,1,3,8,11
TAPACARI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 3ra dosis,2015-10-01,1,0,0,0,1,0,1
