,group,variable,month,TOTAL ANTIPOLIOMIELÍTICA 1RA DOSIS DENTRO,TOTAL ANTIPOLIOMIELÍTICA 1RA DOSIS DENTRO,TOTAL ANTIPOLIOMIELÍTICA 1RA DOSIS FUERA,TOTAL ANTIPOLIOMIELÍTICA 1RA DOSIS FUERA,TOTALES,TOTALES,TOTALES
SAN ANTONIO DE ESMORUCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,1,1,0,0,1,1,2
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,0,0,1,0,1,0,1
SAN JAVIER(STC),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,2,0,0,0,2,0,2
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,7,5,0,0,7,5,12
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,2,0,6,1,8,1,9
SAN LORENZO(PND),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,0,0,1,1,1,1,2
SAN MATIAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,0,1,0,0,0,1,1
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,0,1,0,0,0,1,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,0,0,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,31,30,2,0,33,30,63
SANTUARIO DE QUILLACAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,1,0,0,0,1,0,1
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,2,1,1,0,3,1,4
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,1,0,0,0,1,0,1
SORACACHI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,0,0,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,3,2,0,0,3,2,5
TACACOMA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,0,2,0,0,0,2,2
TARIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,10,11,1,1,11,12,23
TEOPONTE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,4,7,0,0,4,7,11
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,1,0,0,0,1,0,1
TORO TORO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,0,0,2,0,2,0,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,3,4,2,0,5,4,9
TURCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,1,0,0,0,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,0,0,1,0,1,0,1
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,4,1,0,0,4,1,5
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,1,0,0,1,1,1,2
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,0,0,0,1,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,1,0,0,0,1,0,1
YACUIBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,0,1,0,0,0,1,1
YANACACHI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-08-01,1,0,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,0,0,0,1,1
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,0,0,1,0,1
APOLO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,2,3,0,0,2,3,5
CAMIRI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,0,1,0,1,1
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,0,0,0,1,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,0,0,0,1,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,3,0,3,1,4
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,3,1,3,1,4
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,0,0,0,1,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,1,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,45,48,0,0,45,48,93
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,1,0,2,0,2
COLOMI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,8,4,6,10,14,14,28
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,2,0,2,0,4,4
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,1,1,1,1,2
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,0,1,0,1,1
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,4,3,0,0,4,3,7
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,2,0,2,0,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,1,0,0,1,1,2
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,1,1,0,2,1,3
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,17,27,0,0,17,27,44
LAJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,0,0,0,1,1
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,1,1,2,1,3
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,1,0,0,1,1,2
ORURO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,6,4,4,5,10,15
PAILON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,12,16,9,7,21,23,44
PALCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,2,2,0,0,2,2,4
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,4,2,0,1,4,3,7
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,3,1,0,0,3,1,4
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,2,2,0,0,2,2,4
QUIME,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,0,0,0,1,1
ROBORE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,0,1,0,1,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,1,0,1,0,1
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,0,0,0,1,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,3,0,0,1,3,4
SAN PABLO DE LIPEZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,2,0,0,0,2,2
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,3,0,0,1,3,4
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,0,0,0,1,1
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,56,15,0,1,56,16,72
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,0,0,0,1,1
SANTIAGO DE HUARI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,1,0,1,0,1
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,0,0,0,1,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,0,1,0,1,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,3,0,0,0,3,0,3
TARIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,1,0,0,1,1,2
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,4,1,5,1,6
TIPUANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,0,0,1,0,1
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,1,0,0,0,1,1
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,0,1,0,1,1
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,0,0,1,0,1
TORO TORO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,1,0,2,0,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,1,0,1,0,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,3,3,0,0,3,3,6
TUPIZA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,0,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,3,1,0,2,3,3,6
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,1,0,1,0,1
VILLAZON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,2,0,0,0,2,0,2
YAPACANI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,0,0,1,0,1,0,1
YOCALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-09-01,1,1,0,0,1,1,2
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,1,0,1,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,2,1,0,0,2,1,3
ATOCHA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,1,0,0,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,1,1,1,1,2
BERMEJO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,0,1,0,1,1
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,11,1,0,1,11,2,13
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,1,0,1,0,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,32,21,0,0,32,21,53
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,9,6,0,0,9,6,15
COROICO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,14,18,7,3,21,21,42
EL TORNO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,1,0,0,0,1,1
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,1,0,0,1,1,2
EXALTACION,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,1,1,0,2,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,2,0,0,0,2,2
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,1,0,0,1,1,2
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,1,1,1,1,2
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,2,1,2,1,3
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,1,0,0,0,1,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,2,1,2,3
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,2,2,0,2,2,4,6
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
LA PAZ,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,2,3,0,0,2,3,5
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,1,3,1,3,4
MALLA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,1,2,0,2,1,3
MAPIRI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,0,1,0,1,1
MECAPACA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,1,0,0,0,1,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,2,0,0,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,4,1,0,0,4,1,5
PAILON,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,8,6,22,14,30,20,50
PALCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,7,3,0,0,7,3,10
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,1,0,0,1,1,2
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
PAZÑA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,4,1,0,2,4,6
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,10,12,0,0,10,12,22
PUERTO SILES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,1,2,1,2,3
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
PUNA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,1,0,0,0,1,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,1,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,4,1,0,1,4,2,6
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
SACABA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,3,0,0,1,3,4
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,1,0,0,1,1,2
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,2,1,1,2,3,3,6
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,1,1,4,1,5,6
SAN PEDRO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,2,1,0,0,2,1,3
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,1,3,1,3,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,26,24,2,1,28,25,53
SANTIVAÑES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,1,0,1,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,0,1,0,1,1
SORATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,1,0,1,0,2,2
SUCRE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,3,1,0,0,3,1,4
TACACHI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
TACACOMA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,1,0,1,0,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,2,0,1,1,3,1,4
TINGUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,1,1,0,1,1,2
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,1,0,0,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,1,0,1,0,1
TRIGAL,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,1,1,1,1,2
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,4,3,1,0,5,3,8
TUPIZA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,4,0,0,1,4,5
UNCIA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,1,0,1,0,1
URIONDO (A. CONCEPCION),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,0,1,0,1,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,2,1,0,0,2,1,3
VILLA SERRANO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,0,1,0,1,0,1
VINTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
WARNES,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,0,1,0,1,0,2,2
YANACACHI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-10-01,1,0,0,0,1,0,1
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,0,1,0,1,1
APOLO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,1,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,2,1,0,2,2,3,5
BERMEJO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,1,0,1,0,1
CABEZAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,5,3,5,3,8
CAJUATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,3,0,0,0,3,3
CARANAVI,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,1,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,1,0,1,0,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,0,1,0,1,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,1,0,0,0,1,1
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,0,1,0,1,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,1,1,1,1,2,3
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,31,25,0,0,31,25,56
CORIPATA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,1,0,0,2,1,2,3
COTOCA,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,0,1,3,1,3,4
EL ALTO,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,18,11,8,7,26,18,44
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,1,0,0,0,1,0,1
EXALTACION,vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,1,0,0,0,1,0,1
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,total antipoliomielitica 1ra dosis,2015-11-01,0,2,0,0,0,2,2
