municipality,group,variable,month,Total 7.2 Inyectables,TOTAL
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria, inyectables,2014-10-01,68,68
CUEVO,otras actividades de enfermeria, inyectables,2014-10-01,268,268
CULPINA,otras actividades de enfermeria, inyectables,2014-10-01,902,902
CURAHUARA DE CARANGAS,otras actividades de enfermeria, inyectables,2014-10-01,155,155
CURVA,otras actividades de enfermeria, inyectables,2014-10-01,24,24
DESAGUADERO,otras actividades de enfermeria, inyectables,2014-10-01,121,121
EL ALTO,otras actividades de enfermeria, inyectables,2014-10-01,30365,30365
EL CHORO,otras actividades de enfermeria, inyectables,2014-10-01,122,122
EL PUENTE(STC),otras actividades de enfermeria, inyectables,2014-10-01,769,769
EL PUENTE(TJA),otras actividades de enfermeria, inyectables,2014-10-01,997,997
EL TORNO,otras actividades de enfermeria, inyectables,2014-10-01,7124,7124
EL VILLAR,otras actividades de enfermeria, inyectables,2014-10-01,585,585
ENTRE RIOS TRJ,otras actividades de enfermeria, inyectables,2014-10-01,2557,2557
ENTRE RIOS CBBA,otras actividades de enfermeria, inyectables,2014-10-01,1077,1077
ESCARA,otras actividades de enfermeria, inyectables,2014-10-01,15,15
ESCOMA,otras actividades de enfermeria, inyectables,2014-10-01,246,246
ESMERALDA,otras actividades de enfermeria, inyectables,2014-10-01,32,32
EUCALIPTUS,otras actividades de enfermeria, inyectables,2014-10-01,193,193
EUREKA (SANTOS MERCADO),otras actividades de enfermeria, inyectables,2014-10-01,44,44
EXALTACION,otras actividades de enfermeria, inyectables,2014-10-01,72,72
FERNANDEZ ALONSO,otras actividades de enfermeria, inyectables,2014-10-01,358,358
FILADELFIA,otras actividades de enfermeria, inyectables,2014-10-01,269,269
GENERAL SAAVEDRA,otras actividades de enfermeria, inyectables,2014-10-01,697,697
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria, inyectables,2014-10-01,447,447
GUANAY,otras actividades de enfermeria, inyectables,2014-10-01,558,558
GUAQUI,otras actividades de enfermeria, inyectables,2014-10-01,65,65
GUAYARAMERIN,otras actividades de enfermeria, inyectables,2014-10-01,18168,18168
GUTIERREZ,otras actividades de enfermeria, inyectables,2014-10-01,302,302
HUACARETA,otras actividades de enfermeria, inyectables,2014-10-01,1329,1329
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria, inyectables,2014-10-01,175,175
HUACHACALLA,otras actividades de enfermeria, inyectables,2014-10-01,125,125
HUANUNI,otras actividades de enfermeria, inyectables,2014-10-01,5801,5801
HUARACAJE,otras actividades de enfermeria, inyectables,2014-10-01,516,516
HUARINA,otras actividades de enfermeria, inyectables,2014-10-01,10,10
HUATAJATA,otras actividades de enfermeria, inyectables,2014-10-01,7,7
HUAYLLAMARCA,otras actividades de enfermeria, inyectables,2014-10-01,97,97
HUMANATA,otras actividades de enfermeria, inyectables,2014-10-01,65,65
ICHOCA,otras actividades de enfermeria, inyectables,2014-10-01,63,63
ICLA,otras actividades de enfermeria, inyectables,2014-10-01,367,367
INCAHUASI,otras actividades de enfermeria, inyectables,2014-10-01,418,418
INGAVI (HUMAITA),otras actividades de enfermeria, inyectables,2014-10-01,19,19
INQUISIVI,otras actividades de enfermeria, inyectables,2014-10-01,228,228
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria, inyectables,2014-10-01,1073,1073
IXIAMAS,otras actividades de enfermeria, inyectables,2014-10-01,315,315
JESUS DE MACHACA,otras actividades de enfermeria, inyectables,2014-10-01,320,320
LA ASUNTA,otras actividades de enfermeria, inyectables,2014-10-01,1729,1729
LA GUARDIA,otras actividades de enfermeria, inyectables,2014-10-01,4243,4243
LA PAZ,otras actividades de enfermeria, inyectables,2014-10-01,168745,168745
LA RIVERA,otras actividades de enfermeria, inyectables,2014-10-01,15,15
LAGUNILLAS,otras actividades de enfermeria, inyectables,2014-10-01,308,308
LAJA,otras actividades de enfermeria, inyectables,2014-10-01,294,294
LAS CARRERAS,otras actividades de enfermeria, inyectables,2014-10-01,244,244
LICOMA PAMPA,otras actividades de enfermeria, inyectables,2014-10-01,132,132
LLALLAGUA,otras actividades de enfermeria, inyectables,2014-10-01,6142,6142
LLICA,otras actividades de enfermeria, inyectables,2014-10-01,283,283
LORETO,otras actividades de enfermeria, inyectables,2014-10-01,480,480
LURIBAY,otras actividades de enfermeria, inyectables,2014-10-01,135,135
MACHACAMARCA,otras actividades de enfermeria, inyectables,2014-10-01,250,250
MACHARETI,otras actividades de enfermeria, inyectables,2014-10-01,612,612
MAGDALENA,otras actividades de enfermeria, inyectables,2014-10-01,1518,1518
MAIRANA,otras actividades de enfermeria, inyectables,2014-10-01,1619,1619
MALLA,otras actividades de enfermeria, inyectables,2014-10-01,64,64
MAPIRI,otras actividades de enfermeria, inyectables,2014-10-01,377,377
MECAPACA,otras actividades de enfermeria, inyectables,2014-10-01,77,77
MINEROS,otras actividades de enfermeria, inyectables,2014-10-01,1422,1422
MIZQUE,otras actividades de enfermeria, inyectables,2014-10-01,1212,1212
MOCOMOCO,otras actividades de enfermeria, inyectables,2014-10-01,215,215
MOJINETE,otras actividades de enfermeria, inyectables,2014-10-01,78,78
MOJOCOYA,otras actividades de enfermeria, inyectables,2014-10-01,664,664
MONTEAGUDO,otras actividades de enfermeria, inyectables,2014-10-01,5982,5982
MONTERO,otras actividades de enfermeria, inyectables,2014-10-01,15180,15180
MORO MORO,otras actividades de enfermeria, inyectables,2014-10-01,208,208
MOROCHATA,otras actividades de enfermeria, inyectables,2014-10-01,338,338
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria, inyectables,2014-10-01,128,128
NAZACARA DE PACAJES,otras actividades de enfermeria, inyectables,2014-10-01,30,30
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria, inyectables,2014-10-01,117,117
OCURI,otras actividades de enfermeria, inyectables,2014-10-01,477,477
OKINAWA,otras actividades de enfermeria, inyectables,2014-10-01,620,620
OMEREQUE,otras actividades de enfermeria, inyectables,2014-10-01,516,516
ORURO,otras actividades de enfermeria, inyectables,2014-10-01,40590,40590
PADCAYA,otras actividades de enfermeria, inyectables,2014-10-01,1687,1687
PADILLA,otras actividades de enfermeria, inyectables,2014-10-01,3241,3241
PAILON,otras actividades de enfermeria, inyectables,2014-10-01,1907,1907
PALCA,otras actividades de enfermeria, inyectables,2014-10-01,136,136
PALOS BLANCOS,otras actividades de enfermeria, inyectables,2014-10-01,1019,1019
PAMPA AULLAGAS,otras actividades de enfermeria, inyectables,2014-10-01,94,94
PAMPA GRANDE,otras actividades de enfermeria, inyectables,2014-10-01,504,504
PAPEL PAMPA,otras actividades de enfermeria, inyectables,2014-10-01,247,247
PASORAPA,otras actividades de enfermeria, inyectables,2014-10-01,172,172
PATACAMAYA,otras actividades de enfermeria, inyectables,2014-10-01,523,523
PAZÑA,otras actividades de enfermeria, inyectables,2014-10-01,195,195
PELECHUCO,otras actividades de enfermeria, inyectables,2014-10-01,129,129
POCOATA,otras actividades de enfermeria, inyectables,2014-10-01,404,404
POCONA,otras actividades de enfermeria, inyectables,2014-10-01,296,296
POJO (CBBA),otras actividades de enfermeria, inyectables,2014-10-01,440,440
POOPO,otras actividades de enfermeria, inyectables,2014-10-01,414,414
PORCO,otras actividades de enfermeria, inyectables,2014-10-01,385,385
POROMA,otras actividades de enfermeria, inyectables,2014-10-01,752,752
PORONGO,otras actividades de enfermeria, inyectables,2014-10-01,350,350
PORTACHUELO,otras actividades de enfermeria, inyectables,2014-10-01,3019,3019
PORVENIR,otras actividades de enfermeria, inyectables,2014-10-01,1037,1037
POSTRER VALLE,otras actividades de enfermeria, inyectables,2014-10-01,111,111
POTOSI,otras actividades de enfermeria, inyectables,2014-10-01,53939,53939
PRESTO,otras actividades de enfermeria, inyectables,2014-10-01,584,584
PUCARANI,otras actividades de enfermeria, inyectables,2014-10-01,617,617
PUERTO ACOSTA,otras actividades de enfermeria, inyectables,2014-10-01,304,304
PUERTO CARABUCO,otras actividades de enfermeria, inyectables,2014-10-01,254,254
PUERTO GONZALO MORENO,otras actividades de enfermeria, inyectables,2014-10-01,891,891
PUERTO PEREZ,otras actividades de enfermeria, inyectables,2014-10-01,175,175
PUERTO QUIJARRO,otras actividades de enfermeria, inyectables,2014-10-01,589,589
PUERTO RICO,otras actividades de enfermeria, inyectables,2014-10-01,1219,1219
PUERTO SILES,otras actividades de enfermeria, inyectables,2014-10-01,73,73
PUERTO VILLARROEL,otras actividades de enfermeria, inyectables,2014-10-01,2568,2568
PUNA,otras actividades de enfermeria, inyectables,2014-10-01,1116,1116
PUNATA,otras actividades de enfermeria, inyectables,2014-10-01,6345,6345
QUILLACOLLO,otras actividades de enfermeria, inyectables,2014-10-01,10156,10156
QUIME,otras actividades de enfermeria, inyectables,2014-10-01,456,456
QUIRUSILLAS,otras actividades de enfermeria, inyectables,2014-10-01,157,157
RAVELO,otras actividades de enfermeria, inyectables,2014-10-01,890,890
REYES,otras actividades de enfermeria, inyectables,2014-10-01,818,818
RIBERALTA,otras actividades de enfermeria, inyectables,2014-10-01,18906,18906
ROBORE,otras actividades de enfermeria, inyectables,2014-10-01,3049,3049
RURRENABAQUE,otras actividades de enfermeria, inyectables,2014-10-01,535,535
SABAYA,otras actividades de enfermeria, inyectables,2014-10-01,426,426
SACABA,otras actividades de enfermeria, inyectables,2014-10-01,5548,5548
SACABAMBA,otras actividades de enfermeria, inyectables,2014-10-01,109,109
SACACA,otras actividades de enfermeria, inyectables,2014-10-01,341,341
SAIPINA,otras actividades de enfermeria, inyectables,2014-10-01,342,342
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria, inyectables,2014-10-01,567,567
SAMAIPATA,otras actividades de enfermeria, inyectables,2014-10-01,1122,1122
SAN AGUSTIN,otras actividades de enfermeria, inyectables,2014-10-01,230,230
SAN ANDRES,otras actividades de enfermeria, inyectables,2014-10-01,703,703
SAN ANDRES DE MACHACA,otras actividades de enfermeria, inyectables,2014-10-01,93,93
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria, inyectables,2014-10-01,175,175
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria, inyectables,2014-10-01,295,295
SAN BENITO,otras actividades de enfermeria, inyectables,2014-10-01,374,374
SAN BORJA,otras actividades de enfermeria, inyectables,2014-10-01,1221,1221
SAN BUENA VENTURA,otras actividades de enfermeria, inyectables,2014-10-01,431,431
SAN CARLOS,otras actividades de enfermeria, inyectables,2014-10-01,2377,2377
SAN IGNACIO,otras actividades de enfermeria, inyectables,2014-10-01,2936,2936
SAN IGNACIO DE VELASCO,otras actividades de enfermeria, inyectables,2014-10-01,14484,14484
SAN JAVIER(BNI),otras actividades de enfermeria, inyectables,2014-10-01,131,131
SAN JAVIER(STC),otras actividades de enfermeria, inyectables,2014-10-01,328,328
SAN JOAQUIN,otras actividades de enfermeria, inyectables,2014-10-01,842,842
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria, inyectables,2014-10-01,2556,2556
SAN JUAN DE YAPACANI,otras actividades de enfermeria, inyectables,2014-10-01,482,482
SAN JULIAN,otras actividades de enfermeria, inyectables,2014-10-01,2340,2340
SAN LORENZO(PND),otras actividades de enfermeria, inyectables,2014-10-01,289,289
SAN LORENZO(TJA),otras actividades de enfermeria, inyectables,2014-10-01,699,699
SAN LUCAS,otras actividades de enfermeria, inyectables,2014-10-01,2052,2052
SAN MATIAS,otras actividades de enfermeria, inyectables,2014-10-01,1622,1622
SAN MIGUEL DE VELASCO,otras actividades de enfermeria, inyectables,2014-10-01,847,847
SAN PABLO DE LIPEZ,otras actividades de enfermeria, inyectables,2014-10-01,184,184
SAN PEDRO,otras actividades de enfermeria, inyectables,2014-10-01,792,792
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria, inyectables,2014-10-01,490,490
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria, inyectables,2014-10-01,161,161
SAN PEDRO DE QUEMES,otras actividades de enfermeria, inyectables,2014-10-01,46,46
SAN PEDRO DE TIQUINA,otras actividades de enfermeria, inyectables,2014-10-01,227,227
SAN PEDRO(PND),otras actividades de enfermeria, inyectables,2014-10-01,215,215
SAN RAFAEL,otras actividades de enfermeria, inyectables,2014-10-01,1318,1318
SAN RAMON BENI,otras actividades de enfermeria, inyectables,2014-10-01,623,623
SAN RAMON SCZ,otras actividades de enfermeria, inyectables,2014-10-01,782,782
SANTA ANA,otras actividades de enfermeria, inyectables,2014-10-01,2759,2759
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria, inyectables,2014-10-01,172879,172879
SANTA ROSA,otras actividades de enfermeria, inyectables,2014-10-01,408,408
SANTA ROSA DEL SARA,otras actividades de enfermeria, inyectables,2014-10-01,1044,1044
SANTIAGO DE CALLAPA,otras actividades de enfermeria, inyectables,2014-10-01,3,3
SANTIAGO DE HUARI,otras actividades de enfermeria, inyectables,2014-10-01,293,293
SANTIAGO DE HUATA,otras actividades de enfermeria, inyectables,2014-10-01,8,8
SANTIAGO DE MACHACA,otras actividades de enfermeria, inyectables,2014-10-01,138,138
SANTIVAÑES,otras actividades de enfermeria, inyectables,2014-10-01,374,374
SANTUARIO DE QUILLACAS,otras actividades de enfermeria, inyectables,2014-10-01,92,92
SAPAHAQUI,otras actividades de enfermeria, inyectables,2014-10-01,198,198
SENA,otras actividades de enfermeria, inyectables,2014-10-01,613,613
SHINAOTA,otras actividades de enfermeria, inyectables,2014-10-01,1087,1087
SICA SICA (VILLA AROMA),otras actividades de enfermeria, inyectables,2014-10-01,489,489
SICAYA,otras actividades de enfermeria, inyectables,2014-10-01,92,92
SIPE SIPE,otras actividades de enfermeria, inyectables,2014-10-01,1086,1086
SOPACHUY,otras actividades de enfermeria, inyectables,2014-10-01,516,516
SORACACHI,otras actividades de enfermeria, inyectables,2014-10-01,243,243
SUCRE,otras actividades de enfermeria, inyectables,2014-10-01,58718,58718
TACACHI,otras actividades de enfermeria, inyectables,2014-10-01,9,9
TACACOMA,otras actividades de enfermeria, inyectables,2014-10-01,2,2
TACOBAMBA,otras actividades de enfermeria, inyectables,2014-10-01,195,195
TACOPAYA,otras actividades de enfermeria, inyectables,2014-10-01,233,233
TAHUA,otras actividades de enfermeria, inyectables,2014-10-01,66,66
TAPACARI,otras actividades de enfermeria, inyectables,2014-10-01,418,418
TARABUCO,otras actividades de enfermeria, inyectables,2014-10-01,1539,1539
TARACO,otras actividades de enfermeria, inyectables,2014-10-01,123,123
TARATA,otras actividades de enfermeria, inyectables,2014-10-01,468,468
TARIJA,otras actividades de enfermeria, inyectables,2014-10-01,74737,74737
TARVITA,otras actividades de enfermeria, inyectables,2014-10-01,1146,1146
TEOPONTE,otras actividades de enfermeria, inyectables,2014-10-01,506,506
TIAWANACU,otras actividades de enfermeria, inyectables,2014-10-01,126,126
TINGUIPAYA,otras actividades de enfermeria, inyectables,2014-10-01,274,274
TIPUANI,otras actividades de enfermeria, inyectables,2014-10-01,1033,1033
TIQUIPAYA,otras actividades de enfermeria, inyectables,2014-10-01,895,895
TIRAQUE (CBBA),otras actividades de enfermeria, inyectables,2014-10-01,468,468
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria, inyectables,2014-10-01,79,79
TOCO,otras actividades de enfermeria, inyectables,2014-10-01,209,209
TODOS SANTOS,otras actividades de enfermeria, inyectables,2014-10-01,5,5
TOLATA,otras actividades de enfermeria, inyectables,2014-10-01,245,245
TOLEDO,otras actividades de enfermeria, inyectables,2014-10-01,135,135
TOMAVE,otras actividades de enfermeria, inyectables,2014-10-01,764,764
TOMINA,otras actividades de enfermeria, inyectables,2014-10-01,1087,1087
TORO TORO,otras actividades de enfermeria, inyectables,2014-10-01,341,341
TOTORA(CBBA),otras actividades de enfermeria, inyectables,2014-10-01,353,353
TOTORA(ORR),otras actividades de enfermeria, inyectables,2014-10-01,176,176
TRIGAL,otras actividades de enfermeria, inyectables,2014-10-01,79,79
TRINIDAD,otras actividades de enfermeria, inyectables,2014-10-01,81618,81618
TUPIZA,otras actividades de enfermeria, inyectables,2014-10-01,3605,3605
TURCO,otras actividades de enfermeria, inyectables,2014-10-01,144,144
UMALA,otras actividades de enfermeria, inyectables,2014-10-01,35,35
UNCIA,otras actividades de enfermeria, inyectables,2014-10-01,5333,5333
URIONDO (A. CONCEPCION),otras actividades de enfermeria, inyectables,2014-10-01,979,979
URUBICHA,otras actividades de enfermeria, inyectables,2014-10-01,407,407
UYUNI,otras actividades de enfermeria, inyectables,2014-10-01,2356,2356
VACAS,otras actividades de enfermeria, inyectables,2014-10-01,276,276
VALLEGRANDE,otras actividades de enfermeria, inyectables,2014-10-01,5766,5766
VIACHA,otras actividades de enfermeria, inyectables,2014-10-01,5102,5102
VILA VILA,otras actividades de enfermeria, inyectables,2014-10-01,73,73
VILLA CHARCAS,otras actividades de enfermeria, inyectables,2014-10-01,632,632
VILLA MONTES,otras actividades de enfermeria, inyectables,2014-10-01,11774,11774
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria, inyectables,2014-10-01,151,151
VILLA RIVERO,otras actividades de enfermeria, inyectables,2014-10-01,314,314
VILLA SERRANO,otras actividades de enfermeria, inyectables,2014-10-01,890,890
VILLA TUNARI,otras actividades de enfermeria, inyectables,2014-10-01,2149,2149
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria, inyectables,2014-10-01,378,378
VILLAZON,otras actividades de enfermeria, inyectables,2014-10-01,4987,4987
VINTO,otras actividades de enfermeria, inyectables,2014-10-01,1049,1049
VITICHI,otras actividades de enfermeria, inyectables,2014-10-01,192,192
WALDO BALLIVIAN,otras actividades de enfermeria, inyectables,2014-10-01,18,18
WARNES,otras actividades de enfermeria, inyectables,2014-10-01,3533,3533
YACO,otras actividades de enfermeria, inyectables,2014-10-01,90,90
YACUIBA,otras actividades de enfermeria, inyectables,2014-10-01,20056,20056
YAMPARAEZ,otras actividades de enfermeria, inyectables,2014-10-01,561,561
YANACACHI,otras actividades de enfermeria, inyectables,2014-10-01,303,303
YAPACANI,otras actividades de enfermeria, inyectables,2014-10-01,7151,7151
YOCALLA,otras actividades de enfermeria, inyectables,2014-10-01,385,385
YOTALA,otras actividades de enfermeria, inyectables,2014-10-01,755,755
YUNCHARA,otras actividades de enfermeria, inyectables,2014-10-01,467,467
YUNGUYO DE LITORAL,otras actividades de enfermeria, inyectables,2014-10-01,6,6
ZUDAÑEZ,otras actividades de enfermeria, inyectables,2014-10-01,661,661
ACACIO,otras actividades de enfermeria, inyectables,2014-11-01,219,219
ACHACACHI,otras actividades de enfermeria, inyectables,2014-11-01,542,542
ACHOCALLA,otras actividades de enfermeria, inyectables,2014-11-01,59,59
AIQUILE,otras actividades de enfermeria, inyectables,2014-11-01,1517,1517
ALALAY,otras actividades de enfermeria, inyectables,2014-11-01,45,45
ALCALA,otras actividades de enfermeria, inyectables,2014-11-01,275,275
ALTO BENI,otras actividades de enfermeria, inyectables,2014-11-01,436,436
ANCORAIMES,otras actividades de enfermeria, inyectables,2014-11-01,189,189
ANDAMARCA,otras actividades de enfermeria, inyectables,2014-11-01,188,188
ANTEQUERA,otras actividades de enfermeria, inyectables,2014-11-01,142,142
ANZALDO,otras actividades de enfermeria, inyectables,2014-11-01,285,285
APOLO,otras actividades de enfermeria, inyectables,2014-11-01,502,502
ARAMPAMPA,otras actividades de enfermeria, inyectables,2014-11-01,89,89
ARANI,otras actividades de enfermeria, inyectables,2014-11-01,151,151
ARBIETO,otras actividades de enfermeria, inyectables,2014-11-01,249,249
ARQUE,otras actividades de enfermeria, inyectables,2014-11-01,294,294
ASCENCION DE GUARAYOS,otras actividades de enfermeria, inyectables,2014-11-01,5594,5594
ATOCHA,otras actividades de enfermeria, inyectables,2014-11-01,3892,3892
AUCAPATA,otras actividades de enfermeria, inyectables,2014-11-01,133,133
AYATA,otras actividades de enfermeria, inyectables,2014-11-01,189,189
AYO AYO,otras actividades de enfermeria, inyectables,2014-11-01,50,50
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria, inyectables,2014-11-01,1147,1147
AZURDUY,otras actividades de enfermeria, inyectables,2014-11-01,531,531
BATALLAS,otras actividades de enfermeria, inyectables,2014-11-01,145,145
BAURES,otras actividades de enfermeria, inyectables,2014-11-01,666,666
BELEN DE ANDAMARCA,otras actividades de enfermeria, inyectables,2014-11-01,52,52
BELEN DE URMIRI,otras actividades de enfermeria, inyectables,2014-11-01,13,13
BELLA FLOR,otras actividades de enfermeria, inyectables,2014-11-01,95,95
BERMEJO,otras actividades de enfermeria, inyectables,2014-11-01,4506,4506
BETANZOS,otras actividades de enfermeria, inyectables,2014-11-01,2030,2030
BOLIVAR,otras actividades de enfermeria, inyectables,2014-11-01,192,192
BOLPEBRA,otras actividades de enfermeria, inyectables,2014-11-01,113,113
BOYUIBE,otras actividades de enfermeria, inyectables,2014-11-01,681,681
BUENA VISTA,otras actividades de enfermeria, inyectables,2014-11-01,232,232
CABEZAS,otras actividades de enfermeria, inyectables,2014-11-01,2319,2319
CAIROMA,otras actividades de enfermeria, inyectables,2014-11-01,315,315
"CAIZA ""D""",otras actividades de enfermeria, inyectables,2014-11-01,625,625
CAJUATA,otras actividades de enfermeria, inyectables,2014-11-01,692,692
CALACOTO,otras actividades de enfermeria, inyectables,2014-11-01,139,139
CALAMARCA,otras actividades de enfermeria, inyectables,2014-11-01,253,253
CAMARGO,otras actividades de enfermeria, inyectables,2014-11-01,2086,2086
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria, inyectables,2014-11-01,136,136
CAMIRI,otras actividades de enfermeria, inyectables,2014-11-01,5282,5282
CAPINOTA,otras actividades de enfermeria, inyectables,2014-11-01,1068,1068
CAQUIAVIRI,otras actividades de enfermeria, inyectables,2014-11-01,151,151
CARACOLLO,otras actividades de enfermeria, inyectables,2014-11-01,717,717
CARANAVI,otras actividades de enfermeria, inyectables,2014-11-01,3999,3999
CARANGAS,otras actividades de enfermeria, inyectables,2014-11-01,11,11
CARAPARI,otras actividades de enfermeria, inyectables,2014-11-01,1458,1458
CARIPUYO,otras actividades de enfermeria, inyectables,2014-11-01,78,78
CARMEN RIVERO TORREZ,otras actividades de enfermeria, inyectables,2014-11-01,311,311
CATACORA,otras actividades de enfermeria, inyectables,2014-11-01,2,2
CHACARILLA,otras actividades de enfermeria, inyectables,2014-11-01,53,53
CHALLAPATA,otras actividades de enfermeria, inyectables,2014-11-01,1729,1729
CHAQUI,otras actividades de enfermeria, inyectables,2014-11-01,543,543
CHARAGUA,otras actividades de enfermeria, inyectables,2014-11-01,2072,2072
CHARAÑA,otras actividades de enfermeria, inyectables,2014-11-01,55,55
CHAYANTA,otras actividades de enfermeria, inyectables,2014-11-01,450,450
CHIMORE,otras actividades de enfermeria, inyectables,2014-11-01,911,911
CHIPAYA,otras actividades de enfermeria, inyectables,2014-11-01,9,9
CHOQUE COTA,otras actividades de enfermeria, inyectables,2014-11-01,1,1
CHUA COCANI,otras actividades de enfermeria, inyectables,2014-11-01,8,8
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria, inyectables,2014-11-01,1797,1797
CHUMA,otras actividades de enfermeria, inyectables,2014-11-01,230,230
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria, inyectables,2014-11-01,153,153
CKOCHAS,otras actividades de enfermeria, inyectables,2014-11-01,395,395
CLIZA,otras actividades de enfermeria, inyectables,2014-11-01,546,546
COBIJA,otras actividades de enfermeria, inyectables,2014-11-01,1305,1305
COCAPATA,otras actividades de enfermeria, inyectables,2014-11-01,319,319
COCHABAMBA,otras actividades de enfermeria, inyectables,2014-11-01,69502,69502
COIPASA,otras actividades de enfermeria, inyectables,2014-11-01,17,17
COLCAPIRHUA,otras actividades de enfermeria, inyectables,2014-11-01,2495,2495
"COLCHA ""K""",otras actividades de enfermeria, inyectables,2014-11-01,782,782
COLLANA,otras actividades de enfermeria, inyectables,2014-11-01,36,36
COLOMI,otras actividades de enfermeria, inyectables,2014-11-01,401,401
COLPA BELGICA,otras actividades de enfermeria, inyectables,2014-11-01,956,956
COLQUECHACA,otras actividades de enfermeria, inyectables,2014-11-01,696,696
COLQUENCHA,otras actividades de enfermeria, inyectables,2014-11-01,55,55
COLQUIRI,otras actividades de enfermeria, inyectables,2014-11-01,817,817
COMANCHE,otras actividades de enfermeria, inyectables,2014-11-01,33,33
COMARAPA,otras actividades de enfermeria, inyectables,2014-11-01,1025,1025
COMBAYA,otras actividades de enfermeria, inyectables,2014-11-01,30,30
CONCEPCION,otras actividades de enfermeria, inyectables,2014-11-01,203,203
COPACABANA,otras actividades de enfermeria, inyectables,2014-11-01,331,331
CORIPATA,otras actividades de enfermeria, inyectables,2014-11-01,372,372
CORO CORO,otras actividades de enfermeria, inyectables,2014-11-01,150,150
COROICO,otras actividades de enfermeria, inyectables,2014-11-01,1701,1701
CORQUE,otras actividades de enfermeria, inyectables,2014-11-01,217,217
COTAGAITA,otras actividades de enfermeria, inyectables,2014-11-01,1419,1419
COTOCA,otras actividades de enfermeria, inyectables,2014-11-01,1431,1431
CRUZ DE MACHACAMARCA,otras actividades de enfermeria, inyectables,2014-11-01,30,30
CUATRO CAÑADAS,otras actividades de enfermeria, inyectables,2014-11-01,1607,1607
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria, inyectables,2014-11-01,127,127
CUEVO,otras actividades de enfermeria, inyectables,2014-11-01,236,236
CULPINA,otras actividades de enfermeria, inyectables,2014-11-01,1138,1138
CURAHUARA DE CARANGAS,otras actividades de enfermeria, inyectables,2014-11-01,157,157
CURVA,otras actividades de enfermeria, inyectables,2014-11-01,66,66
DESAGUADERO,otras actividades de enfermeria, inyectables,2014-11-01,71,71
EL ALTO,otras actividades de enfermeria, inyectables,2014-11-01,41379,41379
EL CHORO,otras actividades de enfermeria, inyectables,2014-11-01,114,114
EL PUENTE(STC),otras actividades de enfermeria, inyectables,2014-11-01,718,718
EL PUENTE(TJA),otras actividades de enfermeria, inyectables,2014-11-01,1078,1078
EL TORNO,otras actividades de enfermeria, inyectables,2014-11-01,10457,10457
EL VILLAR,otras actividades de enfermeria, inyectables,2014-11-01,525,525
ENTRE RIOS TRJ,otras actividades de enfermeria, inyectables,2014-11-01,1327,1327
ENTRE RIOS CBBA,otras actividades de enfermeria, inyectables,2014-11-01,515,515
ESCARA,otras actividades de enfermeria, inyectables,2014-11-01,48,48
ESCOMA,otras actividades de enfermeria, inyectables,2014-11-01,319,319
EUCALIPTUS,otras actividades de enfermeria, inyectables,2014-11-01,185,185
EUREKA (SANTOS MERCADO),otras actividades de enfermeria, inyectables,2014-11-01,92,92
EXALTACION,otras actividades de enfermeria, inyectables,2014-11-01,50,50
FERNANDEZ ALONSO,otras actividades de enfermeria, inyectables,2014-11-01,848,848
FILADELFIA,otras actividades de enfermeria, inyectables,2014-11-01,396,396
GENERAL SAAVEDRA,otras actividades de enfermeria, inyectables,2014-11-01,350,350
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria, inyectables,2014-11-01,374,374
GUANAY,otras actividades de enfermeria, inyectables,2014-11-01,537,537
GUAQUI,otras actividades de enfermeria, inyectables,2014-11-01,164,164
GUAYARAMERIN,otras actividades de enfermeria, inyectables,2014-11-01,14431,14431
GUTIERREZ,otras actividades de enfermeria, inyectables,2014-11-01,264,264
HUACARETA,otras actividades de enfermeria, inyectables,2014-11-01,1268,1268
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria, inyectables,2014-11-01,172,172
HUANUNI,otras actividades de enfermeria, inyectables,2014-11-01,6145,6145
HUARACAJE,otras actividades de enfermeria, inyectables,2014-11-01,400,400
HUARINA,otras actividades de enfermeria, inyectables,2014-11-01,7,7
HUATAJATA,otras actividades de enfermeria, inyectables,2014-11-01,1,1
