municipality,group,variable,month,Total 7.3 Curaciones y/o suturas,TOTAL
ROBORE,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,470,470
RURRENABAQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,171,171
SABAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,23,23
SACABA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,1795,1795
SACABAMBA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,13,13
SACACA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,57,57
SAIPINA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,73,73
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,115,115
SAMAIPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,128,128
SAN AGUSTIN,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,19,19
SAN ANDRES,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,94,94
SAN ANDRES DE MACHACA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,25,25
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,9,9
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,59,59
SAN BENITO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,75,75
SAN BORJA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,620,620
SAN BUENA VENTURA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,91,91
SAN CARLOS,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,256,256
SAN IGNACIO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,628,628
SAN IGNACIO DE VELASCO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,1112,1112
SAN JAVIER(BNI),otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,19,19
SAN JAVIER(STC),otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,112,112
SAN JOAQUIN,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,71,71
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,421,421
SAN JUAN DE YAPACANI,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,116,116
SAN JULIAN,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,542,542
SAN LORENZO(PND),otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,18,18
SAN LORENZO(TJA),otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,251,251
SAN LUCAS,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,311,311
SAN MATIAS,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,199,199
SAN MIGUEL DE VELASCO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,62,62
SAN PABLO DE LIPEZ,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,12,12
SAN PEDRO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,180,180
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,65,65
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,33,33
SAN PEDRO DE QUEMES,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,10,10
SAN PEDRO DE TIQUINA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,52,52
SAN PEDRO(PND),otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,31,31
SAN RAFAEL,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,78,78
SAN RAMON BENI,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,110,110
SAN RAMON SCZ,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,234,234
SANTA ANA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,626,626
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,25023,25023
SANTA ROSA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,92,92
SANTA ROSA DEL SARA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,378,378
SANTIAGO DE CALLAPA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,3,3
SANTIAGO DE HUARI,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,83,83
SANTIAGO DE HUATA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,8,8
SANTIAGO DE MACHACA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,20,20
SANTIVAÑES,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,52,52
SANTUARIO DE QUILLACAS,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,26,26
SAPAHAQUI,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,60,60
SENA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,32,32
SHINAOTA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,220,220
SICA SICA (VILLA AROMA),otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,174,174
SICAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,29,29
SIPE SIPE,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,412,412
SOPACHUY,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,46,46
SORACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,31,31
SUCRE,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,7225,7225
TACACOMA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,2,2
TACOBAMBA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,28,28
TACOPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,41,41
TAHUA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,9,9
TAPACARI,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,54,54
TARABUCO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,39,39
TARACO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,57,57
TARATA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,190,190
TARIJA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,16342,16342
TARVITA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,71,71
TEOPONTE,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,53,53
TIAWANACU,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,25,25
TINGUIPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,29,29
TIPUANI,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,81,81
TIQUIPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,267,267
TIRAQUE (CBBA),otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,135,135
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,17,17
TOCO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,42,42
TOLATA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,62,62
TOLEDO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,30,30
TOMAVE,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,81,81
TOMINA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,107,107
TORO TORO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,13,13
TOTORA(CBBA),otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,103,103
TOTORA(ORR),otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,36,36
TRIGAL,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,37,37
TRINIDAD,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,7208,7208
TUPIZA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,1109,1109
TURCO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,22,22
UMALA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,5,5
UNCIA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,288,288
URIONDO (A. CONCEPCION),otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,182,182
URUBICHA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,93,93
UYUNI,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,278,278
VACAS,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,67,67
VALLEGRANDE,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,556,556
VIACHA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,785,785
VILA VILA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,16,16
VILLA CHARCAS,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,50,50
VILLA MONTES,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,1442,1442
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,9,9
VILLA RIVERO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,64,64
VILLA SERRANO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,58,58
VILLA TUNARI,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,736,736
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,30,30
VILLAZON,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,857,857
VINTO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,471,471
VITICHI,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,11,11
WALDO BALLIVIAN,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,26,26
WARNES,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,967,967
YACO,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,21,21
YACUIBA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,2568,2568
YAMPARAEZ,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,39,39
YANACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,33,33
YAPACANI,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,939,939
YOCALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,49,49
YOTALA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,57,57
YUNCHARA,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,16,16
ZUDAÑEZ,otras actividades de enfermeria, curaciones y/o suturas,2014-10-01,238,238
ACACIO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,33,33
ACHACACHI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,125,125
ACHOCALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,29,29
AIQUILE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,335,335
ALALAY,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,8,8
ALCALA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,24,24
ALTO BENI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,93,93
ANCORAIMES,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,37,37
ANDAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,58,58
ANTEQUERA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,8,8
ANZALDO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,44,44
APOLO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,47,47
ARAMPAMPA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,14,14
ARANI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,167,167
ARBIETO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,113,113
ARQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,85,85
ASCENCION DE GUARAYOS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,482,482
ATOCHA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,1206,1206
AUCAPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,46,46
AYATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,42,42
AYO AYO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,33,33
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,196,196
AZURDUY,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,78,78
BATALLAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,36,36
BAURES,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,263,263
BELEN DE ANDAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,7,7
BELEN DE URMIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,4,4
BELLA FLOR,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,12,12
BERMEJO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,375,375
BETANZOS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,221,221
BOLIVAR,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,32,32
BOLPEBRA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,15,15
BOYUIBE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,32,32
BUENA VISTA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,37,37
CABEZAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,214,214
CAIROMA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,69,69
"CAIZA ""D""",otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,65,65
CAJUATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,112,112
CALACOTO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,26,26
CALAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,98,98
CAMARGO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,39,39
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,13,13
CAMIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,739,739
CAPINOTA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,326,326
CAQUIAVIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,68,68
CARACOLLO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,225,225
CARANAVI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,472,472
CARAPARI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,229,229
CARIPUYO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,22,22
CARMEN RIVERO TORREZ,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,112,112
CHACARILLA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,12,12
CHALLAPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,346,346
CHAQUI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,71,71
CHARAGUA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,195,195
CHARAÑA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,8,8
CHAYANTA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,68,68
CHIMORE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,330,330
CHIPAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,3,3
CHOQUE COTA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,1,1
CHUA COCANI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,8,8
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,40,40
CHUMA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,75,75
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,25,25
CKOCHAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,26,26
CLIZA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,302,302
COBIJA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,290,290
COCAPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,39,39
COCHABAMBA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,14175,14175
COIPASA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,5,5
COLCAPIRHUA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,647,647
"COLCHA ""K""",otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,69,69
COLLANA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,5,5
COLOMI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,167,167
COLPA BELGICA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,249,249
COLQUECHACA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,113,113
COLQUENCHA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,76,76
COLQUIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,244,244
COMANCHE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,21,21
COMARAPA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,159,159
COMBAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,13,13
CONCEPCION,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,30,30
COPACABANA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,137,137
CORIPATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,77,77
CORO CORO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,38,38
COROICO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,246,246
CORQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,87,87
COTAGAITA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,194,194
COTOCA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,437,437
CRUZ DE MACHACAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,8,8
CUATRO CAÑADAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,300,300
CUCHUMUELA (V. G. VILLARROEL),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,2,2
CUEVO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,49,49
CULPINA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,100,100
CURAHUARA DE CARANGAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,39,39
CURVA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,8,8
DESAGUADERO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,15,15
EL ALTO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,8374,8374
EL CHORO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,38,38
EL PUENTE(STC),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,155,155
EL PUENTE(TJA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,81,81
EL TORNO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,2508,2508
EL VILLAR,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,38,38
ENTRE RIOS TRJ,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,131,131
ENTRE RIOS CBBA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,258,258
ESCARA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,4,4
ESCOMA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,216,216
EUCALIPTUS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,56,56
EUREKA (SANTOS MERCADO),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,2,2
EXALTACION,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,6,6
FERNANDEZ ALONSO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,135,135
FILADELFIA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,29,29
GENERAL SAAVEDRA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,41,41
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,39,39
GUANAY,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,161,161
GUAQUI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,45,45
GUAYARAMERIN,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,1936,1936
GUTIERREZ,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,7,7
HUACARETA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,44,44
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,17,17
HUANUNI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,728,728
HUARACAJE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,136,136
HUARINA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,7,7
HUATAJATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,1,1
HUAYLLAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,16,16
HUMANATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,18,18
ICHOCA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,10,10
ICLA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,77,77
INCAHUASI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,75,75
INGAVI (HUMAITA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,18,18
INQUISIVI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,43,43
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,129,129
IXIAMAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,92,92
JESUS DE MACHACA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,53,53
LA ASUNTA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,172,172
LA GUARDIA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,1347,1347
LA PAZ,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,26311,26311
LAGUNILLAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,121,121
LAJA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,91,91
LAS CARRERAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,9,9
LICOMA PAMPA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,7,7
LLALLAGUA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,761,761
LLICA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,45,45
LORETO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,16,16
LURIBAY,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,37,37
MACHACAMARCA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,20,20
MACHARETI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,70,70
MAGDALENA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,503,503
MAIRANA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,371,371
MALLA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,10,10
MAPIRI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,93,93
MECAPACA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,71,71
MINEROS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,206,206
MIZQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,161,161
MOCOMOCO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,60,60
MOJINETE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,15,15
MOJOCOYA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,28,28
MONTEAGUDO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,404,404
MONTERO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,2842,2842
MORO MORO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,28,28
MOROCHATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,76,76
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,21,21
NAZACARA DE PACAJES,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,16,16
OCURI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,40,40
OKINAWA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,94,94
OMEREQUE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,66,66
ORURO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,10036,10036
PADCAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,303,303
PADILLA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,137,137
PAILON,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,310,310
PALCA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,29,29
PALOS BLANCOS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,120,120
PAMPA AULLAGAS,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,20,20
PAMPA GRANDE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,88,88
PAPEL PAMPA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,57,57
PASORAPA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,12,12
PATACAMAYA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,115,115
PAZÑA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,54,54
PELECHUCO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,36,36
POCOATA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,104,104
POCONA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,67,67
POJO (CBBA),otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,86,86
POOPO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,53,53
PORCO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,26,26
POROMA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,114,114
PORONGO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,67,67
PORTACHUELO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,739,739
PORVENIR,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,155,155
POSTRER VALLE,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,11,11
POTOSI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,5251,5251
PRESTO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,36,36
PUCARA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,4,4
PUCARANI,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,91,91
PUERTO ACOSTA,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,46,46
PUERTO CARABUCO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,46,46
PUERTO GONZALO MORENO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,90,90
PUERTO PEREZ,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,57,57
PUERTO QUIJARRO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,283,283
PUERTO RICO,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,14,14
PUERTO SILES,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,13,13
PUERTO SUAREZ,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,72,72
PUERTO VILLARROEL,otras actividades de enfermeria, curaciones y/o suturas,2014-11-01,729,729
