municipality,group,variable,month,Total 7.1 Sueros,TOTAL
SAN JAVIER(STC),otras actividades de enfermeria, sueros,2014-10-01,17,17
SAN JOAQUIN,otras actividades de enfermeria, sueros,2014-10-01,119,119
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria, sueros,2014-10-01,338,338
SAN JUAN DE YAPACANI,otras actividades de enfermeria, sueros,2014-10-01,32,32
SAN JULIAN,otras actividades de enfermeria, sueros,2014-10-01,238,238
SAN LORENZO(PND),otras actividades de enfermeria, sueros,2014-10-01,24,24
SAN LORENZO(TJA),otras actividades de enfermeria, sueros,2014-10-01,22,22
SAN LUCAS,otras actividades de enfermeria, sueros,2014-10-01,175,175
SAN MATIAS,otras actividades de enfermeria, sueros,2014-10-01,204,204
SAN MIGUEL DE VELASCO,otras actividades de enfermeria, sueros,2014-10-01,70,70
SAN PABLO DE LIPEZ,otras actividades de enfermeria, sueros,2014-10-01,5,5
SAN PEDRO,otras actividades de enfermeria, sueros,2014-10-01,75,75
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria, sueros,2014-10-01,30,30
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria, sueros,2014-10-01,4,4
SAN PEDRO DE QUEMES,otras actividades de enfermeria, sueros,2014-10-01,2,2
SAN PEDRO DE TIQUINA,otras actividades de enfermeria, sueros,2014-10-01,9,9
SAN PEDRO(PND),otras actividades de enfermeria, sueros,2014-10-01,18,18
SAN RAFAEL,otras actividades de enfermeria, sueros,2014-10-01,84,84
SAN RAMON BENI,otras actividades de enfermeria, sueros,2014-10-01,310,310
SAN RAMON SCZ,otras actividades de enfermeria, sueros,2014-10-01,118,118
SANTA ANA,otras actividades de enfermeria, sueros,2014-10-01,364,364
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria, sueros,2014-10-01,20678,20678
SANTA ROSA,otras actividades de enfermeria, sueros,2014-10-01,59,59
SANTA ROSA DEL SARA,otras actividades de enfermeria, sueros,2014-10-01,68,68
SANTIAGO DE CALLAPA,otras actividades de enfermeria, sueros,2014-10-01,3,3
SANTIAGO DE HUARI,otras actividades de enfermeria, sueros,2014-10-01,23,23
SANTIAGO DE HUATA,otras actividades de enfermeria, sueros,2014-10-01,8,8
SANTIAGO DE MACHACA,otras actividades de enfermeria, sueros,2014-10-01,3,3
SANTIVAÑES,otras actividades de enfermeria, sueros,2014-10-01,9,9
SANTUARIO DE QUILLACAS,otras actividades de enfermeria, sueros,2014-10-01,2,2
SAPAHAQUI,otras actividades de enfermeria, sueros,2014-10-01,10,10
SENA,otras actividades de enfermeria, sueros,2014-10-01,47,47
SHINAOTA,otras actividades de enfermeria, sueros,2014-10-01,170,170
SICA SICA (VILLA AROMA),otras actividades de enfermeria, sueros,2014-10-01,29,29
SICAYA,otras actividades de enfermeria, sueros,2014-10-01,6,6
SIPE SIPE,otras actividades de enfermeria, sueros,2014-10-01,67,67
SOPACHUY,otras actividades de enfermeria, sueros,2014-10-01,68,68
SORACACHI,otras actividades de enfermeria, sueros,2014-10-01,3,3
SUCRE,otras actividades de enfermeria, sueros,2014-10-01,13368,13368
TACACHI,otras actividades de enfermeria, sueros,2014-10-01,2,2
TACACOMA,otras actividades de enfermeria, sueros,2014-10-01,2,2
TACOBAMBA,otras actividades de enfermeria, sueros,2014-10-01,20,20
TACOPAYA,otras actividades de enfermeria, sueros,2014-10-01,19,19
TAHUA,otras actividades de enfermeria, sueros,2014-10-01,1,1
TAPACARI,otras actividades de enfermeria, sueros,2014-10-01,18,18
TARABUCO,otras actividades de enfermeria, sueros,2014-10-01,172,172
TARACO,otras actividades de enfermeria, sueros,2014-10-01,3,3
TARATA,otras actividades de enfermeria, sueros,2014-10-01,16,16
TARIJA,otras actividades de enfermeria, sueros,2014-10-01,21147,21147
TARVITA,otras actividades de enfermeria, sueros,2014-10-01,60,60
TEOPONTE,otras actividades de enfermeria, sueros,2014-10-01,18,18
TIAWANACU,otras actividades de enfermeria, sueros,2014-10-01,18,18
TINGUIPAYA,otras actividades de enfermeria, sueros,2014-10-01,7,7
TIPUANI,otras actividades de enfermeria, sueros,2014-10-01,167,167
TIQUIPAYA,otras actividades de enfermeria, sueros,2014-10-01,87,87
TIRAQUE (CBBA),otras actividades de enfermeria, sueros,2014-10-01,15,15
TITO YUPANQUI (PARQUIPUJIO),otras actividades de enfermeria, sueros,2014-10-01,3,3
TOCO,otras actividades de enfermeria, sueros,2014-10-01,14,14
TOLATA,otras actividades de enfermeria, sueros,2014-10-01,11,11
TOLEDO,otras actividades de enfermeria, sueros,2014-10-01,5,5
TOMAVE,otras actividades de enfermeria, sueros,2014-10-01,40,40
TOMINA,otras actividades de enfermeria, sueros,2014-10-01,41,41
TORO TORO,otras actividades de enfermeria, sueros,2014-10-01,37,37
TOTORA(CBBA),otras actividades de enfermeria, sueros,2014-10-01,141,141
TOTORA(ORR),otras actividades de enfermeria, sueros,2014-10-01,10,10
TRIGAL,otras actividades de enfermeria, sueros,2014-10-01,3,3
TRINIDAD,otras actividades de enfermeria, sueros,2014-10-01,14440,14440
TUPIZA,otras actividades de enfermeria, sueros,2014-10-01,3736,3736
TURCO,otras actividades de enfermeria, sueros,2014-10-01,1,1
UMALA,otras actividades de enfermeria, sueros,2014-10-01,4,4
UNCIA,otras actividades de enfermeria, sueros,2014-10-01,856,856
URIONDO (A. CONCEPCION),otras actividades de enfermeria, sueros,2014-10-01,66,66
URUBICHA,otras actividades de enfermeria, sueros,2014-10-01,47,47
UYUNI,otras actividades de enfermeria, sueros,2014-10-01,201,201
VACAS,otras actividades de enfermeria, sueros,2014-10-01,15,15
VALLEGRANDE,otras actividades de enfermeria, sueros,2014-10-01,558,558
VIACHA,otras actividades de enfermeria, sueros,2014-10-01,512,512
VILA VILA,otras actividades de enfermeria, sueros,2014-10-01,5,5
VILLA CHARCAS,otras actividades de enfermeria, sueros,2014-10-01,95,95
VILLA MONTES,otras actividades de enfermeria, sueros,2014-10-01,1540,1540
VILLA NUEVA (LOMA ALTA),otras actividades de enfermeria, sueros,2014-10-01,20,20
VILLA RIVERO,otras actividades de enfermeria, sueros,2014-10-01,8,8
VILLA SERRANO,otras actividades de enfermeria, sueros,2014-10-01,50,50
VILLA TUNARI,otras actividades de enfermeria, sueros,2014-10-01,349,349
VILLA VACA GUZMAN (MUYUPAMPA),otras actividades de enfermeria, sueros,2014-10-01,33,33
VILLAZON,otras actividades de enfermeria, sueros,2014-10-01,830,830
VINTO,otras actividades de enfermeria, sueros,2014-10-01,119,119
VITICHI,otras actividades de enfermeria, sueros,2014-10-01,15,15
WALDO BALLIVIAN,otras actividades de enfermeria, sueros,2014-10-01,2,2
WARNES,otras actividades de enfermeria, sueros,2014-10-01,351,351
YACO,otras actividades de enfermeria, sueros,2014-10-01,35,35
YACUIBA,otras actividades de enfermeria, sueros,2014-10-01,2505,2505
YAMPARAEZ,otras actividades de enfermeria, sueros,2014-10-01,27,27
YANACACHI,otras actividades de enfermeria, sueros,2014-10-01,15,15
YAPACANI,otras actividades de enfermeria, sueros,2014-10-01,1321,1321
YOCALLA,otras actividades de enfermeria, sueros,2014-10-01,31,31
YOTALA,otras actividades de enfermeria, sueros,2014-10-01,54,54
YUNCHARA,otras actividades de enfermeria, sueros,2014-10-01,19,19
ZUDAÑEZ,otras actividades de enfermeria, sueros,2014-10-01,36,36
ACACIO,otras actividades de enfermeria, sueros,2014-11-01,20,20
ACHACACHI,otras actividades de enfermeria, sueros,2014-11-01,120,120
ACHOCALLA,otras actividades de enfermeria, sueros,2014-11-01,3,3
AIQUILE,otras actividades de enfermeria, sueros,2014-11-01,170,170
ALALAY,otras actividades de enfermeria, sueros,2014-11-01,4,4
ALCALA,otras actividades de enfermeria, sueros,2014-11-01,13,13
ALTO BENI,otras actividades de enfermeria, sueros,2014-11-01,13,13
ANCORAIMES,otras actividades de enfermeria, sueros,2014-11-01,9,9
ANDAMARCA,otras actividades de enfermeria, sueros,2014-11-01,24,24
ANTEQUERA,otras actividades de enfermeria, sueros,2014-11-01,5,5
ANZALDO,otras actividades de enfermeria, sueros,2014-11-01,8,8
APOLO,otras actividades de enfermeria, sueros,2014-11-01,47,47
ARAMPAMPA,otras actividades de enfermeria, sueros,2014-11-01,9,9
ARANI,otras actividades de enfermeria, sueros,2014-11-01,17,17
ARBIETO,otras actividades de enfermeria, sueros,2014-11-01,16,16
ARQUE,otras actividades de enfermeria, sueros,2014-11-01,19,19
ASCENCION DE GUARAYOS,otras actividades de enfermeria, sueros,2014-11-01,463,463
ATOCHA,otras actividades de enfermeria, sueros,2014-11-01,537,537
AUCAPATA,otras actividades de enfermeria, sueros,2014-11-01,3,3
AYATA,otras actividades de enfermeria, sueros,2014-11-01,19,19
AYO AYO,otras actividades de enfermeria, sueros,2014-11-01,6,6
AYOPAYA (V. DE INDEPENDENCIA),otras actividades de enfermeria, sueros,2014-11-01,31,31
AZURDUY,otras actividades de enfermeria, sueros,2014-11-01,48,48
BATALLAS,otras actividades de enfermeria, sueros,2014-11-01,10,10
BAURES,otras actividades de enfermeria, sueros,2014-11-01,68,68
BELEN DE ANDAMARCA,otras actividades de enfermeria, sueros,2014-11-01,2,2
BELEN DE URMIRI,otras actividades de enfermeria, sueros,2014-11-01,2,2
BELLA FLOR,otras actividades de enfermeria, sueros,2014-11-01,14,14
BERMEJO,otras actividades de enfermeria, sueros,2014-11-01,348,348
BETANZOS,otras actividades de enfermeria, sueros,2014-11-01,124,124
BOLIVAR,otras actividades de enfermeria, sueros,2014-11-01,4,4
BOLPEBRA,otras actividades de enfermeria, sueros,2014-11-01,22,22
BOYUIBE,otras actividades de enfermeria, sueros,2014-11-01,87,87
BUENA VISTA,otras actividades de enfermeria, sueros,2014-11-01,14,14
CABEZAS,otras actividades de enfermeria, sueros,2014-11-01,209,209
CAIROMA,otras actividades de enfermeria, sueros,2014-11-01,16,16
"CAIZA ""D""",otras actividades de enfermeria, sueros,2014-11-01,27,27
CAJUATA,otras actividades de enfermeria, sueros,2014-11-01,48,48
CALACOTO,otras actividades de enfermeria, sueros,2014-11-01,4,4
CALAMARCA,otras actividades de enfermeria, sueros,2014-11-01,164,164
CAMARGO,otras actividades de enfermeria, sueros,2014-11-01,100,100
CAMATAQUI (C. VILLA ABECIA),otras actividades de enfermeria, sueros,2014-11-01,13,13
CAMIRI,otras actividades de enfermeria, sueros,2014-11-01,10187,10187
CAPINOTA,otras actividades de enfermeria, sueros,2014-11-01,110,110
CAQUIAVIRI,otras actividades de enfermeria, sueros,2014-11-01,12,12
CARACOLLO,otras actividades de enfermeria, sueros,2014-11-01,23,23
CARANAVI,otras actividades de enfermeria, sueros,2014-11-01,419,419
CARANGAS,otras actividades de enfermeria, sueros,2014-11-01,1,1
CARAPARI,otras actividades de enfermeria, sueros,2014-11-01,125,125
CARIPUYO,otras actividades de enfermeria, sueros,2014-11-01,18,18
CARMEN RIVERO TORREZ,otras actividades de enfermeria, sueros,2014-11-01,13,13
CHACARILLA,otras actividades de enfermeria, sueros,2014-11-01,2,2
CHALLAPATA,otras actividades de enfermeria, sueros,2014-11-01,96,96
CHAQUI,otras actividades de enfermeria, sueros,2014-11-01,13,13
CHARAGUA,otras actividades de enfermeria, sueros,2014-11-01,115,115
CHARAÑA,otras actividades de enfermeria, sueros,2014-11-01,6,6
CHAYANTA,otras actividades de enfermeria, sueros,2014-11-01,28,28
CHIMORE,otras actividades de enfermeria, sueros,2014-11-01,43,43
CHOQUE COTA,otras actividades de enfermeria, sueros,2014-11-01,1,1
CHUA COCANI,otras actividades de enfermeria, sueros,2014-11-01,8,8
CHULUMANI (V. DE LA LIBERTAD),otras actividades de enfermeria, sueros,2014-11-01,208,208
CHUMA,otras actividades de enfermeria, sueros,2014-11-01,20,20
CHUQUIHUTA AYLLU JUCUMANI,otras actividades de enfermeria, sueros,2014-11-01,10,10
CKOCHAS,otras actividades de enfermeria, sueros,2014-11-01,20,20
CLIZA,otras actividades de enfermeria, sueros,2014-11-01,48,48
COBIJA,otras actividades de enfermeria, sueros,2014-11-01,55,55
COCAPATA,otras actividades de enfermeria, sueros,2014-11-01,20,20
COCHABAMBA,otras actividades de enfermeria, sueros,2014-11-01,14119,14119
COIPASA,otras actividades de enfermeria, sueros,2014-11-01,1,1
COLCAPIRHUA,otras actividades de enfermeria, sueros,2014-11-01,487,487
"COLCHA ""K""",otras actividades de enfermeria, sueros,2014-11-01,20,20
COLLANA,otras actividades de enfermeria, sueros,2014-11-01,2,2
COLOMI,otras actividades de enfermeria, sueros,2014-11-01,25,25
COLPA BELGICA,otras actividades de enfermeria, sueros,2014-11-01,63,63
COLQUECHACA,otras actividades de enfermeria, sueros,2014-11-01,40,40
COLQUENCHA,otras actividades de enfermeria, sueros,2014-11-01,7,7
COLQUIRI,otras actividades de enfermeria, sueros,2014-11-01,38,38
COMANCHE,otras actividades de enfermeria, sueros,2014-11-01,3,3
COMARAPA,otras actividades de enfermeria, sueros,2014-11-01,112,112
COMBAYA,otras actividades de enfermeria, sueros,2014-11-01,3,3
CONCEPCION,otras actividades de enfermeria, sueros,2014-11-01,5,5
COPACABANA,otras actividades de enfermeria, sueros,2014-11-01,37,37
CORIPATA,otras actividades de enfermeria, sueros,2014-11-01,24,24
CORO CORO,otras actividades de enfermeria, sueros,2014-11-01,14,14
COROICO,otras actividades de enfermeria, sueros,2014-11-01,139,139
CORQUE,otras actividades de enfermeria, sueros,2014-11-01,10,10
COTAGAITA,otras actividades de enfermeria, sueros,2014-11-01,86,86
COTOCA,otras actividades de enfermeria, sueros,2014-11-01,1048,1048
CUATRO CAÑADAS,otras actividades de enfermeria, sueros,2014-11-01,120,120
CUEVO,otras actividades de enfermeria, sueros,2014-11-01,3,3
CULPINA,otras actividades de enfermeria, sueros,2014-11-01,91,91
CURAHUARA DE CARANGAS,otras actividades de enfermeria, sueros,2014-11-01,3,3
CURVA,otras actividades de enfermeria, sueros,2014-11-01,5,5
DESAGUADERO,otras actividades de enfermeria, sueros,2014-11-01,1,1
EL ALTO,otras actividades de enfermeria, sueros,2014-11-01,7219,7219
EL CHORO,otras actividades de enfermeria, sueros,2014-11-01,6,6
EL PUENTE(STC),otras actividades de enfermeria, sueros,2014-11-01,49,49
EL PUENTE(TJA),otras actividades de enfermeria, sueros,2014-11-01,63,63
EL TORNO,otras actividades de enfermeria, sueros,2014-11-01,1720,1720
EL VILLAR,otras actividades de enfermeria, sueros,2014-11-01,31,31
ENTRE RIOS TRJ,otras actividades de enfermeria, sueros,2014-11-01,66,66
ENTRE RIOS CBBA,otras actividades de enfermeria, sueros,2014-11-01,102,102
ESCOMA,otras actividades de enfermeria, sueros,2014-11-01,53,53
EUCALIPTUS,otras actividades de enfermeria, sueros,2014-11-01,7,7
EUREKA (SANTOS MERCADO),otras actividades de enfermeria, sueros,2014-11-01,6,6
EXALTACION,otras actividades de enfermeria, sueros,2014-11-01,3,3
FERNANDEZ ALONSO,otras actividades de enfermeria, sueros,2014-11-01,90,90
FILADELFIA,otras actividades de enfermeria, sueros,2014-11-01,28,28
GENERAL SAAVEDRA,otras actividades de enfermeria, sueros,2014-11-01,38,38
GRAL. J.J. PEREZ (CHARAZANI),otras actividades de enfermeria, sueros,2014-11-01,4,4
GUANAY,otras actividades de enfermeria, sueros,2014-11-01,66,66
GUAQUI,otras actividades de enfermeria, sueros,2014-11-01,2,2
GUAYARAMERIN,otras actividades de enfermeria, sueros,2014-11-01,2738,2738
GUTIERREZ,otras actividades de enfermeria, sueros,2014-11-01,16,16
HUACARETA,otras actividades de enfermeria, sueros,2014-11-01,227,227
HUACAYA (VILLA DE HUACAYA),otras actividades de enfermeria, sueros,2014-11-01,10,10
HUANUNI,otras actividades de enfermeria, sueros,2014-11-01,1602,1602
HUARACAJE,otras actividades de enfermeria, sueros,2014-11-01,29,29
HUARINA,otras actividades de enfermeria, sueros,2014-11-01,7,7
HUATAJATA,otras actividades de enfermeria, sueros,2014-11-01,1,1
HUAYLLAMARCA,otras actividades de enfermeria, sueros,2014-11-01,8,8
HUMANATA,otras actividades de enfermeria, sueros,2014-11-01,5,5
ICHOCA,otras actividades de enfermeria, sueros,2014-11-01,6,6
ICLA,otras actividades de enfermeria, sueros,2014-11-01,33,33
INCAHUASI,otras actividades de enfermeria, sueros,2014-11-01,43,43
INGAVI (HUMAITA),otras actividades de enfermeria, sueros,2014-11-01,11,11
INQUISIVI,otras actividades de enfermeria, sueros,2014-11-01,20,20
IRUPANA (VILLA DE LANZA),otras actividades de enfermeria, sueros,2014-11-01,98,98
IXIAMAS,otras actividades de enfermeria, sueros,2014-11-01,47,47
JESUS DE MACHACA,otras actividades de enfermeria, sueros,2014-11-01,48,48
LA ASUNTA,otras actividades de enfermeria, sueros,2014-11-01,119,119
LA GUARDIA,otras actividades de enfermeria, sueros,2014-11-01,323,323
LA PAZ,otras actividades de enfermeria, sueros,2014-11-01,42117,42117
LAGUNILLAS,otras actividades de enfermeria, sueros,2014-11-01,14,14
LAJA,otras actividades de enfermeria, sueros,2014-11-01,18,18
LAS CARRERAS,otras actividades de enfermeria, sueros,2014-11-01,29,29
LLALLAGUA,otras actividades de enfermeria, sueros,2014-11-01,535,535
LLICA,otras actividades de enfermeria, sueros,2014-11-01,7,7
LORETO,otras actividades de enfermeria, sueros,2014-11-01,6,6
LURIBAY,otras actividades de enfermeria, sueros,2014-11-01,20,20
MACHACAMARCA,otras actividades de enfermeria, sueros,2014-11-01,9,9
MACHARETI,otras actividades de enfermeria, sueros,2014-11-01,43,43
MAGDALENA,otras actividades de enfermeria, sueros,2014-11-01,157,157
MAIRANA,otras actividades de enfermeria, sueros,2014-11-01,194,194
MALLA,otras actividades de enfermeria, sueros,2014-11-01,12,12
MAPIRI,otras actividades de enfermeria, sueros,2014-11-01,46,46
MECAPACA,otras actividades de enfermeria, sueros,2014-11-01,52,52
MINEROS,otras actividades de enfermeria, sueros,2014-11-01,92,92
MIZQUE,otras actividades de enfermeria, sueros,2014-11-01,160,160
MOCOMOCO,otras actividades de enfermeria, sueros,2014-11-01,20,20
MOJINETE,otras actividades de enfermeria, sueros,2014-11-01,1,1
MOJOCOYA,otras actividades de enfermeria, sueros,2014-11-01,30,30
MONTEAGUDO,otras actividades de enfermeria, sueros,2014-11-01,1078,1078
MONTERO,otras actividades de enfermeria, sueros,2014-11-01,10963,10963
MORO MORO,otras actividades de enfermeria, sueros,2014-11-01,7,7
MOROCHATA,otras actividades de enfermeria, sueros,2014-11-01,17,17
NACEBE (SANTA ROSA DEL ABUNA),otras actividades de enfermeria, sueros,2014-11-01,2,2
NAZACARA DE PACAJES,otras actividades de enfermeria, sueros,2014-11-01,1,1
NUEVO MANOA (NUEVA ESPERANZA),otras actividades de enfermeria, sueros,2014-11-01,31,31
OCURI,otras actividades de enfermeria, sueros,2014-11-01,24,24
OKINAWA,otras actividades de enfermeria, sueros,2014-11-01,60,60
OMEREQUE,otras actividades de enfermeria, sueros,2014-11-01,45,45
ORURO,otras actividades de enfermeria, sueros,2014-11-01,19110,19110
PADCAYA,otras actividades de enfermeria, sueros,2014-11-01,152,152
PADILLA,otras actividades de enfermeria, sueros,2014-11-01,499,499
PAILON,otras actividades de enfermeria, sueros,2014-11-01,219,219
PALCA,otras actividades de enfermeria, sueros,2014-11-01,3,3
PALOS BLANCOS,otras actividades de enfermeria, sueros,2014-11-01,75,75
PAMPA AULLAGAS,otras actividades de enfermeria, sueros,2014-11-01,2,2
PAMPA GRANDE,otras actividades de enfermeria, sueros,2014-11-01,39,39
PAPEL PAMPA,otras actividades de enfermeria, sueros,2014-11-01,6,6
PASORAPA,otras actividades de enfermeria, sueros,2014-11-01,27,27
PATACAMAYA,otras actividades de enfermeria, sueros,2014-11-01,73,73
PAZÑA,otras actividades de enfermeria, sueros,2014-11-01,8,8
PELECHUCO,otras actividades de enfermeria, sueros,2014-11-01,4,4
POCOATA,otras actividades de enfermeria, sueros,2014-11-01,17,17
POCONA,otras actividades de enfermeria, sueros,2014-11-01,19,19
POJO (CBBA),otras actividades de enfermeria, sueros,2014-11-01,35,35
POOPO,otras actividades de enfermeria, sueros,2014-11-01,5,5
PORCO,otras actividades de enfermeria, sueros,2014-11-01,18,18
POROMA,otras actividades de enfermeria, sueros,2014-11-01,70,70
PORONGO,otras actividades de enfermeria, sueros,2014-11-01,20,20
PORTACHUELO,otras actividades de enfermeria, sueros,2014-11-01,562,562
PORVENIR,otras actividades de enfermeria, sueros,2014-11-01,88,88
POSTRER VALLE,otras actividades de enfermeria, sueros,2014-11-01,1,1
POTOSI,otras actividades de enfermeria, sueros,2014-11-01,8244,8244
PRESTO,otras actividades de enfermeria, sueros,2014-11-01,42,42
PUCARA,otras actividades de enfermeria, sueros,2014-11-01,1,1
PUCARANI,otras actividades de enfermeria, sueros,2014-11-01,25,25
PUERTO ACOSTA,otras actividades de enfermeria, sueros,2014-11-01,8,8
PUERTO CARABUCO,otras actividades de enfermeria, sueros,2014-11-01,9,9
PUERTO GONZALO MORENO,otras actividades de enfermeria, sueros,2014-11-01,46,46
PUERTO PEREZ,otras actividades de enfermeria, sueros,2014-11-01,3,3
PUERTO QUIJARRO,otras actividades de enfermeria, sueros,2014-11-01,101,101
PUERTO RICO,otras actividades de enfermeria, sueros,2014-11-01,200,200
PUERTO SILES,otras actividades de enfermeria, sueros,2014-11-01,7,7
PUERTO SUAREZ,otras actividades de enfermeria, sueros,2014-11-01,36,36
PUERTO VILLARROEL,otras actividades de enfermeria, sueros,2014-11-01,794,794
PUNA,otras actividades de enfermeria, sueros,2014-11-01,63,63
PUNATA,otras actividades de enfermeria, sueros,2014-11-01,442,442
QUIABAYA,otras actividades de enfermeria, sueros,2014-11-01,7,7
QUILLACOLLO,otras actividades de enfermeria, sueros,2014-11-01,650,650
QUIME,otras actividades de enfermeria, sueros,2014-11-01,53,53
QUIRUSILLAS,otras actividades de enfermeria, sueros,2014-11-01,6,6
RAVELO,otras actividades de enfermeria, sueros,2014-11-01,40,40
REYES,otras actividades de enfermeria, sueros,2014-11-01,19,19
RIBERALTA,otras actividades de enfermeria, sueros,2014-11-01,4646,4646
ROBORE,otras actividades de enfermeria, sueros,2014-11-01,296,296
RURRENABAQUE,otras actividades de enfermeria, sueros,2014-11-01,31,31
SABAYA,otras actividades de enfermeria, sueros,2014-11-01,18,18
SACABA,otras actividades de enfermeria, sueros,2014-11-01,1403,1403
SACABAMBA,otras actividades de enfermeria, sueros,2014-11-01,17,17
SACACA,otras actividades de enfermeria, sueros,2014-11-01,32,32
SAIPINA,otras actividades de enfermeria, sueros,2014-11-01,14,14
SALINAS DE GARCI MENDOZA,otras actividades de enfermeria, sueros,2014-11-01,21,21
SAMAIPATA,otras actividades de enfermeria, sueros,2014-11-01,60,60
SAN AGUSTIN,otras actividades de enfermeria, sueros,2014-11-01,9,9
SAN ANDRES,otras actividades de enfermeria, sueros,2014-11-01,20,20
SAN ANDRES DE MACHACA,otras actividades de enfermeria, sueros,2014-11-01,9,9
SAN ANTONIO DE ESMORUCO,otras actividades de enfermeria, sueros,2014-11-01,6,6
SAN ANTONIO DE LOMERIO,otras actividades de enfermeria, sueros,2014-11-01,11,11
SAN BENITO,otras actividades de enfermeria, sueros,2014-11-01,17,17
SAN BORJA,otras actividades de enfermeria, sueros,2014-11-01,120,120
SAN BUENA VENTURA,otras actividades de enfermeria, sueros,2014-11-01,58,58
SAN CARLOS,otras actividades de enfermeria, sueros,2014-11-01,26,26
SAN IGNACIO,otras actividades de enfermeria, sueros,2014-11-01,225,225
SAN IGNACIO DE VELASCO,otras actividades de enfermeria, sueros,2014-11-01,2150,2150
SAN JAVIER(BNI),otras actividades de enfermeria, sueros,2014-11-01,10,10
SAN JAVIER(STC),otras actividades de enfermeria, sueros,2014-11-01,23,23
SAN JOAQUIN,otras actividades de enfermeria, sueros,2014-11-01,32,32
SAN JOSE DE CHIQUITOS,otras actividades de enfermeria, sueros,2014-11-01,295,295
SAN JUAN DE YAPACANI,otras actividades de enfermeria, sueros,2014-11-01,30,30
SAN JULIAN,otras actividades de enfermeria, sueros,2014-11-01,266,266
SAN LORENZO(PND),otras actividades de enfermeria, sueros,2014-11-01,4,4
SAN LORENZO(TJA),otras actividades de enfermeria, sueros,2014-11-01,72,72
SAN LUCAS,otras actividades de enfermeria, sueros,2014-11-01,212,212
SAN MATIAS,otras actividades de enfermeria, sueros,2014-11-01,169,169
SAN MIGUEL DE VELASCO,otras actividades de enfermeria, sueros,2014-11-01,30,30
SAN PABLO DE LIPEZ,otras actividades de enfermeria, sueros,2014-11-01,1,1
SAN PEDRO,otras actividades de enfermeria, sueros,2014-11-01,132,132
SAN PEDRO DE BUENA VISTA,otras actividades de enfermeria, sueros,2014-11-01,46,46
SAN PEDRO DE CURAHUARA,otras actividades de enfermeria, sueros,2014-11-01,14,14
SAN PEDRO DE TIQUINA,otras actividades de enfermeria, sueros,2014-11-01,23,23
SAN PEDRO(PND),otras actividades de enfermeria, sueros,2014-11-01,17,17
SAN RAFAEL,otras actividades de enfermeria, sueros,2014-11-01,60,60
SAN RAMON BENI,otras actividades de enfermeria, sueros,2014-11-01,109,109
SAN RAMON SCZ,otras actividades de enfermeria, sueros,2014-11-01,134,134
SANTA ANA,otras actividades de enfermeria, sueros,2014-11-01,286,286
SANTA CRUZ DE LA SIERRA,otras actividades de enfermeria, sueros,2014-11-01,28095,28095
SANTA ROSA,otras actividades de enfermeria, sueros,2014-11-01,44,44
SANTA ROSA DEL SARA,otras actividades de enfermeria, sueros,2014-11-01,102,102
SANTIAGO DE CALLAPA,otras actividades de enfermeria, sueros,2014-11-01,3,3
SANTIAGO DE HUARI,otras actividades de enfermeria, sueros,2014-11-01,41,41
SANTIAGO DE HUATA,otras actividades de enfermeria, sueros,2014-11-01,2,2
SANTIAGO DE MACHACA,otras actividades de enfermeria, sueros,2014-11-01,3,3
SANTIVAÑES,otras actividades de enfermeria, sueros,2014-11-01,7,7
SANTUARIO DE QUILLACAS,otras actividades de enfermeria, sueros,2014-11-01,1,1
SAPAHAQUI,otras actividades de enfermeria, sueros,2014-11-01,2,2
SENA,otras actividades de enfermeria, sueros,2014-11-01,25,25
SHINAOTA,otras actividades de enfermeria, sueros,2014-11-01,235,235
SICA SICA (VILLA AROMA),otras actividades de enfermeria, sueros,2014-11-01,40,40
SICAYA,otras actividades de enfermeria, sueros,2014-11-01,4,4
SIPE SIPE,otras actividades de enfermeria, sueros,2014-11-01,48,48
SOPACHUY,otras actividades de enfermeria, sueros,2014-11-01,47,47
SORACACHI,otras actividades de enfermeria, sueros,2014-11-01,5,5
SORATA,otras actividades de enfermeria, sueros,2014-11-01,3,3
SUCRE,otras actividades de enfermeria, sueros,2014-11-01,12977,12977
TACACOMA,otras actividades de enfermeria, sueros,2014-11-01,4,4
TACOBAMBA,otras actividades de enfermeria, sueros,2014-11-01,17,17
TACOPAYA,otras actividades de enfermeria, sueros,2014-11-01,18,18
TAHUA,otras actividades de enfermeria, sueros,2014-11-01,2,2
TAPACARI,otras actividades de enfermeria, sueros,2014-11-01,28,28
TARABUCO,otras actividades de enfermeria, sueros,2014-11-01,168,168
TARACO,otras actividades de enfermeria, sueros,2014-11-01,2,2
TARATA,otras actividades de enfermeria, sueros,2014-11-01,42,42
TARIJA,otras actividades de enfermeria, sueros,2014-11-01,14919,14919
TARVITA,otras actividades de enfermeria, sueros,2014-11-01,80,80
TEOPONTE,otras actividades de enfermeria, sueros,2014-11-01,45,45
TIAWANACU,otras actividades de enfermeria, sueros,2014-11-01,32,32
TINGUIPAYA,otras actividades de enfermeria, sueros,2014-11-01,19,19
TIPUANI,otras actividades de enfermeria, sueros,2014-11-01,143,143
TIQUIPAYA,otras actividades de enfermeria, sueros,2014-11-01,16,16
