,group,variable,month,CARDIOVASCULARES CANTIDAD,CARDIOVASCULARES CANTIDAD,TOTALES
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,4,7,11
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,0,1,1
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,0,1,1
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,5,1,6
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,15,16,31
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,5,9,14
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,9,5,14
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,7,10
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,3,6
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,3,5
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,5,1,6
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,20,28,48
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,276,427,703
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,0,1,1
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,5,6
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,2,5
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,5,5,10
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,5,6
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,7,6,13
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,12,16,28
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,12,14,26
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,0,9,9
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,1,2
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,20,30,50
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,97,136,233
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,0,3,3
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,5,9,14
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,7,2,9
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,4,2,6
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,3,6
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,2,3
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,8,5,13
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,7,10
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,32,39,71
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,1,3
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,8,7,15
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,0,1,1
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,0,1,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,4,9,13
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,10,11
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,7,1,8
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,3,4
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,1,3
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,1,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,4,6
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,11,7,18
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,11,11,22
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,2,5
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,1,2
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,2,4
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,9,11
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,18,4,22
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,1,3
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,19,20,39
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,0,2,2
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,6,6,12
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,1,3
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,6,8,14
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,10,22,32
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,4,5
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,1,3
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,0,2
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,0,3
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,61,105,166
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,559,818,1377
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,6,9
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,0,2
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,0,2
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,11,11,22
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,7,8
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,133,198,331
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,49,19,68
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,4,3,7
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,55,84,139
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,5,8,13
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,0,1,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,1,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,5,8
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,4,3,7
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,6,7,13
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,30,42,72
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,48,71,119
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,5,5,10
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,1,4
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,4,6
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,4,3,7
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,31,34,65
VILA VILA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
VILLA CHARCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,5,7,12
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,28,21,49
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,0,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,22,38,60
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,4,0,4
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,3,4,7
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,6,6,12
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,10,9,19
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,5,3,8
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,81,106,187
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,1,2,3
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,2,1,3
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-10-01,4,0,4
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,1,2
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,2,4
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,5,7
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,2,2
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,0,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,4,5
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,2,2
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,0,1
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,3,4,7
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,1,2
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,20,22,42
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,20,25,45
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,12,13
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,5,1,6
CAIROMA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,0,2
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,2,4
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,4,2,6
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,1,2
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,29,27,56
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,50,30,80
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,0,1
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,3,4,7
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,2,3
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,4,6,10
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,4,3,7
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,161,169,330
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,2,2
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,2,2
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,3,3
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,6,8
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,0,1
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,0,1
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,0,2
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,4,7,11
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,9,7,16
CUCHUMUELA (V. G. VILLARROEL),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,1,2
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,1,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,366,281,647
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,1,2
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,1,2
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,59,62,121
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,5,6,11
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,2,2
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,7,9
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,5,3,8
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,2,3
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,4,0,4
ICLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,7,8
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,2,2
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,5,0,5
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,4,3,7
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,22,21,43
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,294,400,694
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,3,9,12
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,3,7,10
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,2,3
LURIBAY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,5,7
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,1,2
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,4,2,6
MAPIRI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,0,2
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,3,3,6
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,12,12
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,31,35,66
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,24,46,70
MORO MORO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,5,6
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,0,1
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,28,17,45
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,74,69,143
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,3,3,6
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,7,12,19
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,0,1
PALCA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,3,2,5
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,4,5,9
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,7,1,8
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,1,2
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,7,3,10
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,8,9,17
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,29,59,88
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,1,2
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,5,14,19
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,0,1
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,2,3
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,10,8,18
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,6,6
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,4,2,6
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,2,2
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,9,3,12
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,2,4
QUIABAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,2,4
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,0,2
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,2,3
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,7,5,12
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,12,9,21
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,5,2,7
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,3,2,5
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,5,3,8
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,1,2
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,14,17,31
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,4,1,5
SAN JULIAN,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,6,1,7
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,9,7,16
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,7,10,17
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,3,1,4
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,7,9
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,2,3
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,0,1
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,43,34,77
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,399,300,699
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,4,6
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,2,2
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
SANTUARIO DE QUILLACAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,1,0,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,9,10,19
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,5,10,15
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,126,174,300
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,2,4
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,12,16,28
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,72,76,148
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,7,11,18
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,2,0,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,6,6,12
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,4,8,12
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,4,2,6
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,6,13,19
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,34,74,108
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,15,25,40
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,4,0,4
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,2,2
VACAS,"enf. no transmisibles, factores de riesgo y salud mental",cardiovasculares,2013-11-01,0,1,1
