,group,variable,month,REUMÁTICAS CANTIDAD,REUMÁTICAS CANTIDAD,TOTALES
IXIAMAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,2,0,2
LA ASUNTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,2,5,7
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,19,23,42
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,259,807,1066
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,1,1
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,3,3,6
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,3,7,10
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,3,9,12
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,37,52,89
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,2,1,3
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,2,6,8
MACHACAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,4,0,4
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,2,3,5
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,1,2
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,4,5
MOCOMOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,2,1,3
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,15,10,25
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,6,24,30
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,2,2
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,5,8,13
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,6,5,11
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,107,189,296
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,7,7
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,6,9,15
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,1,1
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,2,2
PAMPA AULLAGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,3,3
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,25,28,53
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,4,8,12
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,20,20,40
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,4,5,9
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,17,16,33
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,1,2
POROMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,4,6,10
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,2,6,8
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,18,5,23
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,65,54,119
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,15,22,37
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,25,30,55
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,12,7,19
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,25,39,64
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,8,6,14
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,6,6,12
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,1,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,13,19,32
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,16,25,41
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,1,1
REYES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,5,6
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,9,3,12
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,17,22,39
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,6,2,8
SABAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,26,31,57
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,16,16,32
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,6,2,8
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,4,5
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,2,9,11
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,1,2
SAN ANDRES DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,1,2
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,6,8,14
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,7,10,17
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,22,35,57
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,4,16,20
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,23,29,52
SAN JOAQUIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,2,2
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,15,16,31
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,3,4
SAN LORENZO(PND),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,5,2,7
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,36,83,119
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,15,27,42
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,2,3
SAN PABLO DE LIPEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,2,2
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,8,6,14
SAN PEDRO DE CURAHUARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,8,17,25
SAN PEDRO DE QUEMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,2,4,6
SAN PEDRO DE TIQUINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,1,2
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,3,2,5
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,2,0,2
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,295,680,975
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,29,27,56
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,3,7,10
SANTIAGO DE CALLAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,13,33,46
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,6,7,13
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,14,12,26
SANTIAGO DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,7,4,11
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,20,28,48
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,2,0,2
SICA SICA (VILLA AROMA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,14,14
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,3,4
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,14,22,36
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,2,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,0,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,194,376,570
TACACOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,2,3,5
TACOBAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,10,11
TACOPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,8,9
TAPACARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,5,5,10
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,49,74,123
TARACO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,10,16,26
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,7,8
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,54,95,149
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,30,47,77
TEOPONTE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,0,1
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,34,53,87
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,2,3,5
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,5,11,16
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,5,8,13
TODOS SANTOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,1,1
TOLEDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,2,3,5
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,8,16,24
TORO TORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,7,8
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,3,4
TOTORA(ORR),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,6,6,12
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,24,42,66
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,9,17,26
TURCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,1,1
UMALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,5,7,12
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,9,10
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,6,12,18
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,0,11,11
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,11,24,35
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,25,35,60
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,1,1,2
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,3,12,15
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,28,49,77
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,6,9,15
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,6,12,18
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,4,7,11
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,9,27,36
VITICHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,4,8,12
WALDO BALLIVIAN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,6,9,15
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,3,7,10
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,45,43,88
YAMPARAEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,3,5,8
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,7,5,12
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,11,4,15
YOTALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,3,2,5
YUNCHARA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,3,8,11
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-10-01,12,14,26
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,17,20,37
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,17,11,28
ALCALA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,12,15
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,10,10,20
ANDAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,6,9
ARAMPAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,2,4
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,5,7
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,8,24,32
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,6,8
AYATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,4,6
AYO AYO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,16,21,37
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,21,39,60
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,10,11,21
BELLA FLOR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,5,8
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,19,41,60
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,18,44,62
BOLPEBRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,2,2
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,0,2
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,10,12,22
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,18,35,53
CALACOTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,6,10
CALAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,11,28,39
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,39,54,93
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,15,24,39
CAPINOTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,6,10
CARACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,4,6
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,1,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,7,9
CHACARILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,3,4
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,5,9
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,6,11,17
CHAYANTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,0,4
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,9,12
CHIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,5,5
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,8,12,20
CHUMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,27,28,55
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,5,12,17
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,17,23,40
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,6,6,12
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,218,551,769
COIPASA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,0,1
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,5,6
"COLCHA ""K""","enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,6,11,17
COLLANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,5,9
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,15,33,48
COLQUECHACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,1,1
COLQUENCHA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,14,26,40
COLQUIRI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,1,1
COMANCHE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,3,5
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,14,17
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,2,5
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,14,3,17
CORIPATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,7,12,19
CORO CORO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,12,6,18
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,9,8,17
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,1,2
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,21,35,56
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,8,8
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,2,5
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,9,13,22
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,155,350,505
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,0,1
EL PUENTE(TJA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,1,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,7,8,15
EL VILLAR,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,4,8
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,5,6
EUCALIPTUS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,5,9
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,15,16
GRAL. J.J. PEREZ (CHARAZANI),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,4,5
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,8,12
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,8,11
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,4,5
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,6,8,14
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,7,10
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,29,25,54
HUARINA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,2,4
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,18,23,41
HUMANATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,13,11,24
INCAHUASI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,5,13,18
INQUISIVI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,6,7,13
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,17,39,56
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,37,47,84
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,252,893,1145
LA RIVERA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,2,2
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,7,10
LAJA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,3,6
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,2,4
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,75,78,153
LLICA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,2,4
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,18,15,33
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,5,6,11
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,1,2
MECAPACA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,8,11,19
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,1,1
MOCOMOCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,5,8
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,10,23,33
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,8,19,27
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,23,33,56
MOROCHATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,5,9,14
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,110,173,283
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,1,2
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,12,16
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,1,3
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,1,1
PAMPA AULLAGAS,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,3,5
PAPEL PAMPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,21,30,51
PASORAPA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,9,12
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,15,10,25
PAZÑA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,3,5
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,22,21,43
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,2,3
PORCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,4,2,6
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,5,6
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,5,4,9
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,47,123,170
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,17,26,43
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,35,31,66
PUERTO ACOSTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,3,4,7
PUERTO CARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,15,13,28
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,11,5,16
PUERTO PEREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,22,42,64
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,12,11,23
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,2,3
PUERTO SILES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,19,28,47
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,0,2,2
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,4,5
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,26,48,74
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,19,19,38
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,1,1,2
REYES,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,2,2,4
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",reumaticas,2013-11-01,13,7,20
