,group,variable,month,DIABETES MELLITUS I - II CANTIDAD,DIABETES MELLITUS I - II CANTIDAD,TOTALES
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,10,10
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,6,7
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,41,63,104
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,6,14,20
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,91,138,229
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,3,3
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,4,2,6
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,2,1,3
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,6,7
PAMPA GRANDE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,2,3,5
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,6,7,13
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,0,1
PORONGO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,3,3
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,17,30,47
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,81,77,158
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,1,1
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,1,1
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,2,3
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,6,5,11
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,1,2
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,4,5
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,4,8,12
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,0,1
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,25,25,50
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,1,1
REYES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,2,7,9
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,34,77,111
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,34,59,93
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,38,54,92
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,10,17,27
SACACA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,0,1
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,2,0,2
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,0,1
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,3,4
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,2,3
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,25,28,53
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,2,0,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,13,34,47
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,6,9,15
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,26,49,75
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,4,4
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,3,4,7
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,13,24,37
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,2,6,8
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,2,14,16
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,3,2,5
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,3,1,4
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,2,1,3
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,4,4
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,2,3,5
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,21,43,64
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1045,1639,2684
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,7,29,36
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,5,11,16
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,1,1
SANTIAGO DE HUATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,1,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,2,2
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,1,2
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,3,3
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,2,2
SORACACHI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,2,2
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,3,9,12
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,125,261,386
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,5,6,11
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,2,13,15
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,67,81,148
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,1,2
TIAWANACU,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,0,1
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,2,1,3
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,2,3
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,2,1,3
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,1,1
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,1,0,1
TRINIDAD,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,69,122,191
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,14,12,26
UNCIA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,5,11,16
URIONDO (A. CONCEPCION),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,2,2,4
URUBICHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,3,3
UYUNI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,27,31,58
VALLEGRANDE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,15,66,81
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,29,53,82
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,23,30,53
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,1,1
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,8,12,20
VILLA TUNARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,12,21,33
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,5,14,19
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,9,11,20
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,9,18,27
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,7,11,18
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,66,116,182
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,0,1,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-10-01,10,16,26
ACHACACHI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,2,3
AIQUILE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,6,20,26
ANCORAIMES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,0,2
ARBIETO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,5,5
ASCENCION DE GUARAYOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,3,5,8
AZURDUY,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,1,2
BATALLAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
BAURES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
BERMEJO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,50,48,98
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,16,17
BOYUIBE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,3,3
BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,7,9
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,6,9,15
"CAIZA ""D""","enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
CAJUATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,0,1
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,15,22,37
CAMIRI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,33,47,80
CARANAVI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,2,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,2,4
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,4,8,12
CHALLAPATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,4,7,11
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,11,12
CHAYANTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
CHULUMANI (V. DE LA LIBERTAD),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,4,6,10
CHUQUIHUTA AYLLU JUCUMANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
CKOCHAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,0,1
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,1,3
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,27,33,60
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,342,369,711
COLCAPIRHUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,11,10,21
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,3,2,5
COLPA BELGICA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,5,6
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,11,13
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,2,3
COPACABANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,0,2
COROICO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,0,1
CORQUE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,1,3
COTAGAITA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,3,4,7
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,11,24,35
CUATRO CAÑADAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,3,7,10
DESAGUADERO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,2,3
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,111,214,325
EL PUENTE(STC),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,0,1
EL TORNO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,32,57,89
ENTRE RIOS TRJ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,9,10
FERNANDEZ ALONSO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,2,4
GENERAL SAAVEDRA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,5,5,10
GUANAY,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,2,3
GUAQUI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,1,2
GUAYARAMERIN,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,7,18,25
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,3,4
HUACHACALLA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
HUANUNI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,3,10,13
HUATAJATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
IRUPANA (VILLA DE LANZA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,1,3
JESUS DE MACHACA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,1,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,25,46,71
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,275,422,697
LAGUNILLAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,2,2
LAS CARRERAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
LLALLAGUA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,11,41,52
LORETO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,0,2
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,0,1
MAGDALENA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,2,3
MAIRANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,3,5,8
MINEROS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,1,3
MOJOCOYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,2,2
MONTEAGUDO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,24,17,41
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,24,44,68
OKINAWA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,10,12
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,95,104,199
PADCAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,2,2
PADILLA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,4,4
PAILON,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
PALOS BLANCOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,9,10
PATACAMAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,7,6,13
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,0,1
PORTACHUELO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,16,34,50
POSTRER VALLE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,3,0,3
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,68,60,128
PRESTO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
PUCARA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,1,2
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,17,19,36
PUERTO RICO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,3,0,3
PUERTO SUAREZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,3,4
PUERTO VILLARROEL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,5,8,13
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,1,2
PUNATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,15,31,46
QUILLACOLLO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,4,5
QUIME,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
REYES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,2,2
RIBERALTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,29,67,96
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,16,16,32
RURRENABAQUE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,31,49,80
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,12,20,32
SAIPINA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,0,1
SALINAS DE GARCI MENDOZA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,0,1
SAMAIPATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
SAN ANDRES,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,2,4
SAN BENITO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,1,2
SAN BORJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,10,22,32
SAN BUENA VENTURA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,4,5,9
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,6,11,17
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,6,4,10
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,24,43,67
SAN JAVIER(BNI),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,3,3
SAN JAVIER(STC),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,3,3
SAN JOSE DE CHIQUITOS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,15,17,32
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,3,2,5
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,6,4,10
SAN LUCAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,0,1
SAN MATIAS,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,4,5
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,3,5
SAN PEDRO DE BUENA VISTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,4,4,8
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,4,0,4
SAN RAMON BENI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
SAN RAMON SCZ,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,4,11,15
SANTA ANA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,34,30,64
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,845,839,1684
SANTA ROSA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,11,19,30
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,3,5
SANTIAGO DE HUARI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,0,1
SAPAHAQUI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,2,3
SHINAOTA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,4,5,9
SOPACHUY,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,1,1
SORATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,3,1,4
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,127,236,363
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,5,6
TARATA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,2,3
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,41,63,104
TARVITA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,2,3
TIPUANI,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,2,2
TIQUIPAYA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,2,7,9
TOCO,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,5,0,5
TOMINA,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,1,2
TOTORA(CBBA),"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,0,3,3
TRIGAL,"enf. no transmisibles, factores de riesgo y salud mental",diabetes mellitus i - ii,2013-11-01,1,0,1
