,group,variable,month,ABUSO DE ALCOHOL CANTIDAD,ABUSO DE ALCOHOL CANTIDAD,TOTALES
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,2,0,2
VINTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,2,1,3
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-11-01,12,2,14
ARANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,2,0,2
ATOCHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,4,1,5
BETANZOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
CABEZAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,3,2,5
CAMARGO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,2,0,2
CARAPARI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
CARMEN RIVERO TORREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,12,1,13
CHARAGUA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
CHIMORE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,1,2
CLIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,1,2
COBIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,0,1,1
COCHABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,24,28,52
COLOMI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
COMARAPA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,0,1,1
CONCEPCION,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,2,0,2
COTOCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,3,0,3
CURAHUARA DE CARANGAS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,0,1,1
EL ALTO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,14,4,18
ENTRE RIOS CBBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,3,2,5
ESCOMA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,1,2
GUTIERREZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
HUACARETA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,4,0,4
HUAYLLAMARCA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,2,0,2
LA GUARDIA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,5,9,14
LA PAZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,83,27,110
MACHARETI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
MONTERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,2,0,2
OCURI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,2,0,2
ORURO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,10,6,16
POCONA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,10,4,14
POOPO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
PORVENIR,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
POTOSI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,9,2,11
PUCARANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,1,2
PUERTO GONZALO MORENO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
PUERTO QUIJARRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
PUNA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,0,1,1
ROBORE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,0,1,1
SACABA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
SACABAMBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,2,0,2
SAN CARLOS,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,11,1,12
SAN IGNACIO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
SAN IGNACIO DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
SAN JUAN DE YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,0,1,1
SAN LORENZO(TJA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
SAN MIGUEL DE VELASCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
SAN PEDRO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
SAN RAFAEL,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
SANTA CRUZ DE LA SIERRA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,146,80,226
SANTA ROSA DEL SARA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
SIPE SIPE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,0,1,1
SUCRE,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,39,10,49
TARABUCO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,0,1,1
TARIJA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,79,13,92
TUPIZA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
VIACHA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,2,1,3
VILLA MONTES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,3,2,5
VILLA NUEVA (LOMA ALTA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
VILLA RIVERO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,2,0,2
VILLA SERRANO,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,0,1,1
VILLA VACA GUZMAN (MUYUPAMPA),"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,6,0,6
VILLAZON,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,0,1,1
WARNES,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,2,1,3
YACUIBA,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,8,4,12
YANACACHI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
YAPACANI,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
ZUDAÑEZ,"enf. no transmisibles, factores de riesgo y salud mental",abuso de alcohol,2013-12-01,1,0,1
