,group,variable,month,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,N° DE MUJERES EMBARAZADAS CON PRUEBA RÁPIDA CANTIDAD,TOTALES,TOTALES,TOTALES
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,3,0,3,3
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,7,0,7,7
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,5,0,5,5
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,74,0,74,74
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,90,0,90,90
QUIME,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,18,0,18,18
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,17,0,17,17
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,21,0,21,21
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,15,0,15,15
SACABA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,309,0,309,309
SAN BENITO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,22,0,22,22
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,29,0,29,29
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,27,0,27,27
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,99,0,99,99
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,50,0,50,50
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,20,0,20,20
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,28,0,28,28
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,15,0,15,15
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,18,0,18,18
SAN LUCAS,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,3,0,3,3
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,18,0,18,18
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,17,0,17,17
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,35,0,35,35
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,1400,0,1400,1400
SENA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,2,0,2,2
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,10,0,10,10
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,55,0,55,55
SORACACHI,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,1,0,1,1
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,782,0,782,782
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,18,0,18,18
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,347,0,347,347
TIRAQUE (CBBA),vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,35,0,35,35
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,4,0,4,4
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,3,0,3,3
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,13,0,13,13
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,117,0,117,117
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,1,0,1,1
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,4,0,4,4
URUBICHA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,1,0,1,1
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,28,0,28,28
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,72,0,72,72
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,114,0,114,114
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,2,0,2,2
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,12,0,12,12
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,175,0,175,175
VILLA VACA GUZMAN (MUYUPAMPA),vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,24,0,24,24
WARNES,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,162,0,162,162
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,40,0,40,40
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,7,0,7,7
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2010-09-01,0,9,0,9,9
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,43,0,43,43
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,6,0,6,6
APOLO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,14,0,14,14
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,3,0,3,3
BATALLAS,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,32,0,32,32
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,82,0,82,82
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,13,0,13,13
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,6,0,6,6
CAMARGO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,1,0,1,1
CAMATAQUI (C. VILLA ABECIA),vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,1,0,1,1
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,35,0,35,35
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,14,0,14,14
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,5,0,5,5
CARAPARI,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,25,0,25,25
CARMEN RIVERO TORREZ,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,3,0,3,3
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,46,0,46,46
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,47,0,47,47
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,329,0,329,329
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,416,0,416,416
COLCAPIRHUA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,10,0,10,10
COLOMI,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,6,0,6,6
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,3,0,3,3
CORQUE,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,4,0,4,4
COTOCA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,78,0,78,78
CUATRO CAÑADAS,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,45,0,45,45
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,446,0,446,446
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,4,0,4,4
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,13,0,13,13
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,89,0,89,89
EL VILLAR,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,3,0,3,3
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,27,0,27,27
EUCALIPTUS,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,14,0,14,14
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,2,0,2,2
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,11,0,11,11
GENERAL SAAVEDRA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,25,0,25,25
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,59,0,59,59
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,4,0,4,4
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,6,0,6,6
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,55,0,55,55
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,79,0,79,79
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,225,0,225,225
LLALLAGUA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,92,0,92,92
MACHACAMARCA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,4,0,4,4
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,15,0,15,15
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,35,0,35,35
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,50,0,50,50
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,72,0,72,72
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,213,0,213,213
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,2,0,2,2
OMEREQUE,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,2,0,2,2
ORURO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,747,0,747,747
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,20,0,20,20
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,4,0,4,4
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,46,0,46,46
POROMA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,6,0,6,6
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,78,0,78,78
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,7,0,7,7
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,54,0,54,54
PRESTO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,8,0,8,8
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,5,0,5,5
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,8,0,8,8
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,23,0,23,23
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,64,0,64,64
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,28,0,28,28
QUIME,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,6,0,6,6
RIBERALTA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,16,0,16,16
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,30,0,30,30
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,38,0,38,38
SACABA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,186,0,186,186
SAN ANDRES,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,2,0,2,2
SAN CARLOS,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,12,0,12,12
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,41,0,41,41
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,90,0,90,90
SAN JOAQUIN,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,11,0,11,11
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,58,0,58,58
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,17,0,17,17
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,52,0,52,52
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,3,0,3,3
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,11,0,11,11
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,26,0,26,26
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,27,0,27,27
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,31,0,31,31
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,1184,0,1184,1184
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,25,0,25,25
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,28,0,28,28
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,460,0,460,460
TARABUCO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,20,0,20,20
TARATA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,14,0,14,14
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,369,0,369,369
TARVITA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,5,0,5,5
TIQUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,3,0,3,3
TIRAQUE (CBBA),vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,31,0,31,31
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,5,0,5,5
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,3,0,3,3
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,11,0,11,11
TOTORA(CBBA),vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,47,0,47,47
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,85,0,85,85
TURCO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,1,0,1,1
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,1,0,1,1
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,1,0,1,1
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,53,0,53,53
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,73,0,73,73
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,98,0,98,98
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,5,0,5,5
VILLA SERRANO,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,17,0,17,17
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,114,0,114,114
WARNES,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,148,0,148,148
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,67,0,67,67
YAMPARAEZ,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,1,0,1,1
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,12,0,12,12
YOTALA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,13,0,13,13
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,7,0,7,7
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2010-10-01,0,13,0,13,13
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,33,0,33,33
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,3,0,3,3
APOLO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,33,0,33,33
BATALLAS,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,19,0,19,19
BERMEJO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,28,0,28,28
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,15,0,15,15
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,3,0,3,3
BUENA VISTA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,12,0,12,12
CABEZAS,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,5,0,5,5
CALAMARCA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,1,0,1,1
CAMIRI,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,24,0,24,24
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,15,0,15,15
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,50,0,50,50
CARMEN RIVERO TORREZ,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,8,0,8,8
CHALLAPATA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,51,0,51,51
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,209,0,209,209
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,480,0,480,480
COLCAPIRHUA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,3,0,3,3
COLOMI,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,8,0,8,8
COMARAPA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,34,0,34,34
CUATRO CAÑADAS,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,2,0,2,2
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,554,0,554,554
EL PUENTE(STC),vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,31,0,31,31
EL PUENTE(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,16,0,16,16
EL TORNO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,76,0,76,76
ENTRE RIOS TRJ,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,25,0,25,25
EUCALIPTUS,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,1,0,1,1
EUREKA (SANTOS MERCADO),vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,4,0,4,4
FILADELFIA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,1,0,1,1
GUAYARAMERIN,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,153,0,153,153
HUANUNI,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,51,0,51,51
ICLA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,4,0,4,4
IRUPANA (VILLA DE LANZA),vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,6,0,6,6
LA ASUNTA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,39,0,39,39
LA GUARDIA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,8,0,8,8
LA PAZ,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,312,0,312,312
MACHACAMARCA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,4,0,4,4
MACHARETI,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,3,0,3,3
MAIRANA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,2,0,2,2
MINEROS,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,37,0,37,37
MIZQUE,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,40,0,40,40
MOJOCOYA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,8,0,8,8
MONTEAGUDO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,59,0,59,59
MONTERO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,89,0,89,89
NUEVO MANOA (NUEVA ESPERANZA),vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,1,0,1,1
ORURO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,403,0,403,403
PADCAYA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,22,0,22,22
PADILLA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,24,0,24,24
PAILON,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,15,0,15,15
PATACAMAYA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,47,0,47,47
POROMA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,9,0,9,9
PORONGO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,9,0,9,9
PORTACHUELO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,21,0,21,21
PORVENIR,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,4,0,4,4
POTOSI,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,58,0,58,58
PUERTO GONZALO MORENO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,11,0,11,11
PUERTO QUIJARRO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,4,0,4,4
PUERTO RICO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,20,0,20,20
PUERTO SUAREZ,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,18,0,18,18
PUERTO VILLARROEL,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,65,0,65,65
PUNATA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,118,0,118,118
QUIME,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,6,0,6,6
ROBORE,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,10,0,10,10
RURRENABAQUE,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,38,0,38,38
SACABA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,268,0,268,268
SAN BORJA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,5,0,5,5
SAN IGNACIO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,44,0,44,44
SAN IGNACIO DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,67,0,67,67
SAN JAVIER(STC),vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,28,0,28,28
SAN JOSE DE CHIQUITOS,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,39,0,39,39
SAN JUAN DE YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,20,0,20,20
SAN JULIAN,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,90,0,90,90
SAN LORENZO(PND),vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,13,0,13,13
SAN LORENZO(TJA),vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,15,0,15,15
SAN MIGUEL DE VELASCO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,8,0,8,8
SAN PEDRO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,22,0,22,22
SANTA ANA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,34,0,34,34
SANTA CRUZ DE LA SIERRA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,273,0,273,273
SENA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,12,0,12,12
SHINAOTA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,6,0,6,6
SIPE SIPE,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,2,0,2,2
SORATA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,11,0,11,11
SUCRE,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,119,0,119,119
TARATA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,18,0,18,18
TARIJA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,202,0,202,202
TIQUIPAYA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,3,0,3,3
TIRAQUE (CBBA),vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,21,0,21,21
TOLATA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,10,0,10,10
TOLEDO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,4,0,4,4
TOMINA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,9,0,9,9
TRINIDAD,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,235,0,235,235
TURCO,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,1,0,1,1
UNCIA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,13,0,13,13
URIONDO (A. CONCEPCION),vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,22,0,22,22
VALLEGRANDE,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,54,0,54,54
VIACHA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,53,0,53,53
VILLA CHARCAS,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,3,0,3,3
VILLA MONTES,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,83,0,83,83
VILLA NUEVA (LOMA ALTA),vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,2,0,2,2
VILLA TUNARI,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,25,0,25,25
WARNES,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,111,0,111,111
YACUIBA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,16,0,16,16
YAPACANI,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,10,0,10,10
YUNCHARA,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,3,0,3,3
ZUDAÑEZ,vih,n de mujeres embarazadas con prueba rapida,2010-11-01,0,15,0,15,15
ACHACACHI,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,32,0,32,32
ALCALA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,3,0,3,3
APOLO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,28,0,28,28
ARBIETO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,10,0,10,10
AZURDUY,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,3,0,3,3
BETANZOS,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,5,0,5,5
BOLPEBRA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,2,0,2,2
CARACOLLO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,14,0,14,14
CARANAVI,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,34,0,34,34
CARAPARI,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,12,0,12,12
CARMEN RIVERO TORREZ,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,4,0,4,4
CHULUMANI (V. DE LA LIBERTAD),vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,32,0,32,32
CHUMA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,2,0,2,2
COBIJA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,128,0,128,128
COCHABAMBA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,491,0,491,491
COLCAPIRHUA,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,8,0,8,8
COLOMI,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,16,0,16,16
COROICO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,36,0,36,36
EL ALTO,vih,n de mujeres embarazadas con prueba rapida,2010-12-01,0,544,0,544,544
