,group,variable,month,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS DENTRO,PENTAVALENTE 4TA. DOSIS FUERA,PENTAVALENTE 4TA. DOSIS FUERA,TOTALES,TOTALES,TOTALES
ALCALA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,0,0,0,1,0,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,7,3,1,1,8,4,12
ANCORAIMES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,5,3,1,7,6,13
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,1,0,1,1,2,3
ANZALDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,2,2,2,3,4,7
APOLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,6,15,8,6,14,21,35
ARAMPAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,0,1,0,3,0,3
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,3,4,2,8,5,13
ARBIETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,18,15,10,4,28,19,47
ARQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,7,4,5,4,12,8,20
ASCENCION DE GUARAYOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,33,29,15,9,48,38,86
ATOCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,10,4,3,4,13,8,21
AUCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,5,1,0,3,5,8
AYATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,5,0,1,2,6,2,8
AYO AYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,5,0,1,1,6,1,7
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,10,5,9,3,19,8,27
AZURDUY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,0,2,2,5,2,7
BATALLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,8,15,1,0,9,15,24
BAURES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,0,2,3,5,3,8
BELEN DE ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,0,0,1,0,1,1
BELEN DE URMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,0,1,1,1,1,2
BELLA FLOR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,0,0,1,0,1,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,24,25,24,28,48,53,101
BETANZOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,9,10,7,3,16,13,29
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,1,0,1,1,2,3
BOLPEBRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,0,0,2,0,2,2
BOYUIBE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,6,0,2,2,8,2,10
BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,17,13,3,4,20,17,37
CABEZAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,17,20,17,17,34,37,71
CAIROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,4,2,5,5,9,14
"CAIZA ""D""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,0,3,1,7,1,8
CAJUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,3,0,0,4,3,7
CALACOTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,2,0,0,4,2,6
CALAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,6,1,0,2,6,3,9
CAMARGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,5,4,2,1,7,5,12
CAMATAQUI (C. VILLA ABECIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,2,0,1,0,3,3
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,32,25,4,4,36,29,65
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,12,17,2,0,14,17,31
CAQUIAVIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,5,1,0,4,5,9
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,7,7,5,1,12,8,20
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,20,32,2,3,22,35,57
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,12,11,7,4,19,15,34
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,1,0,0,4,1,5
CARMEN RIVERO TORREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,0,5,4,7,4,11
CHACARILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,0,0,0,2,0,2
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,17,13,7,4,24,17,41
CHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,3,0,0,3,3,6
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,10,11,19,7,29,18,47
CHARAÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,0,0,0,1,0,1
CHAYANTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,8,5,3,3,11,8,19
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,17,17,2,2,19,19,38
CHIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,0,0,0,1,0,1
CHOQUE COTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,1,0,0,0,1,1
CHUA COCANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,3,0,0,4,3,7
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,6,4,1,1,7,5,12
CHUMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,3,5,4,8,7,15
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,2,5,2,7,4,11
CKOCHAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,5,2,3,6,8,8,16
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,12,10,1,6,13,16,29
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,38,25,36,41,74,66,140
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,7,7,13,9,20,16,36
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,510,418,31,18,541,436,977
COIPASA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,1,0,0,1,1,2
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,21,25,1,4,22,29,51
"COLCHA ""K""",vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,7,6,3,1,10,7,17
COLLANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,1,0,0,3,1,4
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,12,9,2,2,14,11,25
COLPA BELGICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,9,1,3,2,12,14
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,23,24,7,12,30,36,66
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,3,0,0,4,3,7
COLQUIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,5,5,3,8,8,16
COMANCHE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,1,0,0,1,1,2
COMARAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,19,20,4,2,23,22,45
COMBAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,1,0,1,1,2,3
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,13,21,14,25,27,52
COPACABANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,2,0,3,3,5,8
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,11,8,5,2,16,10,26
CORO CORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,4,2,1,3,5,8
COROICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,9,2,4,6,13,19
CORQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,0,0,0,3,0,3
COTAGAITA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,12,11,4,5,16,16,32
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,45,42,9,13,54,55,109
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,13,24,5,6,18,30,48
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,0,2,0,3,0,3
CUEVO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,5,6,2,7,7,14
CULPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,15,9,5,5,20,14,34
CURAHUARA DE CARANGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,1,0,1,4,2,6
CURVA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,1,1,1,2,2,4
DESAGUADERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,1,0,0,4,1,5
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,378,366,280,284,658,650,1308
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,0,0,0,3,0,3
EL PUENTE(STC),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,6,7,13,13,19,20,39
EL PUENTE(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,2,1,0,3,2,5
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,59,41,8,8,67,49,116
EL VILLAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,1,1,1,5,2,7
ENTRE RIOS TRJ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,15,8,1,1,16,9,25
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,19,31,1,3,20,34,54
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,1,2,3,3,4,7
ESMERALDA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,0,0,1,1,1,2
EUCALIPTUS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,5,1,1,1,6,2,8
EUREKA (SANTOS MERCADO),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,3,0,0,0,3,3
EXALTACION,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,1,0,0,2,1,3
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,11,3,13,3,24,6,30
FILADELFIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,4,0,3,0,7,7
GENERAL SAAVEDRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,22,15,14,2,36,17,53
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,4,0,3,1,7,8
GUANAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,8,10,5,3,13,13,26
GUAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,3,1,0,3,3,6
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,22,13,0,1,22,14,36
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,28,18,13,9,41,27,68
HUACARETA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,1,3,2,6,3,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,1,0,0,0,1,1
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,1,0,0,2,1,3
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,3,4,4,7,7,14
HUARACAJE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,5,4,0,0,5,4,9
HUARINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,2,0,0,4,2,6
HUATAJATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,0,0,0,2,0,2
HUAYLLAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,2,1,0,1,2,3
HUMANATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,1,0,1,1,2,3
ICHOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,2,0,2,1,4,5
ICLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,1,0,3,1,4,5
INCAHUASI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,5,2,3,3,8,5,13
INGAVI (HUMAITA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,2,0,1,1,3,4
INQUISIVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,1,3,6,6,7,13
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,8,1,1,0,9,1,10
IXIAMAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,7,6,3,1,10,7,17
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,6,1,1,0,7,1,8
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,20,14,5,3,25,17,42
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,110,119,14,18,124,137,261
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,356,386,24,28,380,414,794
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,3,5,12,7,15,22
LAJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,11,5,1,1,12,6,18
LAS CARRERAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,1,0,0,0,1,1
LICOMA PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,2,0,0,0,2,2
LLALLAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,22,26,30,26,52,52,104
LLICA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,2,0,1,2,3,5
LORETO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,0,0,2,3,2,5
LURIBAY,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,5,0,0,2,5,7
MACHACAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,1,2,1,3,2,5
MACHARETI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,6,2,0,1,6,3,9
MAGDALENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,10,6,1,6,11,12,23
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,11,6,1,1,12,7,19
MALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,0,1,0,1,0,1
MAPIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,11,8,0,0,11,8,19
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,8,4,0,0,8,4,12
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,14,10,16,23,30,33,63
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,7,6,8,3,15,9,24
MOCOMOCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,7,2,5,5,12,7,19
MOJOCOYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,5,0,0,3,5,8
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,13,14,1,2,14,16,30
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,117,108,43,35,160,143,303
MORO MORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,1,2,3,3,4,7
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,2,9,10,12,12,24
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,2,2,0,2,2,4
NAZACARA DE PACAJES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,1,0,0,0,1,1
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,0,1,0,1,0,1
OCURI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,7,6,2,8,9,14,23
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,9,5,3,10,12,15,27
OMEREQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,5,5,1,6,6,12
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,168,185,33,28,201,213,414
PADCAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,16,14,3,1,19,15,34
PADILLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,6,6,1,0,7,6,13
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,10,11,19,19,29,30,59
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,9,12,1,3,10,15,25
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,15,16,1,2,16,18,34
PAMPA AULLAGAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,2,0,0,4,2,6
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,10,7,3,2,13,9,22
PAPEL PAMPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,3,1,0,2,3,5
PASORAPA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,0,2,0,2,0,2
PATACAMAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,10,7,1,0,11,7,18
PAZÑA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,0,1,0,3,0,3
PELECHUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,6,7,2,1,8,8,16
POCOATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,5,9,11,6,16,15,31
POCONA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,6,2,4,6,10,16
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,10,2,0,5,10,15
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,7,1,2,4,9,13
PORCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,6,6,5,6,11,12,23
POROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,7,5,3,10,10,15,25
PORONGO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,6,11,5,5,11,16,27
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,10,17,3,1,13,18,31
PORVENIR,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,6,1,1,0,7,1,8
POSTRER VALLE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,0,0,1,1,1,2
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,160,160,37,37,197,197,394
PRESTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,7,3,1,3,8,6,14
PUCARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,0,2,0,0,0,2,2
PUCARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,14,14,2,2,16,16,32
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,6,5,1,1,7,6,13
PUERTO CARABUCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,5,11,2,1,7,12,19
PUERTO GONZALO MORENO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,2,2,2,3,4,7
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,1,3,3,4,4,8
PUERTO QUIJARRO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,10,7,0,0,10,7,17
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,5,3,1,7,6,13
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,7,1,12,17,19,18,37
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,34,27,5,3,39,30,69
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,5,2,8,13,13,15,28
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,19,15,9,8,28,23,51
QUIABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,1,5,2,7,3,10
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,72,70,67,71,139,141,280
QUIME,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,5,0,0,4,5,9
QUIRUSILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,2,0,0,0,2,0,2
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,5,10,0,3,5,13,18
RAVELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,4,11,4,12,8,20
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,5,4,3,2,8,6,14
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,56,61,3,1,59,62,121
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,19,12,7,6,26,18,44
RURRENABAQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,13,10,3,3,16,13,29
SABAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,1,0,0,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,66,107,36,27,102,134,236
SACABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,3,2,5,4,8,6,14
SACACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,1,1,6,5,7,12
SAIPINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,6,12,11,5,17,17,34
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,4,4,0,0,4,4,8
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 4ta. dosis,2020-11-01,7,4,3,3,10,7,17
