,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES,TOTALES,TOTALES
ESCOMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,2,1,0,0,2,1,3
GUTIERREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,1,0,0,1,1,2
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,2,0,2,0,2
JESUS DE MACHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,0,0,1,1
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,1,0,1,1,2,3
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,7,4,2,0,9,4,13
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,12,10,2,0,14,10,24
LAGUNILLAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,0,1,0,1,1
MAIRANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,1,1,1,2
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,1,0,1,0,1
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,1,0,1,0,1
MONTEAGUDO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,2,3,6,2,8,5,13
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,0,0,1,1
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,4,11,6,4,10,15,25
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,5,7,5,7,12
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,2,0,1,0,3,3
PALOS BLANCOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,0,0,1,1
POJO (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,1,0,0,1,1,2
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,2,0,1,1,3,1,4
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,6,6,6,6,12,12,24
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,1,0,1,1,2
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,3,0,2,1,5,6
PUNA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,1,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,1,0,2,0,2
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,1,4,5,5,6,11
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,3,0,0,1,3,1,4
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,1,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,4,4,4,13,8,17,25
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,1,0,1,0,1
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,0,0,1,1
SAN BENITO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,2,0,0,2,2,2,4
SAN CARLOS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,5,2,5,2,7
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,1,0,0,1,1,2
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
SAN JULIAN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,0,1,0,1,1
SAN RAMON BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,0,0,1,1
SAN RAMON SCZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,2,0,0,1,2,3
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,51,50,69,69,120,119,239
SANTIAGO DE HUATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
SAPAHAQUI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,1,0,0,1,1,2
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,3,3,1,1,4,4,8
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,9,5,2,0,11,5,16
TAHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,0,0,1,1
TARACO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,0,0,1,1
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,3,2,4,2,7,4,11
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,2,0,3,0,3
TIRAQUE (CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
TOMINA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,0,1,0,1,1
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,2,0,0,1,2,3
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,3,4,7,5,10,15
TUPIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
UNCIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,0,1,0,1,1
UYUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,0,0,1,1
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,6,0,2,1,8,9
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,1,2,1,3,4
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,7,0,2,0,9,0,9
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,0,1,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,1,0,2,0,3,3
VITICHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,0,1,0,1,1
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,2,4,2,4,4,8,12
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,1,5,1,3,2,8,10
YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-11-01,0,0,1,2,1,2,3
ACHACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,2,0,2,0,2
ACHOCALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,3,0,0,0,3,3
AIQUILE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,0,1,0,1,1
ALTO BENI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
ANDAMARCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
ARANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,0,1,0,1,1
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,1,0,1,0,1
BERMEJO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,1,0,2,2
BOLIVAR,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,0,1,0,1
CAIROMA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,0,1,0,1,1
CAMIRI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,2,0,0,0,2,2
CAPINOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,2,0,0,0,2,2
CARACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,1,0,1,0,1
CARANAVI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,0,1,0,1
CARAPARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,0,1,0,1,1
CARIPUYO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,0,1,0,1
CHALLAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,1,0,1,1,2
CHARAGUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,0,1,0,1,1
CHIMORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,1,0,1,0,1
CLIZA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,0,1,0,1
COBIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,2,1,0,1,2,2,4
COCAPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,0,1,0,1,1
COCHABAMBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,17,14,2,4,19,18,37
COLCAPIRHUA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,0,1,0,1
COLOMI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
COLQUECHACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,1,0,1,0,1
COLQUENCHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
CONCEPCION,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,0,1,0,1
CORIPATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,1,0,1,0,1
COTOCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,4,1,1,0,5,1,6
CUATRO CAÑADAS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
EL ALTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,13,18,9,13,22,31,53
EL CHORO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,0,1,0,1
EL TORNO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,2,0,0,0,2,0,2
ENTRE RIOS CBBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,5,0,0,0,5,5
FERNANDEZ ALONSO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,3,0,3,0,3
GUAYARAMERIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,0,1,0,1
HUACHACALLA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,0,1,0,1
HUANUNI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,1,1,1,2
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,2,0,0,0,2,0,2
LA ASUNTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,3,0,2,1,5,1,6
LA GUARDIA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,4,5,3,6,7,13
LA PAZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,12,13,0,2,12,15,27
MECAPACA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,1,0,0,1,1,2
MINEROS,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,1,0,2,0,2
MIZQUE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,1,0,1,0,1
MONTERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,4,2,0,1,4,3,7
MOROCHATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
OKINAWA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,1,0,2,2
ORURO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,10,5,6,4,16,9,25
PAILON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,4,1,5,1,6
PALCA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
PAMPA GRANDE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,1,0,1,0,1
POOPO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,0,1,0,1,1
PORTACHUELO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
POTOSI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,8,6,0,2,8,8,16
PUERTO ACOSTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
PUERTO PEREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,1,0,1,0,1
PUERTO RICO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,1,1,1,1,2
PUERTO SUAREZ,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
PUERTO VILLARROEL,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,0,1,0,1
PUNATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,0,1,0,1
QUILLACOLLO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,3,1,2,1,5,2,7
RAQAYPAMPA(ETA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
REYES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
RIBERALTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,3,2,0,3,3,6
ROBORE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,1,0,0,1,1,2
SACABA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,3,4,3,2,6,6,12
SAN ANDRES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
SAN BORJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,2,3,1,1,3,4,7
SAN IGNACIO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,2,0,3,0,3
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,3,2,0,2,3,5
SAN JOAQUIN,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,0,1,0,1
SAN JUAN DE YAPACANI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,0,1,0,1
SAN LORENZO(TJA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,1,0,0,1,1,2
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,0,1,0,1,1
SANTA ANA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,3,1,3,1,4
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,78,66,37,48,115,114,229
SANTA ROSA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,2,0,0,1,2,3
SANTA ROSA DEL SARA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,1,0,2,2
SENA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,1,0,0,1,1,2
SHINAOTA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,1,0,1,1,2,3
SICA SICA (VILLA AROMA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,3,0,0,0,3,0,3
SICAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,1,0,1,0,1
SIPE SIPE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,1,0,0,1,1,2
SORATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,1,0,1,0,1
SUCRE,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,6,3,0,0,6,3,9
TACACHI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,0,0,1,0,1,1
TAPACARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,3,0,0,1,3,4
TARIJA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,3,2,1,3,4,5,9
TIQUIPAYA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,2,0,0,1,2,3
TOLATA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,1,0,2,0,2
TOTORA(CBBA),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,2,1,0,1,2,3
TOTORA(ORR),vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
TRINIDAD,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,5,4,0,0,5,4,9
VIACHA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,4,1,0,1,4,5
VILLA MONTES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,3,1,0,1,3,2,5
VILLA RIVERO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,0,0,0,1,0,1
VILLA TUNARI,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,7,2,1,3,8,5,13
VILLAZON,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,0,1,0,0,0,1,1
VINTO,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,3,0,1,1,4,1,5
WARNES,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,4,4,1,0,5,4,9
YACUIBA,vacunaciones en ninos de 12 a 23 meses,pentavalente 2da dosis,2020-12-01,1,2,0,0,1,2,3
