,group,variable,month,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,DIARREAS EN MENORES DE 5 AÑOS CANTIDAD,TOTALES
GUAYARAMERIN,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,23,15,38
GUTIERREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
IRUPANA (VILLA DE LANZA),diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,13,10,23
LA PAZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,27,43,70
LLALLAGUA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,2,3
MAGDALENA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,3,4
MAIRANA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,1,2
MONTEAGUDO,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,4,1,5
MONTERO,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,49,43,92
ORURO,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,19,10,29
PAILON,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,0,1,1
PALOS BLANCOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
PATACAMAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
PORTACHUELO,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,5,7,12
POTOSI,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,18,8,26
PUERTO SUAREZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,1,2
PUERTO VILLARROEL,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,5,5,10
PUNATA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,5,3,8
QUILLACOLLO,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,28,21,49
RIBERALTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,5,9,14
ROBORE,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,1,2
RURRENABAQUE,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,5,2,7
SACABA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,2,5,7
SAN BORJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
SAN CARLOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,4,5,9
SAN IGNACIO DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,4,3,7
SAN JOAQUIN,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
SAN JOSE DE CHIQUITOS,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
SAN JULIAN,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,11,12,23
SAN MATIAS,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
SAN MIGUEL DE VELASCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
SAN RAMON BENI,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,2,0,2
SANTA ANA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,2,3
SANTA CRUZ DE LA SIERRA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,341,188,529
SHINAOTA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,10,12,22
SUCRE,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,18,18,36
TARABUCO,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,1,2
TARIJA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,32,18,50
TARVITA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,0,1
TIQUIPAYA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,3,4
TOMINA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,0,1,1
TRINIDAD,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,59,25,84
TUPIZA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,2,1,3
URUBICHA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,0,2,2
UYUNI,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,0,2,2
VALLEGRANDE,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,2,0,2
VILA VILA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,4,7,11
VILLA MONTES,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,1,2
VILLA TUNARI,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,9,13,22
VILLAZON,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,3,4
VINTO,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,5,6
WARNES,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,5,3,8
YACUIBA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,8,8,16
YAMPARAEZ,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,1,3,4
YAPACANI,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,12,9,21
YOCALLA,diagnostico de egreso,diarreas en menores de 5 anos,2011-12-01,3,3,6
