,group,variable,month,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS DENTRO,PENTAVALENTE 2DA DOSIS FUERA,PENTAVALENTE 2DA DOSIS FUERA,TOTALES
CHIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,2,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,19,17,1,1,38
CHUMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,6,1,3,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,5,3,1,7,16
CKOCHAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,7,5,3,3,18
CLIZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,9,8,1,3,21
COBIJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,65,54,10,10,139
COCAPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,8,10,8,28
COCHABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,704,664,4,5,1377
COLCAPIRHUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,41,34,2,2,79
"COLCHA ""K""",vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,6,4,1,1,12
COLLANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,0,0,0,2
COLOMI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,26,19,2,0,47
COLPA BELGICA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,5,5,0,0,10
COLQUECHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,16,17,15,16,64
COLQUENCHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,7,6,2,0,15
COLQUIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,9,5,5,3,22
COMANCHE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,1,1,0,3
COMARAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,17,17,1,2,37
COMBAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,1,2,0,4
CONCEPCION,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,9,14,7,3,33
COPACABANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,7,8,2,1,18
CORIPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,21,15,0,2,38
CORO CORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,3,1,2,9
COROICO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,11,10,0,2,23
CORQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,8,0,1,10
COTAGAITA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,11,8,3,5,27
COTOCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,63,68,1,1,133
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,0,0,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,16,35,8,4,63
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,1,0,0,2
CUEVO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,4,1,4,10
CULPINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,10,12,3,3,28
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,2,2,0,6
CURVA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,1,1,0,4
DESAGUADERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,1,2,2,6
EL ALTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,635,629,156,150,1570
EL CHORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,0,1,1,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,10,7,0,1,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,8,5,2,3,18
EL TORNO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,46,45,6,9,106
EL VILLAR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,0,1,0,1
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,22,12,3,8,45
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,42,43,3,3,91
ESCARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,0,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,4,1,0,6
ESMERALDA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,1,0,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,4,0,0,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,1,1,0,2
EXALTACION,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,1,1,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,15,15,1,2,33
FILADELFIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,2,4,3,12
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,17,12,0,0,29
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,5,1,2,1,9
GUANAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,15,12,8,8,43
GUAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,9,7,2,0,18
GUAYARAMERIN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,40,42,1,2,85
GUTIERREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,6,9,17,4,36
HUACARETA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,4,3,1,11
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,1,0,3,4
HUACHACALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,0,0,0,3
HUANUNI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,13,14,3,2,32
HUARACAJE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,0,0,1,3
HUARINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,4,0,2,8
HUATAJATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,0,0,0,1
HUMANATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,1,2,0,4
ICHOCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,2,0,2,5
ICLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,1,2,3,9
INCAHUASI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,8,6,5,3,22
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,0,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,9,4,3,5,21
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,8,11,3,3,25
IXIAMAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,4,0,0,4
JESUS DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,5,2,0,2,9
LA ASUNTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,32,28,2,1,63
LA GUARDIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,99,117,2,4,222
LA PAZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,581,564,2,1,1148
LA RIVERA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,1,0,0,2
LAGUNILLAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,5,2,4,12
LAJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,19,15,1,3,38
LAS CARRERAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,2,0,1,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,2,0,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,17,19,25,30,91
LLICA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,2,1,0,5
LORETO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,2,0,1,5
LURIBAY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,8,5,0,2,15
MACHACAMARCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,2,1,0,4
MACHARETI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,4,3,0,2,9
MAGDALENA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,7,11,8,2,28
MAIRANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,15,15,0,1,31
MALLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,0,0,2,3
MAPIRI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,14,18,1,0,33
MECAPACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,9,5,1,2,17
MINEROS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,18,19,2,1,40
MIZQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,23,20,7,5,55
MOCOMOCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,5,4,0,4,13
MOJOCOYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,2,0,1,6
MONTEAGUDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,26,14,1,3,44
MONTERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,106,116,9,5,236
MORO MORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,1,0,0,1
MOROCHATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,2,6,4,15
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,2,3,3,9
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,0,3,7,10
OCURI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,5,7,6,3,21
OKINAWA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,12,18,2,0,32
OMEREQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,4,1,4,11
ORURO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,288,270,18,11,587
PADCAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,16,8,2,1,27
PADILLA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,4,6,2,1,13
PAILON,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,24,24,49,27,124
PALCA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,11,14,5,3,33
PALOS BLANCOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,16,14,2,4,36
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,3,0,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,12,5,3,1,21
PAPEL PAMPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,1,0,0,1
PASORAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,0,0,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,16,10,1,0,27
PAZÑA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,6,0,0,8
PELECHUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,3,0,1,7
POCOATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,7,2,17,6,32
POCONA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,4,11,3,2,20
POJO (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,12,13,3,0,28
POOPO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,2,0,0,4
PORCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,8,16,1,2,27
POROMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,6,5,4,3,18
PORONGO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,7,8,4,1,20
PORTACHUELO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,23,26,1,3,53
PORVENIR,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,1,8,16,28
POSTRER VALLE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,0,0,0,2
POTOSI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,187,192,27,26,432
PRESTO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,4,3,2,11
PUCARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,15,11,1,3,30
PUERTO ACOSTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,4,3,5,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,5,10,4,5,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,6,1,5,4,16
PUERTO PEREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,1,2,3,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,18,12,0,0,30
PUERTO RICO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,14,10,1,1,26
PUERTO SILES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,16,10,1,5,32
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,70,54,7,6,137
PUNA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,3,0,7,12
PUNATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,31,25,2,2,60
QUIABAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,1,0,2,6
QUILLACOLLO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,120,100,58,52,330
QUIME,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,6,7,3,3,19
QUIRUSILLAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,0,0,0,1
RAVELO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,8,4,7,4,23
REYES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,6,10,8,5,29
RIBERALTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,105,95,7,7,214
ROBORE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,13,12,0,0,25
RURRENABAQUE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,11,14,5,2,32
SABAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,3,1,0,5
SACABA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,131,116,25,11,283
SACABAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,3,0,0,5
SACACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,16,16,9,5,46
SAIPINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,2,0,3,6
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,1,5,1,10
SAMAIPATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,10,9,0,2,21
SAN ANDRES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,13,10,5,8,36
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,0,1,0,3
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,0,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,1,4,2,10
SAN BENITO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,6,2,0,1,9
SAN BORJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,55,44,4,7,110
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,7,7,2,4,20
SAN CARLOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,18,20,0,0,38
SAN IGNACIO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,21,21,7,11,60
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,60,49,10,14,133
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,3,0,2,6
SAN JAVIER(STC),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,10,8,0,1,19
SAN JOAQUIN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,14,8,0,0,22
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,15,18,18,22,73
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,4,5,2,0,11
SAN JULIAN,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,43,38,7,4,92
SAN LORENZO(PND),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,6,3,5,7,21
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,17,13,1,2,33
SAN LUCAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,15,15,7,6,43
SAN MATIAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,12,12,0,0,24
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,5,11,0,0,16
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,0,0,0,2
SAN PEDRO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,7,13,0,3,23
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,17,13,7,14,51
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,1,0,1,5
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,1,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,3,0,1,5
SAN PEDRO(PND),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,0,1,1,2
SAN RAFAEL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,8,0,0,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,5,9,1,0,15
SAN RAMON SCZ,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,6,5,0,0,11
SANTA ANA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,20,15,2,5,42
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1598,1472,16,12,3098
SANTA ROSA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,10,14,0,0,24
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,9,13,6,4,32
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,0,1,2,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,3,5,2,13
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,1,0,1,5
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,1,1,0,2
SANTIVAÑES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,7,0,0,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,2,1,0,5
SAPAHAQUI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,7,0,1,10
SENA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,8,6,1,2,17
SHINAOTA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,23,24,2,1,50
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,10,14,4,6,34
SICAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,2,0,0,3
SIPE SIPE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,27,29,0,1,57
SOPACHUY,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,4,6,1,1,12
SORACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,4,7,0,0,11
SORATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,13,7,7,3,30
SUCRE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,271,272,7,1,551
TACACHI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,3,0,2,6
TACACOMA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,5,8,0,0,13
TACOBAMBA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,4,3,1,11
TACOPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,6,3,0,4,13
TAHUA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,0,0,1,1
TAPACARI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,9,16,10,4,39
TARABUCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,6,3,5,15
TARACO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,4,1,0,0,5
TARATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,9,5,0,1,15
TARIJA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,168,179,13,13,373
TARVITA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,6,6,5,20
TEOPONTE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,6,10,2,1,19
TIAWANACU,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,11,6,0,0,17
TINGUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,1,6,9,19
TIPUANI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,2,1,2,8
TIQUIPAYA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,44,40,5,7,96
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,6,10,7,3,26
TOCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,5,0,2,8
TOLATA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,5,4,2,0,11
TOLEDO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,2,2,2,7
TOMAVE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,4,4,3,2,13
TOMINA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,6,0,5,0,11
TORO TORO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,3,2,3,11
TOTORA(CBBA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,8,9,2,3,22
TOTORA(ORR),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,2,2,0,0,4
TRIGAL,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,1,0,0,2
TRINIDAD,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,153,135,5,6,299
TUPIZA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,32,28,5,5,70
TURCO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,2,1,0,4
UMALA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,1,1,1,6
UNCIA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,13,14,4,3,34
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,14,7,2,1,24
URUBICHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,4,5,1,0,10
UYUNI,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,30,29,2,3,64
VACAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,4,1,0,6
VALLEGRANDE,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,9,14,0,0,23
VIACHA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,47,53,5,9,114
VILA VILA,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,3,1,2,2,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,8,8,2,4,22
VILLA MONTES,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,49,43,3,5,100
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,1,3,1,0,5
VILLA RIVERO,vacunaciones en menores de 1 ano,pentavalente 2da dosis,2017-10-01,0,4,0,3,7
