,group,variable,month,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS DENTRO,ANTINEUMOCÓCICA 2DA DOSIS FUERA,ANTINEUMOCÓCICA 2DA DOSIS FUERA,TOTALES
TIAWANACU,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,4,4,0,0,8
TINGUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,5,22,20,49
TIPUANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,4,1,2,2,9
TIQUIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,27,34,6,12,79
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,11,10,9,10,40
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,0,0,0,1
TOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,5,6,3,0,14
TOLATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,4,7,0,0,11
TOLEDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,2,1,0,5
TOMAVE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,7,7,6,4,24
TOMINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,7,4,1,2,14
TORO TORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,5,4,7,18
TOTORA(CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,7,2,2,2,13
TOTORA(ORR),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,1,0,0,4
TRIGAL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,147,163,4,3,317
TUPIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,23,35,7,3,68
TURCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,2,2,2,7
UMALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,2,1,1,5
UNCIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,6,18,1,9,34
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,10,5,1,1,17
URUBICHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,8,0,1,12
UYUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,20,18,5,4,47
VACAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,5,0,3,11
VALLEGRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,13,14,1,1,29
VIACHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,45,33,4,7,89
VILA VILA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,0,4,2,8
VILLA CHARCAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,5,5,0,1,11
VILLA MONTES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,53,33,3,5,94
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,2,0,0,5
VILLA RIVERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,5,6,2,2,15
VILLA SERRANO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,5,0,1,9
VILLA TUNARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,63,60,3,2,128
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,7,7,0,1,15
VILLAZON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,32,34,5,1,72
VINTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,34,38,19,18,109
VITICHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,4,0,1,6
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,1,1,0,0,2
WARNES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,117,107,7,9,240
YACO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,5,2,3,4,14
YACUIBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,73,86,15,14,188
YAMPARAEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,4,2,1,9
YANACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,5,1,0,9
YAPACANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,35,51,18,14,118
YOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,5,3,2,0,10
YOTALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,2,3,0,0,5
YUNCHARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,3,3,3,4,13
ZUDAÑEZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-09-01,4,1,4,2,11
ACACIO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,0,3,4,7
ACHACACHI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,19,21,6,6,52
ACHOCALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,9,2,11,27
AIQUILE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,11,17,3,4,35
ALALAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,0,1,1,2
ALCALA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,2,0,0,4
ALTO BENI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,8,1,0,14
ANCORAIMES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,7,8,2,2,19
ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,3,1,0,4
ANTEQUERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,1,0,0,3
ANZALDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,2,1,0,6
APOLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,10,5,2,19
ARAMPAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,4,1,1,5,11
ARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,3,2,3,16
ARBIETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,11,18,1,3,33
ARQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,5,1,4,13
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,18,16,3,2,39
ATOCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,13,6,1,1,21
AUCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,4,2,0,8
AYATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,3,0,3,11
AYO AYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,6,2,0,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,9,5,7,10,31
AZURDUY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,4,1,2,12
BATALLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,19,11,0,0,30
BAURES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,4,9,2,2,17
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,0,0,1,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,0,0,3,3
BELLA FLOR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,1,0,1,5
BERMEJO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,40,28,5,2,75
BETANZOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,18,7,3,4,32
BOLIVAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,2,2,2,8
BOLPEBRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,0,2,0,3
BOYUIBE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,4,5,0,0,9
BUENA VISTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,13,7,0,3,23
CABEZAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,17,22,6,10,55
CAIROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,4,5,2,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,4,1,1,9
CAJUATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,9,3,0,2,14
CALACOTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,1,0,1,2
CALAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,9,8,2,1,20
CAMARGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,10,7,1,0,18
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,2,0,1,4
CAMIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,19,36,0,1,56
CAPINOTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,15,16,1,0,32
CAQUIAVIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,8,1,3,15
CARACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,10,6,3,5,24
CARANAVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,45,41,2,3,91
CARANGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,0,0,0,1
CARAPARI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,5,0,1,8
CARIPUYO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,8,3,0,16
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,3,0,3,14
CATACORA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,1,1,0,2
CHACARILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,0,1,0,3
CHALLAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,22,21,7,1,51
CHAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,7,0,0,9
CHARAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,18,17,14,13,62
CHARAÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,1,0,0,1
CHAYANTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,10,3,4,25
CHIMORE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,27,16,9,4,56
CHIPAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,2,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,1,0,0,2
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,19,17,1,0,37
CHUMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,6,1,3,13
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,3,1,7,19
CKOCHAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,7,5,3,3,18
CLIZA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,9,8,1,3,21
COBIJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,64,54,10,10,138
COCAPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,8,10,8,28
COCHABAMBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,718,673,6,6,1403
COLCAPIRHUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,41,35,2,2,80
"COLCHA ""K""",vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,6,4,1,1,12
COLLANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,0,0,0,2
COLOMI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,26,19,2,0,47
COLPA BELGICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,5,0,0,10
COLQUECHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,16,17,15,16,64
COLQUENCHA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,7,6,2,0,15
COLQUIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,9,4,5,3,21
COMANCHE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,1,1,0,3
COMARAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,17,17,1,2,37
COMBAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,1,2,0,4
CONCEPCION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,10,14,7,3,34
COPACABANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,7,8,2,1,18
CORIPATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,21,15,0,2,38
CORO CORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,3,1,2,9
COROICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,11,10,0,2,23
CORQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,8,0,1,10
COTAGAITA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,9,8,4,5,26
COTOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,63,68,1,1,133
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,0,0,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,16,34,7,4,61
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,1,0,0,2
CUEVO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,4,1,4,10
CULPINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,10,12,3,3,28
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,2,2,0,6
CURVA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,1,1,0,4
DESAGUADERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,1,2,2,6
EL ALTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,634,629,156,152,1571
EL CHORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,0,1,1,2
EL PUENTE(STC),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,10,7,0,1,18
EL PUENTE(TJA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,5,2,3,18
EL TORNO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,46,45,6,9,106
EL VILLAR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,3,1,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,22,13,3,9,47
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,42,43,3,3,91
ESCARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,0,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,3,1,0,5
ESMERALDA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,1,0,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,4,0,0,5
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,1,1,0,2
EXALTACION,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,1,1,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,15,15,1,2,33
FILADELFIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,2,4,3,12
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,16,14,0,0,30
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,1,2,1,9
GUANAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,15,12,8,8,43
GUAQUI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,9,7,2,0,18
GUAYARAMERIN,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,42,45,1,2,90
GUTIERREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,6,9,17,4,36
HUACARETA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,4,3,0,10
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,1,0,3,4
HUACHACALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,0,0,0,3
HUANUNI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,13,14,3,2,32
HUARACAJE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,0,0,1,3
HUARINA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,4,0,2,8
HUATAJATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,0,0,1,1
HUAYLLAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,0,0,0,1
HUMANATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,1,2,0,4
ICHOCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,2,0,2,5
ICLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,1,2,3,9
INCAHUASI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,6,5,3,22
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,0,0,0,2
INQUISIVI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,5,3,4,20
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,11,3,3,25
IXIAMAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,4,0,0,4
JESUS DE MACHACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,2,0,2,9
LA ASUNTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,32,28,2,1,63
LA GUARDIA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,95,116,1,4,216
LA PAZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,596,568,6,5,1175
LA RIVERA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,1,0,0,2
LAGUNILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,5,2,4,12
LAJA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,19,15,1,3,38
LAS CARRERAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,2,0,1,6
LICOMA PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,2,0,0,4
LLALLAGUA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,17,19,25,30,91
LLICA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,2,1,0,5
LORETO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,2,0,1,5
LURIBAY,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,5,0,2,15
MACHACAMARCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,2,1,0,4
MACHARETI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,4,3,1,1,9
MAGDALENA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,7,11,8,2,28
MAIRANA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,14,15,0,1,30
MALLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,0,0,2,3
MAPIRI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,14,18,1,0,33
MECAPACA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,9,5,1,2,17
MINEROS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,18,19,2,2,41
MIZQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,23,20,7,5,55
MOCOMOCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,4,0,4,13
MOJOCOYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,2,0,1,6
MONTEAGUDO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,26,14,1,3,44
MONTERO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,112,126,9,5,252
MORO MORO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,1,0,0,1
MOROCHATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,2,6,4,15
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,2,3,3,9
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,0,3,7,10
OCURI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,7,5,2,19
OKINAWA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,12,18,2,0,32
OMEREQUE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,4,1,4,11
ORURO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,290,266,17,11,584
PADCAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,16,9,2,1,28
PADILLA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,4,6,2,1,13
PAILON,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,21,24,39,20,104
PALCA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,11,14,5,3,33
PALOS BLANCOS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,16,14,2,4,36
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,3,0,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,12,5,3,1,21
PAPEL PAMPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,0,1,0,0,1
PASORAPA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,0,0,1,2
PATACAMAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,16,10,1,0,27
PAZÑA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,6,0,0,8
PELECHUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,3,0,1,7
POCOATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,7,2,17,6,32
POCONA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,4,11,3,2,20
POJO (CBBA),vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,12,13,2,0,27
POOPO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,2,0,0,4
PORCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,8,16,1,2,27
POROMA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,6,6,4,3,19
PORONGO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,7,8,4,1,20
PORTACHUELO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,23,26,1,3,53
PORVENIR,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,1,8,16,28
POSTRER VALLE,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,0,0,0,2
POTOSI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,187,191,27,26,431
PRESTO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,4,3,2,11
PUCARA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,0,0,0,1
PUCARANI,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,15,11,1,3,30
PUERTO ACOSTA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,4,3,5,14
PUERTO CARABUCO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,5,10,4,5,24
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,6,1,5,4,16
PUERTO PEREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,1,2,3,9
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,18,12,0,0,30
PUERTO RICO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,14,10,1,1,26
PUERTO SILES,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,0,0,0,1
PUERTO SUAREZ,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,17,11,1,5,34
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,70,54,7,6,137
PUNA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,2,3,0,7,12
PUNATA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,31,25,2,2,60
QUIABAYA,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,3,1,0,2,6
QUILLACOLLO,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,120,100,57,53,330
QUIME,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,6,7,3,3,19
QUIRUSILLAS,vacunaciones en menores de 1 ano,antineumococica 2da dosis,2017-10-01,1,0,0,0,1
