municipality,group,variable,month,Vacunaciones antiamarílica en personas a part,TOTAL
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-10-01,146,146
YOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-10-01,7,7
YOTALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-10-01,19,19
YUNCHARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-10-01,26,26
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,152,152
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,71,71
ALALAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,5,5
ALCALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,61,61
APOLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,5,5
ARAMPAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,3,3
ARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,29,29
ARBIETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,542,542
ARQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,20,20
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,145,145
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,112,112
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,48,48
AYO AYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,47,47
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,87,87
AZURDUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,14,14
BATALLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,149,149
BAURES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,5,5
BELEN DE URMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,47,47
BELLA FLOR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,82,82
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,192,192
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,158,158
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,46,46
BOLPEBRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,9,9
BOYUIBE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,20,20
BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,138,138
CABEZAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,2,2
CAIROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,30,30
"CAIZA ""D""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,124,124
CAJUATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,15,15
CALACOTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,2,2
CALAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,131,131
CAMARGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,42,42
CAMIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,305,305
CAPINOTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,26,26
CAQUIAVIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,1,1
CARACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,20,20
CARANAVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,143,143
CARAPARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,14,14
CARIPUYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,7,7
CARMEN RIVERO TORREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,5,5
CHACARILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,78,78
CHALLAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,21,21
CHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,142,142
CHARAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,47,47
CHAYANTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,18,18
CHIMORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,129,129
CHULUMANI (V. DE LA LIBERTAD),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,16,16
CHUMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,12,12
CLIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,232,232
COBIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,477,477
COCHABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,6691,6691
COLCAPIRHUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,18,18
"COLCHA ""K""",otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,54,54
COLOMI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,81,81
COLPA BELGICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,28,28
COLQUECHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,21,21
COLQUIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,69,69
COMANCHE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,18,18
COMARAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,25,25
COMBAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,3,3
CONCEPCION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,21,21
COPACABANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,11,11
CORIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,4,4
CORO CORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,7,7
COROICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,58,58
CORQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,55,55
COTAGAITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,12,12
COTOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,75,75
CUATRO CAÑADAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,334,334
CUCHUMUELA (V. G. VILLARROEL),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,67,67
CUEVO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,5,5
CULPINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,77,77
CURAHUARA DE CARANGAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,5,5
CURVA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,4,4
DESAGUADERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,15,15
EL ALTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,1732,1732
EL CHORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,10,10
EL PUENTE(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,34,34
EL TORNO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,240,240
EL VILLAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,3,3
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,307,307
ENTRE RIOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,54,54
EXALTACION,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,6,6
FERNANDEZ ALONSO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,111,111
FILADELFIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,8,8
GENERAL SAAVEDRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,58,58
GRAL. J.J. PEREZ (CHARAZANI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,23,23
GUANAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,130,130
GUAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,114,114
GUAYARAMERIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,44,44
HUACARETA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,14,14
HUACAYA (VILLA DE HUACAYA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,21,21
HUACHACALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,8,8
HUANUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,17,17
HUARACAJE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,1,1
ICHOCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,94,94
ICLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,86,86
INCAHUASI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,696,696
INQUISIVI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,60,60
IRUPANA (VILLA DE LANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,60,60
IXIAMAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,1,1
JESUS DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,15,15
LA ASUNTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,138,138
LA GUARDIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,198,198
LA PAZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,4055,4055
LA RIVERA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,10,10
LAGUNILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,12,12
LAJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,44,44
LAS CARRERAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,29,29
LICOMA PAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,55,55
LLALLAGUA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,280,280
LLICA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,3,3
LORETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,7,7
LURIBAY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,84,84
MACHACAMARCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,33,33
MACHARETI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,4,4
MAGDALENA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,340,340
MAIRANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,37,37
MALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,98,98
MAPIRI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,5,5
MECAPACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,85,85
MINEROS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,218,218
MIZQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,81,81
MOCOMOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,29,29
MOJOCOYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,3,3
MONTEAGUDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,141,141
MONTERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,2571,2571
MOROCHATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,133,133
NUEVO MANOA (NUEVA ESPERANZA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,4,4
OCURI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,80,80
OKINAWA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,34,34
OMEREQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,4,4
ORURO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,2175,2175
PADCAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,57,57
PADILLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,196,196
PAILON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,201,201
PALCA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,242,242
PALOS BLANCOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,57,57
PAMPA GRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,23,23
PAPEL PAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,76,76
PASORAPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,6,6
PATACAMAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,20,20
PELECHUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,4,4
POCOATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,169,169
POCONA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,9,9
POJO (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,49,49
POOPO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,57,57
POROMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,30,30
PORONGO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,46,46
PORTACHUELO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,607,607
PORVENIR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,35,35
POTOSI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,161,161
PRESTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,12,12
PUCARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,1,1
PUCARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,48,48
PUERTO ACOSTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,91,91
PUERTO CARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,24,24
PUERTO PEREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,1,1
PUERTO QUIJARRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,47,47
PUERTO RICO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,24,24
PUERTO SILES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,17,17
PUERTO SUAREZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,139,139
PUERTO VILLARROEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,221,221
PUNA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,397,397
PUNATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,96,96
QUIABAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,80,80
QUILLACOLLO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,1057,1057
QUIME,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,160,160
QUIRUSILLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,5,5
REYES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,10,10
RIBERALTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,439,439
ROBORE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,67,67
RURRENABAQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,156,156
SACABA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,906,906
SACABAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,18,18
SACACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,24,24
SAMAIPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,223,223
SAN ANDRES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,27,27
SAN ANDRES DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,23,23
SAN ANTONIO DE LOMERIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,18,18
SAN BENITO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,39,39
SAN BORJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,128,128
SAN CARLOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,44,44
SAN IGNACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,64,64
SAN IGNACIO DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,136,136
SAN JAVIER(BNI),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,29,29
SAN JAVIER(STC),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,346,346
SAN JOAQUIN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,25,25
SAN JOSE DE CHIQUITOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,296,296
SAN JUAN DE YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,22,22
SAN JULIAN,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,342,342
SAN LORENZO(TJA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,84,84
SAN LUCAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,592,592
SAN MATIAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,94,94
SAN MIGUEL DE VELASCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,2,2
SAN PEDRO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,143,143
SAN PEDRO DE BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,136,136
SAN PEDRO DE CURAHUARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,27,27
SAN PEDRO DE TIQUINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,3,3
SAN RAFAEL,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,8,8
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,194,194
SAN RAMON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,30,30
SANTA ANA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,58,58
SANTA CRUZ DE LA SIERRA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,13730,13730
SANTA ROSA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,34,34
SANTA ROSA DEL SARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,254,254
SANTIAGO DE HUARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,2,2
SANTIAGO DE MACHACA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,9,9
SANTIVAÑES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,6,6
SANTUARIO DE QUILLACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,28,28
SAPAHAQUI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,10,10
SICA SICA (VILLA AROMA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,19,19
SIPE SIPE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,91,91
SOPACHUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,9,9
SORACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,32,32
SORATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,487,487
SUCRE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,1107,1107
TACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,25,25
TACACOMA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,186,186
TACOBAMBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,235,235
TACOPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,80,80
TAPACARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,92,92
TARABUCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,439,439
TARACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,6,6
TARIJA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,682,682
TARVITA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,19,19
TEOPONTE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,261,261
TIAWANACU,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,18,18
TINGUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,149,149
TIPUANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,225,225
TIQUIPAYA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,108,108
TIRAQUE (CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,523,523
TITO YUPANQUI (PARQUIPUJIO),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,26,26
TOCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,236,236
TOLATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,252,252
TOLEDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,66,66
TOMAVE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,18,18
TOMINA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,122,122
TORO TORO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,95,95
TOTORA(CBBA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,28,28
TRINIDAD,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,487,487
TUPIZA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,45,45
TURCO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,74,74
UMALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,21,21
UNCIA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,303,303
URIONDO (A. CONCEPCION),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,6,6
URUBICHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,9,9
UYUNI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,9,9
VACAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,356,356
VALLEGRANDE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,15,15
VIACHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,44,44
VILA VILA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,3,3
VILLA MONTES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,146,146
VILLA NUEVA (LOMA ALTA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,10,10
VILLA RIVERO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,78,78
VILLA TUNARI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,544,544
VILLA VACA GUZMAN (MUYUPAMPA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,27,27
VILLAZON,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,5,5
VINTO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,20,20
WARNES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,47,47
YACO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,2,2
YACUIBA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,199,199
YANACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,66,66
YAPACANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,301,301
YOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,5,5
YOTALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,1,1
YUNCHARA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,5,5
ZUDAÑEZ,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-11-01,10,10
ACACIO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,4,4
ACHACACHI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,136,136
ACHOCALLA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,5,5
AIQUILE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,185,185
ALCALA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,11,11
ANZALDO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,5,5
ARAMPAMPA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,13,13
ARANI,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,45,45
ARBIETO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,202,202
ARQUE,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,35,35
ASCENCION DE GUARAYOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,13,13
ATOCHA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,10,10
AUCAPATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,1,1
AYATA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,27,27
AYO AYO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,7,7
AYOPAYA (V. DE INDEPENDENCIA),otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,43,43
AZURDUY,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,76,76
BATALLAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,21,21
BAURES,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,46,46
BELLA FLOR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,19,19
BERMEJO,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,208,208
BETANZOS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,171,171
BOLIVAR,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,21,21
BUENA VISTA,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,14,14
CABEZAS,otras vacunaciones,vacunaciones antiamarilica en personas a part,2005-12-01,11,11
