,group,variable,month,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA DENTRO,SRP DOSIS ÚNICA FUERA,SRP DOSIS ÚNICA FUERA,TOTALES
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,61,43,22,19,145
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,1,3,4
SANTIAGO DE HUATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,0,1,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
SORATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,5,0,0,6
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,8,4,5,7,24
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,1,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,2,0,1,3
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,0,0,0,1
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
TOMAVE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,1,0,1
TOTORA(CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,1,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,4,8,2,2,16
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,2,2,0,1,5
URUBICHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,1,0,0,0,1
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,0,0,1
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,1,2,3
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,2,1,0,3
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,3,1,2,0,6
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,4,2,0,0,6
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,3,0,0,3
YANACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,0,0,1,1
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-07-01,0,1,3,1,5
ARQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,0,0,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,3,2,0,0,5
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,3,0,0,4
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,0,0,1
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,0,4,3,9
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,0,1
CAIROMA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,1,2
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,2,0,0,3
CARMEN RIVERO TORREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,0,0,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,2,0,1,3
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,0,2,3
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,0,0,1
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,3,2,0,7
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,19,22,2,3,46
COLCAPIRHUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,3,1,0,4
"COLCHA ""K""",vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,0,0,1
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,0,1
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,4,0,0,0,4
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,4,1,5
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,0,0,1
COROICO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,0,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,6,0,0,8
CUATRO CAÑADAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,1,3,3,9
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,39,29,28,34,130
EL TORNO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,4,2,3,2,11
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,0,0,1
GENERAL SAAVEDRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,2,0,0,3
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,0,0,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,0,0,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,3,6,2,11
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,1,1,3
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,1,0,0,3
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,3,5,1,0,9
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,18,14,5,4,41
LLALLAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,3,2,6
LORETO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,0,0,1
MACHARETI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,0,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,0,0,1
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,0,1,1
MECAPACA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,0,1
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,0,1,0,3
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,4,0,2,8
MOROCHATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,0,1,1
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,10,14,2,4,30
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,2,9,1,13
PALCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,1,2
PALOS BLANCOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,0,0,0,2
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,3,0,0,4
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,0,1
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,3,4,5,14
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,0,1,1
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,2,4,6
PUERTO RICO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,0,1
PUERTO SILES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,4,0,1,7
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,1,1,3
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,1,5,5,12
RAVELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,2,3
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,3,2,0,0,5
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,0,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,2,1,0,3
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,3,3,6,4,16
SAIPINA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,0,1,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,0,0,1
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,2,2,4
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,0,1
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,4,3,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,3,1,0,0,4
SAN JAVIER(BNI),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,0,0,1
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,2,2,5
SAN JUAN DE YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,6,7,0,0,13
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,11,15,8,6,40
SAN LUCAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,0,1
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,0,0,0,2
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,0,0,1
SAN PEDRO DE QUEMES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,0,0,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,6,0,0,8
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,72,79,10,9,170
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,1,0,2
SENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,1,0,2,5
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,0,0,1
SICA SICA (VILLA AROMA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,0,0,1
SORACACHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,1,0,1
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,5,6,0,0,11
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,1,6,2,11
TEOPONTE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,2,0,0,2
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,2,4,7
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,3,1,0,6
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,0,2,0,2
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,11,6,11,9,37
TUPIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,0,0,0,2
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,1,0,0,2
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,4,1,2,2,9
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,3,1,0,1,5
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,1,1,0,4
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,1,0,0,0,1
VILLAZON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,0,1,2
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,2,1,2,3,8
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,6,11,2,2,21
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,3,2,0,0,5
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,2,1,1,4
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-08-01,0,1,1,0,2
ACHOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,1,0,2
ANCORAIMES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,0,1
ANDAMARCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,0,1,1
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,10,7,0,0,17
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,3,0,0,4
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,2,0,0,3
CABEZAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,2,0,2
CAMARGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,1,0,0,2
CAMIRI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,2,1,0,0,3
CAPINOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,2,0,0,0,2
CARACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,0,1,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,2,0,1,0,3
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,5,2,8
CHARAGUA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,0,1,1
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,0,0,0,1
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,1,0,1
CKOCHAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,1,1,2
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,4,3,1,9
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,19,16,2,1,38
COLOMI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,2,2,1,0,5
COLPA BELGICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,2,0,0,2
COLQUENCHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,5,2,0,0,7
CONCEPCION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,0,0,0,1
CORIPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,0,1
COTAGAITA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,0,1,1
COTOCA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,3,0,0,3
EL ALTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,35,27,18,25,105
EL PUENTE(STC),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,0,1
ENTRE RIOS CBBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,1,2
EXALTACION,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,0,1,1
GUANAY,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,0,1,1
GUAYARAMERIN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,1,0,1,3
HUANUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,5,8,13
HUARINA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,0,1
HUATAJATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,1,0,0,2
INCAHUASI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,0,1
IRUPANA (VILLA DE LANZA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,0,1
LA ASUNTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,1,0,0,2
LA GUARDIA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,2,9,0,0,11
LA PAZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,32,15,2,0,49
LLICA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,0,1,1
MAGDALENA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,2,0,1,3
MAIRANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,1,1,2
MINEROS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,2,0,0,2
MONTERO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,8,1,8,3,20
ORURO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,6,14,0,2,22
PAILON,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,2,1,3
PAMPA GRANDE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,1,0,1
PATACAMAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,1,0,0,2
POOPO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,1,0,1
PORCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,2,8,0,0,10
PORONGO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,1,0,1
PORTACHUELO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,1,1,2
PORVENIR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,2,1,3
POTOSI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,3,0,4,10,17
PUCARANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,2,0,0,0,2
PUERTO QUIJARRO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,15,6,3,4,28
PUERTO SUAREZ,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,0,0,0,1
PUERTO VILLARROEL,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,3,2,0,1,6
PUNATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,0,1,1
QUILLACOLLO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,2,2,2,1,7
RIBERALTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,5,7,2,4,18
ROBORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,1,0,1
RURRENABAQUE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,2,0,0,2
SACABA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,8,6,0,2,16
SAIPINA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,0,1,1
SALINAS DE GARCI MENDOZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,1,0,1
SAMAIPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,0,0,0,1
SAN ANDRES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,0,1
SAN ANTONIO DE LOMERIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,0,1
SAN BENITO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,0,2,2
SAN BORJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,2,2,1,6
SAN CARLOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,2,0,0,0,2
SAN IGNACIO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,5,2,1,0,8
SAN IGNACIO DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,1,1,3
SAN JOSE DE CHIQUITOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,3,0,1,1,5
SAN JULIAN,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,19,11,3,2,35
SAN MATIAS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,3,0,0,4
SAN MIGUEL DE VELASCO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,0,1
SAN PEDRO DE BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,0,1,1
SANTA ANA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,1,2
SANTA CRUZ DE LA SIERRA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,103,86,23,16,228
SANTA ROSA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,1,2
SANTA ROSA DEL SARA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,0,1
SHINAOTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,0,1
SIPE SIPE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,2,0,1,0,3
SORATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,1,0,0,2
SUCRE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,0,3,1,5
TAPACARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,0,0,0,1
TARIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,4,4,5,9,22
TINGUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,1,2,5,9
TIQUIPAYA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,1,0,0,2
TIRAQUE (CBBA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,1,1,2
TOTORA(ORR),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,1,0,0,1
TRINIDAD,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,7,3,3,7,20
URIONDO (A. CONCEPCION),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,1,0,1
UYUNI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,2,1,1,4
VIACHA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,3,3,1,1,8
VILLA MONTES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,0,3,2,6
VILLA TUNARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,2,0,1,0,3
VINTO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,0,2,2
VITICHI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,0,0,0,1,1
WARNES,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,1,3,2,0,6
YACUIBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,4,1,3,5,13
YAPACANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,2,2,1,0,5
YOCALLA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-09-01,3,0,0,0,3
ASCENCION DE GUARAYOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,3,0,1,5
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,1,0,0,1
BELLA FLOR,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,0,1
BERMEJO,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,1,0,0,1
BETANZOS,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,4,4,0,0,8
BUENA VISTA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,0,1,1
CARANAVI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,1,0,1
CARAPARI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,0,1,1
CHALLAPATA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,2,1,1,5
CHIMORE,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,0,2,0,2
CHUA COCANI,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,2,0,0,0,2
CLIZA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,1,0,0,0,1
COBIJA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,0,2,4,1,7
COCHABAMBA,vacunaciones en ninos de 2 a 3 anos,srp dosis unica,2017-10-01,27,24,2,2,55
