,group,variable,month,13. 1 INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,13. 1 INGRESOS REFERIDOS DE OTROS ESTABLECIMIENTOS DE SALUD CANTIDAD,TOTALES,TOTALES,TOTALES
ALCALA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,2,0,2,2
ARANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,4,21,4,21,25
AUCAPATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,2,0,2,2
AYOPAYA (V. DE INDEPENDENCIA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,2,0,2,2
BELLA FLOR,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
BERMEJO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,2,57,2,57,59
BETANZOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,2,0,2,2
BOYUIBE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
CALAMARCA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,3,0,3,3
CAMARGO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
CAMIRI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,3,20,3,20,23
CARANAVI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,9,28,9,28,37
CHALLAPATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,3,0,3,3
CHARAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,8,28,8,28,36
CHULUMANI (V. DE LA LIBERTAD),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,4,6,4,6,10
CKOCHAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,3,2,3,2,5
CLIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,1,28,1,28,29
COBIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,32,221,32,221,253
COCHABAMBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,32,254,32,254,286
COMARAPA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,5,0,5,5
CONCEPCION,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
CORIPATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
COROICO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,9,27,9,27,36
CORQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
COTAGAITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,1,2,1,2,3
CUATRO CAÑADAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
EL ALTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,68,446,68,446,514
EL TORNO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,5,12,5,12,17
ESCOMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,1,11,1,11,12
GUAYARAMERIN,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,11,34,11,34,45
HUACAYA (VILLA DE HUACAYA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
ICLA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,1,0,1,0,1
INQUISIVI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
LA GUARDIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,2,2,2,2,4
LA PAZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,323,724,323,724,1047
LLALLAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,80,198,80,198,278
LURIBAY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,1,0,1,0,1
MACHARETI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,2,0,2,2
MAGDALENA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,3,2,3,2,5
MAIRANA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,7,0,7,7
MONTEAGUDO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,18,28,18,28,46
MONTERO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,55,204,55,204,259
ORURO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,42,250,42,250,292
PADILLA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,14,25,14,25,39
PAILON,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,1,0,1,0,1
PALCA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,3,3,3,3,6
PALOS BLANCOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,2,1,2,1,3
POJO (CBBA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
POROMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,1,0,1,0,1
PORTACHUELO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,6,14,6,14,20
POSTRER VALLE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,2,1,2,1,3
POTOSI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,4,6,4,6,10
PRESTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,1,1,1,1,2
PUERTO RICO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,2,0,2,0,2
PUERTO SUAREZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,6,22,6,22,28
PUERTO VILLARROEL,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,5,16,5,16,21
PUNATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,23,91,23,91,114
QUILLACOLLO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,7,56,7,56,63
QUIME,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
REYES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
RIBERALTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,10,98,10,98,108
ROBORE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,1,0,1,0,1
RURRENABAQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,15,25,15,25,40
SABAYA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,1,1,1,1,2
SACABA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,3,44,3,44,47
SACABAMBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,2,0,2,0,2
SAMAIPATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
SAN BORJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,3,2,3,2,5
SAN BUENA VENTURA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,2,2,2,2,4
SAN CARLOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,9,15,9,15,24
SAN IGNACIO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
SAN IGNACIO DE VELASCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,10,25,10,25,35
SAN JOSE DE CHIQUITOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,2,1,2,1,3
SAN LUCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,3,8,3,8,11
SAN MATIAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,3,0,3,3
SAN RAMON SCZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,1,0,1,0,1
SANTA CRUZ DE LA SIERRA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,244,769,244,769,1013
SANTA ROSA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,3,1,3,1,4
SANTA ROSA DEL SARA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
SOPACHUY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,2,0,2,0,2
SORATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
SUCRE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,92,110,92,110,202
TACACOMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
TACOPAYA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
TAPACARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
TARABUCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,2,11,2,11,13
TARIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,62,94,62,94,156
TARVITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,1,6,1,6,7
TOTORA(CBBA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,2,0,2,2
TRINIDAD,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,2,0,2,2
TUPIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,22,72,22,72,94
UNCIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,28,39,28,39,67
UYUNI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,12,0,12,12
VALLEGRANDE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,3,14,3,14,17
VIACHA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,2,1,2,1,3
VILLA CHARCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,2,0,2,2
VILLA MONTES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,10,16,10,16,26
VILLA TUNARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,8,28,8,28,36
VILLAZON,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,6,0,6,0,6
VINTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,1,0,1,0,1
WARNES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,30,0,30,30
YACUIBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,40,88,40,88,128
YAMPARAEZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,2,0,2,2
YANACACHI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,0,1,0,1,1
YAPACANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-09-01,83,170,83,170,253
ACHACACHI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,3,8,3,8,11
ANDAMARCA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,0,1,0,1
ASCENCION DE GUARAYOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,11,25,11,25,36
AYOPAYA (V. DE INDEPENDENCIA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,2,0,2,2
AZURDUY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,0,1,0,1
BERMEJO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,8,8,8,8,16
BETANZOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,4,0,4,4
BOLIVAR,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,1,0,1,1
CAMIRI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,7,4,7,4,11
CARANAVI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,7,36,7,36,43
CHALLAPATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,11,1,11,12
CHARAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,2,0,2,2
CHULUMANI (V. DE LA LIBERTAD),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,9,1,9,10
CLIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,27,1,27,28
COBIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,46,251,46,251,297
COCHABAMBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,49,322,49,322,371
COLCAPIRHUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,2,0,2,0,2
"COLCHA ""K""",internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,2,0,2,2
COMARAPA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,9,0,9,9
CONCEPCION,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,1,0,1,1
COPACABANA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,7,0,7,7
COROICO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,6,26,6,26,32
CUATRO CAÑADAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,2,3,2,3,5
EL ALTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,262,533,262,533,795
EL CHORO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,0,1,0,1
EL TORNO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,5,16,5,16,21
ESCOMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,3,7,3,7,10
FILADELFIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,0,1,0,1
GUAYARAMERIN,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,10,35,10,35,45
HUACARETA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,3,4,3,4,7
HUANUNI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,1,0,1,1
INCAHUASI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,1,1,1,2
JESUS DE MACHACA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,0,1,0,1
LA GUARDIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,5,0,5,5
LA PAZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,167,322,167,322,489
LAGUNILLAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,8,0,8,8
LAS CARRERAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,1,0,1,1
LLALLAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,3,1,3,4
MACHARETI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,1,0,1,1
MAGDALENA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,2,2,2,2,4
MAIRANA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,4,0,4,4
MINEROS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,1,1,1,2
MONTEAGUDO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,12,30,12,30,42
MONTERO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,20,294,20,294,314
OMEREQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,2,0,2,2
ORURO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,41,114,41,114,155
PADILLA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,11,26,11,26,37
PALOS BLANCOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,1,1,1,2
POCONA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,0,1,0,1
PORTACHUELO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,5,10,5,10,15
PORVENIR,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,0,1,0,1
POTOSI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,66,104,66,104,170
PRESTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,0,1,0,1
PUERTO GONZALO MORENO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,4,1,4,5
PUERTO VILLARROEL,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,5,24,5,24,29
PUNATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,33,81,33,81,114
QUILLACOLLO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,5,30,5,30,35
RIBERALTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,9,146,9,146,155
ROBORE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,2,1,2,3
RURRENABAQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,13,20,13,20,33
SACABA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,19,43,19,43,62
SAN ANTONIO DE LOMERIO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,1,0,1,1
SAN BORJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,5,1,5,6
SAN BUENA VENTURA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,4,9,4,9,13
SAN IGNACIO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,3,2,3,2,5
SAN IGNACIO DE VELASCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,5,21,5,21,26
SAN JOSE DE CHIQUITOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,3,2,3,2,5
SAN JULIAN,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,0,1,0,1
SAN LORENZO(PND),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,4,0,4,4
SAN LUCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,3,15,3,15,18
SAN MATIAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,2,1,2,3
SAN MIGUEL DE VELASCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,1,0,1,1
SANTA CRUZ DE LA SIERRA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,198,306,198,306,504
SANTA ROSA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,3,1,3,4
SANTIVAÑES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,1,0,1,1
SOPACHUY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,3,0,3,3
SUCRE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,109,137,109,137,246
TAPACARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,1,1,1,2
TARABUCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,6,8,6,8,14
TARIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,181,294,181,294,475
TARVITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,4,0,4,4
TOTORA(CBBA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,2,0,2,2
TRINIDAD,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,126,537,126,537,663
TUPIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,13,46,13,46,59
UNCIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,25,39,25,39,64
UYUNI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,19,1,19,20
VALLEGRANDE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,3,8,3,8,11
VILLA CHARCAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,6,0,6,6
VILLA MONTES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,10,24,10,24,34
VILLA SERRANO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,1,0,1,1
VILLA TUNARI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,11,25,11,25,36
VILLAZON,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,1,3,1,3,4
VINTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,2,1,2,1,3
WARNES,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,24,0,24,24
YACUIBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,35,89,35,89,124
YAMPARAEZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,3,13,3,13,16
ZUDAÑEZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-10-01,0,1,0,1,1
ACHACACHI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,12,1,12,13
AIQUILE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,3,0,3,3
ARAMPAMPA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,0,1,0,1
ARANI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
ASCENCION DE GUARAYOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,9,21,9,21,30
ATOCHA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,4,2,4,2,6
AYOPAYA (V. DE INDEPENDENCIA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,1,1,1,2
AZURDUY,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,4,0,4,4
BERMEJO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,2,6,2,6,8
CAJUATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
CAMARGO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,19,13,19,13,32
CAMIRI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,6,28,6,28,34
CAPINOTA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
CARANAVI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,11,25,11,25,36
CHALLAPATA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,3,15,3,15,18
CHULUMANI (V. DE LA LIBERTAD),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,2,4,2,4,6
CLIZA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,4,24,4,24,28
COBIJA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,15,181,15,181,196
COCHABAMBA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,40,285,40,285,325
COMARAPA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,9,0,9,9
COROICO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,9,20,9,20,29
COTAGAITA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
CUATRO CAÑADAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,3,3,3,3,6
CUEVO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,6,0,6,6
CULPINA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,2,2,2,2,4
EL ALTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,69,448,69,448,517
EL TORNO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,19,1,19,20
EL VILLAR,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
ESCOMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,13,1,13,14
FERNANDEZ ALONSO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,3,5,3,5,8
FILADELFIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
GUAQUI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,2,0,2,2
GUAYARAMERIN,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,8,16,8,16,24
HUACARETA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,2,4,2,4,6
HUANUNI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
INGAVI (HUMAITA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,1,1,1,2
LA GUARDIA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
LA PAZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,267,525,267,525,792
LAGUNILLAS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,12,1,12,13
LLALLAGUA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,5,0,5,5
MACHARETI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,5,1,5,6
MAGDALENA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,2,5,2,5,7
MAIRANA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,5,0,5,5
MINEROS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,2,1,2,1,3
MIZQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,0,1,0,1
MONTEAGUDO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,23,20,23,20,43
MONTERO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,10,179,10,179,189
OMEREQUE,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,2,0,2,2
ORURO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,42,112,42,112,154
PADILLA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,11,21,11,21,32
PALOS BLANCOS,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
POCONA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
POJO (CBBA),internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
POROMA,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,4,0,4,4
PORONGO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
PORTACHUELO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,4,1,4,5
PORVENIR,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,3,0,3,3
POTOSI,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,4,28,4,28,32
PRESTO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,1,0,1,0,1
PUERTO CARABUCO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,1,0,1,1
PUERTO GONZALO MORENO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,3,1,3,1,4
PUERTO QUIJARRO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,2,0,2,2
PUERTO RICO,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,0,4,0,4,4
PUERTO SUAREZ,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,8,8,8,8,16
PUERTO VILLARROEL,internaciones,1      ingresos referidos de otros establecimientos de salud,2014-11-01,9,12,9,12,21
