municipality,group,variable,month,Condón Masculino: Usuarias (os) Continuas (os),Condón Masculino: Usuarias (os) Continuas (os)1,Condón Masculino: Usuarias (os) Continuas (os)2,Condón Masculino: Usuarias (os) Continuas (os)3,Condón Masculino: Usuarias (os) Continuas (os)4,TOTAL
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,10,13,6,1,30
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,0,0,1,0,1
UMALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,0,1,0,0,1
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,0,3,0,0,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,3,9,7,1,20
URUBICHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,1,2,1,0,4
UYUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,0,6,0,0,6
VACAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,0,0,2,0,2
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,1,8,2,0,11
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,1,10,4,0,15
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,0,1,1,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,0,2,1,0,3
VILLA NUEVA (LOMA ALTA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,1,2,0,0,3
VILLA RIVERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,1,5,0,0,6
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,0,5,0,0,5
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,6,41,7,0,54
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,2,6,2,0,10
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,0,19,8,0,27
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,2,12,2,0,16
VITICHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,2,1,3,0,6
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,2,7,2,0,11
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,6,40,11,0,57
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,0,1,0,0,1
YANACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,0,1,0,0,1
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,2,9,4,0,15
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,0,0,3,0,3
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,0,1,1,0,2
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,2,9,3,0,14
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-09-01,0,1,3,2,0,6
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,2,0,0,2
ACHACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,1,0,4
ACHOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,7,1,0,8
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,1,0,1,3
ALCALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,5,1,0,6
ALTO BENI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,7,2,0,10
ANCORAIMES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,5,1,0,6
ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,3,0,0,4
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,7,0,0,7
ANZALDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,0,0,3
APOLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,0,0,3
ARBIETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,3,1,0,5
ARQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,2,2,0,5
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,3,2,0,6
ATOCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,5,2,0,8
AUCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,2,0,0,2
AYATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,1,0,2
AYO AYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,0,1,4
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,10,1,1,12
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,0,1,0,2
BATALLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,2,0,5
BAURES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
BELEN DE ANDAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,0,1,0,1
BELEN DE URMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,0,1,0,1
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,3,0,0,4
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,36,23,5,64
BETANZOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,1,3,1,6
BOLIVAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,2,0,3
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,10,1,0,12
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,7,12,12,0,31
CAIROMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
"CAIZA ""D""","anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,0,0,0,1
CAJUATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,2,7,3,0,12
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,1,0,4
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,5,0,0,5
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,5,4,0,9
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,0,0,3
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,1,1,5,0,0,7
CAQUIAVIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,2,3,1,0,6
CARACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,7,0,0,8
CARANAVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,18,4,0,23
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,2,5,2,2,11
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,1,0,0,2
CHALLAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,2,13,2,1,18
CHAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,1,0,4
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,2,2,0,5
CHIMORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,8,44,19,0,71
CHOQUE COTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,0,1,0,1
CHULUMANI (V. DE LA LIBERTAD),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,1,0,2
CHUMA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,2,0,0,3
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,3,2,0,6
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,1,0,4
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,3,12,6,2,23
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,3,2,0,6
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,41,662,22,0,725
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,9,0,0,9
"COLCHA ""K""","anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,8,7,0,15
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,1,0,4
COLPA BELGICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,2,0,3
COLQUECHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,9,2,0,12
COLQUENCHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,2,0,0,2
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,6,2,0,8
CORIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,12,0,0,12
CORO CORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,0,1,0,1
COROICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
COTAGAITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,4,20,11,0,35
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,4,13,4,0,21
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,17,2,0,20
CUCHUMUELA (V. G. VILLARROEL),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,5,1,9
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
CURVA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,2,1,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,32,546,263,35,876
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,3,0,4
EL PUENTE(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,2,6,0,0,8
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,3,9,13,1,26
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,2,12,26,7,0,47
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,5,0,0,6
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,2,11,1,1,15
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,2,16,5,0,23
EUREKA (SANTOS MERCADO),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
EXALTACION,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,2,0,0,3
GENERAL SAAVEDRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,2,0,0,2
GRAL. J.J. PEREZ (CHARAZANI),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,1,0,4
GUAQUI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,1,0,2
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,17,4,0,21
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,2,3,0,0,5
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,4,0,0,4
HUARACAJE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,24,0,2,0,0,26
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,0,0,3
ICHOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,0,0,3
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,1,0,4
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,2,1,0,3
INQUISIVI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,1,1,0,3
IRUPANA (VILLA DE LANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,2,3,0,5
IXIAMAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,0,0,3
JESUS DE MACHACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,2,17,3,0,22
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,6,1,0,7
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,1,26,258,212,8,505
LAGUNILLAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,2,0,0,2
LAJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,3,6,1,0,10
LAS CARRERAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,1,0,4
LICOMA PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,1,1,0,3
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,7,3,0,11
LORETO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,3,3,5,0,11
LURIBAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,3,0,4
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,2,7,2,1,12
MAGDALENA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,8,4,0,12
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,2,1,0,4
MALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
MECAPACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,2,0,0,2
MINEROS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,4,2,0,7
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,7,3,0,11
MOCOMOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,5,2,0,7
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,2,3,0,5
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,10,6,3,20
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,5,30,6,0,41
MOROCHATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,2,0,3
NACEBE (SANTA ROSA DEL ABUNA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,2,0,0,3
NUEVO MANOA (NUEVA ESPERANZA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,0,0,3
OCURI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,2,1,0,3
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,9,1,0,11
OMEREQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,0,0,3
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,10,5580,2317,4,7911
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,17,7,0,25
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,2,1,0,4
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,3,12,6,0,21
PALCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
PALOS BLANCOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,7,4,0,12
PAMPA AULLAGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,0,1,0,1
PAMPA GRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,1,1,0,3
PAPEL PAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,5,3,0,9
PASORAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,1,0,0,2
PAZÑA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,5,1,0,6
PELECHUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,11,3,0,15
POCOATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,10,2,0,13
POCONA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,8,4,0,12
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,6,3,0,10
POOPO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,2,0,5
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,3,0,0,3
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,2,0,0,2
PORTACHUELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,2,6,1,0,9
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,0,1,0,2
POSTRER VALLE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,1,2,0,0,3
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,2,46,6,0,54
PRESTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,4,1,0,5
PUCARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
PUCARANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,4,1,0,5
PUERTO ACOSTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
PUERTO CARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",condon masculino: usuarias (os) continuas (os),2015-10-01,0,0,1,0,0,1
