municipality,group,variable,month,Número de mujeres con IVAA,Número de mujeres con IVAA1,Número de mujeres con IVAA2,Número de mujeres con IVAA3,Número de mujeres con IVAA4,TOTAL
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-09-01,0,0,1,2,0,3
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-09-01,1,14,37,35,8,95
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-09-01,0,1,40,17,0,58
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-09-01,0,0,9,3,0,12
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-09-01,0,11,83,43,25,162
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-09-01,0,0,2,3,1,6
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-09-01,0,2,12,2,1,17
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-09-01,0,0,3,9,3,15
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-09-01,0,1,4,5,2,12
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-09-01,2,42,138,45,12,239
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-09-01,0,0,1,1,0,2
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,1,2,0,4
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,24,18,2,45
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,0,1,1,2
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,2,0,0,3
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,2,4,2,1,9
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,10,47,47,6,110
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,1,0,3,11,3,18
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,6,4,1,11
BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,2,1,0,3
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,2,12,18,1,33
CAMATAQUI (C. VILLA ABECIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,4,4,5,13
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,7,3,1,11
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,10,35,9,2,56
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,4,16,7,0,27
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,19,9,0,28
CLIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,16,0,0,16
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,1,38,161,97,23,320
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,6,3,0,9
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,3,269,709,44,1025
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,8,5,2,16
CULPINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,14,12,2,29
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,3,0,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,25,366,281,103,775
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,4,32,6,0,42
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,2,8,7,3,20
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,5,4,1,11
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,1,1,1,3
HUACARETA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,2,6,4,1,13
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,2,1,1,0,4
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,17,6,7,31
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,1,4,0,5
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,2,16,15,5,38
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,6,66,55,18,145
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,53,86,47,187
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,5,0,0,5
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,3,4,3,10
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,5,6,0,12
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,5,18,7,1,31
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,2,20,6,5,33
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,23,10,3,37
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,1,11,145,78,11,246
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,1,0,2,3
PAILON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,3,0,0,3
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,4,4,2,10
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,2,2,0,5
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,45,48,18,112
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,2,6,2,1,11
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,9,1,0,11
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,2,14,3,2,21
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,6,4,0,10
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,5,29,140,103,7,284
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,3,19,17,2,41
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,3,14,2,3,22
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,3,3,3,1,10
SAN IGNACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,1,0,0,1
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,1,14,43,22,5,85
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,9,53,37,3,102
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,6,19,7,1,33
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,213,82,8,303
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,2,30,17,14,63
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,1,8,88,58,16,171
TARABUCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,0,1,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,17,17,18,2,1,55
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,5,12,22,4,43
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,2,1,0,3
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,5,2,0,8
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,2,14,34,25,10,85
TOTORA(ORR),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,1,1,0,3
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,3,43,31,4,81
TURCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,2,2,2,6
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,3,10,14,4,31
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,1,0,0,1
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,1,7,49,30,13,100
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,1,0,0,1
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,1,3,6,1,11
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,5,4,3,12
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,0,3,0,0,3
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,3,38,123,27,10,201
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-10-01,0,3,27,16,6,52
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,1,1,0,2
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,5,13,7,5,30
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,2,0,0,2
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,2,5,5,0,12
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,1,10,4,2,17
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,1,2,11,17,3,34
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,2,4,12,2,0,20
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,2,18,17,3,40
BOLPEBRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,1,19,3,0,23
CAMARGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,7,21,36,11,75
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,4,8,7,7,26
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,2,5,26,10,0,43
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,1,10,38,54,4,107
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,18,80,41,12,151
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,1,9,2,0,12
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,50,99,482,34,665
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,0,1,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,8,1,1,10
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,18,229,255,56,558
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,8,30,18,2,58
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,1,12,5,1,19
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,1,8,3,0,12
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,1,3,1,1,6
HUACHACALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,1,0,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,3,19,7,3,32
HUAYLLAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,1,0,2,1,4
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,1,2,2,5
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,1,2,0,3
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,1,32,78,34,23,168
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,1,2,0,3
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,1,0,0,1
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,3,11,3,0,17
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,21,15,5,41
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,12,45,33,16,106
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,25,228,115,11,379
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,2,2,0,4
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,1,13,6,1,21
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,1,17,10,7,35
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,1,28,32,9,70
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,8,2,1,11
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,2,16,8,3,29
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,2,3,1,0,6
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,4,4,2,10
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,5,2,0,7
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,13,49,19,34,115
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,3,29,20,6,58
SACACA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,2,6,5,1,14
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,7,0,0,7
SAN LUCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,1,22,52,45,12,132
SAN PEDRO DE BUENA VISTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,1,8,35,25,3,72
SAN RAMON SCZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,10,10,3,23
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,21,21,17,7,66
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,3,11,1,0,15
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,1,7,3,0,11
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,2,1,0,3
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,2,1,1,4
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,1,5,99,34,7,146
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,6,47,16,4,73
TARVITA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,21,40,51,2,114
TEOPONTE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,1,0,0,1
TIRAQUE (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,2,6,1,0,9
TORO TORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,15,47,31,14,107
TOTORA(CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,12,28,8,0,48
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,2,26,20,2,50
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,1,22,13,4,40
VILLA CHARCAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,2,13,4,1,20
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,11,73,42,17,143
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,8,10,0,18
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,2,30,7,0,39
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,151,227,65,443
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,0,2,2,2,6
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,2,27,89,41,4,163
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-11-01,0,2,4,5,3,14
ACACIO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,5,0,0,5
AIQUILE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,11,6,3,20
ANTEQUERA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,2,0,0,2
ARAMPAMPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,1,2,1,0,4
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,4,9,6,1,20
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,0,0,1,1
BELLA FLOR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,4,2,1,7
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,1,15,11,2,29
CALACOTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,1,0,1,2
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,7,31,10,1,49
CARIPUYO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,12,3,0,15
CKOCHAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,1,3,2,3,9
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,25,111,47,14,197
COCAPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,3,0,0,3
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,50,103,630,37,820
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,1,4,10,5,20
CURAHUARA DE CARANGAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,1,1,2,2,6
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,1,15,236,174,51,477
EL PUENTE(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,2,13,10,3,28
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,2,1,3,2,8
ENTRE RIOS CBBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,2,4,0,0,6
EUCALIPTUS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,0,1,0,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,2,5,4,0,11
ICLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,1,1,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,3,33,36,10,82
LLICA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,1,0,0,1
MACHACAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,1,1,0,2
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,2,2,0,4
MIZQUE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,14,82,85,26,207
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,1,3,15,11,3,33
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,6,31,14,7,58
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,16,145,66,10,237
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,1,1,0,2
PORVENIR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,0,1,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,1,33,109,12,155
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,1,3,0,0,4
PUERTO RICO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de mujeres con ivaa,2015-12-01,0,1,7,1,2,11
