,group,variable,month,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS DENTRO,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTAL PENTAVALENTE 1RA DOSIS FUERA,TOTALES
PORCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,11,12,1,1,25
POROMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,6,10,6,5,27
PORONGO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,6,5,4,7,22
PORTACHUELO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,23,26,0,2,51
PORVENIR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,8,3,1,0,12
POSTRER VALLE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1
POTOSI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,242,251,21,14,528
PRESTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,2,1,0,4
PUCARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,2,0,0,3
PUCARANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,16,17,8,4,45
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,3,4,5,5,17
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,3,1,2,3,9
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,2,5,4,8,19
PUERTO PEREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,3,3,5,2,13
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,13,16,2,1,32
PUERTO RICO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,6,7,2,1,16
PUERTO SILES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,1,1,1,4
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,15,20,3,10,48
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,56,52,2,5,115
PUNA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,10,13,6,7,36
PUNATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,24,24,0,0,48
QUIABAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,6,5,1,2,14
QUILLACOLLO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,104,110,46,45,305
QUIME,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,2,3,0,1,6
RAVELO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,2,5,9,6,22
REYES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,8,11,5,9,33
RIBERALTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,122,114,13,7,256
ROBORE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,13,17,0,0,30
RURRENABAQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,13,15,0,1,29
SABAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,0,0,0,1
SACABA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,149,133,5,2,289
SACABAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,3,2,0,0,5
SACACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,8,12,9,8,37
SAIPINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,2,0,2,5
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,5,5,8,3,21
SAMAIPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,5,10,0,0,15
SAN AGUSTIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,5,0,0,1,6
SAN ANDRES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,11,17,1,5,34
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,3,0,1,5
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,2,1,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,2,4,5,0,11
SAN BENITO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,5,5,1,2,13
SAN BORJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,49,37,12,14,112
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,6,4,1,1,12
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,26,20,1,1,48
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,15,22,17,10,64
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,57,49,8,15,129
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,2,1,3,1,7
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,11,9,2,0,22
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,5,5,0,0,10
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,15,15,7,7,44
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,8,5,1,1,15
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,36,40,8,6,90
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,3,3,4,1,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,18,6,1,1,26
SAN LUCAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,20,22,14,6,62
SAN MATIAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,12,16,4,2,34
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,14,14,1,0,29
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,3,3,1,0,7
SAN PEDRO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,12,10,0,0,22
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,23,19,13,8,63
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,4,3,0,0,7
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,0,2,0,0,2
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,4,2,3,2,11
SAN PEDRO(PND),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,2,0,0,0,2
SAN RAFAEL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,3,3,3,1,10
SAN RAMON BENI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,0,2,2,4,8
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,8,9,2,0,19
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,34,16,9,3,62
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1675,1481,22,35,3213
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,13,6,0,0,19
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,11,18,0,1,30
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,2,0,1,4
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,0,0,3,3,6
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,3,1,1,3,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,3,1,0,5
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,4,3,2,10
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,2,4,1,2,9
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,6,3,1,3,13
SENA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,10,9,4,8,31
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,22,24,0,1,47
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,17,16,6,2,41
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,1,0,1,3
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,50,49,3,3,105
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,6,3,0,10
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,6,4,3,6,19
SORATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,16,6,7,7,36
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,304,309,5,8,626
TACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,0,0,0,1,1
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,4,6,2,0,12
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,5,1,6,5,17
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,5,4,4,4,17
TAHUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,1,0,0,2
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,15,10,10,7,42
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,3,12,4,5,24
TARACO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,3,4,0,1,8
TARATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,10,4,0,1,15
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,187,197,5,8,397
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,6,8,11,6,31
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,7,9,1,0,17
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,11,9,1,3,24
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,11,11,15,9,46
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,6,9,2,0,17
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,48,49,11,22,130
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,14,10,3,7,34
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,0,2,0,0,2
TOCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,2,3,1,2,8
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,7,6,0,0,13
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,3,0,1,5
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,5,10,8,5,28
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,10,5,4,3,22
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,5,6,7,6,24
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,12,8,5,2,27
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,0,3,1,2,6
TRIGAL,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,0,2,0,1,3
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,141,123,0,5,269
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,29,32,3,2,66
TURCO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,0,3,0,0,3
UMALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,5,7,4,0,16
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,23,20,2,3,48
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,13,8,2,0,23
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,1,2,3,3,9
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,26,30,2,2,60
VACAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,2,1,2,3,8
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,12,9,0,2,23
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,54,50,0,3,107
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,5,1,3,6,15
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,13,8,7,2,30
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,42,28,3,3,76
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,2,0,1,0,3
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,5,7,0,1,13
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,5,4,0,2,11
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,72,81,10,10,173
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,5,6,1,2,14
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,38,38,3,4,83
VINTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,50,45,10,16,121
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,3,9,1,1,14
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,2,0,0,0,2
WARNES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,126,108,4,3,241
YACO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,3,1,1,1,6
YACUIBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,57,47,10,8,122
YAMPARAEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,2,2,0,0,4
YANACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,6,4,0,0,10
YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,39,51,14,14,118
YOCALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,10,6,1,1,18
YOTALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,3,4,4,2,13
YUNCHARA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,2,1,3,4,10
ZUDAÑEZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-10-01,7,2,0,2,11
ACACIO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,0,0,2,3
ACHACACHI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,15,18,9,16,58
ACHOCALLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,16,4,13,9,42
AIQUILE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,10,13,6,12,41
ALALAY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,0,3,0,3
ALCALA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,1,0,0,6
ALTO BENI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,7,9,0,0,16
ANCORAIMES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,4,5,4,2,15
ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,0,0,0,3
ANTEQUERA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,3,0,1,10
ANZALDO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,1,2,4,8
APOLO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,12,12,2,2,28
ARAMPAMPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,1,1,1,5
ARANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,16,6,5,3,30
ARBIETO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,13,11,2,8,34
ARQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,7,4,0,17
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,27,29,4,7,67
ATOCHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,11,1,0,20
AUCAPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,3,2,3,10
AYATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,10,3,2,20
AYO AYO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,4,0,1,6
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,10,14,7,4,35
AZURDUY,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,4,8,7,22
BATALLAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,10,9,2,6,27
BAURES,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,5,0,0,10
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,0,1,0,2
BELLA FLOR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,4,3,1,1,9
BERMEJO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,37,31,0,2,70
BETANZOS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,13,14,15,8,50
BOLIVAR,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,1,2,2,5
BOLPEBRA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,1,1,1,3
BOYUIBE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,7,5,0,2,14
BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,10,8,2,2,22
CABEZAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,22,23,28,26,99
CAIROMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,7,5,0,2,14
"CAIZA ""D""",vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,6,8,1,1,16
CAJUATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,9,14,0,0,23
CALACOTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,1,1,3,7
CALAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,10,8,1,3,22
CAMARGO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,10,12,1,1,24
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,1,0,0,2
CAMIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,44,33,2,1,80
CAPINOTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,17,18,0,2,37
CAQUIAVIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,6,0,1,10
CARACOLLO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,20,19,3,2,44
CARANAVI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,33,36,13,6,88
CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,0,1,1,2
CARAPARI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,12,9,2,0,23
CARIPUYO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,7,8,1,17
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,7,4,3,3,17
CHACARILLA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,2,1,1,5
CHALLAPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,17,23,9,7,56
CHAQUI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,7,4,1,1,13
CHARAGUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,16,17,34,29,96
CHARAÑA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,1,0,0,3
CHAYANTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,9,11,8,6,34
CHIMORE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,24,20,8,4,56
CHIPAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,1,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,1,0,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,1,2,2,8
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,12,11,3,0,26
CHUMA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,5,2,2,14
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,4,7,4,9,24
CKOCHAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,14,4,4,30
CLIZA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,16,20,4,4,44
COBIJA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,68,50,10,12,140
COCAPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,5,4,15,25
COCHABAMBA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,696,676,5,3,1380
COIPASA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,0,1,0,1
COLCAPIRHUA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,43,39,1,0,83
"COLCHA ""K""",vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,9,5,2,3,19
COLLANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,5,0,1,7
COLOMI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,16,13,0,4,33
COLPA BELGICA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,1,0,1,7
COLQUECHACA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,12,15,16,19,62
COLQUENCHA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,5,1,0,9
COLQUIRI,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,13,8,8,6,35
COMANCHE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,2,1,0,6
COMARAPA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,15,19,2,5,41
COMBAYA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,3,0,0,0,3
CONCEPCION,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,24,15,1,0,40
COPACABANA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,11,9,3,2,25
CORIPATA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,23,11,0,0,34
CORO CORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,4,4,1,9
COROICO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,9,10,6,5,30
CORQUE,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,2,1,1,6
COTAGAITA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,13,8,4,1,26
COTOCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,63,82,9,9,163
CRUZ DE MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,0,0,1,0,1
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,11,15,6,8,40
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,1,0,0,0,1
CUEVO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,5,0,1,8
CULPINA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,8,15,5,6,34
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,0,0,1,6
CURVA,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,1,0,2,8
DESAGUADERO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,2,4,0,0,6
EL ALTO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,752,726,159,166,1803
EL CHORO,vacunaciones en menores de 1 ano,total pentavalente 1ra dosis,2015-11-01,5,1,4,2,12
