,group,variable,month,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS DENTRO,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTAL PENTAVALENTE 3RA DOSIS FUERA,TOTALES
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,15,16,0,0,31
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,17,13,0,2,32
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,1,2,2,0,5
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,1,2,9,3,15
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,6,0,2,0,8
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,1,3,0,0,4
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,2,3,0,0,5
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,3,7,0,2,12
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,4,9,0,0,13
SENA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,1,3,0,0,4
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,25,17,0,2,44
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,7,8,2,3,20
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,1,1,1,1,4
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,22,23,3,0,48
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,3,3,1,0,7
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,7,4,4,3,18
SORATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,9,7,14,8,38
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,253,319,8,13,593
TACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,0,1,0,0,1
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,3,3,3,5,14
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,7,4,8,3,22
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,2,0,3,2,7
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,10,18,8,7,43
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,4,3,7,10,24
TARACO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,4,3,1,0,8
TARATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,1,4,1,2,8
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,193,191,8,9,401
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,2,6,6,6,20
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,12,7,2,3,24
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,9,5,1,0,15
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,14,8,7,9,38
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,9,9,6,1,25
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,43,43,4,3,93
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,4,3,10,4,21
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,0,0,2,0,2
TOCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,2,3,0,0,5
TODOS SANTOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,0,0,0,2,2
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,3,1,1,2,7
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,4,1,0,0,5
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,8,4,4,4,20
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,5,0,4,1,10
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,6,4,11,12,33
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,11,8,4,3,26
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,3,1,1,1,6
TRIGAL,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,1,0,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,118,124,0,0,242
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,38,31,2,3,74
TURCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,3,5,0,1,9
UMALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,1,3,0,2,6
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,17,10,6,2,35
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,9,9,5,5,28
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,4,6,3,4,17
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,25,34,3,1,63
VACAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,3,0,3,3,9
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,14,11,3,0,28
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,56,58,6,8,128
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,3,1,1,2,7
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,11,3,2,1,17
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,56,51,6,3,116
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,1,1,0,0,2
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,14,3,2,0,19
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,7,10,4,5,26
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,67,57,5,2,131
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,13,3,2,2,20
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,34,33,4,1,72
VINTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,23,34,3,1,61
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,3,5,1,1,10
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,1,0,0,0,1
WARNES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,110,118,8,6,242
YACO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,2,1,3,4,10
YACUIBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,74,89,11,10,184
YAMPARAEZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,3,5,0,4,12
YANACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,4,6,0,0,10
YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,42,39,6,6,93
YOCALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,6,3,1,1,11
YOTALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,4,3,3,1,11
YUNCHARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,1,4,2,0,7
ZUDAÑEZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-09-01,0,0,4,4,8
ACACIO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,2,2,1,6
ACHACACHI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,26,17,11,10,64
ACHOCALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,4,4,7,18
AIQUILE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,15,13,9,6,43
ALALAY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,1,1,0,2
ALCALA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,3,0,0,4
ALTO BENI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,8,9,0,0,17
ANCORAIMES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,5,4,5,19
ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,2,1,1,4
ANTEQUERA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,1,0,0,2
ANZALDO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,1,1,2,5
APOLO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,14,8,3,1,26
ARAMPAMPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,2,1,1,4
ARANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,11,5,0,1,17
ARBIETO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,11,13,7,1,32
ARQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,6,5,6,24
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,33,36,3,4,76
ATOCHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,10,15,0,0,25
AUCAPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,1,0,2,6
AYATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,0,2,4,10
AYO AYO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,2,0,0,8
AYOPAYA (V. DE INDEPENDENCIA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,15,8,12,42
AZURDUY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,5,5,1,15
BATALLAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,9,0,3,17
BAURES,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,3,0,0,8
BELEN DE ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,1,1,0,3
BELEN DE URMIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,0,0,1,1
BELLA FLOR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,2,0,1,7
BERMEJO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,33,25,6,6,70
BETANZOS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,13,19,10,10,52
BOLIVAR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,1,4,1,7
BOLPEBRA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,1,1,1,3
BOYUIBE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,3,2,1,11
BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,10,6,3,4,23
CABEZAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,21,20,10,12,63
CAIROMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,1,3,5,11
"CAIZA ""D""",vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,8,4,1,20
CAJUATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,14,0,1,20
CALACOTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,0,3,1,4
CALAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,7,3,1,16
CAMARGO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,15,11,1,4,31
CAMATAQUI (C. VILLA ABECIA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,1,1,1,4
CAMIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,38,38,2,4,82
CAPINOTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,13,15,5,1,34
CAQUIAVIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,8,4,2,0,14
CARACOLLO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,10,10,1,3,24
CARANAVI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,54,49,8,11,122
CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,0,1,0,1
CARAPARI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,13,18,7,3,41
CARIPUYO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,2,5,2,14
CARMEN RIVERO TORREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,0,6,5,17
CHACARILLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,0,1,0,1
CHALLAPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,13,19,3,6,41
CHAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,7,0,2,16
CHARAGUA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,18,14,32,37,101
CHARAÑA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,3,0,3,6
CHAYANTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,9,6,6,2,23
CHIMORE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,21,24,6,2,53
CHIPAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,1,0,0,2
CHOQUE COTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,1,1,0,2
CHUA COCANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,1,1,1,4
CHULUMANI (V. DE LA LIBERTAD),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,18,11,3,2,34
CHUMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,4,3,1,10
CHUQUIHUTA AYLLU JUCUMANI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,1,5,1,8
CKOCHAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,8,7,5,27
CLIZA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,13,9,1,0,23
COBIJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,69,70,9,13,161
COCAPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,4,12,17,39
COCHABAMBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,699,684,4,11,1398
COLCAPIRHUA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,44,45,3,0,92
"COLCHA ""K""",vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,14,0,1,21
COLLANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,1,0,0,2
COLOMI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,17,14,3,4,38
COLPA BELGICA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,13,0,1,19
COLQUECHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,8,17,14,15,54
COLQUENCHA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,2,0,0,5
COLQUIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,11,6,12,32
COMANCHE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,1,0,0,4
COMARAPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,11,17,1,2,31
COMBAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,1,2,0,4
CONCEPCION,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,30,22,3,3,58
COPACABANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,4,3,3,14
CORIPATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,15,15,0,0,30
CORO CORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,4,0,0,8
COROICO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,14,7,5,3,29
CORQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,3,3,2,11
COTAGAITA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,17,11,3,8,39
COTOCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,62,68,1,6,137
CUATRO CAÑADAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,22,20,1,5,48
CUCHUMUELA (V. G. VILLARROEL),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,0,0,1,2
CUEVO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,2,0,1,7
CULPINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,12,22,5,7,46
CURAHUARA DE CARANGAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,4,0,0,5
CURVA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,2,0,1,3
DESAGUADERO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,4,0,0,4
EL ALTO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,602,597,169,139,1507
EL CHORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,1,2,0,9
EL PUENTE(STC),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,13,6,3,1,23
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,9,0,0,13
EL TORNO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,45,59,3,4,111
EL VILLAR,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,4,2,3,11
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,19,20,5,5,49
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,41,37,0,0,78
ESCARA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,1,0,0,1
ESCOMA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,2,1,0,4
ESMERALDA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,1,0,0,1
EUCALIPTUS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,1,0,0,4
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,1,1,1,5
EXALTACION,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,1,0,0,1
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,5,0,0,11
FILADELFIA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,2,4,5,13
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,17,104,0,0,121
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,6,1,6,20
GUANAY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,15,10,12,12,49
GUAQUI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,2,0,0,6
GUAYARAMERIN,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,55,48,7,4,114
GUTIERREZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,7,7,9,28
HUACARETA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,3,1,0,9
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,3,1,0,6
HUACHACALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,0,0,0,2
HUANUNI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,16,15,0,2,33
HUARACAJE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,5,0,0,8
HUARINA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,4,4,1,10
HUATAJATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,1,1,1,5
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,3,0,3,8
HUMANATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,1,2,4,9
ICHOCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,1,1,2,6
ICLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,1,2,2,7
INCAHUASI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,11,7,6,31
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,2,2,0,5
INQUISIVI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,5,4,7,19
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,7,5,4,4,20
IXIAMAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,8,7,2,0,17
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,9,6,1,0,16
LA ASUNTA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,41,39,4,6,90
LA GUARDIA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,108,84,1,2,195
LA PAZ,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,623,580,11,12,1226
LAGUNILLAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,2,2,1,11
LAJA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,8,14,1,0,23
LAS CARRERAS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,0,5,1,10
LICOMA PAMPA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,1,2,0,0,3
LLALLAGUA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,39,15,18,27,99
LLICA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,2,1,1,7
LORETO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,1,1,8,14
LURIBAY,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,5,3,0,14
MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,2,0,1,6
MACHARETI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,2,3,3,13
MAGDALENA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,19,10,4,2,35
MAIRANA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,12,9,1,0,22
MALLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,0,2,0,4
MAPIRI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,16,18,4,0,38
MECAPACA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,9,11,2,0,22
MINEROS,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,2,1,0,5
MIZQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,13,16,7,2,38
MOCOMOCO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,3,4,4,14
MOJINETE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,0,1,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,6,6,1,1,14
MONTEAGUDO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,8,15,3,1,27
MONTERO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,115,114,2,1,232
MORO MORO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,2,1,0,5
MOROCHATA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,2,6,4,16
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,1,4,1,8
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,2,3,0,0,5
OCURI,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,5,4,2,4,15
OKINAWA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,16,6,2,1,25
OMEREQUE,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,4,1,2,2,9
ORURO,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,239,269,2,16,526
PADCAYA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,13,20,3,0,36
PADILLA,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,3,6,1,2,12
PAILON,vacunaciones en menores de 1 ano,total pentavalente 3ra dosis,2015-10-01,30,21,29,24,104
