,group,variable,month,TOTAL PENTAVALENTE 2DA DOSIS DENTRO,TOTAL PENTAVALENTE 2DA DOSIS DENTRO,TOTAL PENTAVALENTE 2DA DOSIS FUERA,TOTAL PENTAVALENTE 2DA DOSIS FUERA,TOTALES
EL PUENTE(STC),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,6,0,2,13
EL PUENTE(TJA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,8,13,2,2,25
EL TORNO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,68,37,3,5,113
EL VILLAR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,2,1,0,5
ENTRE RIOS TRJ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,11,8,2,2,23
ENTRE RIOS CBBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,55,45,1,0,101
ESCOMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,2,0,0,5
ESMERALDA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,0,0,0,1,1
EUCALIPTUS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,4,0,0,7
EUREKA (SANTOS MERCADO),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,0,1,0,1,2
EXALTACION,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,1,0,0,4
FERNANDEZ ALONSO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,5,0,2,13
FILADELFIA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,5,4,3,18
GENERAL SAAVEDRA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,14,12,0,0,26
GRAL. J.J. PEREZ (CHARAZANI),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,4,1,1,6,12
GUANAY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,9,9,9,4,31
GUAQUI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,5,1,1,8
GUAYARAMERIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,50,51,4,6,111
GUTIERREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,4,4,4,12,24
HUACARETA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,8,6,5,1,20
HUACAYA (VILLA DE HUACAYA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,0,0,0,2,2
HUACHACALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,1,0,0,3
HUANUNI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,24,26,2,4,56
HUARACAJE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,2,0,0,5
HUARINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,3,4,0,12
HUATAJATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,4,3,0,0,7
HUAYLLAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,2,1,0,4
HUMANATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,0,1,2,5
ICHOCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,1,1,0,3
ICLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,7,4,2,19
INCAHUASI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,8,8,6,29
INGAVI (HUMAITA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,1,1,0,4
INQUISIVI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,8,7,0,2,17
IRUPANA (VILLA DE LANZA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,11,7,3,4,25
IXIAMAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,11,0,1,19
JESUS DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,8,12,0,0,20
LA ASUNTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,47,51,5,8,111
LA GUARDIA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,111,106,7,3,227
LA PAZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,692,655,8,3,1358
LA RIVERA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,0,0,0,1,1
LAGUNILLAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,4,0,3,0,7
LAJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,11,15,1,3,30
LAS CARRERAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,6,1,0,9
LICOMA PAMPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,0,1,0,0,1
LLALLAGUA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,16,18,17,24,75
LLICA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,0,2,0,1,3
LORETO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,0,1,3,9
LURIBAY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,4,1,0,11
MACHACAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,1,0,0,4
MACHARETI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,2,7,2,13
MAGDALENA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,12,14,4,4,34
MAIRANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,12,13,1,0,26
MALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,0,0,2,4
MAPIRI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,16,18,1,0,35
MECAPACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,10,9,2,1,22
MINEROS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,0,3,1,0,4
MIZQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,26,18,5,3,52
MOCOMOCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,7,3,3,19
MOJINETE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,0,0,0,1
MOJOCOYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,5,1,0,11
MONTEAGUDO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,23,11,3,3,40
MONTERO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,124,101,2,3,230
MORO MORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,0,0,0,2,2
MOROCHATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,5,4,1,15
NACEBE (SANTA ROSA DEL ABUNA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,1,2,3,9
NUEVO MANOA (NUEVA ESPERANZA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,1,0,0,3
OCURI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,3,9,12,30
OKINAWA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,11,9,0,0,20
OMEREQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,2,1,2,8
ORURO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,284,298,12,11,605
PADCAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,11,12,2,2,27
PADILLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,4,7,1,0,12
PAILON,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,32,24,32,33,121
PALCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,13,11,4,6,34
PALOS BLANCOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,21,27,1,3,52
PAMPA AULLAGAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,1,1,0,4
PAMPA GRANDE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,8,0,0,15
PAPEL PAMPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,0,2,4,9
PASORAPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,1,0,0,2
PATACAMAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,12,19,5,1,37
PAZÑA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,4,0,1,8
PELECHUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,5,0,0,11
POCOATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,9,7,20,11,47
POCONA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,10,5,2,2,19
POJO (CBBA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,7,3,2,19
POOPO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,5,1,1,9
PORCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,16,9,6,3,34
POROMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,4,5,5,4,18
PORONGO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,9,7,2,25
PORTACHUELO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,15,20,2,2,39
PORVENIR,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,9,7,3,1,20
POSTRER VALLE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,0,0,1,2
POTOSI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,285,263,8,11,567
PRESTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,2,2,2,8
PUCARANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,17,20,6,3,46
PUERTO ACOSTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,4,6,6,18
PUERTO CARABUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,5,4,7,17
PUERTO GONZALO MORENO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,4,0,3,10
PUERTO PEREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,4,3,2,11
PUERTO QUIJARRO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,16,12,5,3,36
PUERTO RICO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,7,3,2,18
PUERTO SILES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,0,2,1,5
PUERTO SUAREZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,14,13,3,4,34
PUERTO VILLARROEL,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,76,62,4,1,143
PUNA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,8,9,3,6,26
PUNATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,24,28,2,0,54
QUIABAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,3,0,0,5
QUILLACOLLO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,106,94,53,56,309
QUIME,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,5,0,0,10
RAVELO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,3,10,8,26
REYES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,9,11,5,28
RIBERALTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,128,116,19,14,277
ROBORE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,16,14,0,0,30
RURRENABAQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,29,15,1,0,45
SABAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,1,0,0,2
SACABA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,128,149,6,9,292
SACABAMBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,6,0,2,10
SACACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,17,10,5,37
SAIPINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,4,7,2,1,14
SALINAS DE GARCI MENDOZA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,1,5,7,19
SAMAIPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,9,5,2,1,17
SAN AGUSTIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,1,0,0,2
SAN ANDRES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,9,5,3,24
SAN ANDRES DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,2,2,2,8
SAN ANTONIO DE ESMORUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,4,0,0,0,4
SAN ANTONIO DE LOMERIO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,4,4,2,3,13
SAN BENITO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,6,2,0,15
SAN BORJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,31,50,11,13,105
SAN BUENA VENTURA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,17,7,1,0,25
SAN CARLOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,21,31,1,0,53
SAN IGNACIO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,23,26,9,7,65
SAN IGNACIO DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,49,64,9,16,138
SAN JAVIER(BNI),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,1,0,0,2
SAN JAVIER(STC),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,22,19,2,1,44
SAN JOAQUIN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,11,5,0,0,16
SAN JOSE DE CHIQUITOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,17,19,6,6,48
SAN JUAN DE YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,7,0,1,15
SAN JULIAN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,28,35,7,8,78
SAN LORENZO(PND),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,3,4,1,11
SAN LORENZO(TJA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,18,15,1,0,34
SAN LUCAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,12,8,14,10,44
SAN MATIAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,12,14,2,3,31
SAN MIGUEL DE VELASCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,13,10,3,5,31
SAN PABLO DE LIPEZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,1,0,1,4
SAN PEDRO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,8,0,1,15
SAN PEDRO DE BUENA VISTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,25,22,20,10,77
SAN PEDRO DE CURAHUARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,8,8,7,29
SAN PEDRO DE QUEMES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,0,0,0,1
SAN PEDRO DE TIQUINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,4,0,0,0,4
SAN RAFAEL,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,10,6,3,2,21
SAN RAMON BENI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,2,2,1,12
SAN RAMON SCZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,9,9,0,0,18
SANTA ANA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,18,11,5,9,43
SANTA CRUZ DE LA SIERRA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1575,1419,46,45,3085
SANTA ROSA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,2,0,0,9
SANTA ROSA DEL SARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,10,17,0,1,28
SANTIAGO DE CALLAPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,0,1,0,2
SANTIAGO DE HUARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,2,1,4,10
SANTIAGO DE HUATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,8,2,1,1,12
SANTIAGO DE MACHACA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,3,0,1,7
SANTIVAÑES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,9,2,3,21
SANTUARIO DE QUILLACAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,2,0,0,7
SAPAHAQUI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,3,0,1,11
SENA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,8,6,7,5,26
SHINAOTA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,22,25,1,0,48
SICA SICA (VILLA AROMA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,12,13,1,2,28
SICAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,5,0,1,7
SIPE SIPE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,76,48,1,3,128
SOPACHUY,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,3,3,2,10
SORACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,8,4,1,0,13
SORATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,10,7,13,8,38
SUCRE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,295,304,4,7,610
TACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,0,0,1,2
TACACOMA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,2,2,5,14
TACOBAMBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,4,7,4,20
TACOPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,5,6,2,20
TAHUA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,0,1,0,4
TAPACARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,13,16,8,11,48
TARABUCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,9,4,1,2,16
TARACO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,1,2,0,6
TARATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,13,4,1,23
TARIJA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,185,193,6,4,388
TARVITA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,5,5,3,19
TEOPONTE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,10,1,3,21
TIAWANACU,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,9,0,1,16
TINGUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,11,13,12,10,46
TIPUANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,8,5,1,21
TIQUIPAYA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,55,47,17,17,136
TIRAQUE (CBBA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,14,16,7,10,47
TITO YUPANQUI (PARQUIPUJIO),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,0,0,0,1
TOCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,4,4,1,0,9
TOLATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,3,2,1,7
TOLEDO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,3,0,1,6
TOMAVE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,11,6,7,4,28
TOMINA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,4,3,3,15
TORO TORO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,4,8,9,24
TOTORA(CBBA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,10,8,7,7,32
TOTORA(ORR),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,2,0,1,4
TRIGAL,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,0,1,0,0,1
TRINIDAD,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,141,129,2,3,275
TUPIZA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,40,27,4,5,76
TURCO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,0,0,0,2
UMALA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,2,3,1,8
UNCIA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,16,20,4,3,43
URIONDO (A. CONCEPCION),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,10,2,4,22
URUBICHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,2,5,4,3,14
UYUNI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,23,25,1,1,50
VACAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,4,4,3,16
VALLEGRANDE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,15,13,4,3,35
VIACHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,51,53,6,0,110
VILA VILA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,3,2,2,10
VILLA CHARCAS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,8,6,5,9,28
VILLA MONTES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,40,54,9,6,109
VILLA NUEVA (LOMA ALTA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,2,2,1,8
VILLA RIVERO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,5,1,3,12
VILLA SERRANO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,4,4,4,0,12
VILLA TUNARI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,74,69,5,3,151
VILLA VACA GUZMAN (MUYUPAMPA),vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,7,3,1,18
VILLAZON,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,37,43,3,3,86
VINTO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,60,46,11,16,133
VITICHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,5,1,2,15
WALDO BALLIVIAN,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,0,1,1,0,2
WARNES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,128,124,3,4,259
YACO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,0,5,2,1,8
YACUIBA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,143,98,14,14,269
YAMPARAEZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,6,4,3,1,14
YANACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,5,5,0,0,10
YAPACANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,57,54,9,16,136
YOCALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,7,3,3,5,18
YOTALA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,4,4,1,1,10
YUNCHARA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,1,2,3,3,9
ZUDAÑEZ,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-10-01,3,3,3,3,12
ACACIO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,0,3,3,7
ACHACACHI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,21,10,14,9,54
ACHOCALLA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,10,7,9,4,30
AIQUILE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,14,13,9,7,43
ALCALA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,1,0,2,5
ALTO BENI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,5,0,0,9
ANCORAIMES,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,3,12,3,1,19
ANDAMARCA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,0,0,1,5
ANTEQUERA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,1,0,0,0,1
ANZALDO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,2,3,3,4,12
APOLO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,9,9,5,3,26
ARAMPAMPA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,0,2,4,10
ARANI,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,6,5,3,3,17
ARBIETO,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,13,10,10,7,40
ARQUE,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,8,7,3,1,19
ASCENCION DE GUARAYOS,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,31,19,6,6,62
ATOCHA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,8,6,1,2,17
AUCAPATA,vacunaciones en menores de 1 ano,total pentavalente 2da dosis,2015-11-01,4,1,4,2,11
