municipality,group,variable,month,Total 3.13 Nº de actividades de educación en Salud Oral,TOTAL
OCURI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,14.0,14.0
OKINAWA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
OMEREQUE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,2.0,2.0
ORURO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,102.0,102.0
PADCAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,22.0,22.0
PAILON,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,2.0,2.0
PALCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,14.0,14.0
PALOS BLANCOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,41.0,41.0
PAMPA AULLAGAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,4.0,4.0
PAPEL PAMPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,10.0,10.0
PASORAPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,4.0,4.0
PATACAMAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,9.0,9.0
PAZÑA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,16.0,16.0
PELECHUCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,3.0,3.0
POCONA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,15.0,15.0
POJO (CBBA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,21.0,21.0
POOPO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,16.0,16.0
PORCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,7.0,7.0
POROMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,23.0,23.0
PORONGO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,14.0,14.0
PORVENIR,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,14.0,14.0
POSTRER VALLE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,21.0,21.0
POTOSI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,7.0,7.0
PRESTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,13.0,13.0
PUCARA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,4.0,4.0
PUCARANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,30.0,30.0
PUERTO ACOSTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,5.0,5.0
PUERTO CARABUCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,12.0,12.0
PUERTO GONZALO MORENO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,7.0,7.0
PUERTO PEREZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,12.0,12.0
PUERTO QUIJARRO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
PUERTO RICO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,17.0,17.0
PUERTO VILLARROEL,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,74.0,74.0
PUNA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,9.0,9.0
PUNATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,8.0,8.0
QUIABAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,5.0,5.0
QUILLACOLLO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,55.0,55.0
QUIME,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,23.0,23.0
REYES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
RIBERALTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,2.0,2.0
ROBORE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,105.0,105.0
SABAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,11.0,11.0
SACABA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,32.0,32.0
SACACA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,6.0,6.0
SAIPINA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,26.0,26.0
SALINAS DE GARCI MENDOZA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,27.0,27.0
SAN AGUSTIN,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,5.0,5.0
SAN ANDRES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,32.0,32.0
SAN ANTONIO DE ESMORUCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
SAN ANTONIO DE LOMERIO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,15.0,15.0
SAN BENITO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,20.0,20.0
SAN BORJA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,12.0,12.0
SAN BUENA VENTURA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,2.0,2.0
SAN CARLOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,2.0,2.0
SAN IGNACIO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,47.0,47.0
SAN IGNACIO DE VELASCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,3.0,3.0
SAN JAVIER(STC),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,19.0,19.0
SAN JOSE DE CHIQUITOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,14.0,14.0
SAN JUAN DE YAPACANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
SAN JULIAN,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,3.0,3.0
SAN LORENZO(PND),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
SAN LORENZO(TJA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,33.0,33.0
SAN LUCAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,33.0,33.0
SAN MIGUEL DE VELASCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,100.0,100.0
SAN PABLO DE LIPEZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,3.0,3.0
SAN PEDRO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,3.0,3.0
SAN PEDRO DE BUENA VISTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,16.0,16.0
SAN PEDRO DE CURAHUARA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,2.0,2.0
SAN PEDRO DE QUEMES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
SAN PEDRO DE TIQUINA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,8.0,8.0
SAN RAFAEL,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
SAN RAMON SCZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,2.0,2.0
SANTA ANA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,29.0,29.0
SANTA CRUZ DE LA SIERRA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1155.0,1155.0
SANTA ROSA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,15.0,15.0
SANTA ROSA DEL SARA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,17.0,17.0
SANTIAGO DE CALLAPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,9.0,9.0
SANTIAGO DE HUARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,10.0,10.0
SANTIAGO DE HUATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,111.0,111.0
SANTIVAÑES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
SANTUARIO DE QUILLACAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,17.0,17.0
SAPAHAQUI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,17.0,17.0
SENA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,2.0,2.0
SICA SICA (VILLA AROMA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,3.0,3.0
SICAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
SIPE SIPE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,36.0,36.0
SOPACHUY,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,21.0,21.0
SORACACHI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,10.0,10.0
SUCRE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,213.0,213.0
TACOPAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,3.0,3.0
TAPACARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,28.0,28.0
TARABUCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,20.0,20.0
TARACO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,13.0,13.0
TARIJA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,346.0,346.0
TARVITA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,34.0,34.0
TEOPONTE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,7.0,7.0
TIAWANACU,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,28.0,28.0
TIPUANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,19.0,19.0
TIQUIPAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,72.0,72.0
TITO YUPANQUI (PARQUIPUJIO),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,7.0,7.0
TODOS SANTOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,19.0,19.0
TOLEDO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,12.0,12.0
TOMAVE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,21.0,21.0
TOTORA(CBBA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
TOTORA(ORR),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,5.0,5.0
TRIGAL,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
TRINIDAD,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,286.0,286.0
TUPIZA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
TURCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,2.0,2.0
UMALA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,7.0,7.0
UNCIA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,22.0,22.0
URIONDO (A. CONCEPCION),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,37.0,37.0
UYUNI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,32.0,32.0
VACAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,6.0,6.0
VALLEGRANDE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,44.0,44.0
VIACHA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,28.0,28.0
VILA VILA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,36.0,36.0
VILLA MONTES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,11.0,11.0
VILLA NUEVA (LOMA ALTA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,3.0,3.0
VILLA RIVERO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
VILLA TUNARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,41.0,41.0
VINTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,18.0,18.0
VITICHI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,12.0,12.0
WALDO BALLIVIAN,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,1.0,1.0
WARNES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,8.0,8.0
YACUIBA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,301.0,301.0
YAMPARAEZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,10.0,10.0
YAPACANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,91.0,91.0
YOCALLA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,3.0,3.0
YOTALA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,11.0,11.0
YUNCHARA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,88.0,88.0
ZUDAÑEZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-08-01,13.0,13.0
ACHACACHI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,24.0,24.0
ACHOCALLA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
AIQUILE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,8.0,8.0
ALTO BENI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,7.0,7.0
ANCORAIMES,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,8.0,8.0
ANDAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,16.0,16.0
ANTEQUERA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,7.0,7.0
APOLO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,2.0,2.0
ARANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,10.0,10.0
ARQUE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,5.0,5.0
ASCENCION DE GUARAYOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,4.0,4.0
ATOCHA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,10.0,10.0
AUCAPATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,6.0,6.0
AYATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,6.0,6.0
AYO AYO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,4.0,4.0
AYOPAYA (V. DE INDEPENDENCIA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,58.0,58.0
BATALLAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,4.0,4.0
BELEN DE ANDAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
BERMEJO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,101.0,101.0
BOLPEBRA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,2.0,2.0
BOYUIBE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,4.0,4.0
BUENA VISTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,15.0,15.0
CABEZAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,9.0,9.0
CAIROMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,5.0,5.0
"CAIZA ""D""",atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,11.0,11.0
CAJUATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,16.0,16.0
CALACOTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,2.0,2.0
CALAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,4.0,4.0
CAMARGO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,8.0,8.0
CAMATAQUI (C. VILLA ABECIA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,5.0,5.0
CAMIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,47.0,47.0
CAPINOTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,37.0,37.0
CAQUIAVIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,16.0,16.0
CARACOLLO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,12.0,12.0
CARANAVI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,30.0,30.0
CARAPARI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,10.0,10.0
CARMEN RIVERO TORREZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,5.0,5.0
CHALLAPATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,52.0,52.0
CHARAGUA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,15.0,15.0
CHARAÑA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,5.0,5.0
CHIMORE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,20.0,20.0
CHIPAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,7.0,7.0
CHOQUE COTA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
CHUA COCANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
CHUMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,11.0,11.0
CHUQUIHUTA AYLLU JUCUMANI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,29.0,29.0
CKOCHAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,14.0,14.0
COBIJA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,146.0,146.0
COCAPATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,35.0,35.0
COCHABAMBA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,110.0,110.0
COIPASA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
COLCAPIRHUA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,26.0,26.0
"COLCHA ""K""",atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,8.0,8.0
COLOMI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,2.0,2.0
COLPA BELGICA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
COLQUIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,11.0,11.0
COMANCHE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
COMARAPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,6.0,6.0
COMBAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
CONCEPCION,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,55.0,55.0
COPACABANA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
CORQUE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,6.0,6.0
COTAGAITA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,59.0,59.0
COTOCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
CUATRO CAÑADAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,55.0,55.0
CUEVO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
CURVA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,5.0,5.0
DESAGUADERO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,8.0,8.0
EL ALTO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,263.0,263.0
EL CHORO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,9.0,9.0
EL PUENTE(STC),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,9.0,9.0
EL PUENTE(TJA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,11.0,11.0
EL TORNO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,24.0,24.0
ENTRE RIOS TRJ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,32.0,32.0
ENTRE RIOS CBBA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,41.0,41.0
ESCOMA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
EUCALIPTUS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,9.0,9.0
EXALTACION,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,5.0,5.0
FERNANDEZ ALONSO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,11.0,11.0
FILADELFIA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
GENERAL SAAVEDRA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,11.0,11.0
GRAL. J.J. PEREZ (CHARAZANI),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,15.0,15.0
GUANAY,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,5.0,5.0
GUAQUI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,13.0,13.0
GUAYARAMERIN,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,2.0,2.0
GUTIERREZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,8.0,8.0
HUACAYA (VILLA DE HUACAYA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
HUACHACALLA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,6.0,6.0
HUANUNI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,7.0,7.0
HUATAJATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,9.0,9.0
HUAYLLAMARCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,29.0,29.0
ICHOCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,6.0,6.0
INCAHUASI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,7.0,7.0
INGAVI (HUMAITA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,1.0,1.0
INQUISIVI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,16.0,16.0
IXIAMAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,7.0,7.0
LA GUARDIA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,33.0,33.0
LA PAZ,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,89.0,89.0
LAGUNILLAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,11.0,11.0
LAJA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,11.0,11.0
LAS CARRERAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,9.0,9.0
LICOMA PAMPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
LORETO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,5.0,5.0
MACHARETI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,29.0,29.0
MAGDALENA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,10.0,10.0
MALLA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
MAPIRI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,12.0,12.0
MECAPACA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,11.0,11.0
MIZQUE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,8.0,8.0
MOCOMOCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,13.0,13.0
MOJOCOYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,5.0,5.0
MONTEAGUDO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,18.0,18.0
MONTERO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,4.0,4.0
MOROCHATA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,49.0,49.0
OCURI,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,12.0,12.0
OMEREQUE,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
ORURO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,67.0,67.0
PADCAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,18.0,18.0
PAILON,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,4.0,4.0
PALCA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,2.0,2.0
PALOS BLANCOS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,36.0,36.0
PAMPA AULLAGAS,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,7.0,7.0
PAPEL PAMPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,3.0,3.0
PASORAPA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,5.0,5.0
PATACAMAYA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,8.0,8.0
PAZÑA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,24.0,24.0
PELECHUCO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,10.0,10.0
POCONA,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,21.0,21.0
POJO (CBBA),atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,7.0,7.0
POOPO,atencion odontologica no de actividades,      no de actividades de educacion en salud oral,2014-09-01,35.0,35.0
