,group,variable,month,NÚMERO DE DIU'S RETIRADOS < 15,NÚMERO DE DIU'S RETIRADOS 15 - 19,NÚMERO DE DIU'S RETIRADOS 20 - 34,NÚMERO DE DIU'S RETIRADOS 35 - 49,NÚMERO DE DIU'S RETIRADOS 50 Y +,TOTALES
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,5,0,0,5
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,0,1,1,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,3,1,5
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
ROBORE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,2,0,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,2,9,1,12
SAN BENITO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,3,0,4
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,1,3,44,32,4,84
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,0,0,1,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,25,11,2,38
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,15,4,0,19
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,1,0,2
TOLATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,0,1,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,0,3,0,3
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,0,1,0,1
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,0,1,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,1,0,2
VILLAZON,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,2,0,0,2
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,5,0,0,5
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,1,2,1,0,4
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,7,5,1,13
YAMPARAEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,1,0,0,1
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,0,1,0,1
ZUDAÑEZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-10-01,0,0,0,1,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,0,1,0,1
AYOPAYA (V. DE INDEPENDENCIA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,0,1,0,1
AZURDUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,2,0,0,2
CALAMARCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,0,1,0,1
CARAPARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,0,1,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,2,0,0,2
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,2,47,22,4,75
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,2,0,3
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,1,0,0,0,1
COMARAPA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,2,0,3
CUATRO CAÑADAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,2,0,3
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,22,6,0,28
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,3,2,0,5
EL VILLAR,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,0,1,0,1
ENTRE RIOS TRJ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,0,1,0,1
FERNANDEZ ALONSO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,0,1,0,1
GUANAY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,0,1,0,1
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,1,0,0,0,1
INCAHUASI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,1,0,0,0,1
LA GUARDIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,0,2,0,2
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,14,15,2,31
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,1,1,0,0,2
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
MAIRANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,2,0,0,2
MOJOCOYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,0,1,0,1
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,1,2,1,0,4
OKINAWA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,3,1,0,4
PADCAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,2,0,0,2
POJO (CBBA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
PORCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,1,0,0,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,4,2,0,6
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,2,0,0,2
PUNATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,2,0,0,2
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,1,0,2
QUIME,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,7,4,0,11
SAMAIPATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
SAN BUENA VENTURA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,1,0,2
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,3,0,4
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,4,0,0,4
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,0,1,0,1
SANTA ANA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,1,7,42,25,8,83
SANTA ROSA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
SIPE SIPE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
SOPACHUY,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
SORACACHI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,1,9,7,2,19
TARATA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,1,0,0,0,1
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,1,19,8,0,28
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,2,2,0,4
TOCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,0,1,0,1
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,3,0,1,4
UNCIA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,0,1,0,1
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,3,0,0,3
VIACHA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,2,0,0,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,3,0,0,3
VILLA VACA GUZMAN (MUYUPAMPA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,2,0,0,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,1,1,1,0,3
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,2,1,0,3
YOCALLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
YUNCHARA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-11-01,0,0,1,0,0,1
ASCENCION DE GUARAYOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,0,0,1
BERMEJO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,2,1,4
BOYUIBE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,1,0,0,0,1
CABEZAS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,1,0,0,0,1
CAMIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,2,1,1,4
CAPINOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,0,0,1
CHARAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,2,0,0,2
CHAYANTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,0,0,1
COBIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,0,0,1
COCHABAMBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,25,34,1,60
COLCAPIRHUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,1,1,1,0,3
COLOMI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,2,0,0,2
COLQUIRI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,0,0,1
COTOCA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,1,0,2
CUEVO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,1,0,1
EL ALTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,2,8,3,1,14
EL CHORO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,0,1,1
EL TORNO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,4,0,4
GUAYARAMERIN,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,0,0,1
HUACAYA (VILLA DE HUACAYA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,0,1,1
HUANUNI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,1,0,1
LA ASUNTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,1,0,1
LA PAZ,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,1,13,9,1,24
LLALLAGUA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,2,0,0,2
MACHARETI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,1,0,1
MONTEAGUDO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,1,5,1,0,7
MONTERO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,4,2,0,6
ORURO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,4,6,0,10
PADILLA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,0,0,1
PORONGO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,1,0,1
POTOSI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,3,1,0,4
PUERTO GONZALO MORENO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,0,0,1
PUERTO VILLARROEL,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,1,0,1
QUILLACOLLO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,2,0,3
RAVELO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,0,0,1
RIBERALTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,1,0,2
SACABA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,6,3,1,10
SAN CARLOS,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,1,0,1
SAN IGNACIO DE VELASCO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,1,0,1
SAN JAVIER(STC),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,1,0,1
SAN LORENZO(TJA),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,1,0,2
SAN PEDRO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,2,0,0,2
SANTA CRUZ DE LA SIERRA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,2,4,45,25,2,78
SANTIVAÑES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,0,0,1
SHINAOTA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,1,0,2
SUCRE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,2,19,8,0,29
TARIJA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,2,12,8,1,23
TIQUIPAYA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,2,0,2
TOMINA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,0,0,1
TRINIDAD,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,1,2,1,0,4
TUPIZA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,2,0,0,2
URIONDO (A. CONCEPCION),"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,0,0,1
VALLEGRANDE,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,1,1,2
VILLA MONTES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,2,1,0,3
VILLA SERRANO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,1,0,0,1
VILLA TUNARI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,1,0,1
VINTO,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,2,0,0,2
WARNES,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,1,2,0,0,3
YACUIBA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,4,2,1,7
YAPACANI,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,4,0,0,4
YOTALA,"anticoncepcion, prevencion de its y de cancer de cuello uterino",numero de diu's retirados,2023-12-01,0,0,0,1,0,1
