municipality,group,variable,month,Niños de 0 a 6 meses que reciben Lactancia Mat. Ex,TOTAL
SAN CARLOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,78,78
SAN IGNACIO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,199,199
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,427,427
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,16,16
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,18,18
SAN JOAQUIN,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,14,14
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,10,10
SAN JULIAN,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,37,37
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,52,52
SAN LUCAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,180,180
SAN MATIAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,129,129
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,70,70
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,15,15
SAN PEDRO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,63,63
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,22,22
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,22,22
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,4,4
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,8,8
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,8,8
SAN RAFAEL,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,40,40
SANTA ANA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,92,92
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,1487,1487
SANTA ROSA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,83,83
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,61,61
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,16,16
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,19,19
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,22,22
SANTIVAÑES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,49,49
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,8,8
SAPAHAQUI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,59,59
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,94,94
SICAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,16,16
SIPE SIPE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,147,147
SOPACHUY,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,105,105
SORACACHI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,86,86
SORATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,58,58
SUCRE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,551,551
TACACHI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,6,6
TACACOMA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,20,20
TACOBAMBA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,94,94
TACOPAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,60,60
TAHUA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,11,11
TAPACARI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,161,161
TARABUCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,58,58
TARACO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,20,20
TARATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,35,35
TARIJA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,815,815
TARVITA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,145,145
TEOPONTE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,74,74
TIAWANACU,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,26,26
TINGUIPAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,46,46
TIPUANI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,69,69
TIQUIPAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,106,106
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,170,170
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,11,11
TOCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,12,12
TODOS SANTOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,1,1
TOLATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,6,6
TOLEDO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,31,31
TOMAVE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,30,30
TOMINA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,81,81
TORO TORO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,63,63
TOTORA(CBBA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,76,76
TOTORA(ORR),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,16,16
TRIGAL,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,9,9
TRINIDAD,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,653,653
TUPIZA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,207,207
TURCO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,28,28
UMALA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,60,60
UNCIA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,77,77
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,27,27
URUBICHA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,76,76
UYUNI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,170,170
VACAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,52,52
VALLEGRANDE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,24,24
VIACHA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,202,202
VILA VILA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,41,41
VILLA MONTES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,92,92
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,6,6
VILLA RIVERO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,7,7
VILLA SERRANO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,58,58
VILLA TUNARI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,408,408
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,75,75
VILLAZON,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,223,223
VINTO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,146,146
VITICHI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,36,36
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,12,12
WARNES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,71,71
YACO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,26,26
YACUIBA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,492,492
YAMPARAEZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,87,87
YANACACHI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,16,16
YAPACANI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,6,6
YOTALA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,13,13
YUNCHARA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,17,17
ZUDAÑEZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-10-01,48,48
ACACIO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,3,3
ACHACACHI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,159,159
ACHOCALLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,40,40
AIQUILE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,143,143
ALALAY,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,15,15
ALCALA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,12,12
ANCORAIMES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,88,88
ANDAMARCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,27,27
ANTEQUERA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,23,23
ANZALDO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,17,17
APOLO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,95,95
ARAMPAMPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,31,31
ARANI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,24,24
ARBIETO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,41,41
ARQUE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,58,58
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,66,66
ATOCHA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,42,42
AUCAPATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,16,16
AYATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,43,43
AYO AYO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,11,11
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,117,117
AZURDUY,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,38,38
BATALLAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,48,48
BAURES,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,23,23
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,4,4
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,10,10
BELLA FLOR,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,3,3
BERMEJO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,32,32
BETANZOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,111,111
BOLIVAR,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,87,87
BOLPEBRA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,1,1
BOYUIBE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,11,11
BUENA VISTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,88,88
CABEZAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,95,95
CAIROMA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,24,24
"CAIZA ""D""",nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,38,38
CAJUATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,64,64
CALACOTO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,18,18
CALAMARCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,75,75
CAMARGO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,38,38
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,17,17
CAMIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,79,79
CAPINOTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,84,84
CAQUIAVIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,35,35
CARACOLLO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,107,107
CARANAVI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,180,180
CARANGAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,3,3
CARAPARI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,60,60
CARIPUYO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,21,21
CATACORA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,7,7
CHACARILLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,2,2
CHALLAPATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,136,136
CHAQUI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,11,11
CHARAGUA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,106,106
CHARAÑA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,38,38
CHAYANTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,41,41
CHIMORE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,34,34
CHIPAYA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,6,6
CHOQUE COTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,87,87
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,8,8
CHUMA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,49,49
CLIZA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,118,118
COBIJA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,291,291
COCHABAMBA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,1257,1257
COIPASA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,2,2
COLCAPIRHUA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,35,35
"COLCHA ""K""",nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,54,54
COLLANA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,5,5
COLOMI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,162,162
COLPA BELGICA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,16,16
COLQUECHACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,80,80
COLQUENCHA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,7,7
COLQUIRI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,141,141
COMANCHE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,16,16
COMARAPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,54,54
CONCEPCION,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,29,29
COPACABANA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,55,55
CORIPATA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,44,44
CORO CORO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,43,43
COROICO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,44,44
CORQUE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,39,39
COTAGAITA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,64,64
COTOCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,203,203
CUATRO CAÑADAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,25,25
CUCHUMUELA (V. G. VILLARROEL),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,3,3
CUEVO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,11,11
CULPINA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,26,26
CURAHUARA DE CARANGAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,70,70
CURVA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,14,14
DESAGUADERO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,30,30
EL ALTO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,2980,2980
EL CHORO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,30,30
EL PUENTE(STC),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,131,131
EL PUENTE(TJA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,28,28
EL TORNO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,95,95
EL VILLAR,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,14,14
ENTRE RIOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,14,14
ENTRE RIOS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,126,126
EUCALIPTUS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,24,24
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,15,15
EXALTACION,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,8,8
FERNANDEZ ALONSO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,36,36
FILADELFIA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,16,16
GENERAL SAAVEDRA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,34,34
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,59,59
GUANAY,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,28,28
GUAQUI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,44,44
GUAYARAMERIN,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,290,290
GUTIERREZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,34,34
HUACARETA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,51,51
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,18,18
HUACHACALLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,2,2
HUANUNI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,159,159
HUARACAJE,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,20,20
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,19,19
ICHOCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,37,37
ICLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,28,28
INCAHUASI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,71,71
INQUISIVI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,58,58
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,91,91
IXIAMAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,62,62
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,38,38
LA ASUNTA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,17,17
LA GUARDIA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,114,114
LA PAZ,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,2418,2418
LA RIVERA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,2,2
LAGUNILLAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,46,46
LAJA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,57,57
LAS CARRERAS,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,14,14
LICOMA PAMPA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,18,18
LLALLAGUA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,32,32
LLICA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,5,5
LORETO,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,10,10
LURIBAY,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,64,64
MACHACAMARCA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,27,27
MACHARETI,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,30,30
MAGDALENA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,55,55
MAIRANA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,73,73
MALLA,nutricion y micronutrientes,ninos de 0 a 6 meses que reciben lactancia mat. ex,2007-11-01,4,4
