municipality,group,variable,month,Mujeres embarazadas que recibieron 90 tabletas de,TOTAL
PUNATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,54,54
QUIABAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,1,1
QUILLACOLLO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,169,169
QUIME,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,14,14
QUIRUSILLAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,2,2
RAVELO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,19,19
REYES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,46,46
RIBERALTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,195,195
ROBORE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,48,48
RURRENABAQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,64,64
SABAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,5,5
SACABA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,224,224
SACABAMBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,6,6
SACACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,41,41
SAIPINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,11,11
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,10,10
SAMAIPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,4,4
SAN AGUSTIN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,3,3
SAN ANDRES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,26,26
SAN ANDRES DE MACHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,8,8
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,1,1
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,5,5
SAN BENITO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,13,13
SAN BORJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,119,119
SAN BUENA VENTURA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,15,15
SAN CARLOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,47,47
SAN IGNACIO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,41,41
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,107,107
SAN JAVIER(BNI),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,9,9
SAN JAVIER(STC),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,21,21
SAN JOAQUIN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,23,23
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,22,22
SAN JUAN DE YAPACANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,30,30
SAN JULIAN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,58,58
SAN LORENZO(PND),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,16,16
SAN LORENZO(TJA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,24,24
SAN LUCAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,71,71
SAN MATIAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,50,50
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,30,30
SAN PABLO DE LIPEZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,2,2
SAN PEDRO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,35,35
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,51,51
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,9,9
SAN PEDRO DE QUEMES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,5,5
SAN PEDRO(PND),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,2,2
SAN RAFAEL,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,11,11
SAN RAMON,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,20,20
SAN RAMON,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,31,31
SANTA ANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,52,52
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,1096,1096
SANTA ROSA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,35,35
SANTA ROSA DEL SARA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,31,31
SANTIAGO DE CALLAPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,3,3
SANTIAGO DE HUARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,45,45
SANTIAGO DE MACHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,2,2
SANTIVAÑES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,7,7
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,6,6
SAPAHAQUI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,8,8
SENA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,3,3
SICA SICA (VILLA AROMA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,42,42
SICAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,4,4
SIPE SIPE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,66,66
SOPACHUY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,9,9
SORACACHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,4,4
SORATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,32,32
SUCRE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,676,676
TACACHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,2,2
TACACOMA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,14,14
TACOBAMBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,12,12
TACOPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,19,19
TAHUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,1,1
TAPACARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,45,45
TARABUCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,46,46
TARACO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,9,9
TARATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,11,11
TARIJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,216,216
TARVITA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,32,32
TEOPONTE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,15,15
TIAWANACU,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,19,19
TINGUIPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,30,30
TIPUANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,34,34
TIQUIPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,94,94
TIRAQUE (CBBA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,86,86
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,1,1
TOCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,8,8
TODOS SANTOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,1,1
TOLATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,1,1
TOLEDO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,6,6
TOMAVE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,12,12
TOMINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,13,13
TORO TORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,29,29
TOTORA(CBBA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,16,16
TOTORA(ORR),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,11,11
TRIGAL,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,2,2
TRINIDAD,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,142,142
TUPIZA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,35,35
TURCO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,6,6
UMALA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,4,4
UNCIA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,68,68
URIONDO (A. CONCEPCION),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,13,13
URUBICHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,7,7
UYUNI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,34,34
VACAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,19,19
VALLEGRANDE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,20,20
VIACHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,83,83
VILA VILA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,16,16
VILLA MONTES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,96,96
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,2,2
VILLA RIVERO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,9,9
VILLA SERRANO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,22,22
VILLA TUNARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,164,164
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,17,17
VILLAZON,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,52,52
VINTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,119,119
VITICHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,2,2
WALDO BALLIVIAN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,3,3
WARNES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,126,126
YACO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,19,19
YACUIBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,152,152
YAMPARAEZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,13,13
YANACACHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,5,5
YAPACANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,102,102
YOCALLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,5,5
YOTALA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,13,13
YUNCHARA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,8,8
ZUDAÑEZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-11-01,18,18
ACACIO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,11,11
ACHACACHI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,83,83
ACHOCALLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,14,14
AIQUILE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,51,51
ALALAY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
ALCALA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
ANCORAIMES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,20,20
ANDAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
ANTEQUERA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,6,6
ANZALDO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,16,16
APOLO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,36,36
ARAMPAMPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,6,6
ARANI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,9,9
ARBIETO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,15,15
ARQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,21,21
ASCENCION DE GUARAYOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,65,65
ATOCHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,6,6
AYATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,15,15
AYO AYO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,9,9
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,34,34
AZURDUY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,20,20
BATALLAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,27,27
BAURES,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,10,10
BELEN DE ANDAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,1,1
BELEN DE URMIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
BELLA FLOR,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
BERMEJO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,72,72
BETANZOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,35,35
BOLIVAR,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,6,6
BOLPEBRA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
BOYUIBE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
BUENA VISTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,20,20
CABEZAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,33,33
CAIROMA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,15,15
"CAIZA ""D""",nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
CAJUATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
CALACOTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,6,6
CALAMARCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,17,17
CAMARGO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,14,14
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
CAMIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,58,58
CAPINOTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,48,48
CAQUIAVIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,11,11
CARACOLLO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,36,36
CARANAVI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,81,81
CARAPARI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,27,27
CARIPUYO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,21,21
CARMEN RIVERO TORREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
CATACORA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,1,1
CHALLAPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,29,29
CHAQUI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,4,4
CHARAGUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,71,71
CHARAÑA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
CHAYANTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,40,40
CHIMORE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,16,16
CHIPAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,12,12
CHOQUE COTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,36,36
CHUMA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,8,8
CLIZA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,29,29
COBIJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,109,109
COCHABAMBA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,885,885
COLCAPIRHUA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,47,47
"COLCHA ""K""",nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,6,6
COLLANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
COLOMI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,36,36
COLPA BELGICA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,12,12
COLQUECHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,60,60
COLQUENCHA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,11,11
COLQUIRI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,24,24
COMANCHE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
COMARAPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,27,27
COMBAYA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,1,1
CONCEPCION,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,42,42
COPACABANA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,25,25
CORIPATA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,23,23
CORO CORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,8,8
COROICO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,24,24
CORQUE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,7,7
COTAGAITA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,26,26
COTOCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,38,38
CUATRO CAÑADAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,19,19
CUEVO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,4,4
CULPINA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,22,22
CURAHUARA DE CARANGAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,1,1
CURVA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
DESAGUADERO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,18,18
EL ALTO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,1310,1310
EL CHORO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
EL PUENTE(STC),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,30,30
EL PUENTE(TJA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,14,14
EL TORNO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,207,207
EL VILLAR,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,8,8
ENTRE RIOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,54,54
ENTRE RIOS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,27,27
EUCALIPTUS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,7,7
EUREKA (SANTOS MERCADO),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,1,1
EXALTACION,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,4,4
FERNANDEZ ALONSO,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,19,19
FILADELFIA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,13,13
GENERAL SAAVEDRA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,23,23
GRAL. J.J. PEREZ (CHARAZANI),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,18,18
GUANAY,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,21,21
GUAQUI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,9,9
GUAYARAMERIN,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,95,95
GUTIERREZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,24,24
HUACARETA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,4,4
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,6,6
HUACHACALLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
HUANUNI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,75,75
HUARACAJE,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
ICHOCA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,5,5
ICLA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,20,20
INCAHUASI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,34,34
INQUISIVI,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,12,12
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,13,13
IXIAMAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,3,3
JESUS DE MACHACA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,34,34
LA ASUNTA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,111,111
LA GUARDIA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,69,69
LA PAZ,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,1119,1119
LAGUNILLAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,13,13
LAJA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,11,11
LAS CARRERAS,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,4,4
LICOMA PAMPA,nutricion y micronutrientes,mujeres embarazadas que recibieron 90 tabletas de,2007-12-01,2,2
