municipality,group,variable,month,Niños de 1 año a menores de 5 años con 2da dosis v,TOTAL
MOJINETE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,4,4
MOJOCOYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,124,124
MONTEAGUDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,708,708
MONTERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,867,867
MORO MORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,34,34
MOROCHATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,267,267
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,12,12
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,10,10
OCURI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,232,232
OKINAWA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,174,174
OMEREQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,129,129
ORURO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,3365,3365
PADCAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,95,95
PADILLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,58,58
PAILON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,300,300
PALCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,27,27
PALOS BLANCOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,201,201
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,33,33
PAMPA GRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,5,5
PAPEL PAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,23,23
PASORAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,133,133
PATACAMAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,47,47
PAZÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,91,91
PELECHUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,96,96
POCOATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,520,520
POCONA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,86,86
POJO (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,87,87
POOPO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,226,226
PORCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,267,267
POROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,338,338
PORONGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,138,138
PORTACHUELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,554,554
PORVENIR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,24,24
POSTRER VALLE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,22,22
POTOSI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,5149,5149
PRESTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,133,133
PUCARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,18,18
PUCARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,528,528
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,121,121
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,131,131
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,117,117
PUERTO PEREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,106,106
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,47,47
PUERTO RICO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,56,56
PUERTO SILES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,59,59
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,291,291
PUNA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,479,479
PUNATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,68,68
QUILLACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,1570,1570
QUIME,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,99,99
QUIRUSILLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,22,22
RAVELO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,445,445
REYES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,391,391
RIBERALTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,2294,2294
ROBORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,227,227
RURRENABAQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,48,48
SABAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,36,36
SACABA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,1663,1663
SACABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,168,168
SACACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,705,705
SAIPINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,71,71
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,67,67
SAMAIPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,118,118
SAN AGUSTIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,26,26
SAN ANDRES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,117,117
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,43,43
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,40,40
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,73,73
SAN BENITO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,49,49
SAN BORJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,766,766
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,84,84
SAN CARLOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,140,140
SAN IGNACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,690,690
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,843,843
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,32,32
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,95,95
SAN JOAQUIN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,30,30
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,1124,1124
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,85,85
SAN JULIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,282,282
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,12,12
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,157,157
SAN LUCAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,745,745
SAN MATIAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,125,125
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,43,43
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,65,65
SAN PEDRO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,223,223
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,512,512
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,43,43
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,15,15
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,16,16
SAN RAFAEL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,7,7
SAN RAMON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,8,8
SANTA ANA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,148,148
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,4564,4564
SANTA ROSA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,178,178
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,136,136
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,24,24
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,76,76
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,15,15
SANTIVAÑES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,22,22
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,12,12
SAPAHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,185,185
SENA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,11,11
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,96,96
SICAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,34,34
SIPE SIPE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,1009,1009
SOPACHUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,46,46
SORACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,119,119
SORATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,201,201
SUCRE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,5555,5555
TACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,4,4
TACACOMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,52,52
TACOBAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,172,172
TACOPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,136,136
TAHUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,49,49
TAPACARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,235,235
TARABUCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,186,186
TARACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,94,94
TARATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,46,46
TARIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,2042,2042
TARVITA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,106,106
TEOPONTE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,118,118
TIAWANACU,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,172,172
TINGUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,347,347
TIPUANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,22,22
TIQUIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,1323,1323
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,251,251
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,12,12
TOCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,115,115
TOLATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,95,95
TOLEDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,84,84
TOMAVE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,77,77
TOMINA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,141,141
TORO TORO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,581,581
TOTORA(CBBA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,117,117
TOTORA(ORR),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,21,21
TRIGAL,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,27,27
TRINIDAD,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,2406,2406
TUPIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,1242,1242
TURCO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,26,26
UMALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,81,81
UNCIA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,48,48
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,110,110
URUBICHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,191,191
UYUNI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,848,848
VACAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,218,218
VALLEGRANDE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,70,70
VIACHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,157,157
VILA VILA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,84,84
VILLA MONTES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,506,506
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,10,10
VILLA RIVERO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,33,33
VILLA SERRANO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,273,273
VILLA TUNARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,343,343
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,183,183
VILLAZON,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,1394,1394
VINTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,364,364
VITICHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,183,183
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,11,11
WARNES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,549,549
YACO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,41,41
YACUIBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,394,394
YAMPARAEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,98,98
YANACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,34,34
YAPACANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,373,373
YOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,128,128
YOTALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,89,89
YUNCHARA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,113,113
ZUDAÑEZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-10-01,146,146
ACACIO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,51,51
ACHACACHI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,220,220
ACHOCALLA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,32,32
AIQUILE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,218,218
ALALAY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,6,6
ALCALA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,14,14
ANCORAIMES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,73,73
ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,66,66
ANTEQUERA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,19,19
ANZALDO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,112,112
APOLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,294,294
ARAMPAMPA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,92,92
ARANI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,29,29
ARBIETO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,90,90
ARQUE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,160,160
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,24,24
ATOCHA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,52,52
AUCAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,17,17
AYATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,74,74
AYO AYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,63,63
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,135,135
AZURDUY,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,165,165
BATALLAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,91,91
BAURES,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,48,48
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,14,14
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,21,21
BELLA FLOR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,48,48
BERMEJO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,343,343
BETANZOS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,321,321
BOLIVAR,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,105,105
BOLPEBRA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,11,11
BOYUIBE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,22,22
BUENA VISTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,189,189
CABEZAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,67,67
CAIROMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,86,86
"CAIZA ""D""",nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,244,244
CAJUATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,61,61
CALACOTO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,50,50
CALAMARCA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,101,101
CAMARGO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,189,189
CAMATAQUI (C. VILLA ABECIA),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,33,33
CAMIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,291,291
CAPINOTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,171,171
CAQUIAVIRI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,173,173
CARACOLLO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,125,125
CARANAVI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,186,186
CARANGAS,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,3,3
CARAPARI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,131,131
CARIPUYO,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,123,123
CARMEN RIVERO TORREZ,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,1,1
CATACORA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,3,3
CHALLAPATA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,253,253
CHAQUI,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,158,158
CHARAGUA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,139,139
CHARAÑA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,37,37
CHAYANTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,164,164
CHIMORE,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,63,63
CHIPAYA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,13,13
CHOQUE COTA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,28,28
CHULUMANI (V. DE LA LIBERTAD),nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,40,40
CHUMA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,98,98
CLIZA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,66,66
COBIJA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,188,188
COCHABAMBA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,1311,1311
COIPASA,nutricion y micronutrientes,ninos de 1 ano a menores de 5 anos con 2da dosis v,2007-11-01,7,7
