municipality,group,variable,month,Niños de 6 a 11 meses con dosis única de vitamina,TOTAL
GUANAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,15,15
GUAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,9,9
GUAYARAMERIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,134,134
GUTIERREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,18,18
HUACARETA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,35,35
HUACAYA (VILLA DE HUACAYA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,5,5
HUACHACALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,10,10
HUANUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,40,40
HUARACAJE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,12,12
HUAYLLAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,14,14
ICHOCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,15,15
ICLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,19,19
INCAHUASI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,66,66
INQUISIVI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,14,14
IRUPANA (VILLA DE LANZA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,22,22
IXIAMAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,4,4
JESUS DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,23,23
LA ASUNTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,83,83
LA GUARDIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,95,95
LA PAZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,1417,1417
LA RIVERA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,1,1
LAGUNILLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,8,8
LAJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,26,26
LAS CARRERAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,3,3
LICOMA PAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,5,5
LLALLAGUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,58,58
LLICA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,7,7
LORETO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,36,36
LURIBAY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,23,23
MACHARETI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,20,20
MAGDALENA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,21,21
MAIRANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,12,12
MALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,7,7
MAPIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,27,27
MECAPACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,9,9
MINEROS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,46,46
MIZQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,88,88
MOCOMOCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,50,50
MOJINETE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,1,1
MOJOCOYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,13,13
MONTEAGUDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,52,52
MONTERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,192,192
MORO MORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,6,6
MOROCHATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,88,88
NACEBE (SANTA ROSA DEL ABUNA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,12,12
NUEVO MANOA (NUEVA ESPERANZA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,5,5
OCURI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,44,44
OKINAWA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,30,30
OMEREQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,15,15
ORURO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,400,400
PADCAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,26,26
PADILLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,8,8
PAILON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,23,23
PALCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,42,42
PALOS BLANCOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,62,62
PAMPA AULLAGAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,2,2
PAMPA GRANDE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,1,1
PAPEL PAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,16,16
PASORAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,9,9
PATACAMAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,15,15
PAZÑA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,9,9
PELECHUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,21,21
POCOATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,67,67
POCONA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,24,24
POJO (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,31,31
POOPO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,6,6
PORCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,22,22
POROMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,30,30
PORONGO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,27,27
PORTACHUELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,64,64
PORVENIR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,7,7
POSTRER VALLE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,5,5
POTOSI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,385,385
PRESTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,13,13
PUCARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,7,7
PUCARANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,49,49
PUERTO ACOSTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,16,16
PUERTO CARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,43,43
PUERTO GONZALO MORENO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,16,16
PUERTO PEREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,5,5
PUERTO QUIJARRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,17,17
PUERTO RICO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,23,23
PUERTO SILES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,2,2
PUERTO SUAREZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,14,14
PUERTO VILLARROEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,143,143
PUNA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,54,54
PUNATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,82,82
QUILLACOLLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,514,514
QUIME,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,16,16
QUIRUSILLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,1,1
RAVELO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,44,44
REYES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,66,66
RIBERALTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,319,319
ROBORE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,13,13
RURRENABAQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,50,50
SABAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,8,8
SACABA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,243,243
SACABAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,22,22
SACACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,43,43
SAIPINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,5,5
SALINAS DE GARCI MENDOZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,17,17
SAMAIPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,14,14
SAN AGUSTIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,3,3
SAN ANDRES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,24,24
SAN ANDRES DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,6,6
SAN ANTONIO DE ESMORUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,8,8
SAN ANTONIO DE LOMERIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,8,8
SAN BENITO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,17,17
SAN BORJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,161,161
SAN BUENA VENTURA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,22,22
SAN CARLOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,53,53
SAN IGNACIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,165,165
SAN IGNACIO DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,147,147
SAN JAVIER(BNI),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,13,13
SAN JAVIER(STC),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,32,32
SAN JOAQUIN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,15,15
SAN JOSE DE CHIQUITOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,52,52
SAN JUAN DE YAPACANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,15,15
SAN JULIAN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,45,45
SAN LORENZO(PND),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,5,5
SAN LORENZO(TJA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,31,31
SAN LUCAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,85,85
SAN MATIAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,33,33
SAN MIGUEL DE VELASCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,14,14
SAN PABLO DE LIPEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,9,9
SAN PEDRO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,38,38
SAN PEDRO DE BUENA VISTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,66,66
SAN PEDRO DE CURAHUARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,8,8
SAN PEDRO DE QUEMES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,1,1
SAN PEDRO DE TIQUINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,9,9
SAN PEDRO(PND),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,3,3
SAN RAFAEL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,7,7
SAN RAMON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,5,5
SANTA ANA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,42,42
SANTA CRUZ DE LA SIERRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,1319,1319
SANTA ROSA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,35,35
SANTA ROSA DEL SARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,25,25
SANTIAGO DE CALLAPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,8,8
SANTIAGO DE HUARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,22,22
SANTIAGO DE MACHACA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,4,4
SANTIVAÑES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,8,8
SANTUARIO DE QUILLACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,7,7
SAPAHAQUI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,27,27
SENA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,18,18
SICA SICA (VILLA AROMA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,26,26
SICAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,6,6
SIPE SIPE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,155,155
SOPACHUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,7,7
SORACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,21,21
SORATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,59,59
SUCRE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,431,431
TACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,1,1
TACACOMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,16,16
TACOBAMBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,28,28
TACOPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,30,30
TAHUA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,2,2
TAPACARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,60,60
TARABUCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,28,28
TARACO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,16,16
TARATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,17,17
TARIJA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,281,281
TARVITA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,26,26
TEOPONTE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,32,32
TIAWANACU,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,53,53
TINGUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,62,62
TIPUANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,36,36
TIQUIPAYA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,455,455
TIRAQUE (CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,71,71
TITO YUPANQUI (PARQUIPUJIO),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,3,3
TOCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,15,15
TOLATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,12,12
TOLEDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,14,14
TOMAVE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,15,15
TOMINA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,27,27
TORO TORO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,22,22
TOTORA(CBBA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,22,22
TOTORA(ORR),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,4,4
TRIGAL,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,1,1
TRINIDAD,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,236,236
TUPIZA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,52,52
TURCO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,9,9
UMALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,21,21
UNCIA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,12,12
URIONDO (A. CONCEPCION),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,25,25
URUBICHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,23,23
UYUNI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,50,50
VACAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,23,23
VALLEGRANDE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,10,10
VIACHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,69,69
VILA VILA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,23,23
VILLA MONTES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,59,59
VILLA NUEVA (LOMA ALTA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,10,10
VILLA RIVERO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,4,4
VILLA SERRANO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,10,10
VILLA TUNARI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,146,146
VILLA VACA GUZMAN (MUYUPAMPA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,20,20
VILLAZON,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,75,75
VINTO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,47,47
VITICHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,19,19
WALDO BALLIVIAN,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,1,1
WARNES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,140,140
YACO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,15,15
YACUIBA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,158,158
YAMPARAEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,16,16
YANACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,5,5
YAPACANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,74,74
YOCALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,16,16
YOTALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,16,16
YUNCHARA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,12,12
ZUDAÑEZ,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-10-01,15,15
ACACIO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,6,6
ACHACACHI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,86,86
ACHOCALLA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,19,19
AIQUILE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,24,24
ALCALA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,4,4
ANCORAIMES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,25,25
ANDAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,10,10
ANTEQUERA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,6,6
ANZALDO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,9,9
APOLO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,38,38
ARAMPAMPA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,12,12
ARANI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,20,20
ARBIETO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,22,22
ARQUE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,40,40
ASCENCION DE GUARAYOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,37,37
ATOCHA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,28,28
AUCAPATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,12,12
AYATA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,23,23
AYO AYO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,14,14
AYOPAYA (V. DE INDEPENDENCIA),nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,41,41
AZURDUY,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,16,16
BATALLAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,26,26
BAURES,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,7,7
BELEN DE ANDAMARCA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,1,1
BELEN DE URMIRI,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,3,3
BELLA FLOR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,17,17
BERMEJO,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,95,95
BETANZOS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,50,50
BOLIVAR,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,19,19
BOLPEBRA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,1,1
BOYUIBE,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,7,7
BUENA VISTA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,34,34
CABEZAS,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,26,26
CAIROMA,nutricion y micronutrientes,ninos de 6 a 11 meses con dosis unica de vitamina,2007-11-01,18,18
